지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
112,인천,2013-03-31 16:00,9,,4.2,250,43
112,인천,2013-03-31 17:00,9.2,,3.5,270,43
112,인천,2013-03-31 18:00,8,,3.6,320,45
112,인천,2013-03-31 19:00,6.4,,2.5,320,44
112,인천,2013-03-31 20:00,5.3,,2.6,340,55
112,인천,2013-03-31 21:00,4.6,,2.6,340,52
133,대전,2013-03-30 14:00,11.8,,1,320,19
133,대전,2013-03-30 15:00,11.6,,2.9,340,25
133,대전,2013-03-30 16:00,9.2,,3.8,340,47
133,대전,2013-03-30 17:00,5.9,,2.6,340,74
133,대전,2013-03-30 18:00,5.2,0,1.8,340,86
133,대전,2013-03-30 19:00,3.9,,2,360,87
133,대전,2013-03-30 20:00,3.5,,1.4,340,87
133,대전,2013-03-30 21:00,3.4,0,1.6,340,88
133,대전,2013-03-30 22:00,3.5,,.8,320,87
133,대전,2013-03-30 23:00,3.4,,.8,320,88
133,대전,2013-03-31 00:00,3.4,.1,.3,0,92
133,대전,2013-03-31 01:00,3.5,,.4,0,95
133,대전,2013-03-31 02:00,3.6,,.6,340,94
133,대전,2013-03-31 03:00,3.3,0,2,340,94
133,대전,2013-03-31 04:00,3.1,,.9,340,93
133,대전,2013-03-31 05:00,3.1,,1.3,340,91
133,대전,2013-03-31 06:00,3,,.8,340,86
133,대전,2013-03-31 07:00,2.2,,.9,360,86
133,대전,2013-03-31 08:00,3.1,,.6,360,84
133,대전,2013-03-31 09:00,4.8,,1.2,360,75
133,대전,2013-03-31 10:00,6.6,,1.6,180,67
133,대전,2013-03-31 11:00,8.9,,1.2,320,53
133,대전,2013-03-31 12:00,10.3,,2.2,360,38
133,대전,2013-03-31 13:00,11.7,,3.9,340,34
133,대전,2013-03-31 14:00,12.6,,2.2,340,35
133,대전,2013-03-31 15:00,13.2,,1.2,360,32
133,대전,2013-03-31 16:00,13.9,,1.7,160,32
133,대전,2013-03-31 17:00,14,,1.7,340,23
133,대전,2013-03-31 18:00,12.7,,1.7,320,23
133,대전,2013-03-31 19:00,10.4,,.7,340,28
133,대전,2013-03-31 20:00,9.2,,1.3,320,35
133,대전,2013-03-31 21:00,7.9,,1.2,290,40
143,대구,2013-03-30 14:00,15.3,,1.3,230,21
143,대구,2013-03-30 15:00,14.8,,1.9,320,20
143,대구,2013-03-30 16:00,14.6,,2.2,360,19
143,대구,2013-03-30 17:00,14.6,,2.3,360,17
143,대구,2013-03-30 18:00,13.9,,1.8,340,16
143,대구,2013-03-30 19:00,12.2,,3.3,320,25
143,대구,2013-03-30 20:00,10.2,,3.6,290,41
143,대구,2013-03-30 21:00,9.2,,3.1,270,48
143,대구,2013-03-30 22:00,9,,2.3,270,49
143,대구,2013-03-30 23:00,8.6,,2.5,290,52
143,대구,2013-03-31 00:00,7.9,0,1.9,290,58
143,대구,2013-03-31 01:00,7.7,,.8,290,62
143,대구,2013-03-31 02:00,7.8,,1.1,290,62
143,대구,2013-03-31 03:00,6.8,.5,1.6,290,73
143,대구,2013-03-31 04:00,6.8,,1.9,290,76
143,대구,2013-03-31 05:00,6.6,,.9,290,73
143,대구,2013-03-31 06:00,6.6,0,1.7,290,69
143,대구,2013-03-31 07:00,6.8,,2.1,290,67
143,대구,2013-03-31 08:00,7.2,,2.4,320,61
143,대구,2013-03-31 09:00,6.9,,2.1,20,60
143,대구,2013-03-31 10:00,8,,2.1,360,55
143,대구,2013-03-31 11:00,10.5,,2.2,340,45
143,대구,2013-03-31 12:00,11.9,,1.7,320,36
143,대구,2013-03-31 13:00,13.2,,2.7,320,30
143,대구,2013-03-31 14:00,14.4,,1.3,50,26
143,대구,2013-03-31 15:00,15,,2.1,360,21
143,대구,2013-03-31 16:00,16.1,,1.9,290,16
143,대구,2013-03-31 17:00,15.2,,1.6,340,18
143,대구,2013-03-31 18:00,14.3,,1.4,290,15
143,대구,2013-03-31 19:00,12.1,,3.1,140,44
143,대구,2013-03-31 20:00,10.3,,4.1,140,51
143,대구,2013-03-31 21:00,9.1,,3.8,140,53
156,광주,2013-03-30 14:00,15,,2.1,250,34
156,광주,2013-03-30 15:00,15,,2.6,270,34
156,광주,2013-03-30 16:00,13.9,,3.1,360,27
156,광주,2013-03-30 17:00,11.1,,2.5,340,32
156,광주,2013-03-30 18:00,10.3,,2.2,20,35
156,광주,2013-03-30 19:00,9,,4.9,50,34
156,광주,2013-03-30 20:00,8.7,,4.6,50,36
156,광주,2013-03-30 21:00,8.5,,3.7,20,41
156,광주,2013-03-30 22:00,8.1,,3.2,50,44
156,광주,2013-03-30 23:00,8.1,,3.1,20,45
156,광주,2013-03-31 00:00,6.7,.4,.8,320,68
156,광주,2013-03-31 01:00,5.6,,.6,20,84
156,광주,2013-03-31 02:00,5.5,,.6,20,83
156,광주,2013-03-31 03:00,6,1,1,20,76
156,광주,2013-03-31 04:00,5.2,,1,70,80
156,광주,2013-03-31 05:00,5.4,,1.4,340,74
156,광주,2013-03-31 06:00,4.8,,3.5,20,78
156,광주,2013-03-31 07:00,4.9,,2.2,20,79
156,광주,2013-03-31 08:00,5,,4.6,20,76
156,광주,2013-03-31 09:00,6.2,,4,50,69
156,광주,2013-03-31 10:00,8.9,,5.7,20,59
156,광주,2013-03-31 11:00,10.3,,4.7,20,41
156,광주,2013-03-31 12:00,12.9,,4.5,50,31
156,광주,2013-03-31 13:00,14.1,,4.7,20,29
156,광주,2013-03-31 14:00,14.5,,2.4,360,23
156,광주,2013-03-31 15:00,15,,2.4,340,25
156,광주,2013-03-31 16:00,16.1,,4.8,50,23
156,광주,2013-03-31 17:00,15.1,,3.4,20,22
156,광주,2013-03-31 18:00,14.4,,2.6,20,23
156,광주,2013-03-31 19:00,12.3,,1.1,20,35
156,광주,2013-03-31 20:00,10.8,,1,110,36
156,광주,2013-03-31 21:00,9.8,,2.1,200,46
159,부산,2013-03-30 14:00,13.7,,2.9,140,48
159,부산,2013-03-30 15:00,14.1,,2.8,200,34
159,부산,2013-03-30 16:00,13.9,,3.1,200,33
159,부산,2013-03-30 17:00,12.9,,2.6,200,36
159,부산,2013-03-30 18:00,12.1,,1.9,200,40
159,부산,2013-03-30 19:00,11.7,,2.5,110,50
159,부산,2013-03-30 20:00,11.6,,1.7,90,53
159,부산,2013-03-30 21:00,11.4,,2.9,70,54
159,부산,2013-03-30 22:00,11.3,,2.1,70,56
159,부산,2013-03-30 23:00,11.3,,2,110,63
159,부산,2013-03-31 00:00,11.4,,1.9,110,61
159,부산,2013-03-31 01:00,11.4,,1.2,160,59
159,부산,2013-03-31 02:00,11.2,,1.1,340,62
159,부산,2013-03-31 03:00,10.2,,6.6,340,59
159,부산,2013-03-31 04:00,7.9,,6.6,340,80
159,부산,2013-03-31 05:00,7.6,,5.5,340,78
159,부산,2013-03-31 06:00,8,.4,1.8,70,74
159,부산,2013-03-31 07:00,8,,1.4,250,77
159,부산,2013-03-31 08:00,8.3,,.9,290,74
159,부산,2013-03-31 09:00,10,,1.3,50,62
159,부산,2013-03-31 10:00,11,,1.7,340,58
159,부산,2013-03-31 11:00,12.7,,2,320,46
159,부산,2013-03-31 12:00,12.2,,3.1,110,58
159,부산,2013-03-31 13:00,12.8,,3.7,110,53
159,부산,2013-03-31 14:00,12.2,,5.4,110,54
159,부산,2013-03-31 15:00,11.9,,4,110,53
159,부산,2013-03-31 16:00,12.4,,4.6,90,51
159,부산,2013-03-31 17:00,11.4,,5,90,54
159,부산,2013-03-31 18:00,10.4,,4.2,70,60
159,부산,2013-03-31 19:00,9.6,,4.5,90,61
159,부산,2013-03-31 20:00,9.2,,3,70,62
159,부산,2013-03-31 21:00,8.8,,3.6,70,60
