지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%)
98,동두천,2018-03-24 11:00,10.1,,.7,230,35
98,동두천,2018-03-24 12:00,12.1,,1.8,270,38
98,동두천,2018-03-24 13:00,14.1,,2.7,250,39
98,동두천,2018-03-24 14:00,14.9,,3.5,230,41
98,동두천,2018-03-24 15:00,14.3,,4.7,250,42
98,동두천,2018-03-24 16:00,13.9,,4.5,270,42
98,동두천,2018-03-24 17:00,12.8,,3.7,250,50
98,동두천,2018-03-24 18:00,10.2,,4.2,270,62
98,동두천,2018-03-24 19:00,7.7,,2.7,230,75
98,동두천,2018-03-24 20:00,7.1,,3.5,230,79
98,동두천,2018-03-24 21:00,6.8,,3.3,270,81
98,동두천,2018-03-24 22:00,6.5,,2.6,270,81
98,동두천,2018-03-24 23:00,6.3,,2.3,270,81
98,동두천,2018-03-25 00:00,6,,1.5,290,82
98,동두천,2018-03-25 01:00,5.7,,1,230,82
98,동두천,2018-03-25 02:00,5.7,,1.6,230,80
98,동두천,2018-03-25 03:00,5.4,,1.3,230,79
98,동두천,2018-03-25 04:00,5.3,,.7,250,80
98,동두천,2018-03-25 05:00,5.1,,1,180,79
98,동두천,2018-03-25 06:00,4.7,,1.3,160,81
98,동두천,2018-03-25 07:00,4.6,,1.5,110,80
98,동두천,2018-03-25 08:00,5,,1.3,90,77
98,동두천,2018-03-25 09:00,7.3,,.8,180,68
98,동두천,2018-03-25 10:00,9.4,,1.5,250,60
98,동두천,2018-03-25 11:00,11.2,,1.3,270,48
98,동두천,2018-03-25 12:00,14,,1.4,200,38
98,동두천,2018-03-25 13:00,17.4,,1.8,250,27
98,동두천,2018-03-25 14:00,17.5,,3.6,250,24
98,동두천,2018-03-25 15:00,17.8,,4.4,230,26
98,동두천,2018-03-25 16:00,17.6,,4.7,250,26
98,동두천,2018-03-25 17:00,16,,4.2,250,32
98,동두천,2018-03-25 18:00,13.9,,3.2,290,42
98,동두천,2018-03-25 19:00,11.9,,3.2,270,49
98,동두천,2018-03-25 20:00,10.4,,2.3,250,59
98,동두천,2018-03-25 21:00,9.2,,1,290,67
98,동두천,2018-03-25 22:00,7.9,,1,290,74
98,동두천,2018-03-25 23:00,7.1,,.9,290,78
98,동두천,2018-03-26 00:00,6.6,,.2,0,79
98,동두천,2018-03-26 01:00,5.2,,1.1,20,82
98,동두천,2018-03-26 02:00,3.9,,1.4,360,87
98,동두천,2018-03-26 03:00,3.5,,.3,0,90
98,동두천,2018-03-26 04:00,3.2,,.4,0,91
98,동두천,2018-03-26 05:00,3.5,,.3,0,91
98,동두천,2018-03-26 06:00,3.5,,.2,0,91
98,동두천,2018-03-26 07:00,3.3,,.6,320,91
98,동두천,2018-03-26 08:00,4.1,,.6,320,92
98,동두천,2018-03-26 09:00,4.9,,.5,230,92
98,동두천,2018-03-26 10:00,6.6,,1.3,290,92
98,동두천,2018-03-26 11:00,9.3,,1.7,320,74
98,동두천,2018-03-26 12:00,13.9,,1.7,270,51
98,동두천,2018-03-26 13:00,17.1,,3.2,270,37
98,동두천,2018-03-26 14:00,18.2,,2.9,270,35
98,동두천,2018-03-26 15:00,18.2,,4.7,270,32
98,동두천,2018-03-26 16:00,18.5,,4.1,270,31
98,동두천,2018-03-26 17:00,17.1,,3.2,250,28
98,동두천,2018-03-26 18:00,15.4,,3.8,250,30
98,동두천,2018-03-26 19:00,13.5,,2.4,270,37
98,동두천,2018-03-26 20:00,12.3,,1.8,250,44
98,동두천,2018-03-26 21:00,10.8,,.4,0,48
98,동두천,2018-03-26 22:00,9.2,,.3,0,53
98,동두천,2018-03-26 23:00,8.4,,.7,70,55
98,동두천,2018-03-27 00:00,7.3,,.1,0,59
98,동두천,2018-03-27 01:00,6.6,,.5,140,61
98,동두천,2018-03-27 02:00,6.2,,.6,360,65
98,동두천,2018-03-27 03:00,5.1,,.8,20,68
98,동두천,2018-03-27 04:00,4.7,,.9,340,71
98,동두천,2018-03-27 05:00,4.8,,.1,0,73
98,동두천,2018-03-27 06:00,5.3,,.2,0,72
98,동두천,2018-03-27 07:00,5.4,,.4,0,75
98,동두천,2018-03-27 08:00,7.2,,.2,0,68
98,동두천,2018-03-27 09:00,10,,1,320,60
98,동두천,2018-03-27 10:00,12.8,,.7,140,47
98,동두천,2018-03-27 11:00,17,,2.5,200,35
98,동두천,2018-03-27 12:00,18.2,,2.2,160,33
98,동두천,2018-03-27 13:00,19.9,,2.5,180,34
98,동두천,2018-03-27 14:00,20.3,,4,250,37
98,동두천,2018-03-27 15:00,20,,3.6,200,40
98,동두천,2018-03-27 16:00,19.8,,4,250,42
98,동두천,2018-03-27 17:00,18.2,,4.8,270,48
98,동두천,2018-03-27 18:00,16.2,,4.5,250,54
98,동두천,2018-03-27 19:00,14.1,,3,270,63
98,동두천,2018-03-27 20:00,12.8,,1,250,69
98,동두천,2018-03-27 21:00,12,,1.7,250,74
98,동두천,2018-03-27 22:00,11.1,,1,340,78
98,동두천,2018-03-27 23:00,10.9,,.1,0,80
98,동두천,2018-03-28 00:00,10,,.2,0,82
98,동두천,2018-03-28 01:00,9.2,,0,0,84
98,동두천,2018-03-28 02:00,8.4,,.4,0,86
98,동두천,2018-03-28 03:00,8,,1.1,140,87
98,동두천,2018-03-28 04:00,7.6,,.6,340,87
98,동두천,2018-03-28 05:00,7.5,,.3,0,88
98,동두천,2018-03-28 06:00,6.8,,.7,230,89
98,동두천,2018-03-28 07:00,7.3,,1.3,290,88
98,동두천,2018-03-28 08:00,9.5,,.5,110,85
98,동두천,2018-03-28 09:00,12.3,,.8,230,71
98,동두천,2018-03-28 10:00,15.1,,2.3,180,62
98,동두천,2018-03-28 11:00,15.3,,4.6,230,59
98,동두천,2018-03-28 12:00,16.8,,3.6,230,53
98,동두천,2018-03-28 13:00,18.6,,3.7,230,46
98,동두천,2018-03-28 14:00,19.1,,5.7,250,40
98,동두천,2018-03-28 15:00,17.9,,5.3,250,41
98,동두천,2018-03-28 16:00,17.2,,4.8,250,43
98,동두천,2018-03-28 17:00,16.5,,4.1,230,47
98,동두천,2018-03-28 18:00,15.7,,3.2,230,51
98,동두천,2018-03-28 19:00,14.6,,2.1,230,57
98,동두천,2018-03-28 20:00,14.3,,3.4,200,60
98,동두천,2018-03-28 21:00,13.2,,2,230,67
98,동두천,2018-03-28 22:00,13.7,,1.4,200,66
98,동두천,2018-03-28 23:00,12.2,,1.6,290,73
98,동두천,2018-03-29 00:00,12.8,,.2,0,71
98,동두천,2018-03-29 01:00,12.7,,.6,250,75
98,동두천,2018-03-29 02:00,12.2,,.3,0,77
98,동두천,2018-03-29 03:00,11.9,,1.2,290,81
98,동두천,2018-03-29 04:00,11.8,,.3,0,83
98,동두천,2018-03-29 05:00,11.6,,.4,0,82
98,동두천,2018-03-29 06:00,11.3,,.6,20,83
98,동두천,2018-03-29 07:00,11.5,,.8,20,84
98,동두천,2018-03-29 08:00,12.2,,1.4,360,79
98,동두천,2018-03-29 09:00,14.2,,2.1,340,73
