,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,좌중2, ,투유병, ,좌비, ,중안, , ,4,2,1,1,0.500,정수근,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
1,투희실, , ,중비, ,三땅, ,유직, ,3,0,0,0,0.000,조성환,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
2,一유병, , ,유비, ,삼진, ,二땅, ,4,0,0,0,0.000,손인호,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
3,유비, , ,三땅, ,사구, ,좌안, ,3,1,0,0,0.333,페레즈,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
4, ,4구, , ,좌비,삼진, , , ,2,0,0,0,0.000,이시온,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
5, , , , , , , ,중비, ,1,0,0,0,0.000,김대익,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
6, ,二유병, , ,좌홈, ,우비, ,우비,4,1,1,1,0.250,김주찬,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
7, ,二땅, , ,사구, ,사구, , ,1,0,0,0,0.000,이대호,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
8, , , , , , , , ,유땅,1,0,0,1,0.000,박진환,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
9, , ,삼진, ,좌비, ,우중3, ,유땅,4,1,1,1,0.250,최기문,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
10, , ,우안, ,4구, ,二땅, , ,2,1,0,0,0.500,박기혁,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,롯데,삼성,,,
0,4구,二직, ,4구, ,좌희비, ,二땅, ,2,0,1,1,0.000,박한이,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
1,우안, ,좌안,유병, ,중비, , ,중비,5,2,0,0,0.400,박종호,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
2,유안, ,二땅, ,중비,二비, , ,중안,5,2,1,2,0.400,양준혁,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
3,二땅, ,좌안, ,우비, ,우홈, ,유땅,5,2,1,1,0.400,오리어리,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
4,사구, ,중비, ,4구, ,우안, ,고4,2,1,0,0,0.500,김한수,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
5,유병, ,중안, ,유비, ,삼진, , ,4,1,1,0,0.250,강동우,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
6, , , , , , , , ,좌안,1,1,1,0,1.000,김종훈,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
7, ,좌2,중비, , ,三안,삼진, , ,4,2,0,1,0.500,신동주,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
8, ,투땅, ,중안, ,투실, ,좌중안, ,4,2,0,0,0.500,진갑용,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
9, ,4구, ,一희번, ,一희실, ,삼진, ,1,0,0,0,0.000,조동찬,구장 : 시민,"관중 : 12,000",2004.04.04(일),개시 : 14:03,경기시간 : 2:49,삼성,롯데,,,
0,二땅, ,삼진,유땅, ,좌안, ,우2, ,5,2,1,0,0.400,이종범,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
1, , , , , , , , , ,0,0,0,0,0.000,김경언,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
2,우비, ,중안, ,중안,유땅, ,삼진, ,5,2,0,1,0.400,김종국,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
3,우안, ,투땅, ,우안, ,중비, ,중안,5,3,0,2,0.600,장성호,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
4,二땅, ,스낫, ,좌2, ,4구, ,4구,3,1,2,1,0.333,마해영,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
5, , , , , , , , , ,0,0,0,1,0.000,김경진,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
6, ,유안,二땅, ,二땅, ,삼진, ,투땅,5,1,0,1,0.200,심재학,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
7, ,좌안, ,좌비,좌희비, ,삼진, ,중안,4,2,3,0,0.500,박재홍,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
8, ,투희실, ,우2,우비, , ,4구,삼진,3,1,0,2,0.333,홍세완,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
9, ,중희비, ,유땅, ,二땅, ,유땅,二직,4,0,1,0,0.000,김상훈,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
10, ,유二병, ,좌홈, ,三땅, ,삼진, ,4,1,2,1,0.250,손지환,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
11, , , , , , , , , ,0,0,0,0,0.000,이현곤,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,KIA,두산,,,
0,삼진, ,二안, ,유땅, ,중안, ,좌중안,5,3,1,1,0.600,전상렬,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,두산,KIA,,,
1,三비, ,一땅, , ,4구,一직, ,4구,3,0,1,2,0.000,최경환,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,두산,KIA,,,
2,二땅, ,三二병, , ,사구, ,二땅,좌홈,4,1,4,1,0.250,안경현,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,두산,KIA,,,
3, ,유땅, ,중안, ,一비, ,4구,투땅,4,1,0,0,0.250,김동주,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,두산,KIA,,,
4, ,삼진, ,투직, ,좌안, ,二비,중비,5,1,1,0,0.200,홍성흔,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,두산,KIA,,,
5, ,三땅, ,투땅, ,유땅, ,三비, ,4,0,0,0,0.000,장원진,구장 : 잠실,"관중 : 30,500",2004.04.04(일),개시 : 14:04,경기시간 : 2:58,두산,KIA,,,
