,year,date,playtime,playteam_1,playteam_2,score_1,score_2,ground
59,,,14:00,한화,현대,3,7,수원
60,,04.23(화),18:30,두산,KIA,3,6,무등
61,,,18:30,롯데,LG,3,2,잠실
62,,,18:30,SK,한화,3,13,청주
63,,04.24(수),15:00,현대,삼성,0,5,시민
64,,,18:00,현대,삼성,2,1,시민
65,,,18:30,두산,KIA,2,2,무등
66,,,18:30,롯데,LG,1,2,잠실
67,,,18:30,SK,한화,15,7,청주
68,,04.25(목),18:30,현대,삼성,3,4,시민
69,,,18:30,두산,KIA,6,5,무등
70,,,18:30,롯데,LG,2,3,잠실
71,,,18:30,SK,한화,7,4,청주
72,,04.26(금),18:30,삼성,KIA,6,7,무등
73,,,18:30,현대,두산,6,2,잠실
74,,,18:30,롯데,SK,2,0,문학
75,,,18:30,LG,한화,8,5,대전
76,,04.27(토),17:00,삼성,KIA,9,8,무등
77,,,17:00,현대,두산,0,3,잠실
78,,,17:00,LG,한화,6,14,대전
79,,04.28(일),14:00,삼성,KIA,9,0,무등
80,,,14:00,현대,두산,2,4,잠실
81,,,14:00,LG,한화,10,6,대전
82,,,14:00,롯데,SK,2,4,문학
83,,,16:40,롯데,SK,1,2,문학
84,,04.30(화),18:30,SK,LG,2,4,잠실
0,2002,05.01(수),14:00,KIA,현대,2,5,수원
1,,,15:00,두산,삼성,8,5,시민
2,,,15:00,한화,롯데,6,1,사직
3,,,17:50,한화,롯데,1,11,사직
4,,,18:20,두산,삼성,4,3,시민
5,,,18:30,SK,LG,2,6,잠실
6,,05.02(목),15:00,KIA,현대,6,9,수원
7,,,18:20,KIA,현대,13,4,수원
8,,,18:30,두산,삼성,2,14,시민
9,,,18:30,SK,LG,2,3,잠실
10,,,18:30,한화,롯데,3,4,사직
11,,05.03(금),18:30,한화,LG,3,4,잠실
12,,,18:30,두산,SK,4,7,문학
13,,,18:30,삼성,현대,5,0,수원
14,,05.04(토),14:00,한화,LG,3,2,잠실
15,,,14:00,롯데,KIA,3,4,무등
16,,,17:00,두산,SK,6,3,문학
17,,,17:00,삼성,현대,4,3,수원
18,,,17:10,롯데,KIA,1,4,무등
19,,05.05(일),14:00,롯데,KIA,12,11,무등
20,,,14:00,한화,LG,5,2,잠실
21,,,14:00,두산,SK,4,2,문학
22,,,14:00,삼성,현대,9,8,수원
23,,05.07(화),18:30,SK,삼성,3,15,시민
24,,05.08(수),15:00,롯데,두산,2,3,잠실
25,,,15:00,현대,한화,6,1,청주
26,,,17:50,현대,한화,3,6,청주
27,,,18:10,롯데,두산,5,2,잠실
28,,,18:30,SK,삼성,0,2,시민
29,,05.09(목),15:00,LG,KIA,4,5,무등
30,,,18:20,LG,KIA,4,5,무등
31,,,18:30,SK,삼성,7,5,시민
32,,,18:30,롯데,두산,5,2,잠실
33,,,18:30,현대,한화,10,7,청주
34,,05.10(금),18:30,현대,롯데,2,5,마산
35,,,18:30,삼성,LG,0,5,잠실
36,,,18:30,KIA,SK,0,2,문학
37,,,18:30,두산,한화,1,3,대전
38,,05.11(토),17:00,현대,롯데,2,8,마산
39,,,17:00,삼성,LG,3,2,잠실
40,,,17:00,KIA,SK,0,7,문학
41,,,17:00,두산,한화,3,4,대전
42,,05.12(일),14:00,현대,롯데,10,6,마산
43,,,14:00,삼성,LG,10,3,잠실
44,,,14:00,KIA,SK,3,8,문학
45,,,14:00,두산,한화,9,11,대전
46,,05.14(화),18:30,롯데,삼성,3,1,시민
47,,,18:30,SK,두산,1,7,잠실
48,,,18:30,LG,현대,6,0,수원
49,,,18:40,한화,KIA,4,5,무등
50,,05.16(목),15:00,롯데,삼성,4,13,시민
51,,,18:10,롯데,삼성,2,6,시민
52,,05.17(금),18:20,두산,현대,10,3,수원
53,,,18:30,SK,롯데,7,0,마산
54,,,18:30,KIA,LG,3,2,잠실
55,,05.18(토),14:00,KIA,LG,4,3,잠실
56,,,17:00,두산,현대,6,4,수원
57,,05.19(일),14:00,KIA,LG,9,2,잠실
58,,,14:00,두산,현대,5,4,수원
59,,,14:00,삼성,한화,3,15,대전
60,,,16:50,삼성,한화,10,1,대전
61,,05.21(화),18:20,현대,SK,2,3,문학
62,,,18:30,LG,롯데,11,3,마산
63,,,18:30,삼성,KIA,6,0,무등
64,,,18:30,한화,두산,3,7,잠실
65,,05.22(수),18:30,LG,롯데,2,4,마산
66,,,18:30,삼성,KIA,8,5,무등
67,,,18:30,한화,두산,2,10,잠실
68,,,18:30,현대,SK,3,8,문학
69,,05.23(목),18:20,현대,SK,7,4,문학
70,,,18:30,LG,롯데,13,9,마산
71,,,18:30,삼성,KIA,6,3,무등
72,,,18:30,한화,두산,2,6,잠실
73,,05.24(금),18:20,롯데,현대,0,4,수원
74,,,18:30,LG,삼성,9,12,시민
75,,,18:30,KIA,두산,3,1,잠실
76,,,18:30,한화,SK,10,3,문학
77,,05.25(토),13:00,LG,삼성,1,5,시민
78,,,17:00,KIA,두산,8,3,잠실
79,,,17:00,한화,SK,6,7,문학
80,,,17:00,롯데,현대,1,4,수원
81,,05.26(일),14:00,LG,삼성,1,0,시민
82,,,14:00,KIA,두산,4,3,잠실
83,,,14:00,한화,SK,2,7,문학
84,,,14:00,롯데,현대,5,0,수원
85,,05.28(화),18:30,SK,삼성,6,1,시민
86,,,18:30,현대,LG,4,4,잠실
87,,,18:30,KIA,한화,1,2,대전
88,,,18:40,두산,롯데,3,2,마산
89,,05.29(수),18:30,두산,롯데,4,1,마산
90,,,18:30,SK,삼성,13,5,시민
91,,,18:30,현대,LG,8,3,잠실
92,,,18:30,KIA,한화,8,0,대전
93,,05.30(목),18:20,두산,롯데,9,0,마산
94,,,18:30,SK,삼성,6,9,시민
95,,,18:30,현대,LG,5,6,잠실
96,,,18:30,KIA,한화,2,6,대전
0,2002,06.01(토),18:20,삼성,현대,7,2,수원
1,,,18:30,한화,롯데,0,5,마산
2,,,18:30,SK,KIA,2,3,무등
3,,,18:30,두산,LG,7,1,잠실
4,,06.02(일),18:30,한화,롯데,5,1,마산
5,,,18:30,SK,KIA,4,7,무등
6,,,18:30,두산,LG,2,3,잠실
7,,,18:30,삼성,현대,5,7,수원
8,,06.05(수),18:30,한화,삼성,5,10,시민
9,,,18:30,LG,KIA,4,5,무등
10,,,18:30,롯데,SK,1,2,인천
11,,,18:30,현대,두산,2,8,잠실
12,,06.06(목),15:00,LG,KIA,8,3,무등
13,,,18:30,LG,KIA,3,3,무등
14,,,18:30,한화,삼성,5,7,시민
15,,,18:30,롯데,SK,11,16,인천
16,,,18:30,현대,두산,2,3,잠실
17,,06.07(금),18:30,현대,SK,6,4,인천
18,,,18:30,KIA,삼성,2,5,시민
19,,,18:30,롯데,LG,1,2,잠실
20,,,18:30,두산,한화,6,2,대전
21,,06.08(토),18:30,현대,SK,11,3,인천
22,,,18:30,KIA,삼성,9,4,시민
23,,,18:30,롯데,LG,1,5,잠실
24,,,18:30,두산,한화,5,3,대전
25,,06.09(일),18:30,현대,SK,10,9,인천
26,,,18:30,KIA,삼성,6,3,시민
27,,,18:30,롯데,LG,3,9,잠실
28,,,18:30,두산,한화,5,1,대전
29,,06.11(화),18:20,한화,현대,2,0,수원
30,,,18:30,두산,KIA,5,6,무등
31,,,18:30,SK,LG,1,8,잠실
32,,,18:30,삼성,롯데,7,3,사직
33,,06.12(수),18:30,두산,KIA,5,6,무등
34,,,18:30,삼성,롯데,7,3,사직
35,,06.13(목),14:50,한화,현대,7,8,수원
36,,,15:00,SK,LG,2,2,잠실
37,,,18:00,한화,현대,1,7,수원
38,,,18:30,두산,KIA,9,10,무등
39,,,18:30,삼성,롯데,8,3,사직
40,,,19:20,SK,LG,8,13,잠실
41,,06.15(토),18:30,SK,삼성,3,4,시민
42,,,18:30,롯데,두산,6,7,잠실
43,,,18:30,KIA,현대,13,1,수원
44,,,18:30,LG,한화,8,6,청주
45,,06.16(일),13:00,KIA,현대,2,6,수원
46,,,18:30,SK,삼성,4,1,시민
47,,,18:30,롯데,두산,3,4,잠실
48,,,18:30,LG,한화,6,4,청주
49,,06.19(수),18:30,한화,KIA,2,3,무등
50,,,18:30,삼성,두산,3,7,잠실
51,,,18:30,LG,SK,8,4,문학
52,,,18:30,현대,롯데,2,0,사직
53,,06.20(목),18:30,한화,KIA,4,5,무등
54,,,18:30,삼성,두산,6,7,잠실
55,,,18:30,LG,SK,4,9,문학
56,,,18:30,현대,롯데,9,6,사직
57,,06.21(금),18:20,두산,현대,1,11,수원
58,,,18:30,롯데,삼성,4,9,시민
59,,,18:30,KIA,LG,10,4,잠실
60,,,18:30,SK,한화,15,4,대전
61,,06.23(일),18:20,두산,현대,11,6,수원
62,,,18:30,롯데,삼성,2,4,시민
63,,,18:30,KIA,LG,7,3,잠실
64,,,18:30,SK,한화,1,9,대전
65,,06.26(수),18:20,SK,현대,5,10,수원
66,,,18:30,KIA,삼성,13,3,시민
67,,,18:30,한화,두산,1,6,잠실
68,,,18:30,LG,롯데,7,0,사직
69,,06.27(목),18:20,SK,현대,5,0,수원
70,,,18:30,KIA,삼성,2,3,시민
71,,,18:30,한화,두산,4,13,잠실
72,,,18:30,LG,롯데,2,5,사직
73,,06.28(금),18:20,두산,SK,3,3,문학
74,,,18:30,롯데,KIA,5,6,무등
75,,,18:30,삼성,LG,2,5,잠실
76,,,18:30,현대,한화,5,8,대전
77,,06.30(일),18:20,두산,SK,6,8,문학
78,,,18:30,롯데,KIA,5,2,무등
79,,,18:30,삼성,LG,4,8,잠실
0,2002,07.02(화),18:30,현대,KIA,6,7,무등
1,,,18:30,두산,삼성,4,3,시민
2,,,18:30,한화,LG,8,9,잠실
3,,07.03(수),14:50,SK,롯데,3,1,사직
4,,,18:00,SK,롯데,2,1,사직
5,,,18:30,두산,삼성,8,4,시민
6,,,18:30,한화,LG,9,3,잠실
7,,07.04(목),15:00,현대,KIA,10,11,무등
8,,,18:20,두산,삼성,7,0,시민
9,,,18:30,한화,LG,6,4,잠실
10,,,18:30,SK,롯데,4,1,사직
11,,,18:50,현대,KIA,8,5,무등
12,,07.07(일),15:00,SK,두산,2,1,잠실
13,,,15:00,KIA,롯데,10,4,사직
14,,,15:00,삼성,한화,4,5,대전
15,,,18:20,KIA,롯데,7,2,사직
16,,,18:30,삼성,한화,5,5,대전
17,,,18:30,LG,현대,8,1,수원
18,,,18:40,SK,두산,2,8,잠실
19,,07.09(화),18:20,삼성,현대,6,7,수원
20,,,18:30,LG,두산,2,1,잠실
21,,,18:30,KIA,SK,7,6,문학
22,,,18:30,롯데,한화,7,1,대전
23,,07.10(수),18:20,삼성,현대,12,7,수원
24,,,18:30,LG,두산,2,3,잠실
25,,,18:30,KIA,SK,4,9,문학
26,,,18:30,롯데,한화,6,7,대전
27,,07.11(목),18:20,삼성,현대,4,6,수원
28,,,18:30,LG,두산,2,3,잠실
29,,,18:30,KIA,SK,6,5,문학
30,,,18:30,롯데,한화,0,3,대전
31,,07.12(금),18:30,두산,KIA,5,1,무등
32,,07.13(토),18:20,SK,삼성,4,9,시민
33,,,18:30,한화,LG,3,2,잠실
34,,07.14(일),15:00,현대,롯데,8,4,사직
35,,,18:30,현대,롯데,5,3,사직
36,,,18:30,SK,삼성,2,9,시민
37,,07.20(토),18:30,삼성,두산,4,3,잠실
38,,,18:30,LG,SK,4,9,문학
39,,,18:30,한화,롯데,4,2,사직
40,,07.21(일),18:30,현대,KIA,0,5,무등
41,,,18:30,삼성,두산,9,4,잠실
42,,,18:30,LG,SK,1,0,문학
43,,07.23(화),18:30,현대,삼성,3,8,시민
44,,,18:30,LG,롯데,3,1,사직
45,,,18:30,KIA,한화,1,3,대전
46,,07.24(수),18:30,현대,삼성,4,2,시민
47,,,18:30,SK,두산,7,4,잠실
48,,,18:30,LG,롯데,6,3,사직
49,,,18:30,KIA,한화,9,0,대전
50,,07.25(목),18:30,현대,삼성,1,3,시민
51,,,18:30,SK,두산,6,2,잠실
52,,,18:30,LG,롯데,10,4,사직
53,,,18:30,KIA,한화,2,5,대전
54,,07.26(금),18:20,두산,삼성,1,5,시민
55,,,18:30,KIA,LG,5,2,잠실
56,,,18:30,롯데,SK,6,1,문학
57,,,18:30,한화,현대,4,6,수원
58,,07.27(토),18:20,한화,현대,3,12,수원
59,,,18:30,두산,삼성,2,4,시민
60,,,18:30,KIA,LG,8,5,잠실
61,,,18:30,롯데,SK,1,7,문학
62,,07.28(일),18:30,두산,삼성,2,3,시민
63,,,18:30,KIA,LG,3,4,잠실
64,,,18:30,롯데,SK,3,9,문학
65,,,18:30,한화,현대,3,10,수원
66,,07.30(화),18:30,롯데,KIA,0,1,무등
67,,,18:30,두산,LG,4,7,잠실
68,,,18:30,SK,현대,5,9,수원
69,,,18:30,삼성,한화,3,5,대전
70,,07.31(수),18:30,롯데,KIA,7,1,무등
71,,,18:30,두산,LG,0,7,잠실
72,,,18:30,SK,현대,6,0,수원
73,,,18:30,삼성,한화,4,0,대전
0,2002,08.01(목),18:30,현대,삼성,5,5,시민
1,,,18:30,SK,KIA,3,1,무등
2,,,18:30,한화,두산,4,8,잠실
3,,,18:30,LG,롯데,0,2,사직
4,,08.02(금),18:30,현대,삼성,7,5,시민
5,,,18:30,SK,KIA,2,7,무등
6,,,18:30,한화,두산,5,4,잠실
7,,,18:30,LG,롯데,9,1,사직
8,,08.03(토),18:20,KIA,현대,2,3,수원
9,,,18:30,삼성,LG,4,7,잠실
10,,,18:30,두산,롯데,3,4,사직
11,,,18:30,SK,한화,1,11,대전
12,,08.04(일),18:20,두산,롯데,6,1,사직
13,,,18:20,SK,한화,4,3,대전
14,,,18:30,삼성,LG,3,3,잠실
15,,08.08(목),18:30,현대,LG,2,7,잠실
16,,,18:30,두산,SK,5,2,문학
17,,08.09(금),18:30,LG,KIA,8,3,무등
18,,,18:30,삼성,두산,11,1,잠실
19,,08.11(일),18:30,삼성,두산,5,2,잠실
20,,,18:30,한화,SK,6,4,문학
21,,08.13(화),18:30,SK,LG,4,5,잠실
22,,,18:30,두산,현대,1,2,수원
23,,08.14(수),18:20,두산,현대,3,17,수원
24,,,18:30,SK,LG,1,4,잠실
25,,08.15(목),18:30,KIA,두산,6,8,잠실
26,,,18:30,롯데,SK,7,10,문학
27,,,18:30,LG,한화,2,3,대전
28,,08.16(금),18:20,KIA,두산,2,7,잠실
29,,,18:30,롯데,SK,4,7,문학
30,,,18:30,LG,한화,2,1,대전
31,,08.17(토),18:30,SK,KIA,1,2,무등
32,,,18:30,LG,현대,3,0,수원
33,,08.18(일),18:20,SK,KIA,5,7,무등
34,,,18:30,삼성,한화,9,1,대전
35,,08.20(화),18:30,KIA,삼성,4,2,시민
36,,,18:30,현대,두산,7,5,잠실
37,,,18:30,LG,SK,9,5,문학
38,,,18:30,한화,롯데,5,1,사직
39,,08.21(수),18:20,한화,롯데,6,1,사직
40,,,18:30,KIA,삼성,4,7,시민
41,,,18:30,현대,두산,2,5,잠실
42,,,18:30,LG,SK,1,7,문학
43,,08.22(목),18:20,삼성,롯데,0,1,사직
44,,08.23(금),14:50,KIA,현대,9,5,수원
45,,,15:00,두산,LG,10,2,잠실
46,,,15:00,SK,한화,9,3,대전
47,,,18:00,KIA,현대,0,2,수원
48,,,18:20,삼성,롯데,11,0,사직
49,,,18:20,SK,한화,4,7,대전
50,,,18:30,두산,LG,4,1,잠실
51,,08.24(토),18:30,한화,삼성,7,9,시민
52,,,18:30,KIA,LG,11,9,잠실
53,,,18:30,두산,SK,2,3,문학
54,,,18:30,롯데,현대,3,5,수원
55,,08.25(일),18:30,한화,삼성,0,7,시민
56,,,18:30,KIA,LG,1,4,잠실
57,,,18:30,두산,SK,4,2,문학
58,,,18:30,롯데,현대,6,5,수원
59,,08.27(화),18:20,SK,롯데,8,0,사직
60,,,18:30,한화,KIA,2,3,무등
61,,,18:30,LG,삼성,4,4,시민
62,,08.28(수),14:50,현대,두산,5,2,잠실
63,,,18:20,SK,롯데,2,1,사직
64,,,18:30,한화,KIA,13,2,무등
65,,,18:30,LG,삼성,2,1,시민
66,,,18:40,현대,두산,9,7,잠실
67,,08.29(목),18:20,한화,KIA,4,1,무등
68,,,18:30,LG,삼성,4,5,시민
69,,,18:30,현대,두산,6,1,잠실
70,,,18:30,SK,롯데,5,3,사직
71,,08.30(금),18:20,SK,현대,9,10,수원
72,,,18:30,롯데,LG,1,3,잠실
73,,,18:30,두산,한화,2,7,대전
0,2002,09.01(일),14:00,롯데,LG,7,10,잠실
1,,,17:00,SK,현대,7,8,수원
2,,,17:00,두산,한화,4,3,대전
3,,,17:50,롯데,LG,5,13,잠실
4,,09.02(월),18:20,SK,현대,1,3,수원
5,,,18:30,삼성,KIA,2,6,무등
6,,,18:30,두산,한화,5,7,대전
7,,09.03(화),18:20,삼성,SK,2,6,문학
8,,,18:20,두산,현대,5,6,수원
9,,,18:30,한화,LG,4,3,잠실
10,,,18:30,KIA,롯데,6,5,사직
11,,09.04(수),18:20,KIA,롯데,6,0,사직
12,,,18:20,두산,현대,8,3,수원
13,,,18:30,한화,LG,2,2,잠실
14,,,18:30,삼성,SK,7,6,문학
15,,09.05(목),18:30,한화,KIA,3,0,무등
16,,,18:30,LG,두산,1,3,잠실
17,,,18:30,삼성,SK,11,4,문학
18,,09.06(금),15:00,한화,KIA,3,3,무등
19,,,18:30,한화,KIA,7,5,무등
20,,,18:30,LG,두산,4,3,잠실
21,,,18:30,현대,SK,4,3,문학
22,,09.07(토),14:00,KIA,두산,2,1,잠실
23,,,17:00,롯데,삼성,5,17,시민
24,,,17:00,현대,SK,5,2,문학
25,,,17:00,LG,한화,4,2,대전
26,,09.08(일),13:50,KIA,두산,0,5,잠실
27,,,14:00,롯데,삼성,5,1,시민
28,,,14:00,현대,SK,3,4,문학
29,,,14:00,LG,한화,1,6,대전
30,,09.10(화),18:20,KIA,현대,6,1,수원
31,,,18:30,LG,삼성,5,12,시민
32,,,18:30,SK,두산,6,5,잠실
33,,,18:30,롯데,한화,4,5,대전
34,,09.11(수),14:50,SK,두산,7,0,잠실
35,,,18:00,SK,두산,4,2,잠실
36,,,18:30,현대,한화,4,2,대전
37,,09.12(목),18:20,두산,롯데,7,6,사직
38,,,18:30,삼성,LG,5,3,잠실
39,,,18:30,KIA,SK,4,1,문학
40,,,18:30,현대,한화,6,1,대전
41,,09.13(금),18:30,삼성,LG,9,4,잠실
42,,,18:30,KIA,SK,4,12,문학
43,,,18:30,두산,롯데,7,0,사직
44,,,18:30,현대,한화,2,3,대전
45,,09.14(토),16:50,현대,KIA,4,7,무등
46,,,16:50,SK,롯데,0,4,사직
47,,,17:00,한화,삼성,4,12,시민
48,,,17:00,LG,두산,6,0,잠실
49,,09.15(일),13:50,SK,롯데,4,1,사직
50,,,14:00,LG,두산,0,10,잠실
51,,09.16(월),18:20,현대,KIA,6,4,무등
52,,09.17(화),18:20,롯데,KIA,1,8,무등
53,,,18:20,한화,두산,2,0,잠실
54,,,18:20,LG,현대,1,4,수원
55,,,18:30,삼성,SK,9,1,문학
56,,09.18(수),15:00,LG,현대,1,3,수원
57,,,18:20,롯데,KIA,1,4,무등
58,,,18:20,삼성,SK,7,4,문학
59,,,18:30,LG,현대,4,0,수원
60,,,18:30,한화,두산,1,3,잠실
61,,09.19(목),14:50,롯데,두산,4,5,잠실
62,,,17:50,롯데,두산,8,2,잠실
63,,,18:20,LG,현대,8,6,수원
64,,,18:30,삼성,SK,5,2,문학
65,,09.20(금),13:50,KIA,SK,3,1,문학
66,,,13:50,현대,한화,1,5,대전
67,,,14:00,롯데,두산,4,5,잠실
68,,09.21(토),13:50,KIA,롯데,6,2,사직
69,,,13:50,현대,한화,6,3,대전
70,,,14:00,SK,LG,10,6,잠실
71,,09.22(일),14:00,SK,LG,2,7,잠실
72,,,14:00,KIA,롯데,2,8,사직
73,,,14:00,현대,한화,5,9,대전
74,,09.24(화),18:20,삼성,현대,4,1,수원
75,,,18:30,두산,KIA,3,4,무등
76,,,18:30,한화,LG,4,6,잠실
77,,09.25(수),18:20,두산,KIA,2,6,무등
78,,,18:30,롯데,삼성,3,4,시민
79,,,18:30,한화,SK,4,3,문학
80,,,18:30,LG,현대,1,9,수원
81,,09.26(목),18:20,SK,KIA,5,9,무등
82,,,18:30,롯데,삼성,1,2,시민
83,,,18:30,LG,현대,7,3,수원
84,,,18:30,두산,한화,7,1,대전
85,,09.27(금),18:20,LG,현대,1,9,수원
86,,,18:30,롯데,KIA,3,4,무등
87,,,18:30,삼성,한화,8,4,대전
88,,09.28(토),14:00,삼성,한화,10,7,대전
89,,,16:50,롯데,현대,4,6,수원
90,,,17:00,LG,KIA,3,4,무등
91,,,17:00,SK,두산,4,2,잠실
92,,,17:40,삼성,한화,10,2,대전
0,2002,10.11(금),18:20,KIA,현대,1,3,수원
1,,,18:30,한화,삼성,4,5,시민
2,,,18:30,롯데,두산,6,8,잠실
3,,10.12(토),16:50,LG,KIA,1,2,무등
4,,,17:00,현대,삼성,3,10,시민
5,,,17:00,롯데,한화,7,1,대전
6,,10.13(일),14:00,현대,삼성,10,6,시민
7,,,14:00,LG,KIA,7,5,무등
8,,,14:00,롯데,한화,10,4,대전
9,,,17:00,롯데,한화,3,5,대전
10,,10.14(월),14:50,KIA,삼성,8,2,시민
11,,,18:10,KIA,삼성,6,7,시민
12,,,18:30,한화,SK,14,2,문학
13,,10.15(화),18:20,현대,롯데,5,6,사직
14,,,18:30,KIA,삼성,1,9,시민
15,,,18:30,한화,SK,1,3,문학
16,,10.16(수),15:00,현대,롯데,6,7,사직
17,,,18:20,현대,롯데,14,0,사직
18,,,18:20,삼성,두산,4,5,잠실
19,,10.17(목),18:20,삼성,롯데,8,3,사직
20,,,18:30,한화,KIA,4,7,무등
21,,10.18(금),18:20,삼성,롯데,0,8,사직
22,,,18:30,현대,LG,4,2,잠실
23,,,18:30,두산,SK,4,13,문학
24,,10.19(토),16:50,두산,SK,2,7,문학
25,,,16:50,한화,롯데,4,3,사직
26,,,17:00,삼성,KIA,5,4,무등
27,,,17:00,현대,LG,1,3,잠실
28,,10.20(일),14:00,삼성,KIA,7,6,무등
0,2003,04.05(토),14:00,한화,KIA,1,5,무등
1,,,14:00,두산,삼성,6,7,시민
2,,,14:00,SK,LG,4,3,잠실
3,,,14:00,롯데,현대,0,3,수원
4,,04.06(일),14:00,한화,KIA,3,12,무등
5,,,14:00,두산,삼성,4,5,시민
6,,,14:00,SK,LG,1,4,잠실
7,,,14:00,롯데,현대,1,8,수원
8,,04.08(화),18:30,KIA,두산,5,2,잠실
9,,,18:30,현대,SK,2,3,문학
10,,,18:30,삼성,롯데,13,2,사직
11,,,18:30,LG,한화,1,6,대전
12,,04.09(수),18:30,KIA,두산,6,1,잠실
13,,,18:30,현대,SK,7,3,문학
14,,,18:30,삼성,롯데,3,0,사직
15,,,18:30,LG,한화,3,4,대전
16,,04.10(목),18:30,KIA,두산,10,3,잠실
17,,,18:30,현대,SK,4,2,문학
18,,,18:30,삼성,롯데,9,2,사직
19,,,18:30,LG,한화,1,6,대전
20,,04.11(금),18:30,한화,삼성,1,7,시민
21,,04.12(토),14:00,SK,두산,3,1,잠실
22,,,14:00,KIA,롯데,7,0,사직
23,,,14:00,LG,현대,7,7,수원
24,,,16:50,KIA,롯데,10,4,사직
25,,,17:00,한화,삼성,1,2,시민
26,,,17:00,SK,두산,7,3,잠실
27,,,18:00,LG,현대,4,0,수원
28,,04.13(일),14:00,한화,삼성,2,7,시민
29,,,14:00,SK,두산,3,2,잠실
30,,,14:00,KIA,롯데,3,2,사직
31,,,14:00,LG,현대,2,1,수원
32,,04.15(화),18:30,SK,KIA,5,4,무등
33,,,18:30,롯데,LG,0,2,잠실
34,,,18:30,삼성,현대,11,4,수원
35,,,18:30,두산,한화,10,3,청주
36,,04.16(수),18:30,SK,KIA,3,0,무등
37,,,18:30,롯데,LG,0,4,잠실
38,,,18:30,삼성,현대,7,6,수원
39,,,18:30,두산,한화,0,2,청주
40,,04.17(목),18:30,SK,KIA,1,2,무등
41,,,18:30,롯데,LG,0,5,잠실
42,,,18:30,삼성,현대,1,5,수원
43,,,18:30,두산,한화,5,6,청주
44,,04.19(토),14:00,LG,KIA,1,6,무등
45,,,14:00,현대,두산,4,3,잠실
46,,,14:00,롯데,한화,3,3,대전
47,,,17:00,삼성,SK,7,5,문학
48,,,17:10,LG,KIA,1,0,무등
49,,,17:40,현대,두산,8,2,잠실
50,,,17:40,롯데,한화,2,3,대전
51,,04.20(일),14:00,롯데,한화,9,0,대전
52,,04.22(화),18:20,한화,현대,3,6,수원
53,,,18:30,KIA,삼성,2,4,시민
54,,,18:30,두산,LG,2,0,잠실
55,,,18:30,SK,롯데,3,5,사직
56,,04.23(수),18:30,두산,LG,4,13,잠실
57,,,18:30,한화,현대,2,9,수원
58,,04.24(목),15:00,SK,롯데,8,4,사직
59,,,15:00,KIA,삼성,3,3,시민
60,,,18:00,SK,롯데,7,7,사직
61,,,18:20,한화,현대,2,3,수원
62,,,18:30,두산,LG,6,4,잠실
63,,04.26(토),13:50,현대,롯데,5,2,사직
64,,,14:00,두산,KIA,5,3,무등
65,,,14:00,삼성,LG,7,2,잠실
66,,,14:00,한화,SK,0,3,문학
67,,,17:20,두산,KIA,3,5,무등
68,,,17:20,한화,SK,1,5,문학
69,,,17:20,현대,롯데,4,3,사직
70,,,17:30,삼성,LG,0,6,잠실
71,,04.27(일),14:00,두산,KIA,4,11,무등
72,,,14:00,삼성,LG,1,0,잠실
73,,,14:00,한화,SK,6,0,문학
74,,,14:00,현대,롯데,10,0,사직
75,,04.30(수),15:00,현대,삼성,3,1,시민
76,,,15:00,롯데,두산,0,2,잠실
77,,,15:00,LG,SK,2,1,문학
78,,,15:00,KIA,한화,1,4,대전
79,,,17:40,롯데,두산,7,3,잠실
80,,,17:50,KIA,한화,5,10,대전
81,,,18:10,현대,삼성,6,4,시민
82,,,18:10,LG,SK,0,1,문학
0,2003,05.01(목),14:00,현대,삼성,3,5,시민
1,,,14:00,KIA,한화,3,1,대전
2,,,18:30,롯데,두산,13,1,잠실
3,,,18:30,LG,SK,3,4,문학
4,,05.03(토),16:50,롯데,삼성,0,3,시민
5,,,17:00,LG,두산,5,1,잠실
6,,,17:00,KIA,현대,1,4,수원
7,,,17:00,SK,한화,8,3,대전
8,,05.04(일),14:00,롯데,삼성,5,4,시민
9,,,14:00,LG,두산,2,3,잠실
10,,,14:00,KIA,현대,10,11,수원
11,,,14:00,SK,한화,4,1,대전
12,,05.05(월),14:00,롯데,삼성,3,9,시민
13,,,14:00,LG,두산,3,1,잠실
14,,,14:00,KIA,현대,8,7,수원
15,,,14:00,SK,한화,2,11,대전
16,,05.06(화),18:30,삼성,KIA,3,4,무등
17,,,18:30,SK,현대,8,2,수원
18,,05.08(목),14:00,한화,LG,2,2,잠실
19,,,14:00,두산,롯데,6,11,사직
20,,,17:00,SK,현대,3,14,수원
21,,,17:30,두산,롯데,7,11,사직
22,,,17:40,한화,LG,1,8,잠실
23,,05.09(금),18:20,LG,롯데,7,4,사직
24,,,18:30,삼성,두산,5,1,잠실
25,,,18:30,KIA,SK,0,10,문학
26,,,18:30,현대,한화,5,1,대전
27,,05.10(토),17:00,삼성,두산,12,8,잠실
28,,,17:00,KIA,SK,4,6,문학
29,,,17:00,LG,롯데,5,2,사직
30,,,17:00,현대,한화,5,1,대전
31,,05.11(일),14:00,삼성,두산,2,0,잠실
32,,,14:00,KIA,SK,5,3,문학
33,,,14:00,LG,롯데,2,5,사직
34,,,14:00,현대,한화,3,6,대전
35,,05.13(화),18:30,현대,KIA,5,3,무등
36,,,18:30,LG,삼성,11,6,시민
37,,,18:30,한화,두산,6,1,잠실
38,,,18:30,롯데,SK,7,4,문학
39,,05.14(수),18:30,현대,KIA,5,2,무등
40,,,18:30,한화,두산,4,0,잠실
