,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2017년 06월 04일,37,35,8,5,3,0,0,4,3,1,0,4,0,0,1,1,0,52,대전
2017년 06월 04일,42,34,7,5,1,1,0,3,3,6,1,3,0,0,1,1,1,62,대구
2017년 06월 04일,44,35,14,8,2,0,4,14,14,6,0,6,0,0,3,1,0,504,사직
2017년 06월 06일,48,37,9,4,2,0,3,10,10,9,1,10,1,0,1,1,2,278,잠실
2017년 06월 06일,35,27,7,5,1,0,1,6,6,7,0,5,1,1,1,1,0,180,인천
2017년 06월 06일,,,,,,,,,,,,,,,,,,,수원
2017년 06월 06일,,,,,,,,,,,,,,,,,,,광주
2017년 06월 06일,37,34,8,5,1,0,2,4,4,3,0,11,1,0,0,1,2,85,마산
2017년 06월 07일,44,38,13,8,2,1,2,9,7,4,2,8,2,0,0,0,1,404,잠실
2017년 06월 07일,40,36,9,7,0,0,2,2,2,2,2,8,0,0,0,1,1,66,인천
2017년 06월 07일,44,37,12,9,2,1,0,7,7,7,0,7,3,0,0,1,1,192,수원
2017년 06월 07일,41,36,12,8,2,0,2,7,7,4,1,4,0,0,0,0,0,264,광주
2017년 06월 07일,46,39,16,12,1,0,3,12,12,3,3,7,2,0,1,0,1,431,마산
2017년 06월 08일,40,29,6,4,1,0,1,4,4,7,1,4,0,1,3,1,0,136,잠실
2017년 06월 08일,34,31,6,4,2,0,0,2,2,1,2,12,1,2,0,0,1,-36,인천
2017년 06월 08일,39,37,10,7,2,0,1,4,4,2,0,14,0,0,0,0,0,69,수원
2017년 06월 08일,36,36,13,7,4,0,2,8,7,0,0,7,0,1,0,0,0,261,광주
2017년 06월 08일,45,43,20,9,7,0,4,16,16,0,1,8,1,0,1,0,0,595,마산
2017년 06월 09일,32,29,6,4,2,0,0,3,3,2,0,9,0,0,1,0,0,32,잠실
2017년 06월 09일,38,37,10,5,4,0,1,5,5,1,0,4,3,0,0,0,0,183,대전
2017년 06월 09일,41,41,14,11,1,1,1,5,4,0,0,5,0,0,0,0,0,166,광주
2017년 06월 09일,34,32,5,5,0,0,0,0,0,2,0,11,1,0,0,0,1,-96,울산
2017년 06월 09일,48,41,12,8,4,0,0,6,6,5,1,9,2,1,1,0,0,179,마산
2017년 06월 10일,38,36,9,6,3,0,0,3,3,1,1,8,1,0,0,0,1,26,잠실
2017년 06월 10일,42,33,11,8,2,1,0,10,9,5,2,4,1,0,2,1,0,257,대전
2017년 06월 10일,41,38,12,9,1,1,1,4,3,3,0,3,0,0,0,1,0,136,광주
2017년 06월 10일,48,41,15,12,2,0,1,7,6,4,1,8,1,1,2,1,0,238,울산
2017년 06월 10일,38,30,6,4,2,0,0,4,3,6,1,4,2,0,1,0,0,108,마산
2017년 06월 11일,50,39,18,12,5,1,0,19,19,6,2,6,0,0,3,0,0,525,잠실
2017년 06월 11일,40,34,8,5,2,0,1,4,4,6,0,4,0,0,0,2,0,110,대전
2017년 06월 11일,45,35,13,11,1,0,1,6,6,9,0,5,1,0,1,1,2,235,광주
2017년 06월 11일,41,35,12,8,2,1,1,7,7,4,0,5,0,0,2,0,2,231,울산
2017년 06월 11일,34,28,7,4,2,0,1,5,4,3,2,4,0,1,1,1,1,134,마산
2017년 06월 13일,36,34,10,5,3,0,2,7,7,2,0,6,0,0,0,0,0,246,잠실
2017년 06월 13일,39,33,5,4,1,0,0,5,5,6,0,10,1,0,0,0,1,19,고척
2017년 06월 13일,43,36,12,7,2,0,3,8,8,2,3,7,0,0,2,1,0,298,인천
2017년 06월 13일,35,31,9,7,2,0,0,4,4,3,0,6,3,1,1,1,1,115,포항
2017년 06월 13일,44,38,12,7,3,1,1,7,7,4,1,8,0,0,1,1,1,199,사직
2017년 06월 14일,35,33,7,3,4,0,0,1,1,2,0,7,0,0,0,1,0,-2,잠실
2017년 06월 14일,39,38,15,10,0,1,4,8,8,1,0,9,0,0,0,0,0,345,고척
2017년 06월 14일,35,30,6,3,1,0,2,6,5,4,1,13,0,0,0,1,1,118,인천
2017년 06월 14일,36,35,9,5,3,0,1,5,4,1,0,8,4,1,0,0,2,109,포항
2017년 06월 14일,35,32,6,3,2,0,1,3,3,3,0,10,0,1,0,0,1,33,사직
2017년 06월 15일,38,38,11,7,3,0,1,6,6,0,0,10,1,0,0,0,3,98,잠실
2017년 06월 15일,44,40,12,6,5,0,1,8,6,2,0,4,1,0,2,2,0,214,고척
2017년 06월 15일,35,33,11,8,1,0,2,4,4,2,0,7,0,1,0,1,1,180,인천
2017년 06월 15일,37,30,8,6,1,0,1,6,6,6,0,7,1,0,1,1,0,177,포항
2017년 06월 15일,43,38,14,9,1,1,3,5,5,3,1,3,0,0,1,1,0,291,사직
2017년 06월 16일,42,37,11,10,0,0,1,5,5,3,2,7,0,0,0,1,0,135,잠실
2017년 06월 16일,32,28,5,4,1,0,0,2,1,3,0,7,0,0,1,0,0,2,고척
2017년 06월 16일,49,46,18,10,6,0,2,14,14,1,2,5,1,1,0,0,0,434,수원
2017년 06월 16일,36,33,6,5,0,0,1,1,1,2,0,11,0,0,1,0,0,-24,대구
2017년 06월 16일,43,39,12,9,2,0,1,8,6,2,2,8,0,0,0,1,1,153,광주
2017년 06월 17일,46,38,17,13,2,0,2,14,13,7,1,4,1,1,0,1,0,446,잠실
2017년 06월 17일,37,32,10,8,0,0,2,8,8,5,0,7,0,1,0,1,0,227,고척
2017년 06월 17일,31,31,6,4,1,0,1,1,1,0,0,2,0,0,0,2,0,9,수원
2017년 06월 17일,43,39,14,9,4,1,0,10,9,3,1,4,1,0,0,0,0,268,대구
2017년 06월 17일,32,30,7,4,1,1,1,4,4,1,0,2,2,0,1,0,0,167,광주
2017년 06월 18일,42,41,16,8,5,1,2,13,11,1,0,6,0,0,0,0,4,360,잠실
2017년 06월 18일,46,37,16,11,5,0,0,14,14,6,1,11,3,0,2,1,0,396,고척
2017년 06월 18일,39,38,11,8,2,0,1,5,5,1,0,6,2,0,0,1,1,125,수원
2017년 06월 18일,38,32,9,5,1,1,2,7,6,4,1,1,0,2,1,1,0,228,대구
2017년 06월 18일,40,36,9,5,1,0,3,8,8,1,2,9,0,0,1,0,2,208,광주
2017년 06월 20일,40,30,12,12,0,0,0,5,4,4,2,8,0,1,4,1,0,150,잠실
2017년 06월 20일,35,30,7,2,2,0,3,7,7,2,2,5,0,0,1,0,1,245,인천
2017년 06월 20일,35,34,10,7,3,0,0,2,2,0,0,4,2,1,1,2,0,65,수원
2017년 06월 20일,35,32,9,7,1,0,1,6,6,1,2,5,0,0,0,0,0,153,대전
2017년 06월 20일,,,,,,,,,,,,,,,,,,,광주
2017년 06월 21일,37,32,7,6,1,0,0,3,3,3,2,8,1,0,0,1,3,-7,잠실
2017년 06월 21일,36,35,8,8,0,0,0,1,1,0,1,1,0,0,0,1,0,-11,인천
2017년 06월 21일,36,32,7,4,2,0,1,4,4,3,0,4,0,2,1,0,1,69,수원
2017년 06월 21일,36,31,6,4,1,0,1,5,5,4,1,7,1,1,0,1,1,99,대전
2017년 06월 21일,53,43,20,11,7,1,1,20,20,8,2,6,1,0,0,1,1,603,광주
2017년 06월 22일,40,34,8,5,3,0,0,1,1,4,1,5,0,1,1,0,1,33,잠실
2017년 06월 22일,41,34,10,7,0,0,3,13,13,5,2,10,0,0,0,0,0,341,인천
2017년 06월 22일,42,33,15,9,5,0,1,10,10,4,0,5,1,1,5,2,0,380,수원
2017년 06월 22일,50,44,16,8,3,0,5,13,13,6,0,8,0,0,0,0,0,503,대전
2017년 06월 22일,46,41,18,12,4,0,2,11,10,4,0,4,0,0,1,0,1,401,광주
2017년 06월 23일,41,36,12,6,2,1,3,9,9,5,0,7,0,0,0,0,0,356,잠실
2017년 06월 23일,39,37,14,9,5,0,0,8,8,2,0,11,1,1,0,0,1,209,고척
2017년 06월 23일,34,29,5,2,0,0,3,4,4,5,0,7,0,0,0,1,0,145,인천
2017년 06월 23일,36,32,10,7,3,0,0,5,5,3,0,3,0,0,1,1,0,151,대구
2017년 06월 23일,36,28,11,9,2,0,0,4,4,4,0,6,1,0,4,2,1,166,마산
2017년 06월 24일,36,33,9,8,1,0,0,4,4,3,0,5,0,0,0,2,0,46,잠실
2017년 06월 24일,36,32,8,5,3,0,0,2,2,3,0,5,0,0,1,1,3,11,고척
2017년 06월 24일,37,29,7,5,1,0,1,2,2,7,0,6,0,1,1,0,0,107,인천
2017년 06월 24일,37,36,11,4,4,0,3,8,8,0,0,4,0,0,1,0,0,302,대구
2017년 06월 24일,40,30,7,4,2,0,1,6,4,8,1,5,1,0,1,1,0,175,마산
2017년 06월 25일,38,33,8,8,0,0,0,2,2,3,2,4,1,0,0,2,1,26,잠실
2017년 06월 25일,32,31,11,8,3,0,0,4,4,0,1,6,0,1,0,2,1,103,고척
2017년 06월 25일,36,32,9,3,4,0,2,7,6,2,1,6,0,0,1,0,1,231,인천
2017년 06월 25일,48,40,12,11,1,0,0,7,7,6,0,6,0,0,2,0,1,133,대구
2017년 06월 25일,42,31,10,8,0,0,2,9,9,10,0,6,1,0,1,1,1,285,마산
2017년 06월 27일,39,36,10,6,3,0,1,1,1,2,1,10,2,0,0,1,1,64,잠실
2017년 06월 27일,35,32,11,10,0,0,1,4,2,2,0,10,0,1,1,1,1,108,청주
2017년 06월 27일,43,40,14,8,6,0,0,11,11,2,1,4,0,0,0,0,1,281,광주
2017년 06월 27일,57,49,19,12,5,0,2,11,8,4,2,11,1,0,2,3,1,350,사직
2017년 06월 27일,39,34,11,5,3,0,3,7,7,3,1,9,0,1,1,0,0,284,마산
2017년 06월 28일,34,34,8,6,2,0,0,0,0,0,0,10,1,0,0,0,0,-31,잠실
2017년 06월 28일,45,40,12,10,2,0,0,4,4,3,1,8,0,0,1,1,1,70,청주
2017년 06월 28일,49,42,20,12,5,1,2,13,13,3,0,4,0,0,4,0,0,519,광주
2017년 06월 28일,55,46,16,14,0,0,2,9,8,6,2,10,0,1,1,4,3,223,사직
2017년 06월 28일,41,34,11,8,2,0,1,9,9,4,3,4,0,0,0,1,1,251,마산
2017년 06월 29일,36,33,11,7,1,0,3,6,6,2,0,0,0,0,1,2,0,281,잠실
2017년 06월 29일,36,29,10,7,1,0,2,8,8,5,1,5,0,2,1,2,1,251,청주
2017년 06월 29일,56,51,29,21,6,0,2,22,22,5,0,4,0,0,0,2,1,711,광주
2017년 06월 29일,,,,,,,,,,,,,,,,,,,사직
2017년 06월 29일,,,,,,,,,,,,,,,,,,,마산
2017년 06월 30일,42,36,10,6,3,0,1,6,6,5,0,6,2,1,1,0,1,180,잠실
2017년 06월 30일,37,34,10,5,1,0,4,7,7,3,0,11,0,0,0,0,0,275,인천
2017년 06월 30일,41,38,15,10,5,0,0,5,5,1,0,5,0,0,2,2,0,177,수원
2017년 06월 30일,43,37,16,8,4,1,3,13,13,0,2,7,0,0,4,0,0,478,대전
2017년 06월 30일,39,33,9,4,2,0,3,9,9,5,0,7,1,0,1,0,0,309,사직
2017년 07월 01일,40,37,9,7,2,0,0,4,3,3,0,6,0,0,0,0,3,10,잠실
2017년 07월 01일,38,34,7,3,2,1,1,4,4,1,3,11,0,0,0,0,0,91,인천
2017년 07월 01일,,,,,,,,,,,,,,,,,,,수원
2017년 07월 01일,37,34,12,4,3,0,5,9,8,2,0,4,0,0,1,2,1,377,대전
2017년 07월 01일,40,33,10,7,1,1,1,9,9,5,2,4,0,0,0,1,0,258,사직
2017년 07월 02일,26,22,8,5,3,0,0,4,4,3,0,4,0,1,1,1,1,99,잠실
2017년 07월 02일,25,25,12,8,3,0,1,6,6,0,0,4,0,0,0,0,0,238,인천
2017년 07월 02일,19,17,3,2,1,0,0,1,1,1,0,3,0,0,1,0,2,-16,수원
2017년 07월 02일,,,,,,,,,,,,,,,,,,,대전
2017년 07월 02일,37,32,8,5,3,0,0,2,2,3,1,6,0,0,1,0,0,77,사직
2017년 07월 04일,37,36,12,8,1,0,3,8,8,0,0,7,0,0,1,0,0,277,잠실
2017년 07월 04일,44,35,12,7,2,1,2,7,7,6,2,10,0,0,1,0,0,284,고척
2017년 07월 04일,40,36,13,9,2,0,2,6,5,3,1,3,0,1,0,3,0,218,인천
2017년 07월 04일,31,28,5,3,0,0,2,4,4,3,0,8,0,1,0,0,1,86,포항
2017년 07월 04일,,,,,,,,,,,,,,,,,,,마산
2017년 07월 05일,35,30,8,5,2,1,0,3,3,3,2,6,1,0,0,1,0,105,잠실
2017년 07월 05일,44,43,19,10,5,0,4,12,12,1,0,11,1,0,0,0,1,484,고척
2017년 07월 05일,49,41,17,10,2,1,4,18,17,7,1,11,0,0,0,0,0,564,인천
2017년 07월 05일,43,35,12,8,4,0,0,6,4,3,4,11,1,2,1,0,2,151,포항
2017년 07월 05일,43,37,12,10,2,0,0,5,5,3,1,9,1,0,2,1,2,101,마산
2017년 07월 06일,,,,,,,,,,,,,,,,,,,잠실
2017년 07월 06일,43,40,18,10,6,1,1,13,13,3,0,6,0,1,0,2,0,416,고척
2017년 07월 06일,35,31,5,2,2,0,1,3,3,3,1,8,0,0,0,1,1,21,인천
2017년 07월 06일,38,35,8,5,3,0,0,2,2,2,1,11,0,0,0,1,0,-2,포항
2017년 07월 06일,,,,,,,,,,,,,,,,,,,마산
2017년 07월 07일,,,,,,,,,,,,,,,,,,,잠실
2017년 07월 07일,,,,,,,,,,,,,,,,,,,수원
2017년 07월 07일,40,37,10,10,0,0,0,2,2,3,0,10,0,0,0,0,1,0,대구
2017년 07월 07일,40,34,9,6,2,0,1,5,5,6,0,6,0,0,0,2,0,150,사직
2017년 07월 07일,40,32,8,6,1,1,0,1,1,5,2,9,0,0,1,3,0,20,마산
2017년 07월 08일,35,31,10,6,4,0,0,3,3,1,0,5,0,0,3,3,0,93,잠실
2017년 07월 08일,40,39,14,11,2,0,1,8,8,0,1,5,0,0,0,2,2,175,수원
2017년 07월 08일,46,34,12,9,2,0,1,8,8,8,0,6,0,1,4,0,2,234,대구
2017년 07월 08일,38,30,8,5,2,0,1,6,6,7,1,9,2,0,0,0,0,193,사직
2017년 07월 08일,,,,,,,,,,,,,,,,,,,마산
2017년 07월 09일,27,23,5,2,2,0,1,3,3,4,0,7,0,0,0,0,0,97,잠실
2017년 07월 09일,,,,,,,,,,,,,,,,,,,수원
2017년 07월 09일,40,36,13,8,4,0,1,7,7,3,0,6,0,0,1,0,0,235,대구
2017년 07월 09일,35,32,9,7,2,0,0,0,0,3,0,7,0,1,0,2,2,-20,사직
2017년 07월 09일,45,37,15,9,5,0,1,9,9,5,2,6,1,0,1,1,1,335,마산
2017년 07월 11일,35,33,7,5,1,0,1,1,1,2,0,9,0,1,0,0,2,-20,잠실
2017년 07월 11일,34,30,7,4,2,0,1,6,6,2,1,9,1,1,1,0,1,129,인천
2017년 07월 11일,41,36,10,8,2,0,0,2,2,4,0,8,4,0,1,1,0,76,수원
2017년 07월 11일,48,41,10,7,1,0,2,4,3,4,1,8,2,0,2,0,0,149,대전
2017년 07월 11일,38,37,13,8,3,0,2,7,7,1,0,8,2,0,0,0,0,253,광주
2017년 07월 12일,40,35,11,9,1,0,1,4,4,4,0,6,1,0,1,2,0,160,잠실
2017년 07월 12일,43,36,11,7,3,0,1,6,6,6,0,8,1,1,1,1,0,198,인천
2017년 07월 12일,33,33,9,7,1,0,1,3,2,0,0,8,0,0,0,1,0,27,수원
2017년 07월 12일,37,35,10,8,2,0,0,4,3,1,0,7,1,2,1,0,1,47,대전
2017년 07월 12일,40,39,13,9,1,0,3,7,6,1,0,5,0,0,0,2,1,245,광주
2017년 07월 13일,38,37,14,12,1,0,1,8,8,1,0,5,0,0,0,1,0,238,잠실
2017년 07월 13일,38,33,5,3,1,0,1,1,1,4,1,9,0,0,0,0,1,-9,인천
2017년 07월 13일,42,33,12,8,2,0,2,9,9,7,0,5,1,1,2,2,2,310,수원
2017년 07월 13일,36,30,8,3,3,0,2,6,5,4,1,4,0,0,1,1,0,241,대전
2017년 07월 13일,38,33,9,6,1,0,2,7,7,5,0,9,0,0,0,0,0,213,광주
2017년 07월 18일,34,31,8,4,1,3,0,3,3,1,2,3,0,1,0,0,1,119,잠실
2017년 07월 18일,40,34,5,4,0,0,1,3,3,5,1,9,0,1,0,0,0,18,고척
2017년 07월 18일,35,29,5,3,1,0,1,4,4,3,2,2,0,0,1,1,0,95,인천
2017년 07월 18일,37,34,9,7,2,0,0,4,3,3,0,7,0,0,0,3,1,27,청주
2017년 07월 18일,36,29,7,4,1,0,2,5,5,5,0,8,2,0,2,1,0,181,울산
2017년 07월 19일,36,32,8,7,1,0,0,4,4,1,1,3,0,1,2,0,1,71,잠실
2017년 07월 19일,44,34,10,9,1,0,0,4,4,9,1,7,0,0,0,0,2,109,고척
2017년 07월 19일,38,32,13,8,0,0,5,12,11,3,1,4,1,1,2,2,0,468,인천
2017년 07월 19일,41,38,13,7,3,0,3,9,9,1,1,7,0,0,0,2,2,277,청주
2017년 07월 19일,38,33,8,8,0,0,0,0,0,5,0,10,1,0,0,2,0,-32,울산
2017년 07월 20일,44,39,16,12,3,0,1,10,10,4,0,5,0,0,1,0,0,327,잠실
2017년 07월 20일,46,34,11,9,1,0,1,7,7,9,1,8,0,0,2,2,1,189,고척
2017년 07월 20일,37,33,8,4,3,0,1,2,2,4,0,9,0,0,0,0,0,57,인천
2017년 07월 20일,37,34,8,4,2,0,2,4,4,3,0,8,0,1,0,0,1,105,청주
2017년 07월 20일,52,42,9,7,2,0,0,4,4,5,3,11,1,0,2,1,2,50,울산
2017년 07월 21일,38,33,11,5,3,0,3,9,8,2,0,5,0,0,3,0,1,336,잠실
2017년 07월 21일,37,30,7,4,3,0,0,2,2,5,1,3,0,0,1,1,0,83,고척
2017년 07월 21일,43,41,9,7,1,0,1,4,4,0,0,11,1,0,2,0,1,43,대구
2017년 07월 21일,42,37,14,11,0,1,2,3,3,4,0,5,0,1,1,2,1,193,광주
2017년 07월 21일,46,33,13,7,6,0,0,10,9,8,2,3,0,0,3,0,0,351,마산
2017년 07월 22일,47,39,18,13,2,0,3,17,17,6,1,3,0,0,1,2,1,542,잠실
2017년 07월 22일,39,33,5,3,0,0,2,3,3,6,0,7,2,0,0,0,1,89,고척
2017년 07월 22일,,,,,,,,,,,,,,,,,,,대구
2017년 07월 22일,37,29,5,5,0,0,0,0,0,7,0,8,1,0,1,0,0,-35,광주
2017년 07월 22일,43,34,13,11,1,0,1,8,6,5,2,5,1,1,2,2,1,248,마산
2017년 07월 23일,41,37,12,8,2,0,2,8,7,2,1,4,0,0,1,1,0,242,잠실
2017년 07월 23일,37,32,9,6,1,0,2,7,7,3,1,10,1,0,1,0,1,196,고척
2017년 07월 23일,41,35,11,7,3,0,1,10,7,4,0,4,1,0,2,0,1,231,대구
2017년 07월 23일,35,33,7,6,1,0,0,1,1,0,2,5,1,0,0,1,0,-10,광주
2017년 07월 23일,39,35,11,6,4,0,1,8,8,3,1,5,0,0,0,0,0,244,마산
2017년 07월 25일,31,30,5,3,2,0,0,0,0,0,1,8,0,0,0,2,1,-74,잠실
2017년 07월 25일,39,34,7,3,4,0,0,5,5,5,0,7,0,0,0,0,1,72,수원
2017년 07월 25일,30,27,6,4,2,0,0,3,3,1,0,5,1,1,2,0,0,60,대구
2017년 07월 25일,48,41,15,9,4,0,2,11,10,4,1,8,0,0,2,0,0,339,광주
2017년 07월 25일,,,,,,,,,,,,,,,,,,,사직
2017년 07월 26일,35,30,6,4,1,0,1,4,4,3,1,8,0,0,1,1,0,85,잠실
2017년 07월 26일,39,35,10,5,4,0,1,3,3,3,1,7,1,1,0,0,0,120,수원
2017년 07월 26일,34,30,8,5,0,0,3,5,5,2,2,7,0,0,0,2,0,204,대구
2017년 07월 26일,50,43,12,8,1,0,3,8,8,5,2,6,3,0,0,1,0,318,광주
2017년 07월 26일,42,36,13,11,0,0,2,9,9,0,5,4,1,0,1,2,1,285,사직
2017년 07월 27일,37,34,11,10,0,0,1,4,4,1,1,8,0,0,1,2,1,107,잠실
2017년 07월 27일,40,32,7,5,1,0,1,3,3,7,0,6,0,0,1,1,1,88,수원
2017년 07월 27일,31,29,3,3,0,0,0,0,0,2,0,9,1,0,0,1,0,-84,대구
2017년 07월 27일,40,37,13,7,3,0,3,9,9,2,1,4,0,0,0,0,1,333,광주
2017년 07월 27일,34,34,8,4,2,1,1,3,3,0,0,3,0,0,0,1,1,79,사직
2017년 07월 28일,50,44,10,10,0,0,0,3,2,5,0,11,3,0,1,1,0,15,잠실
2017년 07월 28일,39,36,10,9,0,1,0,2,1,2,0,7,0,0,1,0,0,29,고척
2017년 07월 28일,38,30,6,3,0,0,3,8,8,6,1,10,1,0,1,1,0,231,인천
2017년 07월 28일,43,34,8,4,4,0,0,4,4,8,0,7,0,2,1,2,1,71,수원
2017년 07월 28일,35,33,10,8,1,0,1,4,4,2,0,6,2,1,0,0,0,143,대전
2017년 07월 29일,35,33,6,3,2,1,0,1,1,2,0,9,0,0,0,0,0,-22,잠실
2017년 07월 29일,46,38,15,9,2,0,4,14,14,6,2,7,1,0,0,1,0,499,고척
2017년 07월 29일,36,31,7,5,1,0,1,4,3,3,2,6,1,0,0,0,0,111,인천
2017년 07월 29일,37,31,9,7,2,0,0,4,4,3,0,2,0,0,3,0,1,118,수원
2017년 07월 29일,35,32,6,3,3,0,0,2,2,3,0,8,0,0,0,1,0,-12,대전
2017년 07월 30일,36,33,10,6,3,0,1,6,6,2,0,4,1,0,1,0,0,211,잠실
2017년 07월 30일,47,41,18,12,5,0,1,9,9,3,2,10,0,0,1,0,1,327,고척
2017년 07월 30일,34,31,6,6,0,0,0,2,2,2,0,7,1,0,1,1,0,-11,인천
2017년 07월 30일,38,33,9,5,3,0,1,3,3,2,1,6,0,1,2,0,0,108,수원
2017년 07월 30일,33,33,7,5,2,0,0,3,3,0,0,9,0,0,0,1,1,-22,대전
2017년 08월 01일,38,35,13,8,4,0,1,2,2,3,0,8,0,0,0,1,0,163,잠실
2017년 08월 01일,35,32,9,8,1,0,0,3,3,2,0,3,2,0,1,0,0,110,고척
2017년 08월 01일,42,41,15,13,2,0,0,5,4,0,0,8,0,0,1,0,2,92,대구
2017년 08월 01일,40,39,12,6,4,0,2,7,7,1,0,5,0,0,0,1,0,230,광주
2017년 08월 01일,46,34,14,11,2,0,1,7,7,10,1,6,3,0,1,2,0,336,마산
2017년 08월 02일,42,38,9,7,2,0,0,5,5,3,0,7,1,0,1,0,0,96,잠실
2017년 08월 02일,35,31,8,4,3,0,1,5,5,3,0,7,0,0,1,0,0,148,고척
2017년 08월 02일,40,37,11,8,1,1,1,2,1,3,0,9,0,1,0,0,0,75,대구
2017년 08월 02일,,,,,,,,,,,,,,,,,,,광주
2017년 08월 02일,36,34,8,7,1,0,0,2,2,1,1,8,0,0,0,1,0,1,마산
2017년 08월 03일,37,33,13,9,1,0,3,9,9,1,1,3,1,0,2,2,2,337,잠실
2017년 08월 03일,42,37,13,7,2,0,4,11,10,4,1,9,1,0,0,0,1,377,고척
2017년 08월 03일,41,39,13,11,1,0,1,4,4,2,0,6,0,0,0,1,0,131,대구
2017년 08월 03일,42,35,12,5,2,2,3,9,9,5,1,3,0,0,1,0,0,502,광주
2017년 08월 03일,46,39,16,11,4,0,1,10,10,5,1,3,4,1,1,1,0,391,마산
2017년 08월 04일,39,37,9,8,0,0,1,4,4,2,0,4,1,0,0,1,1,79,잠실
2017년 08월 04일,42,34,11,9,0,1,1,5,5,4,1,3,0,0,3,1,1,190,수원
2017년 08월 04일,42,37,15,11,4,0,0,7,6,4,1,5,2,1,0,0,0,257,대전
2017년 08월 04일,44,38,14,9,3,0,2,10,9,5,1,8,0,1,0,0,0,319,사직
2017년 08월 04일,34,33,7,5,1,0,1,3,3,1,0,6,0,0,0,2,1,42,마산
2017년 08월 05일,38,29,5,5,0,0,0,1,1,5,2,4,1,1,2,0,1,1,잠실
2017년 08월 05일,35,31,8,5,2,0,1,4,4,1,2,6,3,0,1,1,0,155,수원
2017년 08월 05일,34,33,9,8,1,0,0,1,1,0,1,4,1,0,0,3,0,7,대전
2017년 08월 05일,41,37,9,5,2,0,2,5,5,2,1,4,0,0,1,0,1,164,사직
2017년 08월 05일,39,32,7,4,2,0,1,3,2,3,2,11,0,0,2,1,0,40,마산
2017년 08월 06일,38,32,7,5,1,0,1,3,2,5,1,8,0,0,0,1,0,43,잠실
2017년 08월 06일,35,30,9,5,3,0,1,6,6,4,1,9,2,2,0,1,0,185,수원
2017년 08월 06일,,,,,,,,,,,,,,,,,,,대전
2017년 08월 06일,44,38,13,11,1,0,1,6,6,5,1,7,0,0,0,0,0,194,사직
2017년 08월 06일,36,32,9,6,1,0,2,4,4,2,2,7,2,0,0,1,0,171,마산
2017년 08월 08일,37,35,11,7,3,0,1,8,8,2,0,4,0,0,0,0,0,227,잠실
2017년 08월 08일,35,29,8,6,0,0,2,4,4,4,0,8,2,0,2,1,0,175,인천
2017년 08월 08일,42,38,13,10,1,0,2,8,8,3,0,8,0,0,1,2,0,223,대구
2017년 08월 08일,40,37,13,8,5,0,0,3,3,2,1,1,0,0,0,2,0,146,광주
2017년 08월 08일,33,30,10,9,1,0,0,5,5,2,0,5,3,0,1,2,0,153,사직
2017년 08월 09일,37,34,9,6,2,0,1,6,6,1,2,6,0,0,0,3,0,122,잠실
2017년 08월 09일,37,35,9,5,2,0,2,5,5,2,0,9,0,0,0,1,2,105,인천
2017년 08월 09일,38,31,11,8,2,1,0,7,7,3,2,3,1,0,2,1,0,241,대구
2017년 08월 09일,44,36,11,8,2,0,1,10,10,6,1,5,0,0,1,0,0,272,광주
2017년 08월 09일,40,35,15,15,0,0,0,7,5,3,0,10,4,1,2,1,2,177,사직
2017년 08월 10일,37,33,10,10,0,0,0,1,1,3,1,7,0,0,0,3,0,2,잠실
2017년 08월 10일,38,32,8,8,0,0,0,4,3,4,2,6,1,1,0,1,0,43,고척
2017년 08월 10일,,,,,,,,,,,,,,,,,,,수원
2017년 08월 10일,,,,,,,,,,,,,,,,,,,대전
2017년 08월 10일,31,27,5,3,1,0,1,3,3,4,0,8,1,1,0,0,0,61,마산
2017년 08월 11일,36,32,9,6,3,0,0,6,6,3,1,11,0,0,0,1,0,126,잠실
2017년 08월 11일,36,33,10,7,1,0,2,6,6,3,0,8,2,0,0,1,0,211,고척
2017년 08월 11일,43,37,13,8,2,0,3,9,9,4,0,8,0,0,2,0,0,343,수원
2017년 08월 11일,39,31,11,8,1,0,2,8,8,5,1,4,1,0,2,2,0,299,대전
2017년 08월 11일,49,44,14,10,3,0,1,3,3,3,2,7,2,0,0,2,0,155,마산
2017년 08월 12일,34,30,7,6,1,0,0,3,3,3,1,5,0,0,0,1,0,59,잠실
2017년 08월 12일,35,31,7,6,1,0,0,1,1,3,0,6,0,0,1,2,2,-37,고척
2017년 08월 12일,42,36,13,7,5,0,1,8,7,3,1,3,0,0,2,0,0,282,인천
2017년 08월 12일,45,37,13,8,2,2,1,13,11,7,1,9,1,0,0,0,0,355,대구
2017년 08월 12일,46,41,17,12,5,0,0,11,11,2,2,6,0,0,1,0,1,309,광주
2017년 08월 13일,35,32,7,7,0,0,0,2,2,2,1,7,0,0,0,2,1,-12,잠실
2017년 08월 13일,42,38,15,10,4,0,1,9,8,2,2,5,0,0,0,1,0,267,고척
2017년 08월 13일,36,35,8,5,2,0,1,3,3,1,0,12,0,0,0,0,1,34,인천
2017년 08월 13일,45,43,18,14,3,0,1,7,7,2,0,7,2,1,0,0,1,255,대구
2017년 08월 13일,,,,,,,,,,,,,,,,,,,광주
2017년 08월 15일,,,,,,,,,,,,,,,,,,,잠실
2017년 08월 15일,,,,,,,,,,,,,,,,,,,대전
2017년 08월 15일,,,,,,,,,,,,,,,,,,,대구
