,0,1,2,3,4,5,6,7,8,9,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,10,11
4, ,유안,3땅, , , , , , , ,2,1,0,1,0.281,송지만,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
5, , , , ,삼진, , ,중비, ,2비,3,0,0,0,0.143,오윤,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
6, , , , , , , , , , ,0,0,0,0,0.167,조재호,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
7, ,2파, ,중비, ,1땅, , , , ,3,0,0,0,0.282,이숭용,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
8, , , , , , , ,삼진, ,좌중홈,2,1,1,1,0.206,장영석,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
9, ,중2, ,2땅, ,4구, ,좌안, ,4구,3,2,1,1,0.313,강정호,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
10, ,4구, ,삼진, ,중안, ,2땅, ,우비,4,1,0,1,0.232,강귀태,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
11, , , , , , , , , , ,0,0,0,0,0.086,허준,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
12, ,좌중3, , ,유비,2비, , ,4구,유땅,4,1,2,1,0.255,김일경,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,넥센,SK,,
0,4구, ,좌안,좌희비, ,우비, ,삼진, ,우비,4,1,1,1,0.342,김강민,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
1,3안, ,우안,4구, , ,사구,우중안, ,유안,4,4,1,2,0.302,정근우,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
2,투땅, ,2땅, , , , , , , ,2,0,1,0,0.250,이재원,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
3, , , ,유땅, , ,중비,중안, ,삼진,4,1,0,0,0.260,박경완,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
4,4구, ,중안, , , , , , , ,1,1,1,0,0.263,이호준,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
5, , , , ,우비, ,4구, , , ,1,0,0,0,0.305,김재현,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
6, , , , , , , , ,중비, ,1,0,0,0,0.264,김연훈,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
7,삼진, ,삼진, ,우비, ,중희비, ,좌비, ,4,0,1,0,0.294,최정,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
8, ,우비, ,좌안,좌안, ,중비, ,3비, ,5,2,0,1,0.241,박재홍,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
9, ,중비, ,좌안, ,중비, ,좌안, ,삼진,5,2,0,1,0.293,나주환,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
10, ,1파, , , , , , , , ,1,0,0,0,0.179,최동수,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
11, , , ,투희번, , , , , , ,0,0,0,0,0.233,권용관,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
12, , , , , ,삼진, ,삼진, ,좌안,3,1,0,0,0.320,박정권,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
13, , , , , , , , , , ,0,0,0,0,0.200,모창민,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
14, , ,1땅,사구, ,우중안, ,2안, ,1안,4,3,0,0,0.237,조동화,구장 : 문학,"관중 : 10,604",2010.08.07(토),개시 : 16:59,경기시간 : 4:22,SK,넥센,,
0,삼진, , ,3땅, ,삼진, ,중안, ,,4,1,0,1,0.274,김주찬,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
1,3파, , ,4구, ,좌안, ,4구, ,,2,1,0,1,0.327,조성환,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
2,삼진, , ,중비, ,3땅, ,좌안, ,,4,1,1,0,0.362,홍성흔,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
3, , , , , , , , , ,,0,0,0,0,0.155,이승화,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
4, ,1비, ,중홈, ,중비, ,삼진, ,,4,1,2,1,0.369,이대호,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
5, ,우비, ,중비, , ,포파, , ,,3,0,0,0,0.260,가르시아,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
6, , , , , , , , ,삼진,,1,0,0,0,0.250,문규현,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
7, ,우비, , ,우비, ,중홈, ,3땅,,4,1,1,1,0.304,강민호,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
8, , ,3파, ,좌중안, ,3파, ,중안,,4,2,0,0,0.280,전준우,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
9, , ,삼진, ,삼진, ,삼진, ,우안,,4,1,0,0,0.250,박종윤,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
10, , ,삼진, ,1땅, , ,2직,삼진,,4,0,0,0,0.223,황재균,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,롯데,한화,,
0,4구,좌안, ,중비, ,좌비, ,중안, ,,4,2,1,2,0.303,김경언,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
1,삼진,우비, ,투땅, , ,우중안, , ,,4,1,0,0,0.231,장성호,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
2, , , , , , , , , ,,0,0,0,1,0.188,전현태,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
3, , , , , , , ,좌안, ,,1,1,0,1,0.222,이상훈,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
4,삼진,4구, , ,중비, ,좌비,중안, ,,4,1,1,1,0.285,김태완,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
5,우안,삼진, , ,중비, ,고4, , ,,3,1,0,0,0.269,최진행,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
6, , , , , , , ,우안, ,,1,1,1,1,0.228,오선진,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
7,중안, ,좌홈, ,3땅, ,우희비,우중안, ,,4,3,3,1,0.306,정원석,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
8,유땅, ,우비, , , , , , ,,2,0,0,0,0.288,정현석,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
9, , , , , ,사구,유땅,중희비, ,,1,0,1,1,0.243,추승우,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
10, ,포파,유땅, , ,투희번, ,좌2/ 포파, ,,4,1,0,1,0.219,손지환,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
11, ,좌홈,3땅, , ,4구, ,투희번, ,,2,1,1,1,0.260,신경현,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
12, , , , , , , , , ,,0,0,0,0,0.180,이희근,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
13, ,좌홈, ,중비, ,중안, ,중3, ,,4,3,3,2,0.220,이대수,구장 : 대전,"관중 : 6,360",2010.08.07(토),개시 : 17:01,경기시간 : 3:00,한화,롯데,,
0,삼진, ,2땅, ,우비, ,중비, ,우안, ,5,1,0,0,0.324,이종욱,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
1, , , , , , , , , , ,1,0,0,0,0.289,정수빈,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA,삼진,
2,3땅, ,좌2, ,2비, ,좌안, ,4구, ,5,3,1,1,0.224,고영민,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA,좌안,
3,4구, ,좌비, ,유땅, ,2땅, ,2땅, ,4,0,0,1,0.298,김현수,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
4,좌홈, ,중안, , ,우2, ,좌2, , ,4,4,3,2,0.322,최준석,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
5, , , , , , , , , ,투땅,1,0,0,1,0.290,오재원,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
6,삼진, ,우안, , ,포파, , , , ,3,1,0,0,0.500,이두환,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
7, , , , , , , ,삼진, , ,1,0,0,0,0.259,이성열,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
8, , , , , , , , , ,삼진,1,0,0,0,0.266,양의지,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
9, ,중안,삼진, , ,2비, ,좌안, ,4구,4,2,1,0,0.286,임재철,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
10, ,투희번, ,삼진, ,4구, ,2유병, ,유땅,3,0,0,0,0.285,손시헌,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
11, ,유땅, ,유땅, ,우안, , ,좌비, ,5,2,1,1,0.278,최승환,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA,중안,
12, ,중비, ,2비, ,1파, , , , ,3,0,0,0,0.186,김재호,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA, ,
13, , , , , , , , ,유땅, ,1,0,0,0,0.268,이원석,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,두산,KIA,투희번,
0,1땅, ,중안, , ,우비, ,삼진,유땅, ,5,1,0,0,0.249,이종범,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산, ,
1,좌비, ,유비, , ,유땅, ,중안, ,삼진,5,1,0,0,0.289,김선빈,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산, ,
2,중안, , ,중홈, ,삼진, ,3땅, ,삼진,5,2,1,1,0.207,나지완,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산, ,
3,3땅, , ,삼진, , ,2땅, ,중비,삼진,5,0,0,0,0.299,최희섭,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산, ,
4, ,삼진, ,우비, , ,좌비, ,중홈, ,5,1,1,1,0.218,김상현,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산,3땅,
5, ,삼진, ,중비, , ,중안, ,우안, ,4,2,0,1,0.274,안치홍,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산,4구,
6, ,중비, , , , , , , , ,1,0,0,0,0.256,김상훈,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산, ,
7, , , , ,삼진, ,4구, ,4구, ,2,0,0,1,0.261,차일목,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산,삼진,
8, , ,삼진, ,우비, ,3땅, ,좌중홈, ,4,1,3,1,0.251,이현곤,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산,사구,
9, , ,삼진, ,삼진, , , , , ,2,0,0,0,0.333,신종길,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산, ,
10, , , , , , , ,3비, , ,1,0,0,0,0.250,채종범,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산, ,
11, , , , , , , , ,삼진, ,2,0,0,0,0.241,김원섭,구장 : 군산,"관중 : 8,518",2010.08.08(일),개시 : 17:01,경기시간 : 3:56,KIA,두산,좌비,
0,우비, ,우비,좌홈, ,우비, , , ,,4,1,1,1,0.305,조동찬,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
1, , , , , , , ,좌안, ,,1,1,0,0,0.214,임익준,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
2,2비, ,좌안, , , , , , ,,2,1,0,1,0.283,오정복,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
3, , , ,4구, ,중비, ,2땅, ,,2,0,0,0,0.275,이영욱,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
4,유땅, ,우중안,좌비, , ,4구,삼진, ,,4,1,0,1,0.205,강봉규,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
5, ,삼진,4구, ,좌안, ,2병, , ,,3,1,0,0,0.290,박석민,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
6, , , , , , , , ,좌비,,1,0,0,0,0.302,조영훈,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
7, ,4구,유비, ,우중안, ,중2, ,좌2,,4,3,0,1,0.294,신명철,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
8, ,중안,중안, ,포희번, ,2땅, ,3땅,,4,2,2,1,0.310,박한이,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
9, , , , , , , , , ,,0,0,0,0,0.000,윤성환,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
10, ,중비,2비, ,4구, , ,좌안, ,,3,1,0,0,0.262,진갑용,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
11, , , , , , , , ,3땅,,1,0,0,1,0.265,이정식,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
12, ,좌홈, ,삼진,2유병, , ,우홈, ,,4,2,4,2,0.258,최형우,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
13, ,사구, ,유땅, ,4구, ,3땅, ,,2,0,0,0,0.245,김상수,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,삼성,LG,,
0,1비,4구, ,우비, , ,2땅, ,중안,,4,1,1,0,0.272,이택근,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
1,투땅,중비, , ,중안, ,유직, ,우안,,5,2,0,1,0.248,박경수,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
2,2실, ,3땅, ,좌2, ,2땅, ,우비,,5,1,0,0,0.354,이진영,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
3,좌안, ,4구, ,중희비, , ,좌중안,중비,,3,2,1,1,0.311,조인성,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
4,3직, ,삼진, ,3땅, , , , ,,3,0,0,0,0.378,윤요섭,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
5, , , , , , , ,1땅,좌비,,2,0,0,0,0.284,박용택,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
6, ,유땅,중안, ,좌비, , ,2땅, ,,4,1,1,0,0.289,이병규,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
7, ,우안,3땅, , ,삼진, , , ,,3,1,0,0,0.333,김준호,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
8, , , , , , , ,4구, ,,0,0,0,0,0.294,이병규,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
9, ,4구, ,우안, ,삼진, ,1땅, ,,3,1,0,0,0.240,오지환,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
10, ,포파, ,포파, ,중비, , , ,,3,0,0,0,0.260,정성훈,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
11, , , , , , , , ,좌중2,,1,1,0,1,0.270,이대형,구장 : 잠실,"관중 : 19,554",2010.08.08(일),개시 : 17:00,경기시간 : 3:15,LG,삼성,,
0,삼진, ,우안, ,4구, ,좌안, ,좌비,,4,2,0,1,0.289,장민석,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
1,사구, ,2땅, ,중희비, ,1희번, ,삼진,,2,0,1,0,0.242,김민성,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
2,4구, ,삼진, ,좌중안, ,4구, ,좌비,,3,1,1,0,0.273,유한준,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
3,삼진, , , , , , , , ,,1,0,0,0,0.298,강병식,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
4, , , ,좌안,삼진, ,우희비, , ,,2,1,1,0,0.214,장영석,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
5,사구, , ,삼진,3직, ,2땅, , ,,3,0,0,0,0.278,송지만,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
6,우비, , ,3땅, ,1비, ,유땅, ,,4,0,0,0,0.309,강정호,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
7, ,삼진, ,1땅, ,삼진, , , ,,3,0,0,0,0.279,이숭용,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
8, , , , , , , ,3직, ,,1,0,0,0,0.139,오윤,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
9, ,2땅, , ,4구,우2, ,중비, ,,3,1,0,1,0.234,강귀태,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
10, , , , , , , , , ,,0,0,0,0,0.086,허준,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
11, ,2땅, , ,우안,우비, , ,우안,,4,2,0,1,0.262,김일경,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,넥센,SK,,
0,유땅, ,우비, ,좌안, ,유병, , ,,4,1,2,0,0.340,김강민,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
1,우비, , ,우비,2병, , , , ,,3,0,0,0,0.300,정근우,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
2, , , , , , ,우비, , ,,1,0,0,0,0.261,김연훈,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
3,우비, , ,우중안, ,1안, ,우홈, ,,4,3,1,2,0.326,박정권,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
4, ,포파, ,중비, , , , , ,,2,0,0,0,0.238,박재홍,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
5, , , , , ,투희번, , , ,,0,0,0,0,0.233,권용관,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
6, , , , , , , ,좌홈, ,,1,1,1,1,0.188,최동수,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
7, ,유땅, ,좌중2, ,4구, , , ,,2,1,1,0,0.267,이호준,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
8, , , , , , , ,중비, ,,1,0,0,0,0.303,김재현,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
9, ,2땅, ,유땅, ,중비, ,삼진, ,,4,0,0,0,0.290,최정,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
10, , ,4구, ,4구,4구, ,유땅, ,,1,0,0,1,0.291,나주환,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
11, , ,투희번, ,3파,삼진, , , ,,2,0,0,0,0.259,박경완,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
12, , ,2땅, ,야선, ,우안, , ,,3,1,0,1,0.238,조동화,구장 : 문학,"관중 : 12,542",2010.08.08(일),개시 : 17:00,경기시간 : 3:22,SK,넥센,,
0,3안, ,삼진, , ,1파,3땅, ,유비,,5,1,0,0,0.273,김주찬,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
1,유2병, ,삼진, , ,좌중안, ,투안,우비,,5,2,0,1,0.328,조성환,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
2,4구, , ,1파, ,삼진, ,삼진, ,,3,0,0,0,0.359,홍성흔,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
3,삼진, , ,삼진, ,좌비, ,좌중홈, ,,4,1,2,1,0.368,이대호,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
4, ,삼진, ,우비, , ,3실,4구, ,,3,0,0,0,0.301,강민호,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
5, , , , , , , , , ,,0,0,0,0,0.250,박종윤,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
6, , , , , , , , , ,,0,0,0,0,0.158,장성우,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
7, ,삼진, , ,삼진, ,좌2,좌비, ,,4,1,0,0,0.280,전준우,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
8, ,삼진, , ,2땅, ,삼진, ,4구,,3,0,0,0,0.220,황재균,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
9, , ,좌2, ,좌중안, ,4구, ,유안,,3,3,0,0,0.275,문규현,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
10, , , , , , , , , ,,0,0,0,0,0.297,손아섭,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
11, , ,투희번, ,삼진, , , , ,,1,0,0,0,0.153,이승화,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
12, , , , , , ,삼진, ,우비,,2,0,0,0,0.259,가르시아,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,롯데,한화,,
0,유땅,2땅, ,삼진, ,3파, ,유땅, ,,5,0,0,0,0.290,김경언,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,한화,롯데,,
1,4구, ,4구,우비, ,좌비, , , ,,2,0,0,1,0.284,정현석,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,한화,롯데,,
2, , , , , , , , , ,,0,0,0,0,0.228,오선진,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,한화,롯데,,
3,삼진, ,우안, ,삼진, ,3땅, , ,,4,1,0,1,0.285,김태완,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,한화,롯데,,
4,삼진, ,3희번, ,4구, ,삼진, , ,,2,0,0,0,0.268,최진행,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,한화,롯데,,
5, ,우홈,4구, ,4구, ,4구, , ,,1,1,1,1,0.236,장성호,구장 : 대전,"관중 : 9,970",2010.08.08(일),개시 : 17:00,경기시간 : 3:23,한화,롯데,,
