,0,1,2,3,4,5,6,7,8,9,10,11,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
1,우비, , ,삼진,좌안,4구, , ,삼진,,,,4,1,0,0,0.222,이택근,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
2,삼진, , ,좌2,사구,좌비, , ,1파,,,,4,1,0,1,0.286,유한준,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
3, ,우비, ,4구,삼진, ,유땅, , ,,,,3,0,0,1,0.000,박병호,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
4, ,사구, ,투땅,중비, ,3땅, , ,,,,3,0,0,0,0.286,김민성,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
5, ,3비, ,우중안, ,3파,1땅, , ,,,,4,1,2,0,0.200,스나이더,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
6, ,삼진, ,좌안, ,투땅, ,삼진, ,,,,4,1,0,0,0.250,이성열,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
7, , ,2비,중비, ,중2, ,좌안, ,,,,4,2,0,1,0.333,김하성,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
8, , ,포땅, ,투땅, , , , ,,,,2,0,0,0,0.000,김재현,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
9, , , , , , , , , ,,,,0,0,0,0,0.000,문우람,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
10, , , , , ,4구, , , ,,,,0,0,0,0,0.000,박헌도,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
11, , , , , , , ,좌비, ,,,,1,0,0,0,0.000,유선정,구장 : 목동,"관중 : 10,369",2015.03.29(일),개시 : 14:00,경기시간 : 3:54,넥센,한화
0,좌안,4구, ,유땅, ,좌비, , , ,,,,3,1,0,0,0.375,박민우,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
1, , , , , , , , ,2땅,,,,1,0,0,0,0.000,지석훈,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
2,1땅,좌비, , ,중안, ,2땅, ,2땅,,,,5,1,0,1,0.250,이종욱,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
3,1땅, ,유직, ,우2, ,유땅, , ,,,,4,1,0,0,0.375,나성범,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
4,4구, ,유땅, ,1직, ,1우2, , ,,,,3,1,0,0,0.200,테임즈,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
5,투땅, ,중비, ,좌안, ,2땅, , ,,,,4,1,1,0,0.167,모창민,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
6, ,좌중안, ,중안,좌비, , ,좌비, ,,,,4,2,0,0,0.375,이호준,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
7, ,우비, ,삼진,2땅, , ,2땅, ,,,,4,0,0,0,0.000,손시헌,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
8, ,우비, ,3땅, ,2비, ,우비, ,,,,4,0,0,0,0.143,김태군,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
9, , , , , , , , , ,,,,0,0,0,0,0.000,박광열,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
10, ,투안, ,좌2, ,좌비, , ,중비,,,,4,2,0,0,0.500,김종호,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,NC,두산
0,우안, ,좌안, , ,유땅, ,3땅, ,,,,4,2,1,0,0.444,민병헌,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
1,2병, ,삼진, , ,유땅, ,유땅, ,,,,4,0,0,0,0.111,정수빈,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
2,유땅, , ,중비, , ,우중안, , ,,,,3,1,0,1,0.429,김현수,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
3, ,중안, ,2땅, , ,좌비, , ,,,,3,1,0,0,0.143,루츠,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
4, , , , , , , , , ,,,,0,0,0,0,0.000,최주환,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
5, ,2유병, ,삼진, , ,3땅, , ,,,,3,0,0,0,0.286,홍성흔,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
6, ,3땅, , ,중비, ,우홈, , ,,,,3,1,2,1,0.400,오재원,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
7, , ,좌중안, ,우비, ,좌홈, , ,,,,3,2,1,2,0.250,양의지,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
8, , ,우비, ,1땅, ,유비, , ,,,,3,0,0,0,0.167,김재환,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
9, , , , , , , , , ,,,,0,0,0,0,0.000,김진형,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
10, , ,우비, , ,1파, ,2비, ,,,,3,0,0,0,0.500,김재호,구장 : 잠실,"관중 : 15,814",2015.03.29(일),개시 : 14:01,경기시간 : 2:39,두산,NC
0,2땅, ,삼진, ,유직, , , , ,,,,3,0,0,0,0.143,이대형,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
1, , , , , , ,유비, , ,,,,1,0,0,0,0.500,윤도경,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
2, , , , , , , , ,유실,,,,1,0,0,0,0.000,안중열,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
3,3파, ,삼진, , ,1땅, , , ,,,,3,0,0,0,0.200,조중근,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
4, , , , , , , ,4구,2유병,,,,1,0,0,1,0.000,신명철,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
5,삼진, ,4구, , ,좌안, ,삼진,고4,,,,3,1,0,0,0.400,박경수,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
6, ,좌안,좌비, , ,4구, ,우안, ,,,,3,2,0,1,0.500,마르테,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
7, , , , , , , , , ,,,,0,0,0,0,0.000,심우준,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
8, , , , , , , , , ,,,,0,0,0,0,0.000,이성민,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
9, , , , , , , , ,유땅,,,,1,0,0,0,0.000,배병옥,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
10, ,좌비, ,우비, ,1유병, ,중안, ,,,,4,1,1,0,0.556,김상현,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
11, ,우안, ,우비, , ,유땅, , ,,,,3,1,0,1,0.333,장성호,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
12, , , , , , , ,삼진, ,,,,1,0,0,0,0.000,이지찬,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
13, ,좌중2, ,유땅, , ,우중2,고4, ,,,,3,2,1,1,0.429,김사연,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
14, ,유땅, , ,투땅, ,우비,우비, ,,,,4,0,1,0,0.143,박기혁,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
15, ,삼진, , ,좌비, , , , ,,,,2,0,0,0,0.000,용덕한,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
16, , , , , , ,좌안, ,4구,,,,1,1,1,0,0.500,김동명,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,KT,롯데
0,좌비, ,유땅,우홈, ,4구, ,4구, ,,,,3,1,1,1,0.500,아두치,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
1,우홈, ,좌2,삼진, ,3땅, ,4구, ,,,,4,2,1,2,0.444,황재균,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
2,1땅, ,4구,4구, , ,4구,2땅, ,,,,2,0,0,1,0.500,손아섭,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
3,좌중안, ,중비,삼진, , ,4구, , ,,,,3,1,0,0,0.286,최준석,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
4,삼진, ,4구, ,중안, ,포파, , ,,,,3,1,0,1,0.500,정훈,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
5, ,4구,사구, ,삼진, ,우비, , ,,,,2,0,0,0,0.167,강민호,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
6, ,삼진,좌안, ,삼진, ,삼진, , ,,,,4,1,2,0,0.200,김민하,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
7, , , , , , , , , ,,,,0,0,0,0,0.000,이우민,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
8, ,우비,삼진, , ,투땅, , , ,,,,3,0,0,0,0.000,오승택,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
9, , , , , , , ,좌비, ,,,,1,0,0,0,0.000,김대우,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
10, , , , , , , , , ,,,,0,0,0,0,0.000,강동수,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
11, ,유땅, ,중비, ,3직, ,3땅, ,,,,4,0,0,0,0.143,문규현,구장 : 사직,"관중 : 13,615",2015.03.29(일),개시 : 14:02,경기시간 : 3:25,롯데,KT
0,유땅,삼진, , ,중2, ,3땅, , ,,,,4,1,0,1,0.143,이명기,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
1, , , , , , , , ,중안,,,,1,1,0,0,0.667,박재상,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
2,중안,중비, , ,포희번, ,유땅, ,투희번,,,,3,1,0,1,0.500,조동화,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
3,우중안, ,좌비, ,4구, ,2땅, ,삼진,,,,4,1,0,2,0.286,이재원,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
4,4구, ,우비, ,우2, , ,4구,3땅,,,,3,1,1,2,0.333,박정권,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
5,좌홈, ,3땅, ,중희비, , ,4구, ,,,,2,1,5,1,0.167,브라운,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
6,중비, , ,2땅,중비, , ,우안, ,,,,4,1,0,0,0.167,김성현,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
7,삼진, , ,3안, ,투땅, ,우비, ,,,,4,1,0,0,0.200,나주환,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
8, ,삼진, ,포파, ,1파, ,유땅, ,,,,4,0,1,0,0.125,정상호,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
9, ,유안, ,삼진, ,3땅, , , ,,,,3,1,0,0,0.200,박계현,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
10, , , , , , , ,우비, ,,,,1,0,0,0,0.000,박진만,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,SK,삼성
0,유비, ,좌중홈, ,우비, ,좌안, ,삼진,,,,5,2,1,1,0.300,나바로,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
1,1땅, ,좌비, ,좌안, ,중비, ,유땅,,,,5,1,0,0,0.444,박한이,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
2,4구, ,1땅, ,3안, ,좌비, ,4구,,,,3,1,1,0,0.286,박석민,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
3,중안, , ,투땅,좌비, , ,중비,우비,,,,5,1,0,0,0.333,최형우,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
4,1땅, , ,삼진, ,2땅, ,3파, ,,,,4,0,0,0,0.111,이승엽,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
5, ,좌파, ,좌비, ,사구, , , ,,,,2,0,0,0,0.143,구자욱,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
6, , , , , , , ,4구, ,,,,0,0,0,0,0.000,강봉규,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
7, ,유땅, , ,중안,삼진, , , ,,,,3,1,0,1,0.500,박해민,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
8, , , , , , , ,4구, ,,,,0,0,0,0,0.000,김태완,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
9, , , , , , , , , ,,,,0,0,0,0,0.000,박찬도,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
10, ,3비, , , , , , , ,,,,1,0,0,0,0.000,이흥련,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
11, , , , ,중안,2땅, , , ,,,,2,1,0,1,0.500,진갑용,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
12, , , , , , , ,삼진, ,,,,1,0,0,0,0.000,우동균,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
13, , , , , , , , , ,,,,0,0,0,0,0.250,이지영,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
14, , ,좌비, ,중안, ,중비, ,4구,,,,3,1,1,0,0.286,김상수,구장 : 대구,"관중 : 8,465",2015.03.29(일),개시 : 13:59,경기시간 : 3:25,삼성,SK
0,1땅,우안, ,중비, ,좌2, ,삼진, ,,,,5,2,1,1,0.375,오지환,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
1,4구,4구, , ,2안,중안, ,4구, ,,,,2,2,2,1,0.667,정성훈,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
2, , , , , , , , , ,,,,0,0,0,0,0.000,윤진호,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
3,우안,삼진, , ,중안,우2, ,유땅, ,,,,5,3,0,0,0.444,박용택,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
4,우희비, ,우비, ,중비,유땅, , ,중안,,,,4,1,1,0,0.143,최승준,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
5, , , , , , , , , ,,,,0,0,0,0,0.000,채은성,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
6,1땅, ,유땅, ,1땅, ,유땅, ,삼진,,,,5,0,0,0,0.111,이병규,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
7, ,삼진,우2, , ,좌2, , , ,,,,3,2,0,0,0.500,정의윤,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
8, , , , , , ,우비, ,포파,,,,2,0,0,1,0.000,문선재,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
9, ,중안,삼진, , ,1직,좌2, ,유비,,,,5,2,0,1,0.333,김용의,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
10, ,2땅, ,삼진, , , , , ,,,,2,0,1,0,0.250,최경철,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
11, , , , , ,중안, , , ,,,,1,1,1,0,0.500,이진영,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
12, , , , , , ,2땅, , ,,,,1,0,0,1,0.000,유강남,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
13, ,좌중안, ,1땅, ,우안, ,우비, ,,,,4,2,0,1,0.500,손주인,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,LG,KIA
0,4구, ,4구,좌2, ,유비, ,좌비, ,,,,3,1,1,1,0.286,김원섭,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
1,포희번, ,4구,유비, ,유땅, , , ,,,,2,0,0,1,0.200,최용규,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
2, , , , , , , , ,4구,,,,0,0,0,0,0.333,김주찬,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
3, , , , , , , , , ,,,,0,0,0,1,0.000,박기남,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
4,4구, ,좌홈, ,중비, ,유땅, ,우중홈,,,,4,2,5,2,0.375,필,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
5,1비, ,1땅, ,투땅, ,우비, , ,,,,4,0,0,0,0.286,나지완,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
6,삼진, ,좌비, ,좌중안, ,우홈, , ,,,,4,2,1,1,0.500,최희섭,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
7, ,좌비, ,4구,3땅, ,삼진, , ,,,,3,0,0,0,0.143,이범호,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
8, ,좌중안, ,사구, ,좌안, , , ,,,,2,2,0,1,1.000,김다원,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
9, , , , , , , ,유땅, ,,,,1,0,0,0,0.000,박준태,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
10, ,유땅, ,중비, ,중안, ,3번, ,,,,4,1,0,0,0.125,강한울,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
11, , ,유땅,유땅, ,3희번, , , ,,,,2,0,0,0,0.000,이성우,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
12, , , , , , , ,유안, ,,,,1,1,0,0,1.000,이종환,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
13, , , , , , , , , ,,,,0,0,0,0,0.000,이호신,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
14, , , , , , , , , ,,,,0,0,0,0,0.000,이홍구,구장 : 광주,"관중 : 13,835",2015.03.29(일),개시 : 13:59,경기시간 : 3:45,KIA,LG
0,2땅, ,유땅, ,좌안,고4, ,삼진,,,,,4,1,0,2,0.417,아두치,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
1,삼진, ,3직, ,4구,좌홈, ,우중안,,,,,4,2,3,2,0.462,황재균,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
2,유땅, , ,삼진,4구,2땅, , ,,,,,3,0,1,1,0.333,손아섭,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
3, ,중안, ,4구,우중안, ,삼진, ,,,,,3,2,2,0,0.400,최준석,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
4, , , , , , , , ,,,,,0,0,0,0,0.000,오승택,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
5, ,4구, ,삼진,좌안, ,중비, ,,,,,3,1,1,0,0.143,김대우,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
6, ,삼진, ,3땅,중비, ,좌안, ,,,,,4,1,0,0,0.400,정훈,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
7, ,삼진, , ,우안,삼진,삼진, ,,,,,4,1,0,1,0.200,하준호,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
8, ,유땅, , ,삼진,삼진, ,중안,,,,,4,1,0,0,0.250,장성우,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
9, , ,투땅, ,삼진,좌2, ,좌비,,,,,4,1,0,1,0.182,문규현,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,롯데,LG
0,4구, , ,중안,삼진, ,4구, ,,,,,2,1,0,0,0.400,오지환,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
1,중비, , ,좌안, ,3실,삼진, ,,,,,4,1,0,0,0.500,정성훈,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
2, , , , , , , , ,,,,,0,0,0,0,0.000,양석환,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
3,좌비, , ,삼진, , , , ,,,,,2,0,0,0,0.364,박용택,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
4, , , , , ,삼진, , ,,,,,1,0,0,0,0.000,채은성,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
5, ,유비, ,1파, ,중비, , ,,,,,3,0,0,0,0.000,이병규,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
6, ,삼진, ,3땅, ,3땅, , ,,,,,3,0,0,0,0.100,최승준,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
7, ,중비, , ,우2, ,중비, ,,,,,3,1,0,1,0.167,이병규,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
8, , ,투3안, ,우안, ,중안, ,,,,,3,3,1,0,0.556,김용의,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
9, , ,중비, ,중비, , , ,,,,,2,0,0,0,0.167,최경철,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
10, , , , , , ,4구, ,,,,,0,0,0,0,0.000,유강남,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
11, , ,포파, ,우비, ,중비, ,,,,,3,0,0,0,0.286,손주인,구장 : 잠실,"관중 : 12,277",2015.03.31(화),개시 : 18:30,경기시간 : 2:55,LG,롯데
0,4구,1비, ,우2, ,3직, ,좌홈, ,,,,4,2,1,3,0.357,나바로,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
1,우안,2땅, ,좌안, ,2실, ,유땅, ,,,,5,2,1,3,0.429,박한이,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
2,2땅, ,좌안,좌안, ,중비, ,중비, ,,,,5,2,0,0,0.333,박석민,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
3,좌안, ,1유병,중안, ,중2, , ,우2,,,,5,4,3,0,0.500,최형우,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
4, , , , , , , , , ,,,,0,0,0,0,0.000,박찬도,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
5,우안, ,좌중홈,1땅, ,좌비, , ,3파,,,,5,2,2,1,0.214,이승엽,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
6,1땅, ,우2,좌비, , ,좌비, ,2안,,,,5,2,0,1,0.250,구자욱,구장 : 수원,"관중 : 10,886",2015.03.31(화),개시 : 18:29,경기시간 : 3:42,삼성,KT
