,0,1,2,3,4,5,6,7,8,9,10,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,11
4, ,중안,중홈, , ,삼진,좌비, ,유직,,,5,2,1,2,0.319,양의지,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,두산,삼성,
5, ,3실,삼진, , ,4구, ,삼진, ,,,3,0,0,1,0.238,홍성흔,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,두산,삼성,
6, ,우안, ,4구, ,좌안, ,좌홈, ,,,3,3,2,2,0.275,오재원,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,두산,삼성,
7, ,좌안, ,2병, , , , , ,,,2,1,0,0,0.323,허경민,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,두산,삼성,
8, , , , , ,삼진, ,유땅, ,,,2,0,0,0,0.274,정진호,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,두산,삼성,
9, , , , , , , , , ,,,0,0,0,0,0.259,장민석,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,두산,삼성,
10, ,우안, ,우비, ,삼진, ,좌2, ,,,4,2,2,0,0.318,김재호,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,두산,삼성,
0,삼진, ,4구,좌비, , ,2땅, ,좌3,,,4,1,0,2,0.325,박한이,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
1,4구, ,중안,삼진, , ,2비, , ,,,3,1,0,1,0.266,박석민,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
2, , , , , , , , , ,,,0,0,0,0,0.071,김재현,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
3, , , , , , , , ,중안,,,1,1,1,1,0.294,구자욱,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
4,삼진, ,4구, ,삼진, ,삼진, ,중안,,,4,1,0,1,0.385,채태인,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
5, , , , , , , , , ,,,0,0,0,1,0.167,이영욱,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
6,좌안, ,삼진, ,유땅, , ,중비,중홈,,,5,2,3,1,0.315,최형우,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
7,삼진, ,좌홈, ,좌비, , ,삼진, ,,,4,1,4,1,0.245,나바로,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
8, ,좌2,중안, , ,1땅, ,중안, ,,,4,3,0,0,0.299,이승엽,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
9, ,삼진,2비, , ,1땅, ,좌안, ,,,4,1,0,0,0.280,김상수,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
10, ,삼진,중비, , ,중안, ,2땅, ,,,4,1,0,0,0.295,이지영,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
11, , , , , , , , , ,,,0,0,0,0,0.265,이흥련,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
12, ,2땅, ,투땅, ,유땅, , ,3땅,,,4,0,0,0,0.288,박해민,구장 : 대구,"관중 : 3,283",2015.06.17(수),개시 : 18:30,경기시간 : 3:27,삼성,두산,
0,4구,4구, , ,좌비, ,유땅, ,중안,,,3,1,0,1,0.307,박민우,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
1,삼진,삼진, , , , , , , ,,,2,0,0,0,0.310,김종호,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
2, , , , ,유안, , ,우중2,2땅,,,3,2,0,1,0.313,김성욱,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
3,우안, ,삼진, ,우안, , ,삼진, ,,,4,2,1,1,0.305,나성범,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
4,우안, ,좌비, ,우비, , , , ,,,3,1,1,0,0.286,조영훈,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
5, , , , , , , ,3땅, ,,,1,0,0,0,0.216,모창민,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
6,2비, ,삼진, , ,유땅, ,삼진, ,,,4,0,0,0,0.312,이호준,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
7,우안, , ,삼진, , , , , ,,,2,1,0,0,0.252,이종욱,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
8, , , , , ,3땅, , ,3땅,,,2,0,0,0,0.267,최재원,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
9,2비, , ,투파, ,2땅, , ,좌홈,,,4,1,1,1,0.288,지석훈,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
10, ,좌비, ,좌비, , , , , ,,,2,0,0,0,0.189,손시헌,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
11, , , , , , ,1땅, ,4구,,,1,0,0,0,0.045,노진혁,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
12, ,중비, , , , , , , ,,,1,0,0,0,0.277,김태군,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
13, , , , ,유땅, ,3땅, ,3파,,,3,0,0,0,0.316,박광열,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,NC,KT,
0,4구,삼진,2유병,좌비, ,중2, ,1땅, ,,,5,1,0,1,0.258,하준호,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
1,유실,중2, ,삼진,유실,4구, , , ,,,4,1,0,2,0.268,이대형,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
2, , , , , , , ,삼진, ,,,1,0,0,0,0.057,배병옥,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
3,4구,우중2, ,1실,우비,4구, , , ,,,3,1,1,3,0.368,마르테,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
4, , , , , , , ,4구, ,,,0,0,0,0,0.182,문상철,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
5,삼진,우홈, ,삼진,삼진,1비, ,삼진, ,,,6,1,2,1,0.396,댄블랙,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
6,4구,4구, ,우중2,좌안, ,2땅, , ,,,3,2,2,1,0.261,김상현,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
7, , , , , , , , , ,,,0,0,0,0,0.212,신명철,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
8,좌안,우안, ,4구,좌비, ,2땅, , ,,,4,2,2,1,0.309,장성우,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
9, , , , , , , , , ,,,0,0,0,0,0.241,윤요섭,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
10,우비,우비, ,좌안, ,삼진,좌중홈, , ,,,5,2,2,2,0.243,박경수,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
11,포파, ,삼진,4구, ,삼진,중안, , ,,,4,1,0,0,0.234,김사연,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
12, ,투땅,사구,중안, ,중안, , , ,,,3,2,2,1,0.257,박기혁,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
13, , , , , , ,좌중안, , ,,,1,1,0,0,0.191,심우준,구장 : 수원,"관중 : 3,023",2015.06.17(수),개시 : 18:30,경기시간 : 3:13,KT,NC,
0,중안, ,투희번, ,1땅, ,좌안, ,4구,,,3,2,1,2,0.330,이명기,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
1,좌2, ,좌중홈, ,좌안, ,좌2, ,삼진,,,5,4,4,2,0.305,김강민,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
2,3땅, ,투땅, ,삼진, ,중안, , ,,,4,1,1,0,0.296,이재원,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
3, , , , , , , , ,삼진,,,1,0,0,0,0.250,박재상,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
4,2비, ,좌홈, , ,유땅,4구, ,우중안,,,4,2,1,1,0.279,브라운,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
5, , , , , , , , , ,,,0,0,0,0,0.000,정우람,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
6,1땅, ,삼진, , ,우비,사구, ,중비,,,4,0,0,0,0.265,박정권,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
7, ,중비, ,우비, ,유땅,3땅, , ,,,4,0,0,0,0.254,나주환,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
8, ,삼진, ,중안, , ,좌안,중비, ,,,4,2,0,1,0.263,정상호,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
9, ,2땅, ,2땅, , ,1희번, , ,,,2,0,0,0,0.230,박계현,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
10, , , , , , , ,삼진, ,,,1,0,0,0,0.207,박진만,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
11, , ,중안,중비, , ,삼진,1땅, ,,,4,1,0,1,0.167,김연훈,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,SK,한화,
0,4구, ,중비, ,유땅, ,좌안,1땅, ,,,4,1,1,0,0.349,이용규,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
1,투희번, ,2땅, ,4구, ,1땅,2비, ,,,3,0,0,1,0.254,강경학,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
2,유땅, ,4구, ,중비, ,좌안,좌안, ,,,4,2,2,0,0.270,정근우,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
3,삼진, ,4구, , ,우2,중비,삼진, ,,,4,1,0,1,0.325,김태균,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
4, ,삼진,삼진, , ,삼진,중안, ,사구,,,4,1,1,0,0.301,최진행,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
5, ,1땅, ,삼진, ,우2,2땅, ,포파,,,5,1,1,1,0.242,고동진,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
6, ,4구, ,삼진, , , , , ,,,1,0,0,0,0.176,신성현,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
7, , , , , ,좌중2, ,사구,좌안,,,2,2,1,1,0.323,김태완,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
8, ,2땅, ,삼진, , , , , ,,,2,0,0,0,0.211,주현상,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
9, , , , , ,삼진, , , ,,,1,0,0,0,0.342,이시찬,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
10, , , , , , , ,우안, ,,,1,1,0,1,0.254,이성열,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
11, , , , , , , , ,삼진,,,1,0,0,0,0.147,정범모,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
12, , ,우2, ,2땅,3땅, ,좌안, ,,,4,2,0,0,0.232,허도환,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
13, , , , , , , , , ,,,0,0,0,1,0.169,송주호,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
14, , , , , , , , ,중비,,,1,0,0,0,0.189,권용관,구장 : 대전,"관중 : 4,661",2015.06.17(수),개시 : 18:29,경기시간 : 3:47,한화,SK,
0,3땅, ,유땅, ,우비, , ,중안, ,,,4,1,0,0,0.290,정훈,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
1,좌비, ,삼진, ,유비, , ,중비, ,,,4,0,0,0,0.272,아두치,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
2,4구, ,중안, , ,우비, ,4구, ,,,2,1,0,0,0.322,황재균,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
3,좌중2, ,삼진, , ,중안, ,4구, ,,,3,2,0,0,0.293,최준석,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
4,3땅, , ,우안, ,유2병, ,2땅, ,,,4,1,0,0,0.340,강민호,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
5, , , , , , , , , ,,,0,0,0,0,0.217,안중열,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
6, ,투땅, ,3땅, , ,좌2, ,삼진,,,4,1,0,0,0.500,손용석,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
7, ,삼진, ,삼진, , , , , ,,,2,0,0,0,0.235,김주현,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
8, , , , , , ,사구, , ,,,0,0,0,0,0.246,박종윤,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
9, , , , , , , , , ,,,0,0,0,0,0.000,백민기,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
10, , , , , , , , ,2땅,,,1,0,0,0,0.286,오승택,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
11, ,우안, ,삼진, , ,중비, ,1실,,,4,1,0,0,0.293,김문호,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
12, ,3땅, , ,삼진, ,유2병, ,1직,,,4,0,0,0,0.247,문규현,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,롯데,넥센,
0,삼진,4구, ,1땅, , ,좌안,3땅, ,,,4,1,0,0,0.298,김하성,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
1,중비,3땅, , ,좌비, ,좌중2,중안, ,,,5,2,0,2,0.295,고종욱,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
2,투안, ,2땅, ,좌비, , , , ,,,3,1,0,1,0.255,문우람,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
3, , , , , , ,우안, , ,,,1,1,1,0,0.667,홍성갑,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
4, , , , , , , ,우안, ,,,1,1,1,1,0.400,유재신,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
5,중홈, ,삼진, ,삼진, ,중홈,투땅, ,,,5,2,4,2,0.341,박병호,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
6,삼진, ,우2, , ,3안,3땅, , ,,,4,2,0,0,0.381,유한준,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
7, ,2땅,우비, , ,좌안,우2, , ,,,4,2,0,0,0.344,김민성,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
8, ,4구, ,우안, ,삼진,4구, , ,,,2,1,0,0,0.236,박헌도,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
9, ,중비, ,투땅, , , , , ,,,2,0,0,0,0.247,김지수,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
10, , , , , ,좌비,유땅, , ,,,2,0,0,0,0.250,서건창,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
11, ,2중안, ,삼진, ,1직, ,유땅, ,,,4,1,0,0,0.254,박동원,구장 : 목동,"관중 : 6,179",2015.06.18(목),개시 : 18:29,경기시간 : 3:16,넥센,롯데,
0,삼진, ,중안, ,투안, ,좌안, ,좌2,,,5,4,0,2,0.297,신종길,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
1,삼진, ,사구, ,투번, ,투땅, ,삼진,,,4,0,0,0,0.265,김호령,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
2,좌2, ,삼진, ,3땅, ,중비, ,좌안,,,5,2,1,0,0.390,김주찬,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
3,유땅, ,유땅, , ,사구, , , ,,,2,0,0,0,0.183,나지완,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
4, , , , , , , , , ,,,0,0,0,0,0.000,고영우,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
5, , , , , , ,우안, ,유2병,,,2,1,1,0,0.307,필,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
6, ,사구, ,2땅, ,3땅, ,좌2, ,,,3,1,0,1,0.223,이범호,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
7, ,좌비, ,3안, ,좌2, ,유비, ,,,4,2,0,0,0.250,김주형,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
8, ,중비, ,1땅, , , , , ,,,2,0,0,0,0.234,최용규,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
9, , , , , ,중비, ,좌안, ,,,2,1,0,0,0.274,김원섭,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
10, ,투땅, ,2땅, ,삼진, , , ,,,3,0,0,0,0.239,이성우,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
11, , , , , , , ,중희비, ,,,0,0,1,0,0.275,김다원,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
12, , ,2비, ,유땅, ,2안, , ,,,3,1,0,0,0.224,강한울,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
13, , , , , , , ,2비, ,,,1,0,0,0,0.263,이홍구,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,KIA,LG,
0,좌안, ,포파, ,삼진, , , , ,,,3,1,0,0,0.261,김용의,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
1, , , , , , ,삼진, , ,,,1,0,0,0,0.234,채은성,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
2,좌비, ,좌2, , ,2땅,좌2, , ,,,4,2,2,1,0.255,오지환,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
3,우안, ,2땅, , ,1땅,중안, , ,,,4,2,0,0,0.295,박용택,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
4, , , , , , , , , ,,,0,0,0,0,0.000,봉중근,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
5,포파, ,좌비, , ,중홈,삼진, , ,,,4,1,1,1,0.375,히메네스,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
6,4구, , ,투땅, ,우비, ,삼진, ,,,3,0,0,0,0.246,이병규,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
7,2비, , ,삼진, , ,우안,2땅, ,,,4,1,0,0,0.290,양석환,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
8, ,좌비, ,삼진, , ,투땅,3안, ,,,4,1,0,1,0.205,문선재,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
9, ,3직, , ,삼진, ,4구,삼진, ,,,3,0,0,1,0.216,유강남,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
10, ,삼진, , ,중안, , , , ,,,2,1,0,0,0.240,백창수,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
11, , , , , , ,우중안, , ,,,1,1,1,0,0.324,정성훈,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
12, , , , , , , , , ,,,0,0,0,1,0.261,황목치승,구장 : 잠실,"관중 : 15,285",2015.06.18(목),개시 : 18:29,경기시간 : 3:33,LG,KIA,
0,3땅, ,우2,중비, , ,4구, ,투희실,,,3,1,1,2,0.335,민병헌,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
1,포파, ,좌2, ,삼진, ,포희번, ,1땅,,,4,1,1,0,0.292,정수빈,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
2,중비, ,중비, ,4구, ,중안, ,4구,,,3,1,2,0,0.314,김현수,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
3, ,3안,우비, ,삼진, ,투땅, ,유직,,,5,1,0,0,0.231,로메로,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
4, ,1병, ,좌비, ,2땅,삼진, ,2비,,,5,0,0,0,0.268,오재원,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
5, ,중안, ,삼진, ,4구, ,우비, ,,,3,1,0,0,0.239,홍성흔,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
6, ,2비, ,좌안, ,2비, ,3땅, ,,,4,1,0,1,0.317,양의지,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
7, , ,1땅,좌중2, ,삼진, ,삼진, ,,,4,1,1,1,0.238,오재일,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
8, , ,좌2,좌안, , ,우안, ,우안,,,4,4,1,2,0.333,김재호,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,두산,삼성,
0,2땅,중비, ,2병, , ,1땅, ,좌비,,,5,0,0,0,0.316,박한이,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
1,중홈, ,4구, ,4구, ,좌안, ,2직,,,3,2,1,2,0.301,구자욱,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
2,2땅, ,삼진, , , , , , ,,,2,0,0,0,0.378,채태인,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
3, , , , ,1땅, , , , ,,,1,0,0,0,0.286,박해민,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
4, , , , , , ,좌중2, , ,,,1,1,1,0,0.286,이영욱,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
5,4구, ,유비, ,2땅, ,2비, , ,,,3,0,0,0,0.311,최형우,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
6,좌비, ,3땅, , ,우안, ,2직, ,,,4,1,0,0,0.245,나바로,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
7, ,우2, ,우안, ,4구, ,우중2, ,,,3,3,0,1,0.308,이승엽,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
8, ,4구, ,좌파, ,2유병, ,삼진, ,,,3,0,0,0,0.125,백상원,구장 : 대구,"관중 : 4,282",2015.06.18(목),개시 : 18:30,경기시간 : 3:25,삼성,두산,
