,0,1,2,3,4,5,6,7,8,9,10,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,11
0,우홈,1땅, ,우안, ,중안,중안, ,1땅, , ,6,4,1,2,0.353,이용규,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
1,좌비,2직, ,우안, ,우안,1직, , ,삼진, ,6,2,1,0,0.220,정근우,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
2,삼진, ,중홈,삼진, , , , , , , ,3,1,1,1,0.274,이성열,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
3, , , , , ,삼진, ,삼진, ,유비, ,3,0,0,0,0.148,송주호,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
4,우안, ,3땅,2땅, ,유땅, ,삼진, ,삼진, ,6,1,1,0,0.291,김태균,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
5,중안, ,좌안, ,삼진,4구, ,4구, , ,삼진,4,2,0,0,0.299,최진행,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
6,4구, ,우비, ,4구,좌비, ,삼진, , ,우비,4,0,0,1,0.221,김회성,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
7, , , , , , , , , , , ,0,0,0,0,0.246,주현상,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
8,2땅, , , , , , , , , , ,1,0,0,0,0.256,이종환,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
9, , ,2땅, ,2땅, ,3땅, ,우안, ,삼진,5,1,0,0,0.205,권용관,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
10, ,삼진, ,유땅,좌중2, , , , , , ,3,1,1,0,0.161,허도환,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
11, , , , , , ,1땅, ,투희번, , ,1,0,0,0,0.197,조인성,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
12, ,우홈, ,우안,1땅, ,우홈, ,좌비, , ,5,3,2,3,0.240,강경학,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,한화,넥센,
0,좌2, ,3땅, ,사구,삼진, , ,4구, ,고4,3,1,0,2,0.344,이택근,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
1,3파, ,중안, , , , , , , , ,2,1,0,0,0.304,고종욱,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
2, , , , ,삼진, ,2땅, ,삼진, ,좌중2,4,1,1,0,0.246,박헌도,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
3,투땅, ,4구, ,중홈, ,중홈, , ,유비, ,4,2,3,3,0.237,스나이더,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
4,중안, ,유안, ,2비, ,삼진, , ,4구, ,4,2,1,1,0.337,박병호,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
5,4구, ,좌2, ,우홈, ,3땅, , ,중비, ,4,2,3,1,0.392,유한준,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
6,포파, ,3땅, ,4구, , ,유땅, ,우비, ,4,0,0,0,0.359,김민성,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
7, ,우비, ,3땅,삼진, , ,중비, , ,좌안,5,1,0,0,0.296,윤석민,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
8, , , , , , , , , , , ,0,0,0,1,0.000,유재신,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
9, ,3땅, ,2땅, ,삼진, ,중비, , ,삼진,5,0,0,0,0.266,김하성,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
10, ,3땅, ,삼진, ,3땅, , ,유땅, ,삼진,5,0,0,0,0.262,박동원,구장 : 목동,"관중 : 11,959",2015.06.02(화),개시 : 18:30,경기시간 : 4:35,넥센,한화,
0,삼진,투안,삼진,4구, ,중안,좌2,,,,,5,3,2,2,0.264,오지환,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
1, , , , , , , ,,,,,0,0,0,0,0.100,김영관,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
2,2땅,좌2,우안,4구, ,3직,우중2,,,,,5,3,5,1,0.289,김용의,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
3,유땅,4구,4구,좌비, ,우홈, ,,,,,3,1,2,1,0.276,박용택,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
4, , , , , , ,좌홈,,,,,1,1,2,1,0.345,나성용,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
5, ,좌안/ 삼진,4구, ,중안, , ,,,,,3,2,0,2,0.329,한나한,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
6, , , , , ,삼진,삼진,,,,,2,0,0,0,0.333,이민재,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
7, ,우안,유직/ 2땅, ,중홈,4구, ,,,,,4,2,2,2,0.263,이병규,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
8, , , , , , , ,,,,,0,0,0,0,0.231,채은성,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
9, ,삼진,좌홈,중비,4구,좌비, ,,,,,4,1,1,2,0.265,양석환,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
10, ,4구,중2,삼진,좌중2, ,삼진,,,,,4,2,1,2,0.200,문선재,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
11, ,중안,사구,4구,투땅, , ,,,,,2,1,2,3,0.242,최경철,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
12, , , , , , ,4구,,,,,0,0,0,1,0.255,유강남,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
13, ,유땅,투안,좌안,우비, ,우파,,,,,5,2,0,1,0.326,황목치승,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,LG,NC,
0,2땅, ,좌비, , ,우중3,중비,,,,,4,1,0,1,0.305,박민우,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
1,사구, ,2땅, , ,우안,중3,,,,,3,2,2,2,0.329,김종호,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
2,좌홈, ,유비, , ,사구,좌비,,,,,3,1,2,1,0.305,나성범,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
3,좌비, , ,삼진, , , ,,,,,2,0,0,0,0.345,테임즈,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
4, , , , , ,좌안, ,,,,,1,1,0,0,0.333,조영훈,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
5,좌안, , ,유땅, , , ,,,,,2,1,0,0,0.333,이호준,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
6, , , , , ,유땅, ,,,,,1,0,1,0,0.200,최재원,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
7,유땅, , ,좌비, , , ,,,,,2,0,0,0,0.270,이종욱,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
8, , , , , ,삼진, ,,,,,1,0,0,0,0.279,김성욱,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
9, ,우비, , ,2안,3파, ,,,,,3,1,0,0,0.314,지석훈,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
10, , , , , , , ,,,,,0,0,0,0,0.000,이창섭,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
11, ,삼진, , ,투2병, , ,,,,,2,0,0,0,0.175,손시헌,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
12, , , , , , ,유땅,,,,,1,0,0,0,0.333,조평호,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
13, ,삼진, , , , , ,,,,,1,0,0,0,0.241,김태군,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
14, , , , ,삼진, ,3실,,,,,2,0,0,1,0.462,박광열,구장 : 마산,"관중 : 4,904",2015.06.02(화),개시 : 18:30,경기시간 : 3:03,NC,LG,
0,우2,투땅, ,1땅,4구, ,삼진, , ,,,4,1,0,1,0.314,신종길,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
1, , , , , , , , ,2땅,,,1,0,0,0,0.188,박준태,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
2,투희번,삼진, , ,중안/ 유땅, ,유땅, , ,,,4,1,0,1,0.256,강한울,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
3,좌2, ,투땅, ,좌안,삼진, ,중비, ,,,5,2,1,2,0.383,김주찬,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
4, , , , , , , , , ,,,0,0,0,0,0.204,박기남,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
5,우2, ,좌비, ,좌안,삼진, ,투직, ,,,5,2,2,2,0.312,필,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
6, , , , , , , , , ,,,0,0,0,0,0.000,험버,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
7, , , , , , , , , ,,,0,0,0,0,0.000,최영필,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
8,3땅, ,4구, ,좌안,중비, , , ,,,3,1,1,1,0.239,이범호,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
9, , , , , , , ,좌안, ,,,1,1,0,0,0.273,김다원,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
10,우안, ,3땅, ,4구, , , , ,,,2,1,1,0,0.256,김원섭,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
11, , , , , , ,2비,중비, ,,,2,0,0,0,0.286,김주형,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
12,3땅, , ,중안,삼진, ,중3, ,중안,,,5,3,0,1,0.254,최용규,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
13, ,좌홈, ,투희번,투안, ,4구, , ,,,2,2,2,1,0.254,이성우,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
14, , , , , , , , ,좌비,,,1,0,0,0,0.312,이홍구,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
15, ,2땅, ,투땅,유땅, ,우안, ,좌비,,,5,1,1,0,0.278,김호령,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,KIA,두산,
0,유땅, ,2비, , ,3땅, ,우비, ,,,4,0,0,0,0.342,민병헌,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
1,우홈, ,중안, , ,삼진, , ,좌중안,,,4,3,1,1,0.255,정진호,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
2,좌비, ,중비, , ,1땅, , ,삼진,,,4,0,0,0,0.314,김현수,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
3,2비, , ,4구, , ,유땅, ,2비,,,3,0,0,0,0.232,홍성흔,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
4, ,삼진, ,유2병, , ,사구, , ,,,2,0,0,0,0.331,양의지,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
5, , , , , , , , ,중비,,,1,0,0,0,0.211,최재훈,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
6, ,2땅, ,중비, , ,2유병, , ,,,3,0,0,0,0.239,오재원,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
7, ,2땅, , ,유땅, , ,중비, ,,,3,0,0,0,0.248,최주환,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
8, , ,2땅, ,3파, , ,삼진, ,,,3,0,0,0,0.250,김재환,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
9, , ,3좌안, ,우파, , ,좌2, ,,,3,2,0,0,0.326,김재호,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
10, , , , , , , , , ,,,0,0,0,0,0.100,양종민,구장 : 잠실,"관중 : 14,117",2015.06.02(화),개시 : 18:30,경기시간 : 2:39,두산,KIA,
0,2땅,4구, ,4구/ 중안, , ,삼진, , ,,,3,1,2,1,0.297,조동화,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
1, , , , , , , , ,중안/ 우안,,,2,2,0,1,0.288,이명기,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
2,삼진,유땅, ,1희번/ 유땅, , ,사구, ,우중안/ 2땅,,,5,1,2,1,0.219,박계현,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
3,우비, ,좌안,좌안,3땅, ,삼진, , ,,,5,2,2,1,0.298,이재원,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
4, , , , , , , , ,1땅/ 4구,,,1,0,0,0,0.270,박재상,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
5, ,4구,3땅,3실,중비, , ,유땅, ,,,4,0,0,1,0.288,브라운,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
6, , , , , , , , ,4구/ 1직,,,1,0,0,1,0.170,임훈,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
7, ,1땅,삼진,우안,3파, , ,삼진,좌안,,,6,2,0,2,0.276,박정권,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
8, ,좌안,중안,사구, ,삼진, ,우안,중안,,,5,4,2,4,0.429,김강민,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
9, , , , , , , , , ,,,0,0,0,0,0.000,서진용,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
10, ,중비,4구,좌안, ,삼진, ,좌홈, ,,,4,2,3,2,0.246,박진만,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
11, , , , , , , , ,4구,,,0,0,0,1,0.284,김성현,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
12, ,좌안,삼진,1땅, ,삼진, ,삼진, ,,,5,1,1,1,0.265,정상호,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
13, , , , , , , , ,우안,,,1,1,2,1,0.300,허웅,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
14, ,4구, ,4구/ 우2, , ,삼진, ,우안,,,3,2,3,3,0.266,나주환,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
15, , , , , , , , ,중안,,,1,1,0,0,0.333,홍명찬,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,SK,KT,
0,중비,삼진, ,삼진,삼진, , ,1땅, ,,,5,0,0,0,0.244,하준호,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
1,좌중2,사구, ,유안,중비, , ,유땅, ,,,4,2,0,1,0.252,이대형,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
2,4구,우중안, ,삼진, ,삼진, ,좌안, ,,,4,2,2,0,0.233,박경수,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
3,우안,유땅, , ,중안,삼진, , ,유땅,,,5,2,1,1,0.254,김상현,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
4,삼진, ,좌안, ,4구,우비, , , ,,,3,1,0,1,0.295,장성우,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
5, , , , , , , , ,삼진,,,1,0,0,0,0.000,이해창,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
6, ,4구,유땅, ,4구, ,삼진, , ,,,2,0,0,1,0.227,문상철,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
7, , , , , , , , ,중안,,,1,1,0,0,0.379,마르테,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
8, , , , , , , , , ,,,0,0,0,0,0.184,심우준,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
9, ,투희번,좌비, ,삼진, , , , ,,,2,0,0,0,0.262,송민섭,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
10, , , , , , ,삼진, ,좌중안,,,2,1,0,0,0.287,김민혁,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
11, ,우중안,투땅, ,좌안, ,3땅, ,3땅,,,5,2,3,1,0.212,이지찬,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
12, ,우중2, ,삼진,우중안, , ,중안, ,,,4,3,0,1,0.211,박기혁,구장 : 수원,"관중 : 3,091",2015.06.02(화),개시 : 18:29,경기시간 : 4:03,KT,SK,
0,3땅, ,중비, ,좌안, ,우파,삼진, ,,,5,1,0,1,0.323,정훈,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
1,2땅, ,좌비, ,투안, ,4구, , ,,,3,1,0,1,0.299,아두치,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
2, , , , , , , , ,삼진,,,1,0,0,0,0.170,임재철,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
3,3땅, , ,좌홈,우비, ,4구, ,삼진,,,4,1,1,2,0.333,황재균,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
4, ,좌2, ,4구,중안, ,4구, ,삼진,,,3,2,1,2,0.279,최준석,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
5, ,좌2, ,중홈,4구, ,좌안, , ,,,3,3,5,1,0.340,강민호,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
6, ,삼진, ,4구,삼진, ,삼진, , ,,,3,0,0,0,0.304,손아섭,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
7, ,삼진, ,삼진, ,유땅,삼진, , ,,,4,0,0,0,0.301,오승택,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
8, ,삼진, ,삼진, ,삼진, , , ,,,3,0,0,0,0.262,김민하,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
9, , , , , , , ,삼진, ,,,1,0,0,0,0.268,김문호,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
10, , ,유비,중비, ,3땅, , , ,,,3,0,0,0,0.256,문규현,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
11, , , , , , , ,삼진, ,,,1,0,0,0,0.262,박종윤,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,롯데,삼성,
0,2땅,중비, ,중안,32병, , ,우비, ,,,5,1,0,1,0.277,나바로,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
1, , , , , , , , , ,,,0,0,0,0,0.214,백상원,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
2,1실, ,2땅,좌홈, ,중안, ,유실, ,,,5,2,3,3,0.339,박한이,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
3,좌안, ,좌비,삼진, ,4구, ,우안, ,,,4,2,0,1,0.396,채태인,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
4,우파, ,1실,1땅, ,삼진, ,중안, ,,,5,1,1,1,0.306,최형우,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
5,4구, ,3땅, ,삼진,4구, ,4구, ,,,2,0,0,1,0.267,박석민,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
6,2땅, , ,중안,우안,2땅, ,우중2, ,,,5,3,3,3,0.290,이승엽,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
7, ,중비, ,우안,중안, ,삼진,삼진, ,,,5,2,0,2,0.299,박해민,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
8, ,좌중안, ,좌2,중안, ,좌중안, , ,,,4,4,2,1,0.381,이흥련,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
9, , , , , , , , , ,,,0,0,0,0,0.182,박찬도,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
10, , , , , , , ,우안, ,,,1,1,1,0,0.270,이지영,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
11, ,유땅, ,좌비,좌안, ,2비,유땅, ,,,5,1,2,0,0.280,김상수,구장 : 포항,"관중 : 11,359",2015.06.02(화),개시 : 18:30,경기시간 : 3:54,삼성,롯데,
0,2땅, ,4구, ,4구, ,4구, ,2비,,,2,0,0,1,0.350,이용규,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
1,중2, ,투땅, ,좌비, ,1땅, ,좌비,,,5,1,0,2,0.238,강경학,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
2,좌비, ,4구, ,삼진, ,좌안, , ,,,3,1,2,1,0.223,정근우,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
3,중안, ,4구, , ,삼진,중홈, , ,,,3,2,4,1,0.300,김태균,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
4,4구, ,삼진, , ,삼진,3땅, , ,,,3,0,0,0,0.293,최진행,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
5, ,사구, ,3직, ,3비, ,삼진, ,,,3,0,0,0,0.216,김회성,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
6, ,1희번, ,삼진, , ,4구, , ,,,1,0,0,0,0.271,이성열,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
7, , , , , , , ,2땅, ,,,1,0,0,0,0.145,송주호,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
8, ,삼진, ,유땅, , ,유안, , ,,,3,1,0,0,0.250,주현상,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
9, , , , , , , ,삼진, ,,,1,0,0,0,0.204,권용관,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
10, ,투땅, , , , , , , ,,,1,0,0,0,0.156,허도환,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
11, , , , ,삼진, ,3땅, ,삼진,,,3,0,0,1,0.189,조인성,구장 : 목동,"관중 : 11,898",2015.06.03(수),개시 : 18:30,경기시간 : 3:26,한화,넥센,
