,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,삼진, ,좌비, ,삼진, ,2안, ,삼진,5,1,0,1,0.302,박한이,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
1,1땅, ,2땅, ,삼진, ,우2, , ,4,1,2,1,0.244,박종호,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
2,좌중안, ,우안, , ,우비,3안, , ,4,3,0,0,0.318,양준혁,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
3, ,우안,3땅, , ,3땅,2땅, , ,4,1,0,1,0.253,김한수,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
4, ,4구, ,유땅, ,우비, ,우비, ,3,0,0,1,0.292,박진만,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
5, ,포희번, ,유땅, , ,3땅,중비, ,3,0,0,0,0.286,진갑용,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
6, ,우2, ,4구, , ,4구, , ,1,1,2,1,0.275,조영훈,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
7, , , , , , , ,포파, ,1,0,0,1,0.077,강명구,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
8, ,삼진, ,중비, , , , , ,2,0,0,0,0.240,조동찬,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
9, , , , , , ,좌2, , ,1,1,1,0,0.226,김대익,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
10, , , , , , , , ,삼진,1,0,0,1,0.208,김재걸,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
11, ,3땅, , ,1비, , , , ,2,0,0,0,0.216,김창희,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
12, , , , , , ,삼진, , ,1,0,0,0,0.140,박정환,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
13, , , , , , , , ,삼진,1,0,0,0,0.271,강봉규,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,삼성,LG,,,
0,4구, ,2땅,우비, , ,포비, ,좌안,4,1,0,1,0.100,안치용,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
1,투희번, ,1땅, ,3땅, , , , ,2,0,0,0,0.253,이종열,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
2, , , , , , ,우중2, ,좌비,2,1,0,0,0.252,박기남,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
3,3비, ,우중2, ,2땅, ,3땅, , ,4,1,0,0,0.319,이병규,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
4,중2, ,4구, ,2땅, , ,유안, ,3,2,1,0,0.283,박용택,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
5,삼진, ,우비, , ,좌2, ,삼진, ,4,1,0,0,0.277,최길성,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
6, ,좌홈, ,유땅, ,3파, , , ,3,1,1,1,0.183,최동수,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
7, , , , , , , ,삼진, ,1,0,0,0,0.214,서용빈,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
8, , , , , , , , , ,0,0,0,0,0.164,박병호,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
9, ,2비, ,좌안, ,우비, ,삼진, ,4,1,0,1,0.227,정의윤,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
10, ,삼진, ,좌홈, ,우파, , , ,3,1,2,1,0.232,조인성,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
11, , , , , , , , ,삼진,1,0,0,0,0.138,추승우,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
12, ,우파, ,좌비, , ,2땅, , ,3,0,0,0,0.202,박경수,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
13, , , , , , , , ,삼진,1,0,0,0,0.200,이성열,구장 : 잠실,"관중 : 9,793",2006.09.01(금),개시 : 18:30,경기시간 : 3:08,LG,삼성,,,
0,중비, ,우3, ,우안, ,유땅, ,좌파,5,2,0,2,0.321,이용규,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
1,삼진, ,좌희비, ,3안, ,중비, , ,3,1,1,0,0.365,김원섭,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
2,4구, ,4구, ,유땅, ,중안, , ,2,1,1,0,0.308,장성호,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
3,좌비, ,4구, ,우비, , ,3땅, ,3,0,0,0,0.290,이재주,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
4, ,3땅,유2병, ,투땅, , , , ,3,0,0,0,0.270,이현곤,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
5, , , , , , , ,4구, ,0,0,0,0,0.279,김민철,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
6, ,투땅, ,좌비, ,삼진, ,삼진, ,4,0,0,0,0.188,스캇,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
7, ,좌안, ,1파, ,2땅, , ,좌안,4,2,0,0,0.217,이종범,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
8, ,4구, ,2땅, ,좌중안, , ,투희번,2,1,0,0,0.247,김상훈,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
9, ,삼진, , ,사구,삼진, , , ,2,0,0,1,0.237,김종국,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
10, , , , , , , , ,좌안,1,1,0,0,0.254,손지환,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,KIA,SK,,,
0,우비, ,투희번,삼진, ,유땅, , , ,3,0,1,0,0.285,정근우,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
1,우2, ,삼진, ,2땅,삼진, , , ,4,1,0,0,0.281,박재상,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
2,우비, ,삼진, ,좌2, ,우중안, , ,4,2,0,0,0.278,김재현,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
3, , , , , , , , , ,0,0,0,0,0.163,김형철,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
4,좌비, , ,유땅,삼진, ,우비, , ,4,0,0,0,0.261,박재홍,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
5, ,좌홈, ,중안,3실, ,우비, , ,4,2,1,2,0.247,박경완,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
6, ,2땅, ,우비, , , , , ,2,0,0,0,0.288,이진영,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
7, , , , ,삼진, , , , ,1,0,0,0,0.281,김재구,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
8, , , , , , ,2땅, , ,1,0,0,0,0.183,조동화,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
9, ,3땅, ,좌홈, ,4구, ,삼진, ,3,1,2,2,0.200,정경배,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
10, , , , , , , , , ,0,0,0,0,0.238,최정,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
11, ,3땅, ,스낫, ,삼진, ,유땅, ,4,0,0,0,0.272,이대수,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
12, , ,좌안,중안, ,우안, ,1파, ,4,3,0,0,0.224,김태균,구장 : 문학,"관중 : 4,068",2006.09.01(금),개시 : 18:30,경기시간 : 3:33,SK,KIA,,,
0,2땅,2땅, ,우비, ,좌안,우비, , ,5,1,0,1,0.267,황동채,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
1,유비, ,우중안,중비, ,포안, , , ,4,2,0,2,0.216,최경환,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
2, , , , , , , ,유땅, ,1,0,0,0,0.233,박연수,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
3,삼진, ,좌비,2땅, ,유안, ,3파, ,5,1,1,0,0.299,호세,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
4, ,좌홈,중안, ,4구,우안, ,투땅, ,4,3,2,3,0.338,이대호,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
5, , , , , , , , , ,0,0,0,0,0.318,김승관,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
6, ,삼진,2안, ,투희번,투유병, , ,2직,4,1,0,0,0.250,박현승,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
7, , , , , , , , , ,0,0,0,0,0.275,박남섭,구장 : 수원,"관중 : 1,219",2006.09.01(금),개시 : 18:29,경기시간 : 3:07,롯데,현대,,,
