,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
0,중비,투땅, ,투땅, ,3땅, , ,3파,5,0,0,0,0.277,박한이,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
1,중비, ,3안,삼진, , ,우비, ,4구,4,1,0,1,0.270,김재걸,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
2,1땅, ,우홈, ,삼진, ,삼진, ,삼진,5,1,2,1,0.326,이승엽,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
3, ,우안,좌중홈, ,우홈, ,2실, ,2땅,5,3,2,2,0.318,마해영,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
4, ,투실,좌비, ,유땅, , , , ,3,0,0,1,0.253,양준혁,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
5, , , , , , ,우비, , ,1,0,0,0,0.116,임재철,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
6, ,투땅,우비, ,2땅, , ,우중2, ,4,1,0,1,0.269,강동우,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
7, ,중비,좌중홈, , ,삼진, ,유땅, ,4,1,1,1,0.249,브리또,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
8, ,중안,1땅, , ,3땅, ,좌중2, ,4,2,2,0,0.317,진갑용,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
9, ,우안, ,2직, ,우중안, ,2비, ,4,2,0,0,0.279,박정환,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,삼성,현대,,
0,삼진, ,2번, ,삼진, , , , ,3,0,0,0,0.311,전준호,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
1, , , , , , , ,3땅, ,1,0,0,0,0.231,강귀태,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
2, , , , , , , , ,좌비,1,0,0,0,0.000,장정석,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
3,좌중안, ,1안, ,1파, , ,3안, ,4,3,1,0,0.207,박종호,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
4,4구, ,좌2, ,삼진, , ,삼진, ,3,1,0,0,0.330,박재홍,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
5,3땅, ,유비, , ,삼진, ,유땅, ,4,0,0,0,0.288,심정수,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
6,삼진, ,4구, , ,우안, , ,삼진,3,1,0,0,0.186,박경완,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
7, ,중비,삼진, , ,유직, , ,중안,4,1,0,1,0.320,이숭용,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
8, ,삼진, ,삼진, , ,2비, , ,3,0,0,0,0.135,서성민,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
9, , , , , , , , ,우안,1,1,0,0,0.263,폴,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
10, ,삼진, ,우비, , ,투땅, , ,3,0,0,0,0.162,김일경,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
11, , , , , , , , ,좌안,1,1,1,0,0.304,강병식,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
12, , , , , , , , , ,0,0,0,0,0.118,서한규,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
13, , ,우중2,중비, , ,2땅, ,우비,4,1,0,1,0.217,박진만,구장 : 수원,"관중 : 1,352",2002.06.01(토),개시 : 18:29,경기시간 : 2:42,현대,삼성,,
0,4구, ,중안, ,3실, , ,삼진, ,3,1,0,0,0.337,강석천,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
1,투땅, ,우안, ,4구, , ,삼진, ,3,1,0,0,0.290,데이비스,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
2,유땅, ,유2병, ,삼진, , ,2땅, ,4,0,0,0,0.373,이영우,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
3, ,삼진, ,3땅, ,1비, , ,2비,4,0,0,0,0.245,이도형,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
4, ,좌안, ,삼진, ,중비, , ,1파,4,1,0,0,0.333,송지만,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
5, ,좌안, ,4구, ,삼진, , ,사구,2,1,0,0,0.281,김태균,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
6, , , , , , , , , ,0,0,0,0,0.000,채상병,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
7, ,삼진, ,좌비, , , , , ,2,0,0,0,0.000,임주택,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
8, , , , , , , , , ,0,0,0,0,0.202,김수연,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
9, , , , , , ,1직, , ,1,0,0,0,0.200,백재호,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
10, , , , , , , , ,좌파,1,0,0,0,0.167,김종석,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
11, ,삼진, , ,유비, , , , ,2,0,0,0,0.264,임수민,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
12, , , , , , ,삼진, , ,1,0,0,0,0.255,이범호,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
13, , ,삼진, ,삼진, ,우안, , ,3,1,0,0,0.214,허준,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,한화,롯데,,
0,1비, ,유땅, ,1안, , , , ,3,1,0,1,0.281,김대익,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,롯데,한화,,
1, , , , , , ,사구, , ,0,0,0,0,0.000,권오현,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,롯데,한화,,
2,3땅, , ,1땅, , , , , ,2,0,0,0,0.240,김응국,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,롯데,한화,,
3, , , , ,1비, ,4구, , ,1,0,0,0,0.186,김주찬,구장 : 마산,관중 : 893,2002.06.01(토),개시 : 18:32,경기시간 : 3:06,롯데,한화,,
