,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
0,4구, ,삼진,좌비, , ,우안, ,一땅,4,1,1,0,0.320,이병규,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
1,삼진, ,三땅, ,우비, ,중비, ,一파,5,0,0,0,0.246,이종열,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
2,一땅, , ,우홈,삼진, ,二땅, ,좌비,5,1,1,1,0.322,박용택,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
3,좌비, , ,4구,三파, , ,유땅, ,3,0,0,1,0.274,최동수,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
4, ,삼진, ,중2, ,삼진, ,중안, ,4,2,1,1,0.274,김재현,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
5, , , , , , , , , ,0,0,0,1,0.288,최만호,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
6, ,삼진, ,三실, ,一비, , , ,3,0,0,0,0.286,박경수,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
7, , , , , , , ,사구, ,0,0,0,0,0.000,김용우,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
8, , , , , , , , , ,0,0,0,0,0.265,김상현,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
9, ,중안, ,삼진, ,투땅, ,중안, ,4,2,1,0,0.314,마틴,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
10, ,三땅, ,우비, , ,우비,一땅, ,4,0,0,0,0.249,조인성,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
11, , ,三땅,중안, , ,중안, , ,3,2,1,1,0.188,권용관,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
12, , , , , , , ,二땅, ,1,0,0,0,0.250,안상준,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,LG,삼성,,
0,二땅,二땅, ,투땅, ,좌중3,삼진, , ,5,1,0,0,0.307,박한이,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
1,유안, ,4구,중안, ,三땅, ,우비, ,4,2,0,1,0.290,박종호,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
2,4구, ,중홈,4구, ,삼진, ,중2, ,3,2,2,2,0.340,양준혁,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
3,우안, ,투땅,좌비, , ,유비,삼진, ,5,1,0,0,0.298,진갑용,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
4,좌안, ,삼진, ,우안, ,우안,고4, ,4,3,1,1,0.277,김한수,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
5,4구, ,우안, ,유二병, , , , ,2,1,0,0,0.286,강동우,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
6, , , , , , ,4구, , ,0,0,0,0,0.289,김승관,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
7, , , , , , , ,4구, ,0,0,0,1,0.269,김종훈,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
8,삼진, ,二비, ,우안, ,삼진,一파, ,5,1,0,0,0.240,신동주,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
9, ,二땅, ,좌홈,유땅, ,우안, , ,4,2,2,2,0.203,현재윤,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
10, ,삼진, ,투직, ,二땅,유실, , ,4,0,0,0,0.230,조동찬,구장 : 시민,"관중 : 2,728",2004.07.01(목),개시 : 18:30,경기시간 : 3:23,삼성,LG,,
0,좌2, ,二땅,4구,삼진, ,유땅, ,투땅,5,1,0,3,0.274,이종범,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
1,투희번, ,4구,좌안, ,유땅, ,좌비, ,3,1,1,0,0.255,김종국,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
2,二땅, ,삼진,좌안, ,一땅, ,우2, ,5,2,2,1,0.310,장성호,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
3,二땅, ,좌2,一땅, ,우중2, ,유땅, ,5,2,1,0,0.297,마해영,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
4, , , , , , , , , ,0,0,0,0,0.250,박재홍,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
5, ,중비,4구, ,4구,중비, ,우중3, ,3,1,1,1,0.294,심재학,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
6, ,좌중안,三땅, ,4구, ,二비,삼진, ,4,1,0,0,0.287,홍세완,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
7, ,좌비, ,三비, , , , , ,2,0,0,0,0.209,김주형,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
8, , , , ,투희번, ,유땅, , ,1,0,0,0,0.257,김경언,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
9, , , , , , , , ,4구,0,0,0,0,0.262,이재주,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
10, , , , , , , , , ,0,0,0,0,0.211,서동욱,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
11, ,三땅, ,유비,사구, ,중안, ,투번,4,1,0,0,0.243,김상훈,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
12, , ,4구,좌2,중희비, ,좌중안, ,좌비,3,2,1,1,0.232,손지환,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,KIA,SK,,
0,우2, ,4구, ,삼진, , ,투번, ,3,1,0,2,0.278,조원우,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
1,중안, ,좌2, , ,4구, ,4구, ,2,2,1,1,0.309,정경배,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
2,유병, ,우중안, , ,삼진, ,우안, ,4,2,2,0,0.344,이진영,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
3,二땅, ,삼진, , ,중비, ,4구, ,3,0,0,0,0.268,이호준,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
4, ,二땅, ,二땅, ,유땅, ,좌비, ,4,0,0,0,0.321,김기태,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
5, ,三땅, ,투땅, , ,중비, ,중비,4,0,0,0,0.314,채종범,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
6, ,三땅, ,삼진, , ,유땅, ,좌홈,4,1,1,1,0.286,브리또,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
7, , ,一땅, ,투땅, ,三땅, , ,3,0,0,0,0.000,강성우,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
8, , , , , , , , ,삼진,1,0,0,0,0.147,강혁,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
9, , ,一땅, , , , , , ,1,0,0,0,0.239,김민재,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
10, , , , ,4구, , ,一땅, ,1,0,0,0,0.138,이대수,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
11, , , , , , , , ,좌비,1,0,0,0,0.239,안재만,구장 : 문학,"관중 : 2,659",2004.07.01(목),개시 : 18:30,경기시간 : 3:19,SK,KIA,,
0,우비,4구, ,유땅,좌중2, ,좌비, ,4구,4,1,0,0,0.243,김주찬,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
1,삼진,삼진, ,좌2,우비, ,사구, ,투희번,4,1,0,0,0.240,박남섭,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
2,우안, ,우안,삼진,삼진, ,二땅, ,사구,5,2,0,2,0.309,라이온,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
3, , , , , , , , , ,0,0,0,0,0.291,정수근,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
4,좌안, ,4구,고4,유땅, , ,좌안,二땅,4,2,1,1,0.331,페레즈,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
5,우2, ,좌중2,二땅, ,一땅, ,一땅,우비,6,2,2,1,0.285,손인호,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
6,二땅, ,유땅, ,좌2,중비, ,三땅, ,5,1,1,2,0.185,박현승,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
7, ,三파,좌중안, ,좌안,좌안, , , ,4,3,2,1,0.289,김대익,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
8, , , , , , , ,우2, ,1,1,1,0,0.261,박연수,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
9, ,사구,유땅, ,좌중홈,유땅, ,삼진, ,4,1,2,1,0.198,박기혁,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
10, ,一땅,우비, ,좌안, ,4구, ,중안,4,2,0,1,0.289,최기문,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,롯데,한화,,
0,二땅,二땅, , ,二땅, , ,중안, ,4,1,0,0,0.326,고동진,구장 : 대전,"관중 : 1,435",2004.07.01(목),개시 : 18:30,경기시간 : 3:11,한화,롯데,,
