,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,투땅,2땅, , ,중안,중안, ,우중안, ,5,3,0,1,0.600,이병규,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
1,좌안, ,4구, ,4구,좌희비, ,좌안, ,2,2,2,1,1.000,유지현,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
2, , , , , , , , , ,0,0,0,0,0.000,손지환,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
3,4구, ,좌안, ,삼진,4구, ,2땅, ,3,1,0,0,0.333,양준혁,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
4,사구, ,2유병, ,삼진,포파, ,삼진, ,4,0,0,0,0.000,로마이어,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
5,유2병, ,삼진, ,중안, ,우비, ,3땅,5,1,2,0,0.200,홍현우,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
6, ,2땅, ,4구,중안, ,삼진, ,좌중2,4,2,0,1,0.500,안상준,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
7, ,4구, ,삼진,삼진, ,투땅, ,좌안,4,1,1,0,0.250,안재만,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
8, ,2땅, , , , , , , ,1,0,0,1,0.000,김정민,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
9, , , ,삼진, ,3땅, ,좌안, ,3,1,0,0,0.333,조인성,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
10, , , , , , , , , ,0,0,0,0,0.000,김재학,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
11, , , , , , , , ,투유병,1,0,0,0,0.000,최동수,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
12, ,우2, ,2땅, ,우안, ,2땅, ,4,2,1,2,0.500,이종열,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,LG,SK,,,
0,중안,투땅,1땅, ,우비, ,좌홈, , ,5,2,2,2,0.400,조원우,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
1,삼진,삼진, , , , , , , ,2,0,0,0,0.000,이진영,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
2, , , ,4구, ,삼진,좌안, , ,2,1,0,0,0.500,장재중,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
3, , , , , , , , , ,0,0,0,0,0.000,정상호,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
4,좌안, ,유땅,유땅, ,2땅,투유병, , ,5,1,0,0,0.200,브리또,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
5,2땅, ,우2,2유병, ,4구,중비, , ,4,1,0,3,0.250,이호준,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
6,좌안, ,좌중2, ,2땅,좌중홈, ,2땅, ,5,3,4,2,0.600,강혁,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
7,좌2, ,우안, ,4구,4구, ,좌안, ,3,3,2,2,1.000,채종범,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
8,4구, ,유안, ,좌2,좌비, ,삼진, ,4,2,0,0,0.500,송재익,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
9,삼진, , , , , , , , ,1,0,0,0,0.000,강성우,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
10, , ,좌안, ,투희선, ,우안, , ,2,2,2,1,1.000,윤재국,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
11, ,2땅,포파, ,중비, ,중2, , ,4,1,1,1,0.250,최태원,구장 : 인천,"관중 : 11,405",2001.04.05(목),개시 : 14:01,경기시간 : 3:40,SK,LG,,,
0,중비, ,좌안, ,중안,1땅, , ,삼진,5,2,0,0,0.400,타바레스,구장 : 잠실,"관중 : 30,500",2001.04.05(목),개시 : 14:03,경기시간 : 3:10,KIA,두산,,,
1,1땅, ,1땅, ,좌안, , , , ,3,1,0,0,0.333,장일현,구장 : 잠실,"관중 : 30,500",2001.04.05(목),개시 : 14:03,경기시간 : 3:10,KIA,두산,,,
2, , , , , , ,우안, ,유안,2,2,0,1,1.000,김태룡,구장 : 잠실,"관중 : 30,500",2001.04.05(목),개시 : 14:03,경기시간 : 3:10,KIA,두산,,,
3,4구, , ,중비,우비, ,중비, ,고4,3,0,0,0,0.000,장성호,구장 : 잠실,"관중 : 30,500",2001.04.05(목),개시 : 14:03,경기시간 : 3:10,KIA,두산,,,
4,2땅, , ,우비, ,4구,삼진, ,우안,4,1,2,1,0.250,산토스,구장 : 잠실,"관중 : 30,500",2001.04.05(목),개시 : 14:03,경기시간 : 3:10,KIA,두산,,,
5, , , , , , , , , ,0,0,0,0,0.000,이호성,구장 : 잠실,"관중 : 30,500",2001.04.05(목),개시 : 14:03,경기시간 : 3:10,KIA,두산,,,
6, ,삼진, ,좌안, ,3안,삼진, ,유비,5,2,0,1,0.400,신동주,구장 : 잠실,"관중 : 30,500",2001.04.05(목),개시 : 14:03,경기시간 : 3:10,KIA,두산,,,
