,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
0,3땅, , ,삼진, ,1파, ,좌중2, ,4,1,1,1,0.250,전준우,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
1,좌비, , ,사구, ,2땅, ,삼진, ,3,0,0,1,0.000,번즈,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
2,유직, , ,3땅, , ,좌직,삼진, ,4,0,0,0,0.000,손아섭,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
3, ,2비, ,중안, , ,중안, ,좌홈,4,3,2,1,0.750,이대호,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
4, ,유비, ,우비, , ,2비, ,유땅,4,0,0,0,0.000,최준석,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
5, ,유땅, , ,삼진, ,삼진, ,좌2,4,1,0,0,0.250,강민호,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
6, , , , , , , , , ,0,0,0,0,0.000,이우민,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
7, , ,삼진, ,투땅, , ,유안,삼진,4,1,0,1,0.250,김문호,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
8, , ,유땅, ,유땅, , , , ,2,0,0,0,0.000,신본기,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
9, , , , , , , ,삼진, ,1,0,0,0,0.000,나경민,구장 : 마산,"관중 : 11,000",2017.03.31(금),개시 : 19:02,경기시간 : 3:17,롯데,NC
