,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14
0,1땅, ,4구, , ,유땅,4구, ,2비,3,0,0,0,0.310,김수연,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
1,삼진, ,투땅, , ,좌홈,좌안, ,좌안,5,3,3,1,0.379,김종석,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
2,중비, ,3땅, , ,삼진,3땅, , ,4,0,0,0,0.267,송지만,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
3, , , , , , , , ,삼진,1,0,0,0,0.083,조경택,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
4, ,우안, ,좌비, ,좌안, ,좌중홈, ,4,3,1,1,0.386,장종훈,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
5, ,투유병, ,투땅, ,좌비, ,유땅, ,4,0,0,0,0.297,데이비스,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
6, ,중안, ,2땅, , ,3땅,사구, ,3,1,0,0,0.306,강석천,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
7, ,4구, , ,유땅, ,4구,우비, ,2,0,0,1,0.182,황우구,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
8, ,유직, , ,유땅, , , , ,2,0,0,0,0.174,이범호,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
9, , , , , , ,삼진,삼진, ,2,0,0,0,0.256,이영우,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
10, , , , , , , , , ,0,0,0,0,0.348,신국환,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
11, , ,삼진, ,3땅, , , , ,2,0,0,0,0.190,강인권,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
12, , , , , , ,4구, , ,0,0,0,1,0.286,조정권,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
13, , , , , , , , ,우비,1,0,0,0,0.138,허준,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,한화,KIA,,,,,,
0,중2,중안, , ,삼진, , , , ,3,2,1,0,0.529,김경언,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
1, , , , , , ,우안, , ,1,1,0,0,0.250,최익성,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
2, , , , , , , , , ,0,0,0,0,0.324,장일현,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
3,1번,2땅, , ,3비, ,중비, , ,4,0,0,0,0.234,타바레스,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
4,1땅, ,우비, ,유땅, ,중비, , ,4,0,0,0,0.226,장성호,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
5,우비, ,3파, , ,투땅, ,우안, ,4,1,0,0,0.313,산토스,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
6, ,중안,삼진, , ,중안, ,중비, ,4,2,0,1,0.295,신동주,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
7, ,3땅, ,삼진, ,2땅, ,우비, ,4,0,0,0,0.300,김태룡,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
8, ,3땅, ,중비, ,1비, , ,유땅,4,0,0,0,0.246,홍세완,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
9, ,3실, ,유안, , ,3땅, ,우비,4,1,0,1,0.338,김상훈,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
10, ,중안, ,우비, , , , , ,2,1,1,0,0.190,정성훈,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
11, , , , , , ,중2, , ,1,1,0,0,0.308,양현석,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
12, , , , , , , , ,삼진,1,0,0,0,0.000,김민철,구장 : 무등,"관중 : 4,738",2001.05.01(화),개시 : 14:01,경기시간 : 2:46,KIA,한화,,,,,,
0,삼진, ,중안, , ,1땅, , ,3실,4,1,0,1,0.306,정수근,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
1,삼진, ,2유병, , ,2땅, , ,좌비,4,0,0,0,0.361,장원진,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
2,3땅, , ,4구, ,삼진, , ,우희비,2,0,1,0,0.316,우즈,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
3, ,우비, ,포파, , ,투땅, ,좌2,4,1,0,0,0.310,김동주,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
4, ,중비, ,좌비, , ,포파, , ,3,0,0,0,0.295,심재학,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
5, , , , , , , , ,1파,1,0,0,0,0.000,문희성,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
6, ,좌안, ,3비, , ,삼진, , ,3,1,0,0,0.303,최훈재,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
7, ,4구, , ,유땅, , ,중비, ,2,0,0,0,0.262,안경현,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
8, , , , , , , , , ,0,0,0,0,0.120,이종민,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
9, ,유땅, , ,유땅, , ,유땅, ,3,0,0,0,0.203,홍성흔,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
10, , , , , , , , , ,0,0,0,0,0.000,이대현,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
11, , ,유비, ,유땅, , ,우비, ,3,0,0,0,0.154,김민호,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,두산,삼성,,,,,,
0,3땅, ,사구, ,유땅, ,4구, , ,2,0,0,1,0.277,박한이,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
1, , , , , , , ,4구, ,0,0,0,1,0.000,장영균,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
2,우비, ,3땅, ,투땅, ,중홈, , ,4,1,2,1,0.404,김종훈,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
3, , , , , , , ,4구, ,0,0,0,0,0.333,강동우,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
4,삼진, ,유땅, , ,우비,투땅,삼진, ,5,0,0,0,0.299,이승엽,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
5, ,우안, ,유땅, ,중홈,삼진,중안, ,5,3,3,1,0.286,마해영,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
6, ,4구, ,좌안, ,삼진, ,중안/ 3땅, ,4,2,0,2,0.314,마르티네,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
7, ,투번, ,좌안, ,우2, ,2땅, ,4,2,0,3,0.291,진갑용,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
8, ,좌홈, ,투안, ,좌2, ,좌2, ,4,4,5,2,0.280,김한수,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
9, ,중안, ,유2병, ,2땅, ,삼진, ,4,1,0,0,0.143,박정환,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
10, ,유2병, , ,3땅, ,중비,중안, ,4,1,2,1,0.200,김승권,구장 : 시민,"관중 : 10,679",2001.05.01(화),개시 : 14:01,경기시간 : 2:49,삼성,두산,,,,,,
0,삼진, ,4구, ,삼진, , , , ,2,0,0,0,0.275,김대익,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
1, , , , , , , ,삼진, ,1,0,0,0,0.000,임재철,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
2,중비, ,2땅, ,2땅, , , , ,3,0,0,0,0.180,박현승,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
3, , , , , , , ,좌비, ,1,0,0,0,0.217,조성환,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
4,2땅, , ,유땅, ,유땅, , , ,3,0,0,0,0.229,김응국,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
5, , , , , , , , ,중안,1,1,0,0,0.200,이동욱,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
6, ,중비, ,4구, ,2땅, , ,삼진,3,0,0,1,0.297,호세,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
7, ,1땅, ,우비, ,삼진, , ,좌비,4,0,0,0,0.298,조경환,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
8, ,좌안, ,좌2, , ,4구, ,중비,3,2,1,0,0.244,얀,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
9, ,좌비, ,투땅, , ,2유병, , ,3,0,0,0,0.295,김민재,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
10, , ,1땅, ,4구, ,유땅, , ,2,0,0,0,0.131,박정태,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
11, , ,3땅, ,좌비, , , , ,2,0,0,0,0.270,최기문,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
12, , , , , , , ,삼진, ,1,0,0,0,0.250,박경진,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,롯데,LG,,,,,,
0,3땅,우안, , ,중비, ,4구, , ,3,1,1,1,0.274,유지현,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
1,중비,4구, , ,좌중2, ,삼진, , ,3,1,0,0,0.292,김재현,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
2,1땅,우안, , ,삼진, ,2유병, , ,4,1,1,0,0.340,이병규,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
3, ,좌홈,우비, ,4구, , ,유직, ,3,1,1,1,0.264,로마이어,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
4, , , , , , , , , ,0,0,0,0,0.318,강민규,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
5, ,1파,중비, , , , , , ,2,0,0,0,0.143,최동수,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
6, , , , ,삼진, , ,좌비, ,2,0,0,0,0.125,허문회,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
7, ,사구,좌안, , ,유땅, ,중비, ,3,1,0,1,0.313,조인성,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
8, ,중2, ,삼진, ,1땅, , , ,3,1,1,1,0.208,서용빈,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
9, ,삼진, ,유땅, ,좌안, , , ,3,1,0,0,0.333,권용관,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
10, ,우중2, ,우안, ,중비, , , ,3,2,1,1,0.222,손지환,구장 : 잠실,"관중 : 19,187",2001.05.01(화),개시 : 14:01,경기시간 : 2:43,LG,롯데,,,,,,
0,좌비, ,중비, , ,삼진, ,우중2, ,4,1,0,1,0.418,채종범,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
1,좌파, ,유2병, , ,1번, ,투땅, ,4,0,0,0,0.238,윤재국,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
2,4구, , ,삼진, ,2비, ,좌비, ,3,0,0,0,0.333,브리또,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
3,중안, , ,중비, , ,우홈, , ,3,2,1,1,0.297,강혁,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
4, , , , , , , ,우안, ,1,1,1,0,0.238,조원우,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
5, , , , , , , , , ,0,0,0,0,0.500,박계원,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
6,중비, , ,우비, , ,유안,중비, ,4,1,0,0,0.211,김경기,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
7, ,2땅, , ,삼진, ,2땅, ,투땅,4,0,0,0,0.217,이진영,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
8, ,2비, , ,좌2, ,삼진, ,1비,4,1,0,0,0.231,손차훈,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
9, ,좌비, , ,유땅, , , , ,2,0,0,0,0.197,최태원,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
10, , , , , , ,4구, ,좌비,1,0,0,0,0.167,안재만,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
11, , ,우안, , , , , , ,1,1,0,0,0.138,강성우,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
12, , , , ,삼진, ,삼진, , ,2,0,0,0,0.220,양용모,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,SK,현대,,,,,,
0,좌안,우안, ,좌안, , ,좌비, , ,4,3,0,1,0.284,전준호,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
1, , , , , , , ,4구, ,0,0,0,0,0.391,이명수,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
2, , , , , , , , , ,0,0,0,1,0.208,김인호,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
3,4구,우비, ,1직, , ,4구,우2, ,3,1,3,2,0.188,박종호,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
4,4구, ,좌중안, ,우비, ,유땅,중안, ,4,2,1,2,0.256,박재홍,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
5,좌비, ,1땅, ,1파, ,중비,우안, ,5,1,0,1,0.283,필립스,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
6,좌중홈, ,4구, ,중비, , ,중안/ 중홈, ,4,3,7,2,0.295,박경완,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
7, , , , , , , , , ,0,0,0,0,0.000,장광호,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
8,3땅, ,포비, , ,좌중안, ,우2, ,4,2,0,1,0.333,이숭용,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
9, , , , , , , ,우중안, ,1,1,0,0,0.455,전근표,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
10,우중안, ,삼진, , ,유2병, ,고4/ 3땅, ,4,1,0,1,0.181,심정수,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
11,삼진, , ,삼진, ,삼진, ,1땅, ,4,0,0,0,0.220,퀸란,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
12, , , , , , , , , ,0,0,0,0,0.200,채종국,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
13, ,우비, ,2비, , ,좌안,유땅, ,4,1,1,1,0.231,박진만,구장 : 수원,"관중 : 2,766",2001.05.01(화),개시 : 14:01,경기시간 : 2:56,현대,SK,,,,,,
0,좌파, ,우중2, ,4구, ,유비, ,중안,4,2,0,0,0.320,김수연,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
1,삼진, ,4구, ,유병, ,삼진, ,4구,3,0,0,0,0.367,김종석,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
2,4구, ,4구, ,2땅, ,삼진, , ,2,0,0,0,0.244,이영우,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
3, , , , , , , , ,유2병,1,0,0,0,0.333,신국환,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
4,좌비, ,3파, , ,중안, ,좌2, ,4,2,0,0,0.391,장종훈,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,박정진,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
6, ,중비, ,3땅, ,3땅, ,삼진, ,4,0,0,0,0.282,데이비스,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
7, ,1땅, ,투직, ,2땅, ,삼진, ,4,0,0,0,0.292,강석천,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
8, , , , , , , , , ,0,0,0,0,0.000,백재호,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
9, ,삼진, ,우안, ,우비, , , ,3,1,0,0,0.188,황우구,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
10, , , , , , , ,4구, ,0,0,0,0,0.267,송지만,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
11, , , , , , , , , ,0,0,0,0,0.138,허준,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
12, , ,삼진,투안, ,유비, ,삼진, ,4,1,0,0,0.180,이범호,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
13, , ,3땅, , , , , , ,1,0,0,0,0.186,강인권,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
14, , , ,중비, , , , , ,1,0,0,0,0.267,조정권,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
15, , , , , , ,중안, ,삼진,2,1,0,0,0.500,김영진,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,한화,KIA,,,,,,
0,유땅, ,중안,포안,포파, , ,4구, ,4,2,0,2,0.247,타바레스,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
1,투땅, ,좌2,우중3, ,중비, ,3실, ,5,2,2,1,0.206,정성훈,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
2,삼진, ,좌2,1땅, ,1땅, ,투땅, ,5,1,1,1,0.225,장성호,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
3, ,3땅,4구, ,중홈,중안, , , ,3,2,1,1,0.328,산토스,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
4, , , , , , , ,삼진, ,1,0,0,0,0.182,황성기,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
5, ,1비,중안, ,4구,투땅, ,삼진, ,4,1,1,1,0.293,신동주,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
6, ,포비,삼진, ,우안, ,우비, , ,4,1,0,0,0.297,김태룡,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
7, , ,좌홈/ 유땅, ,삼진, ,유땅, , ,4,1,1,1,0.246,홍세완,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
8, , ,중홈,중비,삼진, ,2안, , ,4,2,1,1,0.347,김상훈,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
9, , ,삼진,좌비,4구, , , , ,2,0,0,0,0.474,김경언,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
10, , , , , , ,유비, , ,1,0,0,0,0.200,최익성,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
11, , , , , , , , , ,0,0,0,0,0.308,양현석,구장 : 무등,"관중 : 2,286",2001.05.02(수),개시 : 18:31,경기시간 : 3:06,KIA,한화,,,,,,
0,중비,2땅, , ,중비, ,좌비, ,유땅,5,0,0,0,0.291,정수근,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
1,중안, ,2땅, ,삼진, ,2유병, , ,4,1,0,0,0.356,장원진,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
2,포파, ,3땅, ,중비, , ,삼진, ,4,0,0,0,0.301,우즈,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
3,4구, ,중비, , ,우비, ,포파, ,3,0,0,0,0.299,김동주,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
4,2땅, , ,4구, ,2실, ,1땅, ,3,0,0,1,0.281,심재학,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
5, ,삼진, ,4구, ,좌2, , ,4구,2,1,1,1,0.270,안경현,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
6, ,우안, ,3병, ,삼진, , ,삼진,4,1,0,0,0.205,홍성흔,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
7, ,우비, ,우비, ,우비, , , ,3,0,0,0,0.152,홍원기,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
8, , , , , , , , ,4구,0,0,0,0,0.303,최훈재,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
9, , , , , , , , , ,0,0,0,0,0.292,전상렬,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
10, ,우안, , ,중안, ,중안, ,우희비,3,3,1,0,0.214,김민호,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,두산,삼성,,,,,,
0,2땅, ,4구,삼진, ,투땅, , , ,3,0,0,0,0.265,박한이,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,삼성,두산,,,,,,
1,우안, ,좌안, ,좌2, ,투땅, , ,4,3,0,0,0.426,김종훈,구장 : 시민,"관중 : 7,024",2001.05.02(수),개시 : 18:30,경기시간 : 3:12,삼성,두산,,,,,,
