,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14
2,삼진, ,중안, ,삼진, ,4구, , ,3,1,0,0,0.252,박재홍,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
3,삼진, ,우안, ,중안, ,삼진, , ,4,2,2,0,0.283,필립스,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
4,유땅, ,삼진, ,우비, , ,3안, ,4,1,0,0,0.282,박경완,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,장광호,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
6, ,우비, ,우안, ,투땅, ,1유병, ,4,1,0,0,0.313,이숭용,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
7, ,2땅, ,유2병, ,유땅, ,3비, ,4,0,0,0,0.200,심정수,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
8, ,삼진, ,유땅, ,삼진, , ,좌2,4,1,0,0,0.246,퀸란,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
9, , , , , , , , , ,0,0,0,0,0.200,채종국,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
10, , ,중비, ,4구, ,좌비, ,4구,2,0,0,1,0.296,박진만,구장 : 수원,"관중 : 1,187",2001.05.08(화),개시 : 18:31,경기시간 : 3:26,현대,LG,,,,,,
0,삼진, ,우안,2땅, ,투땅, ,삼진, ,5,1,1,1,0.377,채종범,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
1,유땅, ,우중홈,1땅, ,중안, ,중비, ,5,2,2,1,0.269,윤재국,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
2,삼진, ,4구, ,중홈,4구, ,좌2, ,3,2,1,2,0.324,브리또,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
3, ,좌비,포파, ,중안,1땅, , ,2실,5,1,0,1,0.341,에레라,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
4, ,4구,우홈, ,4구,고4, , ,4구,1,1,2,3,0.294,강혁,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
5, ,우비,중비, ,좌홈,삼진, , ,투희번,4,1,2,1,0.163,안재만,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
6, ,우2, ,중안,유땅, ,1땅, ,중안,5,3,1,1,0.233,이진영,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
7, ,1파, ,3희번,우안, ,중비, ,우안,4,2,1,0,0.234,최태원,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
8, , ,삼진,중안,우비, ,삼진, ,유2병,5,1,0,0,0.152,강성우,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,SK,롯데,,,,,,
0,중비, ,유땅, ,투땅, ,3안, ,중비,5,1,0,0,0.226,박현승,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
1,좌비, , ,1땅,2땅, ,삼진, ,우안,5,1,0,1,0.324,이계성,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
2,삼진, , ,중안,중2, ,중비, ,중홈,5,3,3,2,0.246,김응국,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
3, ,2땅, ,중홈,4구, , ,좌비,1땅,4,1,2,1,0.318,호세,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
4, ,2땅, ,사구,중비, , ,삼진, ,3,0,0,1,0.333,조경환,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
5, ,유땅, ,4구, ,3땅, , , ,2,0,0,1,0.181,박정태,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
6, , , , , , , ,1땅, ,1,0,0,0,0.083,신명철,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
7, , ,중홈,좌안, ,2땅, , ,우2,4,3,2,2,0.286,김대익,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
8, , ,삼진,좌희비, , , , , ,1,0,1,0,0.275,최기문,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
9, , , , , ,1비, , ,우안,2,1,0,0,0.308,박경진,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
10, , ,삼진,유땅, , ,3땅, , ,3,0,0,0,0.271,김민재,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
11, , , , , , , , ,유땅,1,0,1,1,0.286,조성환,구장 : 마산,"관중 : 1,357",2001.05.09(수),개시 : 15:01,경기시간 : 3:08,롯데,SK,,,,,,
0,투땅, ,2땅, , ,1직, ,1비, ,4,0,0,0,0.364,채종범,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
1, , , , , , , , ,유땅,1,0,0,0,0.216,김경기,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
2, , , , , , , , , ,0,0,0,0,0.000,박준서,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
3, , , , , , , , , ,0,0,0,0,0.000,조규제,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
4,4구, , ,삼진, ,중안, ,4구,2땅,3,1,0,1,0.273,윤재국,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
5,2비, , ,삼진, ,4구, ,좌중홈,1파,4,1,2,1,0.321,브리또,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
6,유땅, , ,좌안, ,유직, ,좌비, ,5,1,0,0,0.333,에레라,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데,유땅,,,,,
7, ,우안, ,2땅, , ,유땅, ,우2,5,2,0,1,0.298,강혁,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데,3파,,,,,
8, ,삼진, , ,우비, ,3안, ,좌안,5,3,0,1,0.208,안재만,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데,좌안,,,,,
9, ,유2병, , ,투땅, ,2땅, ,좌안,4,1,1,0,0.234,이진영,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데,고4,,,,,
10, , ,2땅, ,3땅, , , , ,2,0,0,0,0.228,최태원,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
11, , , , , , ,2비, ,1안,3,1,1,0,0.239,손차훈,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데,삼진,,,,,
12, , ,삼진, , ,투땅, , , ,2,0,0,0,0.200,양용모,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
13, , , , , , , ,유땅, ,1,0,0,0,0.000,정상호,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
14, , , , , , , , ,3땅,1,0,0,0,0.149,강성우,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,SK,롯데, ,,,,,
0,우안,유땅, , ,좌안,좌안, ,1파, ,5,3,0,1,0.247,박현승,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK,4구,,,,,
1,3유병, ,유비, ,투희선,1땅, ,삼진, ,4,0,0,1,0.276,김대익,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK, ,,,,,
2, , , , , , , , , ,1,0,0,0,0.286,박경진,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK,삼진,,,,,
3,좌안, ,삼진, ,4구,삼진, , ,삼진,4,1,0,1,0.281,얀,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK, ,,,,,
4,4구, ,4구, ,우2, ,2땅, ,삼진,3,1,2,0,0.318,호세,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK, ,,,,,
5,삼진, ,좌비, ,삼진, , , , ,3,0,0,0,0.324,조경환,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK, ,,,,,
6, , , , , , ,좌안, ,2땅,2,1,0,0,0.254,김응국,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK, ,,,,,
7, ,중비, ,좌안,고4, ,3땅, , ,3,1,0,1,0.186,박정태,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK, ,,,,,
8, , , , , , , , , ,1,1,0,0,0.278,김민재,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK,우안,,,,,
9, ,4구, ,3안,우희비, ,2땅, , ,2,1,1,0,0.176,임재철,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK,1희번,,,,,
10, ,좌비, ,유2병,삼진, , ,4구, ,3,0,0,0,0.265,최기문,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK,고4,,,,,
11, ,4구, ,투땅, ,3땅, ,투희번, ,3,0,0,0,0.258,조성환,구장 : 마산,"관중 : 3,109",2001.05.09(수),개시 : 18:32,경기시간 : 4:04,롯데,SK,삼진,,,,,
0,중비, ,우2, ,중비, ,삼진, ,좌비,5,1,1,0,0.271,박한이,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
1,3땅, ,중비, ,좌비, , , , ,3,0,0,0,0.378,김종훈,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
2, , , , , , ,삼진, , ,1,0,0,0,0.000,장영균,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
3,2땅, ,유비, , ,2비, ,중홈, ,4,1,1,1,0.310,이승엽,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
4, ,4구, ,우안, ,2땅, ,2땅, ,3,1,0,0,0.291,마해영,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
5, ,우비, ,우비, , , , , ,2,0,0,0,0.292,마르티네,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
6, , , , , ,좌2, ,중비, ,2,1,0,0,0.290,김승권,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
7, ,유땅, ,중비, ,3땅, , , ,3,0,0,0,0.315,진갑용,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
8, , , , , , , ,우2, ,1,1,0,0,0.250,김동수,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
9, ,중비, ,사구, , ,좌안,우비, ,3,1,0,0,0.278,김한수,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
10, , ,우중2,3땅, , ,중비, ,우비,4,1,0,0,0.289,박정환,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
11, , ,투땅, , , , , , ,1,0,0,1,0.208,김수관,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
12, , , , ,2땅, ,2안, ,중비,3,1,0,0,0.300,강동우,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,삼성,KIA,,,,,,
0,중안, ,중안,2비, ,좌비, ,3안, ,5,3,0,1,0.271,정성훈,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
1,4구, ,사구,1비, , ,투땅,유땅, ,3,0,0,1,0.308,양현석,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
2,2유병, ,4구,유땅, , ,우중2, , ,3,1,1,1,0.252,장성호,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
3,좌비, ,사구, ,삼진, ,2땅, , ,3,0,1,1,0.348,산토스,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
4, ,3땅,좌2, ,우비, ,삼진, , ,4,1,2,1,0.276,신동주,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
5, ,유땅,사구, ,4구, , ,중홈, ,2,1,1,2,0.214,김창희,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
6, ,유땅,좌희비, ,2땅, , ,중비, ,3,0,1,0,0.253,홍세완,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
7, , ,중안/ 중안, , ,중비, ,3땅, ,4,2,2,1,0.347,김상훈,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
8, , ,삼진/ 1땅, , ,1파, , , ,3,0,0,0,0.200,김종국,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
9, , , , , , , ,좌안, ,1,1,0,0,0.300,장일현,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
10, , , , , , , , , ,0,0,0,0,0.262,김태룡,구장 : 무등,"관중 : 5,952",2001.05.09(수),개시 : 18:31,경기시간 : 2:44,KIA,삼성,,,,,,
0,1땅, ,투실, ,삼진, ,삼진, ,좌안,5,1,0,1,0.301,김수연,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
1,삼진, ,좌중안, ,좌중안, ,삼진, ,2땅,5,2,1,2,0.345,김종석,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
2,4구, ,삼진, ,좌중2, ,4구, ,좌중안,3,2,2,0,0.314,데이비스,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
3,우비, ,좌홈, ,4구, ,삼진, , ,3,1,3,1,0.278,송지만,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
4, ,중비,삼진, , , , , , ,2,0,0,0,0.262,이영우,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
5, , , , ,2직, , ,삼진, ,2,0,0,0,0.380,장종훈,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
6, ,중비, ,좌중안, ,삼진, ,투땅, ,4,1,0,0,0.286,강석천,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
7, ,삼진, ,1희번, ,2땅, ,우비, ,3,0,0,0,0.188,황우구,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
8, , ,삼진,삼진, ,2안, , , ,3,1,0,0,0.175,이범호,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
9, , , , , , , , , ,0,0,0,0,0.316,조정권,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
10, , , , , , , , ,3땅,1,0,0,0,0.276,신국환,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
11, , ,좌안, , , , , , ,1,1,0,0,0.191,강인권,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
12, , , , , , , , , ,0,0,0,1,0.000,방진호,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
13, , , ,삼진, , , , , ,1,0,0,0,0.200,김영진,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
14, , , , , ,2땅, , , ,1,0,0,0,0.077,조경택,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
15, , , , , , , , ,투안,1,1,0,1,0.242,허준,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,한화,두산,,,,,,
0,삼진,중안, ,우비, , ,4구,4구, ,3,1,1,2,0.290,정수근,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
1,3파,삼진, ,3땅, , ,우중안,좌안, ,5,2,0,2,0.346,장원진,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
2, , , , , , , , , ,0,0,0,0,0.304,심재학,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
3,4구, ,유땅, , , , , , ,1,0,0,0,0.308,우즈,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
4, , , , ,2비, ,사구,우2, ,2,1,2,0,0.194,홍원기,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
5,2비, ,중비, ,삼진, ,포파,2땅, ,5,0,0,0,0.217,니일,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
6, ,유땅,삼진, ,중안, ,좌안, , ,4,2,2,0,0.278,김동주,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
7, , , , , , , , , ,0,0,0,0,0.143,이종민,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
8, ,좌홈, ,우안,중비, ,중비, , ,4,2,1,1,0.274,안경현,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
9, ,좌2, ,4구, ,포땅,1비, , ,3,1,0,1,0.276,홍성흔,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
10, ,투땅, ,투안, ,투땅, ,투땅, ,4,1,0,0,0.286,전상렬,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
11, ,좌2, ,중비, ,우비, ,2비, ,4,1,1,1,0.258,김민호,구장 : 잠실,"관중 : 6,189",2001.05.09(수),개시 : 18:30,경기시간 : 3:30,두산,한화,,,,,,
0,삼진, ,중안,삼진, ,2땅, , ,2비,5,1,0,1,0.239,유지현,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
1,4구, ,중비,유땅, ,1땅, , ,삼진,4,0,0,0,0.277,김재현,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
2,삼진, ,좌2, ,유비, ,좌비, ,유직,5,1,1,1,0.314,이병규,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
3, ,중안,좌홈, ,중비, ,3땅, , ,4,2,2,1,0.293,로마이어,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
4, ,중비,좌안, ,우중홈, ,유땅, , ,4,2,1,1,0.303,양준혁,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
5, ,3파,우안, ,삼진, , ,중안, ,4,2,0,0,0.250,서용빈,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
6, ,좌안,삼진, , ,삼진, ,삼진, ,4,1,0,0,0.306,권용관,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
7, ,4구, ,4구, , , , , ,0,0,0,0,0.125,김정민,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
8, , , , , ,4구, , , ,0,0,0,0,0.000,정현택,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
9, , , , , , , ,좌2, ,1,1,0,0,0.353,손지환,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
10, ,2땅, ,3희번, , , , , ,1,0,0,0,0.139,이종열,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
11, , , , , ,4구, , , ,0,0,0,0,0.233,최동수,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
12, , , , , , , ,삼진, ,1,0,0,0,0.306,조인성,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,LG,현대,,,,,,
0,4구,4구, ,중비, ,중비, ,포땅, ,3,0,0,2,0.310,전준호,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
1,우안,유안, , ,중안, ,좌비,좌안, ,5,4,1,1,0.209,박종호,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
2,삼진,2비, , ,중안, ,우2,좌안, ,5,3,1,1,0.269,박재홍,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
3,3비, ,3땅, ,좌안, ,2땅, , ,4,1,2,0,0.310,이숭용,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
4, , , , , , , ,삼진, ,1,0,0,0,0.172,김인호,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
5,중비, ,4구, ,2유병, ,유땅, , ,3,0,0,0,0.323,이명수,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
6, ,4구,3땅, ,2땅, , ,좌안, ,3,1,0,2,0.204,심정수,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
7, ,유직, ,좌홈, ,유땅, ,3희번, ,3,1,1,1,0.283,박경완,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
8, ,삼진, ,중안, ,좌비, ,4구, ,3,1,0,0,0.250,퀸란,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
9, , , , , , , , , ,0,0,0,0,0.200,채종국,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
10, ,좌안, ,삼진, ,우안, ,우중2, ,4,3,2,1,0.314,박진만,구장 : 수원,"관중 : 1,539",2001.05.09(수),개시 : 18:31,경기시간 : 3:24,현대,LG,,,,,,
0,3땅, ,3땅, , ,유안, ,2비, ,4,1,0,0,0.360,채종범,구장 : 마산,"관중 : 3,140",2001.05.10(목),개시 : 18:31,경기시간 : 2:51,SK,롯데,,,,,,
1,2땅, , ,유땅, ,투희번, ,1땅, ,3,0,0,0,0.259,윤재국,구장 : 마산,"관중 : 3,140",2001.05.10(목),개시 : 18:31,경기시간 : 2:51,SK,롯데,,,,,,
2,좌비, , ,유비, ,4구, , ,우안,3,1,0,0,0.321,브리또,구장 : 마산,"관중 : 3,140",2001.05.10(목),개시 : 18:31,경기시간 : 2:51,SK,롯데,,,,,,
3, ,중안, ,1땅, ,2땅, , ,유땅,4,1,0,0,0.330,에레라,구장 : 마산,"관중 : 3,140",2001.05.10(목),개시 : 18:31,경기시간 : 2:51,SK,롯데,,,,,,
4, ,삼진, , ,우안,투땅, , ,중비,4,1,0,1,0.297,강혁,구장 : 마산,"관중 : 3,140",2001.05.10(목),개시 : 18:31,경기시간 : 2:51,SK,롯데,,,,,,
5, ,2병, , ,3희번, ,사구, ,사구,1,0,0,0,0.204,안재만,구장 : 마산,"관중 : 3,140",2001.05.10(목),개시 : 18:31,경기시간 : 2:51,SK,롯데,,,,,,
6, , ,유땅, ,중2, ,중비, , ,3,1,1,0,0.238,이진영,구장 : 마산,"관중 : 3,140",2001.05.10(목),개시 : 18:31,경기시간 : 2:51,SK,롯데,,,,,,
