,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
0,좌안, ,1직,1땅, , ,좌비, , ,4,1,0,0,0.239,장성호,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
1, , , , , , , ,삼진, ,1,0,0,0,0.278,최익성,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
2,3직, , ,좌안,좌비, ,유땅, ,2땅,5,1,0,1,0.280,장일현,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
3,4구, , ,2땅,2땅, ,삼진, ,유땅,4,0,0,0,0.272,홍세완,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
4,유땅, , ,4구,삼진, , ,좌중2, ,3,1,0,1,0.356,산토스,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
5, , , , , , , , , ,0,0,0,0,0.250,김민철,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
6, , , , , , , , ,1비,1,0,0,0,0.143,황성기,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
7, ,삼진, ,4구, ,삼진, ,2땅, ,3,0,0,1,0.200,이동수,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
8, ,우비, ,중희비, ,4구, ,우중2, ,2,1,1,1,0.283,신동주,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
9, ,2땅, ,중안, ,3비, , , ,3,1,1,0,0.279,정성훈,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
10, , , , , , , ,4구, ,0,0,0,0,0.250,정영규,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
11, , , , , , , , , ,0,0,0,0,0.248,김태룡,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
12, , ,삼진,투안, ,삼진, ,우안, ,4,2,1,0,0.313,김상훈,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
13, , ,우비,4구, , ,우2,4구, ,2,1,1,0,0.250,김종국,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,KIA,SK,,
0,유땅, ,2비, , ,삼진, , , ,3,0,0,0,0.265,조원우,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
1, , , , , , , ,1직, ,1,0,0,0,0.305,윤재국,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
2,2땅, , ,유땅, ,1땅, ,2땅, ,4,0,0,0,0.254,이진영,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
3,유땅, , ,투땅, , ,유땅, ,우비,4,0,0,0,0.321,채종범,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
4, ,3땅, ,투안, , ,좌중홈, ,중비,4,2,1,1,0.333,브리또,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
5, ,1실, ,삼진, , ,좌비, ,삼진,4,0,0,0,0.272,강혁,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
6, ,유비, , ,삼진, ,중안, , ,3,1,0,1,0.209,안재만,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
7, ,2땅, , ,2땅, ,우홈, , ,3,1,2,1,0.291,양현석,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
8, , ,삼진, ,삼진, , , , ,2,0,0,0,0.385,정상호,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
9, , , , , , ,유땅, , ,1,0,0,0,0.156,강성우,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
10, , ,1파, , ,1땅, ,중안, ,3,1,0,0,0.237,최태원,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
11, , , , , , , , , ,0,0,0,0,0.333,박계원,구장 : 인천,관중 : 780,2001.06.01(금),개시 : 18:30,경기시간 : 2:59,SK,KIA,,
0,삼진, ,중비, , ,삼진, , ,2땅,4,0,0,0,0.305,전준호,구장 : 잠실,"관중 : 3,149",2001.06.01(금),개시 : 18:30,경기시간 : 2:39,현대,두산,,
1,중안, , ,우비, , ,좌홈, ,삼진,4,2,1,1,0.266,박진만,구장 : 잠실,"관중 : 3,149",2001.06.01(금),개시 : 18:30,경기시간 : 2:39,현대,두산,,
2,우비, , ,3땅, , ,좌비, , ,3,0,0,0,0.273,박재홍,구장 : 잠실,"관중 : 3,149",2001.06.01(금),개시 : 18:30,경기시간 : 2:39,현대,두산,,
