,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,중비, ,一땅, , , , , , ,2,0,0,0,0.238,전준호,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
1, , , ,좌비, ,二땅, , , ,2,0,0,0,0.250,최익성,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
2, , , , , , , , ,二땅,1,0,0,0,0.190,강병식,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
3,三땅, ,4구,우비, , ,三파, , ,3,0,0,1,0.221,박종호,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
4,삼진, ,4구, ,중비, ,삼진, , ,3,0,0,1,0.216,프랭클린,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
5, ,4구,4구, ,4구, ,투땅, , ,1,0,0,1,0.364,심정수,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
6, ,삼진,4구, ,一땅, , ,二땅, ,3,0,1,0,0.282,이숭용,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
7, ,유안,좌2, ,고4, , ,삼진, ,3,2,2,0,0.333,김동수,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
8, ,삼진,삼진, ,투땅, , ,삼진, ,4,0,0,0,0.250,전근표,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
9, ,좌비, ,좌안, ,좌비, , ,一파,4,1,0,0,0.214,박진만,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
10, , ,우비,투희번, ,우비, , , ,2,0,0,0,0.235,채종국,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
11, , , , , , , , ,一땅,1,0,0,0,0.308,조재호,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,현대,삼성,,,
0,三땅,삼진, ,4구, ,二땅, ,삼진, ,4,0,0,0,0.304,강동우,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
1,투땅,三땅, ,유땅, , ,二비,좌비, ,5,0,0,0,0.228,브리또,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
2,4구, ,一땅, ,二땅, ,투땅, , ,3,0,0,0,0.221,이승엽,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
3,우비, ,우비, ,유땅, ,우중2, , ,4,1,0,0,0.350,마해영,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
4, ,사구,좌비, ,우2, ,二땅, , ,3,1,0,1,0.382,양준혁,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
5, ,좌2, ,삼진,一파, , ,좌2, ,4,2,0,2,0.280,김한수,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
6, ,우안, ,투땅, ,투번, ,포희실, ,3,1,2,1,0.260,박한이,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
7, ,우홈, ,4구, ,우비, ,二비, ,3,1,2,1,0.233,진갑용,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
8, ,삼진, ,좌안, ,4구, , , ,2,1,0,0,0.154,고지행,구장 : 시민,"관중 : 3,287",2003.05.01(목),개시 : 14:00,경기시간 : 2:56,삼성,현대,,,
