,0,1,2,3,4,5,6,7,8,9,10,11,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
0,좌안, ,4구, ,중안, ,2병, ,삼진, , ,유땅,5,2,0,1,0.284,강동우,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
1,중비, ,삼진, ,4구, ,중비, , ,2땅, , ,4,0,0,0,0.289,연경흠,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
2,4구, ,4구, ,삼진, , ,투땅, ,삼진, , ,3,0,0,1,0.295,디아즈,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
3,1비, ,우안, ,삼진, , ,좌홈, ,삼진, , ,5,2,2,1,0.310,김태완,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
4,삼진, ,1땅, ,삼진, , ,좌중2, , ,2땅, ,5,1,1,0,0.294,이범호,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
5, ,삼진,중비, , ,좌비, , , , , , ,3,0,0,0,0.500,이도형,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
6, , , , , , , ,삼진, , ,좌비, ,2,0,0,0,0.235,추승우,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
7, ,2땅, ,삼진, ,삼진, ,삼진, , ,삼진, ,5,0,0,0,0.200,신경현,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
8, ,삼진, ,3땅, ,삼진, , ,삼진, , ,3땅,5,0,0,0,0.216,송광민,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
9, , ,좌홈,3땅, , ,중안, ,2땅, , ,우비,5,2,1,1,0.500,이여상,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,한화,KIA
0,유땅,좌안, , ,우비,삼진, , ,2땅, ,4구, ,5,1,0,0,0.329,김원섭,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
1,좌안,유병, , ,중비, ,우비, ,4구, , , ,4,1,0,1,0.314,장성호,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
2, , , , , , , , , , ,삼진, ,1,0,0,0,0.667,최용규,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
3,4구, ,유땅, ,삼진, ,1비, ,좌안, ,중안, ,5,2,0,0,0.228,나지완,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
4,삼진, ,1땅, , ,우중홈,4구, ,고4, , ,4구,3,1,1,1,0.322,최희섭,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
5, , , , , , , , , , , , ,0,0,0,0,0.182,신종길,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
6,중안, ,우비, , ,중비,삼진, , , , , ,4,1,1,0,0.326,김상현,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
7, , , , , , , , ,우비, , ,투땅,2,0,0,0,0.167,박기남,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
8, , , , , , , , , , , , ,0,0,0,0,0.192,김선빈,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
9,4구, , ,좌중2, ,유땅, ,삼진, ,삼진, ,1비,5,1,0,0,0.253,이종범,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
10,삼진, , ,1직, ,좌안, ,우안, ,유땅, , ,5,2,0,1,0.256,안치홍,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
11, ,우비, ,중안, ,우중안, ,4구, ,삼진, , ,4,2,1,1,0.203,김상훈,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
12, ,4구, ,삼진, ,좌2, ,3땅, , ,삼진, ,4,1,1,0,0.202,이현곤,구장 : 군산,"관중 : 11,000",2009.05.01(금),개시 : 18:30,경기시간 : 4:40,KIA,한화
0,중비, ,2병, , ,유땅, ,삼진, ,,,,4,0,0,0,0.375,황재균,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
1,우비, ,4구, , ,우비, , , ,,,,2,0,0,0,0.200,김일경,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
2, , , , , , , , ,4구,,,,0,0,0,1,0.214,이숭용,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
3,중비, , ,삼진, , ,중안, ,4구,,,,3,1,0,1,0.253,이택근,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
4, ,중비, ,삼진, , ,3땅, ,중안,,,,4,1,1,1,0.286,브룸바,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
5, ,2땅, ,좌중안, , ,투실, ,4구,,,,3,1,0,0,0.274,클락,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
6, ,삼진, , ,중비, ,2직, ,4구,,,,3,0,1,0,0.203,송지만,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
7, , ,좌중홈, ,투땅, ,중비, ,사구,,,,3,1,2,1,0.238,장영석,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
8, , , , , , , , , ,,,,0,0,0,0,0.350,김민우,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
9, , ,좌중2, ,삼진, , , , ,,,,2,1,0,1,0.273,허준,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
10, , , , , , , ,유실,투포병,,,,2,0,0,0,0.309,강귀태,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
11, , ,투안, , ,삼진, ,투유병,1땅,,,,4,1,0,0,0.167,강정호,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,,LG
0,우홈, ,중안,4구, ,투땅, ,우3, ,,,,4,3,1,3,0.481,박용택,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
1, , , , , , , , , ,,,,0,0,0,0,0.250,박용근,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
2,중안, ,삼진,1땅, ,좌안, , , ,,,,4,2,0,1,0.275,이대형,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
3, , , , , , , ,좌안, ,,,,1,1,1,0,0.229,안치용,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
4,좌비, ,중안, ,삼진,우비, , , ,,,,4,1,0,1,0.284,정성훈,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
5, , , , , , , ,우중안, ,,,,1,1,0,0,0.254,조인성,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
6, , , , , , , , , ,,,,0,0,0,0,0.000,김태완,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
7,4구, ,2땅, ,4구,중2, ,중비, ,,,,3,1,1,2,0.391,페타지니,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
8, , , , , , , , , ,,,,0,0,0,0,0.000,최동환,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
9, , , , , , , , , ,,,,0,0,0,0,0.000,류택현,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
10, , , , , , , , , ,,,,0,0,0,0,0.000,우규민,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
11,유땅, ,중안, ,4구,좌안, ,유2병, ,,,,4,2,3,1,0.290,최동수,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
12,좌비, ,삼진, ,중홈,삼진, , , ,,,,4,1,3,1,0.318,이진영,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
13, , , , , , , , , ,,,,0,0,0,0,0.000,오태근,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
14, ,삼진, ,좌안,3땅, ,우비, , ,,,,4,1,0,0,0.190,박경수,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
15, ,3땅, ,투희번,좌안, ,좌안, , ,,,,3,2,0,0,0.357,김정민,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
16, ,유땅, ,삼진,좌비, ,32병, , ,,,,4,0,0,0,0.230,권용관,구장 : 잠실,"관중 : 14,087",2009.05.01(금),개시 : 18:29,경기시간 : 3:21,LG,
0,삼진, ,2안, ,삼진, ,1땅, , ,,,,4,1,0,0,0.250,우동균,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
1,좌중안, ,우비, ,유땅, , ,4구, ,,,,3,1,0,0,0.236,강봉규,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
2, , , , , , , , , ,,,,0,0,0,0,0.222,신명철,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
3,투땅, ,중안, ,투땅, , ,2병, ,,,,4,1,0,0,0.250,박한이,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
4,4구, ,투땅, , ,삼진, ,좌비, ,,,,3,0,0,0,0.294,최형우,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
5,삼진, ,3땅, , ,우2, , ,1땅,,,,4,1,0,0,0.320,진갑용,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
6, ,삼진, ,우2, ,3땅, , ,우안,,,,4,2,0,0,0.224,채태인,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
7, , , , , , , , , ,,,,0,0,0,0,0.000,손주인,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
8, ,중안, ,유직, ,3땅, , ,삼진,,,,4,1,0,0,0.284,박진만,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
9, ,중비, ,중비, , ,유땅, , ,,,,3,0,0,0,0.228,조동찬,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
10, , , , , , , , ,좌안,,,,1,1,0,0,0.326,김창희,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
11, ,2비, ,3땅, , ,중비, , ,,,,3,0,0,0,0.255,김상수,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
12, , , , , , , , ,삼진,,,,1,0,0,0,0.111,김재걸,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,삼성,SK
0,4구, ,4구, , ,우2,유실, , ,,,,2,1,0,1,0.434,정근우,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
1,투희번, ,4구, , ,1땅,삼진, , ,,,,2,0,0,0,0.304,박재상,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
2,3땅, ,우비, , ,우2, ,우비, ,,,,4,1,1,0,0.253,박재홍,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
3,삼진, , ,좌비, ,4구, ,좌안, ,,,,3,1,0,0,0.324,이호준,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
4, , , , , , , , , ,,,,0,0,0,1,0.500,박정환,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
5, ,3직, ,3땅, ,삼진, ,유땅, ,,,,4,0,0,0,0.227,최정,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
6, ,우비, ,유비, ,우비, ,중2, ,,,,4,1,1,0,0.247,박경완,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
7, ,1땅, , ,1땅, ,삼진,삼진, ,,,,4,0,0,0,0.271,박정권,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
8, , ,투땅, ,유땅, ,유땅, , ,,,,3,0,0,0,0.273,나주환,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
9, , ,우중3, ,3땅, , , , ,,,,2,1,0,0,0.300,모창민,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
10, , , , , , ,4구, , ,,,,0,0,0,0,0.280,김재현,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
11, , , , , , , , , ,,,,0,0,0,0,0.146,조동화,구장 : 문학,"관중 : 17,144",2009.05.01(금),개시 : 18:31,경기시간 : 2:58,SK,삼성
0,유땅, ,1땅,우안, ,투땅, ,1땅, ,,,,5,1,0,0,0.329,이종욱,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
1,우중안, ,유실, , , , , , ,,,,2,1,0,2,0.257,고영민,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
2, , , ,좌비, ,4구, ,4구, ,,,,1,0,0,0,0.143,김재호,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
3,투좌안, ,중안, ,삼진,좌비, ,삼진, ,,,,5,2,1,2,0.418,김현수,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
4, , , , , , , , , ,,,,0,0,0,0,0.000,임태훈,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
5,중홈, ,우안, ,포파, ,유땅, , ,,,,4,2,3,2,0.343,김동주,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
6, , , , , , , , ,우2,,,,1,1,0,0,0.375,유재웅,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
7, , , , , , , , , ,,,,0,0,0,0,0.257,민병헌,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
8,1비, ,우안, ,삼진, ,삼진, ,우안,,,,5,2,1,1,0.400,최준석,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
9,유땅, ,2땅, , ,유안,중비, ,유땅,,,,5,1,1,2,0.277,임재철,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
10, ,3땅,3땅, , ,유실, ,2비,우중2,,,,5,1,2,0,0.268,손시헌,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
11, ,삼진, ,포파, ,투희번, ,중안,삼진,,,,4,1,0,1,0.164,최승환,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
12, , , , , , , , , ,,,,0,0,0,0,0.308,김진수,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
13, ,1땅, ,삼진, , , , , ,,,,2,0,0,0,0.265,오재원,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
14, , , , , ,사구, ,좌중홈,2비,,,,2,1,2,1,0.400,이원석,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,두산,롯데
0,유땅, ,좌중2,좌비, , ,유비, , ,,,,4,1,0,0,0.333,이인구,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
1,1안, ,삼진, ,유땅, ,중비, , ,,,,4,1,0,0,0.297,이승화,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
2,중안, ,삼진, ,1안, ,우비, , ,,,,4,2,0,2,0.323,김주찬,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
3,우2, , ,우중홈,3비, , ,삼진, ,,,,4,2,2,1,0.244,가르시아,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
4,중비, , ,중안,좌홈, , ,삼진, ,,,,4,2,2,2,0.261,이대호,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
5, ,좌안, ,중안,삼진, , ,우비, ,,,,4,2,0,0,0.241,강민호,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
6, ,32병, ,4구, ,삼진, , ,삼진,,,,3,0,0,0,0.370,정보명,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
7, ,3파, ,삼진, ,좌안, , , ,,,,3,1,0,0,0.237,김민성,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
8, , , , , , , , ,2땅,,,,1,0,0,0,0.000,박정준,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
9, , ,3땅,1땅, ,유2병, , , ,,,,3,0,1,0,0.217,박기혁,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
10, , , , , , , , ,삼진,,,,1,0,0,0,0.182,박남섭,구장 : 사직,"관중 : 26,803",2009.05.01(금),개시 : 18:31,경기시간 : 3:21,롯데,두산
0,좌비, ,4구, , ,삼진, ,2직, ,,,,3,0,0,0,0.275,강동우,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
1,삼진, ,좌비, , ,투땅, ,우홈, ,,,,4,1,1,1,0.286,연경흠,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
2,2땅, , ,중비, , ,좌안,좌홈, ,,,,4,2,1,2,0.305,디아즈,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
3, ,삼진, ,우비, , ,좌홈,좌홈, ,,,,4,2,3,2,0.320,김태완,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
4, ,유땅, ,중비, , ,투땅,유땅, ,,,,4,0,0,0,0.281,이범호,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
5, ,삼진, , ,우비, ,중안,삼진, ,,,,4,1,0,0,0.455,이도형,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
6, , ,중안, ,3땅, , , , ,,,,2,1,0,0,0.213,신경현,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
7, , , , , , ,3실, ,삼진,,,,2,0,0,0,0.273,박노민,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
8, , ,유병, ,중비, ,3비, , ,,,,3,0,0,0,0.208,송광민,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
9, , , , , , , , , ,,,,0,0,0,0,0.264,오선진,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
10, , , , , , , , ,삼진,,,,1,0,0,0,0.222,추승우,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
11, , ,우안, , ,우비,3땅, ,삼진,,,,4,1,0,0,0.444,이여상,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,한화,KIA
0,좌2,투번, ,중비, ,4구, ,1땅, ,,,,4,1,0,2,0.326,김원섭,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
1,2땅,중안, ,3안, ,야선, ,유땅, ,,,,5,2,0,1,0.261,이종범,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
2,유실,중비, ,4구, ,2땅, ,유땅, ,,,,4,0,1,2,0.291,장성호,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
3,삼진, ,중안,우안, ,삼진, , , ,,,,4,2,2,0,0.330,최희섭,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
4,4구, ,유병,좌안, ,삼진, , , ,,,,3,1,1,1,0.326,김상현,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
5, , , , , , , , , ,,,,0,0,0,0,0.167,박기남,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
6,4구, ,4구,중비, , ,중비, , ,,,,2,0,0,0,0.222,나지완,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
7,좌안, ,유땅, ,좌비, ,3땅, , ,,,,4,1,2,0,0.205,김상훈,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
8,삼진, , ,3땅,좌중안, ,중비, , ,,,,4,1,0,0,0.256,안치홍,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
9, ,2땅, ,우안,3땅, , ,4구, ,,,,3,1,0,1,0.207,이현곤,구장 : 군산,"관중 : 6,406",2009.05.02(토),개시 : 17:01,경기시간 : 3:02,KIA,한화
0,좌안, ,4구,중안, ,투땅, , ,우2,,,,4,3,0,1,0.278,이택근,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
1,우비, ,삼진,3파, ,3땅, , ,3땅,,,,5,0,0,0,0.355,황재균,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
2,우비, ,좌안, ,우2, ,중안, ,삼진,,,,5,3,0,1,0.292,클락,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
3,중안, ,4구, ,4구, ,삼진, , ,,,,2,1,0,0,0.291,브룸바,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
4,3비, ,삼진, ,3희번, ,중비, , ,,,,3,0,0,0,0.194,이숭용,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
5, ,중비,4구, , , , , , ,,,,1,0,1,0,0.211,오재일,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
6, , , , ,유땅, , ,우안, ,,,,2,1,1,0,0.261,장영석,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
7, ,중비,좌비, ,삼진, , ,32병, ,,,,4,0,0,0,0.159,강정호,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
8, ,4구, ,중비, ,삼진, ,삼진, ,,,,3,0,0,0,0.240,허준,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
9, ,좌중안, ,우비, ,우2, , ,2비,,,,4,2,0,0,0.375,김민우,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,,LG
0,4구, ,우2,좌중안, , , , , ,,,,2,2,0,2,0.517,박용택,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
1, , , , , ,좌안, ,1희번, ,,,,1,1,0,0,0.238,안치용,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
2,좌안, ,투희실,3번, ,좌비, ,4구, ,,,,3,1,0,1,0.276,이대형,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
3,3희번, ,1땅, ,우2, ,1땅,중안, ,,,,4,2,1,0,0.293,정성훈,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
4,1땅, ,중안, ,2땅, ,우홈,4구, ,,,,4,2,3,1,0.397,페타지니,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
5, , , , , , , , , ,,,,0,0,0,0,0.000,김태완,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
6,중비, ,투안, ,2땅, ,우홈,좌비, ,,,,5,2,1,1,0.324,이진영,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
7, , , , , , , , , ,,,,0,0,0,0,0.000,오태근,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
8, ,3땅,유비, ,고4, ,좌2, , ,,,,3,1,0,0,0.292,최동수,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
9, ,유땅,4구, ,삼진, ,2땅, , ,,,,3,0,0,0,0.183,박경수,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
10, ,4구, , , , , , , ,,,,0,0,0,0,0.254,조인성,구장 : 잠실,"관중 : 7,395",2009.05.02(토),개시 : 16:59,경기시간 : 3:50,LG,
