,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,4구, ,중비, ,우안, ,좌비, ,우안,4,2,0,2,0.275,전준호,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
1,유직, ,三땅, ,一땅, ,중비, ,좌안,5,1,1,0,0.284,박종호,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
2,좌홈, ,좌안, ,二땅, , ,중안,三二병,5,3,2,2,0.351,정성훈,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
3,유비, ,유비, ,포파, , ,좌중안,중안,5,2,1,0,0.329,심정수,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
4,二땅, , ,좌비, ,포파, ,유파,우2,5,1,0,0,0.296,이숭용,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
5, ,유안, ,중안, ,좌안, ,좌안,고4,4,4,1,0,0.339,김동수,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
6, ,중비, ,4구, , , , , ,1,0,0,0,0.143,강병식,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
7, , , , , ,투번, , , ,1,0,0,0,0.250,이택근,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
8, , , , , , , ,유실, ,1,0,0,0,0.221,프랭클린,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
9, , , , , , , , , ,0,0,0,0,0.000,마일영,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
10, , , , , , , , ,二땅,1,0,0,0,0.333,김일경,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
11, ,투땅, ,二유병, ,삼진, , , ,3,0,0,0,0.217,강귀태,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
12, , , , , , , ,좌안, ,1,1,0,0,0.280,조재호,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
13, ,포파, , ,좌중2, ,三비,三땅, ,4,1,0,1,0.257,박진만,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,현대,롯데,,,
0,우비, ,삼진, ,중안,중비,三땅, , ,5,1,0,1,0.290,조성환,구장 : 마산,"관중 : 3,064",2003.06.01(일),개시 : 15:01,경기시간 : 3:34,롯데,현대,,,
