,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14,15,16,17
9, ,좌비,32병, , ,삼진, , , ,3,0,0,0,0.214,박진만,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
10, , , , , , , , ,4구,0,0,0,0,0.303,강봉규,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
11, , , , , , , , , ,0,0,0,0,0.269,김동현,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
12, ,우희비, ,유땅, , , , , ,1,0,1,0,0.215,현재윤,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
13, , , , , ,1땅, , , ,1,0,0,0,0.132,허승민,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
14, , , , , , , , ,투유병,1,0,0,0,0.276,진갑용,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
15, ,유땅, ,유땅, , , , , ,2,0,0,0,0.234,김재걸,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
16, , , , , , ,1땅, , ,1,0,0,0,0.179,신명철,구장 : 시민,"관중 : 3,999",2008.09.03(수),개시 : 18:31,경기시간 : 3:20,삼성,KIA,,,,,,,,,
0,삼진, ,유땅, , ,사구, ,좌안, ,6,2,0,0,0.261,추승우,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, ,3안, ,삼진, , ,삼진, , 
1,삼진, , ,삼진, ,포희번, ,2직, ,3,0,0,0,0.195,윤재국,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, , , , , , , , , 
2, , , , , , , , , ,2,0,0,0,0.288,송광민,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, ,1희번, ,삼진, , ,삼진, , 
3,2땅, , ,좌안, ,유비, ,중비, ,7,1,0,0,0.252,클락,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, ,2땅, , ,삼진, , ,, 
4, ,2땅, ,우비, ,좌비, , ,유땅,7,0,0,0,0.322,김태균,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, ,2땅, , ,삼진, , ,, 
5, ,1비, ,삼진, , ,좌안, ,삼진,6,1,0,0,0.291,이범호,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, , ,4구, ,2땅, , ,, 
6, ,1파, , ,우중안, ,좌비, ,유땅,7,1,0,0,0.273,김태완,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, , ,삼진, , ,2땅, , ,우비
7, , ,삼진, ,삼진, ,2땅, , ,4,0,0,0,0.210,한상훈,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산,삼진, , , , , , , , 
8, , , , , , , , , ,1,0,0,0,0.282,이영우,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, , ,유땅, , , , , , 
9, , , , , , , , , ,2,0,0,0,0.165,이여상,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, , , , , ,투땅, , ,삼진
10, , ,좌비, ,삼진, ,삼진, , ,4,0,0,0,0.278,신경현,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산,중비, , , , , , , , 
11, , , , , , , , , ,3,0,0,0,0.219,이희근,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산, , ,삼진, , ,삼진, , ,삼진
12, , ,4구, ,2땅, , ,1땅, ,5,0,0,0,0.245,김민재,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,한화,두산,3땅, , ,우비, , ,삼진, , 
0,삼진, ,좌중안, ,2땅, , ,투번,좌비,7,1,0,0,0.302,이종욱,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, , ,2땅, ,고4, ,우비, ,고4
1,3땅, ,삼진, , ,우비, ,삼진, ,7,1,0,0,0.259,고영민,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화,유땅, ,좌안, ,4구, ,2비, ,4구
2,4구, ,유땅, , ,삼진, ,1실, ,7,0,1,0,0.336,김현수,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화,유땅, ,중비, ,1땅, , ,,4구
3,우안, , ,중안, ,중비, ,4구, ,6,2,0,0,0.307,김동주,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화,4구, , ,2비, ,삼진, ,, 
4,삼진, , ,유땅, , ,중안, , ,3,1,0,0,0.341,홍성흔,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, , , , , , , , , 
5, , , , , , , , , ,0,0,0,0,0.232,오재원,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, , , , , , , , , 
6, , , , , , , ,삼진, ,4,0,0,0,0.177,최승환,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화,2비, , ,우비, ,3땅, ,, 
7, ,우파, ,삼진, , , , , ,2,0,0,0,0.246,최준석,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, , , , , , , , , 
8, , , , , , ,3희번, , ,0,0,0,0,0.293,유재웅,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, , , , , , , , , 
9, , , , , , , , ,삼진,5,1,0,0,0.214,정원석,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, ,2땅, ,삼진, ,좌안, ,, 
10, ,유땅, ,우비, , ,삼진, ,유중2,7,2,0,0,0.208,이대수,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, ,중비, , ,우안,4구, , ,중비
11, ,유땅, , ,우비, ,고4, ,고4,5,0,0,0,0.208,채상병,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, ,중비, , ,투희번,삼진, , ,삼진
12, , ,1직, ,삼진, ,삼진, ,투번,4,0,0,0,0.237,전상렬,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, , ,4구, , , , , , 
13, , , , , , , , , ,2,0,0,1,0.212,이성열,구장 : 잠실,"관중 : 7,273",2008.09.03(수),개시 : 18:31,경기시간 : 5:51,두산,한화, , , , ,포땅, ,1땅, ,4구
0,삼진, ,유병, , ,4구, ,삼진, ,3,0,0,0,0.283,송지만,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
1, , , , , , , , , ,0,0,0,0,0.000,전동수,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
2,유땅, , ,삼진, ,중비, , , ,3,0,0,0,0.333,김남형,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
3, , , , , , , ,1땅, ,1,0,0,0,0.332,전준호,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
4,삼진, , ,중비, ,우안, , ,우안,4,2,0,0,0.277,정성훈,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
5, ,중안, ,삼진, ,삼진, , ,투병,4,1,0,0,0.325,이택근,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
6, ,4구, , ,삼진, ,중안, , ,2,1,0,0,0.295,브룸바,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
7, , , , , , , , , ,0,0,0,0,0.229,정수성,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
8, , , , , , , , ,삼진,1,0,0,0,0.000,장민석,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
9, ,삼진, , ,우중안, ,3파, , ,3,1,0,0,0.261,강정호,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
10, ,유병, , ,삼진, , , , ,2,0,0,0,0.243,권도영,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
11, , , , , , ,유땅, , ,1,0,0,0,0.261,김일경,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
12, , ,중비, ,삼진, , , , ,2,0,0,0,0.246,강귀태,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
13, , , , , , ,중비, , ,1,0,0,0,0.222,김동수,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
14, , , , , , , , , ,0,0,0,0,0.000,허준,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
15, , ,4구, , ,포파, , , ,1,0,0,0,0.237,황재균,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
16, , , , , , , ,2땅, ,1,0,0,0,0.400,조중근,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,우리,SK,,,,,,,,,
0,3안,중안, ,1땅, , ,좌비, , ,4,2,0,1,0.301,정근우,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
1, , , , , , , , , ,0,0,0,0,0.000,박정환,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
2,1안,삼진, ,삼진, , ,중비, , ,4,1,0,1,0.289,조동화,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
3,우중안,중비, , ,삼진, , , , ,3,1,1,1,0.323,이재원,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
4, , , , , , , ,우홈, ,1,1,1,1,0.310,김재현,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
5,좌희비, ,유땅, ,삼진, , ,4구, ,2,0,1,0,0.325,박재홍,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
6, , , , , , , , , ,0,0,0,1,0.311,박재상,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
7,중안, ,중비, ,삼진, , ,중안, ,4,2,0,2,0.317,최정,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
8,유땅, ,좌안, , ,유땅, ,좌홈, ,4,2,3,1,0.281,김강민,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
9,좌2, ,2비, , ,2땅, ,2땅, ,4,1,2,0,0.320,이진영,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.231,권영진,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
11,유땅, , ,좌비, ,1땅, ,삼진, ,4,0,0,0,0.216,정상호,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
12, ,2땅, ,좌2, , ,우비, , ,3,1,0,0,0.235,모창민,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
13, , , , , , , ,투번, ,1,0,0,0,0.261,나주환,구장 : 문학,"관중 : 4,853",2008.09.03(수),개시 : 18:32,경기시간 : 2:38,SK,우리,,,,,,,,,
0,삼진, ,우안, ,4구, ,3희번, ,3희번,2,1,1,0,0.264,이대형,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
1,삼진, , ,투땅,4구, ,좌중2, ,중비,4,1,1,0,0.268,박용택,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
2,유땅, , ,삼진,3직, ,고4, , ,3,0,0,0,0.311,안치용,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
3, ,우안, ,4구, , , , , ,1,1,0,0,0.347,페타지니,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
4, , , , , ,삼진, , , ,1,0,0,0,0.167,이병규,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
5, , , , , , ,4구, , ,0,0,0,0,0.204,김태완,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
6, ,포파, ,좌2, ,중비,유땅, , ,4,1,0,0,0.269,최동수,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
7, ,삼진, ,삼진, ,유땅, ,유땅, ,4,0,0,0,0.250,조인성,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
8, ,3비, , ,삼진, ,우2,유땅, ,4,1,0,1,0.240,김상현,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
9, , ,우안, ,우중2, ,투희선,1파, ,3,2,0,1,0.222,권용관,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
10, , ,유직, ,1파, ,좌중안, ,좌안,4,2,0,1,0.270,박경수,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,LG,롯데,,,,,,,,,
0,사구, ,유직, ,2땅, ,유땅, ,우파,4,0,0,0,0.292,김주찬,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
1,삼진, , ,삼진, , , , , ,2,0,0,0,0.100,최만호,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
2, , , , , ,삼진, , , ,1,0,0,0,0.282,정보명,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
3, , , , , , , ,4구, ,0,0,0,1,0.308,이인구,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
4,삼진, , ,3안, ,3좌2, ,4구, ,3,2,0,0,0.318,조성환,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
5, ,2땅, ,4구, ,유땅, ,중안, ,3,1,1,0,0.302,이대호,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.220,박현승,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
7, ,1땅, ,삼진, ,중비, ,삼진, ,4,0,0,0,0.270,가르시아,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
8, ,4구, ,2땅, , ,중안,좌비, ,3,1,0,0,0.291,강민호,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
9, ,유땅, , ,중안, ,투직, ,4구,3,1,0,0,0.352,손광민,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
10, , ,중비, ,투희번, ,4구, ,투희번,1,0,0,1,0.269,이원석,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
11, , ,2땅, ,유땅, , , , ,2,0,0,0,0.256,박기혁,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
12, , , , , , ,좌중2, ,유땅,2,1,1,0,0.500,전준우,구장 : 사직,"관중 : 14,503",2008.09.03(수),개시 : 18:30,경기시간 : 3:22,롯데,LG,,,,,,,,,
0,3번,2땅, ,유땅, ,투땅, ,우안, ,5,1,1,0,0.317,이용규,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
1,중비,좌중안, ,우비, ,유비, , , ,4,1,1,0,0.289,이종범,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
2, , , , , , , , , ,0,0,0,0,0.143,김형철,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
3, , , , , , , ,좌안, ,1,1,0,0,0.259,차일목,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
4, , , , , , , , , ,0,0,0,0,0.000,유용목,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
5,좌중2,좌비, , ,우비, ,3땅,삼진, ,5,1,0,1,0.276,나지완,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
6,4구, ,좌중안, ,3땅, ,좌안, , ,3,2,0,1,0.288,이재주,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
7, , , , , , , , ,중비,1,0,0,0,0.105,강동우,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
8,2안, ,좌중2, ,유땅, ,유땅, ,유땅,5,2,2,0,0.302,김상훈,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
9,2땅, , , , , , , , ,1,0,0,0,0.215,채종범,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
10, , ,2땅, , ,좌안,4구, ,유땅,3,1,0,1,0.304,김원섭,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
11, ,우중2,2직, , ,삼진, , , ,3,1,0,0,0.262,이현곤,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
12, , , , , , ,1땅, , ,1,0,0,0,0.317,최경환,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
13, , , , , , , , , ,0,0,0,0,0.263,김선빈,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
14, ,유땅,3땅, , , , , , ,2,0,0,1,0.230,김주형,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
15, , , , , ,좌안, ,3비, ,2,1,0,1,0.313,장성호,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
16, ,4구, ,유땅, ,투안, ,3땅, ,3,1,1,0,0.231,김종국,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,KIA,삼성,,,,,,,,,
0,좌안, ,4구,1땅, ,중안, ,삼진, ,4,2,0,1,0.329,박한이,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
1,투안, ,2땅,유땅, ,1땅, ,삼진, ,5,1,0,1,0.210,조동찬,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
2,3희번, ,우중안,중안, ,중홈, ,삼진, ,4,3,2,2,0.274,양준혁,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
3,유비, ,우안,2땅, ,2비, , , ,4,1,1,1,0.280,최형우,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
4,삼진, ,사구, ,유땅, , , , ,2,0,0,1,0.295,김창희,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
5, , , , , , ,포파, , ,1,0,0,0,0.252,우동균,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
6, , , , , , , , , ,0,0,0,0,0.276,진갑용,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
7, , , , , , , , , ,0,0,0,0,0.214,박진만,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
8, ,중비,1비, ,1실, ,4구, , ,3,0,0,0,0.230,김재걸,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
9, ,4구,좌안, ,우비, ,중비, , ,3,1,2,0,0.170,손지환,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
10, , , , , , , , , ,0,0,0,0,0.132,허승민,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
11, ,2비,우중안, ,2땅, , , , ,3,1,1,0,0.220,현재윤,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
12, , , , , , ,유안, , ,1,1,0,0,0.311,강봉규,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
13, , , , , , , , , ,0,0,0,0,0.283,박석민,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
14, ,유비,유땅, , ,유땅,좌비, , ,4,0,0,0,0.176,신명철,구장 : 시민,"관중 : 4,092",2008.09.04(목),개시 : 18:30,경기시간 : 3:20,삼성,KIA,,,,,,,,,
0,우3,2땅, , ,3땅, ,중비, ,삼진,6,1,0,1,0.260,추승우,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산,2땅,,,,,,,,
1,우2, ,좌안, ,유땅, , ,1땅,1땅,5,2,1,1,0.203,윤재국,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산, ,,,,,,,,
2,유비, ,유2병, ,유땅, , ,유땅,중2,5,1,0,1,0.290,이범호,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산, ,,,,,,,,
3,우안, ,유땅, , ,우안, ,좌중2,우안,5,4,2,1,0.329,김태균,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산, ,,,,,,,,
4,중비, , ,중안, ,유비, ,고4, ,3,1,0,0,0.274,김태완,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산, ,,,,,,,,
5, , , , , , , , ,4구,0,0,0,1,0.165,이여상,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산, ,,,,,,,,
6,4구, , ,우비, ,중비, ,중안,삼진,4,1,1,0,0.252,클락,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산, ,,,,,,,,
7,2땅, , ,삼진, ,1땅, , , ,3,0,0,0,0.208,한상훈,구장 : 잠실,"관중 : 7,643",2008.09.04(목),개시 : 18:30,경기시간 : 4:06,한화,두산, ,,,,,,,,
