,0,1,2,3,4,5,6,7,8,9,10,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,11
1, , , , , , , ,삼진, ,투희번,,1,0,0,0,0.091,하준호,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
2,4구, ,삼진, ,3땅, , ,투땅, ,2안,,4,1,0,0,0.154,전민수,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
3,삼진, ,4구, , ,중비, , ,1직,우희비,,3,0,1,0,0.184,모넬,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
4,1땅, ,2땅, , ,중비, , ,삼진,중비,,5,0,0,0,0.231,이진영,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
5, ,3땅, ,우비, ,3파, , ,중2, ,,4,1,0,0,0.224,유한준,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
6, ,사구, ,4구, , ,우비, ,4구, ,,1,0,0,0,0.286,장성우,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
7, , , , , , , , , , ,,0,0,0,0,0.238,이해창,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
8, ,3땅, ,유땅, , ,삼진, ,4구, ,,3,0,0,0,0.175,박기혁,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
9, ,삼진, , ,중비, ,중비, , , ,,3,0,0,0,0.091,김연훈,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
10, , , , , , , , ,우비, ,,1,0,0,0,0.375,윤요섭,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
11, , , , , , , , , , ,,0,0,0,0,0.250,정현,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
12, , ,사구, ,사구, , ,2비, ,좌안,,2,1,0,1,0.270,심우준,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,KT,LG,
0,좌2, ,우안, ,3비, , ,우안, , ,,4,3,0,0,0.348,이형종,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
1,우비, ,삼진, , ,우비, , , , ,,3,0,0,0,0.455,손주인,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
2, , , , , , , ,2병, , ,,1,0,0,0,0.311,오지환,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
3,2땅, , ,삼진, ,2땅, , ,1땅, ,,4,0,0,0,0.283,박용택,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
4,2비, , ,중비, ,유땅, , ,우비, ,,4,0,0,0,0.182,히메네스,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
5, ,중비, ,중2, , ,우비, ,좌비, ,,4,1,0,0,0.271,채은성,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
6, ,2땅, ,삼진, , ,2비, , ,4구,,3,0,0,0,0.000,이병규,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
7, , , , , , , , , , ,,0,0,0,0,0.182,김용의,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
8, ,유비, , ,중비, ,우비, , , ,,3,0,0,0,0.273,정성훈,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
9, , , , , , , , , ,3희번,,0,0,0,0,0.083,유강남,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
10, , ,2땅, ,삼진, , , , , ,,2,0,0,0,0.133,정상호,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
11, , , , , , , ,삼진, , ,,1,0,0,0,0.063,양석환,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
12, , , , , , , , , ,3파,,1,0,0,0,0.294,임훈,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
13, , ,좌안, ,좌중안, , ,좌중안, ,삼진,,4,3,0,0,0.345,최재원,구장 : 잠실,"관중 : 17,337",2017.04.15(토),개시 : 16:59,경기시간 : 3:04,LG,KT,
0,유땅,중비, , ,중비, ,투희번, ,1직,,,4,0,0,0,0.302,박해민,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
1,3땅, ,우안, ,2땅, , , , ,,,3,1,0,0,0.214,배영섭,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
2, , , , , , ,유땅, ,우안,,,2,1,0,0,0.308,김헌곤,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
3,우2, ,삼진, , ,우3,삼진, ,삼진,,,5,2,0,2,0.240,구자욱,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
4,우안, ,유비, , ,3파, ,우홈,삼진,,,5,2,2,1,0.240,이승엽,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
5, ,삼진,중비, , ,3실, ,삼진, ,,,4,0,1,1,0.209,이원석,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
6, ,3땅, ,3땅, ,좌안, ,삼진, ,,,4,1,0,0,0.360,조동찬,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
7, ,사구, ,3땅, ,중안, ,4구, ,,,2,1,1,0,0.130,러프,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
8, , , , , , , , , ,,,0,0,0,0,0.000,이영욱,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
9, ,4구, ,유땅, ,유2병, ,삼진, ,,,3,0,0,0,0.273,이지영,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
10, ,유안, , ,중비, ,좌안, ,좌중안,,,4,3,0,0,0.348,강한울,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,삼성,롯데,
0,중안, ,3땅,2땅, ,사구, ,4구, ,,,3,1,0,2,0.229,김문호,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
1,삼진, ,좌안, ,유안,중희비, ,2땅, ,,,4,2,1,1,0.308,번즈,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
2,4구, ,4구, ,4구,1땅, ,4구, ,,,1,0,0,1,0.286,손아섭,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
3,좌2, ,사구, ,2유병, ,2안,좌안, ,,,4,3,2,1,0.478,이대호,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
4,2직, ,좌안, ,4구, ,삼진,투땅, ,,,4,1,2,0,0.308,최준석,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
5, , , , , , , , , ,,,0,0,0,0,0.500,나경민,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
6,삼진, ,좌비, ,3땅, ,좌비,우비, ,,,5,0,0,0,0.300,강민호,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
7, ,삼진,삼진, , ,2땅,우중3, , ,,,4,1,1,0,0.382,이우민,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
8, ,삼진, ,우비, , , , , ,,,2,0,0,0,0.118,오승택,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
9, , , , , ,좌중안,4구, , ,,,1,1,0,1,0.184,신본기,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
10, ,3땅, ,우비, ,사구,1파, , ,,,3,0,0,0,0.200,문규현,구장 : 사직,"관중 : 23,997",2017.04.15(토),개시 : 17:01,경기시간 : 3:52,롯데,삼성,
0,2땅, , ,우안, ,좌안, ,좌2,유땅,,,5,3,1,1,0.353,이정후,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
1,삼진, , ,우비, ,좌안, ,우비, ,,,4,1,0,0,0.429,허정협,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
2,중비, , ,좌중안, ,투병, ,유안, ,,,4,2,0,0,0.346,서건창,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
3, ,3땅, ,2병, ,3땅, ,좌안, ,,,4,1,1,0,0.377,윤석민,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
4, ,삼진, , ,삼진, ,중안,삼진, ,,,4,1,0,0,0.385,김태완,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
5, ,2땅, , ,좌안, ,3병, ,3땅,,,4,1,0,0,0.295,김민성,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
6, , ,삼진, ,우안, ,우비, ,삼진,,,4,1,0,0,0.222,이택근,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
7, , ,유땅, ,1비, , ,좌2,중안,,,4,2,0,1,0.222,김하성,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
8, , ,중비, ,중비, , , , ,,,2,0,0,0,0.222,김재현,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
9, , , , , , , ,1땅, ,,,1,0,0,0,0.257,고종욱,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
10, , , , , , , , ,좌안,,,1,1,0,0,0.194,박동원,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,넥센,KIA,
0,중안,중안, ,우비, , ,1직, , ,,,4,2,0,2,0.229,버나디나,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
1,좌안,우안, ,유땅, , ,좌안, , ,,,4,3,1,0,0.316,이명기,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
2,2땅,2땅, , ,2땅, ,유병, , ,,,4,0,1,1,0.188,김주찬,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
3,우안,중비, , ,2비, , ,중비, ,,,4,1,0,1,0.326,최형우,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
4,중안, ,우중안, ,좌비, , ,4구, ,,,3,2,1,0,0.342,나지완,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
5, , , , , , , , , ,,,0,0,0,0,0.000,이호신,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
6,좌비, ,중비, , ,3땅, ,좌안, ,,,4,1,0,0,0.346,안치홍,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
7,좌2, ,2병, , ,삼진, , , ,,,3,1,0,0,0.188,김민식,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
8, , , , , , , ,삼진, ,,,1,0,0,0,0.372,김선빈,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
9,2땅, , ,2땅, ,유땅, ,중비, ,,,4,0,0,0,0.163,김주형,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
10, ,3번, ,우안, , ,좌홈, , ,,,3,2,1,1,0.429,김지성,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
11, , , , , , , , , ,,,0,0,0,0,0.308,한승택,구장 : 광주,"관중 : 16,811",2017.04.15(토),개시 : 17:00,경기시간 : 2:42,KIA,넥센,
0,중안, ,중안,좌안,4구, ,삼진, ,삼진,,,5,3,1,1,0.256,김강민,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
1,유비, ,2땅,우2,투땅, ,중비, ,삼진,,,6,1,0,2,0.234,노수광,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
2,포땅, ,2땅,4구, ,좌비, , , ,,,3,0,0,0,0.295,최정,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
3, , , , , , , ,중비, ,,,1,0,0,0,0.200,김성현,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
4,삼진, ,중안,좌안, ,좌홈, , , ,,,4,3,4,1,0.327,김동엽,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
5, , , , , , , ,좌홈, ,,,1,1,1,1,0.200,정의윤,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
6, ,우2, ,1땅/ 1땅, ,4구, ,삼진, ,,,4,1,0,1,0.333,정진기,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
7, ,투비, ,우비,중안,우비, , , ,,,4,1,0,0,0.179,이재원,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
8, , , , , , , ,좌홈, ,,,1,1,1,1,0.438,이홍구,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
9, ,4구, ,우2,1병,삼진, ,중안, ,,,4,2,0,2,0.294,박정권,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
10, , , , , , , , , ,,,0,0,0,0,0.424,한동민,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
11, ,좌중2, ,고4,좌2, ,삼진,삼진, ,,,4,2,2,2,0.318,나주환,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
12, ,우비, ,우중3,좌안, ,4구, ,중비,,,4,2,3,1,0.500,이대수,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,SK,한화,
0,좌안, ,3비, ,3파, , , , ,,,3,1,0,1,0.324,정근우,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
1, , , , , , ,중비,4구, ,,,1,0,0,0,0.150,강경학,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
2,1희번, ,우중안, ,중안, ,3안,1땅, ,,,4,3,0,1,0.333,장민석,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
3,1땅, ,2땅, ,삼진, ,좌직, , ,,,4,0,0,0,0.300,하주석,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
4, , , , , , , , ,우비,,,1,0,0,0,0.200,김회성,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
5,우비, ,4구, ,우중안, ,삼진, ,우안,,,4,2,0,1,0.326,김태균,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
6, ,2직,우비, ,좌안, , , , ,,,3,1,1,0,0.341,송광민,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
7, , , , , , , ,좌중안,삼진,,,2,1,0,1,0.200,김주현,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
8, ,유땅, ,포파,삼진, , , , ,,,3,0,0,0,0.222,최진행,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
9, , , , , , , ,삼진, ,,,1,0,0,0,0.240,이양기,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
10, , , , , , , , ,4구,,,0,0,0,0,0.154,양성우,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
11, ,좌안, ,투안, ,좌비, ,삼진,1실,,,5,2,0,0,0.438,이성열,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
12, ,유땅, ,우중2, ,1파, ,좌안,삼진,,,5,2,0,0,0.214,신성현,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
13, , ,4구,2땅, ,삼진, ,우중안, ,,,3,1,1,0,0.059,차일목,구장 : 대전,"관중 : 13,000",2017.04.15(토),개시 : 17:00,경기시간 : 3:50,한화,SK,
0,4구, ,삼진, ,삼진, ,좌중안, , ,,,3,1,0,0,0.339,민병헌,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
1,우비, ,삼진, ,2땅, ,1병, , ,,,4,0,0,0,0.180,오재원,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
2,삼진, , ,4구,2비, , ,삼진, ,,,3,0,0,0,0.296,에반스,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
3, ,1땅, ,삼진, ,우중안, ,2안, ,,,4,2,0,0,0.281,김재환,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
4, ,좌직, ,우비, ,좌안, ,우비, ,,,4,1,0,0,0.229,양의지,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
5, , , , , , , , , ,,,0,0,0,0,0.545,박세혁,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
6, ,2땅, ,4구, ,좌비, ,1땅, ,,,3,0,0,0,0.244,오재일,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
7, , ,우안,4구, ,4구, , ,2땅,,,2,1,0,0,0.333,허경민,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
8, , ,좌파,삼진, , , , , ,,,2,0,0,0,0.000,정진호,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
9, , , , , ,유2병, , , ,,,1,0,0,0,0.333,최주환,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
10, , , , , , , , ,좌비,,,1,0,0,0,0.308,국해성,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
11, , ,4구, ,중안, ,투직, ,1땅,,,3,1,0,0,0.385,류지혁,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,두산,NC,
0,삼진,3땅, ,2병, , ,삼진, , ,,,4,0,0,0,0.250,김준완,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
1,중비,2파, , ,좌안, ,중2, , ,,,4,2,0,1,0.324,모창민,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
2, , , , , , , , , ,,,0,0,0,0,0.000,도태훈,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
3,중안,유땅, , ,2유병, ,좌안, , ,,,4,2,1,1,0.298,나성범,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
4,중2, ,중안, ,삼진, ,4구, , ,,,3,2,1,0,0.302,스크럭스,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
5,유비, ,2유병, , ,유비,삼진, , ,,,4,0,0,0,0.326,권희동,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
6, ,사구,4구, , ,유땅, ,좌비, ,,,2,0,0,1,0.150,김성욱,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
7, ,좌안,유땅, , ,좌안, ,삼진, ,,,4,2,0,1,0.205,지석훈,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
8, ,좌2, ,삼진, ,좌비, ,유실, ,,,4,1,1,0,0.225,김태군,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
9, ,3좌안, ,중안, , ,유땅,3땅, ,,,4,2,1,0,0.276,이상호,구장 : 마산,"관중 : 7,069",2017.04.16(일),개시 : 14:00,경기시간 : 3:11,NC,두산,
0,중안,좌비, ,우안, , , , , ,,,3,2,0,1,0.538,오정복,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
1, , , , , ,삼진, ,1땅, ,,,2,0,0,0,0.143,전민수,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
2,좌홈,좌비, ,유2병, ,유땅, , , ,,,4,1,2,1,0.250,정현,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
3, , , , , , , ,4구, ,,,0,0,0,0,0.222,이대형,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
4, , , , , , , , , ,,,0,0,0,0,0.091,김연훈,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
5,좌비, ,1땅, ,삼진, ,좌중안,투땅, ,,,5,1,0,1,0.186,모넬,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
6,우비, ,4구, ,유실, ,중안, ,유땅,,,4,1,0,1,0.226,유한준,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
7,2땅, ,좌안, ,우안, , , , ,,,3,2,0,0,0.353,장성우,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
8, , , , , , ,3비, ,1비,,,2,0,0,0,0.217,이해창,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
9, ,4구,삼진, ,좌안, , , , ,,,2,1,1,1,0.400,윤요섭,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
10, , , , , , ,좌안, ,중2,,,2,2,1,0,0.268,이진영,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
11, ,삼진,중비, ,중비, ,중비, ,좌안,,,5,1,0,0,0.178,박기혁,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
12, ,우안, ,중비,삼진, ,삼진, ,삼진,,,5,1,0,0,0.111,하준호,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
13, ,좌중안, ,중안, ,3땅, ,삼진, ,,,4,2,1,0,0.293,심우준,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,KT,LG,
0,중안,투땅, ,3땅,2비, ,삼진, , ,,,5,1,0,1,0.333,이형종,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
1,좌비,우안, ,4구, ,삼진, ,투실, ,,,4,1,0,2,0.306,오지환,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
2,좌중안, ,우안,사구, ,좌비, , , ,,,3,2,0,2,0.306,박용택,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
3, , , , , , , ,4구, ,,,0,0,0,1,0.345,최재원,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
4,중안, ,유비,좌중안, ,좌홈, ,좌홈, ,,,5,4,6,3,0.245,히메네스,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
5,좌안, ,3안,4구, ,2땅, ,유땅, ,,,4,2,1,1,0.288,채은성,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
6,우3, ,좌파,4구, , ,우안, , ,,,3,2,3,2,0.222,이병규,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
7, , , , , , , ,우중안, ,,,1,1,0,0,0.333,임훈,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
8,우안, ,4구,유땅, , , , , ,,,2,1,1,0,0.286,정성훈,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
9, , , , , , ,좌2,좌중안, ,,,2,2,0,0,0.167,양석환,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
10,32병, ,투땅, ,우비, , , , ,,,3,0,0,0,0.074,유강남,구장 : 잠실,"관중 : 15,224",2017.04.16(일),개시 : 13:59,경기시간 : 3:37,LG,KT,
