,0,1,2,3,4,5,6,7,8,9,10,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,11,12
2, , , , , , , , , ,,,0,0,0,0,0.333,임도현,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
3,3병, , ,좌2,3안, ,사구, , ,,,3,2,0,1,0.197,박용근,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
4,삼진, , ,4구,좌안, ,우비, , ,,,3,1,0,1,0.295,안치용,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
5, ,3안, ,좌안,삼진, , , , ,,,3,2,1,0,0.265,최동수,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
6, , , , , , , ,유땅, ,,,1,0,0,0,0.242,김태완,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
7, ,2병, ,2병,2비, , ,4구, ,,,3,0,0,0,0.231,이병규,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
8, ,우안, ,4구, ,삼진, , , ,,,2,1,0,1,0.243,서동욱,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
9, , , , , , , ,우비, ,,,1,0,0,0,0.333,김태군,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
10, ,중비, ,유안, ,삼진, ,3땅, ,,,4,1,0,1,0.243,김상현,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
11, , ,좌안,좌안, ,삼진, , , ,,,3,2,2,0,0.227,조인성,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
12, , ,2땅,투땅, , ,3땅, , ,,,3,0,0,0,0.228,권용관,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
0,투번, ,4구, ,4구, , ,중안,삼진,,,3,1,0,1,0.311,전준호,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
1,3땅, ,2땅, ,유땅, , , , ,,,3,0,0,0,0.260,정수성,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
2, , , , , , , , , ,,,0,0,0,0,0.000,전동수,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
3, , , , , , , ,우비, ,,,1,0,0,0,0.239,김동수,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
4,좌2, , ,우중2, ,좌2, ,중안, ,,,4,4,1,1,0.266,강정호,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
5,유땅, , ,좌비, ,1땅, ,4구, ,,,3,0,0,0,0.263,강병식,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
6, ,4구, ,유땅, ,좌희비, ,2비, ,,,2,0,1,0,0.252,강귀태,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
7, , , , , , , , , ,,,0,0,0,0,0.218,권도영,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
8, ,우비, ,삼진, ,중비, ,유땅, ,,,4,0,0,0,0.239,황재균,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
9, ,2병, , ,유땅, , , , ,,,2,0,0,0,0.200,이성재,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
10, , , , , , ,삼진, ,중비,,,2,0,0,0,0.143,오윤,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
11, , ,삼진, ,삼진, , , , ,,,2,0,0,0,0.056,김민우,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
12, , , , , , ,유땅, ,삼진,,,2,0,0,0,0.271,김일경,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
13, , ,2땅, ,우중2, ,2땅, , ,,,3,1,0,0,0.226,조재호,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
14, , , , , , , , ,중홈,,,1,1,1,1,0.267,허준,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,우리,한화,,
0,1땅, ,4구, ,사구,사구, ,고4, ,,,1,0,0,2,0.245,추승우,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
1,삼진, , , , , , , , ,,,1,0,0,0,0.271,송광민,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
2, , ,4구, ,중안,우비, ,삼진, ,,,3,1,0,0,0.210,윤재국,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
3,우2, ,유병, ,1땅, ,우비,우2, ,,,5,2,4,0,0.288,이영우,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
4,삼진, , ,중비,투비, ,유땅,유땅, ,,,5,0,0,0,0.324,김태균,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
5, ,3땅, ,4구, ,유직,3안,유땅, ,,,4,1,0,0,0.276,이범호,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
6, ,유비, ,우2, ,4구,4구, , ,,,2,1,0,1,0.246,클락,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
7, ,중비, ,2비, , , , , ,,,2,0,0,0,0.224,이도형,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
8, , , , , ,중안, , , ,,,1,1,0,0,0.245,연경흠,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
9, , , , , , ,삼진, , ,,,1,0,0,0,0.267,신경현,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
10, , , , , , , , , ,,,0,0,0,0,0.210,이희근,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
11, , ,3땅,2비, , , , , ,,,2,0,0,0,0.133,오선진,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
12, , , , , ,유비, ,좌2, ,,,2,1,0,1,0.217,한상훈,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
13, , ,4구, ,유땅,3안, ,우안, ,,,3,2,1,1,0.208,이여상,구장 : 대전,"관중 : 7,305",2008.10.04(토),개시 : 17:00,경기시간 : 3:02,한화,우리,,
0,우비, , ,중비/ 3땅, ,우안, ,좌비, ,,,5,1,1,0,0.310,전준호,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
1,1직, , ,4구,유땅,투땅, ,삼진, ,,,4,0,0,1,0.252,정수성,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
2,3땅, , ,1땅,삼진, ,1땅, , ,,,4,0,0,0,0.270,이숭용,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
3, , , , , , , , , ,,,0,0,0,0,0.200,이성재,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
4, , , , , , , , ,삼진,,,1,0,0,0,0.279,조중근,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
5, , , , , , , , , ,,,0,0,0,0,0.239,황재균,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
6, ,좌중안, , , , , , , ,,,1,1,0,0,0.269,강병식,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
7, , , ,4구,4구, ,삼진, ,삼진,,,2,0,0,1,0.317,이택근,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
8, ,삼진, ,좌홈,3땅, ,중안, ,우안,,,5,3,2,1,0.271,강정호,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
9, ,유2병, ,좌중안, ,우안,2비, ,좌비,,,5,2,0,2,0.270,정성훈,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
10, , ,삼진,좌안, ,투희번, ,유실, ,,,3,1,0,1,0.221,권도영,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
11, , , , , , , , , ,,,0,0,0,0,0.271,김일경,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
12, , ,삼진, , , , , , ,,,1,0,0,0,0.223,조재호,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
13, , , ,좌중3, ,중2, ,4구, ,,,2,2,3,2,0.200,오윤,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
14, , ,2비,유실, ,2땅, , , ,,,3,0,0,0,0.249,강귀태,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
15, , , , , , , ,삼진, ,,,1,0,0,0,0.250,허준,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,우리,SK,,
0,좌안, ,중안, ,삼진, ,좌비, , ,,,4,2,0,0,0.314,정근우,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
1, , , , , , , , ,중비,,,1,0,0,0,0.223,모창민,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
2,삼진, ,1땅, ,2땅, ,1땅, , ,,,4,0,0,0,0.274,박재상,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
3,중비, , ,우안,3땅, ,중안, , ,,,4,2,1,1,0.315,이재원,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
4, ,삼진, ,우안, , , , , ,,,2,1,0,1,0.318,박재홍,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
5, , , , , ,중안,2땅, , ,,,2,1,0,1,0.250,이명기,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
6, ,삼진, ,2비, ,우비, ,삼진, ,,,4,0,0,0,0.234,정상호,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
7, ,좌비, ,투땅, ,우비, ,좌비, ,,,4,0,0,0,0.271,김강민,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
8, , ,유땅,좌안, ,좌중2, ,삼진, ,,,4,2,3,0,0.240,박정환,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
9, , ,중안,좌안, ,삼진, , ,투땅,,,4,2,0,0,0.269,김동건,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
10, , ,중비,유땅, , ,우중안, ,1땅,,,4,1,0,1,0.111,김연훈,구장 : 문학,"관중 : 11,653",2008.10.05(일),개시 : 17:00,경기시간 : 2:55,SK,우리,,
