,0,1,2,3,4,5,6,7,8,9,10,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,11,12
1,좌안,좌비, , ,4구, ,우비, , ,,,3,1,0,1,0.252,오재원,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
2,중비, ,1땅, ,유땅, , ,중안, ,,,4,1,0,0,0.279,유재웅,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
3,4구, ,삼진, , ,유땅, ,3파, ,,,3,0,0,0,0.223,최준석,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
4,중안, ,삼진, , ,1땅, ,중안, ,,,4,2,1,0,0.216,이성열,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
5,삼진, , ,2땅, ,중안, ,삼진, ,,,4,1,0,0,0.224,정원석,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
6, , , , , , , , , ,,,0,0,0,0,0.268,고영민,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
7, ,중비, ,우비, ,삼진, ,좌안, ,,,4,1,0,0,0.118,김재환,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
8, ,우안, ,유비, , ,좌비, ,우비,,,4,1,0,1,0.216,최승환,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
9, ,우비, , ,중비, ,삼진, , ,,,3,0,0,0,0.203,전상렬,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
10, , , , , , , , , ,,,0,0,0,0,0.356,김현수,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
11, , , , , , , , ,4구,,,0,0,0,0,0.250,최주환,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,두산,우리,,
0,2땅,우2, ,유땅,1땅, , ,투땅, ,,,5,1,1,1,0.267,정수성,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
1,삼진,우3, ,2땅,삼진, , ,중비, ,,,5,1,1,0,0.311,전준호,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
2, , , , , , , , , ,,,0,0,0,0,0.154,오윤,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
3,우중2,삼진, , ,우중안, , , , ,,,3,2,0,0,0.280,송지만,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
4, , , , , ,좌비, ,투실, ,,,2,0,0,1,0.222,조재호,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
5,유땅, ,투땅, ,좌안, , , , ,,,3,1,0,1,0.284,조중근,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
6, , , , , ,삼진, ,삼진, ,,,2,0,0,0,0.250,이성재,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
7, ,삼진,중안, ,우안,투땅, , , ,,,4,2,1,1,0.270,강병식,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
8, ,3비,3땅, ,우안, ,중안, , ,,,4,2,1,1,0.258,강정호,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
9, ,우안,중안, ,우중안, ,중비, , ,,,4,3,1,1,0.254,강귀태,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
10, , , , , , , , , ,,,0,0,0,0,0.241,김동수,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
11, ,2실,3땅, ,중안, ,좌안, , ,,,4,2,1,1,0.242,황재균,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
12, ,좌2, ,3땅,포파, ,유직, , ,,,4,1,2,1,0.063,김민우,구장 : 목동,"관중 : 5,374",2008.10.03(금),개시 : 16:58,경기시간 : 2:21,우리,두산,,
0,투땅, , ,유땅, ,우중안, ,3땅, ,중비, ,5,1,1,1,0.280,김강민,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, ,4구
1,2비, , ,1땅, ,좌비, , , , , ,3,0,0,0,0.277,박재상,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
2, , , , , , , ,좌2, , , ,1,1,1,0,0.312,정근우,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
3, , , , , , , , , , , ,0,0,0,0,0.000,오현근,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
4, , , , , , , , , , ,삼진,1,0,0,0,0.125,박연수,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
5, , , , , , , , , , , ,0,0,0,0,0.000,김원형,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
6, , , , , , , , , , , ,0,0,0,1,0.273,박경완,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, ,4구
7, , , , , , , , , , , ,0,0,0,0,0.000,윤길현,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
8,유땅, , ,투땅, ,좌안, ,유땅, , ,투땅,5,1,0,0,0.328,최정,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
9, , , , , , , , , , , ,1,1,3,1,0.278,김동건,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, ,좌홈
10, ,1파, , ,3땅,3직, , ,유땅, ,좌안,6,2,0,0,0.316,박재홍,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, ,우안
11, ,좌파, , ,중안, ,삼진, ,좌2, , ,4,2,0,0,0.304,이재원,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, , 
12, , , , , , , , , , ,우비,2,0,0,0,0.222,이명기,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, ,투땅
13, ,포파, , ,삼진, ,좌안, ,4구, , ,4,1,0,0,0.239,정상호,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA,3땅, 
14, , ,4구, ,중비, ,유땅, ,우비, , ,4,0,0,0,0.205,박정환,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA,삼진, 
15, , ,좌안, , ,4구, ,유안, ,우비, ,4,2,0,2,0.228,모창민,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA,3땅, 
16, , ,32병, , ,2땅, ,3희번, ,좌비, ,4,0,0,0,0.103,김연훈,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,SK,KIA, ,투땅
0,2땅, , ,좌안, ,좌비, ,삼진, , ,4구,5,1,0,1,0.136,류은재,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK, ,포파
1,삼진, , ,투희실, ,삼진, ,2비, , ,1희번,4,0,0,1,0.207,이호신,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK, ,삼진
2,3땅, , ,투희번, ,우비, , ,우비, ,고4,4,0,0,0,0.286,나지완,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK, ,우비
3, ,삼진, ,투실, , ,삼진, ,삼진, ,삼진,5,0,0,0,0.274,이재주,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK, , 
4, ,삼진, ,삼진, , ,유땅, ,4구, , ,3,0,0,0,0.179,이영수,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK, , 
5, , , , , , , , , , ,좌비,1,0,0,0,0.291,최경환,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK, , 
6, ,삼진, ,삼진, , ,중안, ,삼진, , ,5,1,0,0,0.233,김종국,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK,3땅, 
7, , ,삼진, ,3땅, ,4구, , ,삼진, ,4,0,0,0,0.097,이성우,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK,유땅, 
8, , ,삼진, ,중비, ,삼진, , ,삼진, ,5,1,0,0,0.252,김선빈,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK,중안, 
9, , ,삼진, ,투땅, , , , , , ,2,0,0,0,0.107,최용규,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK, , 
10, , , , , , , ,삼진, ,유땅, ,3,0,0,0,0.135,김형철,구장 : 무등,"관중 : 3,613",2008.10.03(금),개시 : 17:00,경기시간 : 3:51,KIA,SK,중비, 
0,2안, ,유파, ,중안/ 좌중안, , ,유땅, ,,,5,3,1,2,0.215,이승화,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
1,우중2, ,우비, ,사구/ 중비, , ,3비, ,,,4,1,0,2,0.136,김민성,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
2,유땅, ,중3, ,투희번,1땅, , ,3안,,,4,2,1,0,0.500,김문호,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
3,우중안, ,좌비, ,4구,유땅, , ,4구,,,3,1,1,1,0.284,가르시아,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
4, , , , , , , , , ,,,0,0,0,0,0.111,전준우,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
5,2병, , ,유땅,좌중안,좌비, , ,3파,,,5,1,2,1,0.304,손광민,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
6, ,중비, ,중안,중안, ,3땅, ,유2병,,,5,2,0,2,0.277,정보명,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
7, ,우중안, ,좌비,우안, ,우비, , ,,,4,2,2,1,0.212,박종윤,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
8, ,2땅, ,우3,우중안, ,삼진, , ,,,4,2,2,0,0.237,최기문,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
9, ,3파, ,유비,삼진, , ,2땅, ,,,4,0,0,0,0.280,이원석,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,롯데,LG,,
0,좌비, ,2땅, , ,1땅, ,좌안, ,,,4,1,1,1,0.263,이대형,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
1,우파, , ,2땅, ,3땅, , , ,,,3,0,0,0,0.188,박용근,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
2, , , , , , , ,우2, ,,,1,1,1,0,0.267,손인호,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
3, , , , , , , , , ,,,0,0,0,0,0.246,김태완,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
4,좌안, , ,3땅, , ,중안,중희비, ,,,3,2,1,0,0.294,안치용,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
5,삼진, , ,3안, , ,좌비, ,중비,,,4,1,0,0,0.262,최동수,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
6, ,중비, ,투땅, , ,삼진, ,2땅,,,4,0,0,0,0.240,이병규,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
7, ,2땅, , ,우비, ,우비, ,삼진,,,4,0,0,0,0.235,서동욱,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
8, ,유비, , ,중비, , ,중비, ,,,3,0,0,0,0.223,조인성,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
9, , ,유땅, ,유땅, , ,우안, ,,,3,1,0,1,0.243,김상현,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
10, , ,3땅, , ,좌비, ,중안, ,,,3,1,0,1,0.232,권용관,구장 : 잠실,"관중 : 23,153",2008.10.03(금),개시 : 16:59,경기시간 : 2:27,LG,롯데,,
0,1비, ,삼진, , ,유안, ,4구, ,,,3,1,0,0,0.249,김재호,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
1,삼진, ,투땅, , ,2병, ,유비, ,,,4,0,0,0,0.248,오재원,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
2,1땅, , ,투땅, ,삼진, , , ,,,3,0,0,0,0.276,유재웅,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
3, , , , , , , ,유땅, ,,,1,0,0,1,0.301,이종욱,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
4, ,중안, ,우비, , ,삼진, , ,,,3,1,0,0,0.225,최준석,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
5, , , , , , , ,좌2, ,,,1,1,2,0,0.282,이대수,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
6, ,우안, ,삼진, , ,4구,삼진, ,,,3,1,0,0,0.218,이성열,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
7, ,3파, , ,투땅, ,우안, ,좌비,,,4,1,0,0,0.143,김재환,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
8, ,우비, , ,중안, ,삼진, , ,,,3,1,0,0,0.267,최주환,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
9, , , , , , , , ,유땅,,,1,0,0,0,0.267,고영민,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
10, ,유땅, , ,좌비, ,유땅, , ,,,3,0,0,0,0.210,최승환,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
11, , , , , , , , ,우비,,,1,0,0,0,0.215,채상병,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
12, , ,삼진, ,포파, , , , ,,,2,0,0,0,0.197,전상렬,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
13, , , , , , , ,중안, ,,,1,1,0,1,0.357,김현수,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,두산,KIA,,
0,좌안/ 2비, ,좌비, , ,좌비, ,3땅, ,,,5,1,0,1,0.148,류은재,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
1,사구,2땅, ,2비, ,중안, ,삼진, ,,,4,1,0,2,0.212,이호신,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
2,우안,좌비, ,우중3, ,중안, , , ,,,4,3,1,2,0.295,나지완,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
3,사구,4구, ,유비, ,좌홈, , , ,,,2,1,3,2,0.276,이재주,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
4,3실,좌안, ,중비, ,유땅, , , ,,,4,1,0,1,0.246,차일목,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
5,유땅,1비, , ,2땅, ,2땅, , ,,,4,0,1,0,0.156,이영수,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
6,삼진, ,우비, ,우파, ,삼진, , ,,,4,0,0,0,0.094,최용규,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
7,4구, ,우비, ,중비, ,1땅, , ,,,3,0,0,0,0.125,김형철,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
8,중안, ,좌안, , ,유땅, ,2땅, ,,,4,2,1,0,0.255,김선빈,구장 : 무등,"관중 : 6,736",2008.10.04(토),개시 : 17:00,경기시간 : 2:14,KIA,두산,,
0,삼진, ,중안, ,3땅, , , , ,,,3,1,0,1,0.312,정근우,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
1, , , , , , ,1땅, , ,,,1,0,0,0,0.200,이명기,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
2,2땅, ,4구, ,중2, ,삼진, , ,,,3,1,0,1,0.277,박재상,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
3,중비, ,좌2, ,3땅, , ,중안, ,,,4,2,1,1,0.310,이재원,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
4, ,중비,중안, , ,4구, , , ,,,2,1,2,0,0.317,박재홍,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
5, , , , , , , ,유땅, ,,,1,0,0,0,0.000,오현근,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
6, ,좌안,우비, , ,3땅, ,우비, ,,,4,1,0,0,0.240,정상호,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
7, ,우비, ,3땅, ,좌비, , ,우비,,,4,0,0,0,0.276,김강민,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
8, ,중비, ,삼진, ,3땅, , ,2땅,,,4,0,0,0,0.227,김동건,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
9, , ,삼진,삼진, , , , , ,,,2,0,0,0,0.225,모창민,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
10, , , , , , ,우중2, ,2땅,,,2,1,0,0,0.217,박정환,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
11, , ,유땅, ,3땅, ,2땅, , ,,,3,0,0,0,0.094,김연훈,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,SK,삼성,,
0,사구,중안, ,3안, ,사구, , , ,,,2,2,0,1,0.225,조동찬,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
1, , , , , , , , , ,,,0,0,0,0,0.000,손주인,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
2,4구,32병, ,좌비, ,3땅, , , ,,,3,0,0,0,0.184,신명철,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
3,2유병, ,3실, ,좌중2, ,2땅, , ,,,4,1,0,1,0.276,최형우,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
4,중안, ,4구, ,중안, , , , ,,,2,2,1,1,0.279,진갑용,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
5, , , , , , ,2땅, , ,,,1,0,0,0,0.248,현재윤,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
6,중홈, ,3희번, ,2유병, ,3땅, , ,,,3,1,2,1,0.279,박석민,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
7,우홈, ,1땅, ,1땅, , ,삼진, ,,,4,1,1,1,0.266,채태인,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
8,투땅, ,2땅, , ,우비, ,2안, ,,,4,1,0,1,0.179,손지환,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
9, ,3땅, , , , , , , ,,,1,0,0,0,0.276,강봉규,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
10, , , ,3땅, ,2실, , , ,,,2,0,0,0,0.225,우동균,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
11, , , , , , , ,우중2, ,,,1,1,1,0,0.316,박한이,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
12, , , , , , , , , ,,,0,0,0,0,0.000,이영욱,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
13, ,중안, ,유땅, , , , , ,,,2,1,0,0,0.282,김창희,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
14, , , , , ,좌비, , , ,,,1,0,0,0,0.278,양준혁,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
15, , , , , , , ,좌비, ,,,1,0,0,0,0.117,허승민,구장 : 시민,"관중 : 8,570",2008.10.04(토),개시 : 17:01,경기시간 : 2:43,삼성,SK,,
0,삼진, , , , , , , , ,,,1,0,0,0,0.313,김주찬,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
1, , ,중안, , ,삼진, , , ,,,2,1,0,0,0.218,박현승,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
2, , , , , , , ,삼진, ,,,1,0,0,0,0.206,박종윤,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
3,3땅, ,좌비, , , , , , ,,,2,0,0,0,0.289,이인구,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
4, , , , , ,3비, , ,삼진,,,2,0,0,0,0.375,김문호,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
5,삼진, , , , , , , , ,,,1,0,0,0,0.327,조성환,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
6, , , ,좌안, ,우중안, , ,2비,,,3,2,0,0,0.200,김민성,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
7, ,좌비, , , , , , , ,,,1,0,0,0,0.301,이대호,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
8, , , ,삼진, ,유땅, , ,삼진,,,3,0,0,0,0.100,전준우,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
9, ,삼진, ,1땅, , , , , ,,,2,0,0,0,0.283,가르시아,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
10, , , , , , ,1땅, , ,,,1,0,0,0,0.214,이승화,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
11, ,좌비, , , , , , , ,,,1,0,0,0,0.292,강민호,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
12, , , ,3땅, , ,유땅, , ,,,2,0,0,0,0.225,최기문,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
13, , ,삼진, , , , , , ,,,1,0,0,0,0.303,손광민,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
14, , , , ,유직, ,유비, , ,,,2,0,0,0,0.083,최만호,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
15, , ,중안, ,좌비, , ,우비, ,,,3,1,0,0,0.277,정보명,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
16, , ,3땅, , , , , , ,,,1,0,0,0,0.291,박기혁,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
17, , , , ,좌비, , ,좌비, ,,,2,0,0,0,0.275,이원석,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,롯데,LG,,
0,우안, ,좌비, ,삼진, , , , ,,,3,1,0,0,0.264,이대형,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
1, , , , , , ,삼진, , ,,,1,0,0,0,0.303,김정민,구장 : 잠실,"관중 : 21,281",2008.10.04(토),개시 : 17:00,경기시간 : 2:28,LG,롯데,,
