,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
0,중안, ,유땅, ,중안, ,유땅, ,우2,5,3,0,1,0.600,이용규,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
1,3땅, ,삼진, ,우2, ,4구, ,4구,3,1,0,1,0.333,김원섭,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
2,4구, ,4구, ,4구, ,삼진, ,우비,2,0,0,0,0.000,장성호,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
3,삼진, ,우비, ,우희비, , ,유땅, ,3,0,1,0,0.000,나지완,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
4,삼진, , ,포파,삼진, , ,2땅, ,4,0,0,0,0.000,최희섭,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
5, ,유땅, ,유땅, ,1파, ,4구, ,3,0,0,0,0.000,이현곤,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
6, ,투땅, ,유땅, ,삼진, ,삼진, ,4,0,0,0,0.000,발데스,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
7, ,중비, , ,좌홈,2비, , ,중비,4,1,1,1,0.250,김상훈,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
8, , ,좌중2, ,유땅, ,2비, , ,3,1,0,0,0.333,김종국,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
9, , , , , , , , ,유비,1,0,0,0,0.000,심재학,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,KIA,삼성,,
0,포안,우중2, , ,중안, ,삼진, , ,4,3,0,1,0.750,박한이,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
1,좌2,우비, , ,좌안, , ,우안, ,4,3,0,2,0.750,신명철,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
2,2땅, ,2땅, , ,우2, ,삼진, ,4,1,1,1,0.250,양준혁,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
3,유땅, ,유비, , ,3땅, ,우안, ,4,1,1,0,0.250,심정수,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
4, , , , , , , , , ,0,0,0,0,0.000,이영욱,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
5,4구, ,삼진, , ,우중안, ,우안, ,3,2,2,0,0.667,크루즈,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
6, , , , , , , , , ,0,0,0,0,0.000,손지환,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
7, , , , , , , , , ,0,0,0,0,0.000,박석민,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
8,4구, , ,3땅, ,중안, ,4구, ,2,1,0,0,0.500,박진만,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
9,3땅, , ,3땅, ,투병, , , ,3,0,0,0,0.000,조동찬,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
10, , , , , , , ,2비, ,1,0,0,0,0.000,최형우,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
11, , , , , , , , , ,0,0,0,0,0.000,김재걸,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
12, ,3땅, ,좌비, , ,유안,1땅, ,4,1,0,0,0.250,진갑용,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
13, ,3번, , ,우비, ,투땅, , ,3,0,0,0,0.000,허승민,구장 : 시민,"관중 : 12,000",2008.03.29(토),개시 : 14:06,경기시간 : 3:21,삼성,KIA,,
0,3땅, ,우안,2땅, , ,투땅, ,삼진,5,1,0,1,0.200,이대형,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK, , 
1,유안, ,투희번, , , , , , ,1,1,0,0,1.000,이성열,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK, , 
2, , , , ,삼진, ,우비, , ,3,0,0,0,0.000,정의윤,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK,삼진, 
3,우비, ,4구, ,2땅, ,좌비, , ,4,1,0,1,0.250,박용택,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK,우안, 
4,우비, ,4구, ,유땅, , ,삼진, ,4,1,0,1,0.250,최동수,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK,우안, 
5, ,우안,우3, , ,좌안, ,우안, ,4,4,3,1,1.000,이종열,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK, , 
6, , , , , , , , , ,0,0,0,0,0.000,박용근,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK, , 
7, , , , , , , , , ,1,0,0,0,0.000,김용우,구장 : 문학,"관중 : 11,601",2008.03.29(토),개시 : 14:06,경기시간 : 4:13,LG,SK,삼진, 
