,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
0,유땅,좌비, ,우비, ,우중3, ,3안, ,5,2,1,1,0.335,이종범,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
1, , , , , , , ,좌안, ,1,1,0,0,0.272,김경언,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
2,유땅, , , , , , , , ,1,0,0,0,0.259,장일현,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
3, , ,좌안,좌2, ,2땅, , , ,3,2,1,2,0.261,최익성,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
4, , , , , , , ,삼진/ 중비, ,2,0,0,0,0.000,오우진,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
5, , , , , , , , , ,0,0,0,0,0.095,심제훈,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
6,2땅, ,2땅,투안, ,우중홈, ,4구, ,4,2,3,3,0.315,장성호,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
7, ,3땅,중2,좌안, ,중홈, ,좌2, ,5,4,3,3,0.310,산토스,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
8, ,좌안,좌안,32병, ,중비, ,우실, ,5,2,1,2,0.284,홍세완,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
9, ,중안,좌희비, ,유땅,우비, , , ,3,1,1,1,0.283,신동주,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
10, , , , , , , ,삼진, ,1,0,0,0,0.271,이동수,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
11, ,좌2,3땅, ,삼진, ,유땅,우안, ,5,2,4,2,0.282,김창희,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
12, ,좌비, ,4구,3땅, ,유땅,4구, ,3,0,0,2,0.261,김상훈,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
13, ,중2, ,4구, ,좌안,1땅, , ,3,2,1,2,0.228,김태룡,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
14, , , , , , , ,좌홈, ,1,1,3,1,0.158,김상현,구장 : 무등,"관중 : 2,747",2001.10.01(월),개시 : 14:00,경기시간 : 2:53,KIA,두산
0,포안, ,투안, ,좌비,좌비, ,우2, ,5,3,0,2,0.291,김수연,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
1,투희번, ,좌중안, ,3파, ,4구,1땅, ,3,1,0,1,0.286,이영우,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
2, , , , , , , , , ,0,0,0,0,0.271,장종훈,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
3,중안, ,좌홈, ,3실, ,투땅,좌희비, ,4,2,5,2,0.288,송지만,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
4,2유병, ,우파, ,1직, ,중안,1땅, ,5,1,0,1,0.335,데이비스,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
5, ,2땅, ,삼진, ,좌중홈,4구, ,사구,3,1,1,1,0.336,김태균,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
6, ,유땅, ,좌안, ,1땅,우희비, ,중비,4,1,1,0,0.315,김종석,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
7, ,유비, ,좌안, ,4구,4구, ,3땅,3,1,0,0,0.273,백재호,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
8, , ,유땅,삼진, ,4구,2땅, ,사구,3,0,0,0,0.270,조경택,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
9, , ,좌비,유땅, ,우비, ,투안,우비,5,1,0,1,0.237,허준,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,한화,KIA
0,우2, ,중비, ,좌안, ,우2, ,삼진,5,3,0,1,0.342,이종범,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
1,1파, ,우비, ,2땅, ,좌비, ,3땅,5,0,0,0,0.252,최익성,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
2,중비, ,삼진, , ,투땅, ,유땅, ,4,0,0,0,0.312,장성호,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
3,4구, , ,투땅, ,좌비, ,좌비, ,3,0,0,0,0.308,산토스,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
4,좌안, , ,좌안, ,3땅, ,좌안, ,4,3,1,0,0.289,홍세완,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
5,유땅, , ,삼진, , ,중안,우비, ,4,1,0,1,0.283,신동주,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
6, ,3땅, ,3땅, , , , , ,2,0,0,0,0.269,이동수,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
7, , , , , , ,중비, , ,1,0,0,0,0.281,김창희,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
8, , , , , , , , , ,0,0,0,0,0.095,심제훈,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
9, , , , , , , , ,1땅,1,0,0,0,0.258,장일현,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
10, ,유땅, , ,투땅, , , , ,2,0,0,0,0.260,김상훈,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
11, , , , , , ,중홈, ,중안,2,2,2,1,0.500,오우진,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
12, ,유땅, , ,삼진, , , , ,2,0,0,0,0.225,김태룡,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
13, , , , , , ,유땅, , ,1,0,0,0,0.211,황성기,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
14, , , , , , , , ,좌안,1,1,0,0,0.285,김종국,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
15, , , , , , , , , ,0,0,0,0,0.158,김상현,구장 : 무등,"관중 : 12,629",2001.10.02(화),개시 : 14:01,경기시간 : 3:24,KIA,한화
0,유땅, ,유땅, ,좌안, ,좌안,2땅, ,5,2,0,1,0.310,이병규,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
1,중안, ,유땅, ,투희번, ,투희번,1번, ,3,1,0,0,0.227,이종열,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
2,1땅, ,3땅, ,2땅, ,유안, ,중비,5,1,1,1,0.270,심성보,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
3,4구, , ,우안,4구, ,좌안, ,1땅,3,2,0,0,0.356,양준혁,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
4,중비, , ,유2병,삼진, ,1실, ,좌안,5,1,1,1,0.289,서용빈,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
5, ,좌비, ,우2, ,중안,우희비, ,좌홈,4,3,3,1,0.256,조인성,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
6, , , , , , , , , ,0,0,0,0,0.194,장재중,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
7, ,투땅, ,4구, ,1병,유땅, ,좌비,4,0,0,0,0.228,안상준,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
8, ,좌2, ,4구, ,삼진, ,사구, ,2,1,0,0,0.247,권용관,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
9, ,유땅, ,삼진, , ,4구,투희번, ,2,0,0,1,0.111,김재학,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
10, , , , , , , , , ,0,0,0,0,0.189,최만호,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,LG,롯데
0,유땅, ,3땅, ,유땅, ,유땅, , ,4,0,0,0,0.313,김주찬,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
1,우비, , ,삼진,중비, , ,4구, ,3,0,0,1,0.268,임재철,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
2,투땅, , ,유땅, ,유비, ,1희번, ,3,0,0,0,0.289,박현승,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
3, ,3땅, ,투땅, ,4구, ,좌안, ,3,1,1,0,0.269,얀,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
4, , , , , , , , , ,0,0,0,0,0.127,박기혁,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
5, ,삼진, , ,투땅, , , , ,2,0,0,0,0.277,김응국,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
6, , , , , ,삼진, ,우비, ,2,0,0,0,0.303,조경환,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
7, ,3땅, , ,좌안,1땅, , , ,3,1,0,1,0.249,박정태,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
8, , , , , , , , ,1비,1,0,0,0,0.198,조성환,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
9, , ,중안, ,4구, ,삼진, ,중비,3,1,0,1,0.244,이계성,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
10, , ,포희번, ,4구, ,우중3, , ,1,1,0,0,0.302,최기문,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
11, , , , , , , , ,우비,1,0,0,0,0.270,허문회,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
12, , ,2땅, ,좌안, , , , ,2,1,2,0,0.286,김대익,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
13, , , , , , ,유땅, , ,1,0,0,0,0.302,김민재,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
14, , , , , , , , , ,0,0,0,0,0.333,박종일,구장 : 사직,"관중 : 3,390",2001.10.02(화),개시 : 14:01,경기시간 : 2:56,롯데,LG
0,1땅, ,좌비, ,4구, ,2땅, ,우중안,4,1,1,0,0.284,이진영,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
1,중비, , ,2직,좌2, ,유안, ,중비,5,2,3,0,0.245,조원우,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
2,3파, , ,3땅,우비, ,우비, ,3땅,5,0,0,0,0.320,브리또,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
3, ,우비, ,우비, ,유안, ,우안, ,4,2,0,0,0.341,에레라,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
4, ,4구, , ,삼진,1파, , , ,2,0,0,0,0.247,양현석,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
5, , , , , , , ,투희번, ,0,0,0,0,0.255,채종범,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
6, ,유2병, , ,4구,투땅, ,삼진, ,3,0,0,1,0.254,안재만,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
7, , ,중안, ,중안,투땅, ,좌비, ,4,2,1,1,0.234,이호준,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
8, , , , , , , , , ,0,0,0,0,0.186,송재익,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
9, , ,유땅, ,4구, ,4구, ,우안,2,1,0,2,0.243,최태원,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
10, , ,우비, , , , , , ,1,0,0,0,0.160,강성우,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
11, , , , ,1땅, , , , ,1,0,0,1,0.277,윤재국,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
12, , , , , , ,투희번, ,투희번,0,0,0,0,0.234,양용모,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,SK,현대
0,3땅, ,4구, ,중비, ,우비, ,투직,4,0,0,0,0.205,김인호,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
1,우안, ,2직, ,유땅, ,우안, ,포땅,5,2,0,0,0.190,장교성,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
2,3땅, ,1파, ,4구, ,좌안, ,포파,4,1,1,0,0.282,박재홍,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
3, ,우비,삼진, ,4구, ,좌안, , ,3,1,0,0,0.294,심정수,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
4, ,중안, ,우비,3땅, , , , ,3,1,0,1,0.257,박경완,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
5, , , , , , , , , ,0,0,0,0,0.167,장광호,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
6, , , , , , , , , ,0,0,0,0,0.135,황윤성,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
7, , , , , , ,유2병, , ,1,0,0,0,0.234,이재주,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
8, ,4구, ,중안, ,2직, ,우비, ,3,1,0,0,0.250,이명수,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
9, ,중비, ,좌안, ,유땅, ,삼진, ,4,1,0,0,0.294,조승현,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
10, ,좌안, ,투땅, ,1비, ,좌안, ,4,2,1,0,0.237,퀸란,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
11, ,우비, ,삼진, , ,2안,삼진, ,4,1,0,1,0.179,채종국,구장 : 수원,"관중 : 1,009",2001.10.02(화),개시 : 14:00,경기시간 : 2:49,현대,SK
0,4구, , , , , , , , ,0,0,0,0,0.273,백재호,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
1, , ,유땅, ,3땅, ,중비, , ,3,0,0,0,0.193,이범호,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
2,2땅, ,2땅, ,1파, , ,1땅, ,4,0,0,0,0.210,조정권,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
3,삼진, , ,삼진, ,유땅, ,4구, ,3,0,0,0,0.332,김태균,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
4,2땅, , ,중안, ,좌홈, ,좌비, ,4,2,1,2,0.273,장종훈,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
5, ,중홈, ,중홈, , , , , ,2,2,3,2,0.250,임주택,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
6, , , , , ,3실, , , ,1,0,0,0,0.287,송지만,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
7, , , , , , , ,2땅, ,1,0,0,0,0.000,김무성,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
8, ,중안, ,좌비, ,삼진, , ,유땅,4,1,0,0,0.235,신국환,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
9, ,삼진, , , , , , , ,1,0,0,0,0.333,신경현,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
10, , , ,좌중2, , , , , ,1,1,0,0,0.275,조경택,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
11, , , , , ,삼진, , , ,1,0,0,0,0.000,이송영,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
12, , , , , , , , ,4구,0,0,0,0,0.286,이영우,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
13, , , , , , , , , ,0,0,0,0,0.247,강인권,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
14, ,2유병, ,중비, , ,유땅, ,투땅,4,0,0,0,0.194,황우구,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
15, , ,2땅, ,2땅, ,삼진, , ,3,0,0,0,0.000,김기동,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,한화,KIA
0,좌비, ,유비, ,4구, ,좌안, ,우비,4,1,1,1,0.340,이종범,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
1,2안, ,중안, , , , , , ,2,2,0,1,0.287,김경언,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
2, , , , ,삼진, , , , ,1,0,0,0,0.150,김상현,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
3, , , , , , ,좌안, ,우비,2,1,0,0,0.284,신동주,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
4,좌비, ,3실, ,우비, ,2비, ,좌안,5,1,1,0,0.311,장성호,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
5,4구, ,중안, , ,좌안,좌비, , ,3,2,0,0,0.274,이동수,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
6,중안, ,투포병, , ,좌중안, ,좌홈, ,4,3,2,1,0.293,홍세완,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
7,좌비, , ,삼진, ,유2병, , , ,3,0,0,0,0.286,오우진,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
8, , , , , , , ,유땅, ,1,0,0,0,0.224,김태룡,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
9, ,3땅, ,3안, ,유땅, ,유땅, ,4,1,0,0,0.280,김창희,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
10, ,2비, ,좌비, , , , , ,2,0,0,0,0.176,김지훈,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
11, , , , , , ,좌중2,좌파, ,2,1,0,1,0.225,황성기,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
12, ,유땅, ,3땅, , , , , ,2,0,0,0,0.087,심제훈,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
13, , , , , , ,2땅, , ,1,0,0,0,0.257,장일현,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
14, , , , , , , , ,우중안,1,1,0,0,0.310,산토스,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
15, , , , , , , , , ,0,0,0,1,0.252,최익성,구장 : 무등,"관중 : 1,684",2001.10.03(수),개시 : 14:01,경기시간 : 2:15,KIA,한화
0,2땅,중비, , ,2땅, ,4구,4구, ,3,0,0,2,0.279,박한이,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
1,유땅, ,중비, , ,우안,1실,중2, ,5,2,2,3,0.290,김종훈,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
2,1땅, ,우비, , ,우중2,우2,우안, ,5,3,2,1,0.276,이승엽,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
3, ,좌홈,우비, , ,중희비,고4,좌안, ,3,2,2,1,0.328,마해영,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
4, ,좌안, ,2비, ,삼진,3땅,3땅, ,5,1,1,1,0.272,김승권,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
5, ,좌안, , , , , , , ,1,1,0,0,0.276,김동수,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
6, , , ,삼진, ,4구,유땅, ,유땅,3,0,0,0,0.188,장성국,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
7, ,우실, ,투땅, , , , , ,2,0,0,0,0.247,정경배,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
8, , , , , ,1파, ,우안,삼진,3,1,0,1,0.203,김태균,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
9, ,투땅, , , , , , , ,1,0,0,0,0.226,장영균,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
10, , , , ,투땅, , , , ,1,0,0,0,0.000,황성관,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
11, , , , , , ,삼진, , ,1,0,0,0,0.000,김승관,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
12, , , , , , , ,투희번,유땅,1,0,0,0,0.250,김수관,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
13, ,삼진, , ,투땅, ,유안,우비, ,4,1,0,1,0.261,김재걸,구장 : 잠실,"관중 : 8,036",2001.10.03(수),개시 : 14:00,경기시간 : 3:05,삼성,두산
