,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
6,4구, , ,유땅,좌안, ,중안, , ,3,2,1,0,0.571,박석민,구장 : 대구,"관중 : 9,830",2014.03.30(일),개시 : 14:03,경기시간 : 3:14,삼성,KIA
7,유땅, , ,좌안,중안, ,좌안, , ,4,3,0,1,0.429,이승엽,구장 : 대구,"관중 : 9,830",2014.03.30(일),개시 : 14:03,경기시간 : 3:14,삼성,KIA
8, ,유땅, ,2실,1땅, ,삼진, , ,4,0,0,1,0.000,박한이,구장 : 대구,"관중 : 9,830",2014.03.30(일),개시 : 14:03,경기시간 : 3:14,삼성,KIA
9, ,우안, ,사구, ,삼진,삼진, , ,3,1,0,0,0.333,이흥련,구장 : 대구,"관중 : 9,830",2014.03.30(일),개시 : 14:03,경기시간 : 3:14,삼성,KIA
10, ,2비, ,유땅, ,우2,우비, , ,4,1,1,2,0.200,김상수,구장 : 대구,"관중 : 9,830",2014.03.30(일),개시 : 14:03,경기시간 : 3:14,삼성,KIA
0,3땅, ,유땅, ,좌안, ,2땅, ,유비,5,1,0,0,0.300,이용규,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
1,좌안, ,우비, ,투실, ,4구, , ,3,1,0,1,0.167,정근우,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
2, , , , , , , , ,좌비,1,0,0,0,0.000,한상훈,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
3,중안, ,중안, ,좌비, ,투땅, , ,4,2,0,0,0.444,피에,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
4,중안, ,포땅, ,유땅, , ,삼진, ,4,1,1,0,0.375,김태균,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
5, , , , , , , , , ,0,0,0,0,0.000,김태완,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
6,유2병, , ,좌홈, ,중비, ,2직, ,4,1,1,1,0.286,정현석,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
7, ,2땅, ,투땅, ,2땅, ,우비, ,4,0,0,0,0.250,고동진,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
8, ,좌중안, ,1땅, ,유땅, , , ,3,1,0,0,0.143,송광민,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
9, , , , , , , , ,우안,1,1,0,0,1.000,이학준,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
10, ,삼진, , , , , , , ,1,0,0,0,0.000,김회성,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
11, , , ,2땅, , ,4구, ,4구,1,0,0,0,0.000,이대수,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
12, ,중비, , ,유땅, , , , ,2,0,0,0,0.167,김민수,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
13, , , , , , ,3땅, , ,1,0,0,0,0.000,이양기,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
14, , , , , , , , ,좌비,1,0,0,0,0.000,엄태용,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,한화,롯데
0,4구,중비, , ,3땅,3안,좌안,투땅, ,5,2,1,2,0.333,이승화,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
1,중비, ,3땅, ,4구, , , , ,2,0,0,0,0.000,조성환,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
2, , , , , ,유실,우중3, , ,2,1,3,1,0.333,정훈,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
3,삼진, ,유땅, ,우2,3땅,우안, , ,5,2,1,1,0.222,손아섭,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
4, , , , , , , , , ,0,0,0,0,0.000,백민기,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
5,4구, ,유땅, ,삼진,4구,우비, , ,3,0,0,0,0.167,최준석,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
6,4구, , ,2땅, ,중안/ 우안,2땅, , ,4,2,1,1,0.375,박종윤,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
7,삼진, , ,삼진, ,중홈/ 3땅, ,우홈, ,5,2,3,2,0.250,강민호,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
8, , , , , , , , , ,0,0,0,0,0.000,용덕한,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
9, ,3파, ,유실, ,우중2,유직,2땅, ,5,1,0,1,0.333,황재균,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
10, ,중안, ,중비, ,투희번,4구, , ,2,1,0,1,0.500,김문호,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
11, , , , , , , ,4구, ,0,0,0,0,0.000,전준우,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
12, ,중비, , ,4구,우2,중안, , ,3,2,1,2,0.500,문규현,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
13, , , , , , , ,삼진, ,1,0,0,0,0.000,신본기,구장 : 사직,"관중 : 8,438",2014.03.31(월),개시 : 18:31,경기시간 : 3:53,롯데,한화
