,0,1,2,3,4,5,6,7,8,9,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,10,11,12
3, ,우비, ,좌2, ,3안, ,우비, ,,4,2,1,0,0.302,펨버튼,구장 : 무등,"관중 : 3,217",2002.08.17(토),개시 : 18:30,경기시간 : 2:24,KIA,SK,,,
4, ,삼진, ,투땅, ,유비, ,좌중2, ,,4,1,0,0,0.291,김경언,구장 : 무등,"관중 : 3,217",2002.08.17(토),개시 : 18:30,경기시간 : 2:24,KIA,SK,,,
5, , , , , , , , , ,,0,0,0,0,0.213,장정석,구장 : 무등,"관중 : 3,217",2002.08.17(토),개시 : 18:30,경기시간 : 2:24,KIA,SK,,,
6, ,유땅, ,중안, ,투희번, , , ,,2,1,1,0,0.241,홍세완,구장 : 무등,"관중 : 3,217",2002.08.17(토),개시 : 18:30,경기시간 : 2:24,KIA,SK,,,
7, , ,우안,2비, ,4구, , , ,,2,1,0,0,0.232,김창희,구장 : 무등,"관중 : 3,217",2002.08.17(토),개시 : 18:30,경기시간 : 2:24,KIA,SK,,,
8, , ,좌비,3땅, ,좌비, , , ,,3,0,0,0,0.224,김상훈,구장 : 무등,"관중 : 3,217",2002.08.17(토),개시 : 18:30,경기시간 : 2:24,KIA,SK,,,
9, , ,좌안, ,우비, ,삼진, , ,,3,1,0,0,0.296,정성훈,구장 : 무등,"관중 : 3,217",2002.08.17(토),개시 : 18:30,경기시간 : 2:24,KIA,SK,,,
0,중안,투땅, , ,4구,유실, , ,유땅,,4,1,0,1,0.286,유지현,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
1,우안, ,좌중홈, ,투유병,삼진, , ,좌2,,5,3,1,1,0.212,손지환,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
2,중안, ,유땅, ,우안, ,2비, ,삼진,,5,2,1,0,0.301,박용택,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
3,유비, ,좌홈, ,중안, ,삼진, ,삼진,,5,2,1,1,0.341,김재현,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
4,4구, ,좌비, ,좌비, ,2땅, , ,,3,0,0,0,0.285,이병규,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
5,삼진, ,유땅, , ,좌안, ,중안, ,,4,2,0,0,0.254,최동수,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
6, ,3안, ,삼진, ,4구, ,삼진, ,,3,1,0,0,0.244,조인성,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
7, ,투희번, ,2땅, ,삼진, ,투번, ,,3,0,0,0,0.221,최만호,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
8, ,삼진, ,중비, ,우비, ,우비, ,,4,0,0,0,0.222,권용관,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,LG,현대,,,
0,우안, ,삼진, ,1땅, ,2병, , ,,4,1,0,0,0.300,전준호,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
1,좌비, ,삼진, ,투땅, , ,3땅, ,,4,0,0,0,0.242,박종호,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
2,중비, ,삼진, ,삼진, , ,유땅, ,,4,0,0,0,0.302,박재홍,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
3,2땅, , ,2땅, ,1직, ,4구, ,,3,0,0,0,0.325,이숭용,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
4, ,우안, ,삼진, ,삼진, ,유땅, ,,4,1,0,0,0.321,심정수,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
5, ,3파, ,사구, ,우비, , ,삼진,,3,0,0,0,0.333,프랭클린,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
6, ,4구, ,중안, , , , , ,,1,1,0,0,0.266,폴,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
7, , , , , , ,스낫, ,삼진,,2,0,0,0,0.313,최익성,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
8, ,삼진, ,4구, , ,삼진, , ,,2,0,0,0,0.207,박경완,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
9, , , , , , , , ,삼진,,1,0,0,0,0.313,조재호,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
10, ,우비, ,삼진, , ,좌안, , ,,3,1,0,0,0.225,박진만,구장 : 수원,"관중 : 2,420",2002.08.17(토),개시 : 18:30,경기시간 : 3:17,현대,LG,,,
0,중안, ,1땅,우안, ,삼진, ,좌안, ,,5,3,0,0,0.318,이진영,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
1,1희번, ,4구,좌비, ,사구, ,좌비, ,,2,0,0,1,0.279,김민재,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
2,2땅, ,1땅, ,4구,삼진, , ,1비,,4,0,0,1,0.226,김기태,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
3,삼진, ,4구, ,유실, ,삼진, ,삼진,,4,0,0,1,0.280,페르난데,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
4, ,1비,중안, ,삼진, ,삼진, ,좌중홈,,5,2,3,1,0.294,이호준,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
5, ,투땅,3땅, ,좌2, ,중홈, ,삼진,,5,2,2,1,0.299,채종범,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
6, ,사구, , , , , , , ,,0,0,0,0,0.290,잉글린,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
7, , , ,2땅,우안, ,1땅, , ,,3,1,0,0,0.253,조원우,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
8, ,좌안, ,삼진,유땅, , ,3땅, ,,4,1,0,0,0.264,김동수,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
9, ,유비, ,좌안, ,중비, , , ,,3,1,0,0,0.259,최태원,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
10, , , , , , , ,좌안, ,,1,1,0,0,0.273,강혁,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
11, , , , , , , , , ,,0,0,0,0,0.225,송재익,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,SK,KIA,,,
0,중안,좌안, , ,좌홈, ,우안, , ,,4,4,2,3,0.310,이종범,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
1, , , , , , , ,좌비, ,,1,0,0,0,0.250,김인철,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
2,좌안, ,우안, ,유땅, ,사구, , ,,3,2,0,2,0.256,김태룡,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
3,삼진, ,유2병, ,유땅, ,2안, , ,,4,1,0,0,0.349,장성호,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
4,좌홈, ,중비, ,좌중2, ,사구, , ,,3,2,4,1,0.311,펨버튼,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
5,중비, , ,삼진,2비, ,3파, , ,,4,0,0,0,0.284,김경언,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
6,유땅, , ,4구, ,4구,중희비, , ,,1,0,1,0,0.240,홍세완,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
7, ,유땅, ,삼진, , , , , ,,2,0,0,0,0.230,김창희,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
8, , , , , ,좌비,삼진, , ,,2,0,0,0,0.204,장정석,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
9, ,좌안, ,우비, ,우비, ,1파, ,,4,1,0,0,0.224,김상훈,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
10, ,중비, , ,4구, , , , ,,1,0,0,0,0.295,정성훈,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
11, , , , , ,삼진, ,2비, ,,2,0,0,1,0.272,김종국,구장 : 무등,"관중 : 3,580",2002.08.18(일),개시 : 18:29,경기시간 : 3:11,KIA,SK,,,
0,1땅,1땅, ,1안, ,우안,4구, , ,,4,2,1,0,0.282,강동우,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
1,2땅, ,2땅,좌파, ,우비,투땅, , ,,5,0,0,0,0.283,박한이,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
2,삼진, ,중홈,삼진, , ,좌비,2땅, ,,5,1,1,1,0.331,이승엽,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
3, ,좌안,중안, ,좌비, ,좌2,삼진, ,,5,3,0,2,0.308,마해영,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
4, ,사구,좌홈, ,투땅, ,사구,좌중홈, ,,3,2,3,4,0.275,브리또,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
5, ,좌안,2땅, ,2비, ,좌안,삼진, ,,5,2,1,2,0.293,김한수,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
6, ,3파,중비, , ,중안,사구, , ,,3,1,0,0,0.262,양준혁,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
7, , , , , , , , , ,,0,0,0,0,0.107,임재철,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
8, , , , , , , , ,좌비,,1,0,0,0,0.286,김승관,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
9, , , , , , , , , ,,0,0,0,0,0.265,김종훈,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
10, ,4구, ,중비, ,1파,4구, , ,,2,0,1,0,0.287,진갑용,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
11, , , , , , , , ,삼진,,1,0,0,0,0.333,현재윤,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
12, ,중안, ,우중안, ,삼진,삼진, ,삼진,,5,2,2,0,0.244,박정환,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,삼성,한화,,,
0,좌3, ,우중2, ,우비, ,삼진, , ,,4,2,0,1,0.352,이영우,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
1,삼진, ,삼진, ,1파, , ,좌안, ,,4,1,0,0,0.299,강석천,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
2,우비, ,삼진, , ,삼진, ,삼진, ,,4,0,0,0,0.288,송지만,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
3, , , , , , , , , ,,0,0,0,0,0.000,조효상,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
4,2안, , ,투땅, ,유비, ,중안, ,,4,2,1,0,0.289,데이비스,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
5,삼진, , , , , , , , ,,1,0,0,0,0.261,이도형,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
6, , , ,삼진, ,유땅, ,삼진, ,,3,0,0,0,0.187,조경택,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
7, ,우2, ,중비, , ,중비, , ,,3,1,0,0,0.238,장종훈,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
8, , , , , , , ,삼진, ,,1,0,0,0,0.181,김종석,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
9, ,3희번, , ,좌안, ,4구, ,삼진,,2,1,0,0,0.237,임수민,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
10, ,3땅, , , , , , , ,,1,0,0,0,0.259,황우구,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
11, , , , ,3땅, , , , ,,1,0,0,0,0.200,허준,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
12, , , , , , ,좌안, ,삼진,,2,1,0,0,0.235,김태균,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
13, ,유비, , ,우안, ,좌비, ,유땅,,4,1,0,0,0.216,이범호,구장 : 대전,"관중 : 3,063",2002.08.18(일),개시 : 18:30,경기시간 : 3:11,한화,삼성,,,
0,4구,유직, , ,중비, ,투땅, ,좌안,,4,1,0,1,0.309,이종범,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
1,우안, ,투번, ,삼진, ,우중2, ,포땅,,5,2,0,0,0.273,김종국,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
2,2비, ,3땅, , ,우홈,유실, ,중안,,5,2,1,1,0.350,장성호,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
3,삼진, ,좌비, , ,사구, , , ,,2,0,0,0,0.306,펨버튼,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
4, , , , , , , , , ,,0,0,0,0,0.304,김민철,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
5, , , , , , ,삼진, ,중안,,2,1,1,0,0.273,김인철,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
6,우비, , ,중안, ,1땅, , , ,,3,1,0,1,0.285,김경언,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
7, , , , , , ,4구, ,유땅,,1,0,0,0,0.229,김창희,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
8, ,삼진, ,3파, ,우안,우파, ,3땅,,5,1,0,0,0.239,홍세완,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
9, ,좌중2, ,좌비, ,4구, ,중비, ,,3,1,0,1,0.212,장정석,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
10, ,좌안, ,1땅, ,중안, ,유땅, ,,4,2,1,0,0.229,김상훈,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
11, ,좌희비, , ,1땅,유땅, ,중비, ,,3,0,1,0,0.291,정성훈,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,KIA,삼성,,,
0,1땅, , ,좌파, ,1땅, ,좌안, ,,4,1,0,0,0.282,강동우,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
1,투번, , ,삼진, ,1땅, ,1땅, ,,4,0,0,0,0.280,박한이,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
2,우비, , ,투땅, , ,삼진, ,우2,,4,1,0,1,0.330,이승엽,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
3, ,삼진, , ,삼진, ,중안, ,1파,,4,1,0,0,0.308,마해영,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
4, ,유비, , ,삼진, ,삼진, ,좌2,,4,1,1,0,0.275,브리또,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
5, ,3땅, , ,중홈, ,삼진, ,중비,,4,1,1,1,0.292,김한수,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
6, , ,2땅, ,2땅, , ,4구, ,,2,0,0,0,0.260,양준혁,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
7, , , , , , , , , ,,0,0,0,0,0.107,임재철,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
8, , , , , , , , ,3땅,,1,0,0,0,0.250,김승관,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
9, , ,3땅, , ,중비, ,2땅, ,,3,0,0,0,0.285,진갑용,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
10, , ,2비, , ,우안, ,삼진, ,,3,1,0,0,0.245,박정환,구장 : 시민,"관중 : 7,205",2002.08.20(화),개시 : 18:30,경기시간 : 3:00,삼성,KIA,,,
0,좌안, ,삼진, ,포파, ,포희번, , ,,3,1,0,0,0.316,최익성,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
1, , , , , , , ,4구, ,,0,0,0,0,0.313,조재호,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
2,3희번, ,3땅, , ,3안,4구,2병, ,,3,1,0,2,0.243,박종호,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
3,4구, , ,삼진, ,중안,좌안, ,삼진,,4,2,1,1,0.305,박재홍,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
4,투2병, , ,우비, ,중안,좌안, ,우비,,5,2,2,2,0.322,심정수,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
5, ,3땅, ,4구, ,포땅,좌비, ,우안,,4,1,0,0,0.324,이숭용,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
6, ,삼진, ,3땅, ,4구,우홈, , ,,3,1,3,1,0.333,프랭클린,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
7, , , , , , , , , ,,0,0,0,0,0.241,채종국,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
8, , , , , , , , ,3땅,,1,0,0,0,0.217,강병식,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
9, , , , , , , , , ,,0,0,0,0,0.179,서한규,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
10, ,유땅, , ,중안,유땅,3땅, , ,,4,1,1,0,0.226,박진만,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
11, , ,우안, ,삼진,3땅, ,중3, ,,4,2,0,0,0.212,박경완,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
12, , ,유땅, ,중안, ,유안,2땅, ,,4,2,0,1,0.303,전준호,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,현대,두산,,,
0,4구,3실, ,삼진, , ,4구,4구, ,,2,0,0,1,0.249,정수근,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
1,삼진,2유병, , , , , , , ,,2,0,0,0,0.312,최경환,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
2, , , , ,삼진, ,좌안,우안, ,,3,2,0,1,0.289,강봉규,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
3,좌안, ,우홈, ,3실, ,좌홈,삼진, ,,5,3,4,2,0.342,김동주,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
4, , , , , , , , , ,,0,0,0,0,0.158,김민호,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
5,2비, ,좌안, ,3비, ,중비, ,투땅,,5,1,0,0,0.264,심재학,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
6,2직, ,포비, ,중비, ,우안, ,사구,,4,1,0,0,0.282,안경현,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
7, ,좌중2,삼진, , ,유땅,중안, ,중2,,5,3,0,1,0.300,홍성흔,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
8, ,4구,좌안, , ,삼진,유비, ,투땅,,4,1,0,0,0.276,장원진,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
9, ,좌안, ,좌비, ,우비, ,우비,유땅,,5,1,0,0,0.136,홍원기,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
10, ,중희비, ,삼진, , ,2땅,투땅, ,,3,0,1,0,0.253,전상렬,구장 : 잠실,"관중 : 6,082",2002.08.20(화),개시 : 18:30,경기시간 : 3:28,두산,현대,,,
0,좌홈,4구, ,4구,삼진, ,유땅, ,투땅,,4,1,1,1,0.285,유지현,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
1,중비,1땅, ,4구, ,1땅, ,좌안,유땅,,5,1,0,0,0.285,이종열,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
2,유비, ,3땅,3안, ,우중안, ,좌중2, ,,5,3,1,1,0.264,최동수,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
3, , , , , , , , ,우비,,1,0,0,0,0.211,손지환,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
4,좌안, ,좌비,삼진, ,우안, ,4구, ,,4,2,0,1,0.274,마르티네,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
5,삼진, ,유비, ,4구, , , , ,,2,0,0,0,0.338,김재현,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
6, , , , , , , , , ,,0,0,0,1,0.212,박연수,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
7, , , , , ,삼진, ,4구, ,,1,0,0,1,0.284,이병규,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
8, ,4구, ,3땅,우안,4구, , , ,,2,1,0,1,0.246,조인성,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
9, , , , , , , ,삼진, ,,1,0,0,0,0.242,장재중,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
10, ,좌비, ,우안,2비,삼진, ,우안, ,,5,2,1,2,0.303,박용택,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
11, ,우2, ,중2,투안, ,삼진,우중2, ,,5,4,4,1,0.260,최만호,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
12, ,좌중안, ,2비,삼진, ,좌2,삼진, ,,5,2,1,0,0.226,권용관,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,LG,SK,,,
0,1땅,유2병, , ,1땅, ,중비, , ,,4,0,0,0,0.314,이진영,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,SK,LG,,,
1, , , , , , , , ,삼진,,1,0,0,0,0.218,조경환,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,SK,LG,,,
2,중비, ,삼진, ,중비, ,유직, ,유비,,5,0,0,0,0.276,김민재,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,SK,LG,,,
3,2땅, ,삼진, ,좌중안, ,우안, , ,,4,2,0,0,0.232,김기태,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,SK,LG,,,
4, ,좌홈,유비, ,삼진, ,삼진, , ,,4,1,1,1,0.280,페르난데,구장 : 문학,"관중 : 5,120",2002.08.20(화),개시 : 18:30,경기시간 : 4:01,SK,LG,,,
