,0,1,2,3,4,5,6,7,8,9,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,10,11,12
11, , ,좌2, ,1파, , , , ,,2,1,0,1,0.219,권용관,구장 : 잠실,"관중 : 5,510",2002.08.08(목),개시 : 18:30,경기시간 : 2:59,LG,현대,,,
12, , , , , , ,투땅, , ,,1,0,0,0,0.256,이일의,구장 : 잠실,"관중 : 5,510",2002.08.08(목),개시 : 18:30,경기시간 : 2:59,LG,현대,,,
13, , , , , , , ,좌안, ,,1,1,1,0,0.198,손지환,구장 : 잠실,"관중 : 5,510",2002.08.08(목),개시 : 18:30,경기시간 : 2:59,LG,현대,,,
0,1파, ,중비, ,우안, ,좌비, ,좌비,,5,1,0,0,0.247,정수근,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
1,우비, ,우홈, ,중안, ,삼진, , ,,4,2,1,1,0.312,최경환,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
2, , , , , , , , ,우비,,1,0,0,0,0.278,강봉규,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
3,삼진, ,3땅, ,유땅, , ,우홈, ,,4,1,1,1,0.341,김동주,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
4, ,좌안,3땅, , ,좌비, ,유땅, ,,4,1,0,1,0.256,우즈,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
5, ,우비, ,삼진, ,삼진, ,중비, ,,4,0,0,0,0.284,안경현,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
6, ,우홈, ,중비, ,2땅, ,투땅, ,,4,1,2,1,0.270,전상렬,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
7, ,3비, ,중비, , ,3비, ,우중2,,4,1,0,0,0.283,장원진,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
8, ,4구, , ,우비, ,중홈, ,중비,,3,1,1,1,0.289,홍성흔,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
9, ,투땅, , ,우비, , , , ,,2,0,0,0,0.273,김호,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
10, , , , , , ,중안, ,사구,,1,1,0,0,0.161,김민호,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
11, , , , , , , , , ,,0,0,0,0,0.152,홍원기,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,두산,SK,,,
0,2땅, ,중안, ,좌비, ,좌비, ,좌2,,5,2,0,0,0.310,이진영,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
1,2땅, ,4구, ,3땅, ,투땅, ,유땅,,4,0,0,0,0.269,김민재,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
2,3땅, ,좌비, ,2땅, ,2땅, , ,,4,0,0,0,0.302,채종범,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
3, ,우비,삼진, , ,중비, ,1비, ,,4,0,0,0,0.276,페르난데,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
4, ,중안, ,2땅, ,1안, ,1땅, ,,4,2,0,1,0.237,김기태,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
5, ,좌비, ,중비, ,4구, ,중안, ,,3,1,0,1,0.297,이호준,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
6, ,4구, ,4구, ,우안, ,중비, ,,2,1,0,0,0.288,잉글린,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
7, ,우비, ,우안, ,중희비, , ,삼진,,3,1,1,0,0.264,김동수,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
8, , ,유땅, , , , , , ,,1,0,0,0,0.241,최태원,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
9, , , ,삼진, , , , , ,,1,0,0,0,0.000,강혁,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
10, , , , , ,좌2, , ,삼진,,2,1,1,0,0.113,정경배,구장 : 문학,"관중 : 3,748",2002.08.08(목),개시 : 18:31,경기시간 : 2:48,SK,두산,,,
0,3땅,우안, , ,1파, ,우안,유2병, ,,5,2,1,1,0.278,유지현,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
1,2땅,좌비, , ,우안, ,좌중안, , ,,4,2,1,1,0.300,이종열,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
2, , , , , , , , ,삼진,,1,0,0,0,0.323,김상현,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
3,4구, ,2땅, ,2직, ,중2, , ,,3,1,2,2,0.312,박용택,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
4, , , , , , , , ,2땅,,1,0,0,0,0.241,장재중,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
5, , , , , , , , , ,,0,0,0,0,0.000,이상훈,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
6,좌홈, ,중비, , ,좌안,우비, ,4구,,4,2,2,1,0.271,마르티네,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
7,삼진, ,삼진, , , , , , ,,2,0,0,0,0.252,최동수,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
8, , , , , ,유땅,좌안, ,유땅,,3,1,1,0,0.287,서용빈,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
9, ,좌비, ,중비, ,중비,유땅, , ,,4,0,0,0,0.280,이병규,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
10, ,4구, ,좌비, ,투땅, ,좌안, ,,3,1,0,1,0.340,김재현,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
11, , , , , , , , , ,,0,0,0,0,0.234,최만호,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
12, ,삼진, ,좌홈, , ,우비,중비, ,,4,1,1,1,0.252,조인성,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
13, ,우안, ,3땅, , ,4구, , ,,2,1,0,1,0.221,권용관,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
14, , , , , , , ,좌안, ,,1,1,0,0,0.265,이일의,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
15, , , , , , , , , ,,0,0,0,0,0.198,손지환,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,LG,KIA,,,
0,유땅, ,삼진, ,2땅, , ,삼진, ,,4,0,0,0,0.282,김종국,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
1,2땅, ,삼진, , ,유땅, ,좌안, ,,4,1,0,0,0.205,장정석,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
2,투땅, , ,유땅, ,우비, ,좌비, ,,4,0,0,0,0.347,장성호,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
3, ,사구, ,좌안, ,중비, , ,우중안,,3,2,0,0,0.302,펨버튼,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
4, ,유파, ,사구, , ,중비, ,우비,,3,0,0,0,0.244,홍세완,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
5, ,유땅, ,1땅, , , , , ,,2,0,0,1,0.291,김경언,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
6, , , , , , ,좌홈, ,좌2,,2,2,1,1,0.267,김인철,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
7, ,우홈, ,유땅, , , , , ,,2,1,2,1,0.227,장일현,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
8, , , , , , ,삼진, ,삼진,,2,0,0,0,0.107,이대진,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
9, ,삼진, , ,삼진, , , , ,,2,0,0,0,0.228,김상훈,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
10, , , , , , ,유땅, ,삼진,,2,0,0,0,0.136,김지영,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
11, , ,1땅, ,1땅, , , , ,,2,0,0,0,0.298,정성훈,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
12, , , , , , , ,3비, ,,1,0,0,0,0.260,이현곤,구장 : 무등,"관중 : 2,334",2002.08.09(금),개시 : 18:30,경기시간 : 3:00,KIA,LG,,,
0,4구,중안,2안, ,1땅, ,중비, ,32병,,5,2,1,3,0.277,강동우,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
1,4구,사구,중2, , ,1땅,유비, , ,,3,1,3,2,0.284,박한이,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
2,중안,우2,중비, , ,중홈, ,유안, ,,5,4,5,2,0.336,이승엽,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
3,32병,3실, ,우비, ,3땅, ,투땅, ,,5,0,0,0,0.304,마해영,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
4,삼진,삼진, ,3직, ,우안, ,3안, ,,5,2,0,0,0.275,브리또,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
5, ,4구,3땅,4구, ,삼진, ,우희비, ,,2,0,1,0,0.289,김한수,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
6, ,우안,투직,유땅, , ,투땅, , ,,4,1,0,1,0.257,양준혁,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
7, , , , , , , ,2땅, ,,1,0,0,0,0.265,김종훈,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
8, ,3땅,좌안, ,우비, ,4구, , ,,3,1,0,2,0.292,진갑용,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
9, , , , , , , , ,1파,,1,0,0,0,0.375,현재윤,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
10, ,삼진,4구, ,2비, , , , ,,2,0,0,1,0.240,박정환,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
11, , , , , , ,우안, , ,,1,1,0,0,0.400,김승관,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
12, , , , , , , , ,중안,,1,1,0,0,0.208,김재걸,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,삼성,두산,,,
0,우안, ,좌비, , ,삼진, ,4구, ,,3,1,0,1,0.248,정수근,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
1,좌안, ,삼진, , ,1땅, ,포땅, ,,4,1,0,0,0.311,최경환,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
2,좌희비, ,중비, , ,중안, , ,3땅,,3,1,1,0,0.341,김동주,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
3,좌안, , ,유땅, ,삼진, , ,유땅,,4,1,0,0,0.256,우즈,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
4,삼진, , ,유땅, , ,유땅, ,중비,,4,0,0,0,0.280,안경현,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
5,중비, , ,삼진, , ,2땅, , ,,3,0,0,0,0.264,전상렬,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
6, ,우비, , ,유땅, , , , ,,2,0,0,0,0.281,장원진,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
7, , , , , , ,삼진, , ,,1,0,0,0,0.000,문희성,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
8, ,삼진, , ,3땅, , , , ,,2,0,0,0,0.287,홍성흔,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
9, , , , , , , ,우비, ,,1,0,0,0,0.302,강인권,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
10, ,중비, , ,유땅, , , , ,,2,0,0,0,0.268,김호,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
11, , , , , , , ,중비, ,,1,0,0,0,0.150,홍원기,구장 : 잠실,"관중 : 5,308",2002.08.09(금),개시 : 18:30,경기시간 : 2:35,두산,삼성,,,
0,포파, , ,좌비, ,중안,투안, ,삼진,,5,2,0,0,0.279,강동우,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
1,우안, , ,좌안, ,2땅,유비, , ,,4,2,1,0,0.287,박한이,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
2,1유병, , ,삼진, ,1땅, ,투땅, ,,4,0,0,0,0.332,이승엽,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
3, ,유땅, , ,삼진, ,4구,중안, ,,3,1,0,1,0.304,마해영,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
4, , , , , , , , , ,,0,0,0,0,0.208,김재걸,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
5, ,2땅, , ,1비, ,삼진,삼진, ,,4,0,0,0,0.271,브리또,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
6, ,좌비, , ,삼진, ,좌홈,우안, ,,4,2,2,1,0.291,김한수,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
7, , ,삼진, , ,우2,좌중2, , ,,3,2,0,1,0.261,양준혁,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
8, , , , , , , , , ,,0,0,0,0,0.107,임재철,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
9, , , , , , , ,삼진, ,,1,0,0,0,0.333,김승관,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
10, , , , , , , , , ,,0,0,0,0,0.265,김종훈,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
11, , ,2비, , ,유땅,4구, ,우비,,3,0,0,1,0.289,진갑용,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
12, , ,삼진, , ,중안,3땅, ,유비,,4,1,1,1,0.240,박정환,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,삼성,두산,,,
0,1땅,삼진, , ,유2병, ,2직, , ,,4,0,0,0,0.265,강봉규,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
1,4구, ,좌비, ,2땅, , ,삼진, ,,3,0,0,0,0.278,안경현,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
2,2파, , , , , , , , ,,1,0,0,0,0.340,김동주,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
3, , ,투땅, , ,2직, ,2땅, ,,3,0,0,0,0.146,홍원기,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
4,중비, ,삼진, , ,2땅, ,삼진, ,,4,0,0,0,0.252,우즈,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
5, ,4구, ,중안, ,좌안, , ,우비,,3,2,0,1,0.291,홍성흔,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
6, ,좌안, ,포희번, ,좌안, , ,2땅,,3,2,0,1,0.285,장원진,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
7, ,3희번, ,유땅, ,3파, , ,우비,,3,0,0,0,0.259,전상렬,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
8, ,유안, ,투땅, , ,삼진, , ,,3,1,1,0,0.270,김호,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
9, ,우안, , ,2안, ,좌비, , ,,3,2,1,0,0.252,정수근,구장 : 잠실,"관중 : 8,466",2002.08.11(일),개시 : 18:32,경기시간 : 2:52,두산,삼성,,,
0,3땅, ,좌홈, ,투땅, ,3땅, ,좌홈,,5,2,2,2,0.349,이영우,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
1,유땅, ,투땅, ,3땅, ,4구, ,좌비,,4,0,0,1,0.308,강석천,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
2,삼진, ,우안, , ,중안,우중2, ,좌안,,5,4,1,1,0.294,송지만,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
3, ,2땅,우비, , ,중안,3땅, ,2유병,,5,1,0,0,0.290,데이비스,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
4, ,삼진, ,유땅, ,포파, , , ,,3,0,0,0,0.268,이도형,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
5, , , , , , ,고4, , ,,0,0,0,0,0.186,김종석,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
6, , , , , , , , , ,,0,0,0,0,0.195,조경택,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
7, ,유땅, ,좌안, ,삼진, , , ,,3,1,0,0,0.241,장종훈,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
8, , , , , , ,삼진, , ,,1,0,0,0,0.194,김수연,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
9, , ,4구,유병, ,4구, ,유땅, ,,2,0,0,1,0.239,임수민,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
10, , ,삼진, ,우안,4구, ,1파, ,,3,1,1,0,0.265,황우구,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
11, , ,좌홈, ,투희번,3파, ,삼진, ,,3,1,2,1,0.218,이범호,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,한화,SK,,,
0,삼진, ,중안, ,2땅, ,2땅, ,우안,,5,2,0,0,0.271,김민재,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
1,투땅, ,우비, , ,우안,투땅, , ,,4,1,0,1,0.243,조원우,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
2, , , , , , , , , ,,0,0,0,0,0.231,송재익,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
3, , , , , , , , ,삼진,,1,0,0,0,0.111,정경배,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
4,유땅, , ,2땅, ,좌안, ,중홈,삼진,,5,2,1,2,0.304,채종범,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
5, ,삼진, ,중안, ,좌안, ,좌안, ,,4,3,1,0,0.282,페르난데,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
6, ,삼진, ,2땅, ,삼진, ,삼진, ,,4,0,0,0,0.281,잉글린,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
7, ,유땅, ,삼진, ,4구, , , ,,2,0,0,0,0.224,조경환,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
8, , , , , , , ,삼진, ,,1,0,0,0,0.000,강혁,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
9, , ,우비, ,3땅,유땅, ,삼진, ,,4,0,1,0,0.294,이호준,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
10, , ,중안, ,우비,우비, , , ,,3,1,0,0,0.265,김동수,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
11, , , , , , , , ,삼진,,1,0,0,0,0.235,김기태,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
12, , ,중비, ,좌안, , , , ,,2,1,0,0,0.243,최태원,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
13, , , , , , ,삼진, ,우중홈,,2,1,1,1,0.311,이진영,구장 : 문학,"관중 : 3,836",2002.08.11(일),개시 : 18:31,경기시간 : 3:12,SK,한화,,,
0,우중3, ,중안, ,우2, , ,우2, ,중비,5,4,0,2,0.320,이진영,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
1,중비, ,좌홈, ,2땅, , ,좌안, ,중안,5,3,3,1,0.276,김민재,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
2,좌비, ,2땅, ,2비, , ,1땅, ,2유병,5,0,0,0,0.299,채종범,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
3,4구, ,우중안, , ,중안, ,유땅, , ,3,2,0,0,0.285,페르난데,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
4,삼진, ,우비, , ,삼진, , , , ,3,0,0,0,0.231,김기태,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
5, , , , , , , , ,3실, ,1,0,0,0,0.224,조경환,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
6, , , , , , , , , , ,0,0,0,1,0.231,송재익,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
7, ,삼진, ,3땅, ,중비, , ,삼진, ,4,0,0,0,0.290,이호준,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
8, ,1땅, ,유땅, , ,삼진, ,3안, ,4,1,1,0,0.243,조원우,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
9, ,유땅, ,우비, , ,삼진, ,중비, ,4,0,0,0,0.259,김동수,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
10, , ,삼진, , , , , , , ,1,0,0,0,0.242,최태원,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
11, , , , ,중비, , , , , ,1,0,0,0,0.000,강혁,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
12, , , , , , ,삼진, ,삼진, ,2,0,0,0,0.107,정경배,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,SK,LG,,,
0,삼진,1희번, ,삼진, , ,삼진, ,2땅, ,4,0,1,0,0.272,유지현,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,LG,SK,,,
1,유땅,중비, , ,3땅, , ,4구, ,우비,4,0,0,0,0.295,이종열,구장 : 잠실,"관중 : 6,721",2002.08.13(화),개시 : 18:31,경기시간 : 3:47,LG,SK,,,
