,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2018년 10월 06일,41,35,12,6,4,0,2,5,5,4,1,11,0,1,1,1,0,201,마산
2018년 10월 07일,43,40,10,8,1,0,1,4,4,3,0,8,0,0,0,1,1,61,잠실
2018년 10월 07일,40,37,15,9,4,0,2,8,7,2,0,10,0,1,1,1,0,270,마산
2018년 10월 09일,42,37,11,8,0,0,3,8,8,3,1,10,2,0,1,0,0,267,인천
2018년 10월 09일,44,40,16,8,5,0,3,10,10,1,1,7,0,1,2,0,2,382,수원
2018년 10월 09일,53,45,12,8,3,1,0,10,10,7,0,12,0,0,1,1,0,184,사직
2018년 10월 10일,44,36,10,5,1,0,4,12,12,6,2,6,4,1,0,0,0,429,잠실
1970년 01월 01일,,,,,,,,,,,,,,,,,,,장 
2018년 10월 10일,44,41,12,5,5,0,2,10,9,3,0,7,0,0,0,1,0,284,사직
2018년 10월 11일,36,33,7,5,1,0,1,3,3,3,0,6,0,0,0,1,1,39,잠실
2018년 10월 11일,34,32,6,3,2,0,1,4,4,1,0,6,1,0,1,3,0,84,광주
2018년 10월 12일,33,33,8,7,1,0,0,2,2,0,0,6,0,1,0,1,1,-22,잠실
2018년 10월 12일,43,41,15,7,6,1,1,10,9,1,0,7,0,0,1,0,2,303,수원
2018년 10월 12일,39,35,8,3,2,1,2,4,3,4,0,9,0,0,0,1,2,98,광주
2018년 10월 13일,43,37,12,10,0,0,2,4,4,4,0,3,0,1,2,1,1,194,잠실
2018년 10월 13일,40,34,8,6,2,0,0,3,2,4,1,8,1,0,1,1,0,68,인천
2018년 10월 13일,41,35,8,4,1,0,3,8,8,6,0,11,0,0,0,0,1,191,대전
2018년 10월 13일,38,35,9,6,0,1,2,5,5,3,0,6,1,0,0,1,0,169,대구
2018년 10월 13일,37,33,8,4,1,0,3,5,5,3,0,9,1,0,1,1,1,192,광주
2018년 10월 10일,39,35,8,3,1,0,4,7,7,3,1,6,0,0,0,1,0,262,사직
2018년 10월 04일,44,39,13,9,1,0,3,7,7,3,2,12,0,1,0,2,1,239,대전
2018년 10월 10일,33,29,5,3,1,0,1,1,1,4,0,5,0,2,0,1,1,18,광주
2018년 10월 06일,47,37,13,11,1,0,1,8,7,4,4,6,1,0,2,0,1,241,인천
2018년 10월 14일,37,34,8,7,0,0,1,5,4,2,1,2,1,0,0,1,0,122,사직
