,name,year,team,position,birth,height,weight,age,war,g,ts,ab,r1,h,b2,b3,hr,tb,rbi,sb,cs,bb,hbp,bb4,so,gdp,ht,hb,avg,obp,slg,ops
0,테임즈,2015,NC,1B,1986-11-10,183,95,30,10.71,142,595,472,130,180,42,5,47,373,140,40,8,103,13,11,91,7,0,7,0.381,0.498,0.79,1.288
1,테임즈,2014,NC,1B,1986-11-10,183,95,29,6.32,125,514,443,95,152,30,6,37,305,121,11,2,58,7,5,99,6,0,6,0.343,0.422,0.688,1.111
2,테임즈,2016,NC,1B,1986-11-10,183,95,31,5.97,123,529,436,118,140,30,3,40,296,121,13,4,74,12,6,103,2,0,7,0.321,0.4270000000000001,0.679,1.106
3,이승엽,2002,삼성,1B,1976-08-18,183,87,27,8.96,133,617,511,123,165,42,2,47,352,126,1,2,89,15,5,109,11,0,2,0.32299999999999995,0.436,0.6890000000000001,1.125
4,이승엽,1999,삼성,1B,1976-08-18,183,87,24,8.91,132,614,486,128,157,33,2,54,356,123,10,2,112,12,6,114,7,0,4,0.32299999999999995,0.458,0.733,1.19
5,이승엽,2003,삼성,1B,1976-08-18,183,87,28,8.39,131,596,479,115,144,23,0,56,335,144,7,0,101,10,9,89,11,0,6,0.301,0.428,0.6990000000000001,1.127
6,이승엽,1997,삼성,1B,1976-08-18,183,87,22,6.78,126,577,517,96,170,37,3,32,309,114,5,2,49,6,4,79,10,1,4,0.329,0.391,0.598,0.988
7,이승엽,1998,삼성,1B,1976-08-18,183,87,23,6.73,126,568,477,100,146,32,2,38,296,102,0,2,78,5,10,97,4,1,7,0.306,0.404,0.621,1.024
8,이승엽,2001,삼성,1B,1976-08-18,183,87,26,5.52,127,574,463,101,128,31,2,39,280,95,4,2,96,12,11,130,6,1,2,0.276,0.412,0.605,1.017
9,이승엽,2012,삼성,1B,1976-08-18,183,87,37,5.47,126,556,488,84,150,28,2,21,245,85,6,0,59,4,4,101,10,1,4,0.307,0.384,0.502,0.8859999999999999
10,이승엽,2000,삼성,1B,1976-08-18,183,87,25,5.18,125,544,454,108,133,33,0,36,274,95,4,5,80,7,7,113,5,0,3,0.293,0.404,0.604,1.008
11,이승엽,1996,삼성,1B,1976-08-18,183,87,21,3.65,122,504,459,57,139,32,6,9,210,76,4,1,34,5,4,42,10,1,5,0.303,0.354,0.458,0.8109999999999999
12,이승엽,2015,삼성,DH,1976-08-18,183,87,40,3.14,122,522,470,87,156,28,1,26,264,90,2,1,40,6,2,71,10,0,6,0.332,0.387,0.562,0.949
13,이승엽,1995,삼성,1B,1976-08-18,183,87,20,2.77,121,411,365,55,104,29,1,13,174,73,0,3,33,4,1,54,4,2,7,0.285,0.345,0.477,0.8220000000000001
14,이승엽,2016,삼성,DH,1976-08-18,183,87,41,2.62,142,623,542,91,164,32,2,27,281,118,5,2,65,8,1,89,7,0,8,0.303,0.38,0.518,0.899
15,이승엽,2014,삼성,DH,1976-08-18,183,87,39,2.42,127,548,506,83,156,30,0,32,282,101,5,1,40,0,3,77,10,0,2,0.308,0.358,0.557,0.915
16,이승엽,2017,삼성,DH,1976-08-18,183,87,42,1.16,135,533,472,65,132,30,5,24,244,87,1,1,47,6,6,85,7,0,8,0.28,0.34700000000000003,0.517,0.8640000000000001
17,이승엽,2013,삼성,1B,1976-08-18,183,87,38,0.37,111,483,443,62,112,24,0,13,175,69,3,1,30,2,2,94,8,0,8,0.253,0.298,0.395,0.693
18,이대호,2010,롯데,3B,1982-06-21,194,130,29,8.82,127,552,478,99,174,13,0,44,319,133,0,2,61,10,6,77,15,0,3,0.364,0.444,0.667,1.111
19,이대호,2007,롯데,1B,1982-06-21,194,130,26,7.0,121,514,415,79,139,21,1,29,249,87,1,0,81,13,25,55,9,0,5,0.335,0.453,0.6,1.053
20,이대호,2011,롯데,1B,1982-06-21,194,130,30,6.89,133,570,493,76,176,26,1,27,285,113,2,0,63,8,8,60,22,0,6,0.35700000000000004,0.433,0.578,1.011
21,이대호,2006,롯데,1B,1982-06-21,194,130,25,6.52,122,499,443,71,149,26,0,26,253,88,0,1,39,16,5,55,11,0,1,0.336,0.409,0.5710000000000001,0.98
22,이대호,2008,롯데,3B,1982-06-21,194,130,27,5.51,122,527,435,73,131,23,0,18,208,94,0,1,62,18,4,56,9,0,12,0.301,0.4,0.478,0.879
23,이대호,2009,롯데,3B,1982-06-21,194,130,28,4.84,133,549,478,73,140,28,1,28,254,100,0,0,51,16,3,65,13,0,4,0.293,0.377,0.531,0.908
24,이대호,2005,롯데,3B,1982-06-21,194,130,24,3.98,126,512,447,53,119,16,2,21,202,80,1,0,47,15,4,76,12,0,3,0.266,0.354,0.452,0.805
25,이대호,2018,롯데,DH,1982-06-21,194,130,37,3.84,144,604,543,81,181,30,0,37,322,125,0,1,43,14,7,75,18,0,4,0.333,0.394,0.593,0.987
26,이대호,2017,롯데,1B,1982-06-21,194,130,36,3.68,142,608,540,73,173,13,0,34,288,111,1,1,50,15,8,84,22,0,3,0.32,0.391,0.5329999999999999,0.925
27,이대호,2019,롯데,DH,1982-06-21,194,130,38,1.79,135,549,485,48,138,23,1,16,211,88,0,0,48,9,4,65,19,0,7,0.285,0.355,0.435,0.79
28,이대호,2004,롯데,1B,1982-06-21,194,130,23,1.57,132,514,444,52,110,26,0,20,196,68,4,3,38,20,0,78,21,6,6,0.248,0.331,0.441,0.772
29,이대호,2002,롯데,DH,1982-06-21,194,130,21,1.06,74,281,255,27,71,19,0,8,114,32,1,0,19,7,1,66,6,0,0,0.278,0.345,0.447,0.792
30,이대호,2001,롯데,1B,1982-06-21,194,130,20,0.13,6,9,8,0,4,0,0,0,4,1,0,0,1,0,0,2,0,0,0,0.5,0.556,0.5,1.056
31,이대호,2003,롯데,1B,1982-06-21,194,130,22,0.05,54,173,152,8,37,6,0,4,55,13,0,2,13,6,0,37,3,2,0,0.243,0.328,0.362,0.6890000000000001
32,양준혁,1996,삼성,RF,1969-05-26,188,95,28,8.56,126,530,436,89,151,33,2,28,272,87,23,18,82,6,8,76,4,0,5,0.34600000000000003,0.452,0.624,1.0759999999999998
33,양준혁,1997,삼성,RF,1969-05-26,188,95,29,8.17,126,561,442,94,145,32,5,30,277,98,25,17,103,7,27,75,7,0,8,0.328,0.455,0.627,1.082
34,양준혁,1993,삼성,1B,1969-05-26,188,95,25,6.85,106,456,381,82,130,27,1,23,228,90,4,9,61,8,6,40,7,0,6,0.341,0.436,0.598,1.035
35,양준혁,2007,삼성,DH,1969-05-26,188,95,39,6.72,123,544,442,78,149,34,0,22,249,72,20,8,91,7,15,44,12,1,2,0.337,0.456,0.563,1.019
36,양준혁,1995,삼성,LF,1969-05-26,188,95,27,6.68,125,527,438,81,137,34,1,20,233,84,8,2,77,6,8,50,7,0,6,0.313,0.418,0.532,0.949
37,양준혁,2004,삼성,1B,1969-05-26,188,95,36,6.37,133,584,479,95,151,30,0,28,265,103,5,2,89,13,8,53,10,1,2,0.315,0.434,0.5529999999999999,0.987
38,양준혁,2003,삼성,LF,1969-05-26,188,95,35,6.21,133,551,490,90,161,37,2,33,301,92,2,5,49,6,2,49,13,4,2,0.329,0.395,0.614,1.009
39,양준혁,1998,삼성,DH,1969-05-26,188,95,30,6.2,126,552,456,80,156,30,1,27,269,89,15,14,87,5,26,69,14,0,3,0.342,0.45,0.59,1.04
40,양준혁,2006,삼성,DH,1969-05-26,188,95,38,5.45,126,533,413,63,125,31,1,13,197,81,12,7,103,9,10,43,11,1,7,0.303,0.446,0.477,0.923
41,양준혁,1994,삼성,DH,1969-05-26,188,95,26,4.22,123,496,427,62,128,21,1,19,208,87,15,4,63,0,7,42,7,1,5,0.3,0.386,0.487,0.873
42,양준혁,2009,삼성,DH,1969-05-26,188,95,41,2.71,82,322,249,51,82,16,0,11,131,48,3,4,63,4,4,24,7,1,5,0.329,0.464,0.526,0.99
43,양준혁,2002,삼성,RF,1969-05-26,188,95,34,2.37,132,437,391,60,108,23,2,14,177,50,2,3,39,5,3,56,9,0,1,0.276,0.349,0.453,0.8009999999999999
44,양준혁,2005,삼성,DH,1969-05-26,188,95,37,1.79,124,463,394,61,103,15,1,13,159,50,10,3,62,5,5,44,16,0,2,0.261,0.3670000000000001,0.404,0.7709999999999999
45,양준혁,2008,삼성,DH,1969-05-26,188,95,40,1.4,114,443,385,49,107,16,2,8,151,49,1,1,46,7,4,37,10,2,2,0.278,0.364,0.392,0.7559999999999999
46,양준혁,2010,삼성,DH,1969-05-26,188,95,42,0.02,64,175,142,10,34,6,0,1,43,20,0,1,28,3,2,20,3,0,2,0.239,0.371,0.303,0.674
47,박경완,2004,SK,C,1972-07-11,178,88,33,8.36,132,526,410,94,121,19,1,34,244,79,2,5,94,14,3,126,9,6,2,0.295,0.44,0.595,1.036
48,박경완,2007,SK,C,1972-07-11,178,88,36,3.94,119,437,352,60,87,21,1,15,155,60,6,3,55,10,4,68,9,11,9,0.247,0.35700000000000004,0.44,0.797
49,박경완,2010,SK,C,1972-07-11,178,88,39,3.78,129,472,381,51,100,20,0,14,162,67,1,1,46,27,2,88,11,15,3,0.262,0.379,0.425,0.804
50,박경완,2003,SK,C,1972-07-11,178,88,32,3.35,122,428,336,49,84,16,2,15,149,60,6,6,59,9,2,93,8,21,3,0.25,0.374,0.443,0.8170000000000001
51,박경완,2006,SK,C,1972-07-11,178,88,35,3.24,111,380,324,38,82,13,0,13,134,51,2,2,37,9,5,91,5,6,4,0.253,0.342,0.414,0.7559999999999999
52,박경완,2008,SK,C,1972-07-11,178,88,37,3.23,101,370,304,44,83,17,0,7,121,36,6,4,48,6,0,64,8,7,5,0.273,0.377,0.398,0.775
53,박경완,2005,SK,C,1972-07-11,178,88,34,2.75,114,425,347,43,85,17,0,11,135,44,1,4,57,7,7,100,6,8,6,0.245,0.35700000000000004,0.389,0.746
54,박경완,2009,SK,C,1972-07-11,178,88,38,2.0,65,246,198,32,53,10,0,12,99,38,3,1,33,2,2,39,5,11,2,0.268,0.375,0.5,0.875
55,박경완,2011,SK,C,1972-07-11,178,88,40,-0.12,10,16,15,0,2,0,0,0,2,1,0,0,1,0,0,6,2,0,0,0.133,0.188,0.133,0.321
56,박경완,2013,SK,C,1972-07-11,178,88,42,-0.13,8,21,19,1,2,0,0,1,5,1,0,0,0,1,0,5,1,1,0,0.105,0.15,0.263,0.413
57,박경완,2012,SK,C,1972-07-11,178,88,41,-0.25,8,23,20,0,2,0,0,0,2,0,0,0,1,0,0,6,2,2,0,0.1,0.14300000000000002,0.1,0.243
58,김동주,2007,두산,3B,1976-02-03,180,102,32,7.42,119,481,382,68,123,24,0,19,204,78,11,2,83,14,11,55,10,0,2,0.322,0.457,0.534,0.991
59,김동주,2000,두산,3B,1976-02-03,180,102,25,7.28,127,539,469,78,159,29,1,31,283,106,5,2,51,13,1,65,17,0,6,0.339,0.414,0.603,1.017
60,김동주,2002,두산,3B,1976-02-03,180,102,27,6.13,120,487,415,63,132,21,0,26,231,79,1,1,52,13,2,61,8,0,7,0.318,0.405,0.557,0.961
61,김동주,2009,두산,3B,1976-02-03,180,102,34,5.76,105,426,354,63,125,28,0,19,210,86,3,1,61,8,10,55,17,0,3,0.353,0.455,0.593,1.0490000000000002
62,김동주,2003,두산,DH,1976-02-03,180,102,28,5.61,118,504,401,61,137,23,2,23,233,89,3,2,79,11,8,53,15,0,13,0.342,0.45,0.581,1.031
63,김동주,2008,두산,3B,1976-02-03,180,102,33,5.18,109,451,363,55,112,12,2,18,182,104,2,2,63,12,5,54,11,0,13,0.309,0.415,0.501,0.916
64,김동주,2004,두산,3B,1976-02-03,180,102,29,5.05,124,517,430,72,123,19,1,19,201,76,4,6,69,16,3,67,14,0,2,0.28600000000000003,0.402,0.467,0.87
65,김동주,1999,두산,3B,1976-02-03,180,102,24,4.94,114,455,399,62,128,25,3,22,225,84,2,1,41,10,1,53,9,1,4,0.321,0.394,0.564,0.958
66,김동주,2005,두산,3B,1976-02-03,180,102,30,3.94,94,338,268,51,81,13,1,10,126,50,1,2,57,12,9,38,10,0,1,0.302,0.444,0.47,0.914
67,김동주,2011,두산,DH,1976-02-03,180,102,36,3.44,120,483,406,57,116,24,1,17,193,75,6,1,66,8,5,54,18,0,3,0.28600000000000003,0.393,0.475,0.8690000000000001
68,김동주,2010,두산,DH,1976-02-03,180,102,35,3.21,110,470,387,60,114,22,0,20,196,67,0,1,67,10,4,45,15,1,5,0.295,0.407,0.506,0.914
69,김동주,2001,두산,DH,1976-02-03,180,102,26,2.76,103,421,364,49,118,18,0,18,190,62,2,2,47,4,5,57,10,0,6,0.324,0.401,0.522,0.923
70,김동주,2012,두산,3B,1976-02-03,180,102,37,1.25,66,245,223,18,65,5,0,2,76,27,3,1,16,2,0,24,7,0,4,0.29100000000000004,0.339,0.341,0.68
71,김동주,2006,두산,DH,1976-02-03,180,102,31,0.64,43,164,140,19,35,7,0,4,54,16,0,0,23,1,2,17,7,0,0,0.25,0.36,0.386,0.746
72,김동주,2013,두산,3B,1976-02-03,180,102,38,0.39,28,101,82,6,21,2,0,1,26,9,1,0,10,5,0,9,4,0,4,0.256,0.35600000000000004,0.317,0.674
73,최정,2012,SK,3B,1987-02-28,180,84,26,7.29,130,553,474,85,142,33,1,26,255,84,20,8,49,21,7,98,8,3,6,0.3,0.386,0.5379999999999999,0.923
74,최정,2013,SK,3B,1987-02-28,180,84,27,7.11,120,525,434,75,137,18,0,28,239,83,24,8,64,24,9,109,10,1,2,0.316,0.429,0.551,0.98
75,최정,2017,SK,3B,1987-02-28,180,84,31,6.56,130,527,430,89,136,18,1,46,294,113,1,5,70,19,10,107,8,0,8,0.316,0.4270000000000001,0.684,1.111
76,최정,2019,SK,3B,1987-02-28,180,84,33,6.32,141,606,503,86,147,27,0,29,261,99,3,2,69,26,6,92,4,0,8,0.292,0.399,0.519,0.918
77,최정,2016,SK,3B,1987-02-28,180,84,30,5.82,141,606,500,106,144,24,1,40,290,106,1,2,77,23,2,126,6,0,6,0.28800000000000003,0.403,0.58,0.983
78,최정,2011,SK,3B,1987-02-28,180,84,25,5.76,113,488,403,64,125,25,1,20,212,75,15,5,46,20,1,72,8,13,6,0.31,0.402,0.526,0.928
79,최정,2008,SK,3B,1987-02-28,180,84,22,5.4,114,476,406,77,133,24,1,12,195,61,19,8,41,17,2,58,7,10,2,0.328,0.41,0.48,0.89
80,최정,2010,SK,3B,1987-02-28,180,84,24,5.07,123,493,400,84,120,31,1,20,213,80,12,4,49,20,0,72,7,16,8,0.3,0.396,0.5329999999999999,0.929
81,최정,2018,SK,3B,1987-02-28,180,84,32,3.52,115,489,406,95,99,16,1,35,222,74,9,2,58,23,2,129,10,0,2,0.244,0.368,0.547,0.915
82,최정,2014,SK,3B,1987-02-28,180,84,28,3.32,82,361,308,65,94,20,0,14,156,76,7,2,37,12,0,69,9,1,3,0.305,0.397,0.506,0.904
83,최정,2009,SK,3B,1987-02-28,180,84,23,3.3,99,410,339,63,90,15,0,19,162,58,11,0,40,22,0,64,6,6,3,0.265,0.376,0.478,0.8540000000000001
84,최정,2015,SK,3B,1987-02-28,180,84,29,3.23,81,330,275,43,81,17,0,17,149,58,5,2,46,5,2,78,6,1,3,0.295,0.401,0.542,0.943
85,최정,2007,SK,3B,1987-02-28,180,84,21,3.15,122,462,408,49,109,19,1,16,178,66,8,7,33,11,1,84,3,9,1,0.267,0.338,0.436,0.774
86,최정,2006,SK,1B,1987-02-28,180,84,20,0.39,92,304,280,25,62,11,0,12,109,40,3,2,14,7,1,90,6,2,1,0.221,0.275,0.389,0.664
87,이종범,2003,KIA,CF,1970-08-15,178,73,34,7.11,132,595,524,110,165,43,1,20,270,61,50,10,59,7,5,58,8,1,4,0.315,0.389,0.515,0.904
88,이종범,2002,KIA,CF,1970-08-15,178,73,33,5.24,123,546,485,93,142,25,2,18,225,59,35,5,43,13,5,63,7,4,1,0.293,0.365,0.464,0.8290000000000001
89,이종범,2005,KIA,CF,1970-08-15,178,73,36,4.79,118,495,430,69,134,25,2,6,181,36,28,5,47,11,2,49,8,7,0,0.312,0.393,0.421,0.8140000000000001
90,이종범,2004,KIA,CF,1970-08-15,178,73,35,4.27,133,577,493,100,128,29,0,17,208,52,42,7,53,17,1,50,9,12,2,0.26,0.35,0.422,0.772
91,이종범,2008,KIA,RF,1970-08-15,178,73,39,1.45,110,362,317,38,90,19,4,1,120,38,9,3,32,1,0,26,11,9,3,0.284,0.348,0.379,0.727
92,이종범,2009,KIA,RF,1970-08-15,178,73,40,0.86,123,449,385,63,105,21,1,6,146,40,11,1,41,5,1,50,9,12,6,0.273,0.34600000000000003,0.379,0.725
93,이종범,2006,KIA,CF,1970-08-15,178,73,37,0.79,93,379,339,41,82,18,1,1,105,21,10,7,24,5,2,43,3,11,0,0.242,0.302,0.31,0.611
94,이종범,2011,KIA,RF,1970-08-15,178,73,42,0.69,97,273,235,27,65,15,1,3,91,24,3,2,22,1,1,35,6,12,3,0.277,0.337,0.387,0.7240000000000001
95,이종범,2010,KIA,RF,1970-08-15,178,73,41,-0.1,97,289,265,36,65,16,1,4,95,29,2,2,15,3,0,33,5,6,0,0.245,0.293,0.358,0.652
96,이종범,2007,KIA,RF,1970-08-15,178,73,38,-2.04,84,282,253,23,44,6,0,1,53,18,3,2,13,2,0,25,6,10,4,0.174,0.217,0.209,0.426
97,박건우,2017,두산,CF,1990-09-08,184,80,28,7.0,131,543,483,91,177,40,2,20,281,78,20,3,41,10,2,64,15,5,4,0.366,0.424,0.5820000000000001,1.006
98,박건우,2019,두산,RF,1990-09-08,184,80,30,4.68,127,537,458,83,146,27,5,10,213,64,12,3,60,7,0,57,23,1,11,0.319,0.397,0.465,0.863
99,박건우,2016,두산,RF,1990-09-08,184,80,27,4.51,132,540,484,95,162,36,4,20,266,83,17,6,38,9,0,86,9,4,5,0.335,0.39,0.55,0.94
100,박건우,2018,두산,CF,1990-09-08,184,80,29,3.42,125,529,488,79,159,24,6,12,231,84,7,3,28,10,1,65,14,1,2,0.326,0.373,0.473,0.847
101,박건우,2015,두산,RF,1990-09-08,184,80,26,1.47,70,175,158,31,54,12,0,5,81,26,2,1,12,3,0,29,2,2,0,0.342,0.399,0.513,0.912
102,박건우,2009,두산,CF,1990-09-08,184,80,20,-0.04,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4
103,박건우,2013,두산,RF,1990-09-08,184,80,24,-0.07,34,51,48,12,13,1,0,1,17,7,2,3,1,1,0,11,4,1,0,0.271,0.3,0.354,0.654
104,박건우,2014,두산,RF,1990-09-08,184,80,25,-0.36,47,66,61,7,11,4,1,0,17,3,1,0,4,0,0,13,0,1,0,0.18,0.231,0.279,0.51
105,김태균,2012,한화,1B,1982-05-29,185,110,31,6.97,126,513,416,61,151,24,0,16,223,80,3,1,81,11,8,69,11,0,5,0.363,0.474,0.536,1.01
106,김태균,2008,한화,1B,1982-05-29,185,110,27,6.14,115,484,410,81,133,27,1,31,255,92,2,0,64,5,4,67,8,0,5,0.324,0.417,0.622,1.039
107,김태균,2003,한화,1B,1982-05-29,185,110,22,6.0,133,573,479,67,153,24,2,31,274,95,3,2,79,9,6,106,13,4,2,0.319,0.424,0.5720000000000001,0.996
108,김태균,2016,한화,DH,1982-05-29,185,110,35,5.5,144,652,529,94,193,39,0,23,301,136,1,0,108,9,10,97,11,0,6,0.365,0.476,0.569,1.045
109,김태균,2004,한화,1B,1982-05-29,185,110,23,5.15,129,556,473,76,153,26,1,23,250,106,2,1,70,6,3,99,11,0,7,0.32299999999999995,0.412,0.529,0.94
110,김태균,2005,한화,1B,1982-05-29,185,110,24,5.1,124,529,461,73,146,33,2,23,252,100,3,1,60,6,5,73,20,0,2,0.317,0.401,0.547,0.947
111,김태균,2014,한화,1B,1982-05-29,185,110,33,4.94,118,508,422,66,154,30,0,18,238,84,0,2,70,11,1,73,18,0,5,0.365,0.463,0.564,1.027
112,김태균,2007,한화,1B,1982-05-29,185,110,26,4.48,118,491,393,62,114,13,0,21,190,85,2,1,90,2,4,70,13,0,6,0.29,0.42,0.483,0.903
113,김태균,2006,한화,1B,1982-05-29,185,110,25,4.41,124,511,423,66,123,27,0,13,189,73,2,0,82,2,1,89,18,0,4,0.29100000000000004,0.405,0.447,0.852
114,김태균,2001,한화,3B,1982-05-29,185,110,20,4.33,88,289,245,51,82,13,2,20,159,54,2,0,40,4,2,72,4,0,0,0.335,0.436,0.649,1.085
115,김태균,2015,한화,1B,1982-05-29,185,110,34,4.17,133,524,408,61,129,28,0,21,220,104,3,1,98,12,12,80,19,1,5,0.316,0.457,0.539,0.996
116,김태균,2013,한화,1B,1982-05-29,185,110,32,3.68,101,430,345,41,110,24,0,10,164,52,0,3,73,8,7,67,14,0,4,0.319,0.444,0.475,0.92
117,김태균,2009,한화,1B,1982-05-29,185,110,28,3.18,95,389,336,63,111,15,0,19,183,62,0,0,45,6,4,71,12,0,2,0.33,0.417,0.545,0.961
118,김태균,2017,한화,DH,1982-05-29,185,110,36,2.55,94,407,356,51,121,22,0,17,194,76,0,0,43,4,7,56,13,0,4,0.34,0.413,0.545,0.958
119,김태균,2019,한화,DH,1982-05-29,185,110,38,1.9,127,500,433,47,132,21,0,6,171,62,3,0,54,5,5,94,15,0,8,0.305,0.382,0.395,0.777
120,김태균,2002,한화,1B,1982-05-29,185,110,21,0.65,105,344,298,25,76,11,0,7,108,34,2,1,41,2,2,103,13,1,2,0.255,0.34700000000000003,0.362,0.7090000000000001
121,김태균,2018,한화,DH,1982-05-29,185,110,37,0.47,73,271,254,25,80,11,0,10,121,34,0,1,13,4,1,56,7,0,0,0.315,0.358,0.476,0.8340000000000001
122,양의지,2019,NC,C,1987-06-05,179,85,33,6.69,118,459,390,61,138,26,0,20,224,68,4,3,48,15,4,43,13,0,6,0.354,0.438,0.574,1.012
123,최형우,2017,KIA,LF,1983-12-16,179,106,35,6.65,142,629,514,98,176,36,3,26,296,120,0,1,96,11,8,82,15,0,8,0.342,0.45,0.5760000000000001,1.026
124,최형우,2018,KIA,LF,1983-12-16,179,106,36,4.94,143,609,528,92,179,34,1,25,290,103,3,0,66,7,7,87,17,0,8,0.339,0.414,0.5489999999999999,0.963
125,최형우,2019,KIA,DH,1983-12-16,179,106,37,4.16,136,555,456,65,137,31,1,17,221,86,0,1,85,7,6,77,13,0,7,0.3,0.413,0.485,0.897
126,나바로,2015,삼성,2B,1987-10-31,183,93,29,6.45,140,643,534,126,153,19,1,48,318,137,22,6,93,6,8,72,10,1,9,0.287,0.393,0.596,0.988
127,나바로,2014,삼성,2B,1987-10-31,183,93,28,6.23,125,602,500,118,154,27,1,31,276,98,25,9,96,1,1,71,7,0,5,0.308,0.417,0.552,0.969
128,손아섭,2014,롯데,RF,1988-03-18,174,88,27,6.26,122,570,483,105,175,25,3,18,260,80,10,3,80,5,7,78,7,0,2,0.362,0.456,0.5379999999999999,0.994
129,손아섭,2013,롯데,RF,1988-03-18,174,88,26,6.04,128,568,498,83,172,23,4,11,236,69,36,7,64,3,6,88,9,0,3,0.345,0.421,0.474,0.895
130,손아섭,2017,롯데,RF,1988-03-18,174,88,30,5.72,144,667,576,113,193,35,4,20,296,80,25,8,83,4,8,96,7,1,3,0.335,0.42,0.514,0.934
131,손아섭,2016,롯데,RF,1988-03-18,174,88,29,5.3,144,672,575,118,186,33,1,16,269,81,42,4,92,3,1,104,4,0,2,0.32299999999999995,0.418,0.468,0.8859999999999999
132,손아섭,2018,롯데,RF,1988-03-18,174,88,31,5.3,141,625,553,109,182,32,5,26,302,93,20,3,68,2,1,99,15,1,1,0.329,0.404,0.546,0.95
133,손아섭,2011,롯데,RF,1988-03-18,174,88,24,4.93,116,492,442,79,144,25,5,15,224,83,13,4,43,2,1,80,6,1,4,0.326,0.385,0.507,0.892
134,손아섭,2015,롯데,RF,1988-03-18,174,88,28,3.8,116,517,445,86,141,28,1,13,210,54,11,6,68,1,3,96,6,0,3,0.317,0.406,0.472,0.878
135,손아섭,2012,롯데,RF,1988-03-18,174,88,25,3.59,132,556,503,61,158,26,0,5,199,58,10,5,41,6,4,79,7,2,4,0.314,0.37,0.396,0.7659999999999999
136,손아섭,2010,롯데,LF,1988-03-18,174,88,23,2.85,121,487,422,85,129,23,0,11,185,47,6,2,50,1,0,82,2,9,5,0.306,0.377,0.438,0.815
137,손아섭,2019,롯데,RF,1988-03-18,174,88,32,2.75,134,568,512,78,151,22,1,10,205,63,12,8,52,1,1,92,6,1,2,0.295,0.36,0.4,0.76
138,손아섭,2008,롯데,DH,1988-03-18,174,88,21,1.17,80,250,218,31,66,11,1,3,88,17,2,3,28,2,0,35,4,2,0,0.303,0.387,0.404,0.7909999999999999
139,손아섭,2007,롯데,RF,1988-03-18,174,88,20,-0.03,4,6,6,2,1,1,0,0,2,1,0,0,0,0,0,1,0,0,0,0.16699999999999998,0.16699999999999998,0.333,0.5
140,손아섭,2009,롯데,LF,1988-03-18,174,88,22,-0.32,34,96,86,11,16,4,0,3,29,4,1,1,9,0,0,16,3,1,0,0.18600000000000005,0.263,0.337,0.6
141,홍성흔,2004,두산,C,1977-02-28,180,96,28,6.17,133,552,501,62,165,27,2,14,238,86,10,7,36,10,2,70,8,3,2,0.329,0.384,0.475,0.8590000000000001
142,홍성흔,2002,두산,C,1977-02-28,180,96,26,4.18,127,484,432,51,125,17,0,18,196,70,5,3,37,5,1,63,17,7,3,0.289,0.35,0.454,0.804
143,홍성흔,2006,두산,C,1977-02-28,180,96,30,3.65,119,424,390,36,112,16,0,10,158,56,1,1,26,4,1,49,10,2,2,0.287,0.337,0.405,0.742
144,홍성흔,2014,두산,DH,1977-02-28,180,96,38,3.31,124,521,447,63,141,19,1,20,222,82,5,3,64,4,0,79,13,5,1,0.315,0.405,0.4970000000000001,0.902
145,홍성흔,2000,두산,C,1977-02-28,180,96,24,2.96,127,484,438,55,127,13,2,10,174,59,10,3,32,3,2,50,12,7,4,0.29,0.34,0.397,0.737
146,홍성흔,2005,두산,C,1977-02-28,180,96,29,2.68,115,433,394,41,107,17,0,11,157,74,2,2,29,3,0,57,17,4,3,0.272,0.324,0.398,0.723
147,홍성흔,2013,두산,DH,1977-02-28,180,96,37,2.6,127,538,469,61,140,21,0,15,206,72,5,3,57,6,0,93,15,3,3,0.299,0.379,0.439,0.8190000000000001
148,홍성흔,2008,두산,DH,1977-02-28,180,96,32,2.38,114,460,423,45,140,19,2,8,187,63,8,1,25,4,5,35,16,3,5,0.331,0.37,0.442,0.812
149,홍성흔,2007,두산,C,1977-02-28,180,96,31,1.87,80,274,231,21,62,11,0,5,88,39,0,2,26,8,3,29,10,3,6,0.268,0.354,0.381,0.735
150,홍성흔,1999,두산,C,1977-02-28,180,96,23,1.72,111,392,353,47,91,14,1,16,155,63,3,1,22,3,0,61,10,10,4,0.258,0.304,0.439,0.743
151,홍성흔,2001,두산,C,1977-02-28,180,96,25,1.72,122,452,408,50,109,18,1,8,153,48,9,4,26,6,3,53,13,8,4,0.267,0.318,0.375,0.693
152,홍성흔,2003,두산,C,1977-02-28,180,96,27,1.65,73,263,241,20,70,12,0,7,103,36,2,2,15,0,0,44,8,2,5,0.29,0.326,0.4270000000000001,0.753
153,홍성흔,2015,두산,DH,1977-02-28,180,96,39,0.09,93,352,301,39,79,12,0,7,112,46,8,1,42,5,1,59,13,4,0,0.262,0.362,0.3720000000000001,0.7340000000000001
154,홍성흔,2016,두산,DH,1977-02-28,180,96,40,-0.15,17,45,40,4,10,2,0,0,12,5,0,1,5,0,0,9,3,0,0,0.25,0.333,0.3,0.633
155,나성범,2014,NC,CF,1989-10-03,183,96,26,6.06,123,536,477,88,157,28,5,30,285,101,14,5,42,15,2,128,4,1,1,0.329,0.4,0.597,0.998
