,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2015년 04월 01일,44,33,8,3,3,0,2,6,5,10,0,6,1,0,1,1,1,229,대전
2015년 04월 01일,34,31,6,5,1,0,0,3,3,1,1,6,0,0,1,4,1,-33,마산
2015년 04월 01일,37,32,9,6,1,1,1,5,5,4,0,4,1,0,1,1,2,155,수원
2015년 04월 02일,,,,,,,,,,,,,,,,,,,잠실
2015년 04월 02일,,,,,,,,,,,,,,,,,,,인천
2015년 04월 02일,35,32,5,5,0,0,0,2,2,2,1,10,0,0,0,1,0,-60,대전
2015년 04월 02일,,,,,,,,,,,,,,,,,,,마산
2015년 04월 02일,,,,,,,,,,,,,,,,,,,수원
2015년 04월 03일,40,37,9,5,2,0,2,7,6,2,0,3,0,0,1,1,1,195,잠실
2015년 04월 03일,36,32,6,2,2,0,2,3,3,4,0,13,0,0,0,1,0,59,목동
2015년 04월 03일,32,32,6,6,0,0,0,0,0,0,0,7,0,0,0,1,0,-68,사직
2015년 04월 03일,39,32,8,4,3,0,1,6,6,2,4,8,0,2,1,1,1,121,마산
2015년 04월 03일,41,35,12,8,2,0,2,5,5,6,0,8,0,1,0,1,0,211,수원
2015년 04월 04일,33,26,1,0,0,0,1,2,2,6,1,11,1,2,0,1,1,-34,잠실
2015년 04월 04일,46,38,11,8,2,0,1,10,10,7,0,9,1,0,1,0,1,242,목동
2015년 04월 04일,,,,,,,,,,,,,,,,,,,사직
2015년 04월 04일,,,,,,,,,,,,,,,,,,,마산
2015년 04월 04일,46,42,14,11,1,0,2,10,9,4,0,10,4,2,0,1,0,265,수원
2015년 04월 05일,36,28,4,4,0,0,0,5,5,7,0,8,2,1,1,1,2,39,잠실
2015년 04월 05일,49,39,13,8,3,0,2,13,11,8,1,9,5,0,1,1,0,379,목동
2015년 04월 05일,36,35,8,7,0,0,1,4,4,1,0,7,2,1,0,0,2,46,사직
2015년 04월 05일,33,33,8,7,1,0,0,2,2,0,0,6,0,0,0,2,0,-21,마산
2015년 04월 05일,42,31,8,6,2,0,0,4,4,9,0,5,0,0,2,2,1,112,수원
2015년 04월 07일,54,52,27,17,5,1,4,17,16,2,0,10,0,0,0,1,0,652,잠실
2015년 04월 07일,41,34,10,7,2,0,1,2,2,4,0,12,2,0,3,0,0,126,인천
2015년 04월 07일,49,40,10,9,0,0,1,3,2,8,0,15,1,0,1,1,1,37,대전
2015년 04월 07일,32,29,4,2,1,0,1,1,1,3,0,10,0,1,0,1,0,-37,시민
2015년 04월 07일,41,35,8,3,3,1,1,5,5,4,2,8,3,0,0,0,1,186,광주
2015년 04월 08일,40,32,8,5,3,0,0,4,4,6,1,9,1,2,1,0,0,81,잠실
2015년 04월 08일,34,32,5,4,1,0,0,1,1,2,0,11,1,0,0,0,1,-71,인천
2015년 04월 08일,36,32,8,5,2,0,1,3,2,2,0,10,1,1,2,0,0,84,대전
2015년 04월 08일,37,31,8,8,0,0,0,2,2,2,1,13,2,0,3,1,0,10,시민
2015년 04월 08일,51,38,14,8,3,0,3,13,13,7,4,5,0,1,2,0,0,459,광주
2015년 04월 09일,30,27,0,0,0,0,0,0,0,3,0,8,0,0,0,0,1,-146,잠실
2015년 04월 09일,35,34,7,5,1,0,1,2,2,0,1,8,0,0,0,0,0,15,인천
2015년 04월 09일,39,27,5,5,0,0,0,4,3,8,1,5,1,0,3,3,1,54,대전
2015년 04월 09일,38,34,9,6,2,0,1,4,4,1,2,4,1,0,1,1,0,124,시민
2015년 04월 09일,42,38,13,8,3,1,1,4,4,3,0,11,4,0,1,0,1,300,광주
2015년 04월 10일,35,30,5,4,1,0,0,2,1,5,0,5,2,0,0,2,0,15,잠실
2015년 04월 10일,33,32,5,5,0,0,0,0,0,0,1,16,0,0,0,0,0,-117,목동
2015년 04월 10일,47,40,10,6,3,0,1,3,3,5,1,13,0,0,1,1,1,85,시민
2015년 04월 10일,50,45,14,10,3,0,1,9,8,3,0,12,0,0,2,2,0,181,사직
2015년 04월 10일,38,29,6,6,0,0,0,3,3,5,2,5,0,0,2,1,0,58,마산
2015년 04월 11일,46,40,12,8,2,1,1,9,9,4,1,4,2,0,1,0,2,269,잠실
2015년 04월 11일,44,37,10,8,1,1,0,6,6,5,1,6,1,0,1,0,0,159,목동
2015년 04월 11일,33,32,6,5,1,0,0,2,2,1,0,11,0,0,0,1,0,-66,시민
2015년 04월 11일,38,34,8,5,1,0,2,4,4,3,0,6,2,0,1,1,1,156,사직
2015년 04월 11일,34,32,6,4,2,0,0,2,2,2,0,7,0,0,0,1,2,-38,마산
2015년 04월 12일,37,31,9,6,3,0,0,2,2,5,0,4,0,2,1,2,1,62,잠실
2015년 04월 12일,38,31,6,4,1,0,1,5,5,4,1,9,1,0,2,0,0,118,목동
2015년 04월 12일,40,36,10,5,1,0,4,9,9,2,0,4,1,0,2,0,0,345,시민
2015년 04월 12일,35,32,5,2,0,0,3,3,3,3,0,11,0,0,0,0,2,51,사직
2015년 04월 12일,44,38,11,4,5,0,2,11,9,3,2,6,0,0,1,0,0,314,마산
2015년 04월 14일,,,,,,,,,,,,,,,,,,,잠실
2015년 04월 14일,,,,,,,,,,,,,,,,,,,인천
2015년 04월 14일,40,36,11,9,1,0,1,3,3,3,0,5,0,0,1,1,1,125,대전
2015년 04월 14일,41,36,9,6,3,0,0,4,4,4,1,13,2,0,0,1,0,77,사직
2015년 04월 14일,53,44,22,10,7,0,5,18,18,6,1,6,0,1,2,2,0,714,수원
2015년 04월 15일,44,40,16,12,4,0,0,9,8,2,1,6,0,1,1,0,1,209,잠실
2015년 04월 15일,40,36,8,5,2,0,1,6,6,3,1,9,1,0,0,0,0,143,인천
2015년 04월 15일,43,39,14,10,2,0,2,8,8,3,0,9,3,0,1,1,1,293,대전
2015년 04월 15일,34,30,3,2,1,0,0,0,0,4,0,8,3,0,0,0,0,-51,사직
2015년 04월 15일,58,45,12,10,2,0,0,7,7,10,2,8,0,0,1,3,0,169,수원
2015년 04월 16일,44,37,14,12,2,0,0,5,4,6,0,9,0,0,1,1,2,103,잠실
2015년 04월 16일,30,27,1,1,0,0,0,0,0,1,1,7,0,0,1,0,0,-112,인천
2015년 04월 16일,,,,,,,,,,,,,,,,,,,대전
2015년 04월 16일,41,37,15,12,3,0,0,8,7,1,0,9,0,0,3,1,1,190,사직
2015년 04월 16일,,,,,,,,,,,,,,,,,,,수원
2015년 04월 17일,33,29,4,2,1,0,1,1,1,4,0,7,0,0,0,2,1,-22,잠실
2015년 04월 17일,38,34,9,4,1,0,4,6,5,1,2,8,0,0,1,1,0,253,인천
2015년 04월 17일,40,33,7,4,1,0,2,6,5,2,4,7,0,0,1,0,2,130,대전
2015년 04월 17일,37,34,7,5,2,0,0,1,1,2,1,9,2,0,0,0,0,4,시민
2015년 04월 17일,39,31,8,4,4,0,0,4,4,5,2,7,1,1,1,0,1,119,광주
2015년 04월 18일,41,36,13,11,1,1,0,5,4,2,1,11,1,1,2,0,0,131,잠실
2015년 04월 18일,36,33,6,3,2,0,1,4,3,3,0,8,0,0,0,0,0,49,인천
2015년 04월 18일,38,36,12,10,1,0,1,6,6,1,0,5,1,0,1,0,0,161,대전
2015년 04월 18일,33,29,4,3,1,0,0,1,1,4,0,9,2,0,0,2,0,-39,시민
2015년 04월 18일,40,35,10,5,4,0,1,5,5,3,1,9,0,1,1,0,1,155,광주
2015년 04월 19일,,,,,,,,,,,,,,,,,,,잠실
2015년 04월 19일,,,,,,,,,,,,,,,,,,,인천
2015년 04월 19일,,,,,,,,,,,,,,,,,,,대전
2015년 04월 19일,,,,,,,,,,,,,,,,,,,시민
2015년 04월 19일,50,48,22,8,10,1,3,15,15,1,0,9,0,0,1,0,1,578,광주
2015년 04월 21일,33,31,4,4,0,0,0,0,0,1,1,9,1,1,0,0,1,-108,잠실
2015년 04월 21일,35,33,6,4,2,0,0,0,0,2,0,9,0,0,0,0,1,-65,목동
2015년 04월 21일,38,30,6,5,1,0,0,2,2,6,0,8,1,0,2,1,0,23,광주
2015년 04월 21일,40,32,10,8,1,0,1,5,5,5,1,3,0,0,2,3,2,165,마산
2015년 04월 21일,45,37,10,8,2,0,0,9,9,7,1,8,1,0,0,1,1,188,수원
2015년 04월 22일,37,28,5,4,0,0,1,5,5,5,0,8,3,1,4,0,0,135,잠실
2015년 04월 22일,43,38,15,6,3,1,5,12,11,3,1,7,1,1,1,0,1,493,목동
2015년 04월 22일,37,33,7,3,2,0,2,7,7,3,1,6,1,0,0,0,0,202,광주
2015년 04월 22일,41,34,9,4,2,1,2,6,6,6,0,8,0,1,1,0,0,210,마산
2015년 04월 22일,38,33,8,8,0,0,0,0,0,4,0,10,1,0,1,1,0,-14,수원
2015년 04월 23일,38,33,6,4,1,0,1,2,2,4,1,8,1,0,0,1,1,29,잠실
2015년 04월 23일,41,33,9,6,1,0,2,7,7,6,1,5,1,0,1,1,0,251,목동
2015년 04월 23일,40,35,10,7,1,0,2,6,6,3,2,1,2,0,0,2,0,225,광주
2015년 04월 23일,46,40,15,8,6,0,1,14,14,4,0,7,2,0,2,0,0,421,마산
2015년 04월 23일,40,33,7,6,1,0,0,3,3,6,0,7,1,0,1,1,1,53,수원
2015년 04월 24일,39,34,6,4,2,0,0,3,3,4,1,9,0,0,0,1,1,-1,잠실
2015년 04월 24일,39,30,6,5,1,0,0,0,0,7,1,11,0,0,1,1,0,-11,대전
2015년 04월 24일,31,30,6,3,2,0,1,3,2,1,0,9,1,1,0,2,0,26,사직
2015년 04월 24일,35,35,7,5,1,0,1,3,2,0,0,6,0,0,0,0,3,-22,마산
2015년 04월 24일,46,39,12,7,2,0,3,9,7,6,1,8,1,0,0,1,1,294,수원
2015년 04월 25일,43,34,7,5,1,0,1,5,5,7,0,9,1,0,2,0,0,126,잠실
2015년 04월 25일,43,32,9,8,0,0,1,6,6,6,2,6,1,2,3,1,2,146,대전
2015년 04월 25일,46,42,14,10,1,0,3,9,7,3,0,5,0,0,1,0,0,286,사직
2015년 04월 25일,40,33,7,5,1,0,1,6,6,5,2,9,3,1,0,0,0,155,마산
2015년 04월 25일,35,32,9,5,2,0,2,3,3,3,0,9,0,1,0,2,0,130,수원
2015년 04월 26일,45,40,5,4,1,0,0,3,3,5,0,13,2,1,0,0,1,-62,잠실
2015년 04월 26일,38,38,11,8,2,0,1,4,4,0,0,5,0,0,0,0,1,98,대전
2015년 04월 26일,30,28,3,1,2,0,0,1,1,2,0,6,0,1,0,1,0,-55,사직
2015년 04월 26일,42,37,10,5,4,0,1,7,6,4,0,10,2,0,1,0,0,193,마산
2015년 04월 26일,44,35,11,8,1,0,2,11,11,7,1,6,0,1,1,0,2,294,수원
2015년 04월 28일,32,30,5,4,0,0,1,2,2,1,0,10,0,0,1,1,2,-30,잠실
2015년 04월 28일,39,31,8,6,2,0,0,4,4,5,1,10,0,0,2,0,0,69,목동
2015년 04월 28일,42,38,14,12,1,0,1,8,8,3,0,3,1,2,1,1,0,265,인천
2015년 04월 28일,42,35,10,8,1,0,1,7,6,4,1,14,0,0,2,1,1,110,시민
2015년 04월 28일,,,,,,,,,,,,,,,,,,,광주
2015년 04월 29일,,,,,,,,,,,,,,,,,,,잠실
2015년 04월 29일,,,,,,,,,,,,,,,,,,,목동
2015년 04월 29일,,,,,,,,,,,,,,,,,,,인천
2015년 04월 29일,36,33,7,6,1,0,0,2,2,2,1,10,0,1,0,0,0,-14,시민
2015년 04월 29일,42,33,9,6,1,0,2,4,4,7,1,5,0,0,1,2,0,162,광주
2015년 04월 30일,44,39,9,9,0,0,0,3,2,4,0,5,1,0,1,2,1,19,잠실
2015년 04월 30일,38,35,11,9,1,0,1,4,4,3,0,13,0,1,0,2,1,98,목동
2015년 04월 30일,42,35,9,7,1,0,1,6,5,7,0,6,2,0,0,2,1,135,인천
2015년 04월 30일,39,34,9,6,1,0,2,5,5,4,1,6,1,0,0,1,1,144,시민
2015년 04월 30일,39,33,8,5,2,0,1,6,5,5,0,9,3,1,1,1,0,159,광주
2015년 05월 01일,35,34,9,8,0,0,1,3,3,1,0,11,2,1,0,1,0,65,잠실
2015년 05월 01일,41,34,12,6,5,0,1,5,5,4,0,8,0,0,3,4,0,201,대전
2015년 05월 01일,35,31,7,4,2,0,1,4,4,3,0,3,0,0,1,1,0,88,시민
2015년 05월 01일,38,36,8,7,0,0,1,3,3,1,1,6,0,0,0,0,1,42,광주
2015년 05월 01일,40,37,9,6,1,1,1,4,3,2,0,7,3,0,1,0,0,135,수원
2015년 05월 02일,39,34,8,7,1,0,0,4,3,4,0,4,0,0,1,3,0,44,잠실
2015년 05월 02일,36,34,7,5,2,0,0,3,3,2,0,10,0,0,0,0,1,-14,대전
2015년 05월 02일,42,36,12,7,4,0,1,3,3,2,2,7,1,0,2,1,1,150,시민
2015년 05월 02일,36,26,6,6,0,0,0,2,2,3,4,5,1,1,3,1,0,46,광주
2015년 05월 02일,45,36,11,8,1,1,1,12,12,7,0,8,2,1,2,0,0,320,수원
2015년 05월 03일,39,33,9,4,3,0,2,6,6,5,1,10,1,0,0,3,0,204,잠실
2015년 05월 03일,45,32,7,6,0,0,1,6,6,10,1,6,3,1,2,0,0,200,대전
2015년 05월 03일,,,,,,,,,,,,,,,,,,,시민
2015년 05월 03일,,,,,,,,,,,,,,,,,,,광주
2015년 05월 03일,49,42,17,10,5,0,2,11,10,4,1,11,2,0,2,1,0,374,수원
2015년 05월 05일,39,36,9,9,0,0,0,3,3,2,0,5,2,0,1,0,0,49,잠실
2015년 05월 05일,38,34,8,7,1,0,0,4,4,3,0,4,2,0,1,1,0,73,목동
2015년 05월 05일,44,40,15,10,4,0,1,8,8,1,2,4,1,0,1,1,3,234,대전
2015년 05월 05일,50,39,15,11,2,0,2,11,10,8,3,7,5,0,0,3,0,430,사직
2015년 05월 05일,36,33,6,5,0,1,0,3,2,3,0,5,0,0,0,0,0,12,마산
2015년 05월 06일,42,33,8,6,2,0,0,4,4,6,1,6,2,0,2,1,0,110,잠실
2015년 05월 06일,40,33,10,5,2,1,2,5,5,4,0,6,1,0,3,1,0,260,목동
2015년 05월 06일,47,41,14,10,3,0,1,8,8,6,0,6,2,0,0,1,1,277,대전
2015년 05월 06일,43,36,13,10,0,1,2,5,5,6,0,5,1,2,1,1,1,256,사직
2015년 05월 06일,39,31,7,5,2,0,0,4,4,4,2,11,0,0,2,1,1,48,마산
2015년 05월 07일,51,39,9,8,0,0,1,6,5,10,0,11,2,0,2,1,0,149,잠실
2015년 05월 07일,51,40,16,11,2,0,3,13,13,9,2,7,0,1,0,2,0,446,목동
2015년 05월 07일,42,34,11,10,1,0,0,7,7,5,2,7,3,0,1,2,0,207,대전
2015년 05월 07일,33,30,5,3,0,0,2,3,3,1,1,9,0,1,1,0,1,66,사직
2015년 05월 07일,37,30,4,2,1,0,1,4,4,4,0,8,1,0,3,0,1,68,마산
2015년 05월 08일,45,36,13,9,4,0,0,10,10,4,2,9,1,0,3,1,0,280,잠실
2015년 05월 08일,38,32,9,6,3,0,0,4,2,4,0,10,2,0,2,0,1,63,목동
2015년 05월 08일,32,30,3,3,0,0,0,0,0,2,0,9,1,0,0,0,0,-102,인천
2015년 05월 08일,39,32,9,8,0,0,1,3,3,5,1,4,0,0,1,2,1,87,마산
2015년 05월 08일,37,35,10,8,0,0,2,3,3,0,1,7,0,0,1,1,0,118,수원
2015년 05월 09일,39,33,7,5,2,0,0,3,3,3,1,6,0,0,2,0,2,24,잠실
2015년 05월 09일,38,36,9,8,0,0,1,5,5,1,1,12,1,0,0,0,0,84,목동
2015년 05월 09일,35,31,6,4,2,0,0,3,3,2,0,6,1,0,2,0,0,55,인천
2015년 05월 09일,32,30,6,3,1,0,2,3,3,2,0,6,0,0,0,2,0,70,마산
2015년 05월 09일,40,34,10,7,3,0,0,2,2,6,0,13,0,1,0,1,0,43,수원
2015년 05월 10일,32,32,7,6,1,0,0,0,0,0,0,5,0,0,0,2,0,-50,잠실
2015년 05월 10일,48,43,15,8,5,0,2,11,10,5,0,8,3,0,0,0,1,361,목동
2015년 05월 10일,38,33,7,5,0,0,2,5,5,4,0,6,2,0,1,0,2,128,인천
2015년 05월 10일,37,36,11,10,0,0,1,2,2,1,0,9,0,0,0,2,0,44,마산
2015년 05월 10일,41,32,7,3,1,2,1,6,6,4,1,11,1,1,4,0,0,184,수원
2015년 05월 12일,,,,,,,,,,,,,,,,,,,잠실
2015년 05월 12일,,,,,,,,,,,,,,,,,,,인천
2015년 05월 12일,37,33,10,7,1,1,1,5,4,2,0,11,2,0,2,1,0,142,시민
2015년 05월 12일,33,25,1,1,0,0,0,2,1,5,1,10,0,1,2,1,0,-74,광주
2015년 05월 12일,40,36,10,5,3,1,1,4,4,3,1,9,0,0,0,0,0,130,사직
2015년 05월 13일,34,33,7,5,2,0,0,2,2,0,0,8,0,0,1,0,1,-11,잠실
2015년 05월 13일,42,38,10,5,3,0,2,5,5,3,1,8,1,0,0,0,1,185,인천
2015년 05월 13일,34,32,8,7,1,0,0,0,0,1,1,6,0,1,0,2,1,-38,시민
2015년 05월 13일,48,39,14,10,2,1,1,8,8,5,0,7,4,0,4,0,1,309,광주
2015년 05월 13일,43,38,12,7,3,0,2,8,7,5,0,11,1,0,0,0,2,208,사직
2015년 05월 14일,48,38,7,6,1,0,0,0,0,7,1,7,1,2,2,1,1,-28,잠실
2015년 05월 14일,43,35,9,4,4,0,1,8,7,8,0,6,0,0,0,2,0,208,인천
2015년 05월 14일,41,37,9,7,0,0,2,9,9,3,1,11,3,0,0,0,2,195,시민
2015년 05월 14일,33,32,5,4,1,0,0,2,2,1,0,7,1,0,0,1,0,-39,광주
2015년 05월 14일,48,42,18,12,3,0,3,10,9,6,0,9,0,0,0,0,0,379,사직
2015년 05월 15일,38,33,8,6,2,0,0,5,5,3,2,7,0,0,0,1,1,83,잠실
2015년 05월 15일,40,33,9,7,2,0,0,6,5,6,0,6,4,0,1,2,1,160,대전
2015년 05월 15일,41,37,11,7,2,0,2,7,6,4,0,8,0,0,0,1,0,214,시민
2015년 05월 15일,,,,,,,,,,,,,,,,,,,광주
2015년 05월 15일,60,50,18,11,3,2,2,11,11,7,1,12,1,0,2,2,0,402,수원
2015년 05월 16일,50,41,15,13,2,0,0,7,7,4,4,9,1,0,1,0,0,230,잠실
2015년 05월 16일,41,34,9,7,1,0,1,8,7,6,0,7,1,0,1,0,1,186,대전
2015년 05월 16일,43,41,14,8,4,0,2,8,7,2,0,12,2,1,0,0,0,243,시민
2015년 05월 16일,48,32,10,7,1,1,1,7,6,12,1,6,2,1,3,0,0,281,광주
2015년 05월 16일,46,37,11,9,1,0,1,10,8,7,1,8,2,0,1,1,1,224,수원
2015년 05월 17일,38,34,10,7,3,0,0,4,4,3,0,7,1,0,1,1,0,93,잠실
2015년 05월 17일,44,35,7,5,1,0,1,6,6,7,1,7,2,2,1,0,0,129,대전
2015년 05월 17일,41,36,8,5,2,0,1,2,2,3,1,7,0,0,1,0,0,76,시민
2015년 05월 17일,40,33,8,5,0,0,3,3,3,5,1,10,0,0,1,1,1,145,광주
2015년 05월 17일,39,34,7,4,2,0,1,6,5,2,2,8,4,0,1,0,3,125,수원
2015년 05월 19일,,,,,,,,,,,,,,,,,,,잠실
2015년 05월 19일,41,37,12,4,6,0,2,10,8,4,0,7,0,0,0,2,1,266,목동
2015년 05월 19일,35,34,8,3,3,0,2,5,5,0,0,12,1,0,1,0,5,65,인천
2015년 05월 19일,31,29,5,2,1,0,2,3,2,1,1,10,1,1,0,1,3,7,사직
2015년 05월 19일,40,34,13,8,5,0,0,4,4,3,2,4,1,2,1,1,0,183,마산
2015년 05월 20일,60,50,24,14,6,0,4,25,25,7,2,6,1,0,1,1,0,810,잠실
2015년 05월 20일,34,33,7,2,3,0,2,4,4,1,0,8,0,0,0,1,2,84,목동
2015년 05월 20일,43,36,9,7,2,0,0,6,5,6,0,10,1,0,1,0,1,96,인천
2015년 05월 20일,47,34,12,8,3,0,1,9,9,8,2,6,0,0,3,0,0,318,사직
2015년 05월 20일,36,30,4,3,1,0,0,2,1,5,0,10,0,1,1,0,0,-40,마산
2015년 05월 21일,38,34,9,5,3,0,1,6,6,4,0,3,2,1,0,1,1,198,잠실
2015년 05월 21일,43,31,10,7,1,0,2,4,4,6,3,9,2,1,3,1,0,218,목동
2015년 05월 21일,41,38,10,5,3,0,2,7,6,2,0,7,0,0,1,0,0,204,인천
2015년 05월 21일,37,34,9,7,1,0,1,2,2,2,0,6,1,1,1,0,0,82,사직
2015년 05월 21일,39,35,9,9,0,0,0,2,2,3,1,8,2,1,0,0,1,22,마산
2015년 05월 22일,38,32,7,6,0,0,1,3,3,3,1,3,1,0,2,0,0,89,잠실
2015년 05월 22일,43,39,12,6,3,0,3,10,10,4,0,7,3,0,0,0,0,363,목동
2015년 05월 22일,44,39,15,9,4,1,1,8,8,3,0,3,2,0,2,1,0,339,광주
2015년 05월 22일,54,47,21,10,8,0,3,20,19,4,2,5,1,0,1,1,0,659,사직
2015년 05월 22일,46,32,11,7,2,0,2,9,8,10,0,6,0,1,4,0,0,319,수원
2015년 05월 23일,36,31,6,6,0,0,0,0,0,4,1,5,0,0,0,2,2,-39,잠실
2015년 05월 23일,46,40,15,9,3,1,2,9,9,5,1,4,2,1,0,1,0,374,목동
2015년 05월 23일,34,32,7,7,0,0,0,0,0,1,1,10,0,2,0,0,0,-76,광주
2015년 05월 23일,43,41,17,11,5,0,1,11,10,1,1,8,0,1,0,2,1,276,사직
2015년 05월 23일,42,32,11,8,3,0,0,6,5,6,1,5,2,0,3,2,1,223,수원
2015년 05월 24일,42,34,8,8,0,0,0,2,1,7,0,8,0,1,1,1,1,-12,잠실
2015년 05월 24일,45,37,11,7,3,0,1,12,11,6,1,10,1,2,1,0,0,275,목동
2015년 05월 24일,36,32,8,8,0,0,0,0,0,3,1,2,0,1,0,3,1,-28,광주
2015년 05월 24일,40,34,10,9,0,0,1,3,3,5,0,10,0,0,1,2,1,63,사직
2015년 05월 24일,35,31,7,6,1,0,0,4,4,3,0,4,0,1,1,1,0,30,수원
2015년 05월 26일,33,30,4,3,1,0,0,2,2,2,0,12,0,0,1,1,0,-67,잠실
2015년 05월 26일,48,39,12,6,2,0,4,10,10,7,2,5,2,0,0,0,1,406,인천
2015년 05월 26일,43,38,16,12,3,0,1,10,10,3,1,5,1,0,1,4,0,313,대전
2015년 05월 26일,32,32,7,5,2,0,0,0,0,0,0,5,0,1,0,1,0,-28,시민
2015년 05월 26일,36,29,7,5,1,0,1,2,2,5,2,5,0,0,0,5,0,57,마산
2015년 05월 27일,36,33,7,6,0,0,1,1,1,3,0,10,1,0,0,2,1,7,잠실
2015년 05월 27일,35,32,6,6,0,0,0,0,0,3,0,8,1,0,0,1,1,-75,인천
2015년 05월 27일,37,32,7,5,2,0,0,4,4,2,2,10,1,1,1,1,1,32,대전
2015년 05월 27일,47,44,17,10,2,0,5,13,12,3,0,8,0,0,0,0,0,448,시민
2015년 05월 27일,36,35,7,6,1,0,0,1,1,1,0,10,1,0,0,0,1,-51,마산
2015년 05월 28일,40,33,11,11,0,0,0,4,4,6,0,11,0,2,1,2,1,70,잠실
2015년 05월 28일,41,36,10,8,1,0,1,3,3,3,1,13,2,0,1,0,1,106,인천
2015년 05월 28일,35,30,6,5,1,0,0,0,0,5,0,8,1,2,0,0,2,-52,대전
2015년 05월 28일,50,41,16,8,3,0,5,13,13,6,2,10,0,0,1,1,0,525,시민
2015년 05월 28일,33,32,6,6,0,0,0,0,0,1,0,5,0,0,0,1,0,-66,마산
2015년 05월 29일,31,29,3,1,2,0,0,1,1,1,1,12,0,0,0,1,0,-81,울산
2015년 05월 29일,36,33,9,5,0,1,3,4,4,2,1,8,3,0,0,1,0,216,잠실
2015년 05월 29일,47,41,14,10,2,0,2,9,9,6,0,7,0,0,0,0,0,302,인천
2015년 05월 29일,37,34,9,7,1,0,1,3,3,3,0,7,0,0,0,2,0,67,광주
