,0,1,2,3,4,5,6,7,8,9,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,10,11
1,우안, ,우비, , ,2땅, ,3땅, ,,4,1,0,0,0.406,김민재,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
2,2병, , ,4구, ,삼진, ,우안, ,,3,1,0,1,0.290,크루즈,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
3,2비, , ,좌2, ,4구, ,4구, ,,2,1,0,1,0.313,김태균,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
4, ,1땅, ,2땅, ,1파, ,유병, ,,4,0,1,0,0.115,이도형,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
5, ,좌안, ,좌희비, , ,4구, ,중안,,2,2,1,0,0.185,이범호,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
6, ,우비, ,포파, , , , , ,,2,0,0,0,0.300,백재호,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
7, , , , , , ,투희번, ,삼진,,1,0,0,0,0.158,한상훈,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
8, ,중비, , ,유안, , , , ,,2,1,0,0,0.500,심광호,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
9, , , , , , ,유땅, , ,,1,0,0,0,0.000,김태완,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
10, , , , , , , , ,사구,,0,0,0,0,0.214,신경현,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
11, , ,투땅, ,투땅, , , , ,,2,0,0,0,0.172,고동진,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
12, , , , , , ,4구, ,1땅,,1,0,0,0,0.500,김인철,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,한화,LG,,
0,투번, , ,좌안,우안, , , , ,,3,2,0,1,0.400,이대형,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
1, , , , , , , ,좌안, ,,1,1,0,0,0.200,최길성,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
2, , , , , , , , , ,,0,0,0,0,0.000,오태근,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
3,2땅, , ,우중안, ,1땅, ,4구, ,,3,1,1,1,0.290,이종열,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
4, , , , , , , , , ,,0,0,0,0,0.000,박경수,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
5,중비, , ,2땅, ,4구, ,삼진, ,,3,0,0,0,0.270,박용택,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
6, ,우중안, ,2비, ,좌안, ,좌안, ,,4,3,0,1,0.394,발데스,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
7, ,우비, ,우비, ,삼진, ,유실, ,,4,0,0,0,0.188,최동수,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
8, ,유병, , ,삼진, , , , ,,2,0,0,0,0.083,마해영,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
9, , , , , ,삼진, ,좌안, ,,2,1,1,0,0.375,이성열,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
10, , ,2땅, ,3실, ,좌비,투땅, ,,4,0,0,1,0.235,김상현,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
11, , ,1파, ,좌홈, ,삼진, , ,,3,1,2,1,0.290,조인성,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
12, , ,2비, ,유땅, ,유땅, , ,,3,0,0,0,0.250,권용관,구장 : 잠실,"관중 : 11,227",2007.04.17(화),개시 : 18:30,경기시간 : 3:06,LG,한화,,
0,좌비, ,중비, ,1땅, ,1땅, ,투땅,,5,0,0,0,0.154,이용규,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
1,우안, ,우비, ,우비, ,우중2, , ,,4,2,0,0,0.355,이현곤,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
2,1땅, ,삼진, ,4구, ,중비, , ,,3,0,0,0,0.171,장성호,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
3,삼진, , ,삼진,우안, , ,좌비, ,,4,1,0,0,0.267,서튼,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
4, ,좌비, ,4구,좌비, , ,유땅, ,,3,0,0,0,0.303,이재주,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
5, ,좌중안, ,좌중안, ,2비, ,4구, ,,3,2,0,0,0.367,홍세완,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
6, ,우안, ,사구, ,삼진, ,2땅, ,,3,1,0,0,0.286,김상훈,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
7, ,투유병, , , , , , , ,,1,0,0,0,0.095,김종국,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
8, , , ,삼진, ,우비, , , ,,2,0,0,0,0.150,손지환,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
9, , , , , , , , ,2땅,,1,0,0,0,0.000,김원섭,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
10, , ,좌안,3땅, , ,2비, ,중안,,4,2,0,0,0.250,이종범,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,KIA,SK,,
0,3땅, ,삼진, , ,중비, ,삼진, ,,4,0,0,0,0.171,김강민,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
1,삼진, ,2실, , ,유비, , , ,,3,0,0,0,0.219,박재상,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
2,좌비, ,2땅, , ,삼진, , , ,,3,0,0,0,0.250,김재현,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
3, ,투땅, ,유땅, , ,4구, , ,,2,0,0,0,0.188,박경완,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
4, ,2땅, ,1비, , ,투희번, , ,,2,0,0,0,0.333,정근우,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
5, ,좌비, ,삼진, , ,2땅, , ,,3,0,0,0,0.314,박정권,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
6, , ,우비, ,삼진, , , , ,,2,0,0,0,0.176,박재홍,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
7, , , , , , ,삼진, , ,,1,0,0,0,0.350,조동화,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
8, , ,4구, ,삼진, , ,유땅, ,,2,0,0,1,0.308,최정,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
9, , ,좌안, ,우비, , ,우비, ,,3,1,0,0,0.200,정경배,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
10, , , , , , , , , ,,0,0,0,0,0.182,이대수,구장 : 문학,"관중 : 5,468",2007.04.17(화),개시 : 18:31,경기시간 : 2:54,SK,KIA,,
0,중안,3땅,4구, , ,삼진, , , ,,3,1,1,0,0.348,이종욱,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
1, , , , , , , ,2땅, ,,1,0,0,0,0.222,유재웅,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
2,삼진,좌안,우비, , ,좌2, , , ,,4,2,0,0,0.379,윤재국,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
3, , , , , , , , ,삼진,,1,0,0,0,0.000,민병헌,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
4,우안,좌비, ,삼진, ,1땅, , ,중안,,5,2,0,0,0.233,김현수,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
5,4구, ,좌안,삼진, , ,투땅, ,삼진,,4,1,0,1,0.250,김동주,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
6,투땅, ,1희번,삼진, , ,삼진, ,중안,,4,1,0,0,0.303,홍성흔,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
7, ,좌2,3땅, ,삼진, ,삼진, , ,,4,1,0,1,0.261,최준석,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
8, ,3희실,우안, ,좌비, , ,3안, ,,3,2,1,1,0.212,안경현,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
9, , , , , , , , , ,,0,0,0,0,0.250,정원석,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
10, ,투땅,좌중안, ,삼진, , ,1희번, ,,3,1,0,2,0.286,나주환,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
11, ,우3,중2, , ,삼진, ,유땅, ,,4,2,3,1,0.276,고영민,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,두산,현대,,
0,삼진, ,좌안,우비, , ,우안, ,삼진,,5,2,0,0,0.211,이택근,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
1,2땅, ,유땅, ,3직, ,우안, ,삼진,,5,1,0,1,0.424,전준호,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
2,4구, ,2땅, ,1직, ,삼진, ,삼진,,4,0,0,0,0.321,이숭용,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
3,유땅, ,좌안, ,2땅, ,삼진, , ,,4,1,1,0,0.139,브룸바,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
4, ,좌비,좌비, , ,4구,2땅, , ,,3,0,0,1,0.242,송지만,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
5, ,4구, ,우중2, ,중안, ,2땅, ,,3,2,1,1,0.267,정성훈,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
6, ,중안, ,좌안, ,우비, ,중안, ,,4,3,1,0,0.750,김일경,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
7, ,우비, ,투2병, ,중비, ,중비, ,,4,0,0,0,0.276,김동수,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
8, , , , , , , , , ,,0,0,0,0,0.000,허준,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
9, ,삼진, ,중안, ,유땅, , , ,,3,1,0,0,0.222,지석훈,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
10, , , , , , , ,삼진, ,,1,0,0,0,0.167,강병식,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
11, , , , , , , , , ,,0,0,0,0,0.167,서한규,구장 : 수원,관중 : 866,2007.04.17(화),개시 : 18:30,경기시간 : 3:06,현대,두산,,
0,투번, ,3땅, , ,투땅,유땅, , ,,4,0,0,0,0.188,김주찬,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
1,2땅, ,유땅, , ,좌비, ,중비, ,,4,0,0,0,0.342,이승화,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
2,3땅, ,3땅, , ,좌안, ,삼진, ,,4,1,0,1,0.353,박현승,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
3, , , , , , , , , ,,0,0,0,0,0.143,문규현,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
4, ,좌중2, ,2비, ,4구, ,삼진, ,,3,1,0,2,0.459,이대호,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
5, ,좌비, ,3땅, ,우중2, , ,중비,,4,1,2,0,0.333,호세,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
6, ,유땅, ,우비, ,삼진, , , ,,3,0,0,0,0.333,정보명,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
7, , , , , , , , ,삼진,,1,0,0,0,0.182,박기혁,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
8, ,우2, , ,유땅, ,2땅, ,삼진,,4,1,1,1,0.250,최경환,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
9, , , , , , , , , ,,0,0,0,0,0.238,황동채,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
10, ,중2, , ,2땅, ,2비, , ,,3,1,1,0,0.279,강민호,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
11, ,1파, , ,유땅, ,우중안, , ,,3,1,0,0,0.286,이원석,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,롯데,삼성,,
0,삼진, , ,투땅, ,삼진, , ,삼진,,4,0,0,0,0.219,신명철,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
1,유땅, , ,유땅, ,좌비, , ,삼진,,4,0,0,0,0.217,박한이,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
2,1파, , ,삼진, , ,삼진, , ,,3,0,0,0,0.250,박진만,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
3, , , , , , , , , ,,0,0,0,0,0.000,강명구,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
4, , , , , , , , ,삼진,,1,0,0,0,0.000,이태호,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
5, ,삼진, , ,좌안, ,4구, , ,,2,1,0,1,0.250,심정수,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
6, ,삼진, , ,2비, ,3땅, , ,,3,0,0,0,0.139,양준혁,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
7, ,3땅, , ,4구, ,2땅, , ,,2,0,0,0,0.235,진갑용,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
8, , , , , , , , , ,,0,0,0,0,0.500,이정식,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
9, , ,유땅, ,우희비, , , , ,,1,0,1,0,0.200,박정환,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
10, , , , , , , ,삼진, ,,1,0,0,0,0.273,조영훈,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
11, , ,우비, ,삼진, , , , ,,2,0,0,0,0.111,조동찬,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
12, , , , , , , ,삼진, ,,1,0,0,0,0.133,박종호,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
13, , ,유땅, , ,중비, ,유땅, ,,3,0,0,0,0.371,김창희,구장 : 시민,"관중 : 5,056",2007.04.18(수),개시 : 18:00,경기시간 : 2:36,삼성,롯데,,
0,좌안, , ,유땅, ,투땅, ,중안, ,,4,2,0,1,0.359,이영우,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
1,3병, , ,중비, ,유땅, ,좌2, ,,4,1,0,0,0.389,김민재,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
2,1땅, , ,우안, ,4구, ,4구, ,,2,1,0,0,0.303,크루즈,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
3, ,유땅, ,유땅, ,삼진, ,좌희비, ,,3,0,1,0,0.286,김태균,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
4, ,3땅, , ,중안, ,2파,4구, ,,3,1,0,0,0.200,이범호,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
5, ,1땅, , ,3희번, ,2땅,중비, ,,3,0,0,0,0.000,정희상,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
6, , ,유땅, ,4구, , , , ,,1,0,0,0,0.273,백재호,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
7, , , , , , ,중안, ,유땅,,2,1,0,0,0.190,한상훈,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
8, , ,사구, ,포파, ,삼진, ,우비,,3,0,0,0,0.156,고동진,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
9, , ,삼진, ,투땅, , , , ,,2,0,0,0,0.188,신경현,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
10, , , , , , , ,2땅, ,,1,0,0,0,0.087,조원우,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
11, , , , , , , , ,유땅,,1,0,0,0,0.333,심광호,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,한화,LG,,
0,4구, ,삼진, , ,좌안, ,3희번, ,,2,1,0,1,0.406,이대형,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
1,투희번, , ,우파, ,좌2, ,포번, ,,3,1,1,0,0.125,박경수,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
2,삼진, , ,2땅, ,삼진, ,4구, ,,3,0,0,0,0.250,박용택,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
3,삼진, , ,삼진, , ,우비,좌안, ,,4,1,1,0,0.378,발데스,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
4, ,3땅, , ,좌비, ,좌비,2비, ,,4,0,0,0,0.211,김상현,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
5, ,삼진, , ,삼진, ,좌2, , ,,3,1,0,0,0.217,최길성,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
6, , , , , , , , , ,,0,0,0,1,0.000,오태근,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
7, ,삼진, , ,삼진, , , , ,,2,0,0,0,0.077,마해영,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
8, , , , , , ,중안, , ,,1,1,1,0,0.235,최동수,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
9, , ,2비, , ,2땅,중비, , ,,3,0,0,0,0.265,조인성,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
10, , ,삼진, , ,2땅, ,4구, ,,2,0,0,1,0.233,권용관,구장 : 잠실,"관중 : 9,543",2007.04.18(수),개시 : 18:31,경기시간 : 2:50,LG,한화,,
0,유실,유땅, , ,투땅,좌비, ,2땅, ,,5,0,0,1,0.220,이종범,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
1,투희번,중비, , ,우안, ,중안, ,4구,,3,2,0,1,0.382,이현곤,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
2,4구, ,1땅, ,2땅, ,중비, ,삼진,,4,0,0,1,0.154,장성호,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
3,우2, ,삼진, ,4구, ,4구, ,사구,,2,1,1,1,0.281,서튼,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
4,4구, ,좌홈, ,2비, ,2비, ,우안,,4,2,1,1,0.324,이재주,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
5,우희비, ,우비, , ,유땅,좌비, ,유땅,,4,0,2,0,0.324,홍세완,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
6,좌안, , ,3땅, ,2땅, , , ,,3,1,1,0,0.174,손지환,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
7, , , , , , , ,2땅, ,,1,0,0,0,0.250,조경환,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
8, , , , , , , , , ,,0,0,0,0,0.000,차일목,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
9, , , , , , , , ,3땅,,1,0,0,0,0.150,이용규,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
10,중비, , ,우비, ,우안, ,좌안, ,,4,2,0,0,0.308,김상훈,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
11, , , , , , , , , ,,0,0,0,0,0.000,김연훈,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
12, ,유땅, ,3땅, ,2안, ,삼진, ,,4,1,0,0,0.100,김원섭,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,KIA,SK,,
0,좌안,4구,투땅, , ,투2병, , , ,,3,1,0,2,0.184,김강민,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
1,좌안,유땅, ,유비, , ,4구, , ,,3,1,0,1,0.348,조동화,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
2,중안, , , , , , , , ,,1,1,1,1,0.375,이재원,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
3, ,4구, ,1땅, , ,3비, , ,,2,0,0,1,0.297,박정권,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
4,좌안,중희비, ,3파, , ,삼진, , ,,3,1,2,1,0.200,박경완,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
5,투희번,좌중2, , ,삼진, ,삼진, , ,,3,1,2,0,0.333,정근우,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
6,중희비,유땅, , ,3땅, , , , ,,2,0,1,0,0.167,박재홍,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
7, , , , , , , ,중안, ,,1,1,0,0,0.242,박재상,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
8,3실, ,삼진, ,1땅, , ,4구, ,,3,0,0,0,0.286,최정,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
9,1땅, ,우2, , ,좌안, ,3병, ,,4,2,0,0,0.281,김재현,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
10, ,4구,좌비, , ,투땅, , , ,,2,0,0,1,0.182,정경배,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
11, , , , , , , ,삼진, ,,1,0,0,0,0.000,이진영,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
12, , , , , , , , , ,,0,0,0,0,0.182,이대수,구장 : 문학,"관중 : 5,672",2007.04.18(수),개시 : 18:31,경기시간 : 3:21,SK,KIA,,
0,투3안, ,좌안,우3, ,2땅, ,2땅, ,,5,3,1,1,0.393,이종욱,구장 : 수원,관중 : 887,2007.04.18(수),개시 : 18:31,경기시간 : 3:01,두산,현대,,
