,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
0,1비, ,중비, ,3땅, ,4구, , ,3,0,0,0,0.000,이용규,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
1, , , , , , , , , ,0,0,0,0,0.000,최용규,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
2,우안, ,1땅, ,유땅, ,삼진, , ,4,1,0,0,0.250,김원섭,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
3,삼진, , ,삼진, ,중안,32병, , ,4,1,0,1,0.250,나지완,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
4,좌안, , ,삼진, ,삼진, ,1땅, ,4,1,0,0,0.250,최희섭,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
5,유비, , ,좌중2, ,3실, ,삼진, ,4,1,0,1,0.250,김상현,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
6, , , , , , , , , ,0,0,0,0,0.000,박기남,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
7, ,투비, ,4구, ,4구, ,중비, ,2,0,0,1,0.000,이종범,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
8, ,우비, ,우중2, ,우비, , ,삼진,4,1,2,0,0.250,안치홍,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
9, ,3땅, ,유땅, ,삼진, , , ,3,0,0,0,0.000,김상훈,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
10, , , , , , , , ,삼진,1,0,0,0,0.000,이종환,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
11, , ,우비, ,중비, ,좌안, , ,3,1,0,0,0.333,이현곤,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
12, , , , , , , , ,좌비,1,0,0,0,0.000,채종범,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,KIA,두산,,
0,1땅, ,좌중안,우안, ,4구, ,중안, ,4,3,2,1,0.750,이종욱,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
1,좌비, ,좌홈,유땅, ,2땅, ,2파, ,5,1,2,1,0.200,고영민,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
2,1땅, ,우홈,삼진, , ,사구, , ,3,1,1,1,0.333,이성열,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
3, , , , , , , ,삼진, ,1,0,0,0,0.000,민병헌,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
4, ,중안,우안, ,중안, ,중안, , ,4,4,0,2,1.000,김현수,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
5, ,삼진,좌중2, ,유땅, ,3병, , ,4,1,1,0,0.250,김동주,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
6, , , , , , , , , ,0,0,0,0,0.000,이원석,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
7, ,삼진,3땅, ,중비, ,중안, , ,4,1,1,0,0.250,최준석,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
8, , , , , , , , , ,0,0,0,0,0.000,오재원,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
9, , ,중2/ 좌비, ,1땅, ,우비, , ,4,1,0,1,0.250,유재웅,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
10, , , , , , , , , ,0,0,0,0,0.000,임재철,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
11, , ,3희번,2비, ,삼진, ,3실, ,3,0,0,0,0.000,최승환,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
12, , , , , , , , , ,0,0,0,1,0.000,김재호,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
13, , , , , , , , , ,0,0,0,0,0.000,용덕한,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
14, , ,우3,사구, ,유땅, ,투희번, ,2,1,1,1,0.500,손시헌,구장 : 잠실,"관중 : 27,000",2010.03.27(토),개시 : 14:08,경기시간 : 3:05,두산,KIA,,
0,우안, ,중안,1땅, , ,1땅, ,3땅,5,2,0,1,0.400,강동우,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
1,투희번, ,중비, ,좌안, ,중안, , ,3,2,0,0,0.667,전근표,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
2,우홈, ,고4, ,2비, ,좌비, , ,3,1,2,1,0.333,김태완,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
3,삼진, ,삼진, ,삼진, , , , ,3,0,0,0,0.000,최진행,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
4, , , , , , , , , ,0,0,0,0,0.000,추승우,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
5, , , , , , , ,좌안, ,1,1,0,0,1.000,정현석,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
6,중비, ,중비, , ,중안, ,투땅, ,4,1,0,0,0.250,이영우,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
7, ,2비, ,중비, ,포희번, ,삼진, ,3,0,0,0,0.000,송광민,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
8, ,삼진, ,우2, ,삼진, , ,삼진,4,1,0,0,0.250,정원석,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
9, ,우비, ,2땅, ,2땅, , , ,3,0,0,0,0.000,신경현,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
10, , , , , , , , ,삼진,1,0,0,0,0.000,이도형,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
11, , ,우안,4구, , ,삼진, ,중안,3,2,0,0,0.667,이대수,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
12, , , , , , , , , ,0,0,0,0,0.000,오선진,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,한화,SK,,
0,유땅,좌안, , ,중안, , ,3땅, ,4,2,1,0,0.500,정근우,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
1,삼진,4구, , ,유병, , ,1땅, ,3,0,0,0,0.000,박재상,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
2,4구, ,1땅, , ,2땅, , , ,2,0,0,1,0.000,김재현,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
3, , , , , , , ,우중안, ,1,1,0,0,1.000,이재원,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
4, , , , , , , , , ,0,0,0,0,0.000,모창민,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
5,좌2, ,우비, , ,우2, ,삼진, ,4,2,0,1,0.500,박정권,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
6,4구, ,삼진, , ,2땅, , , ,2,0,0,0,0.000,최정,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
7,4구, , ,투번, ,삼진, , , ,2,0,0,0,0.000,나주환,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
8,2땅, , ,중비, , ,우비, , ,3,0,0,0,0.000,김강민,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
9, ,좌중2, ,2비, , ,삼진, , ,3,1,0,1,0.333,박경완,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
10, ,3희번, , ,유비, ,삼진, , ,2,0,0,0,0.000,조동화,구장 : 문학,"관중 : 28,000",2010.03.27(토),개시 : 14:08,경기시간 : 2:36,SK,한화,,
0,삼진, ,1땅, ,2안, ,삼진, , ,4,1,0,0,0.250,정수성,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
1,좌홈, ,3땅, ,중안, , ,좌비, ,4,2,1,1,0.500,김민우,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
2,삼진, ,4구, ,삼진, , ,1땅, ,3,0,0,0,0.000,클락,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
3,유땅, ,투땅, ,투땅, , ,2비, ,4,0,0,0,0.000,송지만,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
4, ,2땅, ,우안, ,좌안, , ,4구,3,2,0,0,0.667,이숭용,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
5, ,투땅, ,좌비, ,3땅, , ,4구,3,0,0,0,0.000,강정호,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
6, ,3실, ,유직, ,4구, , ,투땅,3,0,0,1,0.000,유한준,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
7, ,좌홈, ,우비, , ,중비, ,투병,4,1,2,1,0.250,강귀태,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
8, ,2땅, , ,투땅, ,삼진, , ,3,0,0,0,0.000,김일경,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,넥센,롯데,,
0,2비, ,중안, ,좌안, ,우비, ,우2,5,3,0,0,0.600,김주찬,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
1,삼진, ,2땅, ,투희번, ,우중안, , ,3,1,0,0,0.333,손아섭,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
2, , , , , , , , , ,0,0,0,0,0.000,이승화,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
3, , , , , , , , ,삼진,1,0,0,0,0.000,박종윤,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
4,포땅, ,1비, ,1파, ,1땅, ,투땅,5,0,0,0,0.000,조성환,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
5, ,우안, ,좌중홈,고4, ,2땅, , ,3,2,1,1,0.667,이대호,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
6, ,유비, ,유땅,2땅, , ,삼진, ,4,0,0,0,0.000,강민호,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
7, ,삼진, ,우중홈, ,2직, ,1땅, ,4,1,1,1,0.250,가르시아,구장 : 사직,"관중 : 28,500",2010.03.27(토),개시 : 14:00,경기시간 : 3:04,롯데,넥센,,
