,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13
13, , , , , ,2병, , , ,1,0,0,0,0.279,마르티네,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
14, , , , , , , , , ,0,0,0,0,0.233,장영균,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
15, , , , , , , , ,유비,1,0,0,0,0.276,이승엽,구장 : 시민,"관중 : 1,545",2001.09.27(목),개시 : 18:30,경기시간 : 3:13,삼성,LG,,,,,
0,삼진, ,중안,중비, , , , , ,3,1,0,1,0.213,김인호,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
1, , , , , , ,투땅,좌비, ,2,0,0,0,0.231,정수성,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
2,3땅, ,삼진, ,유비, ,우안,3땅, ,5,1,0,1,0.143,김일경,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
3,우비, ,4구, ,4구, ,중안, ,4구,2,1,0,2,0.280,박재홍,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
4, ,2땅,삼진, ,삼진, ,좌안, ,좌안,5,2,1,0,0.295,심정수,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
5, ,4구,중2, ,유땅, , , , ,2,1,2,0,0.258,박경완,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
6, , , , , , ,우안, , ,1,1,0,0,0.182,장광호,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
7, , , , , , , , ,삼진,1,0,0,0,0.313,장정석,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
8, ,4구,4구, , ,좌안, , , ,1,1,0,0,0.243,이명수,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
9, , , , , , ,삼진, ,중희비,1,0,1,0,0.262,전근표,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
10, ,중안,투땅, , ,삼진, , , ,3,1,0,0,0.237,이재주,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
11, , , , , , ,유비, ,우비,2,0,0,0,0.209,정현택,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
12, ,사구, ,유땅, ,삼진, ,삼진, ,3,0,0,0,0.236,퀸란,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
13, ,우비, ,2비, ,투땅, ,4구, ,3,0,0,0,0.188,채종국,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,현대,한화,,,,,
0,우안,유안,유땅,우안,우안, ,삼진, , ,6,4,0,1,0.286,김수연,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
1, , , , , , , , , ,0,0,0,0,0.234,신국환,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
2,4구,4구,좌중2,삼진,중안, ,좌비, , ,4,2,4,2,0.287,이영우,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
3, , , , , , , , , ,0,0,0,0,0.221,조정권,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
4,4구, ,중안/ 중안,우비, , , , , ,3,2,1,1,0.282,송지만,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
5, , , , ,중비, ,중안, , ,2,1,0,0,0.272,장종훈,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
6,중안, ,중안/ 2땅,2땅, ,유실, , , ,5,2,1,1,0.335,데이비스,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
7, , , , , , , , , ,0,0,0,0,0.198,황우구,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
8, , , , , , ,3땅, , ,1,0,0,0,0.261,강석천,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
9,4구, ,4구,4구,3땅,중안, ,3땅, ,3,1,0,2,0.330,김태균,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
10, , , , , , , , , ,0,0,0,0,0.197,이범호,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
11,1땅, ,우안,우중2,4구,우비, ,2비, ,5,2,1,2,0.317,김종석,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
12, ,중비,유비,좌안,좌중2,4구, , , ,4,2,1,2,0.269,조경택,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
13, , , , , , , ,중비, ,1,0,0,0,0.249,강인권,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
14, ,32,중안,좌홈,3실,삼진, , , ,5,3,4,4,0.271,백재호,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
15, , , , , , , , , ,0,0,0,0,0.233,임주택,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
16, ,3땅,중안,유안,4구,중비, , , ,4,2,2,1,0.239,허준,구장 : 대전,"관중 : 2,084",2001.09.27(목),개시 : 18:31,경기시간 : 3:26,한화,현대,,,,,
0,좌안, ,2유병, , ,3땅, ,1땅, ,4,1,0,0,0.309,이병규,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
1,투희번, ,좌비, , , , , , ,1,0,0,0,0.283,유지현,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
2, , , , , ,3비, , , ,1,0,0,0,0.244,권용관,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
3, , , , , , , ,우비, ,1,0,0,0,0.247,손지환,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
4,3땅, , ,중비, ,좌안, , , ,3,1,0,0,0.293,최동수,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
5, , , , , , , ,우안, ,1,1,0,0,0.291,서용빈,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
6,투땅, , ,2땅, ,좌안, ,유땅, ,4,1,0,0,0.353,양준혁,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
7, ,좌안, ,삼진, ,투땅, , ,2비,4,1,0,0,0.272,심성보,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
8, ,삼진, , ,삼진, , , , ,2,0,0,0,0.189,최만호,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
9, , , , , , ,4구, , ,0,0,0,0,0.111,김현민,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
10, , , , , , , , ,2땅,1,0,0,0,0.143,김재학,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
11, ,3땅, , ,3땅, ,삼진, , ,3,0,0,0,0.233,안상준,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
12, , , , , , , , ,좌안,1,1,0,0,0.250,최길성,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
13, ,3땅, , ,4구, ,중비, ,좌파,3,0,0,0,0.225,이종열,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
14, , ,4구, , , , , , ,0,0,0,0,0.194,장재중,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
15, , , , ,유비, ,유땅, , ,2,0,0,0,0.244,조인성,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
16, , , , , , , , , ,0,0,0,0,0.259,김정민,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,LG,삼성,,,,,
0,우홈,유비, ,좌비, ,우안, ,우비, ,5,2,1,1,0.282,박한이,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
1,유비, ,삼진, ,삼진, , , , ,3,0,0,0,0.254,강동우,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
2, , , , , ,삼진, , , ,1,0,0,0,0.275,바에르가,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
3, , , , , , , , , ,0,0,0,0,0.233,장영균,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
4, , , , , , , ,중비, ,1,0,0,0,0.200,김태균,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,황성관,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
6,1파, ,2비, ,삼진, ,우2, , ,4,1,0,1,0.275,이승엽,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
7,우비, ,좌홈, ,좌홈, ,중홈, , ,4,3,4,3,0.326,마해영,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
8, ,중안,삼진, ,4구, ,삼진, , ,3,1,0,1,0.292,김종훈,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
9, ,1비, ,유땅,좌비, ,중비, , ,4,0,0,0,0.271,김동수,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
10, , , , , , , , , ,0,0,0,0,0.231,장성국,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
11, ,좌안, ,사구, ,우비,2땅, , ,3,1,0,1,0.248,정경배,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
12, ,중안, ,좌2, ,유비, ,투안, ,4,3,2,0,0.276,김승권,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
13, ,삼진, ,유땅, ,3안, ,1땅, ,4,1,0,0,0.263,김재걸,구장 : 시민,"관중 : 1,454",2001.09.28(금),개시 : 18:30,경기시간 : 2:36,삼성,LG,,,,,
0,좌안, ,우중홈, ,삼진, , , , ,3,2,1,1,0.324,전준호,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
1, , , , , , , , , ,0,0,0,0,0.237,이재주,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
2, , , , , , , ,우홈, ,1,1,1,1,0.286,정수성,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
3,4구, ,우안, , ,4구, , , ,1,1,0,0,0.248,이명수,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
4, , , , , , , ,삼진, ,1,0,0,0,0.261,전근표,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
5,32병, ,좌안, , ,4구, ,좌2, ,3,2,0,0,0.283,박재홍,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
6, ,중안, ,4구, , , , , ,1,1,0,0,0.301,이숭용,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
7, , , , , ,삼진, ,우비, ,2,0,0,0,0.210,김인호,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
8, ,32병, ,삼진, ,삼진, , ,좌안,4,1,0,0,0.294,심정수,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
9, ,4구, ,삼진, , ,삼진, , ,2,0,0,0,0.257,박경완,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
10, , , , , , , , ,중비,1,0,0,0,0.167,장광호,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
11, ,좌비, ,2땅, , , , , ,2,0,0,0,0.135,황윤성,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
12, , , , , , ,2직, , ,1,0,0,0,0.133,김일경,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
13, , , , , , , , ,삼진,1,0,0,0,0.303,장정석,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
14, , ,삼진, ,삼진, ,삼진, ,삼진,4,0,0,0,0.234,퀸란,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
15, , ,삼진, ,2땅, , ,삼진, ,3,0,0,0,0.171,채종국,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,현대,한화,,,,,
0,우안,유땅, ,좌비, ,삼진, ,2땅, ,5,1,0,0,0.285,김수연,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
1,2유병, ,좌비, ,삼진, , , , ,3,0,0,0,0.285,이영우,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
2, , , , , , ,삼진,사구, ,1,0,0,0,0.271,장종훈,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
3,4구, ,2땅, ,투안, ,우2, , ,3,2,0,2,0.285,송지만,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
4, , , , , , , ,우비, ,1,0,0,0,0.219,조정권,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
5,중안, ,중비, ,우안, ,4구, , ,3,2,0,1,0.337,데이비스,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
6, , , , , , , , , ,0,0,0,0,0.234,신국환,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
7,우중홈, , ,우안,2유병, ,삼진, , ,4,2,3,2,0.333,김태균,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
8,좌중홈, , ,우비, ,삼진,투실, , ,4,1,1,1,0.316,김종석,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
9,3땅, , ,4구, ,중안, , , ,2,1,0,0,0.273,백재호,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
10, , , , , , , ,4구, ,0,0,0,1,0.197,이범호,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
11, , , , , , , , , ,0,0,0,0,0.198,황우구,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
12, ,좌비, ,좌안, ,1실, ,투희번, ,3,1,1,0,0.241,허준,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
13, ,중비, ,삼진, , , , , ,2,0,0,0,0.247,강인권,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
14, , , , , ,유땅, , , ,1,0,0,0,0.260,강석천,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
15, , , , , , , ,중안, ,1,1,1,0,0.275,조경택,구장 : 대전,"관중 : 2,252",2001.09.28(금),개시 : 18:30,경기시간 : 2:54,한화,현대,,,,,
0,삼진, ,좌비, , ,삼진, ,1땅, ,4,0,0,0,0.307,정수근,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
1, , , , , , , , , ,0,0,0,0,0.194,김원섭,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
2,좌비, ,좌비, , ,2땅, , , ,3,0,0,0,0.285,장원진,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
3, , , , , , , , ,삼진,1,0,0,0,0.225,문희성,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
4,중비, ,2땅, , ,삼진, , ,중안,4,1,0,0,0.316,김동주,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
5, , , , , , , , , ,0,0,0,0,0.000,김성균,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
6, ,우중2, ,4구, , ,좌안, ,2유병,3,2,0,1,0.283,안경현,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
7, ,중비, ,유2병, , ,삼진, , ,3,0,0,0,0.241,송원국,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
8, ,유땅, ,우비, , ,우비, , ,3,0,0,0,0.264,홍성흔,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
9, , , , , , , , , ,0,0,0,0,0.250,오세학,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
10, , , , , , , , , ,0,0,0,0,0.071,이대현,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
11, ,좌안, , ,삼진, , ,중3, ,3,2,1,1,0.258,전상렬,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
12, ,우안, , ,중안, , ,삼진, ,3,2,0,0,0.244,강봉규,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
13, ,2땅, , ,2유병, , , , ,2,0,0,0,0.208,김호,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
14, , , , , , , ,3땅, ,1,0,1,0,0.242,최훈재,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
15, , , , , , , , , ,0,0,0,0,0.200,강규철,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,두산,롯데,,,,,
0,중안, ,삼진,3땅, ,1땅, , , ,4,1,0,0,0.317,김주찬,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
1, , , , , , , ,2유병, ,1,0,0,0,0.127,박기혁,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
2,삼진, ,좌2, , , , , , ,2,1,1,0,0.243,이계성,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
3, , , , ,4구, , , , ,0,0,0,0,0.125,이동욱,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
4, , , , , ,2땅, , , ,1,0,0,1,0.111,이우민,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
5, , , , , , , ,삼진, ,1,0,0,0,0.125,권오현,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
6, , , , , , , , , ,0,0,0,0,0.333,박종일,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
7,2유병, ,좌비, ,3실, ,2직, , ,4,0,0,1,0.291,박현승,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
8, ,유비,4구, ,중안, ,삼진, , ,3,1,0,0,0.269,얀,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
9, ,좌비,우파, ,우희비, ,4구, , ,2,0,1,0,0.248,박정태,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
10, , , , , , , , , ,0,0,0,0,0.200,조성환,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
11, ,중안, ,사구, , , , , ,1,1,0,2,0.274,허문회,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
12, , , , ,좌안, ,삼진, , ,2,1,1,0,0.571,이대호,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
13, ,좌중2, ,1희번,중비, , ,4구, ,2,1,1,1,0.271,임재철,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
14, ,유땅, ,우2,좌비, , ,4구, ,3,1,1,0,0.300,최기문,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
15, , ,중안,1땅, ,2땅, ,좌안, ,4,2,0,1,0.285,김대익,구장 : 사직,"관중 : 3,956",2001.09.29(토),개시 : 17:00,경기시간 : 3:05,롯데,두산,,,,,
0,투번,사구, ,2땅, , ,4구, , ,2,0,0,0,0.281,박한이,구장 : 대전,"관중 : 3,251",2001.09.29(토),개시 : 17:01,경기시간 : 2:48,삼성,한화,,,,,
1,2땅,1땅, , ,투번, ,2땅, , ,4,0,0,0,0.251,강동우,구장 : 대전,"관중 : 3,251",2001.09.29(토),개시 : 17:01,경기시간 : 2:48,삼성,한화,,,,,
