,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
4, ,삼진,삼진, ,투안, ,4구, , ,3,1,1,0,0.284,마해영,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
5, ,우중안,삼진, ,삼진, , , , ,3,1,0,0,0.284,심재학,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
6, , , , , , ,삼진, , ,1,0,0,0,0.259,이재주,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
7, , , , , , , , , ,0,0,0,0,0.231,김원섭,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
8, ,三안, ,삼진, , , , , ,2,1,0,0,0.237,박재홍,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
9, , , , , ,중비, ,중홈, ,2,1,1,1,0.263,이종범,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
10, ,二유병, ,유땅, ,一땅, , , ,3,0,0,0,0.265,김상훈,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
11, , , , , , , ,중안, ,1,1,0,0,0.318,김지훈,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
12, , ,사구,一땅, , , , , ,1,0,0,1,0.200,김경진,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
13, , , , , ,좌비, ,중비, ,2,0,0,0,0.249,김경언,구장 : 무등,"관중 : 1,322",2004.10.01(금),개시 : 18:29,경기시간 : 3:06,KIA,현대
0,二땅, ,二땅, ,4구,二비, , ,우희비,3,0,1,0,0.275,전상렬,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
1,4구, ,二땅, ,우비, ,一땅, ,중비,4,0,0,0,0.288,장원진,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
2,유땅, ,二땅, ,유땅, ,삼진, , ,4,0,0,0,0.217,유재웅,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
3, , , , , , , , , ,0,0,0,0,0.176,임재철,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
4,중안, , ,4구,4구, ,삼진, , ,2,1,0,1,0.230,알칸트라,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
5,二땅, , ,좌홈,사구, , ,중비, ,3,1,2,1,0.326,홍성흔,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
6, ,좌비, ,좌홈,二비, , ,삼진, ,4,1,1,1,0.281,안경현,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
7, ,우2, ,삼진, ,우비, ,삼진, ,4,1,0,0,0.204,홍원기,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
8, ,二비, ,二땅, ,좌2, , ,좌안,4,2,0,0,0.277,김창희,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
9, , , , , , , , , ,0,0,0,1,0.146,정원석,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
10, , , , , , , , , ,0,0,0,0,0.000,방승재,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
11, ,유땅, ,우비, ,삼진, , , ,3,0,0,0,0.333,나주환,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
12, , , , , , , , ,우안,1,1,0,0,0.279,최경환,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
13, , , , , , , , , ,0,0,0,0,0.000,백승훈,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,두산,SK
0,투땅, ,우안, , ,좌안, ,좌비, ,4,2,0,0,0.278,조원우,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
1,중2, ,二땅, , ,二땅, ,좌안, ,4,2,0,0,0.262,김민재,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
2,4구, , ,삼진, ,유땅, ,사구, ,2,0,0,0,0.297,박경완,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
3,二유병, , ,一파, , ,좌홈,4구, ,3,1,2,1,0.278,이호준,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
4, ,우비, ,우비, , ,우비, , ,3,0,0,0,0.297,정경배,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
5, , , , , , , ,삼진, ,1,0,0,0,0.319,김기태,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
6, , , , , , , , , ,0,0,0,0,0.165,이대수,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
7, ,一땅, , ,一파, ,중안, ,三땅,4,1,0,0,0.267,브리또,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
8, ,우비, , ,우비, ,유二병, ,三비,4,0,0,0,0.239,조경환,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
9, , ,포파, , , , , , ,1,0,0,0,0.176,최경철,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
10, , , , ,삼진, , , , ,1,0,0,0,0.250,김원,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
11, , , , , , , ,중안, ,1,1,0,1,0.182,강성우,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
12, , , , , , , , ,우안,1,1,0,0,0.258,조중근,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
13, , ,二땅, , ,二땅, ,우비, ,3,0,0,0,0.056,김강민,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
14, , , , , , , , ,三직,1,0,0,0,0.193,강혁,구장 : 문학,"관중 : 1,425",2004.10.01(금),개시 : 18:30,경기시간 : 2:43,SK,두산
0,二땅, ,유안, ,우비, ,二땅, ,一땅,5,1,0,1,0.275,전상렬,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
1,우비, ,一땅, ,三땅, ,二비, ,二땅,5,0,0,0,0.285,장원진,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
2,삼진, ,중희비, ,4구, ,삼진, , ,2,0,1,0,0.227,알칸트라,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
3, ,우비,우비, ,二땅, , ,좌안, ,4,1,0,0,0.286,김동주,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
4, ,우중안, ,우2, ,좌안, ,三땅, ,4,3,0,1,0.329,홍성흔,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
5, ,사구, ,중비, , , , , ,1,0,0,0,0.280,안경현,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
6, , , , , ,삼진, , , ,1,0,0,0,0.167,문희성,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
7, , , , , , , , , ,0,0,0,0,0.146,정원석,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
8, , , , , , , ,삼진, ,1,0,0,0,0.278,최경환,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
9, , , , , , , , , ,0,0,0,0,0.000,백승훈,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
10, ,4구, ,二땅, , , , , ,1,0,0,0,0.276,김창희,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
11, , , , , ,좌홈, , ,중2,2,2,2,1,0.238,이승준,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
12, ,삼진, ,사구, ,二땅, , , ,2,0,0,0,0.243,강인권,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
13, , , , , , , , , ,0,0,0,0,0.217,유재웅,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
14, , , , , , , , ,三땅,1,0,0,0,0.203,홍원기,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
15, ,삼진, ,중비, ,삼진, , ,4구,3,0,0,0,0.315,나주환,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,두산,SK
0,4구,三땅, ,투땅, ,三실, ,우안, ,4,1,0,1,0.277,조원우,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
1,좌비, ,중비,우안, ,4구, ,우비, ,4,1,0,0,0.262,김민재,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
2,4구, ,4구,좌비, ,삼진, ,삼진, ,3,0,0,1,0.295,박경완,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
3,三직, ,우땅, ,삼진, ,좌비, , ,4,0,0,0,0.276,이호준,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
4, , , , , , , , , ,0,0,0,0,0.193,강혁,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
5,좌안, ,4구, ,삼진, ,우비, , ,3,1,2,0,0.297,정경배,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
6, , , , , , , , , ,0,0,0,0,0.165,이대수,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
7,삼진, ,一비, ,유땅, ,三땅, , ,4,0,0,0,0.264,브리또,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
8, ,중비, ,삼진, ,삼진, , , ,3,0,0,0,0.236,조경환,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
9, , , , , , , ,우안, ,1,1,0,0,0.270,조중근,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
10, , , , , , , , , ,0,0,0,1,0.154,송수근,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
11, ,중안, , , , , , , ,1,1,0,0,0.200,최경철,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
12, , , ,4구, ,유땅, , , ,1,0,0,1,0.174,강성우,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
13, , , , , , , ,좌안, ,1,1,1,0,0.321,김기태,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
14, , , , , , , , , ,0,0,0,0,0.171,김형철,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
15, , , , , , , , , ,0,0,0,0,0.000,조웅천,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
16, , , , , , , , , ,0,0,0,0,0.000,김경태,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
17, , , , , , , , , ,0,0,0,0,0.000,카브레라,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
18, ,투번, ,좌홈, ,좌2, ,중비, ,4,2,2,1,0.136,김강민,구장 : 문학,"관중 : 3,225",2004.10.02(토),개시 : 18:30,경기시간 : 3:41,SK,두산
0,유땅,투땅, , ,유비, , ,좌안, ,4,1,0,0,0.321,이병규,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
1,중비, ,우비, , ,유땅, ,유땅, ,4,0,0,0,0.267,한규식,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
2,좌안, ,유땅, , ,삼진, , ,유땅,4,1,0,1,0.107,김태완,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
3,三안, ,유땅, , ,유파, , ,중안,4,2,0,1,0.259,최동수,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
4, , , , , , , , , ,0,0,0,0,0.000,이학준,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
5, , , , , , , , , ,0,0,0,0,0.244,김상현,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
6,4구, , ,중비, , ,三땅, ,좌안,3,1,0,1,0.254,조인성,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
7,좌홈, , ,三땅, , ,三파, , ,3,1,4,1,0.154,최길성,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
8, , , , , , , , ,삼진,1,0,0,0,0.105,오태근,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
9,유땅, , ,三땅, , , , , ,2,0,0,0,0.103,안치용,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
10, , , , , , ,삼진, ,一땅,2,0,0,0,0.000,이대형,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
11, ,중비, , ,투안, , ,三땅, ,3,1,0,0,0.238,권용관,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
12, ,삼진, , ,삼진, , ,삼진, ,3,0,0,0,0.102,이용규,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,LG,롯데
0,우안, ,삼진, , ,삼진, , , ,3,1,0,1,0.286,김만윤,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
1, , , , , , , ,二땅, ,1,0,0,0,0.235,박정태,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
2, , , , , , , , , ,0,0,0,0,0.000,조효상,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
3,4구, ,유땅, , ,유땅, , , ,2,0,0,0,0.220,박현승,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
4, , , , , , , , , ,0,0,0,0,0.167,이계성,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
5, , , , , , , , ,중비,1,0,0,0,0.247,김태균,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
6,二땅, ,三비, , ,중안, , ,二땅,4,1,0,0,0.297,라이온,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
7,유땅, , ,중비, ,一비, , ,좌안,4,1,1,0,0.317,페레즈,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
8,三땅, , ,중비, , ,유땅, ,유땅,4,0,0,0,0.248,이대호,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
9, ,중비, ,유땅, , ,우비, , ,3,0,0,0,0.278,손인호,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
10, ,중비, , ,삼진, ,유땅, , ,3,0,0,0,0.224,김승관,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
11, ,우비, , ,중비, , ,중비, ,3,0,0,0,0.200,박기혁,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
12, , , , , , , , , ,0,0,0,0,0.194,허일상,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
13, , ,좌홈, ,유땅, , ,투땅, ,3,1,1,1,0.111,최준석,구장 : 사직,"관중 : 3,283",2004.10.02(토),개시 : 18:30,경기시간 : 2:19,롯데,LG
0,좌중안,4구, ,삼진, , ,三땅, , ,3,1,0,1,0.321,이병규,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
1,유땅,사구, , ,삼진, ,중비, , ,3,0,1,0,0.254,한규식,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
2,三비,三땅, , ,삼진, , ,三땅, ,4,0,0,0,0.094,김태완,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
3,우안, ,삼진, ,삼진, , ,一비, ,4,1,1,0,0.259,최동수,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
4,중비, ,삼진, , ,포파, ,一파, ,4,0,0,0,0.251,조인성,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
5, ,좌안,삼진, , ,4구, , , ,2,1,0,1,0.179,최길성,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
6, , , , , , , , ,유땅,1,0,0,0,0.103,오태근,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
7, ,투희번, ,삼진, ,二땅, , , ,2,0,0,0,0.237,권용관,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
8, , , , , , , , ,삼진,1,0,0,0,0.000,이학준,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
9, ,중비, ,삼진, ,一땅, , , ,3,0,0,0,0.000,이대형,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
10, , , , , , , , ,포땅,1,0,0,0,0.174,김우석,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
11, ,좌안, ,유안, , , , , ,2,2,0,0,0.131,이용규,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
12, , , , , , ,삼진, , ,1,0,0,0,0.243,김상현,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,LG,삼성
0,중안, ,4구,4구, ,우안,三땅, , ,3,2,0,1,0.296,강동우,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
1,二땅, ,중안,三땅, ,二땅, ,4구, ,4,1,0,0,0.284,박종호,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
2,삼진, ,삼진,一땅, ,유땅, ,유땅, ,5,0,0,0,0.313,박한이,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
3,우비, ,좌안, ,좌중안, ,좌홈,삼진, ,5,3,3,1,0.177,로페즈,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
4, ,우비,유땅, ,좌비, ,유땅,三땅, ,5,0,0,0,0.273,김한수,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
5, ,4구, ,4구,우비, ,4구, , ,1,0,0,2,0.315,양준혁,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
6, ,유병, ,一안,4구, , , , ,2,1,0,0,0.265,김종훈,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
7, , , , , , ,삼진, , ,1,0,0,0,0.288,김대익,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
8, , , , , , , , , ,0,0,0,0,0.225,신동주,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
9, , ,4구,중2,一파, ,三실, , ,3,1,1,2,0.276,진갑용,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
10, , ,투희번,二땅, ,三비,우중2, , ,3,1,1,0,0.224,조동찬,구장 : 시민,"관중 : 3,841",2004.10.03(일),개시 : 14:00,경기시간 : 3:10,삼성,LG
0,좌2, ,유땅, ,우안, , ,좌2,삼진,5,3,0,2,0.266,김종국,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
1,4구, ,좌비, ,중비, , ,二실, ,3,0,0,0,0.274,손지환,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
2,유땅, ,유땅, , ,유비, ,유안, ,4,1,0,0,0.300,홍세완,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
3, , , , , , , , , ,0,0,0,0,0.204,서동욱,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
4,포파, , ,二직, ,一비, , , ,3,0,0,0,0.282,심재학,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
5, , , , , , , ,삼진, ,1,0,0,0,0.164,김주형,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
6,좌중2, , ,二땅, ,二땅, ,우비, ,4,1,1,0,0.284,마해영,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
7,삼진, , ,유땅, , ,三땅,三안, ,4,1,0,0,0.238,박재홍,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
8, ,一비, , ,투땅, , , , ,2,0,0,0,0.246,김경언,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
9, , , , , , ,좌비,우비, ,2,0,0,0,0.262,이종범,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
10, ,좌비, , ,삼진, , , , ,2,0,0,0,0.304,김지훈,구장 : 수원,"관중 : 3,439",2004.10.03(일),개시 : 14:00,경기시간 : 3:06,KIA,현대
