,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12
8, ,유땅, ,4구, ,포파, , , ,2,0,0,0,0.200,박용근,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,LG,우리,,,,
9, , , , , , , ,삼진, ,1,0,0,0,0.100,김용우,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,LG,우리,,,,
10, , , , , , , , , ,0,0,0,0,0.136,박경수,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,LG,우리,,,,
11, , ,2비,포번, , ,2땅, ,우비,4,0,0,0,0.188,권용관,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,LG,우리,,,,
0,1파,우안, ,중비, ,4구, , , ,3,1,0,0,0.250,이택근,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
1, , , , , , , ,중비, ,1,0,0,0,0.300,강귀태,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
2,투번, ,사구,중안, ,삼진, , , ,3,1,0,1,0.385,조재호,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
3,좌중홈, ,좌중안,좌비, , ,유안, , ,4,3,1,2,0.296,정성훈,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
4,1비, ,좌안,중비, , ,3병, , ,4,1,1,1,0.294,송지만,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
5, ,1땅,중안, ,3땅, ,중안, , ,4,2,1,0,0.323,이숭용,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
6, , , , , , , , , ,0,0,0,0,0.250,유재신,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
7, ,2비,32병, ,우비, , , , ,3,0,0,0,0.222,김동수,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
8, , , , , , ,포파, , ,1,0,0,0,0.273,강병식,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
9, ,우안,우중홈, ,3비, , ,삼진, ,4,2,2,2,0.500,전근표,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
10, ,좌홈,4구, , ,우비, ,4구, ,2,1,2,1,0.276,김일경,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
11, ,중안,3땅, , ,좌비, ,중비, ,4,1,0,0,0.290,황재균,구장 : 목동,"관중 : 3,744",2008.04.09(수),개시 : 14:01,경기시간 : 3:00,우리,LG,,,,
0,유땅, ,유땅, ,2땅, , , , ,3,0,0,0,0.000,이여상,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
1, , , , , , , ,좌비, ,1,0,0,0,0.036,한상훈,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
2,삼진, , ,3직, ,2직, ,좌비, ,4,0,0,0,0.195,추승우,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
3,유땅, , ,2땅, ,중비, , ,4구,3,0,0,0,0.324,클락,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
4, ,유땅, ,좌홈, ,삼진, , ,유비,4,1,1,1,0.333,김태균,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
5, ,중안, ,중안, , ,삼진, , ,3,2,0,0,0.333,이범호,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
6, , , , , , , , ,삼진,1,0,0,0,0.296,이영우,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
7, ,좌비, ,중안, , ,유비, , ,3,1,0,0,0.207,김태완,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
8, ,1땅, ,2땅, , ,삼진, , ,3,0,0,0,0.222,이희근,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
9, , ,좌안, ,삼진, , ,삼진, ,3,1,0,0,0.188,김수연,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
10, , ,투2병, ,좌비, , ,좌2, ,3,1,0,0,0.222,김민재,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
11, , , , , , , , , ,0,0,0,0,0.000,오선진,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,한화,두산,,,,
0,좌안, ,좌희비, ,중비, ,좌비, , ,3,1,1,1,0.257,이종욱,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
1, , , , , , , , , ,0,0,0,0,0.000,전상렬,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
2,좌중안, ,삼진, ,유땅, , ,우중3, ,4,2,0,1,0.286,오재원,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
3,3땅, ,좌안, , ,4구, ,좌안, ,3,2,1,1,0.276,고영민,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
4, , , , , , , , , ,0,0,0,0,0.143,정원석,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
5,유땅, ,좌안, , ,좌홈, ,좌비, ,4,2,3,1,0.242,김동주,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
6, , , , , , , , , ,0,0,0,0,0.000,김재호,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
7,삼진, ,3땅, , ,우비, ,삼진, ,4,0,0,0,0.273,홍성흔,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
8, ,4구, ,1땅, ,좌중2, , , ,2,1,0,0,0.241,김현수,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
9, ,유2병, ,2땅, ,삼진, , , ,3,0,0,0,0.231,이대수,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
10, ,3땅, ,중비, , ,중비, , ,3,0,0,0,0.100,채상병,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
11, , ,좌중3, ,중비, ,삼진, , ,3,1,0,1,0.214,민병헌,구장 : 잠실,"관중 : 10,266",2008.04.09(수),개시 : 14:02,경기시간 : 3:08,두산,한화,,,,
0,좌비, ,중안,삼진, , ,삼진, ,삼진,5,1,0,0,0.224,이대형,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
1,좌안, ,중안, ,삼진, , , , ,3,2,0,0,0.389,김준호,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
2, , , , , , ,2직, ,유비,2,0,0,0,0.160,이성열,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
3,2땅, ,투희번, ,좌안, ,좌비, ,좌비,4,1,0,0,0.293,박용택,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
4,4구, ,고4, ,사구, , ,우홈, ,1,1,1,1,0.278,최동수,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
5,중비, ,삼진, ,2비, , ,3땅, ,4,0,0,0,0.250,조인성,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
6, ,2안,삼진, , ,3땅, ,우2, ,4,2,0,0,0.238,서동욱,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
7, ,투희번, ,우비, ,삼진, ,4구, ,2,0,0,0,0.154,김상현,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
8, ,3땅, ,중비, ,유땅, , , ,3,0,0,0,0.120,박경수,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
9, , , , , , , ,중비, ,1,0,0,0,0.091,김용우,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
10, , , , , , , , , ,0,0,0,0,0.000,이범준,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
11, ,1땅, ,좌안, , , , , ,2,1,0,0,0.206,권용관,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
12, , , , , , ,우3,중비, ,2,1,0,0,0.286,박용근,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,LG,우리,,,,
0,우비, ,삼진, ,좌안,4구,3직, , ,4,1,0,1,0.250,이택근,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
1,2땅, ,2땅, ,우중2,중안, ,좌중2, ,5,3,2,0,0.444,조재호,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
2,4구, , ,유실,4구,좌안, ,3땅, ,3,1,0,1,0.300,정성훈,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
3,삼진, , ,삼진,투땅,3땅, ,삼진, ,5,0,0,0,0.323,브룸바,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
4, ,2땅, ,우중안,좌비, ,삼진,유땅, ,5,1,1,1,0.282,송지만,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
5, ,2땅, ,우2, ,삼진,2땅, , ,4,1,0,0,0.314,이숭용,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
6, , , , , , , , , ,0,0,0,0,0.500,전근표,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
7, ,우파, ,중희비, ,유실,좌홈, , ,3,1,2,2,0.304,강귀태,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
8, , , , , , , , , ,0,0,0,0,0.222,김동수,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
9, , ,4구,삼진, ,투번,좌안, , ,3,1,0,0,0.281,김일경,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
10, , ,우비, ,삼진, , , , ,2,0,0,0,0.273,황재균,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
11, , , , , ,사구, , , ,0,0,0,1,0.364,강정호,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
12, , , , , , ,좌중안, , ,1,1,0,0,0.400,유재신,구장 : 목동,"관중 : 2,307",2008.04.10(목),개시 : 18:31,경기시간 : 3:15,우리,LG,,,,
0,좌안, ,유땅, , ,우비, , ,유직,4,1,0,0,0.333,정수근,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
1,3땅, , ,중비, ,3땅, , ,유땅,4,0,0,0,0.326,김주찬,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
2,유땅, , ,2안, ,삼진, , ,삼진,4,1,0,0,0.257,박현승,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
3, ,삼진, ,중안, , ,좌비, , ,3,1,0,0,0.350,이대호,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
4, ,삼진, ,삼진, , ,삼진, , ,3,0,0,0,0.257,가르시아,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
5, ,사구, ,좌비, , ,유비, , ,2,0,0,0,0.394,강민호,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
6, ,2땅, , ,좌비, , , , ,2,0,0,0,0.000,손광민,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
7, , , , , , , ,유땅, ,1,0,0,0,0.154,마해영,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
8, , , , , , , , , ,0,0,0,0,0.200,이승화,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
9, , ,우비, ,2비, , ,유땅, ,3,0,0,0,0.323,조성환,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
10, , ,좌비, ,중비, , ,삼진, ,3,0,0,0,0.333,이원석,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,롯데,삼성,,,,
0,2땅, ,포번, ,좌안, ,삼진, , ,4,1,0,0,0.317,신명철,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
1, , , , , , , , , ,0,0,0,0,0.000,김재걸,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
2,유비, ,삼진, ,4구, , , , ,2,0,0,0,0.214,최형우,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
3, , , , , , ,투직, , ,1,0,0,0,0.111,강봉규,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
4,삼진, , ,2땅,1땅, , , , ,3,0,0,0,0.205,양준혁,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
5, , , , , , , ,우안, ,1,1,0,0,0.154,조동찬,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
6, ,4구, ,중비, ,삼진, ,1파, ,3,0,0,0,0.310,심정수,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
7, , , , , , , , , ,0,0,0,0,0.429,박한이,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
8, ,삼진, ,삼진, ,우비, ,2유병, ,4,0,0,0,0.235,크루즈,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
9, ,중비, , ,좌2,좌안, , , ,3,2,0,1,0.276,박진만,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
10, ,4구, , ,우중3,4구, , , ,1,1,1,1,0.269,박석민,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
11, ,우비, , ,중희비,삼진, , , ,2,0,1,0,0.194,진갑용,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
12, , ,유땅, ,중안, ,삼진, , ,3,1,0,0,0.063,허승민,구장 : 시민,"관중 : 3,354",2008.04.10(목),개시 : 18:29,경기시간 : 2:43,삼성,롯데,,,,
0,2파,유땅, , ,2땅, ,3땅, ,삼진,5,0,0,0,0.185,박재상,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
1,좌안, ,3땅, ,삼진, ,4구, ,2비,4,1,0,0,0.250,정근우,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
2,2땅, ,유땅, ,우안, , , , ,3,1,0,1,0.200,김재현,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
3, , , , , , ,삼진, , ,1,0,0,0,0.214,모창민,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
4,4구, ,유파, ,우중안, ,유땅, , ,3,1,0,1,0.286,박정권,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
5,3땅, , ,4구,유안, , ,사구, ,2,1,1,1,0.387,최정,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
6, ,2비, ,우중2,중2, , ,삼진, ,4,2,2,0,0.333,박경완,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
7, ,중안, ,4구, , , , , ,1,1,0,1,0.172,이진영,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
8, , , , , ,4구, ,3직, ,1,0,0,0,0.059,김강민,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
9, ,좌안, ,유2병, ,삼진, , ,4구,3,1,0,0,0.259,나주환,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
10, ,투땅, ,1땅, ,삼진, , ,투희번,3,0,0,0,0.192,조동화,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,SK,KIA,,,,
0,1실,삼진, , ,중안, ,삼진, ,투땅,5,1,0,0,0.294,이용규,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
1,투땅, ,2땅, ,우안, ,1땅, , ,4,1,0,0,0.133,발데스,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
2, , , , , , , , ,투땅,1,0,0,0,0.125,이종범,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
3,삼진, ,좌2, ,삼진, ,4구, , ,3,1,0,0,0.400,김주형,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
4, , , , , , , , , ,0,0,0,0,0.364,김선빈,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
5, ,우비,중비, ,삼진, ,삼진, , ,4,0,0,0,0.211,최희섭,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
6, ,중안, , , , , , , ,1,1,0,1,0.333,김상훈,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
7, , ,4구, ,투땅, , ,우안, ,2,1,0,0,0.500,차일목,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
8, ,우2,1비, , ,1땅, ,우안, ,4,2,1,0,0.235,장성호,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
9, ,4구, ,유땅, ,삼진, ,유땅, ,3,0,0,0,0.237,이현곤,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
10, ,유안, ,삼진, ,좌파, , , ,3,1,0,0,0.200,나지완,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
11, , , , , , , ,2유병, ,1,0,0,0,0.263,김원섭,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
12, ,1파, ,유땅, , , , , ,2,0,0,0,0.071,김종국,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
13, , , , , , ,4구, ,유땅,1,0,0,0,0.091,강동우,구장 : 무등,"관중 : 3,283",2008.04.10(목),개시 : 18:30,경기시간 : 3:36,KIA,SK,,,,
0,삼진, ,삼진, ,4구,2땅, , , ,3,0,0,0,0.182,추승우,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
1, , , , , , , ,1병, ,1,0,0,0,0.143,이도형,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
2, , , , , , , , , ,0,0,0,0,0.000,조원우,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
3,좌2, ,1직, ,우안, ,중비,2땅, ,5,2,0,0,0.250,이여상,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
4,2땅, , ,우홈,고4, ,중안, ,좌비,4,2,1,2,0.342,클락,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
5,삼진, , ,3직,3땅, ,좌안, ,삼진,5,1,0,0,0.300,김태균,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
6, ,유직, ,삼진, ,3땅,2땅, ,중비,5,0,0,1,0.250,이영우,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
7, ,1비, ,좌안, ,좌비,4구, , ,3,1,0,1,0.333,이범호,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
8, ,3땅, ,3파, ,4구, , , ,2,0,0,1,0.167,김수연,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
9, , , , , , ,좌홈, , ,1,1,3,1,0.233,김태완,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
10, , ,우비, ,유비,유안,2땅, , ,4,1,0,0,0.231,이희근,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
11, , ,좌안, ,4구,4구, ,4구, ,1,1,0,0,0.243,김민재,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,한화,두산,,,,
0,우비, ,4구,4구, ,2땅,중비, , ,3,0,0,1,0.237,이종욱,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
1,우비, ,삼진,2땅, , , , , ,3,0,1,0,0.258,오재원,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
2, , , , , ,사구, ,우파, ,1,0,0,1,0.125,정원석,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
3,좌2, ,4구,중비, ,4구, ,투땅, ,3,1,0,2,0.281,고영민,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
4,4구, ,사구, ,삼진,좌안, , , ,2,1,2,1,0.257,김동주,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
5, , , , , , , ,3비, ,1,0,0,1,0.000,김재호,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
6,우비, ,우3, ,우중안,유안, , , ,4,3,4,0,0.400,홍성흔,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
7, ,1땅,2땅, ,유땅,4구, , , ,3,0,0,0,0.219,김현수,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
8, ,중비, ,좌2,4구,유2병, , , ,3,1,0,1,0.241,이대수,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
9, ,투땅, ,투희번,2비, ,좌안, , ,3,1,0,0,0.130,채상병,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
10, , ,1비,사구, ,좌안,32병, , ,3,1,0,1,0.226,민병헌,구장 : 잠실,"관중 : 5,207",2008.04.10(목),개시 : 18:30,경기시간 : 3:26,두산,한화,,,,
0,좌중안, ,중안, ,삼진, , ,삼진,4구,5,2,0,0,0.268,정근우,구장 : 목동,"관중 : 1,629",2008.04.11(금),개시 : 18:30,경기시간 : 4:54,SK,우리, , ,1땅, 
1,중비, ,유땅, ,2땅, , , , ,3,0,0,0,0.172,조동화,구장 : 목동,"관중 : 1,629",2008.04.11(금),개시 : 18:30,경기시간 : 4:54,SK,우리, , , , 
2, , , , , , , ,삼진,투병,3,0,0,0,0.000,이재원,구장 : 목동,"관중 : 1,629",2008.04.11(금),개시 : 18:30,경기시간 : 4:54,SK,우리, , ,3땅, 
3,삼진, ,좌비, ,삼진, , , , ,3,0,0,0,0.176,모창민,구장 : 목동,"관중 : 1,629",2008.04.11(금),개시 : 18:30,경기시간 : 4:54,SK,우리, , , , 
4, , , , , , , ,중실, ,3,0,0,0,0.258,박정권,구장 : 목동,"관중 : 1,629",2008.04.11(금),개시 : 18:30,경기시간 : 4:54,SK,우리,투땅, ,삼진, 
5, ,2땅,우비, , ,좌안, ,삼진, ,5,1,0,1,0.313,박경완,구장 : 목동,"관중 : 1,629",2008.04.11(금),개시 : 18:30,경기시간 : 4:54,SK,우리,삼진, , ,4구
6, ,4구, ,우중2, ,3병, , ,3실,4,1,0,2,0.371,최정,구장 : 목동,"관중 : 1,629",2008.04.11(금),개시 : 18:30,경기시간 : 4:54,SK,우리,유땅, , ,3희번
