,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12
7, ,1파, ,투희선,좌안, ,우비, ,투비,4,1,0,1,0.171,박경수,구장 : 잠실,"관중 : 14,204",2008.04.15(화),개시 : 18:30,경기시간 : 3:38,LG,KIA,,,,
8, ,4구, ,사구,2병, , ,중비, ,2,0,0,1,0.200,박용근,구장 : 잠실,"관중 : 14,204",2008.04.15(화),개시 : 18:30,경기시간 : 3:38,LG,KIA,,,,
9, , , , , , , , ,사구,0,0,1,0,0.091,김용우,구장 : 잠실,"관중 : 14,204",2008.04.15(화),개시 : 18:30,경기시간 : 3:38,LG,KIA,,,,
10, ,2땅, ,사구,유땅, , ,삼진, ,3,0,1,1,0.213,권용관,구장 : 잠실,"관중 : 14,204",2008.04.15(화),개시 : 18:30,경기시간 : 3:38,LG,KIA,,,,
0,투땅, ,좌비, ,4구, ,2땅, , ,3,0,0,0,0.333,박한이,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
1,4구, ,우안, ,4구, ,삼진, , ,2,1,0,0,0.259,신명철,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
2,2실, ,우안, ,우비, , ,2땅, ,4,1,0,0,0.250,양준혁,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
3,투땅, ,2병, ,유땅, , ,4구, ,3,0,0,0,0.275,심정수,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
4, , , , , , , , , ,0,0,0,0,0.053,허승민,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
5,1땅, , ,1땅, ,삼진, ,유2병, ,4,0,0,0,0.240,크루즈,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
6, ,삼진, ,유땅, ,우비, , ,유땅,4,0,0,0,0.282,박석민,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
7, ,삼진, ,중안, ,2비, , ,좌안,4,2,0,0,0.244,박진만,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
8, ,삼진, , , , , , , ,1,0,0,0,0.205,진갑용,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
9, , , ,3땅, , ,좌홈, , ,2,1,1,1,0.167,심광호,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
10, , , , , , , , ,2유병,1,0,0,0,0.227,최형우,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
11, , ,우안, ,삼진, ,유땅, , ,3,1,0,0,0.333,김창희,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,삼성,SK,,,,
0,중비, ,중안, , ,3땅,유땅, , ,4,1,0,0,0.296,정근우,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
1,2땅, , ,2땅, ,좌안, ,4구, ,3,1,1,1,0.244,박재상,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
2,4구, , ,중비, ,좌중2, , , ,2,1,1,0,0.321,김재현,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
3, , , , , , , ,4구, ,0,0,0,0,0.333,이재원,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
4, , , , , , , , , ,0,0,0,0,0.154,모창민,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
5,삼진, , ,3땅, ,중비, ,우비, ,4,0,0,0,0.310,박경완,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
6, ,2비, , ,2땅, ,좌2,중비, ,4,1,0,0,0.362,최정,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
7, ,우비, , ,유땅, ,우안, , ,3,1,0,0,0.231,이진영,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
8, , , , , , , , , ,0,0,0,1,0.083,김강민,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
9, ,삼진, , , , , , , ,1,0,0,0,0.130,채종범,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
10, , , , ,중비, ,4구, , ,1,0,0,1,0.222,박정권,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
11, , ,삼진, , ,우2,좌2, , ,3,2,2,1,0.273,나주환,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
12, , ,2땅, , ,투희번,유땅, , ,2,0,0,0,0.156,조동화,구장 : 문학,"관중 : 5,144",2008.04.15(화),개시 : 18:32,경기시간 : 2:45,SK,삼성,,,,
0,중안,3실, ,유땅, , ,우안, , ,4,2,0,3,0.278,이종욱,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
1, , , , , , , ,우안, ,1,1,0,1,0.229,민병헌,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
2,2땅,우중2, ,중비, , ,좌2,우안, ,5,3,2,2,0.362,김현수,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
3, , , , , , , , , ,0,0,0,0,0.000,전상렬,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
4,유안,유실, ,좌비, , ,3땅,3땅, ,5,1,2,2,0.234,고영민,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
5, , , , , , , , , ,0,0,0,0,0.000,이원재,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
6, , , , , , , , , ,0,0,0,0,0.000,이혜천,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
7, , , , , , , , , ,0,0,0,0,0.000,이재우,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
8,좌안,우안, , ,3땅, ,중안, , ,4,3,2,0,0.300,김동주,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
9, , , , , , , ,2땅, ,1,0,0,0,0.000,김재호,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
10,좌희비,좌희비, , ,3땅, ,좌희비, , ,1,0,3,0,0.321,홍성흔,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
11, , , , , , , , ,유땅,1,0,0,0,0.176,최준석,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
12,중안,삼진, , ,2땅, ,좌안, , ,4,2,0,0,0.300,오재원,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
13, , , , , , , , ,3땅,1,0,0,0,0.111,정원석,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
14, ,중안,중비, , ,중안,1실, ,중비,5,2,0,1,0.375,유재웅,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
15, ,좌안,유땅, , ,2병,유땅, , ,4,1,0,1,0.132,채상병,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
16, ,1땅,삼진, , ,우비, ,삼진, ,4,0,0,0,0.225,이대수,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,두산,롯데,,,,
0,삼진, ,유땅, , , , , , ,2,0,0,0,0.298,김주찬,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
1, , , , , ,유병, , ,4구,1,0,0,1,0.167,이승화,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
2,4구, , ,4구, , , , , ,0,0,0,0,0.321,정수근,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
3, , , , , ,삼진, , ,좌안,2,1,0,1,0.200,손광민,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
4,유비, , ,유2병, , , , , ,2,0,0,0,0.229,박현승,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
5, , , , , , ,2땅, ,우비,2,0,0,0,0.111,마해영,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
6, ,1땅, ,우중2, , ,유땅, ,좌안,4,2,1,1,0.340,이대호,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
7, ,삼진, ,삼진, , ,중안, ,중홈,4,2,3,1,0.292,가르시아,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
8, ,사구, , ,중안, ,삼진, ,3안,3,2,0,0,0.396,강민호,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
9, ,삼진, , ,유2병, , , , ,2,0,0,0,0.269,정보명,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
10, , , , , , , ,좌비,사구,1,0,0,0,0.000,최기문,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
11, , ,삼진, ,투안, , , , ,2,1,0,0,0.378,조성환,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
12, , , , , , , ,1땅,좌비,2,0,0,0,0.000,박남섭,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
13, , ,유땅, , ,2안, ,우비,우비,4,1,0,0,0.225,박기혁,구장 : 사직,"관중 : 19,411",2008.04.15(화),개시 : 18:31,경기시간 : 2:59,롯데,두산,,,,
0,우비, ,4구, , ,유땅, ,4구, ,2,0,0,1,0.288,이택근,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
1,1땅, ,유땅, , ,삼진, ,우안, ,4,1,1,1,0.500,전준호,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
2, , , , , , , , , ,0,0,0,0,0.345,조재호,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
3,중안, , ,유땅, , ,3땅,유땅, ,4,1,1,0,0.273,정성훈,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
4,2땅, , ,2땅, , ,우2,좌안, ,4,2,1,0,0.319,브룸바,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
5, ,4구, ,우비, , ,우비,1땅, ,3,0,0,0,0.326,이숭용,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
6, ,2유병, , ,3직, ,4구, ,중안,3,1,0,1,0.271,송지만,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
7, ,삼진, , ,3땅, , , , ,2,0,0,0,0.292,황재균,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
8, , , , , , ,중비, , ,1,0,0,0,0.375,전근표,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
9, , , , , , , , , ,0,0,0,0,0.286,유재신,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
10, , , , , , , , ,좌중안,1,1,1,0,0.385,강정호,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
11, , ,유땅, ,좌비, , ,좌비,좌비,4,0,0,0,0.270,강귀태,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
12, , ,우비, , ,중비, ,우안,32병,4,1,0,1,0.289,김일경,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,우리,한화,,,,
0,2비, ,1땅, ,3땅, ,우희비, , ,3,0,1,0,0.250,이영우,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
1,2땅, ,2땅, , ,1땅,삼진, , ,4,0,0,0,0.000,윤재국,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
2,좌비, ,우홈, , ,1파, ,중비, ,4,1,1,1,0.309,클락,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
3, ,중안,2땅, , ,투땅, , , ,3,1,0,1,0.250,김태균,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
4, , , , , , , ,삼진, ,1,0,0,0,0.222,이도형,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
5, , , , , , , , , ,0,0,0,0,1.000,오승택,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
6, ,좌2, ,중안, , ,중홈,4구, ,3,3,1,2,0.319,이범호,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
7, ,삼진, ,삼진, , ,중안, , ,3,1,0,0,0.273,김태완,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
8, , , , , , , ,좌안, ,1,1,0,1,0.191,추승우,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
9, ,3좌2, ,삼진, , ,4구, , ,2,1,2,0,0.300,이여상,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
10, , , , , , , ,투비, ,1,0,0,0,0.032,한상훈,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
11, ,삼진, , ,중비, ,투희번, , ,2,0,0,0,0.172,신경현,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
12, ,우비, , ,2땅, ,고4, , ,2,0,0,0,0.265,김민재,구장 : 청주,"관중 : 6,454",2008.04.15(화),개시 : 18:30,경기시간 : 3:06,한화,우리,,,,
0,좌안, ,2땅, ,좌중안, ,우안, ,4구,4,3,0,0,0.345,이용규,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
1,3희번, ,우비, ,3안, ,2직, ,2비,4,1,0,0,0.275,발데스,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
2,중비, , ,1안,유2병, , ,4구, ,3,1,0,1,0.308,장성호,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
3, , , , , , , , , ,0,0,0,0,0.125,이종범,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
4,1땅, , ,삼진, ,삼진, ,삼진, ,4,0,0,0,0.188,최희섭,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
5, ,3땅, ,중안, ,우비, ,4구, ,3,1,1,0,0.391,김주형,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
6, , , , , , , , , ,0,0,0,0,0.111,강동우,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
7, ,삼진, ,삼진, ,삼진, ,1땅, ,4,0,0,0,0.268,이현곤,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
8, ,좌안, ,4구, , ,삼진, ,좌안,3,2,0,0,0.267,김원섭,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
9, ,1직, ,삼진, , ,우안, ,1희번,3,1,0,0,0.286,차일목,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
10, , ,좌비, ,우비, ,우안, , ,3,1,0,0,0.292,김선빈,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
11, , , , , , , , ,삼진,1,0,0,0,0.056,김종국,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,KIA,LG,,,,
0,유땅, ,2땅, , ,투땅, , , ,3,0,0,0,0.261,이대형,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
1, , , , , , , ,투땅, ,1,0,0,0,0.333,김준호,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
2,삼진, , ,삼진, ,좌안, , ,삼진,4,1,0,0,0.171,이성열,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
3,우안, , ,우안, ,투땅, , ,좌비,4,2,0,0,0.302,박용택,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
4, ,중비, ,중비, , ,유땅, ,삼진,4,0,0,0,0.232,최동수,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
5, ,우비, , ,2땅, ,2땅, , ,3,0,0,0,0.368,이종열,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
6, ,유땅, , ,투땅, ,중비, , ,3,0,0,0,0.286,조인성,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
7, , ,삼진, ,좌2, , ,4구, ,2,1,0,0,0.189,박경수,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
8, , ,2땅, ,좌비, , ,삼진, ,3,0,0,0,0.167,박용근,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
9, , ,좌안, , ,삼진, , , ,2,1,0,0,0.224,권용관,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
10, , , , , , , , , ,0,0,0,0,0.091,김용우,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
11, , , , , , , ,삼진, ,1,0,0,0,0.196,김상현,구장 : 잠실,"관중 : 13,797",2008.04.16(수),개시 : 18:30,경기시간 : 3:29,LG,KIA,,,,
0,중안, ,2땅, ,유땅, , ,우안,2안,5,3,0,1,0.364,박한이,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
1,삼진, , ,1안, ,우비, ,4구,1비,4,1,0,1,0.279,박석민,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
2,유땅, , ,삼진, ,포파, ,우홈,사구,4,1,4,1,0.250,양준혁,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
3, ,삼진, ,3병, ,중안, ,좌안, ,4,2,0,0,0.295,심정수,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
4, , , , , , , , ,투땅,1,0,0,1,0.050,허승민,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
5, ,3땅, , ,우중안,삼진, , , ,3,1,0,1,0.245,크루즈,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
6, , , , , , , ,2비, ,1,0,0,0,0.000,손지환,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
7, ,중비, , ,3안, ,중비, , ,3,1,0,0,0.250,박진만,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
8, , , , , , , ,2비, ,1,0,0,0,0.000,김재걸,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
9, , ,2땅, ,우안, ,포파,4구, ,3,1,1,0,0.240,최형우,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
10, , ,중안, ,3땅, , , , ,2,1,0,0,0.220,진갑용,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
11, , , , , , ,삼진,3실, ,2,0,0,0,0.125,심광호,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
12, , ,중비, ,2비, , , , ,2,0,0,0,0.250,신명철,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
13, , , , , , , ,중안,3땅,2,1,0,1,0.400,김창희,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,삼성,SK,,,,
0,3땅/ 4구, , ,3땅, ,삼진, ,1안, ,4,1,0,0,0.293,정근우,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
1,좌2/ 유직, , ,중비, , ,우안,3희번, ,4,2,0,2,0.267,박재상,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
2,3안,중홈, ,투땅, , , , , ,3,2,1,2,0.438,정상호,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
3, , , , , , ,삼진,4구, ,1,0,0,0,0.310,김재현,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
4,좌안,3땅, , ,좌비, ,삼진,삼진, ,5,1,1,1,0.298,박경완,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
5,좌안,중비, , ,좌안, ,좌안,좌비, ,5,3,1,1,0.385,최정,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
6,우안,3직, , ,포비, ,좌안, , ,4,2,2,1,0.256,이진영,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
7, , , , , , , , , ,0,0,0,0,0.156,조동화,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
8,좌안, ,유땅, , , , , , ,2,1,2,0,0.179,모창민,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
9, , , , ,삼진, ,4구, , ,1,0,0,0,0.216,박정권,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
10,중안, ,우안, , ,삼진,유땅, , ,4,2,0,0,0.297,나주환,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
11,삼진, ,우비, , ,2땅, ,중안, ,4,1,0,0,0.107,김강민,구장 : 문학,"관중 : 6,115",2008.04.16(수),개시 : 18:32,경기시간 : 3:41,SK,삼성,,,,
0,삼진, ,우비, ,삼진, ,2땅, , ,4,0,0,0,0.268,이택근,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
1,삼진, ,4구, ,유비, , ,2실, ,3,0,0,0,0.313,조재호,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
2,우비, ,중땅, , ,4구, ,우안, ,3,1,0,0,0.277,정성훈,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
3, ,중안,3땅, , ,2비, ,3병, ,4,1,0,1,0.314,브룸바,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
4, ,우안, ,우비, ,좌비, ,유땅, ,4,1,0,0,0.320,이숭용,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
5, ,중안, ,4구, ,투땅, , ,유땅,3,1,0,0,0.275,송지만,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
6, ,우안, ,좌안, , ,우비, ,삼진,4,2,1,0,0.308,황재균,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
7, ,유비, , , , , , , ,1,0,0,0,0.263,강귀태,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
8, , , ,유땅, , ,3땅, , ,2,0,0,0,0.143,김동수,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
9, , , , , , , , ,3땅,1,0,0,0,0.357,강정호,구장 : 청주,"관중 : 5,261",2008.04.16(수),개시 : 18:31,경기시간 : 3:02,우리,한화,,,,
