,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,2땅, ,우안, , ,3안, ,1유병, ,4,2,0,1,0.377,박민우,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
1,좌안, ,2땅, , ,2땅, ,우안, ,4,2,0,0,0.304,김태진,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
2,1유병, , ,2안, ,좌파, , ,삼진,4,1,0,0,0.290,노진혁,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
3, ,유땅, ,삼진, ,중안, , ,3땅,4,1,1,0,0.376,양의지,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
4, ,좌안, ,3땅, ,중비, , ,유비,4,1,0,0,0.311,박석민,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
5, ,2땅, ,유땅, , ,2땅, , ,3,0,0,0,0.326,이원재,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
6, ,중비, , ,2안, ,투땅, , ,3,1,0,0,0.260,베탄코트,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
7, , , , , , , , , ,0,0,0,0,0.125,김형준,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
8, , ,우비, ,유땅, ,우파, , ,3,0,0,0,0.242,강진성,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
9, , ,2직, ,3땅, , , , ,2,0,0,0,0.188,김성욱,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
10, , , , , , , ,4구, ,0,0,0,0,0.287,이상호,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,NC,LG,,,
0,3파, ,3안,2땅, ,삼진, ,우안, ,5,2,1,1,0.297,이천웅,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
1,좌안, ,중희비, ,2안, ,2실, , ,3,2,1,0,0.450,신민재,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
2, , , , , , , , , ,0,0,0,0,0.056,윤진호,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
3,중비, ,우안, ,2땅, ,2땅, , ,4,1,0,1,0.298,김현수,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
4,유땅, ,우중안, ,삼진, ,우비, , ,4,1,1,0,0.262,조셉,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
5, ,좌안,3땅, ,4구, ,4구, , ,2,1,1,0,0.307,채은성,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
6, ,32병,중비, ,4구, ,삼진, , ,3,0,0,0,0.281,이형종,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
7, ,좌홈, ,4구,유비, , ,중비, ,3,1,1,1,0.261,김민성,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
8, ,3땅, ,포희번, ,유땅, ,1파, ,3,0,0,0,0.000,이성우,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
9, , ,중안,삼진, ,삼진, ,좌중안, ,4,2,0,2,0.223,오지환,구장 : 잠실,"관중 : 18,500",2019.06.01(토),개시 : 17:01,경기시간 : 2:44,LG,NC,,,
