,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,3비, ,3파, ,3안,유파, , ,2땅,5,1,0,1,0.319,이정후,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
1,4구, , ,중안,4구, ,삼진, , ,2,1,0,1,0.309,김하성,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
2,2병, , ,중비,삼진, ,우비, , ,4,0,0,0,0.320,샌즈,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
3, ,좌홈, ,중비,4구, ,삼진, , ,3,1,1,1,0.285,박병호,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
4, ,2땅, ,4구,4구, , ,삼진, ,2,0,1,1,0.236,송성문,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
5, ,유비, ,야선,삼진, , , , ,3,0,0,0,0.303,박동원,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
6, , , , , , , ,삼진, ,1,0,0,0,0.292,서건창,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
7, ,삼진, ,중안,삼진, , ,삼진, ,4,1,2,0,0.236,임병욱,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
8, , ,4구,투땅, ,3땅, , , ,2,0,0,0,0.303,이지영,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
9, , , , , , , , ,삼진,1,0,0,0,0.249,김규민,구장 : 잠실,"관중 : 10,007",2019.08.01(목),개시 : 18:31,경기시간 : 3:30,키움,LG,,,
