,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
0,우중안, ,3땅,좌중안, ,4구, ,좌파, ,4,2,0,0,0.263,이상호,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
1,좌안, ,삼진, ,중안,우비, , ,4구,4,2,0,0,0.278,김성욱,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
2,2병, ,유안, ,중비,삼진, , , ,4,1,0,1,0.336,나성범,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
3, , , , , , , , ,1땅,1,0,0,0,0.219,강진성,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
4,유비, ,4구, ,삼진, ,삼진, ,4구,3,0,0,0,0.222,스크럭스,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
5, ,3직,사구, ,투땅, ,4구, ,1파,3,0,0,0,0.242,모창민,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
6, ,포파,4구, , ,4구, , , ,1,0,1,0,0.256,박석민,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
7, , , , , , , , , ,0,0,0,1,0.077,이재율,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
8, , , , , , ,삼진, , ,1,0,0,0,0.241,지석훈,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
9, , , , , , , , ,4구,0,0,0,0,0.313,최준석,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
10, ,좌2,1땅, , ,우중안, ,3파, ,4,2,0,1,0.273,노진혁,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
11, , , , , , , , ,삼진,1,0,0,0,0.200,신진호,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
12, ,4구, ,투땅, ,우홈, ,우중안, ,3,2,2,1,0.235,이종욱,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
13, ,유땅, ,삼진, ,삼진, , , ,3,0,0,0,0.132,정범모,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
14, , , , , , , ,삼진, ,1,0,0,0,0.000,도태훈,구장 : 마산,"관중 : 6,524",2018.05.01(화),개시 : 18:31,경기시간 : 3:53,NC,넥센,,
0,삼진, ,유안, ,4구, ,3땅, , ,3,1,0,0,0.288,심우준,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
1,삼진, ,1파, ,삼진, , ,1파, ,4,0,0,0,0.288,박경수,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
2,유실, ,2땅, ,1파, , ,3직, ,4,0,0,0,0.430,유한준,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
3,삼진, , ,좌홈, ,3비, ,중안, ,4,2,1,1,0.325,황재균,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
4, ,우비, ,삼진, ,좌2, , ,우중2,4,2,0,1,0.258,로하스,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
5, ,중비, ,중안, ,2땅, , ,중비,4,1,0,0,0.288,오태곤,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
6, ,중비, ,우비, ,2땅, , , ,3,0,0,0,0.257,강백호,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
7, , , , , , , , ,3땅,1,0,0,0,0.271,윤석민,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
8, , ,3땅,우비, , , , , ,2,0,0,0,0.159,장성우,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
9, , , , , , ,삼진, , ,1,0,0,0,0.256,이진영,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
10, , , , , , , , , ,0,0,0,0,0.250,이준수,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
11, , , , , , , , ,우비,1,0,0,0,0.317,이해창,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
12, , ,우안, ,우비, ,우비, , ,3,1,0,0,0.327,박기혁,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,KT,두산,,
0,사구,우비, ,우2, ,좌비, , , ,3,1,0,2,0.292,최주환,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
1,좌안, ,우중2,우안, ,유땅, , , ,4,3,1,0,0.284,허경민,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
2,우비, ,좌안,유땅, , ,3땅, , ,4,1,0,0,0.313,박건우,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
3,삼진, ,삼진,4구, , ,유땅, , ,3,0,0,0,0.257,김재환,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
4, , , , , , , , , ,0,0,0,0,0.320,조수행,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
5,좌안, ,포파,삼진, , ,중비, , ,4,1,1,0,0.398,양의지,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
6,중비, ,삼진, ,삼진, , ,삼진, ,4,0,0,0,0.303,김재호,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
7, ,유땅, ,삼진, , , , , ,2,0,0,0,0.263,김민혁,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
8, , , , ,유땅, , ,삼진, ,2,0,0,0,0.230,오재일,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
9, ,중비, ,좌홈,1땅, , ,1땅, ,4,1,1,1,0.267,오재원,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
10, ,우안, ,중홈, ,중비, , , ,3,2,1,1,0.264,정진호,구장 : 잠실,"관중 : 13,421",2018.05.01(화),개시 : 18:30,경기시간 : 2:49,두산,KT,,
0,2땅, ,투안, , ,중안, ,4구, ,3,2,0,0,0.302,버나디나,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
1,우2, ,사구, , ,삼진, ,우비, ,3,1,0,0,0.289,나지완,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
2,삼진, ,유땅, , ,유실, , ,좌안,4,1,0,0,0.320,김주찬,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
3,삼진, , ,좌안, ,우직, , ,유병,4,1,0,0,0.365,최형우,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
4, ,우비, ,삼진, , ,중안, ,투비,4,1,0,0,0.366,안치홍,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
5, ,좌2, ,2비, , ,삼진, , ,3,1,0,0,0.314,정성훈,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
6, ,우비, , ,4구, ,2유병, , ,2,0,0,0,0.171,이범호,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
7, ,2땅, , ,투희번, , ,우비, ,2,0,0,0,0.292,김민식,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
8, , ,2땅, ,1직, , ,우비, ,3,0,0,0,0.286,김선빈,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,KIA,롯데,,
0,2땅, ,삼진, ,중안, ,유땅,사구, ,4,1,0,0,0.265,전준우,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
1,1땅, ,삼진, ,중안, ,우안,좌비, ,5,2,1,0,0.315,손아섭,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
2,좌중2, , ,우안,4구, ,삼진,2땅, ,4,2,0,0,0.357,이병규,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
3,투땅, , ,중비,3병, ,4구, , ,3,0,0,0,0.367,이대호,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
4, , , , , , , , , ,0,0,0,0,0.293,채태인,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
5, ,좌2, ,중안, ,우중안,우직, , ,4,3,0,1,0.337,민병헌,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
6, ,3땅, ,1비, , , , , ,2,0,0,0,0.000,정훈,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
7, , , , , ,투희번, ,중안, ,1,1,0,1,0.236,문규현,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
8, ,좌비, ,삼진, ,우중2, ,좌중3, ,4,2,2,1,0.247,번즈,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
9, ,우비, , ,좌비,2땅, ,중안, ,4,1,1,0,0.330,신본기,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
10, , ,삼진, ,우안,우파, ,포파, ,4,1,0,1,0.075,나종덕,구장 : 사직,"관중 : 12,758",2018.05.01(화),개시 : 18:32,경기시간 : 2:59,롯데,KIA,,
0,유땅,좌비, ,우안,삼진, , , , ,4,1,0,0,0.320,노수광,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
1, , , , , , ,우중2, ,삼진,2,1,0,0,0.219,정의윤,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
2,중비,우홈, ,4구,중안, ,유땅, ,우비,5,2,3,2,0.277,한동민,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
3,좌홈,좌비, ,중안,좌비, ,사구, ,삼진,5,2,1,2,0.271,최정,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
4,삼진, ,중비,4구,3땅, , , , ,3,0,0,1,0.369,로맥,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
5, , , , , , ,2땅, , ,1,0,0,0,0.136,박성한,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
6, ,좌2,2땅,우3, ,2땅, ,1땅, ,5,2,3,2,0.282,정진기,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
7, ,중안,우안,우중2, ,3땅, ,좌2, ,5,4,2,3,0.283,김동엽,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
8, ,우안,중2,4구, ,4구, , , ,2,2,1,1,0.341,이재원,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
9, , , , , , , ,3땅, ,1,0,0,0,0.250,이성우,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
10, ,우안,유땅,3직, ,2땅, ,중안, ,5,2,2,1,0.266,나주환,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
11, ,유직, ,3비,중안, ,투땅, , ,4,1,0,0,0.284,최항,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
12, , , , , , , ,중비, ,1,0,0,0,0.316,김성현,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,SK,삼성,,
0,2땅, , ,좌비, ,우2, ,우안, ,4,2,1,1,0.283,박해민,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
1,2땅, , ,중비, ,3비, , , ,3,0,0,0,0.263,김상수,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
2, , , , , , , ,좌비, ,1,0,0,0,0.264,강한울,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
3,삼진, , ,중안, , , , , ,2,1,0,0,0.298,이원석,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
4, , , , , ,중안, ,좌비, ,2,1,1,0,0.233,김성훈,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
5, ,삼진, ,삼진, ,1파, ,삼진, ,4,0,0,0,0.317,러프,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
6, , , , , , , , , ,0,0,0,0,0.077,최영진,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
7, ,삼진, , ,삼진, , , , ,2,0,0,0,0.242,강민호,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
8, , , , , , ,1파, ,2비,2,0,0,0,0.000,권정웅,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
9, ,우직, , ,중안, ,좌홈, ,3땅,4,2,1,1,0.350,김헌곤,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
10, , ,2비, ,유2병, ,삼진, , ,3,0,0,0,0.375,손주인,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
11, , , , , , , , ,삼진,1,0,0,0,0.261,배영섭,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
12, , ,삼진, , ,유파,중안, , ,3,1,0,0,0.231,이성곤,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
13, , ,투땅, , ,좌안,삼진, , ,3,1,0,1,0.239,박찬도,구장 : 대구,"관중 : 6,764",2018.05.01(화),개시 : 18:30,경기시간 : 2:57,삼성,SK,,
0,유땅, ,삼진, , ,중비,2유병, ,우중안,5,1,0,0,0.350,이형종,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
1,삼진, ,좌비, , ,2안, ,2땅,2실,5,1,0,1,0.273,오지환,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
2,삼진, ,삼진, , ,우비, ,4구,2땅,4,0,0,1,0.319,박용택,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
3, ,2우안, ,좌비, ,우중2, ,우안, ,4,3,0,1,0.365,김현수,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
4, ,32병, ,2땅, ,중안, ,중희비, ,3,1,3,0,0.321,채은성,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
5, ,좌중안, ,투땅, ,삼진, ,삼진, ,4,1,0,0,0.337,유강남,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
6, ,2땅, , ,유땅, ,4구, , ,2,0,0,0,0.298,김용의,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
7, , , , , , , , ,중비,1,0,0,0,0.278,윤대영,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
8, , ,좌홈, ,투땅, ,우비, ,2비,4,1,1,1,0.282,양석환,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
9, , ,2실, ,삼진, , , , ,2,0,0,0,0.191,강승호,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
10, , , , , , ,좌안, , ,1,1,0,0,0.304,임훈,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
11, , , , , , , , ,4구,0,0,0,1,0.400,정주현,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,LG,한화,,
0,4구, ,좌3,삼진, ,삼진, ,포희번, ,3,1,0,1,0.315,이용규,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
1,2안, ,2실,삼진, ,사구, ,유비, ,4,1,1,1,0.320,양성우,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
2,투땅, ,4구, ,중비,4구, ,3땅, ,3,0,0,1,0.339,송광민,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
3,삼진, ,우홈, ,우홈,유비, , , ,4,2,4,2,0.358,호잉,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
4,유땅, ,좌안, ,좌홈, ,3비, , ,4,2,1,1,0.299,김태균,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
5, ,투안, , , , , , , ,1,1,0,0,0.284,정근우,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
6, , ,좌직, ,1땅, ,투2안, , ,3,1,0,0,0.218,하주석,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
7, ,삼진,1유병, ,스낫, , , , ,3,0,0,0,0.271,이성열,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
8, , , , , , ,투땅, , ,1,0,0,0,0.250,김회성,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
9, ,유땅, ,중안, ,우안,좌비, , ,4,2,0,0,0.274,오선진,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
10, ,2비, ,중직, ,3땅, , , ,3,0,0,0,0.283,지성준,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
11, , , , , , , ,좌안, ,1,1,0,0,0.220,최재훈,구장 : 대전,"관중 : 12,449",2018.05.01(화),개시 : 18:29,경기시간 : 3:26,한화,LG,,
0,4구,좌안, ,2땅,2땅, ,유땅, , ,4,1,0,1,0.321,이정후,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
1,좌비,좌파, ,중안, ,투좌2, ,3땅, ,5,2,1,2,0.323,임병욱,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
2,4구,우비, ,4구, ,2땅, ,중안, ,3,1,0,1,0.362,이택근,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
3,우비,우안, ,중안, ,중희비, ,중비, ,4,2,2,0,0.307,김하성,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
4,우안,삼진, ,삼진, ,삼진, ,유땅, ,5,1,1,1,0.218,고종욱,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
5,4구, ,1비,삼진, , ,중2, ,유땅,4,1,0,1,0.178,장영석,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
6,우안, ,삼진, ,투땅, ,2땅, ,우비,5,1,2,0,0.438,김규민,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
7,삼진, ,투땅, ,2땅, , , , ,3,0,0,0,0.258,김혜성,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
8, , , , , , ,좌안, , ,1,1,1,0,0.269,김민성,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
9, , , , , , , , , ,0,0,0,0,0.227,김지수,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
10, , , , , , , , ,우안,1,1,0,0,0.226,김태완,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
11, ,좌홈, ,좌중2,3안, ,우비, ,유비,5,3,1,2,0.222,박동원,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,넥센,NC,,
0,2땅,3땅, ,유안, ,투희번,투땅, , ,4,1,0,1,0.262,이상호,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
1,중비, ,좌홈,좌안, ,우비,좌중2, , ,5,3,1,3,0.295,김성욱,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
2,삼진, ,좌안,중홈, ,4구,좌안, , ,4,3,4,3,0.348,나성범,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
3, ,우비,투실,중비, ,좌홈,삼진, , ,5,1,3,1,0.221,스크럭스,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
4, ,유비, , , , , , , ,1,0,0,0,0.000,이원재,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
5, , ,3병,우비, ,좌안, ,투땅, ,4,1,0,0,0.211,신진호,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
6, ,좌홈,좌홈, ,3땅,중안, ,우비, ,5,3,2,2,0.260,모창민,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
7, ,우2,중안, ,좌비,4구, ,중홈, ,4,3,1,2,0.293,노진혁,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
8, ,우2,3땅, ,2땅, , , , ,3,1,1,0,0.239,이종욱,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
9, , , , , ,투땅, , , ,1,0,0,0,0.306,최준석,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
10, , , , , , , ,삼진, ,1,0,0,0,0.233,지석훈,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
11, , , , , , , , , ,0,0,0,0,0.132,정범모,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
12, ,사구, ,좌비, ,좌안, , , ,2,1,0,0,0.262,박석민,구장 : 마산,"관중 : 3,098",2018.05.02(수),개시 : 18:29,경기시간 : 4:01,NC,넥센,,
