,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,우안, ,삼진, ,좌비, , ,3땅,고4,4,1,0,1,0.283,아두치,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
1,우비, ,우2, ,2유병, , ,중안, ,4,2,1,0,0.293,김문호,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
2, , , , , , , , ,사구,0,0,0,0,0.241,김민하,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
3, , , , , , , , , ,0,0,0,0,0.000,이성민,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
4,중희비, ,삼진, , ,중안, ,삼진,1파,4,1,1,0,0.309,황재균,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
5,4구, ,포파, , ,삼진, ,좌안, ,3,1,0,0,0.282,최준석,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
6,삼진, , ,2땅, ,유땅, ,2비, ,4,0,0,0,0.271,박종윤,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
7, ,3땅, ,우안, , ,삼진, , ,3,1,0,0,0.279,오승택,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
8, , , , , , , , ,좌안,1,1,0,1,0.300,오윤석,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
9, ,사구, ,2땅, , ,1비, ,투희번,2,0,0,0,0.188,이우민,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
10, ,중비, ,3비, , ,중비, , ,3,0,0,0,0.286,김준태,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
11, , , , , , , , ,중안,1,1,1,1,0.234,안중열,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
12, ,2비, , ,4구, , ,우안, ,2,1,0,0,0.391,손용석,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
13, , , , , , , , ,유실,1,0,0,1,0.167,김대륙,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,롯데,NC,,,
0,2땅, ,1땅, ,2땅, , ,삼진, ,4,0,0,0,0.302,박민우,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
1,2땅, ,1땅, ,삼진, , , , ,3,0,0,0,0.319,김종호,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
2, , , , , , , ,유실, ,1,0,0,1,0.311,김성욱,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
3,삼진, ,중안, , ,유땅, ,우비, ,4,1,0,0,0.302,나성범,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
4, ,우홈,삼진, , ,유비, ,우안, ,4,2,1,2,0.343,테임즈,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
5, ,우비, ,중안, ,좌중안, ,우안, ,4,3,2,0,0.319,이호준,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
6, , , , , , , , , ,0,0,0,0,0.258,최재원,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
7, ,2땅, ,포파, , ,좌비,2비, ,4,0,0,0,0.264,이종욱,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
8, ,우안, ,중안, , ,우중2, ,3땅,4,3,0,0,0.286,지석훈,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
9, ,좌안, ,유2병, , ,3땅, , ,3,1,0,0,0.181,손시헌,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
10, , , , , , , , ,삼진,1,0,0,0,0.255,조영훈,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
11, ,우비, , ,2땅, ,삼진, , ,3,0,0,0,0.276,김태군,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
12, , , , , , , , ,삼진,1,0,0,0,0.206,모창민,구장 : 마산,"관중 : 7,849",2015.07.01(수),개시 : 18:30,경기시간 : 3:13,NC,롯데,,,
0,2땅,우비, , ,1땅,좌안,좌안, ,중안,7,3,1,2,0.313,박한이,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센,3땅,,
1,삼진, ,우비, ,4구,좌안,좌실, ,4구,4,1,2,1,0.266,박석민,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센, ,,
2,4구, ,2땅, ,중비,4구,중비, ,유땅,4,0,0,0,0.365,채태인,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센, ,,
3,4구, ,3안, ,우홈,삼진, ,중안, ,4,3,2,1,0.322,최형우,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센, ,,
4, , , , , , , , , ,1,0,0,1,0.160,박찬도,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센,3실,,
5,유안, ,우비, ,삼진,4구, ,우비, ,5,1,1,1,0.254,나바로,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센,유땅,,
6,1땅, , ,우중홈, ,좌중안/ 좌비, ,좌희비, ,5,3,2,2,0.314,이승엽,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센,좌안,,
7, ,1땅, ,2땅, ,4구,4구, , ,2,0,0,1,0.323,구자욱,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센, ,,
8, , , , , , , ,1땅, ,2,1,1,2,0.292,박해민,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센,좌2,,
9, ,유땅, ,1땅, ,포땅,투희번, ,3땅,5,1,1,1,0.325,이지영,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센,우안,,
10, ,2실, ,2땅, ,좌안,1비, ,우비,6,1,2,1,0.281,김상수,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,삼성,넥센,3땅,,
0,중비, ,중안, ,우안,4구, ,2땅, ,5,2,0,2,0.263,서건창,구장 : 목동,"관중 : 7,027",2015.07.01(수),개시 : 18:30,경기시간 : 4:38,넥센,삼성,중비,,
