,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2015년 04월 07일,35,34,10,7,3,0,0,4,3,1,0,9,1,1,0,2,2,35,잠실
2015년 04월 07일,38,29,9,8,1,0,0,3,3,7,0,5,0,2,2,0,0,114,인천
2015년 04월 07일,51,39,14,13,1,0,0,4,4,8,1,6,1,1,3,1,0,184,대전
2015년 04월 07일,37,31,8,6,1,0,1,3,3,5,0,9,2,0,1,0,0,122,시민
2015년 04월 07일,35,31,6,4,1,0,1,3,3,1,1,9,0,1,2,0,0,29,광주
2015년 04월 08일,38,33,11,7,3,0,1,9,9,4,0,7,2,0,1,0,0,286,잠실
2015년 04월 08일,34,28,8,6,1,0,1,2,2,5,0,3,0,1,1,3,0,107,인천
2015년 04월 08일,36,29,7,5,1,1,0,2,2,4,0,7,1,1,3,1,1,49,대전
2015년 04월 08일,31,28,5,4,0,0,1,4,4,2,0,8,1,0,1,0,0,57,시민
2015년 04월 08일,41,32,5,4,0,0,1,5,4,6,3,7,1,0,0,0,0,71,광주
2015년 04월 09일,31,28,5,5,0,0,0,1,1,3,0,6,3,0,0,1,0,11,잠실
2015년 04월 09일,47,39,16,10,3,0,3,13,13,8,0,10,0,0,0,1,0,442,인천
2015년 04월 09일,37,32,7,3,3,0,1,5,4,3,1,9,0,0,1,0,1,85,대전
2015년 04월 09일,42,33,11,8,0,0,3,5,5,6,1,5,2,0,2,0,0,295,시민
2015년 04월 09일,36,34,7,5,0,0,2,2,2,2,0,5,1,0,0,1,0,63,광주
2015년 04월 10일,37,30,9,6,2,0,1,5,5,6,0,9,0,1,1,0,0,153,잠실
2015년 04월 10일,34,27,6,4,1,0,1,6,6,5,0,8,0,1,2,0,0,134,목동
2015년 04월 10일,52,42,12,6,2,1,3,4,4,8,1,10,1,2,1,0,0,272,시민
2015년 04월 10일,50,42,10,5,3,0,2,10,10,6,2,20,2,0,0,0,3,205,사직
2015년 04월 10일,31,28,2,1,1,0,0,2,2,2,1,9,0,0,0,1,1,-74,마산
2015년 04월 11일,38,33,10,7,1,0,2,6,6,2,2,5,1,0,1,2,3,154,잠실
2015년 04월 11일,38,35,9,9,0,0,0,4,4,3,0,12,0,0,0,0,3,-24,목동
2015년 04월 11일,37,32,10,6,2,0,2,5,5,5,0,7,2,0,0,1,1,207,시민
2015년 04월 11일,35,29,3,2,1,0,0,1,0,6,0,8,1,1,0,1,4,-104,사직
2015년 04월 11일,36,27,5,5,0,0,0,4,2,6,1,3,1,0,2,0,0,61,마산
2015년 04월 12일,32,27,6,4,1,0,1,3,3,4,0,5,0,0,1,2,0,107,잠실
2015년 04월 12일,37,30,7,6,0,0,1,3,3,6,1,5,0,0,0,4,0,65,목동
2015년 04월 12일,38,36,9,4,2,1,2,7,7,2,0,8,0,0,0,0,1,171,시민
2015년 04월 12일,51,38,14,10,2,0,2,15,15,9,4,5,2,0,0,1,0,471,사직
2015년 04월 12일,39,36,9,5,2,0,2,8,7,3,0,10,0,0,0,0,3,139,마산
2015년 04월 14일,,,,,,,,,,,,,,,,,,,잠실
2015년 04월 14일,,,,,,,,,,,,,,,,,,,인천
2015년 04월 14일,36,33,12,6,2,2,2,5,5,1,1,7,0,2,1,0,1,246,대전
2015년 04월 14일,35,28,7,5,0,0,2,5,5,6,1,8,2,1,0,1,0,166,사직
2015년 04월 14일,38,28,4,3,1,0,0,2,0,8,1,4,2,0,1,2,0,33,수원
2015년 04월 15일,37,32,8,5,2,1,0,4,4,5,0,5,0,1,0,3,0,82,잠실
2015년 04월 15일,37,35,9,6,1,0,2,4,4,2,0,11,1,0,0,1,1,90,인천
2015년 04월 15일,38,36,9,7,2,0,0,3,3,1,1,7,0,0,0,1,0,22,대전
2015년 04월 15일,37,29,8,5,2,0,1,6,6,6,0,9,0,0,2,1,0,161,사직
2015년 04월 15일,57,43,9,4,3,0,2,6,6,11,1,13,2,0,2,0,0,207,수원
2015년 04월 16일,45,29,6,4,0,0,2,10,9,13,1,10,3,0,2,0,1,275,잠실
2015년 04월 16일,43,32,10,8,1,0,1,10,9,8,2,8,1,0,1,1,0,263,인천
2015년 04월 16일,,,,,,,,,,,,,,,,,,,대전
2015년 04월 16일,36,31,6,4,0,0,2,3,3,5,0,7,3,0,0,2,1,106,사직
2015년 04월 16일,,,,,,,,,,,,,,,,,,,수원
2015년 04월 17일,44,39,15,11,3,0,1,12,12,4,1,6,0,0,0,0,0,339,잠실
2015년 04월 17일,35,31,8,8,0,0,0,1,1,2,2,8,0,1,0,2,2,-45,인천
2015년 04월 17일,41,35,14,9,3,1,1,10,10,3,0,5,0,0,3,0,1,331,대전
2015년 04월 17일,38,31,8,6,1,0,1,6,6,6,1,6,4,2,0,0,0,194,시민
2015년 04월 17일,39,32,6,6,0,0,0,3,3,6,0,8,0,0,1,0,0,22,광주
2015년 04월 18일,34,31,8,5,2,0,1,7,7,1,1,6,0,2,1,0,1,152,잠실
2015년 04월 18일,38,36,14,8,4,0,2,8,8,1,1,6,1,0,0,1,0,308,인천
2015년 04월 18일,42,26,8,4,3,0,1,8,8,5,4,3,1,0,7,0,0,330,대전
2015년 04월 18일,38,30,8,4,3,0,1,3,3,6,1,3,1,0,1,0,0,174,시민
2015년 04월 18일,35,33,7,5,1,1,0,1,0,2,0,10,0,0,0,2,0,-30,광주
2015년 04월 19일,,,,,,,,,,,,,,,,,,,잠실
2015년 04월 19일,,,,,,,,,,,,,,,,,,,인천
2015년 04월 19일,,,,,,,,,,,,,,,,,,,대전
2015년 04월 19일,,,,,,,,,,,,,,,,,,,시민
2015년 04월 19일,37,35,8,6,1,0,1,4,3,2,0,10,1,0,0,1,0,47,광주
2015년 04월 21일,42,33,11,10,1,0,0,10,9,7,0,3,3,0,2,0,1,255,잠실
2015년 04월 21일,46,39,14,11,0,0,3,12,12,3,1,15,0,0,3,0,0,351,목동
2015년 04월 21일,31,29,7,5,2,0,0,3,3,1,0,7,0,1,1,0,0,44,광주
2015년 04월 21일,30,30,2,1,0,1,0,0,0,0,0,9,0,0,0,0,0,-115,마산
2015년 04월 21일,40,35,9,7,2,0,0,3,3,5,0,10,1,1,0,1,1,23,수원
2015년 04월 22일,38,34,9,6,2,0,1,2,2,4,0,8,1,0,0,2,0,67,잠실
2015년 04월 22일,43,39,13,8,2,0,3,9,9,2,1,9,0,0,1,1,1,286,목동
2015년 04월 22일,44,38,13,10,3,0,0,6,5,4,1,6,0,0,1,1,0,152,광주
2015년 04월 22일,35,32,6,5,0,0,1,2,2,3,0,11,4,0,0,1,0,30,마산
2015년 04월 22일,34,28,7,3,3,0,1,2,1,5,1,11,1,1,0,0,0,52,수원
2015년 04월 23일,41,34,12,10,2,0,0,5,3,5,0,4,2,1,2,0,1,144,잠실
2015년 04월 23일,40,31,9,6,3,0,0,5,5,6,0,10,0,1,3,0,1,93,목동
2015년 04월 23일,45,38,14,11,2,0,1,7,7,6,1,11,0,0,0,2,0,221,광주
2015년 04월 23일,39,34,9,6,3,0,0,4,4,4,0,5,0,1,1,1,0,85,마산
2015년 04월 23일,34,33,7,5,1,0,1,2,2,1,0,8,1,1,0,1,2,2,수원
2015년 04월 24일,40,35,12,9,2,1,0,7,7,2,2,7,0,1,1,0,2,175,잠실
2015년 04월 24일,29,26,7,4,2,0,1,2,2,2,0,4,0,2,1,1,0,89,대전
2015년 04월 24일,33,29,8,4,2,0,2,5,5,2,0,10,0,1,2,0,1,171,사직
2015년 04월 24일,41,37,13,6,3,1,3,11,10,0,2,5,1,0,2,1,1,386,마산
2015년 04월 24일,36,34,7,4,2,1,0,2,1,1,1,11,1,0,0,0,2,-31,수원
2015년 04월 25일,44,36,11,6,4,0,1,4,4,5,0,6,1,0,3,2,0,187,잠실
2015년 04월 25일,41,37,11,11,0,0,0,7,6,2,1,7,1,0,1,0,2,114,대전
2015년 04월 25일,42,34,13,4,3,1,5,12,12,7,0,6,0,0,1,2,5,467,사직
2015년 04월 25일,35,33,8,4,3,0,1,2,2,1,1,6,0,0,0,1,0,64,마산
2015년 04월 25일,32,29,4,3,1,0,0,0,0,3,0,7,0,2,0,1,1,-73,수원
2015년 04월 26일,51,43,11,9,1,1,0,4,4,6,0,3,1,0,2,1,0,157,잠실
2015년 04월 26일,37,29,8,7,1,0,0,5,4,4,0,2,0,0,4,0,1,107,대전
2015년 04월 26일,35,34,11,8,2,0,1,7,7,1,0,9,0,0,0,0,0,185,사직
2015년 04월 26일,39,37,11,6,4,0,1,6,6,1,1,13,2,0,0,0,1,135,마산
2015년 04월 26일,39,35,7,5,1,1,0,4,4,4,0,10,0,0,0,1,0,24,수원
2015년 04월 28일,37,30,8,1,3,2,2,6,5,6,0,2,1,2,1,1,0,277,잠실
2015년 04월 28일,37,33,11,5,4,0,2,8,8,2,1,4,0,1,1,0,0,297,목동
2015년 04월 28일,41,35,12,8,3,0,1,6,6,4,0,11,1,1,2,0,3,169,인천
2015년 04월 28일,37,32,7,5,0,0,2,4,4,5,0,6,1,1,0,1,0,117,시민
2015년 04월 28일,,,,,,,,,,,,,,,,,,,광주
2015년 04월 29일,,,,,,,,,,,,,,,,,,,잠실
2015년 04월 29일,,,,,,,,,,,,,,,,,,,목동
2015년 04월 29일,,,,,,,,,,,,,,,,,,,인천
2015년 04월 29일,37,31,10,7,1,0,2,6,6,3,1,3,0,1,2,0,0,242,시민
2015년 04월 29일,36,34,10,7,2,0,1,9,9,1,1,4,0,0,0,0,0,216,광주
2015년 04월 30일,43,38,9,7,1,0,1,4,4,5,0,8,0,3,0,1,2,61,잠실
2015년 04월 30일,38,36,13,11,2,0,0,2,1,1,1,7,0,1,0,1,1,23,목동
2015년 04월 30일,39,33,11,8,2,1,0,9,9,4,0,4,1,0,2,0,2,225,인천
2015년 04월 30일,39,35,14,8,3,0,3,8,7,1,2,6,5,0,1,2,1,372,시민
2015년 04월 30일,31,28,3,3,0,0,0,0,0,3,0,7,0,0,0,2,1,-108,광주
2015년 05월 01일,29,28,2,1,0,0,1,1,1,1,0,5,0,0,0,1,0,-45,잠실
2015년 05월 01일,39,30,9,5,2,0,2,7,7,8,0,8,0,1,1,0,2,229,대전
2015년 05월 01일,43,36,14,9,3,0,2,12,11,7,0,4,1,0,0,2,0,383,시민
2015년 05월 01일,33,31,4,3,1,0,0,1,1,2,0,5,3,1,0,0,2,-47,광주
2015년 05월 01일,39,34,8,7,0,0,1,2,2,1,0,10,0,0,4,0,1,23,수원
2015년 05월 02일,35,33,6,6,0,0,0,3,3,1,0,9,0,0,1,0,2,-50,잠실
2015년 05월 02일,34,27,6,2,2,0,2,5,5,4,0,4,0,1,3,0,0,194,대전
2015년 05월 02일,35,32,8,7,1,0,0,5,5,2,1,7,1,0,0,0,0,88,시민
2015년 05월 02일,36,28,8,5,1,0,2,5,5,6,1,4,0,0,1,1,1,209,광주
2015년 05월 02일,35,31,6,4,1,0,1,2,2,1,2,5,0,0,1,0,2,21,수원
2015년 05월 03일,34,30,3,2,0,1,0,2,1,1,2,9,0,0,1,0,0,-58,잠실
2015년 05월 03일,43,36,10,4,6,0,0,3,3,6,1,6,0,0,0,1,2,102,대전
2015년 05월 03일,,,,,,,,,,,,,,,,,,,시민
2015년 05월 03일,,,,,,,,,,,,,,,,,,,광주
2015년 05월 03일,35,33,6,3,2,0,1,2,2,1,1,6,0,0,0,0,0,26,수원
2015년 05월 05일,44,34,13,10,2,0,1,10,10,7,1,4,0,0,2,2,2,300,잠실
2015년 05월 05일,37,31,11,3,5,0,3,9,9,6,0,7,0,0,0,3,2,323,목동
2015년 05월 05일,47,39,13,9,1,0,3,15,14,5,3,7,0,0,0,1,1,405,대전
2015년 05월 05일,35,33,8,4,0,0,4,4,4,2,0,12,0,2,0,0,1,125,사직
2015년 05월 05일,37,32,11,5,6,0,0,7,6,3,0,3,2,1,2,0,1,232,마산
2015년 05월 06일,36,29,7,6,1,0,0,5,5,6,1,3,1,0,0,2,1,107,잠실
2015년 05월 06일,33,32,8,7,1,0,0,3,3,1,0,9,0,1,0,1,0,-9,목동
2015년 05월 06일,37,31,6,4,0,0,2,5,3,3,1,12,0,0,2,0,1,58,대전
2015년 05월 06일,35,33,7,4,3,0,0,3,3,2,0,9,1,1,0,1,0,33,사직
2015년 05월 06일,43,35,11,9,0,1,1,5,5,7,1,8,3,1,0,0,0,218,마산
2015년 05월 07일,46,41,9,6,2,1,0,4,4,4,1,9,1,0,0,1,0,57,잠실
2015년 05월 07일,37,33,6,4,0,0,2,4,4,3,1,14,0,0,0,0,1,52,목동
2015년 05월 07일,39,31,8,5,2,0,1,6,5,7,0,5,0,1,1,1,1,133,대전
2015년 05월 07일,36,31,7,6,0,0,1,2,2,4,0,10,1,1,1,2,0,36,사직
2015년 05월 07일,37,31,6,5,1,0,0,2,2,6,0,10,2,0,0,2,2,-25,마산
2015년 05월 08일,43,38,12,6,4,0,2,6,6,3,2,3,0,0,0,1,0,251,잠실
2015년 05월 08일,31,27,4,0,0,0,4,5,5,1,1,10,0,0,2,0,0,177,목동
2015년 05월 08일,32,28,5,4,0,0,1,3,3,4,0,6,2,0,0,1,0,75,인천
2015년 05월 08일,36,30,8,5,1,0,2,4,4,5,1,8,1,2,0,1,0,161,마산
2015년 05월 08일,34,30,12,9,3,0,0,7,7,2,1,5,2,2,1,2,0,209,수원
2015년 05월 09일,34,31,6,4,1,0,1,4,3,1,0,8,0,0,2,0,1,34,잠실
2015년 05월 09일,37,32,14,12,1,0,1,7,7,1,3,3,2,2,1,3,1,255,목동
2015년 05월 09일,29,29,3,1,1,0,1,1,1,0,0,7,0,0,0,1,1,-58,인천
2015년 05월 09일,38,31,11,7,4,0,0,6,6,2,2,7,1,0,3,0,1,198,마산
2015년 05월 09일,32,27,6,4,0,1,1,3,2,2,1,5,1,1,2,0,1,102,수원
2015년 05월 10일,40,31,11,8,2,0,1,6,5,6,0,6,1,1,3,0,0,210,잠실
2015년 05월 10일,37,35,9,5,1,0,3,6,6,0,2,10,1,0,0,0,3,146,목동
2015년 05월 10일,39,34,11,8,2,0,1,7,7,4,0,11,0,1,1,0,0,175,인천
2015년 05월 10일,37,33,11,10,1,0,0,6,6,4,0,7,5,1,0,1,0,187,마산
2015년 05월 10일,36,31,7,7,0,0,0,2,2,3,1,12,1,0,1,0,1,-31,수원
2015년 05월 12일,,,,,,,,,,,,,,,,,,,잠실
2015년 05월 12일,,,,,,,,,,,,,,,,,,,인천
2015년 05월 12일,43,36,12,10,1,0,1,4,4,7,0,7,0,1,0,2,1,124,시민
2015년 05월 12일,32,29,5,4,1,0,0,3,3,3,0,7,1,0,0,0,0,27,광주
2015년 05월 12일,37,32,11,7,4,0,0,5,5,3,0,6,0,0,2,1,0,172,사직
2015년 05월 13일,39,35,13,8,2,2,1,6,5,3,1,10,0,1,0,1,0,214,잠실
2015년 05월 13일,38,35,8,7,1,0,0,2,1,2,1,6,1,0,0,1,1,-9,인천
2015년 05월 13일,38,28,7,6,0,0,1,3,3,7,1,3,1,0,2,1,0,153,시민
2015년 05월 13일,42,38,12,9,1,1,1,9,9,3,1,7,2,1,0,2,0,234,광주
2015년 05월 13일,40,36,13,10,1,0,2,9,8,3,0,8,0,0,1,1,0,263,사직
2015년 05월 14일,47,40,4,4,0,0,0,0,0,5,0,11,3,0,2,0,0,-55,잠실
2015년 05월 14일,40,37,14,8,2,1,3,9,9,3,0,8,0,1,0,1,1,320,인천
2015년 05월 14일,45,37,10,6,1,0,3,7,5,8,0,11,3,0,0,0,1,224,시민
2015년 05월 14일,38,34,12,8,2,1,1,10,10,2,1,3,1,0,1,1,1,291,광주
2015년 05월 14일,37,35,10,5,3,0,2,5,5,2,0,11,2,0,0,2,2,142,사직
2015년 05월 15일,36,35,7,5,2,0,0,2,2,1,0,11,0,0,0,0,0,-34,잠실
2015년 05월 15일,33,30,5,3,1,0,1,3,3,1,1,5,0,0,1,0,1,15,대전
2015년 05월 15일,44,35,11,9,1,0,1,5,5,6,1,8,1,0,2,0,1,159,시민
2015년 05월 15일,,,,,,,,,,,,,,,,,,,광주
2015년 05월 15일,61,48,16,14,1,1,0,10,9,10,0,12,5,0,3,0,1,284,수원
2015년 05월 16일,46,36,11,8,3,0,0,6,6,8,1,12,0,1,1,0,0,134,잠실
2015년 05월 16일,42,34,10,9,1,0,0,5,4,4,2,2,0,0,2,2,2,90,대전
2015년 05월 16일,45,34,12,9,2,0,1,9,9,8,1,6,0,0,2,0,0,281,시민
2015년 05월 16일,39,35,12,7,3,1,1,5,5,2,0,8,1,1,2,1,0,200,광주
2015년 05월 16일,34,31,6,4,2,0,0,1,1,2,1,7,1,1,0,2,3,-55,수원
2015년 05월 17일,34,33,9,4,4,0,1,6,6,1,0,14,0,0,0,0,0,127,잠실
2015년 05월 17일,53,40,13,11,0,1,1,7,6,11,0,6,0,0,2,0,1,259,대전
2015년 05월 17일,30,30,3,3,0,0,0,0,0,0,0,8,0,0,0,1,2,-140,시민
2015년 05월 17일,40,33,10,8,2,0,0,4,4,3,1,6,0,2,3,0,1,115,광주
2015년 05월 17일,38,33,7,6,1,0,0,2,2,4,0,7,2,0,1,1,2,-20,수원
2015년 05월 19일,,,,,,,,,,,,,,,,,,,잠실
2015년 05월 19일,42,40,17,10,5,1,1,12,11,2,0,9,0,0,0,2,1,342,목동
2015년 05월 19일,41,35,10,6,4,0,0,7,5,3,1,3,5,0,2,1,0,224,인천
2015년 05월 19일,40,35,11,8,2,0,1,6,6,5,0,8,2,0,0,2,0,203,사직
2015년 05월 19일,34,32,6,4,2,0,0,2,2,2,0,9,1,0,0,1,0,12,마산
2015년 05월 20일,41,37,11,8,1,0,2,6,6,3,0,5,0,0,1,0,1,184,잠실
2015년 05월 20일,49,37,14,9,3,0,2,9,9,11,0,10,0,0,1,0,1,344,목동
2015년 05월 20일,39,33,8,5,1,0,2,7,6,6,0,4,1,1,0,0,2,192,인천
2015년 05월 20일,41,34,11,10,1,0,0,5,5,6,0,11,2,1,1,1,2,86,사직
2015년 05월 20일,33,30,10,8,1,0,1,4,4,1,1,7,3,1,1,0,2,128,마산
2015년 05월 21일,32,30,5,4,1,0,0,1,1,2,0,7,0,2,0,1,1,-62,잠실
2015년 05월 21일,34,34,8,5,2,0,1,3,3,0,0,10,0,0,0,1,1,35,목동
2015년 05월 21일,37,30,4,4,0,0,0,1,1,7,0,9,1,0,0,1,1,-63,인천
2015년 05월 21일,33,30,8,4,3,0,1,4,4,2,1,6,0,0,0,0,1,126,사직
2015년 05월 21일,37,31,8,3,3,0,2,5,4,5,0,7,1,1,1,0,0,193,마산
2015년 05월 22일,40,25,6,5,1,0,0,4,3,6,4,6,2,0,5,0,0,148,잠실
2015년 05월 22일,31,28,2,1,1,0,0,0,0,3,0,9,0,0,0,0,0,-110,목동
2015년 05월 22일,35,33,8,7,1,0,0,1,1,1,1,11,0,0,0,2,1,-54,광주
2015년 05월 22일,48,42,16,11,4,0,1,12,11,4,1,11,0,0,1,0,3,271,사직
2015년 05월 22일,39,36,11,10,1,0,0,5,5,1,1,8,1,2,1,0,0,89,수원
2015년 05월 23일,37,31,9,7,2,0,0,9,9,4,0,3,0,2,2,0,0,197,잠실
2015년 05월 23일,42,35,9,6,2,0,1,5,5,5,2,8,1,0,0,1,1,133,목동
2015년 05월 23일,32,28,5,0,4,1,0,1,1,3,1,10,0,0,0,1,0,47,광주
2015년 05월 23일,49,45,21,7,6,1,7,19,19,2,2,9,1,0,0,0,2,769,사직
2015년 05월 23일,35,33,9,7,2,0,0,1,1,1,0,4,2,3,1,0,0,31,수원
2015년 05월 24일,38,34,11,8,3,0,0,7,5,3,0,3,2,0,1,1,1,188,잠실
2015년 05월 24일,47,38,14,10,4,0,0,11,10,6,2,6,0,0,1,1,2,260,목동
2015년 05월 24일,34,31,8,4,3,0,1,2,2,1,2,10,2,0,0,1,0,104,광주
2015년 05월 24일,38,35,15,7,4,0,4,10,9,2,0,8,1,0,1,3,0,413,사직
2015년 05월 24일,46,32,14,9,4,0,1,13,13,11,0,3,0,1,3,2,0,441,수원
2015년 05월 26일,35,33,10,8,1,0,1,5,5,1,0,7,0,0,1,0,0,140,잠실
2015년 05월 26일,40,36,9,3,6,0,0,5,4,4,0,8,1,0,0,0,1,91,인천
2015년 05월 26일,42,32,7,4,2,0,1,3,3,7,2,13,0,0,1,0,1,65,대전
2015년 05월 26일,39,31,10,10,0,0,0,4,4,6,1,8,0,1,1,1,1,109,시민
2015년 05월 26일,43,36,13,4,4,0,5,13,13,3,3,12,3,0,1,0,0,518,마산
2015년 05월 27일,37,32,12,7,3,1,1,8,7,3,1,7,2,2,1,1,1,255,잠실
2015년 05월 27일,36,33,9,6,1,0,2,6,6,0,3,6,0,0,0,0,1,184,인천
2015년 05월 27일,40,30,12,9,3,0,0,8,6,6,1,3,0,1,3,3,1,233,대전
2015년 05월 27일,41,37,11,8,3,0,0,4,4,3,1,9,2,0,0,1,0,91,시민
2015년 05월 27일,40,34,12,9,3,0,0,7,7,3,2,11,1,0,1,1,1,168,마산
2015년 05월 28일,33,31,3,3,0,0,0,0,0,2,0,13,0,0,0,0,0,-122,잠실
2015년 05월 28일,36,32,7,5,2,0,0,1,0,3,0,5,0,1,1,0,0,-3,인천
2015년 05월 28일,32,22,3,3,0,0,0,3,2,5,2,7,1,1,3,2,0,30,대전
2015년 05월 28일,42,32,8,4,2,0,2,6,6,7,0,3,0,0,3,0,0,212,시민
2015년 05월 28일,37,32,10,8,0,0,2,5,5,4,0,6,2,0,1,1,0,212,마산
2015년 05월 29일,40,33,11,7,1,0,3,9,9,7,0,5,1,1,0,2,0,330,울산
2015년 05월 29일,31,28,3,2,1,0,0,1,1,1,1,10,0,0,1,0,0,-80,잠실
2015년 05월 29일,32,30,5,4,0,0,1,2,2,2,0,8,0,0,0,1,0,-13,인천
2015년 05월 29일,45,35,12,9,2,0,1,13,12,8,1,5,0,0,1,0,0,340,광주
