,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2019년 05월 28일,41,38,10,8,2,0,0,4,4,3,0,11,0,0,0,0,1,41,창원
2019년 05월 29일,40,35,10,5,3,0,2,3,3,4,0,6,1,0,1,0,1,180,잠실
2019년 05월 29일,34,30,6,4,1,0,1,2,2,3,0,5,0,0,1,2,0,49,고척
2019년 05월 29일,41,33,8,6,1,1,0,6,6,6,2,9,0,1,0,1,2,86,인천
2019년 05월 29일,31,29,5,4,1,0,0,1,1,1,0,10,1,1,1,1,1,-59,대전
2019년 05월 29일,39,35,14,7,4,1,2,8,8,2,0,4,0,0,2,2,2,334,창원
2019년 05월 30일,35,31,6,6,0,0,0,1,0,3,1,4,0,0,0,2,2,-51,잠실
2019년 05월 30일,39,33,8,6,2,0,0,3,3,5,0,6,0,0,1,0,2,54,고척
2019년 05월 30일,45,39,10,8,1,0,1,3,2,4,1,7,2,0,1,0,0,125,인천
2019년 05월 30일,36,32,7,7,0,0,0,2,1,2,1,7,0,1,1,1,0,-24,대전
2019년 05월 30일,36,32,8,7,1,0,0,2,2,2,0,7,0,0,2,1,1,6,창원
2019년 05월 31일,32,28,6,3,3,0,0,3,3,3,0,9,0,1,1,0,0,45,잠실
2019년 05월 31일,30,29,5,4,0,0,1,2,2,0,1,5,2,1,0,0,0,45,인천
2019년 05월 31일,31,29,5,3,0,0,2,3,3,2,0,7,0,0,0,1,1,64,수원
2019년 05월 31일,34,29,10,9,1,0,0,3,3,2,0,5,0,1,3,0,0,102,광주
2019년 05월 31일,38,33,10,7,2,0,1,6,6,4,0,6,2,0,1,0,0,208,사직
2019년 06월 01일,37,31,10,9,0,0,1,5,5,4,0,5,1,1,2,1,0,182,잠실
2019년 06월 01일,33,30,4,3,1,0,0,0,0,3,0,9,0,0,0,1,0,-84,인천
2019년 06월 01일,44,38,16,11,3,0,2,13,13,5,0,5,1,0,1,1,1,419,수원
2019년 06월 01일,39,34,7,5,2,0,0,0,0,4,1,8,0,0,0,0,0,-13,광주
2019년 06월 01일,36,31,9,8,1,0,0,5,5,4,1,7,0,0,0,1,1,86,사직
2019년 06월 02일,32,31,4,3,1,0,0,1,1,1,0,7,0,0,0,0,1,-70,잠실
2019년 06월 02일,38,36,14,10,2,0,2,5,5,1,0,4,0,1,1,0,0,238,인천
2019년 06월 02일,36,33,6,4,0,0,2,4,4,3,0,9,1,0,0,0,1,67,수원
2019년 06월 02일,43,37,9,4,4,0,1,5,5,6,0,6,1,0,0,0,0,156,광주
2019년 06월 02일,36,33,6,3,1,0,2,3,3,1,2,5,0,0,0,0,2,69,사직
2019년 06월 04일,38,32,10,8,1,0,1,8,8,6,0,2,1,0,0,2,0,241,잠실
2019년 06월 04일,32,26,3,3,0,0,0,1,0,5,0,6,0,0,1,3,0,-63,고척
2019년 06월 04일,36,29,6,3,1,1,1,3,3,4,1,11,0,0,2,0,1,86,대구
2019년 06월 04일,41,39,14,11,3,0,0,2,2,2,0,7,1,0,0,2,1,75,광주
2019년 06월 04일,43,38,8,5,2,0,1,3,3,4,0,10,0,1,1,0,0,91,울산
2019년 06월 05일,43,42,17,11,4,1,1,9,8,1,0,4,0,0,0,0,1,299,잠실
2019년 06월 05일,36,34,7,6,1,0,0,2,2,2,0,10,0,0,0,0,1,-31,고척
2019년 06월 05일,33,33,8,6,1,0,1,4,3,0,0,9,0,0,0,0,0,53,대구
2019년 06월 05일,38,31,8,5,2,0,1,4,4,4,1,8,1,0,2,2,1,98,광주
2019년 06월 05일,37,33,6,5,0,0,1,3,3,3,0,2,1,0,1,0,1,55,울산
2019년 06월 06일,37,32,7,2,3,0,2,8,7,4,0,4,1,0,1,2,0,212,잠실
2019년 06월 06일,40,33,11,7,3,0,1,6,6,5,1,6,1,0,1,1,1,220,고척
2019년 06월 06일,36,29,8,8,0,0,0,6,5,4,0,4,1,0,3,0,0,141,대구
2019년 06월 06일,43,38,16,11,4,1,0,12,11,2,1,1,2,0,2,0,0,383,광주
2019년 06월 06일,39,34,9,9,0,0,0,3,3,3,0,7,3,0,2,0,1,57,울산
2019년 06월 07일,39,32,11,8,2,0,1,7,7,5,1,4,1,1,1,0,2,227,잠실
2019년 06월 07일,48,39,9,6,2,0,1,4,4,7,1,16,0,1,1,1,0,91,인천
2019년 06월 07일,32,26,6,5,0,0,1,2,2,4,0,3,0,1,2,0,0,92,수원
2019년 06월 07일,31,30,6,4,2,0,0,3,3,0,0,6,1,0,1,0,0,41,대전
2019년 06월 07일,32,28,7,4,2,0,1,2,2,2,0,10,0,1,2,0,0,87,창원
2019년 06월 08일,40,37,10,6,4,0,0,4,4,3,0,9,0,0,0,0,0,69,잠실
2019년 06월 08일,40,37,13,11,0,0,2,8,7,1,1,4,0,0,1,0,0,255,인천
2019년 06월 08일,40,36,15,13,2,0,0,6,5,3,0,3,0,1,1,0,0,185,수원
2019년 06월 08일,33,31,6,4,2,0,0,2,1,2,0,9,1,0,0,2,0,-27,대전
2019년 06월 08일,43,38,15,10,5,0,0,5,3,3,1,4,0,0,1,0,0,206,창원
2019년 06월 09일,30,30,3,3,0,0,0,0,0,0,0,6,1,0,0,0,1,-107,잠실
2019년 06월 09일,39,35,8,8,0,0,0,0,0,4,0,8,1,0,0,0,0,-26,인천
2019년 06월 09일,33,30,9,8,1,0,0,2,2,2,0,5,2,0,1,0,0,78,수원
2019년 06월 09일,46,36,6,5,1,0,0,1,1,9,1,10,2,1,0,2,1,-21,대전
2019년 06월 09일,38,30,9,7,2,0,0,4,3,4,2,8,1,0,2,1,0,118,창원
2019년 06월 11일,43,39,6,5,1,0,0,1,1,1,1,7,0,0,2,1,1,-67,잠실
2019년 06월 11일,32,30,4,3,0,0,1,1,1,2,0,11,0,0,0,0,2,-68,수원
2019년 06월 11일,33,28,5,2,1,1,1,4,4,4,0,5,0,0,1,0,0,108,대전
2019년 06월 11일,39,33,12,11,1,0,0,7,7,5,0,4,0,0,1,1,0,199,광주
2019년 06월 11일,49,44,16,12,4,0,0,8,7,3,0,8,1,1,2,0,1,199,창원
2019년 06월 12일,43,34,8,6,1,0,1,4,3,6,0,5,1,0,3,1,0,138,잠실
2019년 06월 12일,38,32,6,5,1,0,0,3,2,3,2,7,4,0,1,0,0,33,수원
2019년 06월 12일,42,36,11,5,4,0,2,6,6,4,1,7,1,0,1,1,0,232,대전
2019년 06월 12일,39,33,10,8,2,0,0,7,6,5,0,7,0,1,1,0,0,124,광주
2019년 06월 12일,46,39,7,4,2,0,1,4,4,7,0,5,2,0,0,0,0,96,창원
2019년 06월 13일,39,36,8,5,2,0,1,4,4,2,0,7,0,0,1,1,1,92,잠실
2019년 06월 13일,35,32,11,11,0,0,0,5,5,1,0,6,1,1,2,0,0,130,수원
2019년 06월 13일,37,30,4,4,0,0,0,2,2,7,0,6,0,0,0,0,2,-45,대전
2019년 06월 13일,38,32,7,4,2,1,0,3,3,3,3,6,3,0,0,1,0,111,광주
2019년 06월 13일,29,24,4,4,0,0,0,3,2,2,1,6,0,2,2,0,0,12,창원
2019년 06월 14일,37,35,13,10,2,0,1,7,7,1,0,7,0,0,1,2,3,173,잠실
2019년 06월 14일,39,32,9,6,1,0,2,8,8,4,1,7,2,0,2,0,1,255,고척
2019년 06월 14일,41,36,14,12,2,0,0,7,7,2,1,3,0,1,2,0,0,226,인천
2019년 06월 14일,35,32,13,7,4,0,2,7,7,1,1,6,0,0,1,3,0,290,대구
2019년 06월 14일,,,,,,,,,,,,,,,,,,,사직
2019년 06월 15일,38,31,9,7,2,0,0,3,2,5,2,4,0,0,0,4,0,66,잠실
2019년 06월 15일,38,37,13,9,1,0,3,8,8,1,0,9,3,0,0,0,1,296,고척
2019년 06월 15일,40,30,8,6,2,0,0,4,3,7,3,8,1,1,0,1,0,115,인천
2019년 06월 15일,39,32,6,1,2,0,3,7,7,7,0,9,1,0,0,0,2,177,대구
2019년 06월 15일,38,36,11,9,1,0,1,7,7,1,1,9,2,0,0,0,0,183,사직
2019년 06월 16일,41,29,8,6,2,0,0,5,4,10,2,5,1,0,0,1,0,151,잠실
2019년 06월 16일,43,33,10,8,0,2,0,9,8,6,2,6,0,0,2,1,0,228,고척
2019년 06월 16일,42,38,13,10,3,0,0,9,8,3,0,3,0,0,1,0,0,222,인천
2019년 06월 16일,37,35,9,7,2,0,0,1,1,0,0,9,1,1,2,0,0,3,대구
2019년 06월 16일,44,34,11,5,4,0,2,10,8,8,1,7,2,0,1,1,0,339,사직
2019년 06월 18일,45,31,10,8,1,0,1,10,8,11,1,4,1,0,2,0,0,291,잠실
2019년 06월 18일,31,28,5,5,0,0,0,3,2,2,0,2,0,0,1,0,0,26,고척
2019년 06월 18일,39,31,6,5,1,0,0,3,3,6,2,10,0,1,0,1,1,-1,대전
2019년 06월 18일,40,37,14,7,3,0,4,12,12,3,0,5,2,0,0,0,2,440,대구
2019년 06월 18일,32,30,10,9,0,0,1,4,4,2,0,6,1,3,0,1,0,130,광주
2019년 06월 19일,30,28,5,5,0,0,0,1,1,1,0,3,0,0,1,0,0,-14,잠실
2019년 06월 19일,41,36,15,7,6,0,2,8,8,3,1,3,1,0,1,1,1,366,고척
2019년 06월 19일,43,39,12,11,0,0,1,5,5,2,0,14,2,0,2,0,1,86,대전
2019년 06월 19일,39,34,7,4,1,0,2,6,6,3,1,4,0,0,1,0,0,165,대구
2019년 06월 19일,37,33,9,9,0,0,0,1,1,4,0,10,1,0,0,3,0,-18,광주
2019년 06월 20일,47,36,15,11,3,0,1,14,14,8,1,4,1,0,2,1,0,432,잠실
2019년 06월 20일,35,27,6,5,0,0,1,3,3,5,0,5,1,0,3,0,1,120,고척
2019년 06월 20일,41,34,7,5,0,1,1,10,7,6,0,11,1,1,1,0,3,146,대전
2019년 06월 20일,37,35,8,6,2,0,0,3,3,1,1,5,0,0,0,0,0,28,대구
2019년 06월 20일,35,26,6,5,1,0,0,8,5,6,2,5,1,0,1,2,0,135,광주
2019년 06월 21일,44,36,13,8,3,0,2,9,8,5,2,6,4,0,1,1,1,350,잠실
2019년 06월 21일,45,34,11,5,3,0,3,14,14,10,1,4,0,1,0,0,1,440,인천
2019년 06월 21일,37,31,8,5,2,0,1,5,4,5,0,7,0,0,1,2,0,132,수원
2019년 06월 21일,34,29,7,4,3,0,0,2,2,4,0,8,1,1,1,1,2,7,대전
2019년 06월 21일,38,34,8,7,1,0,0,4,4,3,1,9,0,1,0,1,2,21,사직
2019년 06월 22일,36,32,6,3,3,0,0,2,2,3,0,6,1,0,1,0,1,19,잠실
2019년 06월 22일,33,29,7,4,2,0,1,3,3,4,0,4,0,0,0,2,0,108,인천
2019년 06월 22일,38,34,9,8,0,0,1,6,5,2,1,6,1,0,1,1,2,93,수원
2019년 06월 22일,35,33,9,7,1,0,1,5,4,2,0,9,1,0,0,1,0,110,대전
2019년 06월 22일,38,34,11,9,2,0,0,4,3,3,0,6,0,0,1,0,0,113,사직
2019년 06월 23일,33,32,6,6,0,0,0,0,0,1,0,7,1,1,0,0,0,-62,잠실
2019년 06월 23일,36,32,8,4,2,0,2,3,3,4,0,5,0,0,0,0,0,169,인천
2019년 06월 23일,37,34,12,9,2,0,1,4,3,3,0,6,0,1,0,0,0,152,수원
2019년 06월 23일,37,36,10,8,2,0,0,5,5,1,0,9,1,0,0,1,1,57,대전
2019년 06월 23일,28,27,5,5,0,0,0,2,2,1,0,9,1,1,0,0,0,-22,사직
2019년 06월 25일,39,38,12,11,1,0,0,3,2,0,0,12,0,0,1,1,0,14,잠실
2019년 06월 25일,39,36,11,8,2,0,1,7,6,3,0,7,1,0,0,0,0,189,고척
2019년 06월 25일,47,35,14,11,2,0,1,11,10,9,1,3,4,0,2,3,0,387,포항
2019년 06월 25일,50,45,13,8,2,0,3,8,8,3,1,7,0,1,1,2,0,246,사직
2019년 06월 25일,37,33,7,7,0,0,0,3,3,4,0,7,1,0,0,2,1,-3,창원
2019년 06월 26일,39,35,9,8,1,0,0,4,4,3,0,7,2,0,1,1,0,69,잠실
2019년 06월 26일,41,34,7,4,3,0,0,6,6,6,1,5,0,0,0,0,0,102,고척
2019년 06월 26일,,,,,,,,,,,,,,,,,,,포항
2019년 06월 26일,,,,,,,,,,,,,,,,,,,사직
2019년 06월 26일,,,,,,,,,,,,,,,,,,,창원
2019년 06월 27일,39,36,12,12,0,0,0,6,6,2,0,7,1,1,1,0,1,122,잠실
2019년 06월 27일,38,37,13,9,1,1,2,8,8,1,0,8,3,0,0,0,1,283,고척
2019년 06월 27일,31,29,5,4,0,0,1,1,1,1,1,8,0,0,0,2,0,-29,포항
2019년 06월 27일,38,35,9,6,1,1,1,2,2,3,0,7,0,0,0,1,1,71,사직
2019년 06월 27일,44,37,14,10,3,0,1,10,8,5,2,3,0,0,0,1,0,284,창원
2019년 06월 28일,31,29,8,6,2,0,0,3,2,0,0,5,0,0,2,0,0,59,잠실
2019년 06월 28일,39,36,16,12,3,0,1,9,9,1,0,6,0,2,2,0,1,289,수원
2019년 06월 28일,39,34,6,4,2,0,0,5,2,4,0,7,4,0,1,0,1,49,대전
2019년 06월 28일,39,35,13,9,1,2,1,9,8,3,1,6,1,1,0,0,0,264,대구
2019년 06월 28일,35,30,7,5,1,0,1,2,2,5,0,4,0,1,0,3,2,46,창원
2019년 06월 29일,38,34,8,6,2,0,0,0,0,3,1,7,0,0,0,1,0,-21,잠실
2019년 06월 29일,37,32,10,8,0,0,2,5,5,4,0,1,0,0,1,2,0,207,수원
2019년 06월 29일,,,,,,,,,,,,,,,,,,,대전
2019년 06월 29일,,,,,,,,,,,,,,,,,,,대구
2019년 06월 29일,,,,,,,,,,,,,,,,,,,창원
2019년 06월 30일,36,33,8,6,2,0,0,0,0,3,0,7,1,0,0,2,0,-19,잠실
2019년 06월 30일,42,41,12,9,1,0,2,4,4,1,0,10,2,1,0,0,0,167,수원
2019년 06월 30일,38,33,8,7,1,0,0,4,4,3,1,6,0,0,1,0,0,49,대전
2019년 06월 30일,43,40,14,8,4,0,2,7,6,3,0,8,3,0,0,1,2,236,대구
2019년 06월 30일,38,33,13,8,3,0,2,9,9,2,1,4,0,0,2,2,0,326,창원
2019년 07월 02일,38,36,13,9,4,0,0,9,8,1,0,5,2,0,1,0,2,216,잠실
2019년 07월 02일,37,33,8,5,1,2,0,6,5,3,1,7,1,0,0,0,0,117,고척
2019년 07월 02일,38,34,9,2,5,0,2,10,10,4,0,7,1,0,0,0,0,298,인천
2019년 07월 02일,39,31,9,8,0,0,1,5,5,7,0,6,0,1,1,0,0,157,수원
2019년 07월 02일,36,31,8,8,0,0,0,5,4,4,0,7,0,0,1,0,1,61,광주
2019년 07월 03일,34,31,10,8,1,0,1,6,5,3,0,5,0,2,0,1,1,154,잠실
2019년 07월 03일,31,31,5,3,1,0,1,1,1,0,0,8,0,0,0,1,1,-39,고척
2019년 07월 03일,42,36,12,10,0,0,2,8,8,5,1,7,2,0,0,1,0,270,인천
2019년 07월 03일,33,30,8,6,1,0,1,3,3,3,0,6,1,0,0,2,0,103,수원
2019년 07월 03일,39,37,11,8,3,0,0,4,4,2,0,6,0,0,0,0,0,78,광주
2019년 07월 04일,34,30,5,5,0,0,0,4,4,3,1,12,1,0,0,0,0,24,잠실
2019년 07월 04일,37,33,7,6,1,0,0,1,1,4,0,5,0,0,0,0,0,-8,고척
2019년 07월 04일,41,36,12,8,1,0,3,9,9,4,0,4,1,0,1,0,1,331,인천
2019년 07월 04일,35,28,9,6,2,1,0,5,5,4,0,5,0,0,3,1,0,163,수원
2019년 07월 04일,36,33,8,5,3,0,0,3,3,2,0,7,0,0,1,0,0,39,광주
2019년 07월 05일,41,40,12,11,0,0,1,6,5,1,0,5,0,0,0,1,0,112,잠실
2019년 07월 05일,46,39,15,9,5,0,1,14,14,6,1,7,1,0,0,1,0,406,고척
2019년 07월 05일,35,34,7,3,2,0,2,3,3,1,0,5,0,0,0,0,1,83,대전
2019년 07월 05일,35,32,11,10,1,0,0,6,6,2,0,2,1,0,1,1,0,165,광주
2019년 07월 05일,35,28,7,4,2,0,1,7,7,4,1,4,2,0,2,0,0,225,창원
2019년 07월 06일,34,32,6,3,3,0,0,2,2,1,0,6,0,0,1,0,1,-11,잠실
2019년 07월 06일,36,32,11,9,2,0,0,6,5,2,0,8,1,0,2,1,1,115,고척
2019년 07월 06일,45,43,17,9,6,0,2,9,8,1,0,11,0,0,1,0,2,308,대전
2019년 07월 06일,37,31,7,4,1,0,2,7,7,4,2,6,1,1,0,0,0,205,광주
2019년 07월 06일,49,47,11,11,0,0,0,2,2,2,0,7,1,0,0,1,1,-16,창원
2019년 07월 07일,50,42,12,10,1,0,1,5,5,5,0,11,0,0,3,0,1,133,잠실
2019년 07월 07일,34,29,8,4,2,2,0,5,5,3,1,8,0,0,1,2,0,139,고척
2019년 07월 07일,41,36,10,8,1,0,1,3,3,4,1,7,0,1,0,0,0,101,대전
2019년 07월 07일,43,38,12,10,1,0,1,9,9,4,1,11,1,0,0,1,0,186,광주
2019년 07월 07일,35,32,8,5,3,0,0,2,2,2,0,11,0,1,1,1,0,1,창원
2019년 07월 09일,37,34,9,5,2,0,2,4,4,1,0,10,1,0,2,0,2,115,잠실
2019년 07월 09일,36,32,6,4,2,0,0,3,3,3,0,4,0,0,1,0,0,31,수원
2019년 07월 09일,39,34,8,8,0,0,0,1,1,3,0,12,1,1,2,2,0,-18,대전
2019년 07월 09일,41,35,8,6,2,0,0,3,3,6,0,7,4,0,0,1,0,111,대구
2019년 07월 09일,35,31,8,6,2,0,0,4,4,1,2,2,0,0,1,0,0,110,사직
2019년 07월 10일,,,,,,,,,,,,,,,,,,,잠실
2019년 07월 10일,,,,,,,,,,,,,,,,,,,수원
2019년 07월 10일,,,,,,,,,,,,,,,,,,,대전
2019년 07월 10일,,,,,,,,,,,,,,,,,,,대구
2019년 07월 10일,,,,,,,,,,,,,,,,,,,사직
2019년 07월 11일,37,34,11,7,2,1,1,4,4,2,0,2,0,0,1,2,0,152,잠실
2019년 07월 11일,33,30,5,2,3,0,0,2,2,1,0,4,1,0,2,1,0,18,수원
2019년 07월 11일,38,34,8,7,1,0,0,1,1,2,1,8,1,0,1,0,1,-9,대전
2019년 07월 11일,31,29,7,3,3,0,1,4,4,1,0,11,1,1,1,0,1,91,대구
2019년 07월 11일,32,29,2,1,1,0,0,0,0,3,0,13,0,0,0,0,0,-118,사직
2019년 07월 12일,37,34,8,4,4,0,0,3,3,3,0,6,0,0,0,1,1,47,잠실
2019년 07월 12일,39,34,9,8,1,0,0,2,2,4,0,4,1,0,1,2,1,42,인천
2019년 07월 12일,32,29,7,5,0,0,2,5,5,3,0,4,0,1,0,1,0,152,광주
2019년 07월 12일,31,27,5,3,2,0,0,2,2,2,0,5,0,0,2,1,3,6,사직
2019년 07월 12일,36,35,10,7,0,1,2,9,9,0,1,4,0,0,0,0,0,249,창원
2019년 07월 13일,36,30,7,5,2,0,0,5,4,5,0,0,1,0,1,0,0,109,잠실
2019년 07월 13일,34,31,10,9,1,0,0,4,4,3,0,2,1,0,0,2,0,112,인천
2019년 07월 13일,40,37,9,7,1,0,1,5,5,3,0,8,0,0,0,0,2,60,광주
2019년 07월 13일,38,28,3,2,0,0,1,3,2,7,2,10,1,1,1,0,0,23,사직
2019년 07월 13일,42,35,9,6,2,0,1,3,3,5,0,5,0,0,2,0,3,87,창원
2019년 07월 14일,30,28,8,5,1,1,1,2,2,0,0,3,0,0,2,1,0,115,잠실
2019년 07월 14일,31,29,6,5,0,0,1,4,4,1,0,9,3,0,1,1,0,99,인천
2019년 07월 14일,43,36,15,10,2,0,3,10,10,5,1,3,2,1,1,0,1,426,광주
2019년 07월 14일,39,37,11,8,3,0,0,2,2,2,0,8,2,0,0,1,0,57,사직
2019년 07월 14일,41,36,9,7,2,0,0,1,1,5,0,3,2,0,0,0,0,82,창원
2019년 07월 16일,35,28,3,2,0,0,1,2,2,6,1,6,0,0,0,1,0,5,잠실
2019년 07월 16일,35,29,10,7,2,1,0,6,6,5,0,5,2,1,1,3,0,195,고척
2019년 07월 16일,42,37,15,8,6,0,1,10,10,3,1,4,4,1,1,0,0,387,인천
2019년 07월 16일,34,33,6,6,0,0,0,2,1,1,0,8,3,0,0,0,0,-25,청주
2019년 07월 16일,,,,,,,,,,,,,,,,,,,광주
2019년 07월 17일,38,31,6,3,2,1,0,4,4,3,2,8,0,1,2,0,1,58,잠실
2019년 07월 17일,41,37,14,11,1,1,1,10,10,2,0,5,0,0,2,0,2,279,고척
2019년 07월 17일,36,30,13,9,3,0,1,8,8,4,0,4,1,2,2,1,2,260,인천
2019년 07월 17일,34,31,4,2,1,0,1,1,1,3,0,6,0,0,0,0,0,-11,청주
2019년 07월 17일,35,29,7,5,2,0,0,3,3,4,0,6,0,0,2,1,0,80,광주
2019년 07월 18일,39,37,11,9,1,0,1,4,4,1,1,6,0,0,0,1,1,84,잠실
2019년 07월 18일,37,32,11,5,4,1,1,5,5,4,1,2,2,1,0,1,2,232,고척
2019년 07월 18일,38,36,10,8,1,0,1,5,4,2,0,10,2,0,0,1,0,93,인천
2019년 07월 18일,36,32,8,7,1,0,0,4,4,3,0,9,0,0,1,1,2,7,청주
2019년 07월 18일,35,32,7,5,2,0,0,3,2,2,1,5,1,0,0,3,2,-2,광주
2019년 07월 26일,,,,,,,,,,,,,,,,,,,잠실
2019년 07월 26일,34,33,10,8,2,0,0,5,4,0,0,8,1,1,1,0,0,72,고척
2019년 07월 26일,,,,,,,,,,,,,,,,,,,수원
2019년 07월 26일,40,35,14,8,3,0,3,9,9,4,0,5,0,2,1,1,0,365,대구
2019년 07월 26일,40,35,10,8,1,0,1,6,6,3,0,6,1,0,2,0,1,170,사직
2019년 07월 27일,48,41,17,13,3,0,1,12,11,4,1,3,0,0,2,0,0,358,잠실
2019년 07월 27일,33,28,6,5,0,1,0,4,4,4,1,6,0,0,0,2,0,66,고척
2019년 07월 27일,37,32,9,8,0,0,1,2,2,4,0,7,3,0,1,2,0,83,수원
2019년 07월 27일,36,33,11,5,3,1,2,7,7,2,0,7,1,0,1,1,1,269,대구
2019년 07월 27일,36,30,4,4,0,0,0,0,0,5,1,11,0,0,0,1,2,-103,사직
2019년 07월 28일,,,,,,,,,,,,,,,,,,,잠실
2019년 07월 28일,34,33,4,2,2,0,0,0,0,0,1,7,0,0,0,0,2,-101,고척
2019년 07월 28일,42,36,10,8,2,0,0,1,1,5,1,11,0,0,0,0,1,7,수원
2019년 07월 28일,44,35,12,9,2,0,1,13,13,5,4,4,0,0,0,1,1,327,대구
2019년 07월 28일,33,31,5,5,0,0,0,0,0,2,0,13,2,0,0,1,1,-82,사직
2019년 07월 30일,41,34,8,7,0,0,1,2,2,6,1,7,0,0,0,2,0,51,잠실
2019년 07월 30일,29,27,3,1,2,0,0,0,0,2,0,7,1,1,0,1,0,-73,인천
2019년 07월 30일,32,32,9,6,2,1,0,3,3,0,0,5,0,1,0,0,0,85,수원
2019년 07월 30일,36,32,11,6,3,1,1,5,5,3,1,6,1,1,0,2,1,209,대구
2019년 07월 30일,36,34,7,6,1,0,0,1,1,1,1,9,1,1,0,0,0,-19,창원
2019년 07월 31일,33,31,7,7,0,0,0,0,0,2,0,4,0,0,0,3,2,-54,잠실
2019년 07월 31일,34,30,4,3,1,0,0,2,2,4,0,8,0,0,0,0,1,-53,인천
2019년 07월 31일,37,33,7,7,0,0,0,2,2,4,0,5,2,0,0,1,1,5,수원
2019년 07월 31일,35,32,8,4,1,0,3,4,4,3,0,5,0,0,0,2,1,148,대구
2019년 07월 31일,37,35,13,10,1,0,2,8,8,1,1,3,0,0,0,2,1,270,창원
2019년 08월 01일,43,40,17,10,7,0,0,11,11,3,0,5,0,0,0,1,0,341,잠실
2019년 08월 01일,38,36,12,6,3,0,3,10,10,2,0,7,0,0,0,0,0,333,인천
2019년 08월 01일,35,32,8,8,0,0,0,1,1,2,0,9,1,0,1,0,1,-27,수원
2019년 08월 01일,32,31,5,2,1,0,2,4,4,1,0,9,0,0,0,1,0,57,대구
2019년 08월 01일,43,35,7,7,0,0,0,2,2,5,2,9,1,2,1,0,1,-23,창원
2019년 08월 03일,45,34,15,12,2,0,1,13,13,6,1,7,2,1,4,0,0,416,잠실
2019년 08월 03일,35,30,6,6,0,0,0,1,1,5,0,4,1,0,0,3,2,-20,고척
2019년 08월 03일,34,33,6,6,0,0,0,0,0,1,0,6,0,0,0,0,0,-66,대전
2019년 08월 03일,37,33,10,7,2,0,1,5,5,2,1,6,2,0,1,0,3,172,광주
2019년 08월 03일,32,31,9,6,3,0,0,2,2,1,0,2,0,0,0,2,1,60,사직
2019년 08월 04일,33,32,8,7,1,0,0,1,1,1,0,3,0,1,0,1,0,-6,잠실
2019년 08월 04일,39,37,9,7,1,1,0,3,3,2,0,7,1,0,0,0,0,49,고척
2019년 08월 04일,41,37,13,10,2,0,1,8,8,4,0,7,1,0,0,0,0,241,대전
2019년 08월 04일,27,26,3,2,0,0,1,1,1,1,0,3,0,0,0,0,0,0,광주
2019년 08월 04일,44,40,19,15,4,0,0,9,7,1,2,5,0,1,1,0,0,289,사직
2019년 08월 06일,44,39,16,13,2,0,1,8,7,4,0,2,1,0,1,0,1,289,잠실
2019년 08월 06일,33,31,5,5,0,0,0,0,0,2,0,8,1,1,0,0,1,-90,인천
2019년 08월 06일,40,39,14,12,2,0,0,4,3,1,0,4,0,0,0,2,1,90,광주
2019년 08월 06일,,,,,,,,,,,,,,,,,,,울산
2019년 08월 06일,,,,,,,,,,,,,,,,,,,창원
2019년 08월 07일,42,38,11,9,0,1,1,5,5,3,0,5,1,0,1,1,0,145,잠실
2019년 08월 07일,36,32,9,7,2,0,0,5,5,4,0,1,0,0,0,1,0,131,인천
2019년 08월 07일,38,32,12,10,2,0,0,10,10,4,1,6,1,1,1,0,1,241,광주
2019년 08월 07일,36,33,7,4,2,0,1,4,4,0,2,6,0,0,1,0,2,61,울산
2019년 08월 07일,45,37,6,3,1,0,2,2,2,5,1,5,0,0,2,1,0,135,창원
2019년 08월 08일,37,31,10,6,2,0,2,7,7,4,1,2,1,1,1,2,0,270,잠실
2019년 08월 08일,35,35,8,8,0,0,0,1,0,0,0,7,0,0,0,0,1,-65,고척
2019년 08월 08일,37,31,5,4,1,0,0,0,0,4,2,4,0,0,0,1,1,-42,대구
2019년 08월 08일,35,30,11,10,1,0,0,5,5,4,0,5,1,1,1,1,2,123,광주
2019년 08월 08일,50,37,13,7,4,1,1,13,11,10,1,2,0,0,2,0,1,410,창원
2019년 08월 09일,35,28,6,5,0,1,0,3,3,5,0,3,2,0,2,2,2,85,잠실
2019년 08월 09일,45,37,14,11,3,0,0,5,5,5,1,9,1,0,2,0,0,198,고척
2019년 08월 09일,33,29,3,2,1,0,0,3,2,2,0,7,0,0,2,0,0,-37,대구
2019년 08월 09일,42,38,14,9,5,0,0,10,9,3,1,5,0,0,0,1,1,247,광주
2019년 08월 09일,37,32,6,4,1,0,1,2,2,5,0,6,1,1,0,2,1,32,창원
2019년 08월 10일,33,31,5,5,0,0,0,0,0,2,0,8,0,1,0,0,0,-69,잠실
2019년 08월 10일,44,34,13,7,5,1,0,10,10,5,3,2,1,0,2,1,0,357,고척
2019년 08월 10일,36,34,10,8,0,0,2,5,5,2,0,6,0,0,0,1,0,166,수원
2019년 08월 10일,31,30,5,3,0,0,2,2,2,1,0,4,0,0,0,2,1,29,대구
2019년 08월 10일,34,31,9,7,2,0,0,7,7,3,0,5,0,0,0,1,0,134,창원
2019년 08월 11일,32,28,8,5,1,0,2,4,4,3,0,5,0,1,1,1,0,153,잠실
2019년 08월 11일,41,37,13,9,1,0,3,7,7,3,0,3,0,0,1,2,1,272,고척
