,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2018년 04월 10일,32,31,4,1,2,0,1,1,1,1,0,11,0,0,0,0,2,-55,대구
2018년 04월 10일,38,34,11,6,3,0,2,4,4,3,1,5,0,0,0,0,0,221,울산
2018년 04월 10일,36,33,5,4,0,0,1,4,3,2,1,10,2,0,0,0,1,14,마산
2018년 04월 11일,30,29,7,4,1,0,2,3,2,1,0,5,0,0,0,2,0,115,잠실
2018년 04월 11일,37,31,11,10,1,0,0,6,6,3,2,3,2,1,1,0,1,175,대전
2018년 04월 11일,43,41,14,9,2,1,2,6,6,0,2,8,0,0,0,0,1,214,대구
2018년 04월 11일,45,38,17,13,4,0,0,12,12,4,1,7,1,0,2,1,0,355,울산
2018년 04월 11일,34,31,7,3,1,0,3,4,4,1,1,10,1,1,1,1,3,93,마산
2018년 04월 12일,37,34,9,8,1,0,0,5,3,2,1,7,1,0,0,1,1,53,잠실
2018년 04월 12일,44,40,17,9,6,0,2,15,15,3,1,7,0,0,0,1,0,452,대전
2018년 04월 12일,38,33,7,6,0,1,0,3,2,3,2,5,0,0,0,1,0,28,대구
2018년 04월 12일,39,36,9,8,1,0,0,3,3,3,0,9,0,0,0,0,0,9,울산
2018년 04월 12일,35,33,6,4,1,0,1,2,2,2,0,8,0,0,0,2,1,-14,마산
2018년 04월 13일,30,27,3,2,0,0,1,3,3,1,1,6,0,1,1,0,0,23,잠실
2018년 04월 13일,30,29,2,2,0,0,0,0,0,1,0,10,0,0,0,0,1,-140,고척
2018년 04월 13일,38,31,10,7,2,0,1,4,4,5,1,7,1,1,1,1,2,147,인천
2018년 04월 13일,35,32,5,4,1,0,0,2,2,3,0,6,0,0,0,0,3,-57,대전
2018년 04월 13일,36,28,4,2,1,0,1,4,4,3,0,10,2,0,5,0,0,74,광주
2018년 04월 14일,37,36,13,5,6,0,2,8,8,1,0,9,0,0,0,1,0,292,잠실
2018년 04월 14일,37,34,10,5,3,0,2,7,7,2,1,7,0,0,0,0,0,232,고척
2018년 04월 14일,39,36,12,8,1,0,3,7,7,3,0,10,0,0,0,0,0,259,인천
2018년 04월 14일,45,42,17,10,3,0,4,14,14,2,1,7,0,0,0,0,0,488,대전
2018년 04월 14일,,,,,,,,,,,,,,,,,,,광주
2018년 04월 15일,42,36,16,11,4,0,1,11,10,4,0,5,0,0,2,3,0,347,잠실
2018년 04월 15일,38,31,4,3,1,0,0,2,2,5,2,12,0,0,0,0,0,-34,고척
2018년 04월 15일,34,31,12,12,0,0,0,3,3,1,0,3,0,0,2,1,0,129,인천
2018년 04월 15일,40,32,10,10,0,0,0,7,6,6,1,4,1,1,1,1,0,145,대전
2018년 04월 15일,,,,,,,,,,,,,,,,,,,광주
2018년 04월 17일,33,32,7,5,2,0,0,2,2,1,0,9,0,0,0,1,0,-12,잠실
2018년 04월 17일,46,41,8,6,2,0,0,2,2,5,0,11,0,0,0,0,0,-4,고척
2018년 04월 17일,40,35,11,10,1,0,0,5,5,5,0,6,0,1,0,0,1,77,수원
2018년 04월 17일,41,35,11,10,1,0,0,5,5,6,0,6,2,0,0,1,2,124,광주
2018년 04월 17일,43,38,11,6,3,0,2,6,6,4,1,9,0,0,0,1,0,167,사직
2018년 04월 18일,38,32,7,5,2,0,0,5,4,6,0,12,1,0,0,0,0,71,잠실
2018년 04월 18일,30,29,2,2,0,0,0,0,0,1,0,9,0,0,0,0,0,-125,고척
2018년 04월 18일,35,32,9,7,2,0,0,3,2,3,0,7,0,0,0,4,1,15,수원
2018년 04월 18일,37,31,8,7,1,0,0,4,4,3,2,4,1,0,1,0,1,95,광주
2018년 04월 18일,49,45,13,7,2,0,4,9,9,4,0,12,0,1,0,1,1,307,사직
2018년 04월 19일,38,34,11,10,1,0,0,5,5,3,0,8,0,0,1,0,0,126,잠실
2018년 04월 19일,38,34,11,9,1,0,1,6,6,4,0,10,1,0,0,1,0,161,고척
2018년 04월 19일,43,39,13,9,2,0,2,5,5,4,0,8,3,1,0,0,0,206,수원
2018년 04월 19일,38,36,12,5,5,0,2,8,8,1,1,3,0,1,0,0,1,288,광주
2018년 04월 19일,35,32,8,7,1,0,0,0,0,3,0,7,0,0,0,1,3,-59,사직
2018년 04월 20일,37,32,10,6,2,1,1,6,6,4,1,8,1,1,0,1,1,192,잠실
2018년 04월 20일,36,35,8,5,3,0,0,1,1,0,1,5,0,0,0,0,1,-4,대전
2018년 04월 20일,36,36,11,8,1,0,2,4,2,0,0,6,0,0,0,2,1,99,대구
2018년 04월 20일,41,34,12,7,3,0,2,10,10,6,1,8,0,0,0,2,0,324,사직
2018년 04월 20일,36,34,8,6,1,0,1,4,3,2,0,3,0,0,0,2,0,76,마산
2018년 04월 21일,40,34,13,7,4,0,2,10,10,3,1,7,0,0,2,0,1,345,잠실
2018년 04월 21일,35,33,8,5,2,0,1,3,3,2,0,4,1,0,0,2,0,73,대전
2018년 04월 21일,38,30,9,6,2,0,1,4,4,7,0,4,1,0,1,2,1,169,대구
2018년 04월 21일,34,32,8,6,0,0,2,4,4,2,0,10,0,0,0,1,1,99,사직
2018년 04월 21일,38,33,5,2,1,0,2,3,3,3,2,10,1,0,0,0,0,68,마산
2018년 04월 22일,39,37,10,6,3,1,0,4,4,2,0,7,0,0,0,0,2,64,잠실
2018년 04월 22일,30,30,5,4,1,0,0,1,0,0,0,8,1,0,0,2,0,-70,대전
2018년 04월 22일,39,34,8,6,2,0,0,4,3,5,0,8,3,1,0,1,1,72,대구
2018년 04월 22일,37,35,9,7,2,0,0,4,4,2,0,9,2,0,0,1,0,57,사직
2018년 04월 22일,41,37,13,12,0,0,1,4,4,3,0,4,0,0,1,1,1,129,마산
2018년 04월 24일,39,32,10,7,1,0,2,8,8,4,2,3,0,0,1,2,2,249,잠실
2018년 04월 24일,48,39,13,8,4,0,1,9,9,8,0,7,3,0,1,0,1,291,인천
2018년 04월 24일,45,39,10,5,3,0,2,8,8,6,0,13,0,0,0,0,1,185,수원
2018년 04월 24일,39,31,7,5,1,0,1,7,7,7,0,7,2,0,1,1,0,184,대구
2018년 04월 24일,,,,,,,,,,,,,,,,,,,광주
2018년 04월 25일,32,31,9,7,2,0,0,2,1,0,1,7,0,1,0,1,0,12,잠실
2018년 04월 25일,46,40,12,5,4,0,3,7,7,4,2,9,0,0,0,1,1,289,인천
2018년 04월 25일,43,39,12,7,4,0,1,4,4,4,0,8,0,0,0,0,1,146,수원
2018년 04월 25일,37,36,9,6,3,0,0,2,2,1,0,6,0,0,0,0,0,32,대구
2018년 04월 25일,35,35,7,5,2,0,0,2,2,0,0,8,0,0,0,0,1,-35,광주
2018년 04월 26일,48,41,17,11,5,0,1,11,11,6,1,7,0,0,0,0,1,373,잠실
2018년 04월 26일,38,30,8,4,2,0,2,5,5,7,1,8,0,1,0,0,0,189,인천
2018년 04월 26일,35,27,7,5,2,0,0,5,5,4,1,7,0,1,3,1,0,115,수원
2018년 04월 26일,38,34,8,5,3,0,0,2,1,2,2,8,1,1,0,0,1,14,대구
2018년 04월 26일,39,36,10,10,0,0,0,1,1,2,1,1,0,0,0,2,1,14,광주
2018년 04월 27일,40,37,15,10,3,1,1,9,9,2,0,7,3,1,1,0,1,315,잠실
2018년 04월 27일,39,36,10,7,3,0,0,3,3,2,0,9,0,0,1,0,0,52,고척
2018년 04월 27일,36,33,6,2,1,1,2,3,3,3,0,7,1,1,0,0,0,99,수원
2018년 04월 27일,37,32,9,8,1,0,0,5,5,3,1,8,0,0,1,0,0,102,사직
2018년 04월 27일,37,32,6,6,0,0,0,2,2,4,0,10,1,0,1,0,1,-40,마산
2018년 04월 28일,38,31,9,9,0,0,0,6,6,6,0,8,2,0,1,2,1,128,잠실
2018년 04월 28일,37,34,8,5,2,1,0,4,4,0,1,6,2,1,2,0,2,75,고척
2018년 04월 28일,40,37,13,7,4,0,2,9,9,3,0,8,1,0,0,0,1,290,수원
2018년 04월 28일,38,36,9,7,1,0,1,2,2,2,0,7,0,0,0,1,0,34,사직
2018년 04월 28일,35,33,10,8,2,0,0,5,5,1,0,4,0,0,1,0,1,115,마산
2018년 04월 29일,42,39,15,8,6,0,1,7,6,2,0,8,1,0,1,2,1,237,잠실
2018년 04월 29일,43,38,17,10,6,1,0,8,8,3,0,8,0,1,2,1,2,291,고척
2018년 04월 29일,33,33,9,2,4,0,3,5,5,0,0,6,0,0,0,1,0,218,수원
2018년 04월 29일,37,31,7,4,2,0,1,4,4,2,3,7,0,0,1,0,1,122,사직
2018년 04월 29일,35,32,6,3,3,0,0,1,1,3,0,3,0,0,0,1,2,-15,마산
2018년 05월 01일,35,33,9,5,2,0,2,4,4,1,1,8,0,0,0,0,1,155,잠실
2018년 05월 01일,39,34,11,7,0,1,3,6,6,3,1,6,0,1,1,1,2,244,대전
2018년 05월 01일,34,34,8,6,1,0,1,3,3,0,0,10,0,0,0,1,0,32,대구
2018년 05월 01일,39,35,13,9,3,1,0,4,4,2,1,5,0,0,1,1,1,167,사직
2018년 05월 01일,43,33,9,7,1,0,1,4,3,9,1,9,0,2,0,1,0,101,마산
2018년 05월 02일,,,,,,,,,,,,,,,,,,,잠실
2018년 05월 02일,36,34,9,5,3,0,1,4,4,2,0,11,1,0,0,0,0,126,대전
2018년 05월 02일,45,37,11,7,2,1,1,4,4,7,0,11,0,0,1,0,0,148,대구
2018년 05월 02일,40,37,12,9,1,0,2,6,6,3,0,7,0,0,0,2,5,126,사직
2018년 05월 02일,44,40,17,8,3,0,6,13,12,2,1,3,0,0,1,1,0,574,마산
2018년 05월 03일,47,44,12,9,1,0,2,2,2,3,0,9,0,0,0,1,0,102,잠실
2018년 05월 03일,36,31,11,8,2,0,1,7,6,3,0,3,0,0,2,2,0,229,대전
2018년 05월 03일,38,30,9,5,3,0,1,8,7,7,0,5,2,1,1,2,0,243,대구
2018년 05월 03일,39,34,10,8,1,0,1,5,4,5,0,7,1,0,0,1,1,127,사직
2018년 05월 03일,45,39,13,8,4,0,1,9,8,5,1,8,0,0,0,1,0,241,마산
2018년 05월 04일,41,38,12,6,5,1,0,8,8,3,0,7,0,0,0,0,0,196,잠실
2018년 05월 04일,38,32,10,7,3,0,0,5,3,4,0,5,0,0,2,0,0,131,인천
2018년 05월 04일,35,33,9,8,0,0,1,1,1,2,0,11,0,0,0,2,0,-2,수원
2018년 05월 04일,40,37,11,6,4,0,1,6,4,2,1,5,1,0,0,2,1,148,대구
2018년 05월 04일,40,37,11,7,2,1,1,5,5,2,0,5,2,0,1,0,0,169,광주
2018년 05월 05일,33,29,5,5,0,0,0,0,0,3,1,7,0,0,0,2,0,-59,잠실
2018년 05월 05일,34,31,5,3,2,0,0,1,1,2,0,14,0,0,1,0,0,-70,인천
2018년 05월 05일,34,31,8,8,0,0,0,1,1,3,0,10,0,1,0,3,2,-61,수원
2018년 05월 05일,38,33,10,4,4,0,2,8,8,5,0,7,1,1,0,0,0,278,대구
2018년 05월 05일,42,37,18,13,3,1,1,12,11,2,1,6,0,1,2,0,0,387,광주
2018년 05월 06일,37,34,7,2,3,0,2,5,5,3,0,11,0,0,0,0,1,107,잠실
2018년 05월 06일,,,,,,,,,,,,,,,,,,,인천
2018년 05월 06일,,,,,,,,,,,,,,,,,,,수원
2018년 05월 06일,,,,,,,,,,,,,,,,,,,대구
2018년 05월 06일,44,39,19,15,2,0,2,11,11,5,0,2,2,0,0,3,0,434,광주
2018년 05월 08일,36,33,7,3,4,0,0,2,2,2,0,10,1,0,1,0,1,16,잠실
2018년 05월 08일,49,42,15,11,3,0,1,9,9,5,1,14,4,0,1,0,2,264,고척
2018년 05월 08일,39,31,7,3,4,0,0,4,4,6,1,10,0,1,1,0,1,83,수원
2018년 05월 08일,41,34,13,8,2,0,3,10,9,4,1,4,1,0,2,1,0,386,광주
2018년 05월 08일,38,33,9,5,2,0,2,9,9,4,1,8,0,0,0,0,0,246,마산
2018년 05월 09일,30,29,5,4,1,0,0,3,3,1,0,7,0,0,0,0,0,10,잠실
2018년 05월 09일,36,33,8,7,1,0,0,1,1,2,1,9,0,1,0,0,0,-24,고척
2018년 05월 09일,44,39,13,6,7,0,0,4,4,2,2,10,0,1,1,0,0,142,수원
2018년 05월 09일,41,33,8,8,0,0,0,7,6,6,2,7,0,0,0,2,1,76,광주
2018년 05월 09일,37,34,7,4,2,0,1,5,4,3,0,9,0,0,0,0,0,77,마산
2018년 05월 10일,38,33,8,7,1,0,0,2,2,2,0,8,0,0,3,0,0,16,잠실
2018년 05월 10일,36,35,9,8,0,0,1,1,1,0,1,8,1,0,0,1,2,11,고척
2018년 05월 10일,46,39,10,6,3,1,0,5,5,5,2,8,1,0,0,2,0,136,수원
2018년 05월 10일,48,44,13,10,1,1,1,6,6,3,1,7,1,0,0,1,0,191,광주
2018년 05월 10일,33,31,5,4,1,0,0,2,2,1,0,10,0,0,1,0,0,-57,마산
2018년 05월 11일,42,37,10,7,2,0,1,5,3,4,1,10,0,0,0,1,2,70,잠실
2018년 05월 11일,43,42,16,14,0,0,2,9,8,1,0,7,0,0,0,1,1,223,인천
2018년 05월 11일,44,41,9,7,1,0,1,2,2,3,0,9,0,1,0,0,0,24,대전
2018년 05월 11일,39,36,13,8,2,0,3,8,8,2,0,1,0,0,1,1,0,334,대구
2018년 05월 11일,34,31,10,7,2,0,1,6,6,1,1,8,0,0,1,0,1,152,사직
2018년 05월 12일,,,,,,,,,,,,,,,,,,,잠실
2018년 05월 12일,,,,,,,,,,,,,,,,,,,인천
2018년 05월 12일,,,,,,,,,,,,,,,,,,,대전
2018년 05월 12일,,,,,,,,,,,,,,,,,,,대구
2018년 05월 12일,,,,,,,,,,,,,,,,,,,사직
2018년 05월 13일,31,29,5,3,2,0,0,1,1,1,1,6,0,1,0,2,0,-31,잠실
2018년 05월 13일,44,38,15,9,4,0,2,10,10,5,1,5,0,0,0,0,0,365,인천
2018년 05월 13일,35,35,11,11,0,0,0,4,2,0,0,8,1,0,0,1,0,30,대전
2018년 05월 13일,44,37,11,9,2,0,0,7,7,3,2,6,1,1,2,0,0,165,대구
2018년 05월 13일,34,32,11,6,5,0,0,3,3,1,0,9,0,0,1,1,0,119,사직
2018년 05월 15일,40,37,12,8,2,0,2,6,6,2,1,9,0,0,0,0,0,220,잠실
2018년 05월 15일,33,30,7,4,2,0,1,1,1,2,1,11,0,1,0,2,0,3,고척
2018년 05월 15일,36,33,8,7,1,0,0,0,0,2,1,7,0,0,0,2,0,-26,대전
2018년 05월 15일,33,31,9,6,2,0,1,4,3,2,0,5,0,0,0,0,1,91,포항
2018년 05월 15일,42,39,11,8,3,0,0,3,3,2,0,10,3,0,1,1,0,67,마산
2018년 05월 16일,31,31,8,6,0,1,1,5,3,0,0,9,0,0,0,0,0,56,잠실
2018년 05월 16일,40,31,9,6,2,0,1,8,8,7,0,6,1,0,2,0,0,245,고척
2018년 05월 16일,32,27,4,1,2,0,1,5,5,4,0,7,0,0,1,0,1,102,대전
2018년 05월 16일,44,37,11,10,1,0,0,7,7,4,2,7,1,0,1,0,2,132,포항
2018년 05월 16일,,,,,,,,,,,,,,,,,,,마산
2018년 05월 17일,,,,,,,,,,,,,,,,,,,잠실
2018년 05월 17일,35,35,12,8,1,0,3,8,8,0,0,7,1,0,0,1,0,270,고척
2018년 05월 17일,35,31,10,8,2,0,0,5,4,1,0,5,0,0,3,0,0,125,대전
2018년 05월 17일,35,31,5,3,0,0,2,5,5,4,0,8,3,0,0,1,0,115,포항
2018년 05월 17일,40,31,6,5,1,0,0,0,0,7,1,12,0,0,1,1,1,-45,마산
2018년 05월 18일,38,34,9,7,1,1,0,3,2,2,1,11,2,1,1,0,1,53,잠실
2018년 05월 18일,32,29,3,3,0,0,0,0,0,3,0,9,0,0,0,1,1,-93,고척
2018년 05월 18일,38,30,4,4,0,0,0,1,1,8,0,6,0,0,0,1,1,-47,수원
2018년 05월 18일,36,33,10,5,4,0,1,5,5,3,0,2,1,0,0,1,0,197,광주
2018년 05월 18일,32,31,5,4,0,0,1,1,1,1,0,7,0,0,0,1,0,-30,사직
2018년 05월 19일,35,30,6,5,1,0,0,1,1,5,0,3,0,0,0,3,0,-5,잠실
2018년 05월 19일,39,38,15,10,3,1,1,6,6,1,0,6,3,1,0,1,0,267,고척
2018년 05월 19일,34,32,8,4,4,0,0,3,2,2,0,3,0,1,0,1,0,79,수원
2018년 05월 19일,33,30,6,3,3,0,0,2,2,2,0,4,0,0,1,0,0,63,광주
2018년 05월 19일,47,37,14,8,3,0,3,15,15,7,2,8,0,0,1,1,1,462,사직
2018년 05월 20일,39,36,12,8,2,0,2,6,6,1,2,5,3,0,0,1,0,262,잠실
2018년 05월 20일,45,37,12,10,1,0,1,3,3,5,2,6,1,0,1,1,0,150,고척
2018년 05월 20일,49,48,25,16,4,0,5,18,18,1,0,2,1,0,0,0,1,704,수원
2018년 05월 20일,40,35,13,6,4,0,3,8,8,4,1,5,0,0,0,1,1,340,광주
2018년 05월 20일,45,38,10,6,3,1,0,6,6,6,0,12,1,0,1,1,2,123,사직
2018년 05월 22일,38,36,15,12,2,1,0,6,6,0,0,8,1,0,2,0,0,218,잠실
2018년 05월 22일,36,31,6,4,0,0,2,4,4,3,1,4,0,0,1,1,2,85,인천
2018년 05월 22일,48,41,11,8,0,0,3,8,7,6,1,10,1,0,0,1,0,239,대전
2018년 05월 22일,43,36,12,8,3,0,1,10,9,4,1,5,0,0,2,1,0,298,대구
2018년 05월 22일,42,38,14,10,2,0,2,8,8,3,1,6,0,0,0,2,1,270,광주
2018년 05월 23일,45,36,15,11,2,1,1,12,12,5,1,4,0,0,3,1,0,390,잠실
2018년 05월 23일,42,37,16,9,2,0,5,13,13,4,1,3,0,1,0,2,1,517,인천
2018년 05월 23일,38,31,9,4,3,0,2,5,4,5,2,4,1,1,0,1,0,228,대전
2018년 05월 23일,38,32,11,6,3,0,2,6,6,2,2,7,0,1,2,0,1,243,대구
2018년 05월 23일,47,41,17,14,2,0,1,8,7,5,0,6,1,0,1,3,1,257,광주
2018년 05월 24일,33,29,8,6,2,0,0,4,4,3,0,6,0,0,1,1,0,88,잠실
2018년 05월 24일,37,30,9,7,1,0,1,3,3,4,2,4,1,0,1,3,0,142,인천
2018년 05월 24일,36,33,9,9,0,0,0,1,0,3,0,3,0,0,0,4,0,-9,대전
2018년 05월 24일,40,36,14,9,3,0,2,9,9,4,0,7,1,1,0,1,0,330,대구
2018년 05월 24일,35,33,7,7,0,0,0,1,1,1,1,11,0,0,0,1,5,-105,광주
2018년 05월 25일,33,31,5,4,1,0,0,1,1,2,0,5,0,0,0,0,0,-44,잠실
2018년 05월 25일,43,36,15,8,2,1,4,13,13,5,2,7,1,1,0,1,1,493,고척
2018년 05월 25일,35,30,9,8,0,0,1,5,5,3,0,9,1,1,2,0,0,138,인천
2018년 05월 25일,40,38,14,8,4,0,2,13,13,2,0,6,0,0,0,0,0,370,수원
2018년 05월 25일,37,35,12,11,0,0,1,2,2,1,0,10,0,0,1,1,0,67,마산
2018년 05월 26일,41,34,10,7,3,0,0,6,5,4,2,5,1,0,1,0,0,161,잠실
2018년 05월 26일,35,33,10,8,2,0,0,3,3,2,0,9,1,0,0,1,0,66,고척
2018년 05월 26일,42,37,14,10,4,0,0,7,6,3,2,4,0,0,0,1,0,217,인천
2018년 05월 26일,32,30,3,1,2,0,0,0,0,2,0,5,0,0,0,0,0,-60,수원
2018년 05월 26일,39,34,11,8,2,0,1,5,5,4,0,8,2,0,1,0,0,194,마산
2018년 05월 27일,35,33,11,4,5,0,2,8,8,1,0,5,1,0,1,0,0,295,잠실
2018년 05월 27일,40,35,9,6,2,0,1,4,4,4,0,11,1,0,1,0,0,100,고척
2018년 05월 27일,48,42,14,11,2,0,1,5,5,4,1,4,0,0,1,2,5,138,인천
2018년 05월 27일,34,32,9,4,1,0,4,8,6,1,1,5,0,1,0,0,0,279,수원
2018년 05월 27일,34,29,4,4,0,0,0,1,1,4,1,6,0,0,0,2,1,-61,마산
2018년 05월 29일,,,,,,,,,,,,,,,,,,,잠실
2018년 05월 29일,41,29,8,5,2,1,0,7,7,10,0,4,0,1,2,0,0,211,대전
2018년 05월 29일,42,38,11,8,1,0,2,4,4,2,1,2,0,0,1,1,0,172,대구
2018년 05월 29일,42,36,10,8,0,0,2,8,8,4,1,2,1,0,1,0,0,228,광주
2018년 05월 29일,36,35,9,7,1,1,0,3,3,0,0,7,1,0,1,0,0,49,사직
2018년 05월 30일,39,34,13,7,5,0,1,11,10,3,1,5,0,0,1,2,0,319,잠실
2018년 05월 30일,44,41,15,12,2,0,1,10,8,3,0,5,1,0,0,2,2,242,대전
2018년 05월 30일,31,27,6,5,0,0,1,4,4,1,1,3,2,0,2,2,0,121,대구
