,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2016년 06월 05일,42,39,12,10,2,0,0,2,2,2,1,7,0,0,0,0,1,40,수원
2016년 06월 05일,49,40,10,8,2,0,0,6,6,5,2,5,1,0,2,1,0,159,대구
2016년 06월 05일,37,35,8,5,2,0,1,4,3,2,0,4,1,0,0,1,1,107,광주
2016년 06월 05일,53,44,17,10,4,0,3,14,14,7,1,8,0,0,1,0,0,483,사직
2016년 06월 07일,43,35,10,6,2,1,1,8,8,5,2,2,0,0,1,3,0,256,잠실
2016년 06월 07일,51,39,12,9,1,0,2,9,8,11,0,8,0,0,1,0,0,306,인천
2016년 06월 07일,46,42,13,8,3,1,1,9,9,3,0,6,0,0,1,1,0,259,수원
2016년 06월 07일,35,31,7,4,0,2,1,3,3,4,0,8,0,1,0,2,0,75,대전
2016년 06월 07일,33,32,5,4,0,0,1,1,1,1,0,9,1,0,0,0,0,-27,마산
2016년 06월 08일,46,40,16,13,2,0,1,6,6,3,3,7,0,2,0,1,1,200,잠실
2016년 06월 08일,37,32,7,4,2,0,1,3,3,4,0,6,1,0,1,1,0,107,인천
2016년 06월 08일,36,33,8,6,2,0,0,4,4,2,0,3,0,0,1,0,0,74,수원
2016년 06월 08일,34,31,4,3,0,0,1,3,3,3,0,5,0,0,0,1,0,0,대전
2016년 06월 08일,43,38,11,9,2,0,0,3,3,4,1,11,0,0,0,0,0,53,마산
2016년 06월 09일,38,36,9,5,4,0,0,4,2,1,1,5,0,0,0,1,0,51,잠실
2016년 06월 09일,38,29,7,5,1,0,1,5,5,7,0,6,4,0,2,2,0,163,인천
2016년 06월 09일,42,37,11,9,2,0,0,7,4,2,1,5,1,0,2,0,0,110,수원
2016년 06월 09일,48,44,16,14,1,0,1,12,11,3,0,8,1,0,1,0,1,288,대전
2016년 06월 09일,38,33,11,8,3,0,0,4,4,3,1,11,0,0,1,2,2,58,마산
2016년 06월 10일,38,34,9,7,2,0,0,3,3,3,0,8,1,1,1,0,0,53,잠실
2016년 06월 10일,53,50,17,15,2,0,0,6,6,2,0,11,7,3,1,0,1,204,고척
2016년 06월 10일,44,37,13,10,1,0,2,6,6,5,2,8,1,0,0,2,0,263,인천
2016년 06월 10일,40,35,7,7,0,0,0,1,1,4,0,5,0,1,1,0,0,-20,대전
2016년 06월 10일,33,32,5,3,2,0,0,0,0,1,0,5,0,0,0,0,0,-52,광주
2016년 06월 11일,48,34,11,8,3,0,0,10,10,9,1,7,0,0,4,2,0,298,잠실
2016년 06월 11일,38,34,8,7,1,0,0,2,1,3,0,10,1,0,1,1,0,-7,고척
2016년 06월 11일,44,41,12,8,1,0,3,7,7,3,0,10,0,0,0,0,0,247,인천
2016년 06월 11일,42,38,13,11,2,0,0,5,4,2,1,7,0,0,1,1,1,102,대전
2016년 06월 11일,37,32,8,6,2,0,0,5,5,2,0,6,0,0,3,1,0,95,광주
2016년 06월 12일,42,42,9,6,1,1,1,4,3,0,0,11,0,0,0,1,1,15,잠실
2016년 06월 12일,34,29,2,2,0,0,0,1,1,5,0,8,1,0,0,0,0,-65,고척
2016년 06월 12일,45,40,16,9,5,0,2,11,11,5,0,7,0,1,0,2,0,380,인천
2016년 06월 12일,40,35,12,8,2,0,2,5,5,2,1,5,1,0,2,2,1,215,대전
2016년 06월 12일,49,42,18,15,2,0,1,10,10,4,0,3,1,0,3,0,1,359,광주
2016년 06월 14일,45,38,14,11,1,1,1,10,10,6,0,6,3,1,1,1,0,335,잠실
2016년 06월 14일,39,36,10,7,3,0,0,6,6,3,0,3,1,0,0,1,0,134,고척
2016년 06월 14일,39,34,7,5,0,0,2,3,3,4,1,9,0,1,0,0,1,72,수원
2016년 06월 14일,37,35,9,6,1,0,2,4,3,1,1,7,2,1,0,0,1,143,대구
2016년 06월 14일,42,36,11,6,1,0,4,8,8,5,1,9,0,0,0,1,2,288,광주
2016년 06월 15일,,,,,,,,,,,,,,,,,,,잠실
2016년 06월 15일,46,36,10,8,2,0,0,11,11,7,1,3,1,0,2,0,1,256,고척
2016년 06월 15일,,,,,,,,,,,,,,,,,,,수원
2016년 06월 15일,45,39,15,8,4,1,2,13,13,5,1,8,0,0,0,2,1,415,대구
2016년 06월 15일,42,39,13,11,2,0,0,7,7,2,0,8,0,0,1,0,0,177,광주
2016년 06월 16일,38,32,7,5,1,0,1,3,3,4,1,5,0,0,1,1,0,94,잠실
2016년 06월 16일,41,37,14,11,3,0,0,7,6,3,0,6,1,2,1,2,0,164,고척
2016년 06월 16일,38,37,12,10,0,1,1,4,4,0,1,4,0,0,0,2,1,111,수원
2016년 06월 16일,46,45,21,15,4,0,2,11,11,1,0,4,0,0,0,2,0,409,대구
2016년 06월 16일,50,40,15,8,3,1,3,13,13,6,2,2,2,0,2,1,0,615,광주
2016년 06월 17일,40,34,12,10,1,0,1,6,6,2,1,4,0,0,3,1,0,210,잠실
2016년 06월 17일,44,40,16,11,2,1,2,11,11,3,0,5,0,0,1,1,1,364,수원
2016년 06월 17일,39,32,6,4,0,0,2,5,4,7,0,9,1,0,0,1,0,122,청주
2016년 06월 17일,38,34,7,4,1,0,2,2,2,4,0,4,0,1,0,0,1,74,대구
2016년 06월 17일,48,44,19,12,5,1,1,12,12,3,0,10,3,1,1,0,0,413,사직
2016년 06월 18일,34,33,4,4,0,0,0,1,0,0,1,8,2,0,0,0,1,-94,잠실
2016년 06월 18일,44,41,16,13,3,0,0,7,7,2,0,10,3,0,1,2,2,199,수원
2016년 06월 18일,47,41,13,9,3,0,1,11,9,4,0,10,2,0,2,0,1,262,청주
2016년 06월 18일,43,36,11,8,2,0,1,6,6,6,0,5,1,1,1,0,1,203,대구
2016년 06월 18일,39,38,10,4,2,1,3,4,4,0,1,11,1,0,0,0,0,199,사직
2016년 06월 19일,46,39,13,11,0,0,2,9,9,5,1,5,1,0,1,1,0,296,잠실
2016년 06월 19일,55,47,22,15,2,0,5,15,15,6,1,6,0,0,1,3,0,615,수원
2016년 06월 19일,45,39,13,10,2,0,1,11,9,6,0,4,5,0,0,1,0,323,청주
2016년 06월 19일,37,32,5,4,1,0,0,3,2,5,0,9,2,0,0,0,0,17,대구
2016년 06월 19일,36,33,7,4,1,0,2,3,3,3,0,7,0,1,0,1,0,79,사직
2016년 06월 21일,30,30,3,1,1,0,1,1,1,0,0,7,0,0,0,0,1,-57,잠실
2016년 06월 21일,38,36,10,7,1,0,2,8,7,1,1,4,0,1,0,0,1,186,고척
2016년 06월 21일,42,40,13,9,3,0,1,9,8,1,0,10,0,0,1,0,1,203,인천
2016년 06월 21일,39,35,10,8,1,0,1,6,6,3,0,11,2,0,1,2,0,134,광주
2016년 06월 21일,41,36,11,6,2,1,2,8,8,3,1,6,1,0,1,2,0,279,마산
2016년 06월 22일,,,,,,,,,,,,,,,,,,,잠실
2016년 06월 22일,34,32,6,3,3,0,0,1,1,2,0,8,1,0,0,1,0,-8,고척
2016년 06월 22일,35,33,6,6,0,0,0,2,2,2,0,4,0,0,0,1,0,-27,인천
2016년 06월 22일,60,52,26,17,9,0,0,18,18,6,0,5,0,0,2,0,1,575,광주
2016년 06월 22일,,,,,,,,,,,,,,,,,,,마산
2016년 06월 23일,44,35,10,6,3,1,0,9,9,6,2,7,0,0,1,0,1,229,잠실
2016년 06월 23일,43,37,11,8,3,0,0,4,3,4,0,8,2,0,2,1,0,126,고척
2016년 06월 23일,36,33,6,4,2,0,0,2,2,3,0,13,0,0,0,0,3,-74,인천
2016년 06월 23일,33,33,6,2,3,0,1,2,2,0,0,10,0,0,0,0,2,8,광주
2016년 06월 23일,47,43,10,8,2,0,0,3,3,2,1,11,1,1,1,1,0,22,마산
2016년 06월 24일,38,32,8,5,1,0,2,7,7,5,0,4,0,0,1,1,0,191,잠실
2016년 06월 24일,37,36,10,10,0,0,0,3,1,1,0,6,0,0,0,2,0,-5,인천
2016년 06월 24일,43,40,13,11,1,0,1,4,4,2,0,5,0,0,1,1,0,143,대전
2016년 06월 24일,38,33,8,7,0,0,1,5,5,4,0,8,1,0,1,1,2,96,대구
2016년 06월 24일,42,33,8,5,2,0,1,6,5,6,2,8,1,0,1,1,0,162,마산
2016년 06월 25일,46,38,13,10,2,0,1,8,7,6,1,6,2,0,1,4,0,264,잠실
2016년 06월 25일,42,35,8,6,0,0,2,8,7,4,1,9,3,0,2,0,1,212,인천
2016년 06월 25일,35,31,5,4,0,0,1,1,1,4,0,4,1,0,0,1,0,13,대전
2016년 06월 25일,58,51,20,16,1,0,3,13,13,6,1,6,3,0,0,0,0,493,대구
2016년 06월 25일,47,38,10,8,1,0,1,9,6,9,0,10,1,0,0,1,1,172,마산
2016년 06월 26일,33,30,6,5,1,0,0,1,1,2,1,8,1,1,0,2,0,-37,잠실
2016년 06월 26일,43,38,12,10,0,0,2,5,5,4,1,11,1,0,0,1,0,183,인천
2016년 06월 26일,46,42,15,10,4,0,1,12,12,3,1,9,1,0,0,0,0,326,대전
2016년 06월 26일,43,39,11,6,1,0,4,8,8,4,0,7,1,0,0,0,1,288,대구
2016년 06월 26일,52,41,16,6,7,1,2,15,13,9,1,9,1,0,1,1,0,497,마산
2016년 06월 28일,41,34,10,6,2,0,2,3,2,7,0,5,0,1,0,2,0,146,잠실
2016년 06월 28일,42,38,14,5,4,0,5,13,13,1,1,7,0,1,2,0,1,487,고척
2016년 06월 28일,48,46,19,9,7,0,3,11,11,2,0,3,0,0,0,1,0,458,수원
2016년 06월 28일,38,34,9,8,1,0,0,2,2,3,1,5,0,0,0,1,0,33,광주
2016년 06월 28일,38,33,6,5,0,0,1,4,3,4,1,9,2,0,0,0,1,34,사직
2016년 06월 29일,51,38,12,8,2,1,1,10,9,10,1,6,1,0,2,0,1,316,잠실
2016년 06월 29일,36,33,9,8,1,0,0,4,4,2,1,9,0,0,0,2,0,31,고척
2016년 06월 29일,45,40,15,10,2,1,2,7,7,5,0,8,0,1,0,0,0,290,수원
2016년 06월 29일,37,34,10,8,1,0,1,4,4,2,1,8,1,1,0,1,0,102,광주
2016년 06월 29일,44,34,10,5,4,1,0,4,4,8,0,5,1,0,2,1,1,186,사직
2016년 06월 30일,31,27,0,0,0,0,0,0,0,3,1,9,0,0,0,0,0,-129,잠실
2016년 06월 30일,45,38,13,12,1,0,0,5,5,5,1,8,0,0,1,1,0,135,고척
2016년 06월 30일,39,36,10,7,1,0,2,5,5,1,2,8,0,0,0,2,1,132,수원
2016년 06월 30일,54,47,16,13,1,0,2,10,9,6,0,5,2,0,1,1,1,304,광주
2016년 06월 30일,48,40,11,7,3,1,0,6,6,6,1,12,0,1,1,1,0,128,사직
2016년 07월 01일,,,,,,,,,,,,,,,,,,,잠실
2016년 07월 01일,46,38,14,11,1,1,1,7,7,6,0,8,0,0,2,1,0,246,고척
2016년 07월 01일,,,,,,,,,,,,,,,,,,,대전
2016년 07월 01일,,,,,,,,,,,,,,,,,,,사직
2016년 07월 01일,,,,,,,,,,,,,,,,,,,마산
2016년 07월 02일,35,34,8,6,0,0,2,4,3,1,0,5,3,0,0,0,1,128,잠실
2016년 07월 02일,37,37,10,6,0,0,4,5,5,0,0,7,0,0,0,0,1,193,고척
2016년 07월 02일,39,32,11,9,1,0,1,4,2,7,0,5,1,1,0,3,0,127,대전
2016년 07월 02일,,,,,,,,,,,,,,,,,,,사직
2016년 07월 02일,,,,,,,,,,,,,,,,,,,마산
2016년 07월 03일,48,41,17,13,2,1,1,9,9,4,0,6,1,0,3,0,0,337,잠실
2016년 07월 03일,52,46,16,14,0,0,2,6,6,4,0,9,1,0,2,2,2,199,고척
2016년 07월 03일,,,,,,,,,,,,,,,,,,,대전
2016년 07월 03일,,,,,,,,,,,,,,,,,,,사직
2016년 07월 03일,,,,,,,,,,,,,,,,,,,마산
2016년 07월 05일,,,,,,,,,,,,,,,,,,,잠실
2016년 07월 05일,,,,,,,,,,,,,,,,,,,인천
2016년 07월 05일,,,,,,,,,,,,,,,,,,,수원
2016년 07월 05일,37,33,7,3,4,0,0,3,3,2,1,5,0,0,1,0,1,45,대구
2016년 07월 05일,,,,,,,,,,,,,,,,,,,마산
2016년 07월 06일,41,35,9,6,2,1,0,6,6,6,0,5,0,0,0,1,1,139,잠실
2016년 07월 06일,51,42,16,11,3,1,1,13,13,8,1,6,3,0,0,0,0,421,인천
2016년 07월 06일,42,33,10,8,1,0,1,7,7,7,1,9,3,1,1,2,0,217,수원
2016년 07월 06일,,,,,,,,,,,,,,,,,,,대구
2016년 07월 06일,39,35,9,7,1,1,0,3,3,2,1,6,0,0,1,1,0,59,마산
2016년 07월 07일,35,34,7,4,3,0,0,1,1,1,0,4,0,0,0,0,0,13,잠실
2016년 07월 07일,46,44,18,11,2,1,4,14,14,2,0,8,0,1,0,1,1,476,인천
2016년 07월 07일,42,32,10,7,3,0,0,5,4,5,1,5,0,0,4,1,1,150,수원
2016년 07월 07일,45,39,14,6,5,0,3,11,11,5,1,3,2,1,0,1,0,420,대구
2016년 07월 07일,37,35,9,5,2,0,2,4,4,2,0,12,0,0,0,1,0,100,마산
2016년 07월 08일,47,42,18,13,2,0,3,12,11,4,0,5,2,0,1,2,0,445,잠실
2016년 07월 08일,42,39,11,7,2,0,2,11,9,3,0,8,0,0,0,0,1,240,고척
2016년 07월 08일,35,32,9,8,1,0,0,3,3,2,0,4,1,0,1,2,1,37,인천
2016년 07월 08일,42,33,8,7,1,0,0,3,3,7,1,6,0,0,1,1,0,62,대전
2016년 07월 08일,38,35,9,4,4,0,1,5,5,2,0,4,3,0,1,0,1,161,사직
2016년 07월 09일,44,41,13,11,1,0,1,6,6,2,0,8,2,1,1,1,1,147,잠실
2016년 07월 09일,42,36,10,4,5,0,1,4,4,4,0,5,0,0,2,0,0,177,고척
2016년 07월 09일,46,38,13,10,3,0,0,8,8,7,0,4,2,1,1,0,2,217,인천
2016년 07월 09일,48,46,11,7,1,0,3,4,4,2,0,5,1,1,0,0,0,183,대전
2016년 07월 09일,58,44,15,10,1,0,4,12,11,10,1,7,1,1,3,0,1,441,사직
2016년 07월 10일,46,43,16,8,3,0,5,13,12,1,2,8,0,0,0,0,0,466,잠실
2016년 07월 10일,44,35,10,8,1,1,0,7,6,7,0,6,2,0,2,1,0,187,고척
2016년 07월 10일,37,31,7,5,0,0,2,7,6,4,1,4,0,1,1,2,0,187,인천
2016년 07월 10일,41,33,9,9,0,0,0,6,6,5,0,3,2,0,3,0,2,131,대전
2016년 07월 10일,44,37,12,8,3,0,1,6,6,5,1,9,2,0,1,1,0,234,사직
2016년 07월 12일,37,29,7,7,0,0,0,4,4,5,0,2,0,0,3,2,1,67,잠실
2016년 07월 12일,40,34,10,6,2,0,2,7,6,4,0,8,2,1,2,0,0,250,수원
2016년 07월 12일,40,36,11,10,1,0,0,4,3,3,0,7,0,0,1,0,2,46,포항
2016년 07월 12일,44,41,14,9,2,0,3,7,7,2,0,9,0,1,1,1,0,274,광주
2016년 07월 12일,44,38,13,10,0,0,3,9,9,5,1,8,1,1,0,0,0,314,마산
2016년 07월 13일,37,37,11,8,2,1,0,7,7,0,0,6,0,0,0,0,1,135,잠실
2016년 07월 13일,45,33,9,5,2,0,2,11,10,9,1,10,3,1,2,0,1,308,수원
2016년 07월 13일,50,46,20,11,6,0,3,13,10,2,1,7,2,0,1,0,0,475,포항
2016년 07월 13일,38,36,9,7,2,0,0,3,3,1,1,2,1,0,0,0,1,56,광주
2016년 07월 13일,33,31,5,1,3,0,1,2,2,2,0,8,0,0,0,0,0,18,마산
2016년 07월 14일,40,37,11,6,2,1,2,7,7,2,1,9,3,1,0,0,1,265,잠실
2016년 07월 14일,43,39,17,11,3,0,3,10,10,4,0,7,0,4,0,0,0,381,수원
2016년 07월 14일,45,38,6,3,0,1,2,4,3,6,1,11,2,1,0,0,0,110,포항
2016년 07월 14일,46,36,11,5,2,1,3,11,10,8,0,4,0,1,2,1,1,361,광주
2016년 07월 14일,35,34,8,4,1,0,3,3,3,0,1,7,0,0,0,1,3,86,마산
2016년 07월 19일,36,31,5,4,0,1,0,1,1,4,0,6,1,0,1,0,0,-1,잠실
2016년 07월 19일,50,42,15,11,2,0,2,12,11,7,1,8,1,0,0,0,0,358,고척
2016년 07월 19일,45,38,11,8,3,0,0,7,7,6,1,6,0,0,0,0,0,158,대전
2016년 07월 19일,41,34,11,6,4,0,1,6,6,3,1,8,2,0,3,2,1,219,사직
2016년 07월 19일,41,34,10,7,2,0,1,5,5,5,1,12,0,1,1,1,0,141,마산
2016년 07월 20일,35,28,4,2,0,0,2,5,5,5,1,2,1,0,1,2,2,135,잠실
2016년 07월 20일,38,35,10,7,1,0,2,3,3,3,0,8,1,0,0,1,1,113,고척
2016년 07월 20일,43,34,9,6,3,0,0,4,4,7,0,9,1,1,2,0,0,108,대전
2016년 07월 20일,42,35,10,5,3,0,2,6,6,6,1,5,1,0,0,1,1,218,사직
2016년 07월 20일,36,31,6,5,1,0,0,2,2,3,2,12,1,0,0,1,1,-43,마산
2016년 07월 21일,39,31,9,8,0,1,0,6,6,3,0,3,0,0,5,1,1,154,잠실
2016년 07월 21일,40,35,9,9,0,0,0,4,4,4,0,4,2,0,1,0,1,69,고척
2016년 07월 21일,31,30,3,2,0,0,1,1,1,0,1,9,1,0,0,0,1,-54,대전
2016년 07월 21일,35,34,7,5,1,0,1,1,1,1,0,11,0,0,0,0,1,-19,사직
2016년 07월 21일,39,33,9,4,3,0,2,4,4,4,1,8,0,0,1,2,0,167,마산
2016년 07월 22일,52,40,16,12,3,0,1,14,13,8,2,4,0,1,2,1,0,412,잠실
2016년 07월 22일,50,43,14,8,3,1,2,6,6,5,0,4,3,1,2,1,2,281,인천
2016년 07월 22일,42,40,12,9,1,0,2,6,5,1,0,8,1,0,1,0,0,182,수원
2016년 07월 22일,37,33,8,5,1,0,2,4,4,3,0,7,0,0,1,0,0,130,광주
2016년 07월 22일,35,30,5,2,2,0,1,2,2,4,0,5,1,0,1,1,2,26,사직
2016년 07월 23일,38,30,8,5,1,0,2,7,7,6,1,5,1,0,1,2,0,213,잠실
2016년 07월 23일,49,38,12,6,4,1,1,10,9,10,0,3,1,0,1,1,0,354,인천
2016년 07월 23일,47,39,18,12,3,1,2,12,11,5,0,5,4,0,3,3,0,477,수원
2016년 07월 23일,45,34,11,9,2,0,0,5,4,6,3,5,1,0,2,2,0,180,광주
2016년 07월 23일,45,41,15,11,3,0,1,6,6,3,0,3,0,0,1,2,0,209,사직
2016년 07월 24일,41,37,11,9,1,0,1,3,3,3,0,2,1,0,1,0,1,144,잠실
2016년 07월 24일,33,30,5,3,1,0,1,3,2,3,0,4,2,1,0,0,1,38,인천
2016년 07월 24일,37,33,6,6,0,0,0,1,1,4,0,10,0,0,0,0,2,-68,수원
2016년 07월 24일,44,34,10,3,2,1,4,8,7,8,0,5,0,0,2,1,1,364,광주
2016년 07월 24일,44,38,14,12,1,0,1,8,8,6,0,3,0,0,0,2,0,254,사직
2016년 07월 26일,51,44,17,10,4,0,3,12,12,6,1,6,1,1,0,0,1,447,잠실
2016년 07월 26일,36,32,8,2,2,0,4,7,7,2,0,4,1,0,2,0,0,306,고척
2016년 07월 26일,43,39,12,5,5,0,2,9,9,3,1,7,0,0,0,0,2,288,대전
2016년 07월 26일,41,34,8,4,2,0,2,5,4,4,1,5,0,0,2,0,1,206,대구
2016년 07월 26일,35,33,8,8,0,0,0,0,0,2,0,4,0,1,0,1,0,-35,광주
2016년 07월 27일,32,29,3,2,0,1,0,1,1,3,0,11,0,0,0,2,2,-83,잠실
2016년 07월 27일,39,36,9,7,1,0,1,4,4,2,1,3,0,0,0,1,0,95,고척
2016년 07월 27일,32,29,4,4,0,0,0,0,0,3,0,4,0,0,0,2,1,-78,대전
2016년 07월 27일,38,36,10,7,0,0,3,6,6,2,0,8,0,0,0,1,1,183,대구
2016년 07월 27일,36,34,8,7,0,0,1,3,3,2,0,3,0,0,0,2,0,46,광주
2016년 07월 28일,39,34,6,4,1,0,1,2,2,3,2,13,1,0,0,0,2,5,잠실
2016년 07월 28일,36,31,6,4,2,0,0,1,0,5,0,10,0,0,0,2,2,-59,고척
2016년 07월 28일,42,40,13,9,2,0,2,8,8,1,1,9,0,0,0,1,2,203,대전
2016년 07월 28일,45,34,11,8,2,0,1,9,9,8,1,7,5,0,2,2,1,328,대구
2016년 07월 28일,34,32,9,7,1,0,1,3,3,2,0,3,1,0,0,4,1,84,광주
2016년 07월 29일,50,42,11,5,3,1,2,9,9,7,1,5,0,1,0,1,1,293,잠실
2016년 07월 29일,52,44,19,11,5,0,3,14,13,5,1,7,0,0,2,0,1,502,인천
2016년 07월 29일,43,37,13,11,1,0,1,11,10,4,1,5,4,0,1,2,0,299,수원
2016년 07월 29일,49,41,11,10,0,0,1,5,5,4,2,7,2,1,2,2,0,129,대구
2016년 07월 29일,35,32,8,7,1,0,0,2,2,2,0,7,0,1,1,1,0,33,마산
2016년 07월 30일,45,33,13,7,4,2,0,10,9,6,1,8,0,0,5,2,1,293,잠실
2016년 07월 30일,36,31,5,4,0,0,1,2,2,4,1,9,1,1,0,0,1,21,인천
2016년 07월 30일,43,34,11,10,0,0,1,3,3,7,1,7,0,2,1,0,1,104,수원
2016년 07월 30일,,,,,,,,,,,,,,,,,,,대구
2016년 07월 30일,46,39,14,10,3,0,1,13,11,6,0,7,1,0,1,1,0,319,마산
2016년 07월 31일,34,32,8,4,3,1,0,4,4,1,0,3,0,0,1,2,0,87,잠실
2016년 07월 31일,43,35,11,8,3,0,0,6,6,7,0,6,2,1,1,0,1,181,인천
2016년 07월 31일,32,28,4,3,1,0,0,2,2,4,0,6,0,1,0,0,1,-18,수원
2016년 07월 31일,,,,,,,,,,,,,,,,,,,대구
2016년 07월 31일,41,37,10,8,2,0,0,8,8,3,1,5,0,0,0,0,1,116,마산
2016년 08월 02일,33,33,7,5,1,0,1,1,1,0,0,6,0,0,0,1,2,-27,잠실
2016년 08월 02일,,,,,,,,,,,,,,,,,,,인천
2016년 08월 02일,45,42,16,15,1,0,0,9,8,2,0,4,1,1,1,0,0,201,광주
2016년 08월 02일,,,,,,,,,,,,,,,,,,,사직
2016년 08월 02일,,,,,,,,,,,,,,,,,,,마산
2016년 08월 03일,44,36,11,9,0,1,1,7,7,7,0,8,1,1,1,0,0,223,잠실
2016년 08월 03일,35,34,7,4,2,0,1,4,4,1,0,3,2,1,0,1,1,80,인천
2016년 08월 03일,50,39,13,12,1,0,0,8,8,8,3,5,0,0,0,2,1,205,광주
2016년 08월 03일,44,38,14,10,3,0,1,5,4,4,1,6,1,0,1,2,1,189,사직
2016년 08월 03일,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-8,마산
2016년 08월 04일,51,49,18,13,3,0,2,6,5,0,0,5,1,2,2,0,0,271,잠실
2016년 08월 04일,39,36,10,9,0,0,1,6,3,2,1,10,0,1,0,1,1,68,인천
2016년 08월 04일,40,40,14,9,4,1,0,5,5,0,0,7,0,1,0,1,2,124,광주
2016년 08월 04일,42,36,10,5,3,0,2,5,5,6,0,14,1,1,0,0,0,190,사직
2016년 08월 04일,37,31,4,4,0,0,0,2,2,6,0,11,0,0,0,0,1,-58,마산
2016년 08월 05일,31,30,4,2,2,0,0,1,1,0,1,5,0,0,0,1,1,-73,잠실
2016년 08월 05일,40,40,13,8,1,0,4,7,7,0,0,8,0,0,0,0,1,273,고척
2016년 08월 05일,40,35,9,9,0,0,0,4,4,3,2,6,0,0,0,0,1,38,대전
2016년 08월 05일,36,33,9,6,1,0,2,5,4,2,0,5,1,0,1,1,1,141,대구
2016년 08월 05일,32,31,7,6,1,0,0,2,2,1,0,4,1,0,0,3,1,-14,사직
2016년 08월 06일,35,33,9,8,1,0,0,1,1,1,0,7,0,1,1,1,0,-7,잠실
2016년 08월 06일,46,40,16,13,2,0,1,7,6,3,1,4,3,0,2,1,0,291,고척
2016년 08월 06일,45,40,16,11,3,0,2,11,11,3,0,4,1,1,2,0,0,390,대전
2016년 08월 06일,46,40,16,9,3,0,4,13,12,5,1,4,0,1,0,1,1,466,대구
2016년 08월 06일,34,29,4,2,1,1,0,1,1,5,0,2,1,1,0,1,1,7,사직
2016년 08월 07일,43,40,13,11,1,0,1,4,4,3,0,8,0,0,0,0,2,111,잠실
2016년 08월 07일,41,39,13,10,3,0,0,1,1,2,0,12,2,1,0,0,0,54,고척
2016년 08월 07일,41,35,10,9,0,0,1,3,3,3,2,6,1,0,1,1,5,54,대전
2016년 08월 07일,41,38,11,7,3,0,1,7,7,2,1,6,1,0,0,0,1,172,대구
2016년 08월 07일,48,42,17,10,4,0,3,12,11,3,2,8,1,0,1,2,1,421,사직
2016년 08월 09일,37,34,8,5,2,1,0,4,4,1,2,7,0,0,0,1,0,62,잠실
2016년 08월 09일,44,37,13,9,1,0,3,9,9,3,2,7,0,1,2,0,1,329,인천
2016년 08월 09일,38,37,12,8,3,0,1,6,6,1,0,6,0,1,0,0,1,166,수원
2016년 08월 09일,38,35,9,7,1,0,1,6,6,3,0,6,0,0,0,1,1,106,대전
2016년 08월 09일,36,32,6,5,1,0,0,0,0,4,0,7,0,0,0,1,1,-54,마산
2016년 08월 10일,50,44,19,14,5,0,0,12,12,5,1,5,1,0,0,2,0,370,잠실
2016년 08월 10일,41,35,13,10,2,0,1,5,4,6,0,9,3,3,0,2,1,196,인천
2016년 08월 10일,40,37,14,9,4,0,1,5,4,1,0,4,0,1,2,0,1,205,수원
2016년 08월 10일,53,46,19,15,3,0,1,16,13,4,2,5,1,0,1,0,0,428,대전
2016년 08월 10일,49,42,13,12,1,0,0,5,5,5,1,6,3,0,1,1,2,122,마산
2016년 08월 11일,40,37,11,10,1,0,0,2,2,2,1,9,1,0,0,2,2,8,잠실
2016년 08월 11일,45,41,13,10,1,0,2,7,7,3,0,8,0,1,1,0,2,188,고척
2016년 08월 11일,43,37,10,9,1,0,0,3,3,5,0,6,0,0,1,0,0,43,인천
2016년 08월 11일,45,41,13,10,1,0,2,6,6,3,1,7,0,0,0,0,0,220,대구
2016년 08월 11일,36,34,10,8,1,0,1,3,3,2,0,6,0,1,0,2,0,104,울산
2016년 08월 12일,44,37,8,5,2,0,1,5,4,5,2,8,0,0,0,0,1,94,잠실
2016년 08월 12일,40,35,11,9,1,0,1,8,8,2,2,3,3,1,1,2,0,241,고척
2016년 08월 12일,37,35,8,7,1,0,0,5,5,2,0,11,0,0,0,0,2,2,인천
2016년 08월 12일,41,34,10,6,0,1,3,8,8,3,2,6,1,0,2,0,2,294,대구
2016년 08월 12일,34,32,7,5,0,1,1,3,3,2,0,9,0,0,0,2,1,13,울산
2016년 08월 13일,33,31,7,7,0,0,0,0,0,2,0,7,0,1,0,0,0,-59,잠실
2016년 08월 13일,39,34,7,4,1,0,2,3,3,3,2,8,1,0,0,0,1,104,인천
2016년 08월 13일,39,36,11,7,2,1,1,5,5,3,0,5,2,1,0,1,0,177,대구
2016년 08월 13일,40,36,9,8,1,0,0,4,3,4,0,10,0,1,0,0,0,6,광주
2016년 08월 13일,35,33,6,4,0,0,2,2,2,1,1,6,1,0,0,1,1,50,마산
2016년 08월 14일,32,32,6,4,1,0,1,1,1,0,0,4,1,0,0,0,0,12,잠실
2016년 08월 14일,42,30,7,5,2,0,0,5,5,10,0,7,2,0,2,2,0,130,인천
2016년 08월 14일,39,36,12,10,2,0,0,2,2,3,0,6,0,0,0,1,0,67,대구
2016년 08월 14일,39,36,8,6,1,0,1,3,3,3,0,7,0,0,0,0,0,97,광주
2016년 08월 14일,44,40,13,10,2,0,1,6,6,3,1,6,1,0,0,0,0,207,마산
2016년 08월 16일,40,34,9,8,1,0,0,4,3,4,1,8,0,0,1,1,0,50,잠실
2016년 08월 16일,35,31,3,2,1,0,0,1,0,4,0,6,0,0,0,0,2,-96,고척
