,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,HP,SO,SB,CS,SH,GDP,E,컴프야P,ground
2019년 03월 30일,31,28,3,3,0,0,0,1,1,1,1,8,1,0,1,0,2,-89,고척
2019년 03월 30일,37,32,6,5,1,0,0,2,2,4,1,10,0,1,0,0,1,-33,수원
2019년 03월 30일,41,35,12,9,3,0,0,5,5,4,2,10,0,0,0,2,2,87,대전
2019년 03월 30일,34,30,5,2,2,0,1,4,4,4,0,4,0,0,0,2,0,87,대구
2019년 03월 31일,44,35,9,5,2,1,1,5,5,6,0,6,3,0,3,0,2,170,잠실
2019년 03월 31일,41,36,9,6,1,1,1,8,8,3,2,11,1,0,0,1,0,177,고척
2019년 03월 31일,39,32,7,7,0,0,0,4,4,5,1,4,0,0,1,1,0,69,수원
2019년 03월 31일,39,33,8,5,0,0,3,6,6,5,1,5,0,0,0,1,0,219,대전
2019년 03월 31일,41,35,9,6,0,1,2,9,9,5,1,12,2,0,0,1,1,227,대구
2019년 04월 02일,34,29,5,4,1,0,0,0,0,3,2,3,0,0,0,3,2,-63,잠실
2019년 04월 02일,42,36,10,6,3,0,1,5,5,4,2,7,1,1,0,0,0,180,인천
2019년 04월 02일,34,30,6,6,0,0,0,2,2,4,0,10,1,0,0,3,1,-43,대전
2019년 04월 02일,42,33,7,4,2,1,0,4,3,6,2,9,1,0,1,0,2,50,대구
2019년 04월 02일,44,38,13,10,1,1,1,8,8,6,0,12,1,0,0,1,1,211,창원
2019년 04월 03일,38,34,11,11,0,0,0,1,1,3,1,6,1,0,0,3,0,28,잠실
2019년 04월 03일,39,33,8,7,1,0,0,3,2,5,0,12,0,1,1,0,0,24,인천
2019년 04월 03일,44,36,11,9,1,0,1,7,6,5,1,8,2,0,2,0,0,219,대전
2019년 04월 03일,39,35,9,7,2,0,0,3,3,3,0,13,0,0,1,1,1,0,대구
2019년 04월 03일,34,32,8,8,0,0,0,1,1,1,0,4,1,0,1,2,2,-23,창원
2019년 04월 04일,37,35,8,6,1,0,1,4,4,1,1,8,0,0,0,1,0,67,잠실
2019년 04월 04일,49,44,12,10,1,0,1,6,5,4,1,13,0,0,0,1,0,94,인천
2019년 04월 04일,31,28,5,4,1,0,0,1,1,1,1,6,1,1,1,3,0,-38,대전
2019년 04월 04일,41,35,8,6,1,0,1,7,7,5,0,6,2,1,1,0,0,159,대구
2019년 04월 04일,41,37,12,10,1,0,1,6,5,3,0,8,2,1,1,1,1,144,창원
2019년 04월 05일,37,35,10,5,1,0,4,7,7,1,1,3,0,0,0,1,0,292,잠실
2019년 04월 05일,38,35,8,7,1,0,0,0,0,3,0,7,1,0,0,0,1,-29,인천
2019년 04월 05일,48,40,16,10,5,0,1,13,12,6,0,5,1,0,2,1,1,388,수원
2019년 04월 05일,43,37,11,9,1,0,1,4,4,6,0,11,1,0,0,1,2,93,광주
2019년 04월 05일,37,36,11,8,2,0,1,2,2,0,1,7,0,0,0,2,2,52,사직
2019년 04월 06일,39,34,9,4,5,0,0,6,5,2,2,6,0,0,1,1,0,139,잠실
2019년 04월 06일,31,30,3,1,2,0,0,1,1,0,0,8,1,0,1,0,0,-64,인천
2019년 04월 06일,37,30,7,5,1,0,1,1,1,6,1,1,0,1,0,3,0,67,수원
2019년 04월 06일,54,40,14,10,4,0,0,14,13,11,1,6,1,0,2,0,0,377,광주
2019년 04월 06일,41,37,11,7,3,0,1,7,7,3,0,13,4,0,1,0,1,182,사직
2019년 04월 07일,41,36,12,9,3,0,0,5,5,3,0,5,0,1,2,1,0,166,잠실
2019년 04월 07일,43,35,9,6,3,0,0,2,2,7,0,6,1,0,1,0,1,66,인천
2019년 04월 07일,36,30,5,3,0,0,2,3,3,5,0,3,0,0,1,1,1,87,수원
2019년 04월 07일,,,,,,,,,,,,,,,,,,,광주
2019년 04월 07일,39,36,19,14,3,0,2,16,16,3,0,7,0,0,0,2,0,482,사직
2019년 04월 09일,,,,,,,,,,,,,,,,,,,잠실
2019년 04월 09일,39,36,9,8,0,0,1,3,3,2,1,9,0,0,0,0,1,57,고척
2019년 04월 09일,,,,,,,,,,,,,,,,,,,대전
2019년 04월 09일,,,,,,,,,,,,,,,,,,,광주
2019년 04월 09일,,,,,,,,,,,,,,,,,,,사직
2019년 04월 10일,37,33,6,4,1,1,0,6,5,3,1,12,1,0,0,1,1,25,잠실
2019년 04월 10일,38,35,8,7,1,0,0,2,2,3,0,7,1,0,0,0,0,9,고척
2019년 04월 10일,41,36,11,8,2,0,1,8,7,4,1,7,0,0,0,1,2,176,대전
2019년 04월 10일,38,34,8,6,2,0,0,1,1,4,0,6,0,3,0,2,1,1,광주
2019년 04월 10일,35,31,6,4,1,1,0,3,1,3,0,5,1,1,1,1,1,25,사직
2019년 04월 11일,32,28,6,5,0,0,1,2,2,2,1,6,0,0,1,4,0,18,잠실
2019년 04월 11일,40,38,13,9,2,0,2,8,5,1,0,9,2,0,1,1,0,235,고척
2019년 04월 11일,35,33,8,6,2,0,0,1,1,2,0,9,0,1,0,1,0,-7,대전
2019년 04월 11일,38,36,12,10,2,0,0,4,4,0,1,9,0,1,1,1,0,91,광주
2019년 04월 11일,40,36,11,10,1,0,0,5,5,3,0,6,2,0,1,0,0,135,사직
2019년 04월 12일,34,31,7,6,1,0,0,0,0,3,0,9,0,0,0,2,0,-43,잠실
2019년 04월 12일,33,32,9,6,2,0,1,3,3,1,0,7,0,0,0,4,0,61,고척
2019년 04월 12일,50,46,12,10,2,0,0,4,3,2,0,10,1,0,2,1,0,43,인천
2019년 04월 12일,30,29,2,2,0,0,0,0,0,0,1,13,0,0,0,0,2,-157,대구
2019년 04월 12일,34,33,8,8,0,0,0,1,1,1,0,6,0,0,0,2,0,-21,창원
2019년 04월 13일,41,34,6,5,0,0,1,2,2,6,1,8,1,0,0,0,1,24,잠실
2019년 04월 13일,39,36,12,10,1,1,0,3,3,2,0,7,1,0,1,2,1,80,고척
2019년 04월 13일,36,33,8,5,1,0,2,6,6,1,1,5,0,0,1,1,0,162,인천
2019년 04월 13일,38,35,12,10,1,0,1,5,4,2,0,4,1,2,1,0,2,143,대구
2019년 04월 13일,39,36,10,8,0,0,2,5,5,3,0,10,0,0,0,0,1,114,창원
2019년 04월 14일,45,37,13,11,2,0,0,8,6,4,2,3,3,0,2,1,0,230,잠실
2019년 04월 14일,45,40,11,8,2,0,1,3,3,4,1,13,0,0,0,1,0,103,고척
2019년 04월 14일,37,35,9,6,1,0,2,4,4,2,0,6,0,0,0,0,0,140,인천
2019년 04월 14일,47,42,15,11,3,0,1,12,12,5,0,10,0,0,0,1,1,278,대구
2019년 04월 14일,37,36,9,8,1,0,0,1,1,0,1,6,0,0,0,1,1,-23,창원
2019년 04월 16일,36,36,8,8,0,0,0,3,3,0,0,6,0,0,0,0,0,-8,잠실
2019년 04월 16일,36,32,7,5,2,0,0,2,2,4,0,4,0,1,0,2,1,24,수원
2019년 04월 16일,42,36,10,6,3,0,1,4,4,6,0,7,2,2,0,0,2,147,포항
2019년 04월 16일,47,38,13,11,1,1,0,9,9,9,0,9,0,1,0,1,0,202,사직
2019년 04월 16일,49,40,9,9,0,0,0,7,7,4,3,8,1,0,2,1,1,109,창원
2019년 04월 17일,36,33,7,5,1,0,1,3,2,3,0,7,0,0,0,0,3,6,잠실
2019년 04월 17일,41,32,8,5,3,0,0,8,8,7,0,10,4,0,2,1,0,201,수원
2019년 04월 17일,39,35,11,8,3,0,0,5,5,3,0,3,0,0,1,1,1,139,포항
2019년 04월 17일,47,42,14,10,2,0,2,6,6,4,0,13,1,0,1,0,0,202,사직
2019년 04월 17일,56,47,13,11,2,0,0,4,3,6,1,14,1,0,2,0,1,61,창원
2019년 04월 18일,38,34,8,8,0,0,0,4,3,3,0,8,2,0,1,0,0,38,잠실
2019년 04월 18일,40,36,10,5,4,0,1,5,5,3,1,6,0,0,0,0,0,148,수원
2019년 04월 18일,45,38,8,5,2,1,0,4,4,5,0,6,0,0,2,3,0,70,포항
2019년 04월 18일,43,38,11,8,1,0,2,9,9,5,0,7,0,0,0,0,0,228,사직
2019년 04월 18일,38,38,9,5,2,0,2,6,5,0,0,11,0,1,0,0,0,128,창원
2019년 04월 19일,48,40,15,10,4,0,1,13,13,6,1,8,1,0,1,1,0,371,잠실
2019년 04월 19일,50,45,21,13,5,0,3,14,14,3,0,7,0,0,2,1,2,505,인천
2019년 04월 19일,51,46,13,10,1,0,2,3,3,5,0,13,3,0,0,0,0,151,대전
2019년 04월 19일,45,33,7,1,4,1,1,8,8,9,2,4,0,1,1,0,1,253,광주
2019년 04월 19일,40,35,10,8,2,0,0,6,4,4,0,6,2,1,1,0,2,125,사직
2019년 04월 20일,40,35,10,8,2,0,0,7,7,3,1,8,2,0,1,1,0,160,잠실
2019년 04월 20일,38,35,10,7,2,0,1,4,4,1,1,7,0,0,1,0,0,108,인천
2019년 04월 20일,43,38,12,8,4,0,0,5,5,3,0,8,0,0,2,0,1,121,대전
2019년 04월 20일,46,35,14,8,3,2,1,10,10,9,0,3,1,0,2,2,0,401,광주
2019년 04월 20일,45,36,9,7,1,0,1,4,4,7,0,9,1,0,2,0,0,125,사직
2019년 04월 21일,35,33,8,8,0,0,0,3,2,1,1,4,1,1,0,1,1,3,잠실
2019년 04월 21일,34,31,7,5,2,0,0,1,0,2,1,8,1,0,0,3,0,-21,인천
2019년 04월 21일,51,47,23,14,6,2,1,16,16,3,0,3,1,0,1,2,1,566,대전
2019년 04월 21일,43,34,10,7,1,0,2,9,9,6,2,6,0,1,1,1,0,273,광주
2019년 04월 21일,44,37,11,6,3,0,2,6,6,6,0,7,0,0,1,0,0,249,사직
2019년 04월 23일,33,29,3,1,2,0,0,2,2,2,2,6,0,0,0,1,0,-46,잠실
2019년 04월 23일,41,38,13,7,4,1,1,9,9,2,0,6,0,1,1,0,0,279,고척
2019년 04월 23일,38,33,9,7,2,0,0,4,3,1,2,2,0,0,2,1,0,86,수원
2019년 04월 23일,,,,,,,,,,,,,,,,,,,대전
2019년 04월 23일,,,,,,,,,,,,,,,,,,,대구
2019년 04월 24일,35,32,6,3,3,0,0,3,2,3,0,9,1,0,0,1,2,-15,잠실
2019년 04월 24일,34,32,6,3,2,0,1,3,3,2,0,6,0,0,0,1,0,42,고척
2019년 04월 24일,43,38,12,4,5,0,3,10,9,2,1,5,0,1,2,0,1,348,수원
2019년 04월 24일,46,40,12,11,1,0,0,4,3,5,1,10,0,1,0,3,2,11,대전
2019년 04월 24일,51,42,12,5,4,0,3,9,8,8,0,6,1,0,1,2,1,337,대구
2019년 04월 25일,,,,,,,,,,,,,,,,,,,잠실
2019년 04월 25일,41,37,11,6,3,0,2,6,6,4,0,6,0,0,0,1,0,206,고척
2019년 04월 25일,,,,,,,,,,,,,,,,,,,수원
2019년 04월 25일,,,,,,,,,,,,,,,,,,,대전
2019년 04월 25일,43,37,8,7,1,0,0,4,4,4,0,11,2,0,2,0,1,54,대구
2019년 04월 26일,44,35,8,6,1,1,0,8,8,7,1,7,0,0,1,1,2,122,잠실
2019년 04월 26일,42,40,14,10,3,1,0,4,4,2,0,6,0,0,0,1,2,117,고척
2019년 04월 26일,39,32,6,5,1,0,0,2,2,6,1,3,2,0,0,1,0,59,수원
2019년 04월 26일,,,,,,,,,,,,,,,,,,,대구
2019년 04월 26일,,,,,,,,,,,,,,,,,,,창원
2019년 04월 27일,33,32,5,5,0,0,0,0,0,1,0,6,0,0,0,0,0,-79,잠실
2019년 04월 27일,42,33,9,7,2,0,0,6,4,7,0,7,0,0,2,1,0,125,고척
2019년 04월 27일,30,30,4,1,1,0,2,2,2,0,0,10,0,1,0,0,0,25,수원
2019년 04월 27일,45,37,12,8,2,0,2,8,8,6,1,8,0,1,1,0,0,273,대구
2019년 04월 27일,37,30,4,4,0,0,0,1,0,6,1,7,0,0,0,2,0,-55,창원
2019년 04월 28일,33,33,7,6,0,1,0,2,2,0,0,2,0,0,0,1,1,-4,잠실
2019년 04월 28일,43,40,14,12,2,0,0,5,5,3,0,7,3,1,0,0,1,133,고척
2019년 04월 28일,38,34,9,8,1,0,0,3,3,4,0,6,0,0,0,0,0,58,수원
2019년 04월 28일,34,31,6,3,1,1,1,2,2,2,1,7,1,0,0,2,0,79,대구
2019년 04월 28일,38,36,9,6,1,0,2,4,4,2,0,11,0,0,0,0,1,86,창원
2019년 04월 30일,54,47,15,8,4,0,3,9,9,6,0,5,1,0,1,0,1,350,잠실
2019년 04월 30일,53,50,23,17,3,0,3,15,15,3,0,6,0,0,0,0,0,526,인천
2019년 04월 30일,32,30,7,7,0,0,0,1,1,2,0,5,1,1,0,2,0,-25,대전
2019년 04월 30일,35,33,6,3,3,0,0,0,0,1,1,6,0,1,0,0,2,-55,광주
2019년 04월 30일,35,30,4,3,1,0,0,1,1,4,1,10,1,0,0,1,1,-60,사직
2019년 05월 01일,32,29,6,5,1,0,0,2,1,3,0,7,0,1,0,3,1,-43,잠실
2019년 05월 01일,32,29,6,4,2,0,0,0,0,2,1,6,1,0,0,4,1,-57,인천
2019년 05월 01일,39,32,7,7,0,0,0,1,1,6,1,6,0,1,0,1,0,-1,대전
2019년 05월 01일,44,37,15,8,6,0,1,10,8,4,1,3,2,0,2,3,0,359,광주
2019년 05월 01일,49,39,18,13,4,0,1,9,9,6,1,4,0,0,3,2,2,362,사직
2019년 05월 02일,40,37,10,9,1,0,0,4,4,3,0,9,3,0,0,0,1,50,잠실
2019년 05월 02일,46,41,16,12,2,0,2,10,10,4,1,3,0,0,0,2,1,346,인천
2019년 05월 02일,39,34,9,7,1,1,0,5,4,5,0,9,0,1,0,1,0,63,대전
2019년 05월 02일,33,31,5,5,0,0,0,1,1,1,0,5,0,0,1,0,1,-67,광주
2019년 05월 02일,55,44,12,9,1,0,2,7,6,6,1,9,1,1,4,0,3,198,사직
2019년 05월 03일,38,37,13,12,0,0,1,2,2,0,1,8,0,0,0,1,0,73,잠실
2019년 05월 03일,38,35,8,3,1,3,1,3,3,3,0,10,1,0,0,0,0,111,고척
2019년 05월 03일,37,34,8,5,1,0,2,5,5,2,0,7,0,0,1,0,1,137,대전
2019년 05월 03일,49,45,16,12,3,0,1,11,10,2,1,7,1,0,1,0,3,272,사직
2019년 05월 03일,43,35,9,6,1,0,2,8,8,7,1,4,1,0,0,1,0,253,창원
2019년 05월 04일,38,34,8,7,1,0,0,2,1,2,1,4,1,1,1,0,1,13,잠실
2019년 05월 04일,38,33,10,8,2,0,0,3,3,2,2,8,1,0,1,3,0,88,고척
2019년 05월 04일,43,40,14,9,5,0,0,9,9,3,0,7,1,0,0,0,0,217,대전
2019년 05월 04일,43,39,14,9,1,1,3,10,10,2,1,5,1,1,1,0,0,376,사직
2019년 05월 04일,31,30,5,5,0,0,0,1,1,1,0,7,0,0,0,2,1,-83,창원
2019년 05월 05일,36,34,8,7,0,1,0,2,2,1,0,5,1,0,1,1,1,16,잠실
2019년 05월 05일,33,32,5,4,1,0,0,2,2,1,0,6,0,0,0,0,0,-47,고척
2019년 05월 05일,37,30,7,5,1,0,1,4,4,6,0,5,0,1,1,2,0,117,대전
2019년 05월 05일,39,36,7,5,0,0,2,4,4,3,0,7,1,0,0,0,0,119,사직
2019년 05월 05일,37,34,7,6,1,0,0,3,2,2,0,5,1,0,1,0,1,7,창원
2019년 05월 07일,39,32,8,6,2,0,0,3,3,5,0,1,0,1,2,0,2,72,잠실
2019년 05월 07일,48,43,18,16,2,0,0,12,11,4,0,9,3,3,1,0,0,306,고척
2019년 05월 07일,34,32,7,4,2,0,1,2,2,2,0,10,0,1,0,2,0,10,인천
2019년 05월 07일,35,33,10,6,3,1,0,2,2,2,0,5,0,0,0,2,0,63,수원
2019년 05월 07일,40,34,7,4,1,0,2,3,3,6,0,7,0,1,0,0,2,80,대구
2019년 05월 08일,32,28,3,3,0,0,0,0,0,4,0,5,0,1,0,1,0,-78,잠실
2019년 05월 08일,34,32,6,4,2,0,0,0,0,2,0,4,0,0,0,1,1,-45,고척
2019년 05월 08일,35,33,6,3,2,0,1,2,2,2,0,11,0,0,0,0,2,-17,인천
2019년 05월 08일,39,37,11,8,3,0,0,4,4,2,0,6,0,0,0,1,0,82,수원
2019년 05월 08일,28,28,2,2,0,0,0,0,0,0,0,4,0,1,0,0,0,-109,대구
2019년 05월 09일,42,37,12,7,5,0,0,5,5,3,1,11,2,0,1,1,1,153,잠실
2019년 05월 09일,36,34,7,5,2,0,0,1,1,0,2,9,0,0,0,0,1,-38,고척
2019년 05월 09일,39,37,10,6,1,0,3,6,6,2,0,10,1,0,0,0,1,214,인천
2019년 05월 09일,52,48,22,17,3,1,1,13,13,2,2,5,0,0,0,0,0,432,수원
2019년 05월 09일,43,35,10,8,2,0,0,4,4,6,1,8,0,1,1,1,0,88,대구
2019년 05월 10일,40,36,8,7,1,0,0,5,5,1,3,11,1,0,0,0,1,48,잠실
2019년 05월 10일,37,32,6,5,1,0,0,6,6,4,0,8,1,1,1,0,1,37,수원
2019년 05월 10일,48,43,18,14,2,0,2,12,11,3,0,5,0,1,2,1,2,357,대구
2019년 05월 10일,36,32,6,4,1,0,1,4,4,4,0,4,2,0,0,1,0,111,광주
2019년 05월 10일,44,37,13,9,1,1,2,11,10,7,0,6,0,1,0,2,1,297,창원
2019년 05월 11일,39,34,8,6,1,1,0,4,2,4,0,6,3,0,1,0,0,75,잠실
2019년 05월 11일,43,41,15,13,0,0,2,6,5,1,1,9,1,1,0,1,0,203,수원
2019년 05월 11일,35,33,5,5,0,0,0,2,2,2,0,10,0,0,0,1,1,-84,대구
2019년 05월 11일,44,41,15,11,2,0,2,10,8,2,1,4,2,0,0,2,1,284,광주
2019년 05월 11일,44,38,14,9,2,0,3,12,12,5,0,7,0,0,1,2,1,389,창원
2019년 05월 12일,32,28,2,2,0,0,0,0,0,3,1,6,0,0,0,1,0,-98,잠실
2019년 05월 12일,32,30,5,4,0,0,1,3,3,1,0,5,0,0,1,1,0,17,수원
2019년 05월 12일,54,42,15,11,1,0,3,10,10,8,2,9,2,0,2,1,1,387,대구
2019년 05월 12일,37,30,7,5,1,0,1,4,4,6,0,4,3,2,1,0,0,155,광주
2019년 05월 12일,36,32,7,3,3,0,1,3,3,4,0,5,1,1,0,1,0,121,창원
2019년 05월 14일,43,32,7,6,0,0,1,4,4,7,2,3,1,1,2,2,1,134,잠실
2019년 05월 14일,37,33,8,7,1,0,0,3,3,2,1,3,0,0,1,1,0,43,대전
2019년 05월 14일,43,39,13,10,1,1,1,6,6,3,1,9,2,0,0,0,1,203,광주
2019년 05월 14일,31,29,3,3,0,0,0,0,0,2,0,8,1,1,0,0,1,-94,사직
2019년 05월 14일,34,32,8,8,0,0,0,2,2,0,1,4,0,1,1,1,0,2,창원
2019년 05월 15일,29,28,1,0,0,0,1,1,1,1,0,11,0,0,0,0,0,-97,잠실
2019년 05월 15일,49,40,9,6,3,0,0,4,2,7,1,9,0,1,1,1,0,42,대전
2019년 05월 15일,47,41,15,10,3,1,1,7,7,4,2,9,1,1,0,0,2,255,광주
2019년 05월 15일,48,40,13,9,3,0,1,4,4,8,0,12,1,1,0,0,0,163,사직
2019년 05월 15일,41,35,10,5,4,0,1,7,7,5,0,9,0,0,1,1,2,181,창원
2019년 05월 16일,31,29,5,4,1,0,0,1,1,0,1,4,1,1,1,1,2,-48,잠실
2019년 05월 16일,40,37,11,9,1,0,1,6,5,2,1,7,1,0,0,1,0,138,대전
2019년 05월 16일,39,37,12,8,1,0,3,6,6,2,0,6,1,0,0,2,1,244,광주
2019년 05월 16일,39,34,8,7,1,0,0,3,3,3,1,12,0,0,1,0,0,24,사직
2019년 05월 16일,39,34,9,8,1,0,0,2,2,1,3,12,1,0,1,0,1,-3,창원
2019년 05월 17일,48,42,16,9,5,1,1,13,13,3,2,3,2,0,1,0,0,438,잠실
2019년 05월 17일,32,30,3,3,0,0,0,0,0,2,0,8,0,0,0,1,1,-113,고척
2019년 05월 17일,41,38,14,13,0,0,1,3,3,2,0,7,0,1,1,0,1,126,인천
2019년 05월 17일,51,43,20,16,2,1,1,14,14,3,2,4,0,1,3,0,0,461,수원
2019년 05월 17일,41,36,10,6,3,0,1,5,5,4,0,8,1,0,1,0,1,159,대전
2019년 05월 18일,45,39,14,12,1,0,1,9,9,2,1,7,3,0,3,1,1,275,잠실
2019년 05월 18일,35,35,6,5,1,0,0,1,1,0,0,8,0,0,0,0,0,-65,고척
2019년 05월 18일,51,44,13,9,2,0,2,10,9,2,3,9,2,0,2,1,1,264,인천
2019년 05월 18일,32,31,7,7,0,0,0,0,0,0,0,3,1,0,1,1,2,-48,수원
2019년 05월 18일,35,33,8,5,2,0,1,2,2,1,1,10,0,0,0,1,0,28,대전
2019년 05월 19일,,,,,,,,,,,,,,,,,,,잠실
2019년 05월 19일,34,32,6,5,1,0,0,3,3,2,0,9,0,0,0,1,0,-21,고척
2019년 05월 19일,,,,,,,,,,,,,,,,,,,인천
2019년 05월 19일,,,,,,,,,,,,,,,,,,,수원
2019년 05월 19일,40,35,12,9,3,0,0,5,3,4,0,7,1,1,1,2,1,115,대전
2019년 05월 21일,39,36,10,8,2,0,0,4,4,2,0,7,0,1,1,0,1,74,잠실
2019년 05월 21일,38,33,7,7,0,0,0,3,3,4,0,4,1,0,1,2,0,46,고척
2019년 05월 21일,45,33,9,5,3,1,0,7,6,12,0,5,1,0,0,2,1,183,수원
2019년 05월 21일,34,31,5,1,1,1,2,3,3,1,1,10,0,1,1,0,0,72,대구
2019년 05월 21일,39,36,12,9,2,0,1,6,6,2,1,10,1,1,0,1,2,110,광주
2019년 05월 22일,40,33,6,4,1,1,0,2,2,5,1,5,3,0,1,0,0,85,잠실
2019년 05월 22일,42,37,11,10,1,0,0,2,2,3,1,10,1,0,1,1,2,22,고척
2019년 05월 22일,35,32,9,7,2,0,0,1,1,2,0,5,1,2,1,0,1,36,수원
2019년 05월 22일,53,47,12,8,2,0,2,5,5,6,0,9,1,0,0,3,0,176,대구
2019년 05월 22일,41,35,11,7,3,0,1,5,5,2,0,11,0,0,4,1,1,139,광주
2019년 05월 23일,39,33,8,7,0,1,0,1,1,6,0,10,3,1,0,1,0,42,잠실
2019년 05월 23일,43,39,14,11,1,2,0,4,4,2,1,6,1,1,1,1,0,173,고척
2019년 05월 23일,43,36,7,6,1,0,0,2,2,3,3,9,1,1,1,0,0,3,수원
2019년 05월 23일,34,33,7,6,1,0,0,1,1,1,0,6,2,0,0,1,1,-23,대구
2019년 05월 23일,34,31,4,4,0,0,0,1,1,3,0,9,2,0,0,0,0,-46,광주
2019년 05월 24일,41,37,9,8,1,0,0,4,3,4,0,3,4,0,0,0,0,109,잠실
2019년 05월 24일,44,39,13,6,2,1,4,10,10,5,0,8,0,0,0,1,0,400,대구
2019년 05월 24일,43,38,13,11,2,0,0,5,4,5,0,6,0,2,0,1,0,107,광주
2019년 05월 24일,43,38,12,11,0,0,1,5,5,3,1,5,1,0,1,0,1,144,사직
2019년 05월 24일,37,32,8,4,3,0,1,4,4,4,1,5,0,1,0,2,0,133,창원
2019년 05월 25일,44,39,16,14,2,0,0,4,4,3,0,3,1,0,2,1,1,165,잠실
2019년 05월 25일,42,39,13,7,3,1,2,9,9,3,0,4,1,0,0,1,1,305,대구
2019년 05월 25일,36,33,6,4,1,0,1,3,3,2,0,10,0,0,1,1,0,12,광주
2019년 05월 25일,40,31,7,6,0,0,1,6,6,4,4,6,0,2,1,0,0,154,사직
2019년 05월 25일,43,35,10,7,1,0,2,7,7,5,2,7,1,1,1,0,1,213,창원
2019년 05월 26일,38,32,7,6,0,1,0,1,1,3,2,7,2,1,1,0,0,28,잠실
2019년 05월 26일,37,30,6,5,1,0,0,3,3,5,0,7,1,1,2,0,0,37,대구
2019년 05월 26일,43,38,13,12,1,0,0,5,5,5,0,6,0,0,0,3,1,89,광주
2019년 05월 26일,48,39,13,8,4,0,1,11,10,7,1,5,0,0,1,0,0,323,사직
2019년 05월 26일,36,33,9,8,0,0,1,2,2,2,0,7,1,1,1,1,1,66,창원
2019년 05월 28일,35,33,6,5,1,0,0,1,1,2,0,10,1,0,0,0,1,-57,잠실
2019년 05월 28일,28,27,2,2,0,0,0,0,0,1,0,10,0,0,0,1,1,-137,고척
2019년 05월 28일,33,31,6,6,0,0,0,0,0,1,0,5,1,0,1,1,0,-47,인천
2019년 05월 28일,33,32,4,4,0,0,0,0,0,1,0,9,1,0,0,0,0,-97,대전
2019년 05월 28일,47,39,14,12,2,0,0,9,9,4,2,6,0,1,2,0,1,232,창원
2019년 05월 29일,39,37,8,3,5,0,0,2,2,1,0,3,0,0,1,1,0,42,잠실
