,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12,13,14
4,4구, ,삼진, , ,2비, ,4구, ,2,0,0,0,0.338,박재홍,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
5,중비, ,우비, , ,삼진, ,우비, ,4,0,0,0,0.292,박경완,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
6, ,좌중2, ,삼진, , ,삼진, ,1비,4,1,0,1,0.327,최정,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
7, ,삼진, ,3땅, , ,중비, ,4구,3,0,0,0,0.273,나주환,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
8, ,4구, ,삼진, , ,1땅, , ,2,0,0,0,0.243,김강민,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
9, , , , , , , , ,2땅,1,0,0,0,0.324,김재현,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
10, ,삼진, , ,중안, , ,삼진, ,3,1,0,0,0.238,조동화,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
11, , , , , , , , ,삼진,1,0,0,0,0.143,김동건,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,SK,한화,,,,,,
0,2땅, ,삼진,삼진, , ,2땅,삼진, ,5,0,0,0,0.294,추승우,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
1,4구, ,우안, ,유비, , , , ,2,1,0,0,0.290,연경흠,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
2, , , , , , ,유땅, , ,1,0,0,0,0.200,이도형,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
3, , , , , , , , , ,0,0,0,0,0.236,오승택,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
4,중비, ,중비, ,2땅, ,우안, , ,4,1,0,0,0.300,클락,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
5,유땅, ,4구, ,4구, ,삼진, , ,2,0,0,0,0.328,김태균,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
6, ,우비,삼진, ,2파, , ,유파, ,4,0,0,0,0.269,이범호,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
7, ,4구, ,2비, ,유비, ,좌홈, ,3,1,1,1,0.268,김태완,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
8, ,2땅, ,4구, ,4구, ,4구, ,1,0,0,1,0.190,한상훈,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
9, ,3실, ,좌홈, ,우중안, ,중안, ,4,3,2,1,0.286,신경현,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
10, , , , , , , , , ,0,0,0,0,0.218,이희근,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
11, ,1파, ,중비, ,유2병, , , ,3,0,0,0,0.231,김민재,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
12, , , , , , , ,삼진, ,1,0,0,0,0.172,이여상,구장 : 대전,"관중 : 5,415",2008.07.04(금),개시 : 18:30,경기시간 : 3:06,한화,SK,,,,,,
0,3땅, ,3직, ,투땅, ,우안, ,우안,5,2,0,1,0.331,이용규,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
1,1땅, ,2땅, , ,좌중안,중2, ,4구,4,2,1,0,0.313,김원섭,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
2,유땅, , ,우파, ,2유병,1땅, ,유땅,5,0,0,0,0.282,이종범,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
3, ,2땅, ,좌안, ,우중2,좌직, , ,4,2,0,2,0.348,장성호,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
4, ,우중2, ,좌홈, ,우중2, ,투땅, ,4,3,3,2,0.275,나지완,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
5, ,3땅, ,유땅, ,4구, ,중안, ,3,1,0,0,0.268,이현곤,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
6, ,3안, ,중안, ,중안, ,유땅, ,4,3,1,0,0.290,김선빈,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
7, ,1땅, , ,좌비,좌비, , ,유땅,4,0,0,0,0.256,차일목,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
8, , ,삼진, ,3땅, ,삼진, ,3땅,4,0,0,0,0.260,김종국,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,KIA,삼성,,,,,,
0,2땅, , ,4구, ,4구,좌비, , ,2,0,0,1,0.307,박한이,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
1,1땅, , ,1직, ,삼진, ,4구, ,3,0,0,0,0.258,우동균,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
2,유땅, , ,좌안, ,4구, ,우비, ,3,1,0,1,0.237,양준혁,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
3, ,4구, ,좌비, ,좌안, ,좌안, ,3,2,2,0,0.288,박석민,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
4, ,삼진, , ,1땅,우희비, ,좌비, ,3,0,1,0,0.271,최형우,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
5, , , , , , , , , ,0,0,0,0,0.317,김창희,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
6, ,2땅, , ,중비,우비, ,유땅, ,4,0,0,0,0.278,진갑용,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
7, , ,삼진, ,2땅, ,4구, ,1땅,3,0,0,0,0.270,채태인,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
8, , ,중비, , ,사구,포희번, ,3땅,2,0,0,1,0.193,신명철,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
9, , ,중비, , ,좌중2,삼진, , ,3,1,1,1,0.238,김재걸,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
10, , , , , , , , ,삼진,1,0,0,0,0.195,손지환,구장 : 시민,"관중 : 5,803",2008.07.05(토),개시 : 16:59,경기시간 : 3:18,삼성,KIA,,,,,,
0,2땅,3땅, , ,좌안, , ,4구,좌안,4,2,0,1,0.270,이대형,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
1,3파, ,우중안, ,중비, , ,우안,유땅,5,2,0,1,0.289,박용택,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
2,3안, ,투땅, ,중비, , ,좌안,2병,5,2,0,1,0.344,안치용,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
3,유비, ,1땅, , ,중비, ,좌2, ,4,1,2,0,0.356,페타지니,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
4, , , , , , , , , ,0,0,0,1,0.200,채종국,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
5, ,유땅,3직, , ,삼진, ,우희비, ,3,0,1,0,0.261,최동수,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
6, ,3안, ,중안, ,삼진, ,좌비, ,4,2,0,1,0.249,이종열,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
7, ,좌안, ,1땅, , ,좌비,중안, ,4,2,1,1,0.291,박경수,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
8, ,2비, ,1땅, , ,투직,삼진, ,4,0,0,0,0.200,김용의,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
9, ,우2, ,2땅, , ,2땅, ,좌안,4,2,2,0,0.283,김정민,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,LG,롯데,,,,,,
0,4구, ,좌비, ,중비, ,유직, ,삼진,4,0,0,0,0.291,정수근,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
1,우안, ,우안, ,우비, , ,3비, ,4,2,0,0,0.259,김주찬,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
2,우비, ,좌비, ,우비, , ,1땅, ,4,0,0,0,0.344,조성환,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
3,중비, , ,2땅, ,좌비, ,우비, ,4,0,0,0,0.299,이대호,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
4, ,유땅, ,우2, ,3땅, , ,4구,3,1,0,1,0.306,강민호,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
5, ,우홈, ,삼진, ,4구, , ,삼진,3,1,1,1,0.255,가르시아,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
6, ,유땅, ,사구, ,유땅, , ,중안,3,1,0,0,0.295,정보명,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
7, ,4구, ,4구, , ,좌안, ,2땅,2,1,0,0,0.343,손광민,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
8, ,중비, ,중비, , ,투희번, ,좌2,3,1,1,0,0.217,이원석,구장 : 사직,"관중 : 26,876",2008.07.05(토),개시 : 17:01,경기시간 : 2:59,롯데,LG,,,,,,
0,3땅, ,야선,삼진, ,우안, ,유땅, ,5,1,1,1,0.297,정근우,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
1,4구, ,좌안, ,우2,4구, , ,2땅,3,2,1,0,0.246,조동화,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
2,좌비, ,투땅, ,2땅,우비, , ,중안,5,1,0,1,0.349,이진영,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
3,삼진, ,우안, ,삼진, ,3땅, ,삼진,5,1,1,0,0.290,박경완,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
4, ,유땅,2안, ,2땅, ,중안, ,삼진,5,2,1,0,0.326,김재현,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
5, ,좌안,우비, , ,중비,3병, , ,4,1,0,0,0.336,박재홍,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
6, ,투병, ,우안, ,삼진, ,삼진, ,4,1,0,0,0.325,최정,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
7, , ,유땅,투희번, ,중안, ,우비, ,3,1,0,1,0.274,나주환,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
8, , ,4구,삼진, , , , , ,1,0,0,1,0.241,김강민,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
9, , , , , ,4구, ,좌2, ,1,1,0,0,0.354,이재원,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
10, , , , , , , , , ,0,0,0,0,0.000,권영진,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,SK,한화,,,,,,
0,유땅, ,우2,삼진, ,2땅, ,좌비, ,5,1,0,1,0.292,추승우,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
1,중비, ,1땅, , , , , , ,2,0,0,0,0.273,연경흠,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
2, , , ,1비, , , , , ,1,0,0,0,0.196,이도형,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
3, , , , , ,삼진, , , ,1,0,0,0,0.232,오승택,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
4,삼진, ,삼진, ,우비,삼진, , , ,4,0,0,0,0.296,클락,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
5, ,1비,좌안, ,좌2, ,좌중홈, , ,4,3,2,2,0.335,김태균,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
6, ,유안,2땅, ,좌안, ,2땅, , ,4,2,0,2,0.272,이범호,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
7, ,4구, ,좌2,좌홈, ,우비, , ,3,2,3,2,0.273,김태완,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
8, ,중안, ,우비,4구, ,우비, , ,3,1,1,0,0.287,신경현,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
9, , , , , , , , , ,0,0,0,0,0.218,이희근,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
10, ,2직, ,우2,삼진, , , , ,3,1,1,0,0.193,한상훈,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
11, , , , , , , ,3비, ,1,0,0,0,0.170,이여상,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
12, ,2땅, ,4구,2땅, , ,좌비, ,3,0,0,0,0.228,김민재,구장 : 대전,"관중 : 10,500",2008.07.05(토),개시 : 17:00,경기시간 : 3:08,한화,SK,,,,,,
0,투땅,2땅, ,좌비, , ,좌비, , ,6,0,0,0,0.325,이용규,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성,4구,좌파, , ,투유병, 
1,2땅,2비, , ,2땅, ,우2, , ,6,1,0,0,0.309,김원섭,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성,투희번, ,투땅, , ,2땅
2,4구, ,2비, ,삼진, ,3땅, , ,5,0,0,0,0.257,나지완,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성,유땅, ,삼진, , ,4구
3, , , , , , , , , ,0,0,0,0,0.282,이종범,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, , , , , , 
4,2땅, ,우안, ,유땅, , ,유비, ,6,1,0,1,0.342,장성호,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성,고4, ,중비, , ,2땅
5, ,중3,4구, , ,2직, ,우비, ,5,1,0,1,0.210,채종범,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성,유땅, , ,3땅, ,4구
6, ,좌안,3땅, , ,유땅, ,3땅, ,5,1,1,1,0.267,이현곤,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, ,4구, ,우희번, , 
7, , , , , , , , , ,1,1,1,0,0.264,김주형,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, , , , , ,중안
8, , , , , , , , , ,0,0,0,0,0.118,김형철,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, , , , , , 
9, ,투희번,유땅, , ,우비, , ,우비,5,0,0,0,0.282,김선빈,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, ,1희번, ,1파, ,유땅
10, ,좌안, ,투땅, , ,중안, ,삼진,4,2,1,1,0.261,차일목,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, , , , , , 
11, , , , , , , , , ,1,0,0,0,0.323,최경환,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, ,삼진, , , , 
12, , , , , , , , , ,1,0,0,0,0.105,이성우,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, , , , ,우비, 
13, ,우2, ,3직, , ,투땅, ,3직,5,2,1,0,0.263,김종국,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,KIA,삼성, ,4구, , ,좌안, 
0,1땅, ,4구, ,2땅, ,좌비, ,4구,5,1,0,0,0.304,박한이,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, , ,삼진, ,좌안, 
1,2땅, ,좌안, ,삼진, , , , ,3,1,1,0,0.262,우동균,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, , , , , , 
2, , , , , , ,삼진, , ,1,0,0,0,0.309,강봉규,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, , , , , , 
3, , , , , , , , ,2땅,3,0,0,0,0.195,현재윤,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, , ,2땅, ,3땅, 
4,중비, ,2비, , ,1파, ,유비, ,4,0,0,0,0.233,양준혁,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, , , , , , 
5, , , , , , , , , ,3,0,0,0,0.182,손지환,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA,중비, ,좌비, ,1땅, 
6, ,삼진, ,유비, ,우비, ,4구, ,5,1,0,0,0.286,박석민,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA,3땅, , ,좌안, ,사구
7, ,우비, ,우비, ,좌비, ,우비, ,6,2,0,0,0.272,최형우,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA,4구, , ,우안, ,2안
8, ,1땅, ,4구, , , , , ,1,0,0,0,0.276,진갑용,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, , , , , , 
9, , , , , , ,좌중안,2땅, ,5,1,0,1,0.313,김창희,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA,유땅, , ,1땅, ,1직
10, , ,중비,4구, , ,우2, ,2땅,5,1,1,1,0.267,채태인,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, ,2땅, ,유비, , 
11, , ,중안,삼진, , ,1희번, ,4구,4,1,0,1,0.333,김우석,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, ,삼진, ,2희번, , 
12, , ,삼진, ,우파, , , , ,2,0,0,0,0.190,신명철,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, , , , , , 
13, , , , , , ,중안, ,투번,4,1,1,0,0.238,김재걸,구장 : 시민,"관중 : 3,649",2008.07.06(일),개시 : 16:59,경기시간 : 5:15,삼성,KIA, ,투땅, , ,1땅, 
0,좌비, ,좌안, ,삼진, ,중비, ,3땅,5,1,0,0,0.341,전준호,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
1,좌2, ,유땅, , , , , , ,2,1,0,1,0.274,정성훈,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
2, , , , ,중안, ,삼진, , ,2,1,0,0,0.264,황재균,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
3,중비, , ,투번,좌비, , ,좌홈, ,4,1,1,1,0.313,이택근,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
4,좌안, , ,4구, ,좌안, ,2땅, ,3,2,1,0,0.291,브룸바,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
5, , , , , , , , , ,0,0,0,0,0.250,정수성,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
6,유땅, , ,우안, ,유직, ,3안, ,4,2,0,0,0.298,송지만,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
7, ,삼진, ,중안, ,우비, ,삼진, ,4,1,0,0,0.276,이숭용,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
8, ,2비, ,우비, ,2땅, ,3땅, ,4,0,0,0,0.215,강정호,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
9, ,2비, , ,좌안, ,좌안, ,우비,4,2,0,0,0.211,김동수,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
10, , ,우비, ,삼진, , , , ,2,0,0,0,0.299,김일경,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
11, , , , , , ,중비, , ,1,0,0,0,0.217,강병식,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
12, , , , , , , , ,삼진,1,0,0,0,0.200,권도영,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,우리,두산,,,,,,
0,중비, ,1번, ,중비, ,중비, , ,4,0,0,0,0.281,고영민,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
1,우비, ,1땅, ,삼진, , ,4구, ,3,0,0,0,0.221,이성열,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
2, , , , , , , , , ,0,0,0,0,0.238,오재원,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
3, , , , , , , , , ,0,0,0,0,0.208,이대수,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
4,4구, ,우안, , ,3파, ,우비, ,3,1,0,1,0.346,김현수,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
5,좌홈, ,투땅, , ,유땅, ,중안, ,4,2,2,1,0.304,김동주,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
6, , , , , , , , , ,0,0,0,0,0.190,민병헌,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
7,좌홈, , ,우비, ,삼진, ,투땅, ,4,1,1,1,0.321,홍성흔,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
8,중비, , ,2땅, , ,중비, , ,3,0,0,0,0.292,유재웅,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
9, , , , , , , ,우비, ,1,0,0,0,0.114,최승환,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
10, ,2땅, ,중안, , ,유땅, , ,3,1,0,0,0.270,안경현,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
11, , , , , , , , , ,0,0,0,0,0.232,정원석,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
12, ,우비, ,포파, , ,좌중안, , ,3,1,0,0,0.225,채상병,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
13, , , , , , , , , ,0,0,0,1,0.301,이종욱,구장 : 잠실,"관중 : 14,601",2008.07.06(일),개시 : 17:00,경기시간 : 2:58,두산,우리,,,,,,
