,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,2땅, ,4구, ,중안, ,2땅,중비, ,4,1,0,1,0.242,이대형,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
1, , , , , , , , , ,0,0,0,0,0.286,최경철,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
2,좌비, ,중2, ,우안, ,좌안, ,좌비,5,3,3,0,0.323,이진영,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
3,우비, ,우비, ,2땅, ,삼진, ,4구,4,0,0,0,0.293,오지환,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
4, ,중비, ,좌비, ,좌안, ,1땅,4구,4,1,0,0,0.307,박용택,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
5, ,2땅, ,삼진, ,좌비, ,유땅,삼진,5,0,0,0,0.382,김용의,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
6, ,삼진, ,1비, ,우안, ,4구,유땅,4,1,0,1,0.310,손주인,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
7, , ,삼진, ,중안,우비, ,좌2, ,4,2,0,1,0.200,정의윤,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
8, , ,4구, ,중비, , , , ,1,0,0,1,0.212,정주현,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
9, , , , , ,유땅, , , ,1,0,0,0,0.250,양영동,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
10, , , , , , , , , ,0,0,0,0,0.000,김영관,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
11, , , , , , , ,좌중2, ,1,1,2,1,0.313,정성훈,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
12, , ,3땅, ,3땅, ,3땅, , ,3,0,0,1,0.174,조윤준,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
13, , , , , , , ,좌안, ,1,1,1,0,0.304,문선재,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,LG,NC,,,
0,유직, ,1희번, , , , , , ,1,0,0,0,0.360,마낙길,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
1, , , ,좌중홈, , ,삼진, , ,2,1,1,1,0.208,박정준,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
2,투안, ,투번,2땅, , ,중2, , ,4,2,0,2,0.247,김종호,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
3,1땅, ,3땅, ,유땅, ,중안, , ,4,1,1,0,0.227,이현곤,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
4,우안, , ,좌안,삼진, ,중비, , ,4,2,1,1,0.253,이호준,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
5,유땅, , ,우안,2비, ,우비, , ,4,1,0,1,0.208,권희동,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
6, ,1땅, ,삼진, ,2비, ,좌안, ,4,1,0,0,0.290,조평호,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
7, , , , , , , , , ,0,0,0,0,0.263,차화준,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
8, , , , , , , , , ,0,0,0,0,0.286,조영훈,구장 : 마산,"관중 : 5,553",2013.05.01(수),개시 : 18:29,경기시간 : 3:15,NC,LG,,,
