,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9,10,11
5,사구, ,유안, ,1땅, ,좌안,4,3,2,2,0.346,박용택,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA,우중홈, ,,,
6,좌비, ,우홈, ,좌안, ,우안,5,3,4,2,0.311,이병규,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA,좌비, ,,,
7, ,좌비,1직, ,좌안, ,3안,4,2,0,0,0.336,이진영,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA, ,4구,,,
8, ,4구,1비, ,우안, ,삼진,3,1,1,0,0.235,이병규,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA, , ,,,
9, , , , , , , ,1,0,0,0,0.063,문선재,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA, ,삼진,,,
10, ,우안, ,중비,좌비, ,삼진,5,1,0,0,0.256,오지환,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA, ,우비,,,
11, ,삼진, ,유땅, ,중비,삼진,5,0,0,0,0.296,손주인,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA, ,좌비,,,
12, , ,삼진,4구, ,중안, ,2,1,0,0,0.210,최경철,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA, , ,,,
13, , , , , , , ,0,0,0,0,0.211,박용근,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA, , ,,,
14, , , , , , , ,1,1,0,1,0.500,현재윤,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,LG,KIA,중2, ,,,
0,좌안, ,3파, ,삼진, ,우중2,5,3,2,3,0.359,김주찬,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,좌2, ,,,
1, , , , , , , ,0,0,0,0,0.211,백용환,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
2,2땅, ,2실, ,4구, ,투땅,3,0,0,2,0.204,김원섭,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
3, , , , , , , ,1,0,0,1,0.278,김다원,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,2땅, ,,,
4,유땅, ,우안, ,우안, ,4구,4,3,5,0,0.343,안치홍,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,우안, ,,,
5,삼진, ,2비, ,좌희비, ,2땅,4,0,1,0,0.323,나지완,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,3직, ,,,
6, ,삼진,좌안, ,삼진, ,유땅,4,1,1,0,0.254,이범호,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
7, ,중비,좌비, , ,4구, ,3,1,0,1,0.291,신종길,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,2안, ,,,
8, ,좌비, ,3땅, ,투희번, ,3,1,0,0,0.238,김주형,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,좌안, ,,,
9, , , , , , , ,0,0,0,1,0.275,박준태,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
10, , ,사구,유땅, , , ,1,0,0,1,0.229,이성우,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
11, , , , , ,3비, ,1,0,0,0,0.307,이종환,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
12, , , , , , , ,0,0,0,0,0.187,차일목,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
13, , , , , , , ,1,0,0,0,0.316,필,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,유비, ,,,
14, , ,좌안,투땅, ,우비, ,3,1,0,1,0.333,박찬호,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
15, , , , , , , ,0,0,0,0,0.297,박기남,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG,4구, ,,,
16, , , , , , , ,0,0,0,0,0.258,김민우,구장 : 광주,"관중 : 15,221",2014.09.09(화),개시 : 14:00,경기시간 : 4:25,KIA,LG, , ,,,
0,삼진, ,32병, , ,우비, ,4,1,0,1,0.308,정근우,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센, ,우안,,,
1,4구, , ,유땅, , ,우비,3,0,0,0,0.320,송광민,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센, ,삼진,,,
2,삼진, , ,중비, , ,삼진,4,1,1,0,0.322,김경언,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센, ,좌중안,,,
3,3땅, , ,삼진, , ,우비,4,1,1,0,0.368,김태균,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센, ,우안,,,
4, ,3땅, , ,1파, , ,4,0,0,0,0.282,김태완,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센,삼진,3병,,,
5, ,유비, , ,삼진, , ,3,1,0,0,0.259,장운호,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센,유안, ,,,
6, ,중비, , ,삼진, , ,3,0,0,0,0.154,송주호,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센,삼진, ,,,
7, , ,삼진, , ,유땅, ,3,0,0,0,0.233,조인성,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센,좌비, ,,,
8, , ,투안, , ,삼진, ,2,1,0,0,0.237,강경학,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센, , ,,,
9, , , , , , , ,1,1,0,1,0.289,한상훈,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,한화,넥센, ,우2,,,
0,1땅, ,우안, ,좌중안, ,4구,3,2,0,0,0.365,서건창,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화, , ,,,
1,좌비, ,우비, ,삼진, ,중비,4,0,0,0,0.323,이택근,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화, , ,,,
2,우비, ,유땅, ,1땅, ,좌비,4,0,1,0,0.307,유한준,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화, , ,,,
3, ,중2,삼진, , ,좌안, ,4,2,0,1,0.315,박병호,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화,중비, ,,,
4, ,중안, ,우2, ,삼진, ,4,2,0,1,0.266,이성열,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화,우비, ,,,
5, ,2비, ,중안, ,우비, ,4,1,1,0,0.268,윤석민,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화,3땅, ,,,
6, ,3안, ,중비, ,4구, ,2,1,0,0,0.268,박헌도,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화, , ,,,
7, , , , , , , ,0,0,0,0,0.281,문우람,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화, , ,,,
8, ,2직, ,32병, ,투비, ,3,0,0,0,0.235,김지수,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화, , ,,,
9, , ,중안, ,유땅, ,중홈,3,2,1,2,0.250,박동원,구장 : 목동,"관중 : 9,887",2014.09.10(수),개시 : 14:00,경기시간 : 2:19,넥센,한화, , ,,,
0,좌안,우비, , ,포파, ,삼진,5,1,0,0,0.313,나바로,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, ,좌비,,,
1,삼진, ,투번, ,중안, ,삼진,4,1,0,1,0.332,박한이,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, ,4구,,,
2,삼진, ,2땅, ,4구, , ,2,0,0,0,0.315,채태인,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC,4구, ,,,
3, , , , , , , ,1,1,2,0,0.250,박찬도,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, ,좌중안,,,
4,2땅, ,3비, ,좌파, , ,4,0,0,0,0.366,최형우,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC,3병, ,,,
5, ,4구, ,삼진, ,3땅, ,2,0,0,0,0.312,박석민,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC,4구, ,,,
6, , , , , , , ,0,0,0,0,0.321,조동찬,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, , ,,,
7, ,좌안, ,4구, ,우홈, ,3,2,1,1,0.302,이승엽,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC,중비, ,,,
8, ,투비, ,중비, ,좌비, ,3,0,0,1,0.301,박해민,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, ,4구,,,
9, ,중안, ,유땅, ,2땅, ,3,1,0,0,0.291,이지영,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, , ,,,
10, , , , , , , ,1,0,0,0,0.263,김헌곤,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, ,우비,,,
11, , , , , , , ,0,0,0,0,0.234,이흥련,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, , ,,,
12, ,4구, , ,1파, , ,1,0,0,0,0.283,김상수,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, , ,,,
13, , , , , , ,삼진,1,0,0,0,0.250,우동균,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, , ,,,
14, , , , , , , ,0,0,0,0,1.000,김재현,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, , ,,,
15, , , , , , , ,0,0,0,1,0.348,김태완,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,삼성,NC, ,4구,,,
0,삼진, ,좌비, ,2땅, ,투안,4,1,0,0,0.298,박민우,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, , ,,,
1,좌비, ,유땅, ,좌비, ,유땅,4,0,0,0,0.277,김종호,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, , ,,,
2, , , , , , , ,0,0,0,0,0.214,김성욱,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, , ,,,
3,1땅, , ,투안,삼진, , ,4,1,0,1,0.332,나성범,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성,삼진, ,,,
4, ,2땅, ,우비, ,삼진, ,4,0,0,0,0.337,테임즈,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성,2땅, ,,,
5, , , , , , , ,0,0,0,0,0.270,조영훈,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, , ,,,
6, ,4구, ,좌안, ,우안, ,2,2,1,1,0.273,이호준,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성,4구, ,,,
7, , , , , , , ,0,0,0,0,0.200,이상호,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, , ,,,
8, ,3파, ,중비, ,좌비, ,4,0,0,0,0.283,이종욱,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성,중비, ,,,
9, ,중비, ,우중안, ,유땅, ,4,1,0,0,0.274,모창민,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, ,삼진,,,
10, , ,좌안,우안, , ,3땅,4,2,1,0,0.274,지석훈,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, ,좌비,,,
11, , ,삼진,유땅, , ,유땅,3,0,0,0,0.282,김태군,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, , ,,,
12, , , , , , , ,1,0,0,0,0.238,박정준,구장 : 마산,"관중 : 8,231",2014.09.10(수),개시 : 13:59,경기시간 : 3:32,NC,삼성, ,1땅,,,
0,삼진, ,우안, ,1땅, ,삼진,5,1,0,0,0.351,이명기,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, ,유비,,,
1,좌비, ,유병, , , , ,2,0,0,0,0.252,조동화,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, , ,,,
2, , , , ,좌안, ,좌안,3,2,1,0,0.299,김강민,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, ,유땅,,,
3,삼진, ,삼진, ,삼진, ,2유병,5,0,0,0,0.309,최정,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, ,삼진,,,
4, ,중2, ,1땅,삼진, , ,4,2,0,2,0.303,박정권,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데,중2, ,,,
5, ,우비, ,1땅, ,중안, ,3,1,0,1,0.262,한동민,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, , ,,,
6, , , , , , , ,1,1,0,0,0.282,김상현,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데,좌안, ,,,
7, ,좌2, ,좌비, ,우안, ,3,2,1,0,0.300,김성현,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, , ,,,
8, , , , , , , ,1,0,0,0,0.294,박진만,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데,삼진, ,,,
9, ,우비, , ,좌홈,중희비, ,3,2,3,1,0.354,이재원,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데,좌2, ,,,
10, , , , , , , ,0,0,0,0,0.227,김재현,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, , ,,,
11, ,삼진, , ,우안,유땅, ,3,1,0,0,0.316,임훈,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, , ,,,
12, , , , , , , ,1,0,0,0,0.238,정상호,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데,삼진, ,,,
13, , , , , , , ,0,0,0,0,0.000,김정훈,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, , ,,,
14, , ,좌안, ,중2,2비, ,4,2,0,1,0.275,나주환,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데,삼진, ,,,
15, , , , , , , ,0,0,0,0,0.233,신현철,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,SK,롯데, , ,,,
0,우안,중2, ,삼진, ,4구,삼진,4,2,1,2,0.325,황재균,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
1,좌안,2땅, ,사구, ,중안,유안,4,3,0,2,0.299,정훈,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
2,2땅, ,좌2,좌2, ,4구, ,3,2,3,2,0.362,손아섭,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
3, , , , , , , ,1,1,0,1,0.243,하준호,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK,좌중2, ,,,
4,중비, ,유땅,유땅, ,좌중안, ,5,1,2,0,0.296,최준석,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK,3땅, ,,,
5, , , , , , , ,0,0,0,0,0.221,박준서,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
6,우중3, ,좌안, ,중안,삼진, ,5,4,3,1,0.290,전준우,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK,중안, ,,,
7, , , , , , , ,0,0,0,0,0.217,김문호,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
8,삼진, ,포파, ,4구,우비, ,3,0,0,0,0.230,강민호,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
9, , , , , , , ,1,1,0,0,0.250,김대우,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK,중안, ,,,
10, ,4구,중2, ,2직, ,좌중2,4,3,1,2,0.286,장성우,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK,좌안, ,,,
11, ,투희번,3땅, , ,2땅,삼진,3,0,0,0,0.295,문규현,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
12, , , , , , , ,1,0,0,0,0.231,신본기,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK,유땅, ,,,
13, ,투땅, ,좌비, ,좌2,우중2,4,2,1,1,0.224,김민하,구장 : 사직,"관중 : 10,184",2014.09.10(수),개시 : 14:01,경기시간 : 3:45,롯데,SK, , ,,,
0,3땅,우2, ,2중안, , , ,3,2,2,1,0.321,정성훈,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
1, , , , ,유땅, , ,2,0,0,0,0.245,김용의,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA,3땅, ,,,
2,유땅,투번, ,좌홈, ,4구, ,3,1,3,1,0.297,손주인,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
3, , , , , , , ,1,0,0,0,0.182,최승준,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, ,삼진,,,
4, , , , , , , ,0,0,0,0,0.293,황목치승,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
5,삼진,유비, ,2땅, ,32병, ,5,0,0,0,0.342,박용택,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, ,1땅,,,
6, , , , , , , ,0,0,0,0,0.246,임재철,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
7, ,4구,좌비,중비, ,좌비, ,3,0,0,1,0.308,이병규,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
8, , , , , , , ,1,0,0,0,0.278,채은성,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, ,2비,,,
9, ,2땅,1땅, ,우안, ,유땅,4,1,0,1,0.335,이진영,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
10, ,4구,투땅, ,우중안, ,삼진,3,1,0,2,0.270,정의윤,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
11, ,우안, ,좌비,좌비, ,유땅,4,1,1,1,0.256,오지환,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
12, ,좌안, ,좌안,우중홈, , ,4,3,5,3,0.214,박경수,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA,3땅, ,,,
13, ,좌중2, ,사구,중비, , ,2,1,1,2,0.212,최경철,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
14, , , , , , , ,1,0,0,0,0.059,문선재,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA,2비, ,,,
15, , , , , , , ,0,0,0,0,0.063,김재민,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,LG,KIA, , ,,,
0,유땅, ,좌2, , , , ,2,1,0,0,0.360,김주찬,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, , ,,,
1, , , , ,4구, ,삼진,1,0,0,2,0.268,박준태,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, ,사구,,,
2,유땅, ,2땅, ,좌중2, , ,3,1,2,0,0.211,김원섭,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, , ,,,
3, , , , , , ,사구,1,0,0,0,0.277,김다원,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, ,삼진,,,
4,삼진, ,3땅, ,삼진, ,투2병,4,0,0,0,0.312,필,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, , ,,,
5, , , , , , , ,0,0,0,0,0.000,한승혁,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, , ,,,
6, , , , , , , ,1,1,0,0,0.287,이대형,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, ,좌안,,,
7, ,3땅, , , , , ,1,0,0,0,0.322,나지완,구장 : 광주,"관중 : 11,020",2014.09.10(수),개시 : 14:00,경기시간 : 3:22,KIA,LG, , ,,,
