,0,1,2,3,4,5,6,7,8,9,10,11,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
0,좌중안, ,삼진, ,3땅,4구, , ,4구, ,2직, ,4,1,0,0,0.315,황재균,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
1, , , , , , , , , , , , ,0,0,0,0,0.234,신본기,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
2,중비, ,유땅, ,우안,중안, , ,1희번, ,스낫, ,5,2,1,1,0.294,정훈,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
3,4구, ,4구, ,좌2,중비, , ,삼진, ,고4, ,3,1,0,0,0.357,손아섭,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
4,삼진, ,중안, ,4구, ,유비, ,4구, , , ,3,1,0,0,0.292,최준석,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
5, , , , , , , , , , ,2비, ,1,0,0,0,0.268,오승택,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
6,1땅, ,유땅, ,좌희비, ,삼진, ,좌비, , ,2땅,5,0,1,0,0.299,박종윤,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
7, ,좌비, ,3땅,삼진, ,삼진, , ,삼진, ,2땅,6,0,0,0,0.279,전준우,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
8, ,좌홈, ,삼진, ,좌안, ,좌비, ,중비, ,4구,5,2,1,2,0.234,강민호,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
9, , , , , , , , , , , , ,0,0,0,0,0.278,김대우,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
10, , , , , , , , , , , , ,0,0,0,0,0.311,용덕한,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
11, ,2땅, ,4구, ,투희번, ,유땅, ,삼진, ,삼진,4,0,0,0,0.289,문규현,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
12, ,삼진, ,삼진, , , , , , , , ,2,0,0,0,0.224,김민하,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
13, , , , , ,4구, , , , , , ,0,0,0,0,0.319,히메네스,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
14, , , , , , , ,유땅, , , , ,1,0,0,0,0.215,김문호,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
15, , , , , , , , , , ,삼진, ,1,0,0,0,0.271,장성우,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
16, , , , , , , , , , , , ,0,0,0,0,0.233,하준호,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,롯데,삼성
0,중안,4구, ,좌비, , ,2땅, , ,4구, ,2비,4,1,0,2,0.311,나바로,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
1,좌비,우3, , ,삼진, , ,좌홈, ,2땅, ,좌2,6,3,3,1,0.341,박한이,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
2,4구,2땅, , ,2직, , ,유땅, ,우안, , ,4,1,0,0,0.317,채태인,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
3,좌중2, ,우비, ,유땅, , ,삼진, ,2땅, , ,5,1,1,0,0.366,최형우,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
4,4구, ,2비, , ,유땅, ,삼진, , ,2비, ,4,0,0,0,0.311,박석민,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
5,1비, ,유직, , ,3비, , ,좌안, , , ,4,1,0,0,0.304,이승엽,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
6, , , , , , , , , , ,삼진, ,1,0,0,0,0.200,박찬도,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
7,1비, , ,4구, ,삼진, , ,포파, , , ,3,0,0,0,0.289,박해민,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
8, , , , , , , , , , ,좌비, ,1,0,0,0,0.267,김헌곤,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
9, , , , , , , , , , , , ,0,0,0,0,0.000,권혁,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
10, ,중비, ,투파, , , , , , , , ,2,0,0,0,0.290,이지영,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
11, , , , , , ,삼진, , , , , ,1,0,0,0,0.222,우동균,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
12, , , , , , , , , , , , ,0,0,0,0,0.236,이흥련,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
13, , , , , , , , ,삼진, , , ,1,0,0,0,0.302,조동찬,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
14, , , , , , , , , , , ,투땅,1,0,0,0,0.000,진갑용,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
15, ,우비, ,우비, , ,유땅, , ,중비, , ,4,0,0,0,0.281,김상수,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
16, , , , , , , , , , , ,사구,0,0,0,0,0.353,김태완,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
17, , , , , , , , , , , , ,0,0,0,1,0.182,백상원,구장 : 대구,"관중 : 3,943",2014.10.01(수),개시 : 18:30,경기시간 : 4:45,삼성,롯데
0,삼진, ,1땅, ,우2, ,삼진, ,4구,,,,4,1,1,0,0.302,정수빈,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
1,우안, ,유비, ,1파, , , , ,,,,3,1,0,0,0.257,최주환,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
2, , , , , , , ,삼진, ,,,,1,0,0,0,0.315,칸투,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
3, , , , , , , , ,삼진,,,,1,0,0,0,0.258,이원석,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
4,삼진, ,삼진, ,우비, , ,우2, ,,,,4,1,0,1,0.359,민병헌,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
5,사구, , ,삼진, ,삼진, ,4구, ,,,,2,0,0,0,0.323,김현수,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
6,유땅, , ,3땅, ,삼진, ,좌안, ,,,,4,1,0,0,0.321,홍성흔,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
7, , , , , , , , , ,,,,0,0,0,0,0.280,고영민,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
8, ,우안, ,삼진, ,우비, ,좌희비, ,,,,3,1,1,0,0.231,오재일,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
9, ,포파, , ,중안, ,중안,삼진, ,,,,4,2,0,1,0.326,오재원,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
10, ,1파, , ,1희번, ,포희번, ,유땅,,,,2,0,0,0,0.230,최재훈,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
11, ,삼진, , ,우중2, ,중비, ,삼진,,,,4,1,1,1,0.263,김재호,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,두산,KIA
0,삼진, , ,좌홈, ,좌중2, ,삼진, ,,,,4,2,1,1,0.354,김주찬,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
1,삼진, , ,유안, ,2땅, , ,2안,,,,4,2,0,0,0.300,이대형,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
2,좌비, , ,유2병, ,좌비, , ,유직,,,,4,0,0,0,0.306,필,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
3, ,포파, ,삼진, , ,2땅, ,삼진,,,,4,0,0,0,0.318,나지완,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
4, ,우비, , ,중안, ,유땅, ,유땅,,,,4,1,0,0,0.342,안치홍,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
5, ,투땅, , ,삼진, ,중안, , ,,,,3,1,0,0,0.263,이범호,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
6, , ,삼진, ,삼진, ,2땅, , ,,,,3,0,0,0,0.281,신종길,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
7, , ,3파, ,유땅, , , , ,,,,2,0,0,0,0.208,이성우,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
8, , , , , , , ,유땅, ,,,,1,0,0,0,0.287,김선빈,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
9, , , , , , , , , ,,,,0,0,0,0,0.219,백용환,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
10, , ,삼진, , ,우비, , , ,,,,2,0,0,0,0.255,김민우,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
11, , , , , , , ,삼진, ,,,,1,0,0,0,0.265,김주형,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
12, , , , , , , , , ,,,,0,0,0,0,0.143,박찬호,구장 : 광주,"관중 : 2,477",2014.10.01(수),개시 : 18:30,경기시간 : 3:00,KIA,두산
0,유비, ,중안, ,투안, ,1안/ 좌안, , ,,,,5,4,0,2,0.361,이명기,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
1, , , , , , , , ,2땅,,,,1,0,0,0,0.310,임훈,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
2,유비, ,우안, ,좌중2, ,4구/ 우비, , ,,,,4,2,1,2,0.257,조동화,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
3,4구, ,좌비, ,중안, ,좌안, , ,,,,3,2,2,1,0.308,최정,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
4, , , , , , , ,유땅, ,,,,1,0,0,0,0.250,박진만,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
5,삼진, , ,삼진,2비, , , , ,,,,3,0,0,0,0.349,이재원,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
6, , , , , , ,4구,삼진, ,,,,1,0,0,1,0.262,한동민,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
7, ,3땅, ,우중3, ,중비,좌중2, , ,,,,4,2,2,1,0.303,김강민,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
8, , , , , , , ,좌비, ,,,,1,0,0,1,0.208,김재현,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
9, ,삼진, ,중희비, ,좌중안,4구, , ,,,,2,1,1,1,0.306,박정권,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
10, , , , , , , , ,삼진,,,,1,0,0,0,0.270,김상현,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
11, ,삼진, ,중비, ,1비,우안, ,4구,,,,4,1,2,1,0.295,김성현,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
12, , ,삼진, ,삼진,삼진,좌홈, , ,,,,4,1,3,1,0.275,나주환,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
13, , , , , , , , ,좌안,,,,1,1,0,0,0.246,신현철,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
14, , ,투비, ,삼진, ,3땅/ 3땅, , ,,,,4,0,0,0,0.234,정상호,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
15, , , , , , , , ,삼진,,,,1,0,0,0,0.327,박계현,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
16, , , , , , , , , ,,,,0,0,0,0,0.333,허웅,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,SK,한화
0,중비,4구, , ,좌안,삼진, , ,2땅,,,,4,1,0,0,0.303,정근우,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
1,삼진,중비, , ,삼진, ,우중2, ,우안,,,,5,2,0,1,0.324,송광민,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
2,사구, ,4구, ,유땅, ,4구, ,1실,,,,2,0,0,0,0.315,김경언,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
3,사구, ,중비, ,4구, ,중안, ,중비,,,,3,1,1,0,0.364,김태균,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
4,삼진, ,중비, ,4구, ,삼진, ,3땅,,,,4,0,0,0,0.276,김태완,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
5, ,4구,삼진, , , , , , ,,,,1,0,0,0,0.272,최진행,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
6, , , , ,삼진, , , , ,,,,1,0,0,0,0.337,피에,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
7, , , , , , , , , ,,,,0,0,0,0,0.000,추승우,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
8, , , , , , ,유2병, , ,,,,1,0,0,0,0.273,이양기,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
9, ,삼진, , , , , , , ,,,,1,0,0,0,0.222,장운호,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
10, , , ,2안, , , , , ,,,,1,1,0,0,0.289,이용규,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
11, , , , , ,3땅, ,유땅, ,,,,2,0,0,0,0.150,송주호,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
12, ,삼진, ,우비, ,중비, , , ,,,,3,0,0,0,0.229,조인성,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
13, , , , , , , ,3땅, ,,,,1,0,0,0,0.248,정범모,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
14, ,투실, ,2땅, ,우중안, ,삼진, ,,,,4,1,0,0,0.239,강경학,구장 : 대전,"관중 : 3,365",2014.10.01(수),개시 : 18:29,경기시간 : 3:37,한화,SK
0,삼진, , ,4구,유땅, , ,2땅, ,,,,3,0,1,1,0.357,이명기,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
1,좌비, , ,투안,삼진, , ,1직, ,,,,4,1,0,0,0.257,조동화,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
2,유땅, , , , , , , , ,,,,1,0,0,0,0.307,최정,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
3, , , ,삼진, , , , , ,,,,1,0,0,0,0.325,박계현,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
4, , , , , ,좌중안, , , ,,,,1,1,0,0,0.258,신현철,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
5, , , , , , , , ,3땅,,,,1,0,0,0,0.267,김상현,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
6, ,삼진, ,중안, ,2유병, , ,좌비,,,,4,1,1,0,0.305,박정권,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
7, ,3파, ,삼진, ,중비, , ,좌2,,,,4,1,0,0,0.302,김강민,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
8, , , , , , , , , ,,,,0,0,0,0,0.208,김재현,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
9, ,삼진, ,삼진, , ,삼진, , ,,,,3,0,0,0,0.256,한동민,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
10, , , , , , , , ,3땅,,,,1,0,0,0,0.238,박진만,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
11, , ,우비, ,3실, ,중비, , ,,,,3,0,0,1,0.292,김성현,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
12, , ,3땅, ,좌안, ,우비, , ,,,,3,1,0,0,0.276,나주환,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
13, , ,좌비, ,투희번, , , , ,,,,1,0,0,0,0.233,정상호,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
14, , , , , , , ,중비, ,,,,1,0,0,0,0.348,이재원,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,SK,NC
0,4구,우안, , ,3땅,좌안, ,4구, ,,,,3,2,1,1,0.302,박민우,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
1, , , , , , , , , ,,,,0,0,0,0,0.278,지석훈,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
2,좌비,유땅, , ,2땅,삼진, , , ,,,,4,0,0,0,0.267,김종호,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
3, , , , , , , ,4구, ,,,,0,0,0,1,0.270,조영훈,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
4,우비, ,2땅, ,우안, ,2땅,중2, ,,,,5,2,3,0,0.289,이종욱,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
5,4구, ,삼진, ,우비, ,우중홈,1땅, ,,,,4,1,1,1,0.340,테임즈,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
6, , , , , , , , , ,,,,0,0,0,0,0.242,오정복,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
7,유땅, ,투땅, , ,좌홈,삼진, , ,,,,4,1,1,1,0.266,모창민,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
8, , , , , , , , , ,,,,0,0,0,0,0.182,노진혁,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
9, ,좌안, ,좌2, ,우안, , , ,,,,3,3,0,1,0.289,권희동,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
10, , , , , , , , , ,,,,0,0,0,1,0.191,이상호,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
11, , , , , , ,삼진, , ,,,,1,0,0,0,0.150,김성욱,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
12, ,1안, ,2땅, , , , , ,,,,2,1,0,1,0.245,박정준,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
13, , , , , ,투땅, ,1비, ,,,,2,0,0,0,0.270,이호준,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
14, ,좌비, ,우희비, ,삼진, ,좌2, ,,,,3,1,1,0,0.305,손시헌,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
15, , , , , , , , , ,,,,0,0,0,1,0.000,이창섭,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
16, ,우2, ,투땅, ,3실, ,투땅, ,,,,4,1,1,1,0.277,김태군,구장 : 마산,"관중 : 5,351",2014.10.02(목),개시 : 18:30,경기시간 : 3:08,NC,SK
0,삼진, ,투땅, ,유땅,3땅, , ,4구,,,,4,0,0,0,0.300,정근우,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
1,유땅, ,3땅, ,우안, ,삼진, ,투병,,,,5,1,0,1,0.322,송광민,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
2,1땅, , ,좌홈,우2, ,삼진, ,삼진,,,,5,2,2,2,0.317,김경언,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
3, ,중안, ,2비,4구, ,우안, , ,,,,3,2,0,1,0.367,김태균,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
4, ,우안, ,삼진,좌홈, ,2비, , ,,,,4,2,3,1,0.338,피에,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
5, ,투병, ,좌안,삼진, , ,유땅, ,,,,4,1,0,0,0.272,최진행,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
6, ,삼진, ,좌안, , , , , ,,,,2,1,0,0,0.237,장운호,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
7, , , , , ,좌안, , , ,,,,1,1,0,0,0.291,이용규,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
8, , , , , , , ,투땅, ,,,,1,0,0,0,0.143,송주호,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
9, , ,3비,투땅, ,투희번, ,중안, ,,,,3,1,0,0,0.250,정범모,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
10, , ,중안, ,2땅, , , , ,,,,2,1,0,0,0.246,강경학,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
11, , , , , ,삼진, , , ,,,,1,0,0,0,0.274,김태완,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
12, , , , , , , ,유땅, ,,,,1,0,0,0,0.282,이학준,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,한화,롯데
0,삼진, ,좌2,좌2, ,중안, ,우안, ,,,,5,4,1,3,0.321,황재균,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
1,4구, ,우중3,유땅, ,3땅, ,중안, ,,,,4,2,2,2,0.296,정훈,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
2,4구, ,우안,중홈, , ,4구,좌비, ,,,,3,2,3,2,0.359,손아섭,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
3,유비, ,4구,2비, , ,중안, , ,,,,3,1,0,0,0.292,최준석,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
4, , , , , , , , , ,,,,0,0,0,0,0.268,오승택,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
5, , , , , , , ,중2, ,,,,1,1,2,1,0.242,박준서,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
6,유비, ,유땅, ,우안, ,중비,중3, ,,,,5,2,1,0,0.300,박종윤,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
7, ,좌안,중희비, ,삼진, ,삼진,2땅, ,,,,4,1,1,0,0.279,전준우,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
8, , , , , , , , , ,,,,0,0,0,0,0.000,황동채,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
9, ,3땅,중비, ,중비, , , , ,,,,3,0,0,0,0.232,강민호,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
10, , , , , , , , , ,,,,0,0,0,0,0.271,장성우,구장 : 사직,"관중 : 5,169",2014.10.02(목),개시 : 18:29,경기시간 : 3:38,롯데,한화
