,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
9, ,좌안, ,유비, ,포파, , ,삼진,4,1,0,0,0.219,백재호,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,한화,삼성
10, ,2유병, , ,1땅, , , , ,2,0,0,0,0.248,신경현,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,한화,삼성
11, , , , , , ,삼진, ,삼진,2,0,0,0,0.208,심광호,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,한화,삼성
12, ,삼진, , ,삼진, ,우비, , ,3,0,0,0,0.250,송광민,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,한화,삼성
0,1땅, ,좌비, ,좌안,1땅, , , ,4,1,0,1,0.268,박한이,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
1,우비, ,4구, ,좌안,4구, , , ,2,1,0,1,0.252,신명철,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
2,우안, ,1비, ,좌안, ,2땅, , ,4,2,0,1,0.313,박진만,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
3,4구, ,4구, ,좌중홈, ,투땅, , ,2,1,4,1,0.255,심정수,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
4,삼진, ,삼진, ,삼진, ,중비, , ,4,0,0,0,0.237,김한수,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
5, ,유땅, ,4구, , , , , ,1,0,0,0,0.268,강봉규,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
6, , , , ,4구, , ,중안, ,1,1,0,0,0.336,양준혁,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
7, , , , , , , , , ,0,0,0,0,0.212,김종훈,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
8, ,2땅, ,우비,1비, , ,우비, ,4,0,0,0,0.248,김창희,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
9, ,3땅, ,우2,우비, , ,2땅, ,4,1,0,0,0.169,이정식,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
10, , ,우안,우비, ,2땅, , , ,3,1,0,0,0.229,박정환,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
11, , , , , , , ,3비, ,1,0,0,0,0.235,김재걸,구장 : 시민,"관중 : 4,301",2007.10.03(수),개시 : 14:01,경기시간 : 2:55,삼성,한화
0,좌중안/ 좌2, , ,유안, , , , , ,3,3,1,2,0.309,이대형,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
1, , , , , ,중안, ,유땅, ,2,1,0,1,0.200,안치용,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
2,4구/ 투땅, , ,유땅, ,우비, ,4구, ,3,0,0,1,0.236,박경수,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
3,좌중2,3안, ,중2, ,좌중2, , , ,4,4,3,2,0.279,박용택,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
4, , , , , , , ,포파, ,1,0,0,0,0.181,황선일,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
5,중안,32병, ,2땅, ,좌안, , , ,4,2,1,1,0.304,최동수,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
6, , , , , , , ,중비, ,1,0,0,0,0.306,김용우,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
7,삼진,2비, , ,삼진,2땅, , ,삼진,5,0,1,0,0.245,이성열,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
8,좌홈, ,3땅, ,2비,중비, , , ,4,1,3,1,0.283,조인성,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
9, , , , , , , , ,사구,0,0,0,0,0.161,박용근,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
10, , , , , , , , , ,0,0,0,0,0.000,심수창,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
11,1땅, ,삼진, , , , , , ,2,0,0,0,0.259,오태근,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
12, , , , ,중안, ,우비, , ,2,1,0,0,0.280,정의윤,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
13, , , , , , , , ,3파,1,0,0,0,0.209,손인호,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
14,중안, ,유파, ,좌안, ,우비, ,삼진,5,2,0,1,0.235,김상현,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
15,중안, , ,3땅,삼진, ,유땅, , ,4,1,0,0,0.239,권용관,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,LG,KIA
0,삼진, ,좌비, ,유비, ,2땅, ,투땅,5,0,0,0,0.280,이용규,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
1,좌비, ,삼진, , , , , , ,2,0,0,0,0.242,김원섭,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
2, , , , ,삼진, ,좌안, ,삼진,3,1,0,0,0.333,류은재,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
3,우중2, ,좌안, ,우중2, , , , ,3,3,0,2,0.339,이현곤,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
4, , , , , , ,좌비, ,우비,2,0,0,0,0.179,김경진,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
5,1실, ,2땅, ,4구, ,유땅, , ,3,0,0,0,0.281,장성호,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
6,4구, , ,우안,우안, , ,중비, ,3,2,1,0,0.335,최희섭,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
7, , , , , , , , , ,0,0,0,0,0.000,김정수,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
8,우비, , ,중안,3비, , ,우2, ,4,2,0,0,0.255,심재학,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
9, ,3땅, ,유비, , , , , ,2,0,0,0,0.252,송산,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
10, , , , , ,우비, ,4구, ,1,0,0,0,0.114,차일목,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
11, ,우비, ,투번, ,유땅, ,3파, ,4,0,0,0,0.127,김연훈,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
12, ,2땅, ,우비, , , , , ,2,0,0,0,0.212,손지환,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
13, , , , , ,2직, ,2땅, ,2,0,0,0,0.000,이강서,구장 : 무등,"관중 : 1,464",2007.10.03(수),개시 : 13:59,경기시간 : 2:52,KIA,LG
0,중비, , ,삼진, , , , , ,2,0,0,0,0.296,전준호,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
1, , , , , , ,우비, ,좌2,2,1,2,0,0.194,오윤,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
2,우비, , ,좌비, , ,3땅, , ,3,0,0,0,0.247,김일경,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
3, , , , , , , , ,우비,1,0,0,0,0.273,김동수,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
4,포파, , ,1비, , ,유땅, ,중비,4,0,0,0,0.316,이택근,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
5, ,3땅, , ,유땅, , ,우비, ,3,0,0,0,0.305,브룸바,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
6, ,2땅, , ,2땅, , ,삼진, ,3,0,0,0,0.292,정성훈,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
7, , , , , , , , , ,0,0,0,0,0.133,강정호,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
8, ,중비, , ,유땅, , ,유땅, ,3,0,0,0,0.282,강병식,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
9, , , , , , , , , ,0,0,0,0,0.074,홍원기,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
10, , ,우비, , ,중비, , ,좌비,3,0,0,0,0.226,유한준,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
11, , ,좌비, , ,유파, , ,좌안,3,1,0,1,0.231,강귀태,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
12, , ,삼진, , ,3땅, , ,중안,3,1,0,1,0.285,황재균,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,현대,두산
0,좌안, ,좌비,좌비, , ,포안, , ,4,2,0,1,0.317,이종욱,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
1, , , , , , , ,유땅, ,1,0,0,0,0.160,장원진,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
2, , , , , , , , , ,0,0,0,0,0.263,윤재국,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
3,2땅, ,2땅, ,삼진, ,3실, , ,4,0,0,0,0.274,김현수,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
4, , , , , , , , , ,0,0,0,1,0.193,전상렬,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
5,2땅, ,4구, ,2안, ,4구, , ,2,1,0,0,0.269,고영민,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
6,우비, ,중안, ,1비, ,3실, , ,4,1,1,0,0.322,김동주,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
7, ,4구,삼진, ,우비, ,3땅, , ,3,0,0,0,0.243,최준석,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
8, , , , , , , , , ,0,0,0,0,0.250,정원석,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
9, ,우안, ,좌중2, ,우비,우비, , ,4,2,0,1,0.270,홍성흔,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
10, ,우비, ,투안, ,좌비, ,4구, ,3,1,0,0,0.252,이대수,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
11, ,삼진, ,1희번, ,삼진, ,삼진, ,3,0,0,0,0.232,채상병,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
12, ,1땅, ,삼진, , ,좌비,삼진, ,4,0,0,0,0.242,민병헌,구장 : 잠실,"관중 : 10,057",2007.10.03(수),개시 : 14:01,경기시간 : 3:01,두산,현대
0,좌중안, ,중비, ,좌2, ,좌홈, , ,4,3,1,2,0.282,박재홍,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
1, , , , , , , , ,우중2,1,1,0,0,0.274,조동화,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
2,삼진, ,삼진, ,4구, ,유땅, ,삼진,4,0,0,0,0.243,김강민,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
3,중안, ,유땅, ,3땅, , , , ,3,1,0,0,0.340,이재원,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
4, , , , , , ,1땅, , ,1,0,0,0,0.221,박정권,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
5,중희비, , ,삼진, ,2땅, ,우2, ,3,1,1,0,0.313,이호준,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
6,중비, , ,중홈, ,좌안, ,사구, ,3,2,1,1,0.227,정경배,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
7, ,3직, ,4구, ,3땅, , , ,2,0,0,0,0.324,정근우,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
8, , , , , , , ,3병, ,1,0,0,0,0.241,나주환,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
9, ,우비, ,좌비, ,4구, ,삼진, ,3,0,0,0,0.267,최정,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
10, ,삼진, , ,2땅,삼진, , ,2땅,4,0,0,0,0.221,정상호,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
11, , ,포안, ,유땅, ,좌파, ,1땅,4,1,0,0,0.271,박재상,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,SK,롯데
0,4구,우안, , ,삼진, , ,우비, ,3,1,1,0,0.320,박현승,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
1,3땅, ,포파, ,3파, , , , ,3,0,0,0,0.204,최만호,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
2, , , , , , , ,중안, ,1,1,0,0,1.000,서정호,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
3,유땅, ,1땅, , ,유땅, ,2비, ,4,0,0,0,0.274,페레즈,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
4,2안, ,삼진, , ,4구, ,삼진, ,3,1,0,0,0.334,이대호,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
5,삼진, , ,삼진, ,중비, , , ,3,0,0,0,0.269,강민호,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
6, , , , , , , , ,3땅,1,0,0,0,0.220,최기문,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
7, ,중비, ,우비, ,유직, , , ,3,0,0,0,0.286,정보명,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
8, , , , , , , , ,4구,0,0,0,0,0.294,정수근,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
9, ,2땅, ,중비, , ,우비, , ,3,0,0,0,0.260,이원석,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
10, , , , , , , , ,사구,0,0,0,0,0.198,이인구,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
11, ,1실, , ,유파, ,1파, , ,3,0,0,1,0.215,박기혁,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
12, , , , , , , , ,2유병,1,0,0,0,0.222,박종윤,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
13, ,좌안, , ,중안, ,삼진, , ,3,2,0,0,0.310,이승화,구장 : 사직,"관중 : 2,946",2007.10.03(수),개시 : 13:59,경기시간 : 2:53,롯데,SK
0,3땅, ,좌2, ,좌비, , , , ,3,1,0,0,0.222,안치용,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
1, , , , , , ,2안,2땅, ,2,1,0,1,0.216,손인호,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
2,우비, ,4구, ,4구, ,우중안, , ,2,1,0,0,0.238,박경수,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
3, , , , , , , , ,1땅,1,0,0,0,0.285,이종열,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
4,유땅, ,포파, ,2땅, ,중희비, , ,3,0,1,0,0.278,박용택,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
5, , , , , , , , ,삼진,1,0,0,0,0.255,오태근,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
6, ,좌안, ,3땅, ,좌홈, , , ,3,2,1,1,0.306,최동수,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
7, , , , , , ,4구, ,삼진,1,0,0,0,0.300,김용우,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
8, ,좌파, ,1비, ,좌안,좌비, , ,4,1,0,0,0.280,정의윤,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
9, ,1파, ,중비, , , , , ,2,0,0,0,0.282,조인성,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
10, , , , , ,삼진, ,좌안, ,2,1,0,0,0.248,이성열,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
11, ,유땅, , ,좌2,좌비, ,삼진, ,4,1,0,0,0.235,김상현,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
12, , ,좌안, , , , , , ,1,1,0,0,0.241,권용관,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
13, , , , ,4구,2땅, ,삼진, ,2,0,0,0,0.152,박용근,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
14, , ,2병, ,유땅, ,투땅,유안, ,4,1,0,0,0.308,이대형,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,LG,KIA
0,좌비, ,좌비, ,중안, ,좌비, , ,4,1,1,0,0.280,이용규,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
1,우중3, ,투땅, ,유땅, , , , ,3,1,0,1,0.243,김원섭,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
2, , , , , , , ,삼진, ,1,0,0,0,0.175,김경진,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
3,좌희비, , ,유땅, , , , , ,1,0,1,0,0.338,이현곤,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
4, , , , , ,좌홈, , , ,1,1,1,1,0.256,이재주,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
5, , , , , , , ,4구, ,0,0,0,0,0.000,이강서,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
6,좌파, , ,2땅, ,중2, ,1파, ,4,1,0,1,0.281,장성호,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
7, ,유비, ,삼진, ,2안, ,우안, ,4,2,0,0,0.338,최희섭,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
8, , , , , , , , , ,0,0,0,0,0.000,김정수,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
9, ,좌비, , ,유땅,2병, , , ,3,0,0,0,0.240,심재학,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
10, , , , , , , ,3땅, ,1,0,0,0,0.250,송산,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
11, ,좌안, , ,좌안,1파, , , ,3,2,0,1,0.217,손지환,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
12, ,3땅, , ,3직, ,4구, , ,2,0,0,0,0.108,차일목,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
13, , , , , , , , , ,0,0,0,0,0.000,이호신,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
14, , ,삼진, ,중3, ,유병, , ,3,1,1,1,0.138,김연훈,구장 : 무등,관중 : 935,2007.10.04(목),개시 : 18:29,경기시간 : 2:57,KIA,LG
0,3땅, ,4구, ,사구,1땅, ,사구,1땅,3,0,0,2,0.253,고동진,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
1,우2, ,2땅, ,삼진, , , , ,3,1,0,0,0.258,연경흠,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
2, , , , , , ,우안, , ,1,1,0,0,0.265,조원우,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
3, , , , , , , , , ,0,0,0,0,0.190,김수연,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
4, , , , , , , ,중비, ,1,0,0,0,0.175,정희상,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
5,4구, , ,4구,좌안, ,삼진,좌중2, ,3,2,1,1,0.321,크루즈,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
6, , , , , , , , , ,0,0,0,0,0.000,안영명,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
7,32병, , ,중비,중안, ,포파,포파, ,5,1,1,0,0.249,이범호,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
8, ,삼진, ,우2,유비, , , , ,3,1,1,0,0.241,이영우,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
9, , , , , , ,우안, ,투땅,2,1,0,0,0.204,김인철,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
10, ,좌비, ,유땅, ,중안, ,2비,좌안,5,2,0,1,0.212,김태완,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
11, ,삼진, ,4구, ,투희번, ,우중안,좌홈,3,2,2,2,0.228,백재호,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
12, , ,3비,삼진, , , , , ,2,0,0,0,0.205,심광호,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
13, , , , , ,유땅, , , ,1,0,0,0,0.189,이도형,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
14, , , , , , , ,좌2,중비,2,1,0,1,0.250,신경현,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
15, , ,우비, , , , , , ,1,0,0,0,0.242,송광민,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
16, , , , ,삼진,4구, ,좌홈,좌홈,3,2,4,2,0.276,김민재,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,한화,두산
0,좌비, ,유비, ,좌비, , , , ,3,0,0,0,0.186,전상렬,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
1, , , , , , ,고4, , ,0,0,0,0,0.274,안경현,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
2, , , , , , , , ,2땅,1,0,0,0,0.273,김현수,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
3,1땅, , ,2땅, ,2땅,삼진, , ,4,0,0,0,0.259,오재원,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
4,좌비, , ,투땅, ,중비, ,2땅, ,4,0,0,0,0.257,윤재국,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
5, ,좌비, ,중안, ,유실, , , ,3,1,0,0,0.322,김동주,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
6, , , , , , , ,유비, ,1,0,0,0,0.316,이종욱,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
7, ,우비, ,중비, ,삼진, ,우안, ,4,1,0,0,0.244,최준석,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
8, ,삼진, , ,삼진, , , , ,2,0,0,0,0.242,정원석,구장 : 잠실,"관중 : 7,176",2007.10.04(목),개시 : 18:32,경기시간 : 3:20,두산,한화
