,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9
11, ,좌안, ,좌안, , ,삼진,유땅, ,4,2,2,1,0.229,이정식,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,삼성,현대,
12, ,삼진, ,우안, , ,2땅, , ,3,1,1,0,0.236,박종호,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,삼성,현대,
13, , , , , , , , ,3파,1,0,0,0,0.053,강명구,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,삼성,현대,
0,1안, ,좌비, , ,중안, ,좌안, ,4,3,0,0,0.219,정수성,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
1,32병, , ,유땅, ,4구, ,3안, ,3,1,0,0,0.243,유한준,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
2,우비, , ,2땅, ,우비, ,투땅, ,4,0,0,0,0.322,이택근,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
3, ,우비, ,1땅, ,3파, , , ,3,0,0,0,0.285,이숭용,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
4, , , , , , , , , ,0,0,0,0,0.216,지석훈,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
5, , , , , , , ,포파, ,1,0,0,0,0.189,전근표,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
6, , , , , , , , , ,0,0,0,0,0.250,서한규,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
7, ,2땅, , , , , , , ,1,0,0,0,0.291,정성훈,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
8, , , , ,2땅, ,우비, ,우비,3,0,0,0,0.270,홍원기,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
9, ,우비, , ,유비, ,4구, ,3파,3,0,0,0,0.220,강병식,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
10, , ,유땅, ,중안, ,유2병, ,유땅,4,1,0,0,0.307,강귀태,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
11, , ,중안, ,우비, , , , ,2,1,0,0,0.245,차화준,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
12, , , , , , , ,4구, ,0,0,0,0,0.280,김동수,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
13, , , , , , , , , ,0,0,0,0,0.283,전준호,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
14, , ,우비, , ,중비, ,3땅, ,3,0,0,0,0.215,채종국,구장 : 수원,"관중 : 3,313",2006.10.01(일),개시 : 14:00,경기시간 : 2:55,현대,삼성,
0,삼진, ,좌비, ,중안, ,유땅, , ,4,1,0,0,0.248,황동채,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
1,2땅, ,1땅, ,우안, ,삼진, , ,4,1,0,0,0.188,이승화,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
2,삼진, ,1비, , , , , , ,2,0,0,0,0.242,박현승,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
3, , , , ,중비, , ,중비, ,2,0,0,0,0.181,신명철,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
4, ,유땅, ,좌홈, ,중2, , , ,3,2,1,1,0.337,이대호,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
5, , , , , , , ,중비, ,1,0,0,1,0.295,김승관,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
6, ,4구, ,2땅, ,삼진, , , ,2,0,0,0,0.278,호세,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
7, , , , , , , ,3파, ,1,0,0,0,0.243,존갈,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
8, ,4구, ,유비, ,중안, , , ,2,1,0,0,0.254,강민호,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
9, , , , , , , , ,2비,1,0,0,0,0.129,이승재,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
10, ,4구, ,1땅, ,좌비, , ,삼진,3,0,0,0,0.000,김문호,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
11, ,유비, , ,3땅, , , , ,2,0,0,0,0.252,정보명,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
12, , , , , ,삼진, , , ,1,0,0,0,0.241,박남섭,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
13, , , , , , , , ,4구,0,0,0,0,0.264,박연수,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
14, ,우비, , ,유땅, ,삼진, ,우비,4,0,0,0,0.225,이원석,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,롯데,KIA,
0,좌중2,4구, ,3비,4구, ,우중3, , ,3,2,1,1,0.317,이용규,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
1,3희번,4구, ,우안,우안, ,좌안, , ,3,3,3,0,0.337,김원섭,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
2,4구,좌비, ,우중안,우비, ,3비, , ,4,1,1,0,0.303,장성호,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
3,유2병, ,중비,삼진, ,우파, , , ,4,0,0,0,0.285,이재주,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
4, , , , , , , ,좌비, ,1,0,0,0,0.207,홍세완,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
5, ,중비,좌2, ,좌2,삼진, ,1직, ,5,2,0,1,0.242,이종범,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
6, , , , , , , , , ,0,0,0,0,0.180,김경언,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
7, ,중안,3비, ,1희번,3땅, ,우비, ,4,1,0,1,0.264,손지환,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
8, ,삼진,3파, , , , , , ,2,0,0,0,0.166,스캇,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
9, , , , ,좌중안, , , , ,1,1,1,0,0.231,조경환,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
10, , , , , , ,삼진, , ,1,0,0,1,0.226,김종국,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
11, ,우중안, ,중안,야선, ,중비, , ,4,2,0,2,0.236,김상훈,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
12, ,우중안, ,삼진,좌비, ,우안, , ,4,2,1,1,0.243,이현곤,구장 : 무등,"관중 : 5,958",2006.10.01(일),개시 : 16:54,경기시간 : 3:08,KIA,롯데,
0,우비, ,포파, ,4구, ,우비, ,유땅,4,0,0,1,0.280,정수근,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
1,삼진, ,4구, ,4구, ,삼진, , ,2,0,1,0,0.186,이승화,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
2, , , , , , , , ,4구,0,0,0,0,0.264,박연수,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
3, , , , , , , , , ,0,0,0,0,0.248,황동채,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
4,4구, ,중비, ,좌안, , ,1땅,2비,4,1,1,0,0.279,호세,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
5,2땅, , ,2땅, , , , , ,2,0,0,0,0.335,이대호,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
6, , , , ,우희비, , ,2비, ,1,0,1,0,0.300,김승관,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
7, ,포파, ,유비,중비, , ,우비, ,4,0,0,0,0.225,손인호,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
8, ,좌비, ,1파, ,유비, , ,좌중홈,4,1,1,1,0.253,강민호,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
9, ,유땅, , ,2땅,삼진, , , ,3,0,0,0,0.255,정보명,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
10, , , , , , , , ,좌2,1,1,0,1,0.184,신명철,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
11, , ,유땅, ,좌중2,우비, , ,투희번,3,1,0,1,0.228,이원석,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
12, , ,좌2, ,4구, ,좌파, ,좌2,3,2,1,1,0.253,박기혁,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,롯데,KIA,
0,유땅, ,유땅, ,3땅, , ,투땅, ,4,0,0,0,0.315,이용규,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
1,2땅, ,3파, ,우비, , ,투땅, ,4,0,0,0,0.326,김원섭,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
2,우홈, ,우비, , ,4구, , ,중비,3,1,1,1,0.304,장성호,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
3,좌홈, , ,유땅, ,삼진, , ,중안,4,2,1,1,0.288,이재주,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
4, , , , , , , , , ,0,0,0,0,0.180,김경언,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
5,2땅, , ,좌2, ,삼진, , ,좌비,4,1,0,1,0.239,이종범,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
6, ,우안, ,좌안, , ,좌비, , ,3,2,1,0,0.264,손지환,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
7, , , , , , , , , ,0,0,0,0,0.227,김종국,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
8, , , , , , , , ,투땅,1,0,0,0,0.225,조경환,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
9, ,좌안, ,유비, , ,유땅, , ,3,1,0,0,0.168,스캇,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
10, ,투번, ,좌비, , ,삼진, , ,3,0,0,0,0.233,김상훈,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
11, ,2유병, , ,1파, , ,좌비, ,3,0,0,0,0.238,이현곤,구장 : 무등,"관중 : 3,039",2006.10.01(일),개시 : 14:00,경기시간 : 2:31,KIA,롯데,
0,좌비, ,좌비, ,중안, , ,좌안, ,5,3,0,0,0.286,정수근,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA,중안
1,삼진, ,우2, ,유땅, , ,포파, ,4,1,0,0,0.190,이승화,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA,투희번
2,2땅, ,삼진, , ,좌안, ,삼진, ,4,1,0,0,0.278,호세,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA,고4
3, , , , , , , , , ,0,0,0,0,0.000,김문호,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
4, ,4구, ,좌중2, , , , , ,1,1,0,0,0.339,이대호,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
5, , , , , ,중비, ,4구, ,2,0,0,0,0.286,김승관,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA,1파
6, ,우비, ,삼진, ,좌비, ,2땅, ,4,0,0,0,0.220,손인호,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
7, , , , , , , , , ,1,0,0,0,0.259,박연수,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA,2땅
8, , , , , , , , , ,0,0,0,0,0.248,황동채,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
9, ,우비, ,삼진, ,좌비, , ,우안,4,1,0,0,0.254,강민호,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
10, ,좌안, ,투땅, , ,3땅, ,1번,4,1,0,0,0.252,정보명,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
11, ,삼진, , ,좌안, ,삼진, ,포파,4,1,0,1,0.225,이원석,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
12, , ,4구, ,삼진, , , , ,1,0,0,0,0.252,박기혁,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
13, , , , , , ,3땅, ,유땅,2,0,0,0,0.179,신명철,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,롯데,KIA, 
0,좌2, ,삼진, , ,중비, , ,4구,3,1,0,1,0.318,이용규,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데,4구
1,3희번, ,중비, , ,우비, , ,1희번,3,1,1,0,0.337,김원섭,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데,좌안
2,우안, , ,우안, ,1땅, , ,4구,3,2,1,0,0.306,장성호,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
3, , , , , , , , , ,0,0,0,0,0.276,김민철,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
4, , , , , , , , , ,0,0,0,0,0.180,김경언,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
5,중비, , ,32병, , , , , ,2,0,0,0,0.284,이재주,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
6, , , , , , ,유땅, , ,1,0,0,0,0.206,홍세완,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
7, , , , , , , , ,고4,0,0,0,0,0.231,조경환,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
8, , , , , , , , , ,0,0,0,0,0.226,김종국,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
9,포파, , ,우중2, , ,2땅, ,유직,4,1,0,0,0.242,이종범,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
10, ,삼진, ,좌비, , ,3땅, , ,4,1,0,0,0.264,손지환,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데,3안
11, ,3땅, , ,4구, , ,우비, ,2,0,0,0,0.163,스캇,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데, 
12, , , , , , , , , ,1,0,0,0,0.225,송산,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데,2비
13, ,유땅, , ,32병, , ,좌비, ,3,0,0,1,0.234,김상훈,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데,4구
14, , ,2땅, ,유땅, , ,투땅, ,4,1,0,0,0.243,이현곤,구장 : 무등,"관중 : 8,313",2006.10.02(월),개시 : 18:29,경기시간 : 3:14,KIA,롯데,우안
0,우안,우2, , ,좌2, ,4구, , ,3,3,0,1,0.267,조원우,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
1, , , , , , , ,유2병, ,1,0,0,1,0.204,김수연,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
2,투안,삼진, , ,투희번, ,좌비, ,삼진,4,1,0,1,0.240,고동진,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
3,삼진,삼진, , ,유땅, ,우중홈, ,삼진,5,1,2,1,0.284,데이비스,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
4,중안, ,중비, , , , , , ,2,1,1,1,0.291,김태균,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
5, , , , ,투땅, ,삼진, ,4구,2,0,0,0,0.226,김인철,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
6,3실, ,2땅, , ,유땅,중비, ,유비,5,0,0,0,0.256,이도형,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
7,유땅, ,삼진, , ,좌안, , , ,3,1,1,1,0.258,이범호,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
8, , , , , , , ,4구, ,0,0,0,0,0.202,연경흠,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
9, , , , , , , , , ,0,0,0,0,0.368,송광민,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
10,우중2, , ,2땅, ,사구, ,좌안, ,3,2,2,0,0.361,백재호,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
11,삼진, , ,2비, ,좌비, ,중안, ,4,1,0,0,0.239,심광호,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
12, ,2땅, ,3땅, ,유땅, ,3땅, ,4,0,0,0,0.211,김민재,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
13, , , , , , , , , ,0,0,0,0,0.147,백승룡,구장 : 잠실,"관중 : 13,538",2006.10.02(월),개시 : 18:30,경기시간 : 3:01,한화,두산,
