,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11,12
11, , , ,삼진, , , , , ,1,0,0,0,0.036,채상병,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
12, , , , , , ,삼진, , ,1,0,0,0,0.167,조정권,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
13, , , , , , , ,3땅, ,1,0,0,0,0.212,조경택,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
14, ,우비, ,좌비, , ,사구, ,우중안,3,1,0,0,0.231,조현수,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
15, ,4구, ,유땅, , ,삼진, , ,2,0,0,0,0.207,백재호,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
16, , , , , , , , ,2땅,1,0,0,0,0.100,송혁,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
17, , , , , , , , , ,0,0,0,0,0.111,조윤채,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
18, ,3땅, , , , , , , ,1,0,0,0,0.272,허준,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
19, , , , ,삼진, , , , ,1,0,0,0,0.316,이영우,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
20, , , , , , ,우안, ,1파,2,1,0,0,0.221,임수민,구장 : 대전,관중 : 496,2002.10.12(토),개시 : 17:00,경기시간 : 2:49,한화,롯데,,,,
0,유땅, , , , , , , , ,1,0,0,0,0.300,전준호,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
1, , ,삼진,중안, ,삼진,삼진, ,우희비,4,1,2,0,0.290,최익성,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
2,2땅, ,좌중안,3땅, , , , , ,3,1,0,0,0.261,박종호,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
3, , , , , ,중안, ,중안,삼진,3,2,0,0,0.171,김일경,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
4,우비, ,삼진, ,삼진,유실, ,2병, ,5,0,0,0,0.281,박재홍,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
5, , , , , , , , , ,0,0,0,0,0.000,조용준,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
6, ,2비,3땅, ,삼진, ,우홈,4구, ,4,1,1,1,0.295,프랭클린,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
7, , , , , , , , , ,0,0,0,0,0.071,이용주,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
8, ,좌홈, ,좌중홈,4구, ,좌안,1땅, ,4,3,2,3,0.324,심정수,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
9, , , , , , , , , ,0,0,0,0,0.229,조재호,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
10, ,우홈, ,삼진,사구, ,좌안, ,4구,3,2,1,2,0.273,폴,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
11, , , , , , , , , ,0,0,0,1,0.250,정수성,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
12, ,1실, ,사구, , , , , ,1,0,0,0,0.263,강귀태,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
13, , , , , , , , , ,0,0,0,1,0.118,김민우,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
14, , , , ,삼진, ,투희실, ,우안,2,1,0,1,0.207,박경완,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
15, ,2땅, ,3직, ,4구, , , ,2,0,0,1,0.000,전근표,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
16, , , , , , ,투희번, , ,0,0,1,0,0.220,박진만,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
17, , , , , , , , ,우안,1,1,1,0,0.290,황윤성,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
18, ,3땅, ,4구, ,포파,2땅, ,1땅,4,0,1,0,0.150,서한규,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,현대,삼성,,,,
0,우홈, ,중안,투땅, ,우안, ,좌안, ,5,4,1,1,0.291,강동우,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
1,좌안, ,3희번, ,1땅,좌비, ,2땅, ,4,1,0,1,0.273,박한이,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
2,우안, ,좌비, ,유비, ,1땅, ,우2,5,2,0,1,0.333,이승엽,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
3,좌희비, ,유땅, ,4구, ,중안, ,2비,3,1,1,0,0.278,브리또,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
4,4구, , ,좌안,4구, ,삼진, ,우비,3,1,0,1,0.323,마해영,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
5,2유병, , ,4구,3땅, ,좌안, ,중안,4,2,1,1,0.303,김한수,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
6, ,2땅, ,우안, ,좌중2,2비, ,삼진,5,2,0,1,0.283,양준혁,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
7, ,유땅, ,중안, ,중안, ,우파, ,4,2,2,0,0.280,진갑용,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
8, ,투땅, ,유2병, ,2유병, , , ,3,0,0,0,0.241,박정환,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
9, , , , , , , ,삼진, ,1,0,0,0,0.000,장영균,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
10, , , , , , , , , ,0,0,0,0,0.205,김재걸,구장 : 시민,"관중 : 2,648",2002.10.13(일),개시 : 14:00,경기시간 : 3:48,삼성,현대,,,,
0,좌2,좌2, ,우비, , ,중안,중안, ,6,4,0,2,0.313,유지현,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, ,투희번, ,유땅
1,2실,4구, , ,우2, ,투희번,1땅, ,5,2,0,1,0.287,이병규,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, ,1땅, ,좌안
2,우희비,삼진, , ,유직, ,4구, ,삼진,4,0,1,1,0.287,박용택,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, ,우비, ,고4
3,우비, ,4구, ,1땅, ,좌안, ,좌안,6,4,3,1,0.282,마르티네,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , ,좌중홈,중안
4,4구, ,1병, ,4구, , , , ,1,0,0,0,0.252,이일의,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , , , 
5, , , , , , , , , ,0,0,0,0,0.190,박연수,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , , , 
6, , , , , , ,1파, ,삼진,3,1,0,0,0.167,김재학,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , ,우안, 
7, , , , , , , , , ,0,0,0,1,0.252,최만호,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , , , 
8, , , , , , , , , ,1,0,0,0,0.143,김용우,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , , ,삼진
9,2땅, ,2땅, ,2땅, ,2땅, , ,6,0,0,0,0.267,이종열,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA,2땅, ,3비,사구
10, ,2땅, ,2땅, ,좌비, ,포파, ,6,0,1,0,0.212,심성보,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA,1땅, ,2땅,4구
11, ,좌중홈, ,3땅, ,삼진, ,좌안, ,7,3,2,1,0.267,조인성,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA,3땅, ,중안,우비
12, ,유비, ,4구, ,1땅, ,삼진, ,3,0,0,0,0.212,손지환,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , , , 
13, , , , , , , , , ,0,0,0,0,0.217,권용관,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , , , 
14, , , , , , , , , ,0,0,0,0,0.238,최동수,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, ,4구, , 
15, , , , , , , , , ,1,0,0,0,0.185,김우석,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,LG,KIA, , ,투땅, 
0,유비, ,4구,4구, ,중비, ,우비, ,5,1,2,0,0.297,이종범,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG,중비, ,우중2, 
1,유땅, ,3비,중안, , ,유땅, ,3땅,7,1,2,0,0.284,김종국,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG,삼진, ,우비, 
2,2땅, ,우비,중비, , ,2직, ,2땅,6,0,0,0,0.335,장성호,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, ,3파, ,사구
3, ,2비,유땅, ,우중2, ,좌2, , ,4,2,0,0,0.254,홍세완,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , , , 
4, , , , , , , , ,우2,3,1,0,0,0.226,김태룡,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, ,포파, ,삼진
5, ,사구, ,유땅, , , , , ,1,0,0,0,0.267,펨버튼,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , , , 
6, , , , ,1희번, , , , ,0,0,0,0,0.316,김민철,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , , , 
7, , , , , , ,4구, ,4구,2,1,0,0,0.257,이현곤,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, ,유땅, ,좌안
8, ,4구, ,좌안,유땅, ,우비, ,삼진,6,2,0,2,0.304,신동주,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , ,좌2,1파
9, ,4구, ,2직,삼진, , , , ,2,0,0,0,0.261,김경언,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , , , 
10, , , , , , , ,3땅, ,2,1,0,0,0.171,김인철,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG,중안, , , 
11, , , , , , , , , ,1,0,0,0,0.244,장일현,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , ,중비, 
12, , , , , , , , , ,1,0,0,0,0.240,장정석,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , , ,삼진
13, ,32병, ,2안, ,우파, ,4구, ,3,1,0,1,0.227,김상훈,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG,1희번, , , 
14, , , , , , , , , ,1,0,0,0,0.215,김창희,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , ,삼진, 
15, , , , , , , , , ,0,0,0,0,0.268,김지훈,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG, , , , 
16, , ,4구,2안, ,2땅, ,2비, ,3,1,0,2,0.299,정성훈,구장 : 무등,"관중 : 1,550",2002.10.13(일),개시 : 14:00,경기시간 : 5:33,KIA,LG,고4, ,4구, 
0,사구,유땅, ,사구, , , , , ,1,0,0,2,0.221,조성환,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
1, , , , , ,3비, ,우2, ,2,1,0,0,0.246,박기혁,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
2,중비, ,우중2,2땅, , , , , ,3,1,0,0,0.219,이계성,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
3, , , , , ,삼진, ,3땅, ,2,0,0,0,0.190,권오현,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
4,4구, ,유땅,좌홈, , , , , ,2,1,2,1,0.246,박정태,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
5, , , , , ,유실, , ,좌비,2,0,0,0,0.190,신명철,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
6,우안, ,4구,우비, ,2땅, , , ,3,1,1,1,0.280,김응국,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
7, , , , , , , , ,4구,0,0,0,1,0.241,엄정대,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
8,유2병, ,4구, ,유땅, ,유비, ,우안,4,1,0,2,0.282,최기문,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
9, ,좌안,우2, , , , , , ,2,2,2,1,0.270,허문회,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
10, , , , ,삼진, ,유땅, ,우2,3,1,1,0,0.259,이동욱,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
11, ,삼진,3땅, ,우중안, ,좌비, ,우희비,4,1,1,1,0.258,박현승,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
12, ,중안, ,우홈,좌3, , ,삼진,3땅,5,3,3,1,0.213,김주찬,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
13, ,중비, ,좌비,삼진, , ,우비, ,4,0,0,0,0.233,김정현,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,롯데,한화,,,,
0,3땅, ,4구,3땅, ,삼진, , , ,3,0,0,1,0.261,이범호,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
1, , , , , , , , ,2땅,1,0,0,0,0.269,강석천,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
2,유땅, ,좌안, ,중안, ,좌안, ,중비,5,3,0,1,0.286,조윤채,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
3,4구, ,중안, ,중비, ,삼진, , ,3,1,1,0,0.294,송지만,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
4, , , , , , , , , ,0,0,0,0,0.231,조현수,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
5,삼진, ,유땅, ,중안, , , , ,3,1,0,0,0.246,이도형,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
6, , , , , , , , , ,0,0,0,0,0.000,김대원,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
7, , , , , , ,삼진, , ,1,0,0,0,0.282,데이비스,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
8, ,유안, ,좌중2,유땅, , ,삼진, ,4,2,0,1,0.249,장종훈,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
9, , , , , , , , , ,0,0,0,0,0.205,김수연,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
10, ,우비, ,2땅, , , , , ,2,0,0,0,0.269,허준,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
11, , , , ,1직, , ,좌비, ,2,0,0,0,0.219,임수민,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
12, ,2유병, ,1파, , , , , ,2,0,0,0,0.205,백재호,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
13, , , , , ,1땅, , , ,1,0,0,0,0.315,이영우,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
14, , , , , , , , , ,0,0,0,0,0.000,서창호,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
15, , , , , , , ,유땅, ,1,0,0,0,0.253,김태균,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
16, , ,3땅,좌중2, ,삼진, , ,좌중2,4,2,1,1,0.263,조효상,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
17, , ,유땅, , , , , , ,1,0,0,0,0.211,조경택,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
18, , , ,우중2, ,유실, , ,우비,3,1,1,0,0.065,채상병,구장 : 대전,관중 : 385,2002.10.13(일),개시 : 14:00,경기시간 : 2:44,한화,롯데,,,,
0,삼진, ,삼진, ,4구, ,우비, ,좌비,4,0,0,0,0.217,조성환,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
1,우안, , ,좌2,삼진, ,투땅, ,삼진,5,2,0,1,0.263,이동욱,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
2,3땅, , ,1땅, ,좌비, ,좌안, ,4,1,0,0,0.246,박정태,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
3, , , , , , , , , ,0,0,0,0,0.190,신명철,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
4,삼진, , ,2땅, ,3파, ,좌안, ,4,1,1,0,0.280,김응국,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
5, ,유땅, ,삼진, ,좌홈, ,삼진, ,4,1,1,1,0.257,박현승,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
6, ,우2, , ,유땅,유땅, ,사구, ,3,1,0,0,0.215,김주찬,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
7, , , , , , , , , ,0,0,0,0,0.241,엄정대,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
8, ,2직, , ,중홈, ,2땅,투땅, ,4,1,1,1,0.234,김정현,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
9, , ,유땅, ,2땅, , , , ,2,0,0,0,0.000,최준석,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
10, , , , , , ,중안,삼진, ,2,1,0,0,0.283,최기문,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
11, , ,투땅, ,4구, ,우안, , ,2,1,0,0,0.200,권오현,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
12, , , , , , , , ,3파,1,0,0,0,0.269,허문회,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,롯데,한화,,,,
0,좌비, ,좌안, ,우안, ,4구, , ,3,2,0,1,0.274,강석천,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
1,좌안, ,좌안, ,유2병, ,투희번, , ,3,2,1,0,0.318,이영우,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
2,삼진, ,2유병, ,좌중홈, ,고4, , ,3,1,1,1,0.294,송지만,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
3,삼진, , ,우중홈,우안, ,좌안, , ,4,3,1,1,0.287,데이비스,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
4, ,중비, ,중2,유땅, ,우희비, , ,3,1,1,1,0.250,장종훈,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
5, ,좌비, ,우비, ,3비, , , ,3,0,0,0,0.244,이도형,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
6, , , , , , ,1직, , ,1,0,0,0,0.209,조경택,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
7, ,투땅, ,사구, ,4구, ,중비, ,2,0,0,0,0.259,이범호,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
8, , ,우안,좌희비, ,2안, ,투땅, ,3,2,1,0,0.223,임수민,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
9, , ,4구,2땅, ,유2병, ,2땅, ,3,0,0,1,0.265,허준,구장 : 대전,관중 : 579,2002.10.13(일),개시 : 17:05,경기시간 : 2:51,한화,롯데,,,,
0,3땅, ,중비,좌비,우비, ,좌홈, , ,5,1,1,1,0.296,이종범,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
1, , , , , , , ,좌비, ,1,0,0,0,0.215,김창희,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
2,4구, ,4구,유안, ,중비,우안, ,중비,4,2,0,2,0.286,김종국,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
3,우안, ,우홈,4구, ,좌안,좌안, , ,4,4,2,2,0.341,장성호,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
4, , , , , , , , ,좌안,1,1,0,0,0.250,오우진,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
5,1비, ,유땅,좌비, ,좌안,우희비, , ,4,1,1,1,0.254,홍세완,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
6, , , , , , , , , ,0,0,0,0,0.226,김태룡,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
7, , , , , , , , ,좌안,1,1,0,0,0.265,이현곤,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
8,삼진, ,2안, ,유땅,좌비,중비, ,우비,6,1,0,0,0.265,펨버튼,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
9, ,3땅,좌안, ,좌2,4구, ,좌홈, ,4,3,1,2,0.311,신동주,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
10, , , , , , , , ,좌비,1,0,0,0,0.237,장정석,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
11, ,좌2,중비, ,좌안,좌2, ,우안, ,5,4,3,0,0.239,김인철,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
12, ,삼진, ,2땅,중비,우비, ,유땅, ,5,0,0,0,0.223,김상훈,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
13, ,좌비, ,우안,사구, ,2비,좌비, ,4,1,0,0,0.298,정성훈,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,KIA,삼성,,,,
0,4구, ,2땅, , ,유땅, ,3파, ,3,0,0,0,0.289,강동우,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
1, , , , , , , , ,사구,0,0,0,0,0.115,임재철,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
2,1희번, ,1땅, , ,삼진, ,4구,2땅,3,0,0,1,0.271,박한이,구장 : 시민,"관중 : 1,089",2002.10.14(월),개시 : 14:59,경기시간 : 2:51,삼성,KIA,,,,
