,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
0,우안,삼진, ,4구, ,우비, , ,우안,4,2,0,1,0.289,강백호,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
1,좌안,우중홈, ,중비, ,투땅, , ,삼진,5,2,2,2,0.310,이진영,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
2,중비,2비, ,유땅, ,우비, , ,중비,5,0,0,0,0.337,유한준,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
3,삼진, ,2땅,유땅, , ,3땅, ,2비,5,0,0,0,0.306,로하스,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
4,좌2, ,삼진, ,3실, ,삼진, , ,4,1,2,0,0.264,박경수,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
5,4구, ,4구, ,좌안, ,삼진, , ,2,1,0,1,0.292,황재균,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
6,2비, ,우중2, ,3땅, , ,중비, ,4,1,1,1,0.276,윤석민,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
7, ,삼진,중2, ,삼진, , ,2땅, ,4,1,1,0,0.257,장성우,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
8, ,좌2,삼진, ,1파, , ,투땅, ,4,1,0,1,0.266,심우준,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,KT,LG,,
0,좌비,2땅,우비, ,좌비, ,1땅, , ,5,0,0,0,0.238,임훈,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
1,투실, ,1땅,사구,좌비, ,중희비, , ,3,0,1,2,0.280,오지환,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
2,좌안, ,좌안,좌2, ,4구,2땅, , ,4,3,1,3,0.346,이천웅,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
3,사구, ,사구,중안, ,3파, ,포파, ,3,1,2,0,0.343,가르시아,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
4,좌비, ,유땅,삼진, ,우안, , , ,4,1,0,1,0.308,서상우,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
5, , , , , , , ,2땅, ,1,0,0,0,0.225,김용의,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
6,4구, ,4구,좌비, ,좌안, , , ,2,1,1,1,0.261,양석환,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
7, , , , , , , ,중홈, ,1,1,1,1,0.318,이형종,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
8, , , , , , , , , ,0,0,0,0,0.208,윤진호,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
9,삼진, ,우중2,유비, ,투땅, ,2비, ,5,1,3,1,0.297,유강남,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
10, ,삼진,4구, ,삼진, ,우중2, , ,3,1,0,0,0.167,홍창기,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
11, , , , , , , , , ,0,0,0,0,0.220,안익훈,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
12, ,2땅,4구, ,좌안, ,좌중안, , ,3,2,0,1,0.263,정주현,구장 : 잠실,"관중 : 5,512",2018.10.02(화),개시 : 18:30,경기시간 : 3:25,LG,KT,,
0,삼진, ,1직, ,삼진, ,유2병, ,4구,4,0,0,0,0.310,민병헌,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK, ,
1, , , , , , , , , ,0,0,0,1,0.269,나경민,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK, ,
2, , , , , , , , , ,0,0,0,0,0.121,나종덕,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,4구,
3,3비, , ,좌중안,유안, ,중안, ,우안,5,4,1,1,0.341,손아섭,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,4구,
4,삼진, , ,좌중홈,1비, ,투땅, ,좌안,6,2,3,1,0.344,전준우,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,유땅,
5, ,1땅, ,유땅, ,우비, ,3땅,유2병,5,0,0,0,0.335,이대호,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK, ,
6, ,삼진, ,사구, , , , , ,1,0,0,0,0.273,이병규,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK, ,
7, , , , , ,중안, ,유땅, ,3,2,1,1,0.303,채태인,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,좌홈,
8, ,삼진, ,삼진, ,중비, ,좌중2, ,5,1,0,0,0.281,문규현,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,중비,
9, , ,삼진,삼진, ,2땅, ,삼진, ,5,0,0,0,0.298,신본기,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,중비,
10, , ,중홈, ,삼진, ,좌안, ,삼진,5,3,1,3,0.379,전병우,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,좌중안,
11, , , , , , , , , ,0,0,0,0,0.273,번즈,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK, ,
12, , ,3땅, ,4구, ,4구, , ,1,0,0,0,0.244,안중열,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK, ,
13, , , , , , , , ,중홈,2,2,1,1,0.296,정훈,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,롯데,SK,우안,
0,1땅,좌안,3땅, ,삼진, , , , ,4,1,1,0,0.244,정진기,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
1, , , , , , , ,삼진, ,1,0,0,0,0.255,김동엽,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
2, , , , , , , , , ,0,0,0,0,0.231,이성우,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
3, , , , , , , , , ,1,0,0,0,0.259,강승호,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데,유땅,
4,1직,4구, ,좌중안, ,3파, ,삼진, ,4,1,0,0,0.287,한동민,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
5,1비,4구, ,우비, ,좌비, , ,삼진,4,0,0,0,0.314,로맥,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
6, ,좌홈/ 삼진, ,4구, ,유비, , ,삼진,4,1,1,1,0.272,정의윤,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
7, ,좌안,좌2,32병, , ,삼진, , ,4,2,0,2,0.333,이재원,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
8, , , , , , , , ,삼진,1,0,0,0,0.289,김재현,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
9, ,좌홈,삼진, ,4구, ,삼진, , ,4,1,2,2,0.238,최정,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데,삼진,
10, ,4구,좌안, ,4구, ,우중2, , ,3,3,0,1,0.308,김강민,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데,좌안,
11, ,투비,우안, ,3희번, ,유비, , ,3,1,1,0,0.268,김성현,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
12, , , , , , , , , ,0,0,0,0,0.295,최항,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데,4구,
13, , , , , , , , , ,0,0,0,0,0.322,박승욱,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
14, ,유비,중비, ,2땅, , ,삼진, ,4,0,1,0,0.262,나주환,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데, ,
15, , , , , , , , , ,1,0,0,0,0.200,박정권,구장 : 문학,"관중 : 13,782",2018.10.02(화),개시 : 18:29,경기시간 : 4:29,SK,롯데,1땅,
0,유땅,3안, ,4구, ,좌중안, ,2땅, ,5,3,0,1,0.323,박민우,구장 : 광주,"관중 : 8,886",2018.10.02(화),개시 : 18:29,경기시간 : 4:31,NC,KIA,중안, 
1,좌안,4구, ,우비, ,1파, ,중안, ,5,3,1,2,0.288,권희동,구장 : 광주,"관중 : 8,886",2018.10.02(화),개시 : 18:29,경기시간 : 4:31,NC,KIA, ,좌2
2,중안,유직, ,좌안, ,좌2, ,2땅, ,6,3,1,1,0.319,나성범,구장 : 광주,"관중 : 8,886",2018.10.02(화),개시 : 18:29,경기시간 : 4:31,NC,KIA, ,1땅
