,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9
11, , , , , , , ,삼진, ,1,0,0,0,0.239,황재균,구장 : 목동,"관중 : 1,398",2008.08.26(화),개시 : 18:31,경기시간 : 2:49,우리,삼성,
0,투땅, ,유땅, , ,1직, ,우중안, ,4,1,0,0,0.307,이용규,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
1,중비, , ,4구, ,우파, ,포파, ,3,0,0,0,0.232,김종국,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
2,3땅, , ,삼진, ,중안, ,2직, ,4,1,1,0,0.295,이종범,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
3, ,2땅, ,2땅, ,좌비, ,삼진, ,4,0,0,0,0.234,최희섭,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
4, ,3땅, ,삼진, , ,우비, ,중안,4,1,0,0,0.294,이재주,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
5, , , , , , , , , ,0,0,0,1,0.150,김형철,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
6, ,1땅, , ,1실, ,투땅, ,4구,3,0,0,0,0.314,장성호,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
7, , ,좌2, ,좌비, ,우안, ,중비,4,2,0,0,0.268,이현곤,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
8, , ,1파, ,유2병, ,좌안, , ,3,1,0,0,0.316,김상훈,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
9, , , , , , , , ,중2,1,1,1,0,0.286,나지완,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
10, , ,우비, , ,좌2,1비, ,우비,4,1,0,1,0.252,김주형,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,KIA,LG,
0,4구, ,삼진, ,2땅, ,유실, , ,3,0,0,1,0.259,이대형,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
1,중안, ,유직, ,2땅, ,4구, , ,3,1,1,1,0.273,박용택,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
2,3땅, ,우중안, ,4구, ,유안, , ,3,2,0,0,0.308,안치용,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
3, , , , , , , , , ,0,0,0,0,0.274,손인호,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
4,중안, ,우중안, ,우비, ,1땅, , ,4,2,0,0,0.352,페타지니,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
5,좌희비, ,4구, , ,삼진, ,삼진, ,2,0,1,0,0.273,최동수,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
6,3땅, ,중비, , ,삼진, ,3땅, ,4,0,0,0,0.274,박경수,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
7, ,2땅, ,중안, ,2땅, ,중안, ,4,2,0,1,0.239,김상현,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
8, ,삼진, ,유2병, , ,삼진,중홈, ,4,1,2,1,0.241,조인성,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
9, ,2땅, ,1땅, , ,2땅,유땅, ,4,0,0,0,0.200,권용관,구장 : 잠실,"관중 : 6,647",2008.08.26(화),개시 : 18:31,경기시간 : 3:04,LG,KIA,
0,삼진,1땅, , ,2땅, , ,3비, ,4,0,0,0,0.238,오재원,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
1,4구, ,포파, , ,2땅, , , ,2,0,0,1,0.208,이성열,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
2, , , , , , , ,2땅, ,1,0,0,0,0.303,이종욱,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
3,3비, ,4구, , ,2땅, , , ,2,0,0,0,0.300,유재웅,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
4, , , , , , , , ,삼진,1,0,0,0,0.263,고영민,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
5,4구, ,좌비, , ,3땅, , ,2실,3,0,0,1,0.227,최준석,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
6, , , , , , , , , ,0,0,0,0,0.192,이대수,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
7,좌홈, , ,2비, , ,좌안, ,2직,4,2,3,1,0.332,홍성흔,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
8,투땅, , ,유땅, , , , , ,2,0,0,0,0.200,최주환,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
9, , , , , , ,유비, , ,1,0,0,0,0.343,김현수,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
10, ,삼진, ,삼진, , ,유비, , ,3,0,0,0,0.257,전상렬,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
11, ,3땅, , ,중비, ,1땅, , ,3,0,0,0,0.207,채상병,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
12, ,좌중2, , ,1땅, , ,2땅, ,3,1,0,0,0.243,김재호,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,두산,SK,
0,유직,유땅, , ,유땅, ,중안, , ,4,1,1,1,0.296,정근우,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
1,중비, ,2땅, , ,우안,3파, , ,4,1,0,0,0.330,이진영,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
2,삼진, ,삼진, , ,우중2,우2, , ,4,2,2,0,0.308,김재현,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
3, ,우2,삼진, , ,1파,투땅, , ,4,1,0,1,0.324,박재홍,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
4, ,4구, ,우비, ,삼진, ,우비, ,3,0,0,0,0.272,박경완,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
5, ,투희실, ,투땅, ,삼진, ,좌2, ,3,1,0,0,0.309,최정,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
6, ,유비, ,3땅, , ,중비,삼진, ,4,0,0,0,0.270,나주환,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
7, ,삼진, , ,삼진, , , , ,2,0,0,0,0.250,김강민,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
8, , , , , , ,우안, , ,1,1,0,0,0.349,이재원,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
9, , , , , , , ,삼진, ,1,0,0,1,0.186,모창민,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
10, , , , , , , , , ,0,0,0,0,0.286,권영진,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
11, ,4구, , ,1땅, ,2안, , ,2,1,1,1,0.278,조동화,구장 : 문학,"관중 : 12,341",2008.08.26(화),개시 : 18:32,경기시간 : 2:53,SK,두산,
0,좌안, ,유땅, ,2안, ,삼진, ,우안,5,3,0,3,0.298,김주찬,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
1,유비, ,삼진, ,중비, , ,1땅,2땅,5,0,0,0,0.283,이인구,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
2,유땅, ,좌비, ,좌중홈, , ,유안,좌안,5,3,3,3,0.311,조성환,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
3,4구, , ,투땅,우비, , ,좌중홈,좌2,4,2,2,3,0.296,이대호,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
4,우홈, , ,좌홈, ,1땅, ,중안,좌중안,5,4,6,2,0.265,가르시아,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
5,삼진, , ,2땅, ,4구, ,삼진,3땅,4,0,0,0,0.291,강민호,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
6, ,1땅, ,중안, ,삼진, ,4구, ,3,1,0,0,0.331,손광민,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
7, , , , , , , , , ,0,0,0,0,0.195,이승화,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
8, ,유땅, ,2땅, , ,좌비,삼진, ,4,0,0,0,0.282,정보명,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
9, , , , , , , , , ,0,0,0,0,0.203,이원석,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
10, ,삼진, , ,유비, ,유땅, ,4구,3,0,0,0,0.259,박기혁,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,롯데,한화,
0,삼진, ,중안, ,좌비, , , , ,3,1,0,1,0.268,추승우,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
1, , , , , , , ,삼진, ,1,0,0,0,0.000,최진행,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
2,우안, ,좌안, ,투땅, , ,유안, ,4,3,1,1,0.315,송광민,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
3,1병, ,좌중홈, , ,우비, ,2땅, ,4,1,3,1,0.270,클락,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
4, ,투비,2땅, , ,3땅, , ,4구,3,0,0,0,0.327,김태균,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
5, , , , , , , , , ,0,0,0,0,0.160,오선진,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
6, ,포파, ,투안, ,중비, , , ,3,1,0,0,0.289,이범호,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
7, , , , , , , , ,2땅,1,0,0,0,0.202,윤재국,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
8, ,중비, ,1병, , ,중비, ,우비,4,0,0,0,0.274,김태완,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
9, , ,좌비,삼진, , ,투땅, ,2땅,4,0,0,0,0.218,한상훈,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
10, , ,중비, ,중안, ,삼진, , ,3,1,0,0,0.289,신경현,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
11, , ,유안, ,삼진, , , , ,2,1,0,1,0.168,이여상,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
12, , , , , , , ,3땅, ,1,0,0,0,0.249,김민재,구장 : 대전,"관중 : 5,200",2008.08.26(화),개시 : 18:31,경기시간 : 3:12,한화,롯데,
0,삼진, ,우비, ,우비, ,좌중2, , ,4,1,0,0,0.329,박한이,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
1,우비, , ,4구,3땅, ,3비, , ,3,0,0,1,0.216,조동찬,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
2, , , , , , , , , ,0,0,0,0,0.242,김재걸,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
3,1땅, , ,2비, ,중비, ,좌비, ,4,0,0,0,0.254,양준혁,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
4, ,삼진, ,삼진, ,삼진, , , ,3,0,0,0,0.280,박석민,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
5, , , , , , , ,중비, ,1,0,0,0,0.180,신명철,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
6, ,2땅, ,4구, ,중안, ,2땅, ,3,1,0,1,0.274,최형우,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
7, , , , , , , , , ,0,0,0,0,0.137,허승민,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
8, ,우비, ,좌중2, ,삼진, , ,중안,4,2,2,1,0.301,김창희,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
9, , ,중비,좌안, , ,우홈, ,2땅,4,2,2,1,0.273,채태인,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
10, , ,3비,유땅, , ,투번, , ,3,0,0,0,0.219,현재윤,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
11, , , , , , , , ,삼진,1,0,0,0,0.250,우동균,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
12, , , , , , , , , ,0,0,0,0,0.280,진갑용,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
13, , ,우중2, ,유땅, ,좌비, ,좌비,4,1,0,0,0.224,박진만,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
14, , , , , , , , , ,0,0,0,0,0.000,손주인,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,삼성,우리,
0,투땅, , ,좌파, , , , , ,2,0,0,0,0.339,전준호,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
1, , , , , ,투땅, , ,우안,2,1,0,1,0.197,정수성,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
2,삼진, , ,1땅, , ,유땅, , ,3,0,0,0,0.272,이숭용,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
3, , , , , , , , ,우희비,0,0,1,0,0.239,황재균,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
4,1비, , ,좌비, , ,3땅, ,1파,4,0,0,0,0.318,이택근,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
5, ,삼진, , ,삼진, ,우비, ,중안,4,1,0,0,0.301,브룸바,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
6, , , , , , , , , ,0,0,0,0,0.300,오윤,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
7, ,유땅, , ,우비, , ,2땅,우안,4,1,1,0,0.296,송지만,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
8, ,포파, , ,중비, , ,사구, ,2,0,0,0,0.270,정성훈,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
9, , ,삼진, , ,우비, ,우비, ,3,0,0,0,0.254,강정호,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
10, , ,우비, , ,좌안, ,우비, ,3,1,0,0,0.251,강귀태,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
11, , , , , , , , , ,0,0,0,0,0.077,유선정,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
12, , ,좌비, , ,유땅, , , ,2,0,0,0,0.255,권도영,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
13, , , , , , , , ,3안,1,1,0,1,0.255,김일경,구장 : 목동,"관중 : 1,384",2008.08.27(수),개시 : 18:30,경기시간 : 2:32,우리,삼성,
0,좌안, ,우3, , ,4구, , ,좌안,3,3,0,0,0.313,이용규,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
1,우비, ,2땅, , ,2병, , ,3땅,4,0,0,0,0.291,이종범,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
2,유병, , ,유땅, , ,우비, ,포파,4,0,0,0,0.309,장성호,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
3, ,유땅, ,삼진, , ,우비, , ,3,0,0,0,0.289,이재주,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
4, ,1땅, ,2땅, , ,좌비, , ,3,0,0,0,0.230,최희섭,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
5, ,4구, , ,유땅, , ,중비, ,2,0,0,0,0.267,이현곤,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
6, ,1파, , ,유땅, , ,중비, ,3,0,0,0,0.246,김주형,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
7, , , , , , , , , ,0,0,0,0,0.150,김형철,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
8, , ,유땅, ,중비, , ,3직, ,3,0,0,0,0.293,김상훈,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
9, , , , , , , , , ,0,0,0,0,0.252,차일목,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
10, , ,중비, , ,1직, , , ,2,0,0,0,0.230,김종국,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
11, , , , , , , , ,삼진,1,0,0,0,0.216,채종범,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,KIA,LG,
0,유땅, ,좌중안,중비, ,좌비, , , ,4,1,0,0,0.259,이대형,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
1,4구, ,4구, ,우안, ,삼진, , ,2,1,0,0,0.274,박용택,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
2,좌안, ,삼진, ,3땅, ,좌비, , ,4,1,0,0,0.307,안치용,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
3,1병, , ,사구,우안, ,유비, , ,3,1,0,0,0.352,페타지니,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
4, ,4구, ,3병,2비, , ,좌중안, ,3,1,0,0,0.274,최동수,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
5, , , , , , , , , ,0,0,0,1,0.183,박용근,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
6, , , , , , , , , ,0,0,0,0,0.208,김태완,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
7, ,삼진, ,3실,3땅, , ,투희번, ,3,0,0,1,0.271,박경수,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
8, ,유병, ,중안, ,사구, ,2땅, ,3,1,0,1,0.241,김상현,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
9, , ,4구,좌안, ,삼진, ,삼진, ,3,1,1,0,0.242,조인성,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
10, , ,2병,중안, ,3땅, , , ,3,1,1,0,0.203,권용관,구장 : 잠실,"관중 : 6,465",2008.08.27(수),개시 : 18:29,경기시간 : 2:39,LG,KIA,
0,2안,좌안, ,좌안,우안, ,우안, ,중비,6,5,0,4,0.312,이종욱,구장 : 문학,"관중 : 12,199",2008.08.27(수),개시 : 18:31,경기시간 : 3:16,두산,SK,
1,4구,우안, ,2안,3땅, ,삼진, ,좌2,5,3,1,2,0.268,고영민,구장 : 문학,"관중 : 12,199",2008.08.27(수),개시 : 18:31,경기시간 : 3:16,두산,SK,
2,중안,2유병, ,2땅,중안, ,중안, ,2땅,6,3,2,1,0.346,김현수,구장 : 문학,"관중 : 12,199",2008.08.27(수),개시 : 18:31,경기시간 : 3:16,두산,SK,
