,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
7, ,2땅, ,3희번, ,1땅, ,2땅, ,3,0,1,0,0.291,양현석,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,SK,현대,,
8, , , , , , , , , ,0,0,0,0,0.231,이진영,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,SK,현대,,
9, ,4구, ,유땅, , ,삼진,중비, ,3,0,0,0,0.238,최태원,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,SK,현대,,
10, ,중안, ,좌비, , ,2땅, , ,3,1,1,0,0.159,강성우,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,SK,현대,,
11, , , , , , , , ,삼진,1,0,0,0,0.313,윤재국,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,SK,현대,,
0,삼진, ,유땅, ,중비, , ,우비, ,4,0,0,0,0.227,김인호,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
1,삼진, ,삼진, , ,4구, ,4구, ,2,0,0,1,0.247,박종호,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
2,포파, ,좌안, , ,좌2, ,좌홈, ,4,3,2,1,0.262,박재홍,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
3, ,삼진,중비, , ,포파, ,좌안, ,4,1,0,0,0.272,박경완,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
4, ,4구, ,좌비, ,투땅, , , ,2,0,0,1,0.311,이숭용,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
5, , , , , , , ,삼진, ,1,0,0,0,0.188,이재주,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
6, ,좌중홈, ,유땅, , ,유땅, , ,3,1,2,1,0.256,이명수,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
7, ,좌중홈, ,2땅, , ,좌비, , ,3,1,1,1,0.261,박진만,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
8, ,중비, , ,중안, ,삼진, , ,3,1,0,0,0.236,퀸란,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
9, , , , , , , , , ,0,0,0,0,0.227,장교성,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
10, ,삼진, , ,투번, , ,3땅, ,3,0,0,0,0.000,최만호,구장 : 수원,"관중 : 1,172",2001.07.01(일),개시 : 18:30,경기시간 : 2:56,현대,SK,,
0,2비, ,유땅, , ,1땅, , , ,3,0,0,0,0.243,조원우,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
1, , , , , , , ,삼진, ,1,0,0,0,0.237,최태원,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
2, , , , , , , , , ,0,0,0,0,0.231,이진영,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
3, , , , , , , , ,삼진,1,0,0,0,0.215,김경기,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
4, , , , , , , , , ,0,0,0,0,0.000,김원형,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
5, , , , , , , , , ,0,0,0,0,0.000,오상민,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
6,삼진, , ,2땅, ,우홈, ,2땅,2비,5,1,1,1,0.310,윤재국,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
7,4구, , ,우비, ,1파, ,4구, ,2,0,0,1,0.324,브리또,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
8,2땅, , ,삼진, ,중비, ,우2, ,4,1,0,0,0.353,에레라,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
9, ,삼진, , ,중안, ,좌중2,3땅, ,4,2,0,1,0.250,이호준,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
10, ,우비, , ,3땅, ,우중안, ,4구,3,1,1,0,0.291,양현석,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
11, , , , , , , , , ,0,0,0,0,0.233,양용모,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
12, ,유땅, , ,4구, ,1직, ,투희선,2,0,0,0,0.242,안재만,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
13, , ,삼진, ,삼진, ,중안, ,삼진,4,1,0,0,0.159,송재익,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
14, , ,중비, ,우비, ,중비, ,우안,4,1,0,0,0.162,강성우,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,SK,현대,,
0,사구, ,삼진, , ,좌비, ,투안, ,3,1,0,0,0.316,전준호,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
1,2땅, , ,3비, ,우2, ,2유병, ,4,1,0,1,0.247,박종호,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
2,좌비, , ,유땅, ,우비, , ,삼진,4,0,0,0,0.259,박재홍,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
3,유땅, , ,투땅, ,좌중2, , ,4구,3,1,1,0,0.312,이숭용,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
4, , , , , , , , , ,0,0,0,0,0.000,최만호,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
5, ,4구, , ,2땅,삼진, , ,삼진,3,0,0,0,0.269,박경완,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
6, ,2유병, , ,삼진, ,2땅, ,투실,4,0,0,0,0.263,필립스,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
7, , , , , , , , , ,0,0,0,0,0.182,이용주,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
8, ,유비, , ,우안, ,삼진, , ,3,1,0,0,0.279,전근표,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
9, , , , , , , , ,유땅,1,0,0,0,0.253,이명수,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
10, , ,투땅, ,4구, ,3땅, , ,2,0,0,0,0.234,퀸란,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
11, , ,좌비, ,좌비, , ,우비, ,3,0,0,0,0.257,박진만,구장 : 수원,관중 : 517,2001.07.02(월),개시 : 18:30,경기시간 : 2:59,현대,SK,,
0,사구,좌안, ,4구, ,1파, , ,유2병,3,1,0,1,0.307,김종국,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
1,포파,유비, ,3파, , ,삼진, , ,4,0,0,0,0.262,장일현,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
2,좌3,우비, , ,4구, ,3직, , ,3,1,1,1,0.266,장성호,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
3,1파, ,중비, ,유비, ,중비, , ,4,0,0,0,0.347,산토스,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
4,중홈, ,4구, ,삼진, , ,유땅, ,3,1,2,1,0.310,이동수,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
5,4구, ,1비, ,1파, , ,사구, ,2,0,0,0,0.285,신동주,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
6,우안, ,우비, , ,우중2, ,유2병, ,4,2,0,0,0.259,홍세완,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
7, , , , , , , , , ,0,0,0,0,0.000,김상현,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
8,3땅, , ,유땅, ,삼진, , , ,3,0,0,0,0.300,김상훈,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
9, , , , , , , , ,삼진,1,0,0,0,0.125,김지훈,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
10, ,2땅, ,1비, , , , , ,2,0,0,0,0.232,김태룡,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
11, , , , , ,유땅, , , ,1,0,0,0,0.238,정영규,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
12, , , , , , , , ,유안,1,1,0,0,0.257,김민철,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,KIA,삼성,,
0,2비, ,2비, ,2비, , , , ,3,0,0,0,0.291,강동우,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
1, , , , , , ,좌홈, , ,1,1,1,1,0.281,김승권,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
2, , , , , , , , , ,0,0,0,0,0.298,김종훈,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
3,사구, ,2유병, , ,좌중2,사구, , ,2,1,0,2,0.258,박한이,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
4,우중2, , ,4구, ,4구,2유병, , ,2,1,0,2,0.293,이승엽,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
5,우희비, , ,중비, ,좌중2, ,유비, ,3,1,3,0,0.299,마르티네,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
6,우비, , ,2땅, ,투땅, , , ,3,0,0,0,0.289,마해영,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
7, , , , , , , ,삼진, ,1,0,0,0,0.194,김기태,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
8, ,우비, ,좌홈, ,중비, ,2안, ,4,2,2,1,0.285,김한수,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
9, ,삼진, ,유땅, ,사구, ,투땅, ,3,0,0,0,0.270,정경배,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
10, ,2땅, , ,포파,삼진, , , ,3,0,0,0,0.236,김동수,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
11, , ,4구, ,우비, ,투땅, , ,2,0,0,0,0.291,박정환,구장 : 시민,"관중 : 3,545",2001.07.03(화),개시 : 18:30,경기시간 : 2:56,삼성,KIA,,
0,4구,3땅, , ,4구,1땅, , , ,2,0,0,1,0.294,정수근,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
1, , , , , , , , ,유비,1,0,0,0,0.111,김원섭,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
2,유땅,3파, , ,삼진, ,좌안, ,2땅,5,1,0,2,0.309,장원진,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
3,4구, ,좌중홈, ,유땅, ,중비, ,삼진,4,1,1,2,0.303,우즈,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
4, , , , , , , , , ,0,0,0,0,0.209,홍원기,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
5,우안, ,삼진, ,좌안, ,우2, , ,4,3,2,2,0.357,심재학,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
6,좌안, ,중비, ,중안, ,유땅, , ,4,2,2,1,0.284,안경현,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
7,1땅, ,유비, ,중안, ,1땅, , ,4,1,1,0,0.259,최훈재,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
8,중안, , ,2땅,유비, , ,3직, ,4,1,2,0,0.270,홍성흔,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
9,우비, , ,삼진, ,3땅, ,삼진, ,4,0,0,0,0.256,이종민,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
10, ,유땅, ,중비, ,삼진, ,유땅, ,4,0,0,0,0.200,김민호,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,두산,롯데,,
0,삼진, ,4구, ,중비,1땅, ,우안, ,4,1,0,0,0.281,박현승,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
1,삼진, ,삼진, , , , , , ,2,0,0,0,0.272,김대익,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
2, , , , ,우안, ,유땅,우안, ,3,2,1,1,0.253,임재철,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
3,삼진, , ,중안,좌비, ,우안,2비, ,5,2,0,1,0.309,김응국,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
4, ,우비, ,1비,우안, ,3땅, ,좌비,5,1,0,0,0.348,호세,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
5, ,4구, ,좌중2,4구, ,좌안, ,좌안,3,3,1,1,0.313,조경환,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
6, ,2땅, ,중3,4구, ,중비, , ,3,1,2,0,0.273,김주찬,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
7, , , , , , , , ,삼진,1,0,0,0,0.271,얀,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
8, ,삼진, ,유직,2땅, , ,삼진,4구,4,0,0,0,0.248,이계성,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
9, , ,삼진,4구, ,좌비, ,삼진, ,3,0,0,0,0.200,정진식,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
10, , , , , , , , ,유안,1,1,0,0,0.321,최기문,구장 : 마산,"관중 : 3,231",2001.07.03(화),개시 : 18:31,경기시간 : 3:21,롯데,두산,,
