,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,중비, ,좌안, ,우파, , ,투안, ,4,2,0,1,0.311,이종욱,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
1,2땅, ,2땅, , ,중안, , , ,3,1,0,0,0.266,윤재국,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
2, , , , , , , , , ,0,0,0,0,0.232,민병헌,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
3, , , , , , , ,우비, ,1,0,0,0,0.000,최주환,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
4, , , , , , , , , ,0,0,0,0,0.500,김혜겸,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
5,4구, , ,좌홈, ,우비, ,좌안, ,3,2,1,2,0.268,고영민,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
6,우비, , ,중비, ,우안, ,우중안, ,4,2,1,0,0.327,김동주,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
7, ,중비, ,삼진, ,유땅, ,삼진, ,4,0,0,0,0.241,최준석,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
8, , , , , , , , , ,0,0,0,0,0.167,정원석,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
9, ,2비, ,우중안, , ,중비, ,투땅,4,1,0,0,0.261,홍성흔,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
10, ,투땅, ,중비, , ,투땅, ,2땅,4,0,0,0,0.266,이대수,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
11, , ,중비, ,유땅, ,좌안, , ,3,1,0,0,0.240,채상병,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
12, , , , , , , , ,삼진,1,0,0,0,0.313,오재원,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
13, , ,유비, ,유비, , , , ,2,0,0,0,0.195,전상렬,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
14, , , , , , ,투땅, , ,1,0,0,0,0.282,김현수,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,두산,롯데,,,
0,좌비, ,1땅, , ,우안, ,삼진, ,4,1,0,0,0.288,정수근,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
1,중비, ,중비, , ,투희번, , , ,2,0,0,0,0.203,이인구,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
2, , , , , , , ,4구, ,0,0,0,0,0.145,최길성,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
3, , , , , , , , , ,0,0,0,1,0.234,최만호,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
4,우비, , ,3땅, ,1파, ,좌2, ,4,1,0,1,0.333,박현승,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
5, ,3실, ,좌비, ,고4, ,고4, ,2,0,0,1,0.328,이대호,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
6, , , , , , , , , ,0,0,0,0,0.244,김문호,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
7, , , , , , , , , ,0,0,0,0,0.091,문규현,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
8, ,우홈, ,3비, ,3땅, ,중2, ,4,2,4,1,0.268,페레즈,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
9, ,좌비, , ,우중안, ,4구,삼진, ,3,1,0,0,0.260,강민호,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
10, ,삼진, , ,우비, , , , ,2,0,0,0,0.283,정보명,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
11, , , , , , ,1희번,유땅, ,1,0,0,0,0.257,이원석,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
12, ,중비, , ,1비, ,삼진, , ,3,0,0,0,0.266,김주찬,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
13, , ,1파, ,삼진, , , , ,2,0,0,0,0.219,박기혁,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
14, , , , , , ,1땅, , ,1,0,0,0,0.231,최기문,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
15, , , , , , , , , ,0,0,0,0,0.194,박남섭,구장 : 사직,"관중 : 3,161",2007.09.02(일),개시 : 14:01,경기시간 : 3:04,롯데,두산,,,
0,유땅,중안, ,좌안,투땅, ,1땅, ,유병,6,2,0,1,0.245,고동진,구장 : 잠실,"관중 : 20,613",2007.09.02(일),개시 : 17:01,경기시간 : 3:38,한화,LG,,,
1,2비,삼진, ,4구,우비, ,우안, , ,4,1,1,0,0.269,조원우,구장 : 잠실,"관중 : 20,613",2007.09.02(일),개시 : 17:01,경기시간 : 3:38,한화,LG,,,
2, , , , , , , , , ,0,0,0,0,0.200,김동영,구장 : 잠실,"관중 : 20,613",2007.09.02(일),개시 : 17:01,경기시간 : 3:38,한화,LG,,,
3,4구, ,우중2,2실, ,중안,1땅, , ,4,2,1,0,0.320,크루즈,구장 : 잠실,"관중 : 20,613",2007.09.02(일),개시 : 17:01,경기시간 : 3:38,한화,LG,,,
4,중비, ,유비,투땅, ,좌비, ,삼진, ,5,0,0,0,0.297,김태균,구장 : 잠실,"관중 : 20,613",2007.09.02(일),개시 : 17:01,경기시간 : 3:38,한화,LG,,,
5, ,4구,유땅,삼진, ,3땅, ,좌비, ,4,0,0,1,0.242,이범호,구장 : 잠실,"관중 : 20,613",2007.09.02(일),개시 : 17:01,경기시간 : 3:38,한화,LG,,,
