,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10
10, ,유땅, , ,투땅, , , , ,2,0,0,0,0.287,김태군,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,NC,KIA,,
11, , , , , , ,중비, , ,1,0,0,0,0.250,박정준,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,NC,KIA,,
12, , , , , , , , , ,0,0,0,0,0.042,이태원,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,NC,KIA,,
0,유비,우안, ,좌안, ,좌2, ,유직, ,5,3,1,1,0.298,이대형,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
1,1땅,유병, ,4구, ,투희번, ,중비, ,3,0,0,0,0.287,김주찬,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
2,중안, ,4구,유병, ,유땅, ,좌2, ,4,2,1,1,0.322,필,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
3,좌안, ,4구,삼진, ,우안, ,2땅, ,4,2,0,2,0.339,나지완,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
4,사구, ,중안, ,4구,좌중2, , , ,2,2,2,0,0.273,이범호,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
5,유땅, ,좌안, ,중비, , , , ,3,1,1,0,0.309,박기남,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
6, , , , , ,2땅, , , ,1,0,0,0,0.308,안치홍,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
7, ,좌중홈,투땅, ,좌중2, ,삼진, , ,4,2,1,1,0.371,김다원,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
8, ,우비,중비, ,삼진, , , , ,3,0,0,0,0.171,차일목,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
9, , , , , , ,삼진, , ,1,0,0,0,0.250,백용환,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
10, ,좌안,2땅, ,중비, ,1땅, , ,4,1,0,1,0.300,강한울,구장 : 광주,"관중 : 13,662",2014.06.01(일),개시 : 17:01,경기시간 : 3:16,KIA,NC,,
0,좌비,좌비, , ,삼진, , ,4구,우안,4,1,0,1,0.265,조동화,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
1,우2, ,2땅, , ,좌안, ,삼진,삼진,5,2,0,0,0.500,박계현,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
2,삼진, ,삼진, , ,삼진, ,2땅, ,4,0,0,0,0.438,임훈,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
3,4구, ,유땅, , ,우비, ,좌2, ,3,1,1,0,0.427,이재원,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
4,유비, , ,3비, ,우안, ,2땅, ,4,1,0,0,0.265,한동민,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
5, ,중비, ,2땅, ,중비, , , ,3,0,0,0,0.208,이명기,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
6, , , , , , , , ,삼진,1,0,0,0,0.286,김재현,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
7, ,우홈, ,우비, , ,유비, ,우안,4,2,1,2,0.237,박정권,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
8, ,3땅, , ,우비, ,삼진, ,삼진,4,0,0,0,0.270,김성현,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
9, ,중안, , ,유땅, ,삼진, , ,3,1,0,0,0.234,나주환,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
10, , , , , , , , ,좌중2,1,1,1,0,0.208,안정광,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,SK,한화,,
0,중안,1땅, ,좌중안, ,4구,중희비, , ,3,2,2,2,0.316,이용규,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
1,포실,투땅, ,투땅, ,4구,포파, , ,4,0,0,1,0.285,정근우,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
2,중2,유땅, ,중비, ,우안, ,2비, ,5,2,2,1,0.333,송광민,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
3,좌중2, ,1파, ,유땅,중비, ,4구, ,4,1,1,1,0.349,김태균,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
4, , , , , , , , , ,0,0,0,0,0.267,장운호,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
5,삼진, ,4구, ,2직, ,중3,2비, ,4,1,0,1,0.308,피에,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
6,유땅, ,삼진, ,중안, ,중안, , ,4,2,1,0,0.283,최진행,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
7, , , , , , , ,좌비, ,1,0,0,1,0.226,고동진,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
8,좌안, ,삼진, ,중비, ,삼진, , ,4,1,1,1,0.333,한상훈,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
9,중안, , ,중안, ,유땅,우안, , ,4,3,1,1,0.347,김경언,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
10,중비, , ,1희번, ,투비,4구, , ,2,0,0,0,0.236,정범모,구장 : 대전,"관중 : 5,947",2014.06.01(일),개시 : 16:59,경기시간 : 3:06,한화,SK,,
0,중안, ,우안,삼진, , ,4구, ,유직,4,2,0,1,0.382,서건창,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
1,중비, ,좌안, ,좌홈, ,3땅, , ,4,2,1,1,0.288,이택근,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
2,우비, ,삼진, ,삼진, ,중비, , ,4,0,0,0,0.310,유한준,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
3, ,4구,좌안, ,삼진, , ,중비, ,3,1,1,1,0.310,박병호,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
4, ,우비,삼진, ,2땅, , ,삼진, ,4,0,0,0,0.303,강정호,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
5, ,중비,투안, , ,삼진, ,우비, ,4,1,0,0,0.266,김민성,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
6, ,중안,투땅, , ,2땅, , ,삼진,4,1,0,0,0.262,윤석민,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
7, ,중안, ,2땅, ,3직, , ,2땅,4,1,1,0,0.235,문우람,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
8, ,삼진, ,1비, , ,중비, , ,3,0,0,0,0.248,허도환,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
9, , , , , , , , ,좌중2,1,1,0,0,0.300,안태영,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,넥센,NC,,
0,4구,우안, ,2땅, ,좌비, ,2땅, ,4,1,0,1,0.248,김종호,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
1, , , , , , , , , ,0,0,0,0,0.353,권희동,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
2,4구,4구, ,유비, ,4구, ,1땅, ,2,0,0,1,0.277,이종욱,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
3,중비,삼진, , ,우2,좌안, ,2땅, ,5,2,0,0,0.357,나성범,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
4,4구,삼진, , ,유땅,유땅, , , ,3,0,0,1,0.275,이호준,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
5,우중홈, ,1땅, ,삼진, ,우2, , ,4,2,4,2,0.339,테임즈,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
6,우안, ,중비, ,4구, ,포희번, , ,2,1,0,0,0.294,모창민,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
7,삼진, ,삼진, , , , , , ,2,0,0,0,0.286,지석훈,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
8, , , , ,4구, ,우안, , ,1,1,1,0,0.306,박민우,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
9, , , , , , , , , ,0,0,0,0,0.200,이상호,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
10,1비, , ,사구,우비, ,3직, , ,3,0,0,0,0.255,손시헌,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
11, ,3땅, ,투희번, ,2비,삼진, , ,3,0,0,0,0.279,김태군,구장 : 마산,"관중 : 5,203",2014.06.03(화),개시 : 18:30,경기시간 : 3:31,NC,넥센,,
0,중안, ,좌비, ,좌안, ,유땅, , ,4,2,0,0,0.301,이대형,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
1,삼진, ,중안, ,우비, , ,3땅, ,4,1,0,0,0.286,김주찬,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
2,삼진, ,2땅, ,좌비, , ,삼진, ,4,0,0,0,0.281,신종길,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
3, , , , , , , , , ,0,0,0,0,0.000,김병현,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
4, ,좌2, ,좌2, ,삼진, ,4구, ,3,2,0,1,0.344,나지완,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
5, , , , , , , , , ,0,0,0,0,0.300,김민우,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
6, ,삼진, ,4구, ,중비, ,좌2, ,3,1,0,0,0.275,이범호,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
7, ,좌안, ,좌희비, ,유비, , , ,2,1,1,0,0.313,박기남,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
8, , , , , , , ,삼진, ,1,0,0,0,0.320,필,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
9, ,삼진, ,삼진, , , , , ,2,0,0,0,0.351,김다원,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
10, , , , , , ,2땅, ,좌비,2,0,0,0,0.377,이종환,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
11, ,3땅, ,유비, , ,삼진, , ,3,0,0,0,0.234,백용환,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
12, , , , , , , , ,삼진,1,0,0,0,0.306,안치홍,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
13, , ,1땅, ,유땅, ,좌안, ,1땅,4,1,0,0,0.297,강한울,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,KIA,삼성,,
0,유땅,유직, , ,중안, ,좌안, , ,4,2,0,1,0.309,나바로,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
1,우비, ,좌중안, ,중안, ,2땅, , ,4,2,1,0,0.273,박한이,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
2,4구, ,유병, ,중희비, ,1땅, , ,2,0,1,0,0.275,채태인,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
3,4구, ,좌중2, ,유비, , ,우안, ,3,2,0,0,0.356,최형우,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
4, , , , , , , , , ,0,0,0,1,0.209,박해민,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
5,유땅, ,삼진, , ,중비, ,2땅, ,4,0,0,0,0.338,박석민,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
6, ,좌2, ,포파, ,좌비, ,좌희비, ,3,1,1,1,0.297,이승엽,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
7, ,투희번, ,삼진, ,삼진, ,좌비, ,3,0,0,0,0.231,이영욱,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
8, ,우희비, ,중비, , ,1파, , ,2,0,1,0,0.321,이지영,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
9, ,좌안, , ,우안, ,4구, , ,2,2,0,1,0.300,김상수,구장 : 대구,"관중 : 6,042",2014.06.03(화),개시 : 18:30,경기시간 : 3:17,삼성,KIA,,
0,중안, ,2땅,좌비, , , , , ,3,1,0,1,0.381,서건창,구장 : 마산,"관중 : 10,306",2014.06.04(수),개시 : 18:31,경기시간 : 3:19,넥센,NC,,
