,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9
5,유땅, ,좌중2,우안, , ,중안,4,3,0,2,0.235,김종국,구장 : 무등,"관중 : 2,880",2005.09.24(토),개시 : 18:30,경기시간 : 2:38,KIA,롯데, , ,
6, , , , , , , ,1,0,0,0,0.000,서동욱,구장 : 무등,"관중 : 2,880",2005.09.24(토),개시 : 18:30,경기시간 : 2:38,KIA,롯데,삼진, ,
7, ,三파,4구,우비, , , ,2,0,0,0,0.173,김주형,구장 : 무등,"관중 : 2,880",2005.09.24(토),개시 : 18:30,경기시간 : 2:38,KIA,롯데, , ,
8, , , , , , ,삼진,2,0,0,0,0.222,김민철,구장 : 무등,"관중 : 2,880",2005.09.24(토),개시 : 18:30,경기시간 : 2:38,KIA,롯데,二땅, ,
9, ,유땅,4구, ,우비, ,중안,3,1,1,1,0.250,차일목,구장 : 무등,"관중 : 2,880",2005.09.24(토),개시 : 18:30,경기시간 : 2:38,KIA,롯데, , ,
10, ,二땅, , , , , ,1,0,0,0,0.040,김원섭,구장 : 무등,"관중 : 2,880",2005.09.24(토),개시 : 18:30,경기시간 : 2:38,KIA,롯데, , ,
11, , ,4구, ,삼진, ,삼진,2,0,1,0,0.213,김경진,구장 : 무등,"관중 : 2,880",2005.09.24(토),개시 : 18:30,경기시간 : 2:38,KIA,롯데, , ,
0,우안,一땅, , , , , ,2,1,0,0,0.286,장원진,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
1, , , ,중안, ,우비,중안,4,3,0,1,0.272,나주환,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, ,좌안,
2,투비, ,중안,우안, ,우중안, ,4,3,1,2,0.314,임재철,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
3, , , , , , ,우비,2,0,0,0,0.180,윤승균,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, ,삼진,
4,4구, ,투희번,좌비, ,二비, ,2,0,0,0,0.258,최경환,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
5, , , , , , ,삼진,2,0,0,0,0.000,방승재,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, ,삼진,
6,우비, ,삼진, ,4구,좌홈, ,3,1,2,2,0.265,문희성,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
7, , , , , , ,삼진,1,0,0,0,0.156,이승준,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
8,삼진, ,우중안, ,중홈,좌안, ,4,3,3,2,0.270,홍성흔,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
9, , , , , , , ,1,0,0,1,0.286,강인권,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성,유땅, ,
10, ,우비,우중2, ,중2,4구, ,3,2,1,0,0.289,안경현,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
11, , , , , , , ,1,0,0,1,0.125,고영민,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성,삼진, ,
12, ,삼진,투땅, ,二땅,중안, ,4,1,1,1,0.277,손시헌,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
13, , , , , , , ,1,0,0,0,0.222,김재호,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성,우비, ,
14, ,4구, ,一땅,一땅,좌안, ,3,1,1,1,0.271,김창희,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
15, , , , , , , ,0,0,0,0,0.238,강봉규,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, ,4구,
16, ,중홈, ,三땅,二땅,좌중2, ,4,2,3,1,0.225,홍원기,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, , ,
17, , , , , , , ,1,0,0,0,0.000,윤석민,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,두산,삼성, ,삼진,
0,三땅, ,4구, ,三땅, , ,3,0,0,0,0.274,조동찬,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산,유비, ,
1,좌비, ,중비, , ,二비, ,3,0,0,0,0.268,박종호,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, , ,
2, , , , , , , ,1,0,0,0,0.250,강명구,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산,중비, ,
3,투땅, ,좌파, , ,삼진, ,3,0,0,0,0.294,박한이,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, , ,
4, , , , , , , ,1,1,0,0,0.292,김종훈,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산,중안, ,
5, ,삼진, ,우비, ,三땅, ,4,0,0,0,0.277,심정수,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산,三직, ,
6, , , , , , , ,0,0,0,0,0.000,강영식,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, , ,
7, ,二땅, ,중비, , , ,2,0,0,0,0.260,양준혁,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, , ,
8, , , , , , ,三땅,2,0,0,0,0.188,박석민,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, ,유땅,
9, ,좌중2, ,삼진, , ,좌안,4,2,0,1,0.298,김대익,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, ,三땅,
10, ,우비, , ,三땅, ,우중2,4,1,1,0,0.251,김재걸,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, ,三실,
11, , ,중홈, ,우비, , ,2,1,1,1,0.224,이정식,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, , ,
12, , , , , , ,一파,2,0,0,0,0.000,손승현,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, ,포파,
13, , ,삼진, ,4구, ,유땅,2,0,0,0,0.238,강동우,구장 : 시민,"관중 : 6,077",2005.09.24(토),개시 : 18:31,경기시간 : 2:42,삼성,두산, , ,
0,二땅, ,三비, , ,투실, ,4,0,0,0,0.301,조원우,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK,二땅, ,
1,4구, ,중비, , ,유파, ,3,0,0,0,0.200,고동진,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK,유땅, ,
2, , , , , , , ,0,0,0,0,0.500,이양기,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
3,삼진, , ,二비, ,포파, ,4,0,0,0,0.255,이도형,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK,삼진, ,
4,4구, , ,삼진, ,좌2, ,3,1,0,0,0.314,김태균,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, ,三땅,
5,중비, , ,유땅, ,4구, ,2,0,0,0,0.271,이범호,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
6, , , , , , , ,1,0,0,0,0.000,정희상,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, ,一직,
7, ,삼진, , ,三비,一비, ,4,0,0,0,0.290,브리또,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, ,三파,
8, ,삼진, , ,二땅, ,삼진,3,0,0,0,0.287,김인철,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
9, , , , , , , ,0,0,0,0,0.278,신경현,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
10, ,삼진, , ,중안, , ,2,1,0,0,0.111,박노민,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
11, , , , , , ,一직,1,0,0,0,0.252,김수연,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
12, , ,二직, ,우비, , ,2,0,0,0,0.262,백재호,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
13, , , , , , ,유땅,1,0,0,0,0.216,한상훈,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,한화,SK, , ,
0,삼진, ,유직, ,우비, ,삼선,5,0,0,1,0.297,박재홍,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화,三땅, ,
1, , , , , , , ,0,0,0,0,0.206,조경환,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
2,4구, ,유비, ,투번, , ,2,0,0,0,0.261,조동화,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
3, , , , , , ,중안,2,1,1,0,0.667,채종범,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화,우비, ,
4,삼진, ,투땅, , ,우홈,二땅,4,1,2,2,0.288,이진영,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
5,三비, , ,三땅, ,우안,좌중홈,4,2,2,1,0.275,이호준,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
6, ,4구, ,三파, ,투희번,유땅,2,0,0,0,0.286,정경배,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
7, ,중비, ,투땅, ,사구, ,2,0,0,0,0.237,조중근,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
8, , , , , , ,중안,1,1,0,0,0.207,김기태,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
9, ,유二병, , ,중비, , ,2,0,0,0,0.239,김태균,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
10, , , , , ,우비, ,1,0,0,0,0.227,최익성,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
11, , , , , , ,유땅,1,0,0,0,0.203,이대수,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
12, , ,중2, ,4구,유비, ,2,1,0,0,0.249,박경완,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
13, , , , , , , ,1,0,0,0,0.214,최경철,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화,三땅, ,
14, , ,三희실, ,사구, ,4구,1,1,0,1,0.276,김민재,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화,우중2, ,
15, , , , , , , ,0,0,0,0,0.375,김형철,구장 : 문학,"관중 : 6,614",2005.09.24(토),개시 : 18:31,경기시간 : 2:48,SK,한화, , ,
0,4구,二땅, , , , , ,1,0,0,1,0.277,이대형,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, , ,
1, , , , ,二땅, ,4구,2,0,0,0,0.238,정의윤,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, ,삼진,
2,좌안, ,삼진, ,4구, ,삼진,3,1,1,0,0.283,박용택,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, , ,
3, , , , , , , ,0,0,0,0,0.167,안치용,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, , ,
4,삼진, ,좌홈, ,중비, , ,4,2,1,1,0.305,클리어,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대,중안, ,
5,중안, ,중비, , ,좌비, ,4,2,0,1,0.334,이병규,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대,二안, ,
6,좌홈, ,삼진, , ,우안, ,3,2,2,1,0.324,최동수,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, , ,
7, , , , , , , ,0,0,0,0,0.000,이학준,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, , ,
8, , , , , , , ,1,0,0,0,0.118,김우석,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대,삼진, ,
9,유땅, , ,삼진, , , ,2,0,0,0,0.153,박경수,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, , ,
10, , , , , ,삼진, ,1,0,0,0,0.237,이성열,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, , ,
11, , , , , , , ,1,0,0,0,0.238,한규식,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대,삼진, ,
12, ,삼진, ,三땅, ,유직, ,4,0,0,0,0.279,김정민,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대,二비, ,
13, ,4구, ,三땅, , ,삼진,3,0,0,0,0.272,박기남,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, ,삼진,
14, ,중비, , ,유땅, ,三번,4,0,0,0,0.236,권용관,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,LG,현대, ,삼진,
0,一직,三땅, , ,二땅, , ,3,0,0,0,0.326,이택근,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG,사구, ,
1, , , , , , , ,0,0,0,0,0.273,정수성,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, , ,
2, , , , , , , ,1,0,0,0,0.000,유덕형,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, ,삼진,
3,중안, ,유비, ,一땅, , ,3,1,0,1,0.251,강병식,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, , ,
4, , , , , , , ,1,0,0,0,0.268,전준호,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG,三비, ,
5, , , , , , , ,0,0,0,0,0.252,이숭용,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, , ,
6,사구, ,유땅, , ,사구, ,1,0,0,1,0.271,송지만,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG,사구, ,
7,중안, ,二땅, , ,삼진, ,3,1,1,0,0.295,서튼,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG,4구, ,
8,유땅, , ,유안, ,삼진, ,4,1,1,0,0.268,정성훈,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG,삼진, ,
9,유땅, , ,우2, , , ,2,1,0,1,0.204,전근표,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, , ,
10, , , , , , ,삼진,2,0,0,0,0.200,유한준,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG,삼진, ,
11, ,유비, ,三땅, , ,중안,4,1,0,0,0.267,강귀태,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, ,투땅,
12, ,중2, ,三二병, , ,삼진,4,2,0,0,0.250,김승권,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, ,우2,
13, ,투땅, , ,삼진, ,三땅,3,0,0,0,0.165,지석훈,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, , ,
14, , , , , , , ,1,0,0,0,0.000,차화준,구장 : 수원,"관중 : 1,661",2005.09.24(토),개시 : 18:29,경기시간 : 3:15,현대,LG, ,삼진,
0,삼진, ,포희번,4구, ,중안, ,3,2,0,1,0.300,박재홍,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, ,좌안,
1,중비, ,三땅,우비, , , ,3,0,0,0,0.217,최익성,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, , ,
2, , , , , ,유직, ,2,1,0,1,0.263,조동화,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, ,투안,
3,중안, ,유땅, ,우홈, ,三번,5,3,1,1,0.292,이진영,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, ,포안,
4,우비, , ,우홈,중비, ,二땅,5,1,1,1,0.274,이호준,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, ,포파,
5, ,중비, ,유실,유땅, ,우비,4,0,0,1,0.283,정경배,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, , ,
6, , , , , , , ,1,1,2,0,0.241,조중근,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, ,중안,
7, , , , , , , ,0,0,0,0,0.203,이대수,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, , ,
8, ,삼진, ,우2,중비, , ,3,1,0,1,0.556,채종범,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, , ,
9, , , , , , , ,1,1,0,0,0.317,김재현,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG,중안, ,
10, , , , , , , ,0,0,0,0,0.375,김형철,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, , ,
11, , , , , , , ,1,0,0,0,0.205,김기태,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG, ,삼진,
12, ,투땅, ,우안, ,유비, ,5,1,2,0,0.238,김태균,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG,좌비,유비,
13, , ,4구,투희번, ,중비, ,2,0,0,0,0.248,박경완,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG,삼진, ,
14, , ,一희실,삼진, ,우안, ,3,1,0,0,0.277,김민재,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,SK,LG,三직, ,
0,중안, ,유땅, ,三파, , ,3,1,0,0,0.279,이대형,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
1, , , , , , ,4구,0,0,0,0,0.238,정의윤,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
2,유직, ,우비, ,유비, ,三파,4,0,0,0,0.280,박용택,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
3,三二병, ,二땅, , , , ,2,0,0,0,0.303,클리어,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
4, , , , , ,三땅, ,2,0,0,0,0.185,박병호,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK,유비, ,
5, ,중안, ,유비, ,우중2, ,4,2,0,1,0.335,이병규,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK,二땅, ,
6, ,三파, ,투땅, ,좌안, ,4,1,1,0,0.322,최동수,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK,一파, ,
7, ,4구, ,4구, ,삼진, ,2,0,0,0,0.150,박경수,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, ,중비,
8, ,우안, ,투땅, ,좌파, ,3,1,0,0,0.280,김정민,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
9, , , , , , , ,1,1,0,0,0.250,최길성,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, ,우안,
10, ,우비, , ,우안, ,유땅,3,1,0,0,0.239,한규식,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
11, , , , , , , ,1,0,0,0,0.143,안치용,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, ,우비,
12, ,투땅, , , , , ,1,0,0,0,0.234,권용관,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
13, , , , ,삼진, , ,1,0,0,0,0.235,이성열,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
14, , , , , , ,三직,1,0,0,0,0.111,김우석,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, , ,
15, , , , , , , ,1,0,0,0,0.000,이학준,구장 : 잠실,"관중 : 4,008",2005.09.25(일),개시 : 14:00,경기시간 : 3:06,LG,SK, ,삼진,
0,二직, ,三땅, , ,우중2, ,5,2,0,1,0.196,박정준,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,우안,삼진,
1,우비, , ,유비, ,三땅, ,5,1,1,1,0.169,박남섭,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,좌중2,二땅,
2,一땅, , ,二땅, ,一땅, ,4,1,1,1,0.264,라이온,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,좌중안, ,
3, ,유땅, ,三땅, , ,좌파,3,0,0,0,0.266,이대호,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,4구, ,
4, , , , , , , ,0,0,0,0,0.256,신명철,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화, , ,
5, ,좌비, , ,一땅, ,三땅,3,0,0,0,0.280,펠로우,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화, , ,
6, , , , , , , ,1,0,1,0,0.238,강민호,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,三땅, ,
7, ,三땅, , ,三안, ,우중2,3,2,0,0,0.245,최준석,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,4구, ,
8, , ,유땅, ,삼진, , ,2,0,0,0,0.213,박진환,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화, , ,
9, , , , , , ,4구,0,0,0,0,0.267,황준영,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화, , ,
10, , , , , , , ,1,0,0,0,0.154,김승관,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,중비, ,
11, , ,우2, , , , ,1,1,0,0,0.667,이동훈,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화, , ,
12, , , , ,삼진, , ,1,0,0,0,0.192,최기문,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화, , ,
13, , , , , , ,삼진,2,0,0,0,0.250,권민성,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화, ,좌비,
14, , ,二비, , ,우비, ,4,1,0,0,0.204,이원석,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,롯데,한화,삼진,중3,
0,중안, ,사구,포파, , , ,2,1,0,0,0.302,조원우,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,한화,롯데, , ,
1, , , , , ,4구,중안,1,1,0,2,0.600,이양기,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,한화,롯데, , ,
2,二땅, ,유二병, , , , ,2,0,0,0,0.250,김수연,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,한화,롯데, , ,
3, , , ,투二병, ,삼진,유땅,3,0,0,1,0.283,김인철,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,한화,롯데, , ,
4,삼진, , ,좌안,삼진,좌중2,사구,4,2,3,1,0.323,데이비스,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,한화,롯데, , ,
5, ,우중홈, ,우안,좌안,포파,중안,5,4,3,2,0.319,김태균,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,한화,롯데, , ,
6, ,二비, ,사구,三땅, , ,2,0,0,1,0.254,이도형,구장 : 대전,"관중 : 1,626",2005.09.25(일),개시 : 14:00,경기시간 : 2:56,한화,롯데, , ,
