,0,1,2,3,4,5,6,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,7,8,9
9, ,우안,좌2, ,三땅, ,삼진,5,3,3,2,0.267,이범호,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,한화,SK, ,좌2,
10, ,삼진,좌홈, ,二비, ,三땅,4,1,2,1,0.286,브리또,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,한화,SK, , ,
11, , , , , , , ,1,0,0,0,0.163,백승룡,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,한화,SK, ,삼진,
12, ,중안,좌중홈, ,二직, , ,3,2,2,1,0.276,신경현,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,한화,SK, , ,
13, , , , , , , ,2,2,1,0,0.300,심광호,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,한화,SK,좌안,二안,
14, ,좌비,우비, , , , ,2,0,0,0,0.259,백재호,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,한화,SK, , ,
15, , , , , ,二비, ,3,1,0,0,0.219,한상훈,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,한화,SK,二땅,중안,
0,二땅, , , , , , ,1,0,0,0,0.301,박재홍,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
1, , ,중안, ,二땅, , ,3,1,0,0,0.264,조동화,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화,삼진, ,
2,삼진, ,중비, , ,좌안, ,4,1,0,0,0.241,최익성,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화,유땅, ,
3,삼진, , ,유땅, , , ,2,0,0,0,0.320,김재현,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
4, , , , , ,좌안, ,2,1,0,0,0.194,조경환,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, ,중비,
5, ,三땅, , , , , ,1,0,0,0,0.273,이호준,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
6, , , ,우안, ,一직, ,3,1,0,0,0.247,최정,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, ,二직,
7, ,二안, ,三직, ,一땅, ,3,1,0,0,0.298,정경배,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
8, , , , , , , ,0,0,0,0,0.375,김형철,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
9, , , , , , , ,1,0,0,0,0.231,조중근,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, ,三땅,
10, ,二땅, ,유땅, , , ,2,0,0,0,0.295,이진영,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
11, , , , , , ,투땅,1,0,0,0,0.136,박재상,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
12, ,삼진, , ,유안, ,삼진,3,1,0,0,0.234,김태균,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
13, , , , , , , ,0,0,0,0,0.250,박경완,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
14, , ,좌비, ,삼진, ,중비,3,0,0,0,0.240,최경철,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
15, , ,유비, ,二땅, , ,2,0,0,0,0.274,김민재,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화, , ,
16, , , , , , , ,1,0,0,0,0.196,이대수,구장 : 문학,"관중 : 4,107",2005.09.08(목),개시 : 18:30,경기시간 : 2:49,SK,한화,삼진, ,
0,一땅, ,삼진, ,二땅, ,유비,4,0,0,0,0.260,최경환,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, , ,
1, , , , , , , ,0,0,0,0,0.181,윤승균,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, , ,
2,좌안, ,유안, , ,4구, ,3,2,0,1,0.313,임재철,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대,삼진, ,
3,좌중2, ,二땅, , ,포파, ,4,1,1,0,0.263,문희성,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대,중비, ,
4,우비, , ,우홈, ,투땅, ,4,1,1,1,0.310,김동주,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대,삼진, ,
5,우비, , ,중비, ,4구, ,3,0,0,0,0.255,홍성흔,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, ,우비,
6, ,二땅, ,一땅, ,중비, ,4,0,0,0,0.292,안경현,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, ,우비,
7, ,一땅, ,좌비, , ,一땅,3,0,0,0,0.282,장원진,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, , ,
8, , , , , , , ,1,0,0,0,0.200,이승준,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, ,삼진,
9, ,유땅, , ,二땅, ,三땅,3,0,0,0,0.277,손시헌,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, , ,
10, , ,좌비, ,유땅, ,4구,2,0,0,0,0.253,김창희,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,두산,현대, , ,
0,二직, ,중비, ,4구, ,二땅,3,0,0,0,0.277,정수성,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산, , ,
1,一안, ,4구, ,유二병, , ,3,2,0,2,0.231,김일경,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산,좌안, ,
2,4구, ,우안, , ,유비, ,3,2,3,1,0.293,서튼,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산,우홈, ,
3,二비, ,유땅, , ,중비, ,4,1,0,1,0.268,송지만,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산,좌2, ,
4,투직, , ,좌비, ,중비, ,4,1,1,0,0.255,이숭용,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산,좌중안, ,
5, ,二땅, ,유땅, , ,사구,3,0,0,1,0.258,정성훈,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산,유땅, ,
6, ,중비, ,투땅, , , ,2,0,0,0,0.248,강병식,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산, , ,
7, , , , , , ,三희번,0,0,0,0,0.273,전준호,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산, , ,
8, , , , , , , ,1,0,0,0,0.167,유한준,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산,삼진, ,
9, ,二비, , ,좌중안, ,좌중홈,4,2,2,1,0.217,김동수,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산,二땅, ,
10, , ,중비, ,투희번, ,삼진,2,0,0,0,0.152,지석훈,구장 : 수원,"관중 : 1,055",2005.09.08(목),개시 : 18:30,경기시간 : 2:30,현대,두산, , ,
0,투안, ,삼진, ,우비, ,삼진,5,2,0,1,0.279,박기혁,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, ,중안,
1,우중안, ,삼진, ,二비, , ,3,1,0,0,0.258,신명철,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, , ,
2, , , , , , , ,0,0,0,0,0.245,손인호,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, , ,
3, , , , , , ,삼진,1,0,0,0,0.429,권민성,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, , ,
4, , , , , , , ,1,0,0,0,0.170,박남섭,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, ,삼진,
5,二유병, , ,우비, ,좌비,중안,4,1,1,0,0.266,라이온,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, , ,
6,一땅, , ,三땅, ,좌중안,三땅,4,1,0,1,0.275,이대호,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, , ,
7, ,좌안, ,사구, ,좌안, ,3,2,0,1,0.281,펠로우,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대,우비, ,
8, ,삼진, ,좌중안, ,좌홈, ,4,2,3,1,0.284,박연수,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대,삼진, ,
9, ,4구, ,4구, ,우비, ,2,0,0,0,0.211,이원석,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대,좌비, ,
10, ,유비, ,삼진, ,우비, ,3,0,0,0,0.245,강민호,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, , ,
11, , , , , , , ,1,0,0,0,0.200,최기문,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, ,우비,
12, , ,삼진, ,좌비, , ,2,0,0,0,0.290,정수근,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, , ,
13, , , , , , ,중안,2,1,0,1,0.184,박정준,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,롯데,현대, ,삼진,
0,삼진, ,一땅, ,좌비, , ,3,0,0,0,0.266,송지만,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, , ,
1, , , , , , , ,1,0,0,0,0.185,전근표,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데,유땅, ,
2,유땅, , ,우비, ,중비, ,3,0,0,0,0.275,정수성,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데,4구, ,
3,투땅, , ,좌안, ,삼진, ,3,1,0,0,0.255,이숭용,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, , ,
4, , , , , , , ,1,0,0,0,0.325,이택근,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데,三비, ,
5, ,一땅, ,좌안, ,4구, ,3,1,0,0,0.293,서튼,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데,삼진, ,
6, ,중비, ,4구, ,삼진, ,2,0,0,0,0.245,강병식,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, , ,
7, , , , , , , ,1,1,0,1,0.211,유한준,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, ,좌중2,
8, ,우안, ,유땅, , ,유땅,4,2,1,0,0.260,정성훈,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, ,우안,
9, ,三땅, , ,우비, ,투땅,4,0,0,0,0.264,강귀태,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, ,좌비,
10, , ,유땅, ,우비, ,중안,3,1,0,0,0.159,지석훈,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, , ,
11, , , , , , , ,1,0,0,0,0.272,전준호,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, ,좌비,
12, , ,좌비, ,一안, ,一비,3,1,0,0,0.234,김일경,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, , ,
13, , , , , , , ,1,0,0,0,0.125,오윤,구장 : 수원,관중 : 413,2005.09.09(금),개시 : 14:00,경기시간 : 3:12,현대,롯데, ,유비,
0,삼진, ,삼진, , ,투번, ,4,0,0,0,0.262,김수연,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK,二땅, ,
1,一땅, ,좌비, , ,사구, ,2,0,0,0,0.212,고동진,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK,사구, ,
2,좌중2, , ,우비, ,삼진, ,4,1,0,0,0.318,데이비스,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK,三땅, ,
3,삼진, , ,좌홈, ,4구, ,3,1,1,1,0.305,김태균,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK, ,삼진,
4, ,삼진, ,유땅, ,三비, ,4,0,0,0,0.265,이범호,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK, ,一땅,
5, ,중비, ,유비, , ,삼진,4,0,0,0,0.281,브리또,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK, ,유땅,
6, ,三땅, , ,三땅, ,二비,3,0,0,0,0.258,이도형,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK, , ,
7, , ,중비, ,二땅, ,유땅,3,0,0,0,0.273,신경현,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK, , ,
8, , ,중안, ,유땅, , ,2,1,0,0,0.261,백재호,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK, , ,
9, , , , , , , ,1,0,0,0,0.217,한상훈,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,한화,SK,二땅, ,
0,三땅, ,유땅, , ,一번,4구,3,0,0,0,0.298,박재홍,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
1,우중안, ,포번, , ,투땅,유땅,4,1,0,0,0.264,조동화,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
2,二땅, ,유땅, , ,우안, ,4,1,0,0,0.319,김재현,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화,삼진, ,
3,4구, , ,삼진, ,우비, ,2,0,0,0,0.271,이호준,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화,4구, ,
4,유땅, , ,우비, , ,좌비,4,1,0,0,0.295,이진영,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화,유안, ,
5, ,삼진, ,三땅, , ,유실,4,0,0,1,0.295,정경배,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화,유二병, ,
6, ,二땅, , ,유땅, , ,2,0,0,0,0.232,김태균,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
7, , , , , , ,4구,0,0,0,1,0.231,조중근,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
8, , , , , , , ,0,0,0,0,0.196,이대수,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
9, ,삼진, , , , , ,1,0,0,0,0.235,최경철,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
10, , , , ,중비, , ,1,0,0,0,0.237,최익성,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
11, , , , , , ,투땅,1,0,0,0,0.249,박경완,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
12, , ,좌안, ,유땅, ,우안,3,2,2,0,0.277,김민재,구장 : 문학,"관중 : 3,003",2005.09.09(금),개시 : 18:30,경기시간 : 3:02,SK,한화, , ,
0,사구,좌비, , ,투번, ,유땅,4,0,0,1,0.264,이용규,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산, ,一땅,
1,우안,삼진, , ,중안, ,삼진,4,2,0,1,0.283,김경진,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산, , ,
2, , , , , , , ,0,0,0,0,0.311,이종범,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산, , ,
3, , , , , , , ,1,0,0,0,0.240,이재주,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산, ,삼진,
4,二유병, ,유땅, ,우안, ,二땅,5,1,0,0,0.298,장성호,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산, ,二직,
5,4구, ,좌비, ,우안, , ,3,1,1,1,0.258,심재학,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산,삼진, ,
6,좌홈, ,4구, ,一파, , ,3,2,2,2,0.287,손지환,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산,좌안, ,
7,우안, ,투땅, ,유땅, , ,4,1,0,0,0.277,김경언,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산,좌비, ,
8,사구, , ,三땅, ,삼진, ,3,1,0,0,0.197,김주형,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산,좌안, ,
9,삼진, , ,삼진, ,삼진, ,4,1,1,0,0.268,송산,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산,우안, ,
10, , , , , , , ,0,0,0,0,0.237,김상훈,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산, , ,
11, ,一땅, , , , , ,1,0,0,0,0.232,김민철,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산, , ,
12, , , ,二땅, ,一비, ,3,0,0,0,0.224,김종국,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,KIA,두산,좌비, ,
0,좌비,유실, ,포비, , ,二직,4,0,0,0,0.256,최경환,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
1, , , , , , , ,0,0,0,0,0.227,강봉규,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,4구, ,
2,우안,삼진, , ,투땅, , ,3,1,0,0,0.313,임재철,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,4구, ,
3, , , , , , , ,1,0,0,1,0.179,윤승균,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,좌비, ,
4,사구, ,二땅, ,삼진, , ,3,0,0,0,0.260,문희성,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,삼진, ,
5,삼진, ,삼진, ,중비, , ,4,1,0,0,0.309,김동주,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,중안, ,
6, , , , , , , ,0,0,0,0,0.258,나주환,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
7, , , , , , , ,0,0,0,0,0.255,홍성흔,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
8,삼진, ,4구, , ,우안, ,3,2,1,1,0.308,강인권,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,중안, ,
9, ,좌중2,三땅, , ,유二병, ,4,1,0,1,0.291,안경현,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,유실, ,
10, , , , , , , ,0,0,0,1,0.000,정원석,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
11, ,중비, ,유땅, ,二비, ,4,0,0,0,0.280,장원진,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,투땅, ,
12, , , , , , , ,0,0,0,1,0.000,방승재,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
13, , , , , , , ,0,0,0,0,0.213,홍원기,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
14, ,二땅, ,삼진, , ,二비,3,0,0,0,0.275,손시헌,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
15, , , , , , , ,0,0,0,0,0.231,김재호,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA, , ,
16, , , , , , , ,0,0,0,1,0.200,이승준,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,4구, ,
17, ,좌안, ,좌안, , ,중비,4,3,3,0,0.262,김창희,구장 : 잠실,"관중 : 9,067",2005.09.10(토),개시 : 18:31,경기시간 : 2:57,두산,KIA,중안, ,
0,중비, ,유땅, ,4구, ,유땅,3,0,0,0,0.288,정수근,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
1,중비, ,4구, , , , ,1,0,0,0,0.278,박기혁,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
2, , , , ,三희번, ,삼진,1,0,0,0,0.209,이원석,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
3,一땅, ,좌비, ,삼진, , ,4,0,0,0,0.263,라이온,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK,二땅, ,
4, ,중안, ,유땅,一비, , ,4,1,0,0,0.275,이대호,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK,중비, ,
5, , , , , , , ,0,0,0,0,0.167,황준영,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
6, ,중비, ,三땅, ,중안, ,4,1,0,0,0.281,펠로우,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK,三비, ,
7, ,삼진, ,우중안, ,투유병, ,3,1,0,0,0.246,손인호,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
8, , , , , , , ,1,0,0,0,0.375,권민성,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, ,삼진,
9, ,二파, ,4구, ,좌중안, ,3,1,0,0,0.285,박연수,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, ,삼진,
10, , ,유비,사구, ,一땅, ,2,0,0,0,0.198,최기문,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
11, , , , , , , ,1,0,0,0,0.244,강민호,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, ,二땅,
12, , ,우안,우비, , ,좌비,3,1,0,0,0.258,신명철,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
13, , , , , , , ,0,0,0,0,0.170,박남섭,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,롯데,SK, , ,
0,4구,유땅, ,三땅, ,좌2, ,4,1,0,1,0.298,박재홍,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데,二땅, ,
1, , , , , , , ,0,0,0,0,0.375,김형철,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
2,二땅, ,중안, ,三안,二땅, ,5,3,0,2,0.271,조동화,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데,우3, ,
3,4구, ,중비, ,좌안,고4, ,2,1,1,0,0.320,김재현,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데,우희비, ,
4,4구, ,4구, ,4구,一땅, ,2,1,1,1,0.273,이호준,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데,좌중2, ,
5,二땅, ,一파, ,좌중안,4구, ,4,1,1,1,0.295,정경배,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데,一땅, ,
6, , , , , , , ,0,0,0,0,0.278,강성우,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
7, ,우비,二땅, ,三땅,중비, ,4,0,0,0,0.292,이진영,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
8, , , , , , , ,0,0,0,0,0.136,박재상,구장 : 문학,"관중 : 13,163",2005.09.10(토),개시 : 18:30,경기시간 : 3:29,SK,롯데, , ,
