,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2
5, ,4구, ,三땅, , , , , ,1,0,0,0,0.258,김경언,구장 : 무등,"관중 : 10,582",2003.10.01(수),개시 : 18:31,경기시간 : 2:45,KIA,삼성
6, , , , , ,삼진, ,중안, ,2,1,0,0,0.263,신동주,구장 : 무등,"관중 : 10,582",2003.10.01(수),개시 : 18:31,경기시간 : 2:45,KIA,삼성
7, , , , , , , , , ,0,0,0,0,0.191,장정석,구장 : 무등,"관중 : 10,582",2003.10.01(수),개시 : 18:31,경기시간 : 2:45,KIA,삼성
8, ,삼진, ,三땅, , ,삼진, , ,3,0,0,0,0.285,이재주,구장 : 무등,"관중 : 10,582",2003.10.01(수),개시 : 18:31,경기시간 : 2:45,KIA,삼성
9, , , , , , , ,一땅, ,1,0,0,0,0.187,황윤성,구장 : 무등,"관중 : 10,582",2003.10.01(수),개시 : 18:31,경기시간 : 2:45,KIA,삼성
10, , ,二땅, ,중비, ,중안, , ,3,1,0,0,0.279,김상훈,구장 : 무등,"관중 : 10,582",2003.10.01(수),개시 : 18:31,경기시간 : 2:45,KIA,삼성
11, , ,중안, ,좌안, ,포파, , ,3,2,0,1,0.263,이현곤,구장 : 무등,"관중 : 10,582",2003.10.01(수),개시 : 18:31,경기시간 : 2:45,KIA,삼성
0,유땅, ,좌비,좌홈, ,三땅, , ,二비,5,1,4,1,0.305,조성환,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
1,중비, ,一땅,4구, ,二땅, , ,좌비,4,0,0,0,0.263,윤재국,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
2,三땅, ,중안,二땅, , ,좌중안, , ,4,2,0,0,0.307,페레즈,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
3, ,우중안,유땅, ,우중2, ,중비, , ,4,2,0,1,0.289,이시온,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
4, , , , , , , , , ,0,0,0,0,0.161,김주찬,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
5, ,좌안, ,중비,중비, ,삼진, , ,4,1,0,1,0.184,김대익,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
6, ,유실, ,우안,우안, , ,一땅, ,4,2,0,2,0.237,박현승,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
7, ,4구, ,투안,우홈, , ,중비, ,3,2,2,2,0.295,최기문,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
8, ,유二병, ,4구,삼진, , ,삼진, ,3,0,0,1,0.000,정보명,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
9, ,좌비, ,유비, ,삼진, , ,우비,4,0,0,0,0.125,박남섭,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,롯데,SK
0,二비, ,유땅,투땅, ,중안, , , ,4,1,0,0,0.244,채종범,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
1, , , , , , , , ,좌비,1,0,0,0,0.000,송수근,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
2,유땅, ,二땅, , , , , , ,2,0,0,0,0.189,송재익,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
3, , , , ,투땅, , , , ,1,0,0,0,0.289,이호준,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
4, , , , , ,중비, , ,三비,2,0,0,0,0.000,김형철,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
5,좌비, ,중안, ,좌홈, ,좌중안, , ,4,3,1,2,0.270,정경배,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
6, ,유땅,우2, ,4구, ,二병, , ,3,1,1,0,0.292,강혁,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
7, ,우중홈,유땅, ,중비, ,삼진, , ,4,1,1,1,0.232,양현석,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
8, ,우중2, ,二직,투실, , , , ,3,1,0,0,0.244,안재만,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
9, , , , , , , ,우비, ,1,0,0,0,0.000,박두일,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
10, ,우안, ,중안,二땅, , ,二땅, ,4,2,0,1,0.111,조중근,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
11, ,삼진, , , , , , , ,1,0,0,0,0.264,강성우,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
12, , , ,좌2, ,좌비, ,三땅, ,3,1,0,0,0.200,정상호,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
13, ,삼진, ,우안, ,二땅, , , ,3,1,1,0,0.333,윤형국,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
14, , , , , , , , ,투땅,1,0,0,0,0.251,박경완,구장 : 문학,"관중 : 1,038",2003.10.01(수),개시 : 18:30,경기시간 : 2:43,SK,롯데
0,유비,4구, ,유땅, ,좌중2, ,중안, ,4,2,0,1,0.307,조성환,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
1,4구,중비, ,중안, ,좌안, ,중희비, ,3,2,2,1,0.198,김대익,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
2,좌2, ,좌홈,유땅, ,좌중안, ,유二병, ,5,3,1,2,0.314,페레즈,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
3,우안, ,유땅, , , , , , ,2,1,2,0,0.290,이시온,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
4, , , ,4구, ,우비, , ,4구,1,0,0,0,0.160,김주찬,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
5,4구, ,유땅,삼진, , ,삼진, , ,3,0,0,0,0.259,이계성,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
6, , , , , , , , ,삼진,1,0,0,0,0.178,조효상,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
7,중비, ,우2, ,포파, ,一직, ,三파,5,1,0,1,0.294,최기문,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
8,삼진, ,4구, ,우비, ,4구, ,二비,3,0,0,0,0.235,박현승,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
9, ,중비,중안, ,유땅, ,삼진, , ,4,1,1,0,0.216,김태균,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
10, ,좌비,우비, , ,좌안, ,4구, ,3,1,0,1,0.148,박남섭,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,롯데,삼성
0,一땅, ,유땅, ,중안, ,삼진, ,투땅,5,1,0,0,0.322,박한이,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
1,사구, , ,一땅,우비, , ,유땅, ,3,0,0,0,0.226,김종훈,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
2,유二병, , ,우홈,一땅, , ,사구, ,3,1,1,2,0.329,양준혁,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
3, ,중홈, ,4구, ,좌안, ,우2, ,3,3,2,2,0.301,이승엽,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
4, , , , , , , , , ,0,0,0,0,0.000,권혁,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
5, ,투땅, ,좌안, ,우비, , , ,3,1,0,0,0.295,김한수,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
6, , , , , , , , , ,0,0,0,0,0.237,박정환,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
7, , , , , , , ,우안, ,1,1,0,0,0.291,마해영,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
8, , , , , , , , , ,0,0,0,0,0.281,고지행,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
9, , , , , , , , , ,0,0,0,0,0.111,손주인,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
10, ,二땅, ,유땅, ,三땅, ,삼진, ,4,0,0,0,0.266,강동우,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
11, ,좌비, ,二안, ,좌비, ,삼진, ,4,1,1,0,0.174,조동찬,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
12, , ,유땅,三땅, , ,二땅, , ,3,0,0,0,0.167,현재윤,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
13, , , , , , , , ,三실,1,0,0,0,0.211,심성보,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
14, , ,유땅, ,투땅, ,삼진, ,二땅,4,0,0,0,0.199,김재걸,구장 : 시민,"관중 : 12,000",2003.10.02(목),개시 : 18:31,경기시간 : 2:48,삼성,롯데
0,우중안, ,三파, ,二땅, ,二땅, ,三땅,5,1,0,0,0.253,김수연,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
1,삼진, ,4구, ,二땅, ,우비, , ,3,0,0,1,0.241,임재철,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
2, , , , , , , , ,三땅,1,0,0,0,0.319,김태균,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
3,투땅, ,우홈, ,삼진, ,중안, , ,4,2,2,1,0.297,이영우,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
4,좌비, ,유땅, , ,삼진,4구, , ,3,0,0,0,0.243,장종훈,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
5, ,유땅, ,중안, ,우비, , , ,3,1,0,0,0.266,이도형,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
6, , , , , , ,삼진, , ,1,0,0,0,0.210,심광호,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
7, ,유땅, ,좌비, ,우중2, , , ,3,1,0,1,0.247,조현수,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
8, , , , , , , ,삼진, ,1,0,0,0,0.221,조윤채,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
9, ,좌안, ,좌안, ,유안, ,二땅, ,4,3,0,1,0.275,임수민,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
10, , , , , , , , , ,0,0,0,0,0.000,맹진국,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
11, ,유땅, ,좌파, ,우2, ,우비, ,4,1,2,0,0.238,이범호,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
12, , ,삼진,二땅, , , , , ,2,0,0,0,0.167,김승권,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
13, , , , , ,삼진, , , ,1,0,0,0,0.095,신민기,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
14, , , , , , , , , ,0,0,0,0,0.228,백재호,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
15, , , , , , , , ,三비,1,0,0,0,0.188,조정권,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,한화,LG
0,투땅, , ,중2,좌안, ,삼진, , ,4,2,0,2,0.257,박용택,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
1, , , , , , , ,우비, ,1,0,0,0,0.189,손지환,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
2, , , , , , , , , ,0,0,0,0,0.000,박만채,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
3,一땅, , ,우비,4구, ,二땅, , ,3,0,0,1,0.233,이종열,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
4,삼진, , ,삼진, , , , , ,2,0,0,0,0.259,최동수,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
5, , , , ,우비, ,중안, , ,2,1,0,0,0.238,홍현우,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
6, ,포파, ,三안,중안, , , , ,3,2,2,1,0.281,알칸트라,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
7, , , , , , ,二땅, , ,1,0,0,0,0.308,김재현,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
8, , , , , , , , , ,0,0,0,0,0.198,최만호,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
9, ,二땅, ,우안,중안, , ,三땅, ,4,2,1,1,0.257,조인성,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
10, ,二땅, ,4구,유땅, , ,二비, ,3,0,0,1,0.248,안상준,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
11, , , , , , , , , ,0,0,0,0,0.234,유지현,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
12, , ,三파,우안, ,삼진, ,4구, ,3,1,2,0,0.444,김광희,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
13, , , , , , , , , ,0,0,0,1,0.119,안치용,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
14, , ,좌비,유직, ,유땅, ,좌2, ,4,1,1,0,0.273,박경수,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
15, , ,二땅, ,투번,二땅, ,二실, ,4,0,0,0,0.000,오태근,구장 : 잠실,"관중 : 3,172",2003.10.02(목),개시 : 18:30,경기시간 : 2:44,LG,한화
0,좌중안, ,삼진, ,삼진, , ,삼진, ,4,1,0,0,0.259,김경진,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
1,二땅, ,유땅, , ,사구, , ,삼진,3,0,0,0,0.186,허준,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
2,중비, ,삼진, , ,三二병, , ,三땅,4,0,0,0,0.179,황윤성,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
3,중비, , ,우비, ,삼진, , ,二땅,4,0,0,0,0.280,이재주,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
4, ,중안, ,三땅, , ,一땅, , ,3,1,0,1,0.230,김인철,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
5, ,중비, ,삼진, , , , , ,2,0,0,0,0.188,장정석,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
6, , , , , , ,우비, , ,1,0,0,0,0.167,엄정대,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
7, ,좌홈, , ,삼진, , , , ,2,1,2,1,0.212,김지훈,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
8, , , , , , ,삼진, , ,1,0,0,0,0.000,차일목,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
9, ,삼진, , ,삼진, , ,우비, ,3,0,0,0,0.143,최동락,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
10, ,삼진, , ,좌안, , ,우파, ,3,1,0,0,0.140,서동욱,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,KIA,SK
0,유땅, ,二땅, , , , , , ,2,0,0,0,0.281,조원우,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
1, , , , ,二비, ,삼진, , ,2,0,0,0,0.100,조중근,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
2,一땅, , ,一땅, , , , , ,2,0,0,0,0.328,이진영,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
3, , , , ,二땅, ,좌비, , ,2,0,0,0,0.242,채종범,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
4, , , , , , , , , ,0,0,0,0,0.000,송수근,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
5,삼진, , ,유땅, , , , , ,2,0,0,0,0.292,김기태,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
6, , , , ,투땅, , ,우홈, ,2,1,1,1,0.294,강혁,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
7, ,삼진, ,4구, , , , , ,1,0,0,1,0.250,박경완,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
8, , , , , ,좌안, ,좌비, ,2,1,0,0,0.290,이호준,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
9, ,사구, ,우중2, , , , , ,1,1,1,1,0.285,조경환,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
10, , , , , ,삼진, ,三파, ,2,0,0,0,0.226,양현석,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
11, ,삼진, ,4구, ,좌안, , , ,2,1,0,1,0.247,안재만,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
12, , , , , , , ,우비, ,1,0,0,0,0.250,윤형국,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
13, ,二비, ,좌안, , , , , ,2,1,1,0,0.272,정경배,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
14, , , , , ,삼진, , , ,1,0,0,0,0.187,송재익,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
15, , ,一비,좌안, ,삼진, , , ,3,1,1,0,0.211,정상호,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
16, , ,三직,삼진, , , , , ,2,0,0,0,0.211,김민재,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
17, , , , , , ,二땅, , ,1,0,0,0,0.000,김형철,구장 : 문학,"관중 : 3,508",2003.10.02(목),개시 : 18:30,경기시간 : 1:59,SK,KIA
