,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9
11, ,중안, ,좌중2,삼진, ,우중2, , ,4,3,3,0,0.199,권희동,구장 : 마산,"관중 : 7,015",2013.10.01(화),개시 : 18:29,경기시간 : 3:02,NC,넥센,
12, ,중안, ,유땅, ,삼진,삼진, , ,4,1,0,0,0.215,지석훈,구장 : 마산,"관중 : 7,015",2013.10.01(화),개시 : 18:29,경기시간 : 3:02,NC,넥센,
13, ,삼진, ,1땅, ,우안, ,삼진, ,4,1,0,0,0.227,노진혁,구장 : 마산,"관중 : 7,015",2013.10.01(화),개시 : 18:29,경기시간 : 3:02,NC,넥센,
14, ,3땅, , ,중안,삼진, ,삼진, ,4,1,0,1,0.217,김태군,구장 : 마산,"관중 : 7,015",2013.10.01(화),개시 : 18:29,경기시간 : 3:02,NC,넥센,
0,좌중2,중안, ,2땅, , ,4구, ,2땅,4,2,1,1,0.330,박용택,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
1,투땅,우비, , ,중안, ,삼진, ,삼진,5,1,0,0,0.255,오지환,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
2,4구, ,우비, ,2땅, ,유안, , ,3,1,0,0,0.343,이병규,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
3, , , , , , , , ,삼진,1,0,0,1,0.231,양영동,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
4,우비, ,3땅, ,우비, ,1땅, , ,4,0,0,0,0.313,정성훈,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데,4구
5, , , , , , , , , ,0,0,0,0,0.217,정주현,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
6, , , , , , , , , ,0,0,0,0,0.231,권용관,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
7,우비, ,사구, ,2땅, ,좌안, , ,3,1,2,0,0.335,이진영,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
8, , , , , , , , , ,1,0,0,0,0.267,문선재,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데,삼진
9, ,2땅,삼진, , ,유땅,1땅, , ,4,0,0,0,0.284,이병규,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
10, , , , , , , , , ,1,0,0,0,0.271,손주인,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데,유비
11, ,우비, ,1땅, ,4구, ,삼진, ,4,0,0,0,0.276,김용의,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데,2땅
12, ,4구, ,투땅, ,유땅, , , ,2,0,0,1,0.200,윤요섭,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
13, , , , , , , ,유땅, ,1,0,0,0,0.265,현재윤,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
14, ,중안, ,우안, ,1땅, ,삼진, ,4,2,0,0,0.239,이대형,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,LG,롯데, 
0,유땅, ,투땅, ,1땅, ,사구, , ,3,0,0,0,0.252,이승화,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
1, , , , , , , ,유땅, ,1,0,0,0,0.000,고도현,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
2, , , , , , , , , ,0,0,0,0,0.254,조홍석,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
3,좌안, ,삼진, ,1땅, ,2유병, ,좌비,5,1,0,0,0.260,정훈,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
4,중비, , ,2땅, ,좌중안,좌안, ,4구,4,2,0,1,0.344,손아섭,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
5,유땅, , ,우2, ,중비,우비, ,2유병,5,1,0,1,0.275,전준우,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
6, ,유비, ,중안, ,삼진, ,2비, ,5,1,1,0,0.253,박종윤,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG,삼진
7, ,중비, ,좌안, ,고4, ,좌중2, ,3,2,0,0,0.265,장성호,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
8, , , , , , , , , ,0,0,0,1,0.000,임종혁,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
9, , , , , , , , , ,1,0,0,0,0.231,김대우,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG,삼진
10, ,3땅, ,삼진, ,우중안, ,고4, ,3,1,1,1,0.270,황재균,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG,4구
11, , ,4구,삼진, ,4구, , , ,1,0,0,0,0.219,신본기,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
12, , , , , , , ,투실, ,1,0,0,0,0.239,조성환,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
13, , , , , , , , , ,1,1,0,0,0.237,문규현,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG,우안
14, , ,1땅, ,3땅, , , , ,2,0,0,0,0.115,김사훈,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
15, , , , , ,삼진, , , ,1,0,0,0,0.291,박준서,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG, 
16, , , , , , , ,삼진, ,2,1,1,0,0.500,김준태,구장 : 사직,"관중 : 3,587",2013.10.01(화),개시 : 18:30,경기시간 : 3:51,롯데,LG,중안
0,중안, ,중안, ,좌안,중안, ,4구,우비,5,4,0,3,0.300,배영섭,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
1,투땅, ,좌중안, ,투희번,투희번, ,중비, ,3,1,0,0,0.283,박한이,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
2,3땅, ,삼진, ,우2,4구, ,4구, ,3,1,2,1,0.314,박석민,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
3,우비, ,중비, ,삼진,우희비, ,좌안, ,4,1,2,0,0.305,최형우,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
4, ,중안,1땅, ,유안,우안, , , ,4,3,1,2,0.373,채태인,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
5, , , , , , , ,3땅, ,1,0,0,0,0.195,강봉규,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
6, ,4구, ,2땅,4구, , , , ,1,0,0,0,0.275,김태완,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
7, , , , , ,삼진, , , ,1,0,0,0,0.224,우동균,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
8, , , , , , , ,좌비, ,1,0,0,0,0.300,성의준,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
9, ,3희번, ,좌중안, , , , , ,1,1,0,0,0.375,이상훈,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
10, , , , ,우2, ,사구, ,좌비,2,1,1,0,0.275,정형식,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
11, ,유땅, ,유2병,유땅, , , , ,3,0,1,0,0.286,이정식,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
12, , , , , , ,유2병, ,중안,2,1,0,0,0.239,이지영,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
13, ,1땅, , ,4구,중안,유파, ,1땅,4,1,0,2,0.208,정병곤,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,삼성,한화,
0,삼진, ,2땅, ,2땅, , , , ,3,0,0,0,0.269,고동진,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
1, , , , , , , ,삼진, ,1,0,0,0,0.275,김경언,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
2,삼진, ,삼진, , ,1땅, , , ,3,0,0,0,0.257,이대수,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
3, , , , , , , ,유비, ,1,0,0,0,0.234,오선진,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
4,삼진, ,2땅, , ,좌중2, , ,우중안,4,2,0,0,0.313,김태균,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
5, ,삼진, ,2땅, ,중비, , ,투직,4,0,0,0,0.318,이양기,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
6, ,유안, ,3실, ,우비, , , ,3,1,0,1,0.255,송광민,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
7, , , , , , , , ,삼진,1,0,0,0,0.000,하주석,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
8, ,좌홈, ,좌비, , ,유땅, , ,3,1,2,1,0.280,정현석,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
9, ,삼진, ,삼진, , ,삼진, , ,3,0,0,0,0.152,전현태,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
10, ,4구, , ,우비, , , , ,1,0,0,0,0.259,한상훈,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
11, , , , , , ,포비, , ,1,0,0,0,0.200,장운호,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
12, ,삼진, , , , , , , ,1,0,0,0,0.200,이준수,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
13, , , , ,2땅, , , , ,1,0,0,0,0.246,정범모,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
14, , , , , , , ,삼진, ,1,0,0,0,0.236,엄태용,구장 : 대전,"관중 : 4,663",2013.10.01(화),개시 : 18:29,경기시간 : 3:16,한화,삼성,
0,3실,좌안, ,중비,1땅, ,1땅, ,삼진,6,1,0,2,0.240,김재현,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
1,유땅,중2, ,유안, ,우안, ,1안, ,5,4,1,2,0.263,박재상,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
2,중희비,삼진, ,중안, ,좌안, , , ,3,2,2,0,0.251,이재원,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
3, , , , , , , ,삼진, ,1,0,0,0,0.224,임훈,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
4,4구,삼진, ,4구, ,삼진, ,좌홈, ,3,1,2,2,0.285,박정권,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
5, , , , , , , , , ,0,0,0,0,0.258,조동화,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
6,우중안, ,우비,1직, ,2안, ,좌비, ,5,2,1,1,0.292,정상호,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
7,좌중2, ,삼진, ,2땅,삼진, ,삼진, ,5,1,2,1,0.259,한동민,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
8,중안, ,삼진, ,중안,유땅, , ,삼진,5,2,1,0,0.224,김성현,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
9,삼진, , ,포파,1비, ,중비, ,삼진,5,0,0,0,0.169,최윤석,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
10, ,유땅, ,4구,좌안, ,중비, , ,3,1,0,1,0.280,정근우,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
11, , , , , , , , ,좌안,1,1,0,0,0.237,김상현,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,SK,KIA,
0,4구, ,유땅, ,투땅, ,좌비, ,투땅,4,0,0,0,0.309,신종길,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
1,좌안, ,1파, ,4구, ,3땅, ,2직,4,1,0,0,0.283,박기남,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
2,3직, , ,좌중안,4구, ,우비, ,유땅,4,1,0,0,0.248,이범호,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
3,삼진, , ,사구,3땅, , ,중안, ,3,1,0,0,0.290,나지완,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
4, , , , , , , , , ,0,0,0,0,0.200,이준호,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
5, ,우비, ,2비, ,4구, , , ,2,0,0,0,0.240,김주형,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
6, , , , , , , ,중안, ,1,1,0,0,1.000,김광연,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
7, ,2땅, ,삼진, ,삼진, ,삼진, ,4,0,0,0,0.248,안치홍,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
8, , , , , , , , , ,0,0,0,0,0.288,이종환,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
9, ,삼진, ,삼진, , , , , ,2,0,0,0,0.091,유재혁,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
10, , , , , ,중안, ,삼진, ,2,1,0,0,0.211,이동훈,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
11, , ,삼진, ,우안, , , , ,2,1,0,0,0.173,백용환,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
12, , , , , ,3땅, ,삼진, ,2,0,0,0,0.153,이홍구,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
13, , ,4구, ,2땅,1땅, , ,우안,3,1,0,0,0.231,황정립,구장 : 무등,"관중 : 1,173",2013.10.02(수),개시 : 18:30,경기시간 : 3:17,KIA,SK,
0,우안, ,삼진, , ,중안, , ,투비,4,2,0,1,0.264,서건창,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
1,우안, , ,2땅, ,1땅, , ,2땅,4,1,0,0,0.265,서동욱,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
2,2땅, , ,삼진, , ,삼진, ,중안,4,1,2,0,0.238,이성열,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
3, , , , , , , , , ,0,0,0,0,0.200,유재신,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
4,3땅, , ,유땅, , ,중안, ,4구,3,1,0,0,0.319,박병호,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
5, ,사구, , ,우비, ,2병, ,삼진,3,0,0,0,0.286,김민성,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
6, ,유병, , ,3땅, , ,좌비, ,3,0,0,0,0.295,강정호,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
7, ,2땅, , ,투땅, , ,좌비, ,3,0,0,0,0.307,문우람,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
8, , ,유땅, , ,3땅, ,2파, ,3,0,0,0,0.271,유한준,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
9, , ,유땅, , ,삼진, , ,우안,3,1,0,1,0.212,허도환,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,넥센,NC,
0,유땅, ,투땅, ,삼진, , ,4구, ,3,0,0,0,0.279,김종호,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
1,삼진, ,3땅, ,2땅, , ,삼진, ,4,0,0,0,0.273,모창민,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
2,좌안, , ,2땅, ,3땅, ,1땅, ,4,1,0,0,0.245,나성범,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
3,삼진, , ,3땅, ,1땅, , , ,3,0,0,0,0.111,이명환,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
4, , , , , , , ,4구, ,0,0,0,0,0.278,이호준,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
5, , , , , , , , , ,0,0,0,0,0.248,이상호,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
6, ,2땅, ,삼진, ,좌안, ,2비, ,4,1,0,0,0.285,조영훈,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
7, ,투직, , ,중안,좌비, , ,좌비,4,1,0,0,0.200,권희동,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
8, ,중2, , ,유안, ,1파, ,좌2,4,3,0,1,0.221,지석훈,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
9, ,좌비, , ,유땅, ,투번, , ,3,0,0,0,0.225,노진혁,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
10, , , , , , , , ,좌안,1,1,1,0,0.239,박정준,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
11, , , , , , , , , ,0,0,0,0,0.310,마낙길,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
12, , ,2땅, ,사구, ,삼진, , ,2,0,0,0,0.215,김태군,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
13, , , , , , , , ,삼진,1,0,0,0,0.143,김종찬,구장 : 마산,"관중 : 8,703",2013.10.02(수),개시 : 18:31,경기시간 : 2:45,NC,넥센,
0,삼진, ,4구,좌비,2땅, ,4구, ,3땅,4,0,0,1,0.254,이대수,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
1,유땅, ,우안,우2,좌파, ,4구, ,유실,5,2,0,1,0.262,한상훈,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
2,중안, ,좌홈,고4, ,우안,유땅, ,우비,5,3,3,1,0.317,김태균,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
3,삼진, ,2비, , , , , , ,2,0,0,0,0.315,이양기,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
4, , , ,유2병, ,유병, ,삼진, ,3,0,0,0,0.231,오선진,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
5, ,3실,좌중2, ,중안,2안, ,4구, ,4,3,0,4,0.264,송광민,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
6, ,우중안,좌2, ,좌안,우비, ,좌중안, ,5,4,1,3,0.287,정현석,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
7, ,우희비,1땅, ,중2, ,유땅,중안, ,4,2,4,1,0.279,김경언,구장 : 잠실,"관중 : 15,397",2013.10.02(수),개시 : 18:28,경기시간 : 3:42,한화,LG,
