,0,1,2,3,4,5,6,7,8,타수,안타,타점,득점,타율,name,구장,관중,날짜,개시시간,경기시간,team1,team2,9,10,11
0,삼진, ,2땅, , ,삼진, , , ,3,0,0,0,0.311,김용의,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
1, , , , , , , ,중비, ,1,0,0,0,0.255,임훈,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
2,좌홈, ,우비, , ,우안, , , ,3,2,1,1,0.339,손주인,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
3, , , , , , , , ,중비,1,0,0,0,0.247,정주현,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
4,좌비, , ,중비, ,투유병, , ,유땅,4,0,0,0,0.337,박용택,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
5,삼진, , ,좌안, , ,중비, , ,3,1,0,0,0.314,히메네스,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
6, , , , , , , , ,중안,1,1,0,0,0.192,양석환,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
7, ,2땅, ,2비, , ,투땅, , ,3,0,0,0,0.331,채은성,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
8, , , , , , , , ,중안,1,1,0,0,0.347,이형종,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
9, ,중2, ,삼진, , ,좌비, ,삼진,4,1,0,0,0.301,정성훈,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
10, ,우비, , ,우비, , , , ,2,0,0,0,0.240,오지환,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
11, , , , , , , ,유땅, ,1,0,0,0,0.000,장준원,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
12, ,포땅, , , , , , , ,1,0,0,0,0.255,박재욱,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
13, , , , ,우비, , ,중안, ,2,1,0,0,0.292,유강남,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
14, , ,유땅, ,삼진, , ,1땅, ,3,0,0,0,0.280,이천웅,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,LG,두산,,,
0,투땅, ,사구,2땅,4구, ,우비, , ,3,0,0,2,0.295,허경민,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
1, , , , , , , , , ,0,0,0,0,0.143,서예일,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
2,유비, ,투실,4구,좌중3, , ,유비, ,4,1,3,2,0.239,정수빈,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
3,3땅, ,유안,우안,포파, , , , ,4,2,0,2,0.324,민병헌,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
4, , , , , , , ,좌비, ,1,0,0,0,0.231,김인태,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
5, ,좌안,우안,좌희비, ,삼진, ,우안, ,4,3,2,1,0.339,김재환,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
6, ,유2병,중안,중2, ,좌중안, , , ,4,3,1,1,0.303,에반스,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
7, , , , , , , ,삼진, ,1,0,0,0,0.231,홍성흔,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
8, ,2땅,3비,중비, ,삼진, , , ,4,0,0,0,0.323,오재일,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
9, , ,중안/ 좌2, ,2땅, , , , ,3,2,2,2,0.297,김재호,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
10, , , , , ,3땅, , , ,1,0,0,0,0.270,오재원,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
11, , ,2땅/ 우안, ,4구, ,삼진, , ,3,1,1,1,0.187,박세혁,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
12, , , , , , , , , ,0,0,0,0,0.200,최재훈,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
13, , ,2안/ 2땅, ,삼진, ,유땅, , ,4,1,0,1,0.348,류지혁,구장 : 잠실,"관중 : 18,141",2016.08.02(화),개시 : 18:30,경기시간 : 2:53,두산,LG,,,
0,4구,좌안,우안, ,중비, ,중안, , ,4,3,1,2,0.362,이용규,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
1,우안,좌비,유땅, ,1파, ,2땅, , ,5,1,1,0,0.304,정근우,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
2,삼진,우중2,투땅, , ,3땅, ,1비, ,5,1,1,1,0.341,송광민,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
3,우중안,좌안, ,2땅, ,3땅, ,중비, ,5,2,2,1,0.347,김태균,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
4,3땅,3땅, ,2안, ,좌비, , , ,4,1,0,1,0.265,김경언,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
5, , , , , , , ,2땅, ,1,0,0,0,0.193,장민석,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
6,중안,유땅, ,포파, , ,중안, ,스낫,5,2,1,2,0.327,로사리오,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
7,좌중안, ,2안,3땅, , ,좌안, ,삼진,5,3,1,1,0.291,하주석,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
8,유안, ,1안, ,유땅, ,1땅, ,삼진,5,2,0,1,0.278,양성우,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
9,유직, ,포희번, ,4구, ,중안, ,우비,3,1,1,0,0.236,차일목,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,한화,KIA,,,
0,4구/ 투번, , ,우비, , ,4구,우안, ,3,1,0,2,0.281,김호령,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
1,우안,좌비, , ,2땅, ,2비,삼진, ,5,1,0,1,0.301,노수광,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
2,우희비,포파, , ,좌홈, ,중안, ,우안,4,3,2,1,0.324,필,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
3, , , , , , , , , ,0,0,0,1,0.111,윤정우,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
4,우안,포파, , ,삼진, ,중희비, ,좌안,4,2,1,1,0.326,나지완,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
5, , , , , , , , , ,0,0,0,0,0.000,홍재호,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
6,4구, ,중비, ,좌비, ,고4, ,좌안,3,1,1,2,0.305,이범호,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
7,좌중2, ,삼진, , ,4구,삼진, ,고4,3,1,2,1,0.308,서동욱,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
8,삼진, ,삼진, , , , , , ,2,0,0,0,0.301,이홍구,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
9, , , , , ,삼진, ,2비,삼진,3,0,0,0,0.209,백용환,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
10,중안, , ,2비, ,삼진, ,우안,투땅,5,2,2,1,0.267,오준혁,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
11,좌2, , ,삼진, ,중비, , , ,3,1,1,0,0.283,강한울,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
12, , , , , , , ,삼진, ,1,0,0,0,0.275,김주형,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
13, , , , , , , , ,우안,1,1,1,0,0.294,박찬호,구장 : 광주,"관중 : 18,941",2016.08.02(화),개시 : 18:30,경기시간 : 4:26,KIA,한화,,,
0,4구,삼진, ,중안, ,유땅, ,중비, ,4,1,0,1,0.309,김용의,구장 : 잠실,"관중 : 15,131",2016.08.03(수),개시 : 18:30,경기시간 : 4:24,LG,두산,,,
1,3땅, ,우비,중비, ,4구, ,좌안, ,4,1,0,1,0.338,손주인,구장 : 잠실,"관중 : 15,131",2016.08.03(수),개시 : 18:30,경기시간 : 4:24,LG,두산,,,
2,4구, ,유땅,2땅, ,삼진, ,투안, ,4,1,0,0,0.336,박용택,구장 : 잠실,"관중 : 15,131",2016.08.03(수),개시 : 18:30,경기시간 : 4:24,LG,두산,,,
3,4구, ,투직, ,3안,2땅, ,중안, ,4,2,2,0,0.316,히메네스,구장 : 잠실,"관중 : 15,131",2016.08.03(수),개시 : 18:30,경기시간 : 4:24,LG,두산,,,
4,우희비, , ,4구, , , , , ,0,0,1,1,0.331,채은성,구장 : 잠실,"관중 : 15,131",2016.08.03(수),개시 : 18:30,경기시간 : 4:24,LG,두산,,,
5, , , , ,3땅, ,삼진,우비, ,3,0,0,1,0.275,이천웅,구장 : 잠실,"관중 : 15,131",2016.08.03(수),개시 : 18:30,경기시간 : 4:24,LG,두산,,,
6,4구, , ,우3,삼진, ,좌안, ,삼진,4,2,1,1,0.245,오지환,구장 : 잠실,"관중 : 15,131",2016.08.03(수),개시 : 18:30,경기시간 : 4:24,LG,두산,,,
